ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
6566;10 or more employed persons;421 Construction of roads and railways;2011 April;99.8;3.7
6567;10 or more employed persons;421 Construction of roads and railways;2011 May;121.0;30.2
6568;10 or more employed persons;421 Construction of roads and railways;2011 June;105.6;-7.7
6569;10 or more employed persons;421 Construction of roads and railways;2011 2nd quarter;108.8;7.5
6570;10 or more employed persons;421 Construction of roads and railways;2011 July;106.4;-4.2
6571;10 or more employed persons;421 Construction of roads and railways;2011 August;81.3;11.0
6572;10 or more employed persons;421 Construction of roads and railways;2011 September;122.5;19.6
6573;10 or more employed persons;421 Construction of roads and railways;2011 3rd quarter;103.4;8.2
6574;10 or more employed persons;421 Construction of roads and railways;2011 October;122.2;8.2
6575;10 or more employed persons;421 Construction of roads and railways;2011 November;138.4;10.9
6576;10 or more employed persons;421 Construction of roads and railways;2011 December;169.7;13.4
6577;10 or more employed persons;421 Construction of roads and railways;2011 4th quarter;143.4;11.1
6578;10 or more employed persons;421 Construction of roads and railways;2011;106.7;10.7
6579;10 or more employed persons;421 Construction of roads and railways;2012 January;50.2;6.3
6580;10 or more employed persons;421 Construction of roads and railways;2012 February;71.8;2.9
6581;10 or more employed persons;421 Construction of roads and railways;2012 March;100.8;3.7
6582;10 or more employed persons;421 Construction of roads and railways;2012 1st quarter;74.3;4.0
6583;10 or more employed persons;421 Construction of roads and railways;2012 April;103.5;3.7
6584;10 or more employed persons;421 Construction of roads and railways;2012 May;109.1;-9.8
6585;10 or more employed persons;421 Construction of roads and railways;2012 June;115.3;9.2
6586;10 or more employed persons;421 Construction of roads and railways;2012 2nd quarter;109.3;0.5
6587;10 or more employed persons;421 Construction of roads and railways;2012 July;101.2;-4.8
6588;10 or more employed persons;421 Construction of roads and railways;2012 August;78.0;-4.1
6589;10 or more employed persons;421 Construction of roads and railways;2012 September;133.3;8.8
6590;10 or more employed persons;421 Construction of roads and railways;2012 3rd quarter;104.2;0.8
6591;10 or more employed persons;421 Construction of roads and railways;2012 October;122.8;0.5
6592;10 or more employed persons;421 Construction of roads and railways;2012 November;143.8;3.9
6593;10 or more employed persons;421 Construction of roads and railways;2012 December;152.8;-9.9
6594;10 or more employed persons;421 Construction of roads and railways;2012 4th quarter;139.8;-2.5
6595;10 or more employed persons;421 Construction of roads and railways;2012;106.9;0.1
6596;10 or more employed persons;421 Construction of roads and railways;2013 January;61.6;22.6
6597;10 or more employed persons;421 Construction of roads and railways;2013 February;61.1;-14.9
6598;10 or more employed persons;421 Construction of roads and railways;2013 March;92.1;-8.6
6599;10 or more employed persons;421 Construction of roads and railways;2013 1st quarter;71.6;-3.6
6600;10 or more employed persons;421 Construction of roads and railways;2013 April;96.6;-6.6
6601;10 or more employed persons;421 Construction of roads and railways;2013 May;107.3;-1.7
6602;10 or more employed persons;421 Construction of roads and railways;2013 June;112.1;-2.8
6603;10 or more employed persons;421 Construction of roads and railways;2013 2nd quarter;105.3;-3.6
6604;10 or more employed persons;421 Construction of roads and railways;2013 July;99.1;-2.1
6605;10 or more employed persons;421 Construction of roads and railways;2013 August;77.6;-0.5
6606;10 or more employed persons;421 Construction of roads and railways;2013 September;123.8;-7.2
6607;10 or more employed persons;421 Construction of roads and railways;2013 3rd quarter;100.1;-3.9
6608;10 or more employed persons;421 Construction of roads and railways;2013 October;118.9;-3.1
6609;10 or more employed persons;421 Construction of roads and railways;2013 November;127.3;-11.5
6610;10 or more employed persons;421 Construction of roads and railways;2013 December;134.9;-11.7
6611;10 or more employed persons;421 Construction of roads and railways;2013 4th quarter;127.0;-9.1
6612;10 or more employed persons;421 Construction of roads and railways;2013;101.0;-5.5
6613;10 or more employed persons;421 Construction of roads and railways;2014 January;51.9;-15.7
6614;10 or more employed persons;421 Construction of roads and railways;2014 February;67.2;10.0
6615;10 or more employed persons;421 Construction of roads and railways;2014 March;85.1;-7.7
6616;10 or more employed persons;421 Construction of roads and railways;2014 1st quarter;68.1;-4.9
6617;10 or more employed persons;421 Construction of roads and railways;2014 April;92.8;-4.0
6618;10 or more employed persons;421 Construction of roads and railways;2014 May;101.4;-5.5
6619;10 or more employed persons;421 Construction of roads and railways;2014 June;101.8;-9.2
6620;10 or more employed persons;421 Construction of roads and railways;2014 2nd quarter;98.6;-6.3
6621;10 or more employed persons;421 Construction of roads and railways;2014 July;98.5;-0.6
6622;10 or more employed persons;421 Construction of roads and railways;2014 August;76.4;-1.5
6623;10 or more employed persons;421 Construction of roads and railways;2014 September;117.4;-5.1
6624;10 or more employed persons;421 Construction of roads and railways;2014 3rd quarter;97.5;-2.7
6625;10 or more employed persons;421 Construction of roads and railways;2014 October;114.4;-3.8
6626;10 or more employed persons;421 Construction of roads and railways;2014 November;118.9;-6.5
6627;10 or more employed persons;421 Construction of roads and railways;2014 December;149.4;10.7
6628;10 or more employed persons;421 Construction of roads and railways;2014 4th quarter;127.6;0.4
6629;10 or more employed persons;421 Construction of roads and railways;2014;97.9;-3.1
6630;10 or more employed persons;421 Construction of roads and railways;2015 January;52.9;1.8
6631;10 or more employed persons;421 Construction of roads and railways;2015 February;60.6;-9.8
6632;10 or more employed persons;421 Construction of roads and railways;2015 March;86.2;1.4
6633;10 or more employed persons;421 Construction of roads and railways;2015 1st quarter;66.6;-2.2
6634;10 or more employed persons;421 Construction of roads and railways;2015 April;83.9;-9.6
6635;10 or more employed persons;421 Construction of roads and railways;2015 May;88.8;-12.4
6636;10 or more employed persons;421 Construction of roads and railways;2015 June;109.6;7.7
6637;10 or more employed persons;421 Construction of roads and railways;2015 2nd quarter;94.1;-4.6
6638;10 or more employed persons;421 Construction of roads and railways;2015 July;103.0;4.6
6639;10 or more employed persons;421 Construction of roads and railways;2015 August;102.1;33.5
6640;10 or more employed persons;421 Construction of roads and railways;2015 September;114.3;-2.7
6641;10 or more employed persons;421 Construction of roads and railways;2015 3rd quarter;106.5;9.2
6642;10 or more employed persons;421 Construction of roads and railways;2015 October;126.6;10.7
6643;10 or more employed persons;421 Construction of roads and railways;2015 November;130.8;9.9
6644;10 or more employed persons;421 Construction of roads and railways;2015 December;141.2;-5.5
6645;10 or more employed persons;421 Construction of roads and railways;2015 4th quarter;132.8;4.1
6646;10 or more employed persons;421 Construction of roads and railways;2015;100.0;2.1
6647;10 or more employed persons;421 Construction of roads and railways;2016 January;50.3;-5.0
6648;10 or more employed persons;421 Construction of roads and railways;2016 February;69.7;15.0
6649;10 or more employed persons;421 Construction of roads and railways;2016 March;90.1;4.4
6650;10 or more employed persons;421 Construction of roads and railways;2016 1st quarter;70.0;5.1
6651;10 or more employed persons;421 Construction of roads and railways;2016 April;92.4;10.2
6652;10 or more employed persons;421 Construction of roads and railways;2016 May;91.4;2.9
6653;10 or more employed persons;421 Construction of roads and railways;2016 June;109.1;-0.5
6654;10 or more employed persons;421 Construction of roads and railways;2016 2nd quarter;97.6;3.8
6655;10 or more employed persons;421 Construction of roads and railways;2016 July;103.7;0.6
6656;10 or more employed persons;421 Construction of roads and railways;2016 August;84.7;-17.0
6657;10 or more employed persons;421 Construction of roads and railways;2016 September;107.3;-6.1
6658;10 or more employed persons;421 Construction of roads and railways;2016 3rd quarter;98.6;-7.4
6659;10 or more employed persons;421 Construction of roads and railways;2016 October;122.2;-3.5
6660;10 or more employed persons;421 Construction of roads and railways;2016 November;124.7;-4.6
6661;10 or more employed persons;421 Construction of roads and railways;2016 December;160.1;13.4
6662;10 or more employed persons;421 Construction of roads and railways;2016 4th quarter;135.7;2.1
6663;10 or more employed persons;421 Construction of roads and railways;2016;100.5;0.5
6664;10 or more employed persons;421 Construction of roads and railways;2017 January;52.2;3.8
6665;10 or more employed persons;421 Construction of roads and railways;2017 February;66.9;-4.0
6666;10 or more employed persons;421 Construction of roads and railways;2017 March;104.3;15.8
6667;10 or more employed persons;421 Construction of roads and railways;2017 1st quarter;74.5;6.4
6668;10 or more employed persons;421 Construction of roads and railways;2017 April;97.0;5.0
6669;10 or more employed persons;421 Construction of roads and railways;2017 May;111.8;22.4
6670;10 or more employed persons;421 Construction of roads and railways;2017 June;122.7;12.4
6671;10 or more employed persons;421 Construction of roads and railways;2017 2nd quarter;110.5;13.2
6672;10 or more employed persons;421 Construction of roads and railways;2017 July;120.6;16.3
6673;10 or more employed persons;421 Construction of roads and railways;2017 August;92.1;8.8
6674;10 or more employed persons;421 Construction of roads and railways;2017 September;123.3;14.9
6675;10 or more employed persons;421 Construction of roads and railways;2017 3rd quarter;112.0;13.6
6676;10 or more employed persons;421 Construction of roads and railways;2017 October;133.3;9.0
6677;10 or more employed persons;421 Construction of roads and railways;2017 November;135.5;8.7
6678;10 or more employed persons;421 Construction of roads and railways;2017 December;172.3;7.6
6679;10 or more employed persons;421 Construction of roads and railways;2017 4th quarter;147.0;8.4
6680;10 or more employed persons;421 Construction of roads and railways;2017;111.0;10.5
6681;10 or more employed persons;421 Construction of roads and railways;2018 January;63.6;21.8
6682;10 or more employed persons;421 Construction of roads and railways;2018 February;77.3;15.5
6683;10 or more employed persons;421 Construction of roads and railways;2018 March;103.1;-1.1
6684;10 or more employed persons;421 Construction of roads and railways;2018 1st quarter;81.3;9.2
6685;10 or more employed persons;421 Construction of roads and railways;2018 April;109.9;13.3
6686;10 or more employed persons;421 Construction of roads and railways;2018 May;119.5;6.8
6687;10 or more employed persons;421 Construction of roads and railways;2018 June;125.6;2.4
6688;10 or more employed persons;421 Construction of roads and railways;2018 2nd quarter;118.3;7.1
6689;10 or more employed persons;421 Construction of roads and railways;2018 July;122.3;1.4
6690;10 or more employed persons;421 Construction of roads and railways;2018 August;97.0;5.3
6691;10 or more employed persons;421 Construction of roads and railways;2018 September;120.7;-2.1
6692;10 or more employed persons;421 Construction of roads and railways;2018 3rd quarter;113.3;1.2
6693;10 or more employed persons;421 Construction of roads and railways;2018 October;137.3;3.0
6694;10 or more employed persons;421 Construction of roads and railways;2018 November;142.1;4.9
6695;10 or more employed persons;421 Construction of roads and railways;2018 December;161.2;-6.4
6696;10 or more employed persons;421 Construction of roads and railways;2018 4th quarter;146.9;-0.1
6697;10 or more employed persons;421 Construction of roads and railways;2018;115.0;3.6
6698;10 or more employed persons;421 Construction of roads and railways;2019 January;67.7;6.5
6699;10 or more employed persons;421 Construction of roads and railways;2019 February;83.3;7.7
6700;10 or more employed persons;421 Construction of roads and railways;2019 March;111.8;8.4
6701;10 or more employed persons;421 Construction of roads and railways;2019 1st quarter;87.6;7.7
6702;10 or more employed persons;421 Construction of roads and railways;2019 April;114.0;3.8
6703;10 or more employed persons;421 Construction of roads and railways;2019 May;123.4;3.3
6704;10 or more employed persons;421 Construction of roads and railways;2019 June;117.0;-6.8
6705;10 or more employed persons;421 Construction of roads and railways;2019 2nd quarter;118.1;-0.2
6706;10 or more employed persons;421 Construction of roads and railways;2019 July;130.9;7.0
6707;10 or more employed persons;421 Construction of roads and railways;2019 August;93.9;-3.2
6708;10 or more employed persons;421 Construction of roads and railways;2019 September;123.6;2.4
6709;10 or more employed persons;421 Construction of roads and railways;2019 3rd quarter;116.1;2.5
6710;10 or more employed persons;421 Construction of roads and railways;2019 October;140.3;2.2
6711;10 or more employed persons;421 Construction of roads and railways;2019 November;137.8;-3.1
6712;10 or more employed persons;421 Construction of roads and railways;2019 December;159.3;-1.2
6713;10 or more employed persons;421 Construction of roads and railways;2019 4th quarter;145.8;-0.7
6714;10 or more employed persons;421 Construction of roads and railways;2019;116.9;1.7
6715;10 or more employed persons;421 Construction of roads and railways;2020 January;66.9;-1.2
6716;10 or more employed persons;421 Construction of roads and railways;2020 February;83.6;0.4
6717;10 or more employed persons;421 Construction of roads and railways;2020 March;111.5;-0.3
6718;10 or more employed persons;421 Construction of roads and railways;2020 1st quarter;87.3;-0.3
6719;10 or more employed persons;421 Construction of roads and railways;2020 April;115.5;1.2
6720;10 or more employed persons;421 Construction of roads and railways;2020 May;112.0;-9.2
6721;10 or more employed persons;421 Construction of roads and railways;2020 June;129.0;10.3
6722;10 or more employed persons;421 Construction of roads and railways;2020 2nd quarter;118.8;0.6
6723;10 or more employed persons;421 Construction of roads and railways;2020 July;124.9;-4.6
6724;10 or more employed persons;421 Construction of roads and railways;2020 August;95.7;1.9
6725;10 or more employed persons;421 Construction of roads and railways;2020 September;128.0;3.6
6726;10 or more employed persons;421 Construction of roads and railways;2020 3rd quarter;116.2;0.1
6727;10 or more employed persons;421 Construction of roads and railways;2020 October;133.5;-4.8
6728;10 or more employed persons;421 Construction of roads and railways;2020 November;134.5;-2.4
6729;10 or more employed persons;421 Construction of roads and railways;2020 December;144.7;-9.2
6730;10 or more employed persons;421 Construction of roads and railways;2020 4th quarter;137.5;-5.6
6731;10 or more employed persons;421 Construction of roads and railways;2020;115.0;-1.7
6732;10 or more employed persons;421 Construction of roads and railways;2021 January;66.7;-0.3
6733;10 or more employed persons;421 Construction of roads and railways;2021 February;83.3;-0.4
6734;10 or more employed persons;421 Construction of roads and railways;2021 March;122.0;9.5
6735;10 or more employed persons;421 Construction of roads and railways;2021 1st quarter;90.7;3.8
6736;10 or more employed persons;421 Construction of roads and railways;2021 April;116.9;1.2
6737;10 or more employed persons;421 Construction of roads and railways;2021 May;112.5;0.4
6738;10 or more employed persons;421 Construction of roads and railways;2021 June;130.5;1.1
6739;10 or more employed persons;421 Construction of roads and railways;2021 2nd quarter;119.9;0.9
6740;10 or more employed persons;421 Construction of roads and railways;2021 July;135.2;8.2
6741;10 or more employed persons;421 Construction of roads and railways;2021  August;82.4;-13.8
6742;10 or more employed persons;421 Construction of roads and railways;2021 September;115.1;-10.1
6743;10 or more employed persons;421 Construction of roads and railways;2021 3rd quarter;110.9;-4.6
6744;10 or more employed persons;421 Construction of roads and railways;2021 October;129.0;-3.4
6745;10 or more employed persons;421 Construction of roads and railways;2021 November;146.4;8.9
6746;10 or more employed persons;421 Construction of roads and railways;2021 December;180.1;24.5
6747;10 or more employed persons;421 Construction of roads and railways;2021 4th quarter;151.9;10.4
6748;10 or more employed persons;421 Construction of roads and railways;2021;118.3;2.9
6749;10 or more employed persons;421 Construction of roads and railways;2022 January;60.9;-8.7
6750;10 or more employed persons;421 Construction of roads and railways;2022 February;94.3;13.2
6751;10 or more employed persons;421 Construction of roads and railways;2022 March;127.3;4.3
6752;10 or more employed persons;421 Construction of roads and railways;2022 1st quarter;94.2;3.8
6753;10 or more employed persons;421 Construction of roads and railways;2022 April;111.4;-4.7
6754;10 or more employed persons;421 Construction of roads and railways;2022 May;130.7;16.2
6755;10 or more employed persons;421 Construction of roads and railways;2022 June;136.7;4.8
6756;10 or more employed persons;421 Construction of roads and railways;2022 2nd quarter;126.2;5.3
6757;10 or more employed persons;421 Construction of roads and railways;2022 July;131.8;-2.5
6758;10 or more employed persons;421 Construction of roads and railways;2022 August;90.9;10.3
6759;10 or more employed persons;421 Construction of roads and railways;2022 September;123.2;7.0
6760;10 or more employed persons;421 Construction of roads and railways;2022 3rd quarter;115.3;4.0
6761;10 or more employed persons;421 Construction of roads and railways;2022 October;138.1;7.0
6762;10 or more employed persons;421 Construction of roads and railways;2022 November;157.7;7.7
6763;10 or more employed persons;421 Construction of roads and railways;2022 December;190.8;5.9
6764;10 or more employed persons;421 Construction of roads and railways;2022 4th quarter;162.2;6.8
6765;10 or more employed persons;421 Construction of roads and railways;2022;124.5;5.2
6766;10 or more employed persons;421 Construction of roads and railways;2023 January;66.2;8.8
6767;10 or more employed persons;421 Construction of roads and railways;2023 February;99.3;5.3
6768;10 or more employed persons;421 Construction of roads and railways;2023 March;139.0;9.1
6769;10 or more employed persons;421 Construction of roads and railways;2023 1st quarter;101.5;7.8
6770;10 or more employed persons;421 Construction of roads and railways;2023 April;122.7;10.1
6771;10 or more employed persons;421 Construction of roads and railways;2023 May;135.1;3.4
6772;10 or more employed persons;421 Construction of roads and railways;2023 June;157.0;14.8
6773;10 or more employed persons;421 Construction of roads and railways;2023 2nd quarter;138.3;9.5
6774;10 or more employed persons;421 Construction of roads and railways;2023 July;146.1;10.9
6775;10 or more employed persons;421 Construction of roads and railways;2023 August;108.4;19.3
6776;10 or more employed persons;421 Construction of roads and railways;2023 September;140.5;14.1
6777;10 or more employed persons;421 Construction of roads and railways;2023 3rd quarter;131.7;14.2
6778;10 or more employed persons;421 Construction of roads and railways;2023 October;156.1;13.1
6779;10 or more employed persons;421 Construction of roads and railways;2023 November;159.4;1.1
6780;10 or more employed persons;421 Construction of roads and railways;2023 December;200.2;4.9
6781;10 or more employed persons;421 Construction of roads and railways;2023 4th quarter;171.9;6.0
6782;10 or more employed persons;421 Construction of roads and railways;2023;135.8;9.1
6783;10 or more employed persons;422 Construction of utility projects;2005 January;54.0;10.0
6784;10 or more employed persons;422 Construction of utility projects;2005 February;57.5;3.6
6785;10 or more employed persons;422 Construction of utility projects;2005 March;61.3;-0.1
6786;10 or more employed persons;422 Construction of utility projects;2005 1st quarter;57.6;4.1
6787;10 or more employed persons;422 Construction of utility projects;2005 April;87.5;9.8
6788;10 or more employed persons;422 Construction of utility projects;2005 May;80.8;6.6
6789;10 or more employed persons;422 Construction of utility projects;2005 June;99.7;14.9
6790;10 or more employed persons;422 Construction of utility projects;2005 2nd quarter;89.3;10.7
6791;10 or more employed persons;422 Construction of utility projects;2005 July;104.0;17.1
6792;10 or more employed persons;422 Construction of utility projects;2005 August;57.1;21.8
6793;10 or more employed persons;422 Construction of utility projects;2005 September;95.7;7.5
6794;10 or more employed persons;422 Construction of utility projects;2005 3rd quarter;85.6;14.3
6795;10 or more employed persons;422 Construction of utility projects;2005 October;97.8;4.5
6796;10 or more employed persons;422 Construction of utility projects;2005 November;112.6;10.4
6797;10 or more employed persons;422 Construction of utility projects;2005 December;126.3;-2.3
6798;10 or more employed persons;422 Construction of utility projects;2005 4th quarter;112.2;3.6
6799;10 or more employed persons;422 Construction of utility projects;2005;86.2;8.0
6800;10 or more employed persons;422 Construction of utility projects;2006 January;49.4;-8.6
6801;10 or more employed persons;422 Construction of utility projects;2006 February;61.1;6.3
6802;10 or more employed persons;422 Construction of utility projects;2006 March;71.3;16.2
6803;10 or more employed persons;422 Construction of utility projects;2006 1st quarter;60.6;5.1
6804;10 or more employed persons;422 Construction of utility projects;2006 April;87.4;-0.2
6805;10 or more employed persons;422 Construction of utility projects;2006 May;96.9;20.0
6806;10 or more employed persons;422 Construction of utility projects;2006 June;105.9;6.2
6807;10 or more employed persons;422 Construction of utility projects;2006 2nd quarter;96.7;8.3
6808;10 or more employed persons;422 Construction of utility projects;2006 July;109.1;5.0
6809;10 or more employed persons;422 Construction of utility projects;2006 August;67.1;17.6
6810;10 or more employed persons;422 Construction of utility projects;2006 September;108.5;13.4
6811;10 or more employed persons;422 Construction of utility projects;2006 3rd quarter;94.9;10.9
6812;10 or more employed persons;422 Construction of utility projects;2006 October;109.8;12.2
6813;10 or more employed persons;422 Construction of utility projects;2006 November;126.3;12.1
6814;10 or more employed persons;422 Construction of utility projects;2006 December;143.4;13.6
6815;10 or more employed persons;422 Construction of utility projects;2006 4th quarter;126.5;12.7
6816;10 or more employed persons;422 Construction of utility projects;2006;94.7;9.8
6817;10 or more employed persons;422 Construction of utility projects;2007 January;61.5;24.5
6818;10 or more employed persons;422 Construction of utility projects;2007 February;71.1;16.3
6819;10 or more employed persons;422 Construction of utility projects;2007 March;78.5;10.1
6820;10 or more employed persons;422 Construction of utility projects;2007 1st quarter;70.3;16.1
6821;10 or more employed persons;422 Construction of utility projects;2007 April;92.3;5.7
6822;10 or more employed persons;422 Construction of utility projects;2007 May;102.4;5.6
6823;10 or more employed persons;422 Construction of utility projects;2007 June;110.4;4.3
6824;10 or more employed persons;422 Construction of utility projects;2007 2nd quarter;101.7;5.2
6825;10 or more employed persons;422 Construction of utility projects;2007 July;105.4;-3.4
6826;10 or more employed persons;422 Construction of utility projects;2007 August;74.7;11.3
6827;10 or more employed persons;422 Construction of utility projects;2007 September;104.0;-4.2
6828;10 or more employed persons;422 Construction of utility projects;2007 3rd quarter;94.7;-0.2
6829;10 or more employed persons;422 Construction of utility projects;2007 October;115.6;5.4
6830;10 or more employed persons;422 Construction of utility projects;2007 November;124.8;-1.1
6831;10 or more employed persons;422 Construction of utility projects;2007 December;147.9;3.1
6832;10 or more employed persons;422 Construction of utility projects;2007 4th quarter;129.5;2.4
6833;10 or more employed persons;422 Construction of utility projects;2007;99.1;4.6
6834;10 or more employed persons;422 Construction of utility projects;2008 January;62.3;1.3
6835;10 or more employed persons;422 Construction of utility projects;2008 February;75.6;6.4
6836;10 or more employed persons;422 Construction of utility projects;2008 March;83.9;6.9
6837;10 or more employed persons;422 Construction of utility projects;2008 1st quarter;73.9;5.1
6838;10 or more employed persons;422 Construction of utility projects;2008 April;110.5;19.7
6839;10 or more employed persons;422 Construction of utility projects;2008 May;102.1;-0.3
6840;10 or more employed persons;422 Construction of utility projects;2008 June;120.3;8.9
6841;10 or more employed persons;422 Construction of utility projects;2008 2nd quarter;110.9;9.1
6842;10 or more employed persons;422 Construction of utility projects;2008 July;112.8;7.0
6843;10 or more employed persons;422 Construction of utility projects;2008 August;79.2;6.0
6844;10 or more employed persons;422 Construction of utility projects;2008 September;112.7;8.4
6845;10 or more employed persons;422 Construction of utility projects;2008 3rd quarter;101.6;7.3
6846;10 or more employed persons;422 Construction of utility projects;2008 October;117.5;1.6
6847;10 or more employed persons;422 Construction of utility projects;2008 November;121.0;-3.1
6848;10 or more employed persons;422 Construction of utility projects;2008 December;145.8;-1.4
6849;10 or more employed persons;422 Construction of utility projects;2008 4th quarter;128.1;-1.0
6850;10 or more employed persons;422 Construction of utility projects;2008;103.6;4.6
6851;10 or more employed persons;422 Construction of utility projects;2009 January;70.1;12.7
6852;10 or more employed persons;422 Construction of utility projects;2009 February;93.7;23.9
6853;10 or more employed persons;422 Construction of utility projects;2009 March;125.7;49.8
6854;10 or more employed persons;422 Construction of utility projects;2009 1st quarter;96.5;30.6
6855;10 or more employed persons;422 Construction of utility projects;2009 April;124.3;12.5
6856;10 or more employed persons;422 Construction of utility projects;2009 May;112.6;10.3
6857;10 or more employed persons;422 Construction of utility projects;2009 June;134.3;11.7
6858;10 or more employed persons;422 Construction of utility projects;2009 2nd quarter;123.7;11.5
6859;10 or more employed persons;422 Construction of utility projects;2009 July;121.8;8.0
6860;10 or more employed persons;422 Construction of utility projects;2009 August;110.3;39.2
6861;10 or more employed persons;422 Construction of utility projects;2009 September;117.2;4.0
6862;10 or more employed persons;422 Construction of utility projects;2009 3rd quarter;116.4;14.6
6863;10 or more employed persons;422 Construction of utility projects;2009 October;143.6;22.2
6864;10 or more employed persons;422 Construction of utility projects;2009 November;142.6;17.8
6865;10 or more employed persons;422 Construction of utility projects;2009 December;144.4;-1.0
6866;10 or more employed persons;422 Construction of utility projects;2009 4th quarter;143.5;12.0
6867;10 or more employed persons;422 Construction of utility projects;2009;120.1;15.8
6868;10 or more employed persons;422 Construction of utility projects;2010 January;64.1;-8.6
6869;10 or more employed persons;422 Construction of utility projects;2010 February;76.6;-18.3
6870;10 or more employed persons;422 Construction of utility projects;2010 March;100.7;-19.9
6871;10 or more employed persons;422 Construction of utility projects;2010 1st quarter;80.5;-16.6
6872;10 or more employed persons;422 Construction of utility projects;2010 April;101.1;-18.7
6873;10 or more employed persons;422 Construction of utility projects;2010 May;92.8;-17.6
6874;10 or more employed persons;422 Construction of utility projects;2010 June;114.8;-14.5
6875;10 or more employed persons;422 Construction of utility projects;2010 2nd quarter;102.9;-16.8
6876;10 or more employed persons;422 Construction of utility projects;2010 July;104.4;-14.4
6877;10 or more employed persons;422 Construction of utility projects;2010 August;78.3;-29.0
6878;10 or more employed persons;422 Construction of utility projects;2010 September;112.4;-4.1
6879;10 or more employed persons;422 Construction of utility projects;2010 3rd quarter;98.3;-15.6
6880;10 or more employed persons;422 Construction of utility projects;2010 October;114.1;-20.6
6881;10 or more employed persons;422 Construction of utility projects;2010 November;129.4;-9.3
6882;10 or more employed persons;422 Construction of utility projects;2010 December;138.2;-4.3
6883;10 or more employed persons;422 Construction of utility projects;2010 4th quarter;127.2;-11.4
6884;10 or more employed persons;422 Construction of utility projects;2010;102.2;-14.9
6885;10 or more employed persons;422 Construction of utility projects;2011 January;61.1;-4.8
6886;10 or more employed persons;422 Construction of utility projects;2011 February;76.7;0.2
6887;10 or more employed persons;422 Construction of utility projects;2011 March;102.6;1.9
6888;10 or more employed persons;422 Construction of utility projects;2011 1st quarter;80.1;-0.4
6889;10 or more employed persons;422 Construction of utility projects;2011 April;96.4;-4.7
6890;10 or more employed persons;422 Construction of utility projects;2011 May;103.9;11.9
6891;10 or more employed persons;422 Construction of utility projects;2011 June;100.0;-12.9
6892;10 or more employed persons;422 Construction of utility projects;2011 2nd quarter;100.1;-2.7
6893;10 or more employed persons;422 Construction of utility projects;2011 July;91.5;-12.3
6894;10 or more employed persons;422 Construction of utility projects;2011 August;79.0;0.9
6895;10 or more employed persons;422 Construction of utility projects;2011 September;111.4;-0.9
6896;10 or more employed persons;422 Construction of utility projects;2011 3rd quarter;94.0;-4.4
6897;10 or more employed persons;422 Construction of utility projects;2011 October;107.0;-6.2
6898;10 or more employed persons;422 Construction of utility projects;2011 November;122.9;-5.0
6899;10 or more employed persons;422 Construction of utility projects;2011 December;145.1;5.0
6900;10 or more employed persons;422 Construction of utility projects;2011 4th quarter;125.0;-1.7
6901;10 or more employed persons;422 Construction of utility projects;2011;99.8;-2.4
6902;10 or more employed persons;422 Construction of utility projects;2012 January;61.5;0.8
6903;10 or more employed persons;422 Construction of utility projects;2012 February;78.8;2.8
6904;10 or more employed persons;422 Construction of utility projects;2012 March;98.8;-3.8
6905;10 or more employed persons;422 Construction of utility projects;2012 1st quarter;79.7;-0.5
6906;10 or more employed persons;422 Construction of utility projects;2012 April;95.9;-0.5
6907;10 or more employed persons;422 Construction of utility projects;2012 May;111.7;7.5
6908;10 or more employed persons;422 Construction of utility projects;2012 June;120.1;20.1
6909;10 or more employed persons;422 Construction of utility projects;2012 2nd quarter;109.2;9.1
6910;10 or more employed persons;422 Construction of utility projects;2012 July;99.7;8.9
6911;10 or more employed persons;422 Construction of utility projects;2012 August;92.2;16.7
6912;10 or more employed persons;422 Construction of utility projects;2012 September;101.7;-8.7
6913;10 or more employed persons;422 Construction of utility projects;2012 3rd quarter;97.9;4.1
6914;10 or more employed persons;422 Construction of utility projects;2012 October;132.6;23.9
6915;10 or more employed persons;422 Construction of utility projects;2012 November;142.0;15.6
6916;10 or more employed persons;422 Construction of utility projects;2012 December;144.9;-0.2
6917;10 or more employed persons;422 Construction of utility projects;2012 4th quarter;139.8;11.9
6918;10 or more employed persons;422 Construction of utility projects;2012;106.7;6.9
6919;10 or more employed persons;422 Construction of utility projects;2013 January;69.3;12.5
6920;10 or more employed persons;422 Construction of utility projects;2013 February;76.8;-2.6
6921;10 or more employed persons;422 Construction of utility projects;2013 March;94.7;-4.1
6922;10 or more employed persons;422 Construction of utility projects;2013 1st quarter;80.2;0.7
6923;10 or more employed persons;422 Construction of utility projects;2013 April;99.0;3.2
6924;10 or more employed persons;422 Construction of utility projects;2013 May;118.4;5.9
6925;10 or more employed persons;422 Construction of utility projects;2013 June;125.3;4.4
6926;10 or more employed persons;422 Construction of utility projects;2013 2nd quarter;114.2;4.6
6927;10 or more employed persons;422 Construction of utility projects;2013 July;115.6;15.9
6928;10 or more employed persons;422 Construction of utility projects;2013 August;93.0;0.9
6929;10 or more employed persons;422 Construction of utility projects;2013 September;113.9;12.0
6930;10 or more employed persons;422 Construction of utility projects;2013 3rd quarter;107.5;9.8
6931;10 or more employed persons;422 Construction of utility projects;2013 October;125.1;-5.6
6932;10 or more employed persons;422 Construction of utility projects;2013 November;131.4;-7.5
6933;10 or more employed persons;422 Construction of utility projects;2013 December;142.8;-1.4
