ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
114;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding wo;Cohort 1993;220.0;15.0;26.0;34.0;37.0;38.0;40.0;13.0;22.0;30.0;33.0;34.0;36.0;2.0;4.0;4.0;4.0;4.0;4.0;29.0;40.0;47.0;50.0;52.0;52.0;53.0;53.0;54.0;71.0;59.0;50.0;35.0;22.0;13.0;9.0;9.0;6.0;66.0;54.0;46.0;32.0;21.0;13.0;8.0;7.0;4.0;1.0;2.0;2.0;1.0;1.0;;1.0;2.0;2.0;4.0;3.0;3.0;2.0;;;0.0;0.0;0.0
115;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding wo;Cohort 1994;200.0;18.0;28.0;30.0;32.0;33.0;;15.0;24.0;26.0;28.0;29.0;;3.0;3.0;3.0;4.0;4.0;;38.0;45.0;49.0;57.0;60.0;59.0;60.0;60.0;;62.0;53.0;44.0;25.0;13.0;11.0;8.0;7.0;;58.0;47.0;37.0;20.0;9.0;7.0;4.0;2.0;;0.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;;3.0;4.0;4.0;3.0;3.0;3.0;2.0;2.0;
116;Totaal mannen en vrouwen;Economisch onderwijs;Andere vooropleiding;Cohort 1991;290.0;15.0;27.0;32.0;33.0;34.0;36.0;15.0;26.0;31.0;32.0;33.0;34.0;;0.0;1.0;1.0;1.0;2.0;36.0;55.0;60.0;60.0;60.0;62.0;62.0;62.0;63.0;63.0;43.0;38.0;25.0;13.0;6.0;5.0;4.0;1.0;62.0;42.0;36.0;24.0;12.0;4.0;3.0;2.0;;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
117;Totaal mannen en vrouwen;Economisch onderwijs;Andere vooropleiding;Cohort 1992;340.0;15.0;23.0;25.0;27.0;28.0;29.0;15.0;22.0;24.0;25.0;26.0;27.0;1.0;1.0;1.0;2.0;2.0;3.0;33.0;53.0;59.0;62.0;65.0;65.0;67.0;67.0;68.0;67.0;47.0;39.0;23.0;12.0;9.0;6.0;4.0;3.0;64.0;44.0;35.0;20.0;11.0;7.0;4.0;3.0;1.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
118;Totaal mannen en vrouwen;Economisch onderwijs;Andere vooropleiding;Cohort 1993;1110.0;21.0;31.0;36.0;39.0;40.0;41.0;21.0;31.0;35.0;38.0;39.0;40.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;46.0;49.0;52.0;53.0;54.0;55.0;55.0;55.0;70.0;54.0;48.0;28.0;16.0;10.0;7.0;5.0;4.0;69.0;53.0;47.0;26.0;14.0;9.0;5.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
119;Totaal mannen en vrouwen;Economisch onderwijs;Andere vooropleiding;Cohort 1994;320.0;16.0;22.0;26.0;28.0;30.0;;16.0;22.0;26.0;28.0;30.0;;;;;;0.0;;41.0;53.0;59.0;62.0;64.0;64.0;65.0;66.0;;59.0;47.0;38.0;22.0;14.0;10.0;7.0;4.0;;58.0;46.0;37.0;21.0;13.0;9.0;6.0;3.0;;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;;1.0;0.0;;;;;;
120;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;1460.0;47.0;55.0;57.0;58.0;59.0;60.0;47.0;54.0;56.0;57.0;58.0;59.0;0.0;0.0;1.0;1.0;1.0;2.0;26.0;33.0;36.0;38.0;38.0;38.0;38.0;38.0;38.0;74.0;67.0;62.0;15.0;7.0;5.0;4.0;3.0;2.0;73.0;65.0;60.0;13.0;6.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
121;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;1530.0;45.0;53.0;56.0;57.0;58.0;59.0;44.0;52.0;54.0;55.0;56.0;56.0;1.0;1.0;1.0;2.0;2.0;3.0;26.0;34.0;36.0;38.0;39.0;39.0;39.0;39.0;38.0;74.0;66.0;60.0;17.0;8.0;6.0;4.0;3.0;3.0;73.0;63.0;57.0;15.0;5.0;3.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
122;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;1440.0;44.0;52.0;55.0;57.0;58.0;59.0;44.0;51.0;53.0;55.0;56.0;56.0;1.0;1.0;2.0;2.0;2.0;3.0;24.0;33.0;36.0;37.0;38.0;37.0;38.0;39.0;39.0;76.0;66.0;60.0;18.0;11.0;8.0;5.0;3.0;2.0;75.0;64.0;58.0;15.0;8.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
123;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;1210.0;47.0;53.0;56.0;58.0;59.0;;47.0;53.0;56.0;57.0;58.0;;0.0;0.0;1.0;1.0;1.0;;23.0;32.0;34.0;35.0;37.0;38.0;38.0;37.0;;77.0;68.0;61.0;18.0;10.0;6.0;4.0;4.0;;76.0;67.0;60.0;17.0;9.0;5.0;3.0;3.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;
124;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1991;260.0;50.0;57.0;60.0;61.0;61.0;62.0;50.0;57.0;59.0;60.0;60.0;61.0;0.0;0.0;1.0;1.0;1.0;1.0;25.0;32.0;35.0;36.0;36.0;35.0;36.0;37.0;35.0;75.0;67.0;64.0;14.0;7.0;5.0;3.0;2.0;2.0;74.0;67.0;63.0;12.0;5.0;3.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1992;250.0;51.0;60.0;62.0;63.0;64.0;64.0;50.0;58.0;61.0;62.0;62.0;62.0;1.0;1.0;2.0;2.0;2.0;2.0;24.0;29.0;32.0;32.0;33.0;33.0;32.0;33.0;33.0;76.0;70.0;64.0;17.0;8.0;5.0;4.0;4.0;3.0;75.0;68.0;63.0;15.0;6.0;4.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
126;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1993;110.0;46.0;57.0;63.0;63.0;64.0;64.0;46.0;56.0;61.0;62.0;62.0;62.0;;1.0;2.0;2.0;3.0;3.0;18.0;29.0;35.0;32.0;30.0;32.0;32.0;30.0;31.0;82.0;71.0;64.0;21.0;13.0;5.0;4.0;5.0;4.0;81.0;70.0;64.0;18.0;10.0;3.0;2.0;4.0;2.0;1.0;1.0;;3.0;1.0;1.0;2.0;1.0;2.0;;1.0;;1.0;2.0;2.0;1.0;1.0;1.0
127;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1994;150.0;48.0;54.0;58.0;62.0;64.0;;48.0;54.0;57.0;60.0;61.0;;;1.0;1.0;1.0;3.0;;17.0;26.0;29.0;32.0;33.0;33.0;33.0;34.0;;83.0;74.0;70.0;21.0;13.0;9.0;5.0;3.0;;82.0;72.0;66.0;18.0;11.0;7.0;4.0;3.0;;;;2.0;2.0;1.0;1.0;1.0;;;1.0;2.0;1.0;1.0;1.0;;;;
128;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1991;70.0;53.0;70.0;71.0;71.0;73.0;74.0;53.0;68.0;70.0;70.0;71.0;73.0;;1.0;1.0;1.0;1.0;1.0;15.0;18.0;23.0;25.0;23.0;23.0;25.0;25.0;25.0;85.0;82.0;75.0;22.0;7.0;5.0;4.0;3.0;1.0;82.0;79.0;74.0;19.0;5.0;5.0;4.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;;;;;1.0;;;1.0;;;;;
129;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1992;70.0;49.0;59.0;64.0;64.0;65.0;65.0;46.0;57.0;59.0;59.0;61.0;61.0;3.0;3.0;4.0;4.0;4.0;4.0;20.0;30.0;33.0;35.0;36.0;35.0;35.0;35.0;33.0;80.0;68.0;62.0;16.0;4.0;1.0;1.0;;1.0;78.0;64.0;61.0;14.0;3.0;1.0;1.0;;;1.0;4.0;1.0;1.0;1.0;;;;1.0;;;;;;;;;
130;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1993;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1994;70.0;55.0;65.0;66.0;68.0;68.0;;55.0;65.0;66.0;68.0;68.0;;;;;;;;6.0;17.0;23.0;25.0;26.0;28.0;26.0;26.0;;94.0;83.0;77.0;20.0;9.0;6.0;6.0;6.0;;92.0;82.0;77.0;20.0;9.0;6.0;5.0;5.0;;2.0;;;;;;2.0;2.0;;;2.0;;;;;;;
132;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding mbo;Cohort 1991;530.0;46.0;54.0;55.0;56.0;57.0;59.0;45.0;53.0;54.0;55.0;55.0;57.0;1.0;1.0;1.0;2.0;2.0;2.0;28.0;36.0;39.0;40.0;41.0;41.0;40.0;40.0;39.0;72.0;64.0;56.0;14.0;6.0;4.0;4.0;3.0;2.0;71.0;62.0;54.0;13.0;4.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
133;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding mbo;Cohort 1992;450.0;48.0;54.0;56.0;57.0;59.0;60.0;48.0;54.0;55.0;55.0;56.0;57.0;0.0;1.0;1.0;2.0;3.0;4.0;28.0;36.0;38.0;40.0;40.0;38.0;38.0;38.0;38.0;72.0;64.0;53.0;12.0;6.0;6.0;4.0;2.0;2.0;71.0;62.0;51.0;11.0;4.0;3.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
134;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding mbo;Cohort 1993;130.0;43.0;52.0;54.0;56.0;57.0;58.0;42.0;51.0;52.0;54.0;54.0;54.0;1.0;1.0;1.0;2.0;2.0;4.0;29.0;37.0;40.0;39.0;40.0;42.0;41.0;41.0;40.0;71.0;63.0;57.0;19.0;7.0;4.0;3.0;2.0;1.0;69.0;60.0;55.0;16.0;6.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;
135;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding mbo;Cohort 1994;530.0;47.0;52.0;55.0;57.0;58.0;;47.0;52.0;55.0;56.0;57.0;;;0.0;0.0;0.0;0.0;;26.0;34.0;36.0;37.0;39.0;40.0;40.0;40.0;;74.0;66.0;57.0;16.0;9.0;5.0;3.0;3.0;;73.0;65.0;56.0;15.0;8.0;5.0;3.0;2.0;;0.0;1.0;1.0;1.0;1.0;0.0;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;
136;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1991;70.0;48.0;48.0;53.0;53.0;53.0;55.0;48.0;48.0;53.0;53.0;53.0;53.0;;;;;;2.0;30.0;41.0;42.0;42.0;42.0;41.0;44.0;44.0;45.0;70.0;59.0;58.0;9.0;9.0;6.0;3.0;3.0;;68.0;59.0;58.0;8.0;8.0;5.0;2.0;2.0;;;;;;;;;;;2.0;;;2.0;2.0;2.0;2.0;2.0;
137;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1992;90.0;43.0;54.0;56.0;56.0;56.0;56.0;42.0;51.0;53.0;53.0;53.0;53.0;1.0;3.0;3.0;3.0;3.0;3.0;25.0;30.0;32.0;35.0;37.0;38.0;38.0;37.0;39.0;75.0;70.0;68.0;22.0;10.0;6.0;6.0;8.0;5.0;72.0;62.0;61.0;14.0;5.0;2.0;2.0;4.0;3.0;1.0;2.0;1.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;5.0;5.0;4.0;3.0;3.0;2.0;1.0;
138;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1993;120.0;42.0;47.0;50.0;51.0;54.0;55.0;36.0;42.0;45.0;46.0;48.0;49.0;5.0;5.0;5.0;5.0;6.0;6.0;19.0;32.0;36.0;42.0;42.0;40.0;43.0;45.0;45.0;81.0;64.0;52.0;17.0;11.0;10.0;6.0;1.0;;78.0;60.0;50.0;16.0;9.0;7.0;4.0;1.0;;1.0;2.0;2.0;1.0;1.0;2.0;1.0;;;2.0;2.0;;;1.0;2.0;1.0;;
139;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1994;90.0;49.0;54.0;58.0;59.0;59.0;;49.0;54.0;58.0;58.0;58.0;;;;;1.0;1.0;;27.0;31.0;32.0;34.0;36.0;39.0;38.0;39.0;;73.0;68.0;63.0;17.0;10.0;3.0;3.0;2.0;;72.0;64.0;60.0;13.0;7.0;2.0;2.0;2.0;;;2.0;3.0;2.0;1.0;;;;;1.0;1.0;;1.0;2.0;1.0;1.0;;
140;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1991;540.0;46.0;54.0;56.0;57.0;58.0;59.0;46.0;54.0;56.0;57.0;57.0;58.0;0.0;0.0;1.0;1.0;1.0;1.0;25.0;33.0;34.0;38.0;38.0;39.0;39.0;39.0;39.0;75.0;67.0;65.0;16.0;8.0;5.0;4.0;4.0;1.0;74.0;66.0;64.0;15.0;7.0;4.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
141;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1992;680.0;40.0;49.0;52.0;54.0;55.0;56.0;40.0;49.0;51.0;52.0;53.0;54.0;0.0;0.0;1.0;1.0;2.0;2.0;25.0;35.0;38.0;39.0;42.0;42.0;42.0;42.0;41.0;75.0;65.0;62.0;21.0;8.0;6.0;4.0;3.0;3.0;72.0;62.0;59.0;18.0;6.0;4.0;3.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0
142;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1993;1050.0;44.0;52.0;55.0;56.0;58.0;59.0;44.0;51.0;53.0;55.0;56.0;56.0;0.0;1.0;1.0;2.0;2.0;2.0;24.0;33.0;35.0;37.0;38.0;37.0;38.0;39.0;39.0;76.0;67.0;61.0;18.0;11.0;8.0;5.0;3.0;3.0;74.0;64.0;58.0;15.0;8.0;6.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
143;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1994;370.0;44.0;52.0;56.0;56.0;57.0;;44.0;52.0;55.0;55.0;57.0;;1.0;1.0;1.0;1.0;1.0;;22.0;33.0;35.0;36.0;37.0;38.0;39.0;37.0;;78.0;67.0;61.0;20.0;11.0;6.0;5.0;5.0;;77.0;66.0;60.0;18.0;9.0;4.0;3.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
144;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1991;410.0;5.0;32.0;40.0;41.0;42.0;44.0;5.0;31.0;38.0;40.0;41.0;41.0;0.0;1.0;2.0;2.0;2.0;2.0;24.0;34.0;45.0;50.0;54.0;55.0;55.0;56.0;55.0;76.0;66.0;55.0;45.0;14.0;5.0;3.0;1.0;1.0;74.0;64.0;52.0;43.0;13.0;4.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;
145;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1992;410.0;6.0;31.0;41.0;44.0;45.0;45.0;5.0;30.0;39.0;42.0;42.0;43.0;1.0;1.0;2.0;2.0;2.0;2.0;25.0;37.0;45.0;49.0;50.0;52.0;53.0;54.0;54.0;75.0;62.0;54.0;45.0;19.0;7.0;3.0;1.0;1.0;73.0;60.0;51.0;43.0;16.0;5.0;2.0;1.0;0.0;;1.0;1.0;1.0;1.0;0.0;0.0;;0.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0
146;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1993;330.0;6.0;29.0;39.0;41.0;42.0;43.0;4.0;28.0;37.0;39.0;40.0;40.0;2.0;2.0;2.0;2.0;2.0;3.0;22.0;38.0;45.0;50.0;54.0;55.0;56.0;55.0;55.0;77.0;62.0;52.0;44.0;17.0;6.0;3.0;3.0;1.0;75.0;60.0;50.0;42.0;15.0;5.0;2.0;1.0;1.0;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;;0.0;
147;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1994;320.0;7.0;37.0;46.0;48.0;49.0;;6.0;35.0;43.0;46.0;46.0;;1.0;2.0;2.0;2.0;3.0;;24.0;33.0;39.0;44.0;47.0;48.0;49.0;49.0;;76.0;65.0;58.0;48.0;16.0;6.0;3.0;2.0;;75.0;64.0;56.0;47.0;15.0;5.0;1.0;1.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;;1.0;1.0;0.0;;;;
148;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1991;60.0;5.0;31.0;40.0;42.0;42.0;42.0;5.0;31.0;40.0;42.0;42.0;42.0;;;;;;;18.0;35.0;40.0;49.0;53.0;56.0;55.0;58.0;55.0;82.0;65.0;60.0;45.0;16.0;4.0;4.0;;4.0;82.0;65.0;60.0;45.0;16.0;4.0;2.0;;2.0;;;;;;;2.0;;2.0;;;;;;;;;
149;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1992;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1993;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1994;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1991;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1992;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1993;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1994;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1991;100.0;3.0;34.0;40.0;41.0;42.0;44.0;3.0;34.0;40.0;41.0;42.0;43.0;;;;;;1.0;26.0;37.0;45.0;52.0;54.0;56.0;57.0;57.0;54.0;74.0;63.0;54.0;45.0;12.0;4.0;2.0;1.0;2.0;74.0;63.0;52.0;43.0;10.0;3.0;2.0;;;;;1.0;1.0;1.0;1.0;;1.0;2.0;;;1.0;1.0;1.0;;;;
157;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1992;70.0;2.0;26.0;37.0;40.0;40.0;40.0;2.0;26.0;37.0;40.0;40.0;40.0;;;;;;;32.0;40.0;48.0;49.0;54.0;55.0;55.0;58.0;60.0;68.0;60.0;51.0;49.0;20.0;8.0;5.0;2.0;;68.0;60.0;51.0;49.0;20.0;8.0;3.0;2.0;;;;;;;;2.0;;;;;;;;;;;
158;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1993;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1994;60.0;2.0;44.0;51.0;55.0;55.0;;2.0;42.0;49.0;53.0;53.0;;;2.0;2.0;2.0;2.0;;22.0;29.0;31.0;42.0;44.0;44.0;45.0;45.0;;78.0;71.0;69.0;56.0;13.0;5.0;;;;76.0;69.0;67.0;55.0;13.0;5.0;;;;2.0;2.0;2.0;2.0;;;;;;;;;;;;;;
160;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1991;70.0;10.0;38.0;44.0;49.0;49.0;50.0;7.0;29.0;35.0;39.0;39.0;40.0;3.0;8.0;10.0;10.0;10.0;10.0;17.0;22.0;36.0;42.0;46.0;49.0;50.0;50.0;50.0;82.0;78.0;63.0;49.0;17.0;7.0;1.0;1.0;;75.0;71.0;54.0;42.0;15.0;7.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;;;;;6.0;6.0;7.0;6.0;;;;;
161;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1992;80.0;15.0;41.0;48.0;52.0;53.0;55.0;8.0;33.0;39.0;43.0;44.0;45.0;7.0;8.0;9.0;9.0;9.0;9.0;19.0;29.0;37.0;39.0;35.0;41.0;44.0;44.0;43.0;80.0;67.0;57.0;47.0;24.0;11.0;4.0;3.0;3.0;72.0;59.0;49.0;41.0;20.0;8.0;3.0;1.0;;;;;;;;;;1.0;8.0;8.0;8.0;5.0;4.0;3.0;1.0;1.0;1.0
162;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1993;60.0;13.0;34.0;47.0;50.0;53.0;55.0;5.0;27.0;38.0;38.0;41.0;41.0;8.0;8.0;9.0;13.0;13.0;14.0;19.0;31.0;41.0;44.0;44.0;47.0;45.0;42.0;44.0;80.0;64.0;50.0;44.0;22.0;6.0;5.0;5.0;2.0;70.0;55.0;42.0;36.0;14.0;3.0;3.0;;;;2.0;2.0;2.0;3.0;;2.0;3.0;2.0;9.0;8.0;6.0;6.0;5.0;3.0;;2.0;
163;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1994;70.0;11.0;40.0;49.0;53.0;53.0;;7.0;33.0;41.0;45.0;45.0;;4.0;7.0;8.0;8.0;8.0;;12.0;27.0;37.0;41.0;44.0;42.0;44.0;44.0;;86.0;67.0;58.0;48.0;16.0;8.0;3.0;3.0;;82.0;64.0;52.0;44.0;14.0;5.0;1.0;1.0;;;3.0;4.0;3.0;3.0;3.0;1.0;1.0;;4.0;;1.0;1.0;;;;;
164;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1991;160.0;4.0;28.0;36.0;37.0;39.0;39.0;4.0;28.0;36.0;37.0;39.0;39.0;;;;;;;28.0;41.0;50.0;54.0;59.0;59.0;59.0;60.0;59.0;72.0;59.0;50.0;43.0;13.0;5.0;5.0;1.0;1.0;70.0;58.0;48.0;42.0;12.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;;;;;;;1.0;1.0;1.0;1.0;1.0;;;;
165;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1992;190.0;4.0;27.0;39.0;41.0;41.0;42.0;4.0;27.0;39.0;41.0;41.0;41.0;;;;1.0;1.0;1.0;26.0;40.0;48.0;53.0;55.0;57.0;57.0;58.0;58.0;74.0;60.0;52.0;42.0;18.0;4.0;2.0;1.0;1.0;74.0;59.0;51.0;42.0;17.0;4.0;2.0;1.0;;;1.0;1.0;1.0;1.0;1.0;;;1.0;;;;;;;;;
166;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1993;200.0;5.0;30.0;38.0;41.0;41.0;42.0;5.0;30.0;38.0;41.0;41.0;42.0;;;;;;1.0;23.0;39.0;44.0;50.0;55.0;55.0;57.0;56.0;57.0;77.0;61.0;54.0;45.0;15.0;7.0;2.0;3.0;1.0;77.0;61.0;54.0;45.0;14.0;6.0;2.0;2.0;1.0;;;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;;1.0;;;
