ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
7354;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2015;16
7355;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2016;14
7356;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2017;11
7357;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2018;12
7358;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2019;9
7359;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2020;10
7360;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2021;11
7361;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2022;9
7362;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2023;10
7363;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Bonaire;2024;10
7364;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2011;5
7365;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2012;4
7366;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2013;2
7367;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2014;3
7368;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2015;1
7369;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2016;2
7370;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2017;2
7371;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2018;4
7372;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2019;3
7373;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2020;3
7374;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2021;1
7375;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2022;3
7376;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2023;2
7377;Total male and female;10 to 14 years;Europe (excluding the Netherlands);St. Eustatius;2024;5
7378;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2011;2
7379;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2012;2
7380;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2013;2
7381;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2014;0
7382;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2015;0
7383;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2016;2
7384;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2017;2
7385;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2018;3
7386;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2019;0
7387;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2020;0
7388;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2021;1
7389;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2022;1
7390;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2023;1
7391;Total male and female;10 to 14 years;Europe (excluding the Netherlands);Saba;2024;0
7392;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2011;0
7393;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2012;0
7394;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2013;0
7395;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2014;0
7396;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2015;0
7397;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2016;0
7398;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2017;1
7399;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2018;2
7400;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2019;1
7401;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2020;2
7402;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2021;0
7403;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2022;0
7404;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2023;0
7405;Total male and female;10 to 14 years;Oceania;Caribbean Netherlands;2024;0
7406;Total male and female;10 to 14 years;Oceania;Bonaire;2011;0
7407;Total male and female;10 to 14 years;Oceania;Bonaire;2012;0
7408;Total male and female;10 to 14 years;Oceania;Bonaire;2013;0
7409;Total male and female;10 to 14 years;Oceania;Bonaire;2014;0
7410;Total male and female;10 to 14 years;Oceania;Bonaire;2015;0
7411;Total male and female;10 to 14 years;Oceania;Bonaire;2016;0
7412;Total male and female;10 to 14 years;Oceania;Bonaire;2017;1
7413;Total male and female;10 to 14 years;Oceania;Bonaire;2018;2
7414;Total male and female;10 to 14 years;Oceania;Bonaire;2019;1
7415;Total male and female;10 to 14 years;Oceania;Bonaire;2020;2
7416;Total male and female;10 to 14 years;Oceania;Bonaire;2021;0
7417;Total male and female;10 to 14 years;Oceania;Bonaire;2022;0
7418;Total male and female;10 to 14 years;Oceania;Bonaire;2023;0
7419;Total male and female;10 to 14 years;Oceania;Bonaire;2024;0
7420;Total male and female;10 to 14 years;Oceania;St. Eustatius;2011;0
7421;Total male and female;10 to 14 years;Oceania;St. Eustatius;2012;0
7422;Total male and female;10 to 14 years;Oceania;St. Eustatius;2013;0
7423;Total male and female;10 to 14 years;Oceania;St. Eustatius;2014;0
7424;Total male and female;10 to 14 years;Oceania;St. Eustatius;2015;0
7425;Total male and female;10 to 14 years;Oceania;St. Eustatius;2016;0
7426;Total male and female;10 to 14 years;Oceania;St. Eustatius;2017;0
7427;Total male and female;10 to 14 years;Oceania;St. Eustatius;2018;0
7428;Total male and female;10 to 14 years;Oceania;St. Eustatius;2019;0
7429;Total male and female;10 to 14 years;Oceania;St. Eustatius;2020;0
7430;Total male and female;10 to 14 years;Oceania;St. Eustatius;2021;0
7431;Total male and female;10 to 14 years;Oceania;St. Eustatius;2022;0
7432;Total male and female;10 to 14 years;Oceania;St. Eustatius;2023;0
7433;Total male and female;10 to 14 years;Oceania;St. Eustatius;2024;0
7434;Total male and female;10 to 14 years;Oceania;Saba;2011;0
7435;Total male and female;10 to 14 years;Oceania;Saba;2012;0
7436;Total male and female;10 to 14 years;Oceania;Saba;2013;0
7437;Total male and female;10 to 14 years;Oceania;Saba;2014;0
7438;Total male and female;10 to 14 years;Oceania;Saba;2015;0
7439;Total male and female;10 to 14 years;Oceania;Saba;2016;0
7440;Total male and female;10 to 14 years;Oceania;Saba;2017;0
7441;Total male and female;10 to 14 years;Oceania;Saba;2018;0
7442;Total male and female;10 to 14 years;Oceania;Saba;2019;0
7443;Total male and female;10 to 14 years;Oceania;Saba;2020;0
7444;Total male and female;10 to 14 years;Oceania;Saba;2021;0
7445;Total male and female;10 to 14 years;Oceania;Saba;2022;0
7446;Total male and female;10 to 14 years;Oceania;Saba;2023;0
7447;Total male and female;10 to 14 years;Oceania;Saba;2024;0
7448;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2011;144
7449;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2012;188
7450;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2013;202
7451;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2014;276
7452;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2015;293
7453;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2016;295
7454;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2017;287
7455;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2018;270
7456;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2019;252
7457;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2020;252
7458;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2021;270
7459;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2022;287
7460;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2023;303
7461;Total male and female;10 to 14 years;European Union (including the Netherl...;Caribbean Netherlands;2024;304
7462;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2011;124
7463;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2012;164
7464;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2013;177
7465;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2014;247
7466;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2015;259
7467;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2016;255
7468;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2017;242
7469;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2018;219
7470;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2019;209
7471;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2020;214
7472;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2021;235
7473;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2022;260
7474;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2023;277
7475;Total male and female;10 to 14 years;European Union (including the Netherl...;Bonaire;2024;287
7476;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2011;17
7477;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2012;21
7478;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2013;22
7479;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2014;27
7480;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2015;27
7481;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2016;31
7482;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2017;34
7483;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2018;38
7484;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2019;34
7485;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2020;33
7486;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2021;26
7487;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2022;19
7488;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2023;18
7489;Total male and female;10 to 14 years;European Union (including the Netherl...;St. Eustatius;2024;15
7490;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2011;3
7491;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2012;3
7492;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2013;3
7493;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2014;2
7494;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2015;7
7495;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2016;9
7496;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2017;11
7497;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2018;13
7498;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2019;9
7499;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2020;5
7500;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2021;9
7501;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2022;8
7502;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2023;8
7503;Total male and female;10 to 14 years;European Union (including the Netherl...;Saba;2024;2
7504;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2011;14
7505;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2012;15
7506;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2013;14
7507;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2014;13
7508;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2015;14
7509;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2016;16
7510;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2017;15
7511;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2018;17
7512;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2019;11
7513;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2020;11
7514;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2021;11
7515;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2022;12
7516;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2023;12
7517;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Caribbean Netherlands;2024;13
7518;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2011;7
7519;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2012;9
7520;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2013;10
7521;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2014;10
7522;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2015;13
7523;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2016;12
7524;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2017;11
7525;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2018;11
7526;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2019;9
7527;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2020;9
7528;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2021;10
7529;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2022;9
7530;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2023;10
7531;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Bonaire;2024;10
7532;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2011;5
7533;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2012;4
7534;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2013;2
7535;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2014;3
7536;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2015;1
7537;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2016;2
7538;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2017;2
7539;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2018;3
7540;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2019;2
7541;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2020;2
7542;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2021;1
7543;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2022;2
7544;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2023;1
7545;Total male and female;10 to 14 years;European Union (excluding the Netherl...;St. Eustatius;2024;3
7546;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2011;2
7547;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2012;2
7548;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2013;2
7549;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2014;0
7550;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2015;0
7551;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2016;2
7552;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2017;2
7553;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2018;3
7554;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2019;0
7555;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2020;0
7556;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2021;0
7557;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2022;1
7558;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2023;1
7559;Total male and female;10 to 14 years;European Union (excluding the Netherl...;Saba;2024;0
7560;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2011;1164
7561;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2012;1169
7562;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2013;1177
7563;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2014;1144
7564;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2015;1142
7565;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2016;1150
7566;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2017;1142
7567;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2018;1108
7568;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2019;1151
7569;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2020;1265
7570;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2021;1302
7571;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2022;1345
7572;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2023;1402
7573;Total male and female;10 to 14 years;Central and South America;Caribbean Netherlands;2024;1411
7574;Total male and female;10 to 14 years;Central and South America;Bonaire;2011;869
7575;Total male and female;10 to 14 years;Central and South America;Bonaire;2012;878
7576;Total male and female;10 to 14 years;Central and South America;Bonaire;2013;882
7577;Total male and female;10 to 14 years;Central and South America;Bonaire;2014;868
7578;Total male and female;10 to 14 years;Central and South America;Bonaire;2015;867
7579;Total male and female;10 to 14 years;Central and South America;Bonaire;2016;861
7580;Total male and female;10 to 14 years;Central and South America;Bonaire;2017;859
7581;Total male and female;10 to 14 years;Central and South America;Bonaire;2018;842
7582;Total male and female;10 to 14 years;Central and South America;Bonaire;2019;893
7583;Total male and female;10 to 14 years;Central and South America;Bonaire;2020;998
7584;Total male and female;10 to 14 years;Central and South America;Bonaire;2021;1024
7585;Total male and female;10 to 14 years;Central and South America;Bonaire;2022;1050
7586;Total male and female;10 to 14 years;Central and South America;Bonaire;2023;1115
7587;Total male and female;10 to 14 years;Central and South America;Bonaire;2024;1128
7588;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2011;208
7589;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2012;212
7590;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2013;218
7591;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2014;200
7592;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2015;193
7593;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2016;195
7594;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2017;188
7595;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2018;180
7596;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2019;167
7597;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2020;180
7598;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2021;193
7599;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2022;212
7600;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2023;200
7601;Total male and female;10 to 14 years;Central and South America;St. Eustatius;2024;197
7602;Total male and female;10 to 14 years;Central and South America;Saba;2011;87
7603;Total male and female;10 to 14 years;Central and South America;Saba;2012;79
7604;Total male and female;10 to 14 years;Central and South America;Saba;2013;77
7605;Total male and female;10 to 14 years;Central and South America;Saba;2014;76
7606;Total male and female;10 to 14 years;Central and South America;Saba;2015;82
7607;Total male and female;10 to 14 years;Central and South America;Saba;2016;94
7608;Total male and female;10 to 14 years;Central and South America;Saba;2017;95
7609;Total male and female;10 to 14 years;Central and South America;Saba;2018;86
7610;Total male and female;10 to 14 years;Central and South America;Saba;2019;91
7611;Total male and female;10 to 14 years;Central and South America;Saba;2020;87
7612;Total male and female;10 to 14 years;Central and South America;Saba;2021;85
7613;Total male and female;10 to 14 years;Central and South America;Saba;2022;83
7614;Total male and female;10 to 14 years;Central and South America;Saba;2023;87
7615;Total male and female;10 to 14 years;Central and South America;Saba;2024;86
7616;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2011;24
7617;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2012;22
7618;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2013;27
7619;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2014;23
7620;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2015;16
7621;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2016;14
7622;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2017;18
7623;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2018;18
7624;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2019;18
7625;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2020;23
7626;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2021;24
7627;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2022;21
7628;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2023;19
7629;Total male and female;10 to 14 years;North America;Caribbean Netherlands;2024;18
7630;Total male and female;10 to 14 years;North America;Bonaire;2011;12
7631;Total male and female;10 to 14 years;North America;Bonaire;2012;10
7632;Total male and female;10 to 14 years;North America;Bonaire;2013;12
7633;Total male and female;10 to 14 years;North America;Bonaire;2014;12
7634;Total male and female;10 to 14 years;North America;Bonaire;2015;7
7635;Total male and female;10 to 14 years;North America;Bonaire;2016;7
7636;Total male and female;10 to 14 years;North America;Bonaire;2017;10
7637;Total male and female;10 to 14 years;North America;Bonaire;2018;11
7638;Total male and female;10 to 14 years;North America;Bonaire;2019;12
7639;Total male and female;10 to 14 years;North America;Bonaire;2020;12
7640;Total male and female;10 to 14 years;North America;Bonaire;2021;12
7641;Total male and female;10 to 14 years;North America;Bonaire;2022;12
7642;Total male and female;10 to 14 years;North America;Bonaire;2023;12
7643;Total male and female;10 to 14 years;North America;Bonaire;2024;12
7644;Total male and female;10 to 14 years;North America;St. Eustatius;2011;10
7645;Total male and female;10 to 14 years;North America;St. Eustatius;2012;11
7646;Total male and female;10 to 14 years;North America;St. Eustatius;2013;14
7647;Total male and female;10 to 14 years;North America;St. Eustatius;2014;10
7648;Total male and female;10 to 14 years;North America;St. Eustatius;2015;8
7649;Total male and female;10 to 14 years;North America;St. Eustatius;2016;7
7650;Total male and female;10 to 14 years;North America;St. Eustatius;2017;7
7651;Total male and female;10 to 14 years;North America;St. Eustatius;2018;6
7652;Total male and female;10 to 14 years;North America;St. Eustatius;2019;4
7653;Total male and female;10 to 14 years;North America;St. Eustatius;2020;6
7654;Total male and female;10 to 14 years;North America;St. Eustatius;2021;5
7655;Total male and female;10 to 14 years;North America;St. Eustatius;2022;5
7656;Total male and female;10 to 14 years;North America;St. Eustatius;2023;1
7657;Total male and female;10 to 14 years;North America;St. Eustatius;2024;0
7658;Total male and female;10 to 14 years;North America;Saba;2011;2
7659;Total male and female;10 to 14 years;North America;Saba;2012;1
7660;Total male and female;10 to 14 years;North America;Saba;2013;1
7661;Total male and female;10 to 14 years;North America;Saba;2014;1
7662;Total male and female;10 to 14 years;North America;Saba;2015;1
7663;Total male and female;10 to 14 years;North America;Saba;2016;0
7664;Total male and female;10 to 14 years;North America;Saba;2017;1
7665;Total male and female;10 to 14 years;North America;Saba;2018;1
7666;Total male and female;10 to 14 years;North America;Saba;2019;2
7667;Total male and female;10 to 14 years;North America;Saba;2020;5
7668;Total male and female;10 to 14 years;North America;Saba;2021;7
7669;Total male and female;10 to 14 years;North America;Saba;2022;4
7670;Total male and female;10 to 14 years;North America;Saba;2023;6
7671;Total male and female;10 to 14 years;North America;Saba;2024;6
7672;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2011;460
7673;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2012;474
7674;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2013;495
7675;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2014;488
7676;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2015;463
7677;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2016;451
7678;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2017;430
7679;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2018;397
7680;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2019;402
7681;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2020;429
7682;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2021;410
7683;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2022;411
7684;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2023;411
7685;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Caribbean Netherlands;2024;349
7686;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2011;372
7687;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2012;380
7688;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2013;398
7689;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2014;389
7690;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2015;362
7691;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2016;334
7692;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2017;311
7693;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2018;269
7694;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2019;264
7695;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2020;287
7696;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2021;270
7697;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2022;261
7698;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2023;261
7699;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;Bonaire;2024;210
7700;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2011;56
7701;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2012;56
7702;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2013;55
7703;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2014;52
7704;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2015;49
7705;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2016;58
7706;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2017;61
7707;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2018;75
7708;Total male and female;10 to 14 years;Aruba, Curaçao, Saint Maarten...;St. Eustatius;2019;82
