ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalDeelnemersVavo_1;VavoDeelnemersVmboT_2;VavoDeelnemersHavo_3;VavoDeelnemersVwo_4
2769;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2007/'08;4;2;2;0
2770;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2008/'09;6;1;4;1
2771;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2009/'10;50;48;1;1
2772;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2010/'11;34;29;3;2
2773;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2011/'12;46;42;2;2
2774;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2012/'13;41;39;2;0
2775;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2013/'14;46;39;6;1
2776;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2014/'15;43;37;5;1
2777;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2015/'16;33;30;3;0
2778;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2016/'17;32;30;2;0
2779;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2017/'18;28;22;5;1
2780;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2018/'19;15;14;0;1
2781;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2019/'20;12;10;2;0
2782;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2020/'21;11;11;0;0
2783;Mannen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2021/'22;31;30;1;0
2784;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2006/'07;374;157;158;59
2785;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2007/'08;319;125;140;54
2786;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2008/'09;319;123;141;55
2787;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2009/'10;320;100;170;50
2788;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2010/'11;210;79;104;27
2789;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2011/'12;164;54;79;31
2790;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2012/'13;140;39;74;27
2791;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2013/'14;208;49;105;54
2792;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2014/'15;298;73;146;79
2793;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2015/'16;379;85;156;138
2794;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2016/'17;344;67;167;110
2795;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2017/'18;312;63;174;75
2796;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2018/'19;288;48;162;78
2797;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2019/'20;226;46;102;78
2798;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2020/'21;219;39;105;75
2799;Mannen;25 tot 65 jaar;Totaal migratieachtergrond;2021/'22;196;32;81;83
2800;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2006/'07;236;91;105;40
2801;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2007/'08;195;77;85;33
2802;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2008/'09;195;74;89;32
2803;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2009/'10;186;65;96;25
2804;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2010/'11;131;52;67;12
2805;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2011/'12;100;29;55;16
2806;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2012/'13;87;20;52;15
2807;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2013/'14;117;29;59;29
2808;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2014/'15;180;44;83;53
2809;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2015/'16;233;55;99;79
2810;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2016/'17;207;36;114;57
2811;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2017/'18;178;35;95;48
2812;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2018/'19;156;20;88;48
2813;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2019/'20;126;20;60;46
2814;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2020/'21;111;10;62;39
2815;Mannen;25 tot 65 jaar;Nederlandse achtergrond;2021/'22;108;16;45;47
2816;Mannen;25 tot 65 jaar;Met migratieachtergrond;2006/'07;137;65;53;19
2817;Mannen;25 tot 65 jaar;Met migratieachtergrond;2007/'08;123;48;55;20
2818;Mannen;25 tot 65 jaar;Met migratieachtergrond;2008/'09;122;48;51;23
2819;Mannen;25 tot 65 jaar;Met migratieachtergrond;2009/'10;129;33;71;25
2820;Mannen;25 tot 65 jaar;Met migratieachtergrond;2010/'11;77;25;37;15
2821;Mannen;25 tot 65 jaar;Met migratieachtergrond;2011/'12;64;25;24;15
2822;Mannen;25 tot 65 jaar;Met migratieachtergrond;2012/'13;53;19;22;12
2823;Mannen;25 tot 65 jaar;Met migratieachtergrond;2013/'14;91;20;46;25
2824;Mannen;25 tot 65 jaar;Met migratieachtergrond;2014/'15;118;29;63;26
2825;Mannen;25 tot 65 jaar;Met migratieachtergrond;2015/'16;145;30;57;58
2826;Mannen;25 tot 65 jaar;Met migratieachtergrond;2016/'17;137;31;53;53
2827;Mannen;25 tot 65 jaar;Met migratieachtergrond;2017/'18;131;28;76;27
2828;Mannen;25 tot 65 jaar;Met migratieachtergrond;2018/'19;131;28;73;30
2829;Mannen;25 tot 65 jaar;Met migratieachtergrond;2019/'20;99;26;41;32
2830;Mannen;25 tot 65 jaar;Met migratieachtergrond;2020/'21;107;29;42;36
2831;Mannen;25 tot 65 jaar;Met migratieachtergrond;2021/'22;88;16;36;36
2832;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2006/'07;47;16;22;9
2833;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2007/'08;41;12;22;7
2834;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2008/'09;39;13;21;5
2835;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2009/'10;46;10;28;8
2836;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2010/'11;22;6;11;5
2837;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2011/'12;16;4;8;4
2838;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2012/'13;16;8;4;4
2839;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2013/'14;25;5;13;7
2840;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2014/'15;32;9;16;7
2841;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2015/'16;34;8;11;15
2842;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2016/'17;34;10;13;11
2843;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2017/'18;28;8;12;8
2844;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2018/'19;34;9;15;10
2845;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2019/'20;27;6;10;11
2846;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2020/'21;29;8;10;11
2847;Mannen;25 tot 65 jaar;Westerse migratieachtergrond;2021/'22;23;1;11;11
2848;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2006/'07;90;49;31;10
2849;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2007/'08;82;36;33;13
2850;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2008/'09;83;35;30;18
2851;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2009/'10;83;23;43;17
2852;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2010/'11;55;19;26;10
2853;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2011/'12;48;21;16;11
2854;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2012/'13;37;11;18;8
2855;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2013/'14;66;15;33;18
2856;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2014/'15;86;20;47;19
2857;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2015/'16;111;22;46;43
2858;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2016/'17;103;21;40;42
2859;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2017/'18;103;20;64;19
2860;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2018/'19;97;19;58;20
2861;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2019/'20;72;20;31;21
2862;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2020/'21;78;21;32;25
2863;Mannen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2021/'22;65;15;25;25
2864;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2006/'07;1;1;0;0
2865;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2007/'08;1;0;0;1
2866;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2008/'09;2;1;1;0
2867;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2009/'10;5;2;3;0
2868;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2010/'11;2;2;0;0
2869;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
2870;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
2871;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
2872;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
2873;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2015/'16;1;0;0;1
2874;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
2875;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2017/'18;3;0;3;0
2876;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2018/'19;1;0;1;0
2877;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2019/'20;1;0;1;0
2878;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2020/'21;1;0;1;0
2879;Mannen;25 tot 65 jaar;Onbekende migratieachtergrond;2021/'22;0;0;0;0
2880;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2006/'07;175;66;84;25
2881;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2007/'08;166;61;75;30
2882;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2008/'09;195;50;105;40
2883;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2009/'10;198;39;127;32
2884;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2010/'11;139;37;82;20
2885;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2011/'12;105;26;56;23
2886;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2012/'13;104;29;56;19
2887;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2013/'14;163;36;86;41
2888;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2014/'15;197;46;106;45
2889;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2015/'16;228;41;106;81
2890;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2016/'17;211;42;97;72
2891;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2017/'18;221;44;122;55
2892;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2018/'19;207;36;121;50
2893;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2019/'20;160;30;74;56
2894;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2020/'21;151;26;71;54
2895;Mannen;25 tot 35 jaar;Totaal migratieachtergrond;2021/'22;119;17;51;51
2896;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2006/'07;93;25;53;15
2897;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2007/'08;94;31;47;16
2898;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2008/'09;109;23;62;24
2899;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2009/'10;101;18;69;14
2900;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2010/'11;81;23;49;9
2901;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2011/'12;63;10;41;12
2902;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2012/'13;68;17;41;10
2903;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2013/'14;84;19;46;19
2904;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2014/'15;106;24;57;25
2905;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2015/'16;124;26;65;33
2906;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2016/'17;108;19;59;30
2907;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2017/'18;115;23;58;34
2908;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2018/'19;100;14;59;27
2909;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2019/'20;77;12;37;28
2910;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2020/'21;73;4;39;30
2911;Mannen;25 tot 35 jaar;Nederlandse achtergrond;2021/'22;67;10;25;32
2912;Mannen;25 tot 35 jaar;Met migratieachtergrond;2006/'07;82;41;31;10
2913;Mannen;25 tot 35 jaar;Met migratieachtergrond;2007/'08;72;30;28;14
2914;Mannen;25 tot 35 jaar;Met migratieachtergrond;2008/'09;86;27;43;16
2915;Mannen;25 tot 35 jaar;Met migratieachtergrond;2009/'10;95;20;57;18
2916;Mannen;25 tot 35 jaar;Met migratieachtergrond;2010/'11;57;13;33;11
2917;Mannen;25 tot 35 jaar;Met migratieachtergrond;2011/'12;42;16;15;11
2918;Mannen;25 tot 35 jaar;Met migratieachtergrond;2012/'13;36;12;15;9
2919;Mannen;25 tot 35 jaar;Met migratieachtergrond;2013/'14;79;17;40;22
2920;Mannen;25 tot 35 jaar;Met migratieachtergrond;2014/'15;91;22;49;20
2921;Mannen;25 tot 35 jaar;Met migratieachtergrond;2015/'16;104;15;41;48
2922;Mannen;25 tot 35 jaar;Met migratieachtergrond;2016/'17;103;23;38;42
2923;Mannen;25 tot 35 jaar;Met migratieachtergrond;2017/'18;103;21;61;21
2924;Mannen;25 tot 35 jaar;Met migratieachtergrond;2018/'19;106;22;61;23
2925;Mannen;25 tot 35 jaar;Met migratieachtergrond;2019/'20;82;18;36;28
2926;Mannen;25 tot 35 jaar;Met migratieachtergrond;2020/'21;77;22;31;24
2927;Mannen;25 tot 35 jaar;Met migratieachtergrond;2021/'22;52;7;26;19
2928;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2006/'07;22;9;10;3
2929;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2007/'08;21;7;9;5
2930;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2008/'09;25;6;17;2
2931;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2009/'10;31;6;21;4
2932;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2010/'11;14;2;9;3
2933;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2011/'12;10;2;5;3
2934;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2012/'13;13;8;2;3
2935;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2013/'14;20;4;10;6
2936;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2014/'15;22;5;13;4
2937;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2015/'16;17;2;8;7
2938;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2016/'17;22;7;9;6
2939;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2017/'18;17;6;6;5
2940;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2018/'19;24;8;9;7
2941;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2019/'20;19;4;7;8
2942;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2020/'21;16;7;6;3
2943;Mannen;25 tot 35 jaar;Westerse migratieachtergrond;2021/'22;11;1;7;3
2944;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2006/'07;60;32;21;7
2945;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2007/'08;51;23;19;9
2946;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2008/'09;61;21;26;14
2947;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2009/'10;64;14;36;14
2948;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2010/'11;43;11;24;8
2949;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2011/'12;32;14;10;8
2950;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2012/'13;23;4;13;6
2951;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2013/'14;59;13;30;16
2952;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2014/'15;69;17;36;16
2953;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2015/'16;87;13;33;41
2954;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2016/'17;81;16;29;36
2955;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2017/'18;86;15;55;16
2956;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2018/'19;82;14;52;16
2957;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2019/'20;63;14;29;20
2958;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2020/'21;61;15;25;21
2959;Mannen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2021/'22;41;6;19;16
2960;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
2961;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
2962;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
2963;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2009/'10;2;1;1;0
2964;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2010/'11;1;1;0;0
2965;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
2966;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
2967;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
2968;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
2969;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
2970;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
2971;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2017/'18;3;0;3;0
2972;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2018/'19;1;0;1;0
2973;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2019/'20;1;0;1;0
2974;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2020/'21;1;0;1;0
2975;Mannen;25 tot 35 jaar;Onbekende migratieachtergrond;2021/'22;0;0;0;0
2976;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2006/'07;81;35;30;16
2977;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2007/'08;70;28;27;15
2978;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2008/'09;52;27;19;6
2979;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2009/'10;55;24;23;8
2980;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2010/'11;29;15;10;4
2981;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2011/'12;28;12;13;3
2982;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2012/'13;24;7;12;5
2983;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2013/'14;21;5;12;4
2984;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2014/'15;28;9;15;4
2985;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2015/'16;40;15;16;9
2986;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2016/'17;46;6;27;13
2987;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2017/'18;31;7;17;7
2988;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2018/'19;35;6;16;13
2989;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2019/'20;33;8;14;11
2990;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2020/'21;32;6;14;12
2991;Mannen;35 tot 45 jaar;Totaal migratieachtergrond;2021/'22;33;7;11;15
2992;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2006/'07;48;20;17;11
2993;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2007/'08;39;18;12;9
2994;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2008/'09;30;14;13;3
2995;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2009/'10;33;17;11;5
2996;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2010/'11;19;10;8;1
2997;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2011/'12;15;7;8;0
2998;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2012/'13;12;2;7;3
2999;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2013/'14;14;3;9;2
3000;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2014/'15;20;6;10;4
3001;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2015/'16;24;8;10;6
3002;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2016/'17;29;3;20;6
3003;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2017/'18;20;4;11;5
3004;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2018/'19;22;1;12;9
3005;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2019/'20;20;1;10;9
3006;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2020/'21;15;2;8;5
3007;Mannen;35 tot 45 jaar;Nederlandse achtergrond;2021/'22;17;2;6;9
3008;Mannen;35 tot 45 jaar;Met migratieachtergrond;2006/'07;33;15;13;5
3009;Mannen;35 tot 45 jaar;Met migratieachtergrond;2007/'08;30;10;15;5
3010;Mannen;35 tot 45 jaar;Met migratieachtergrond;2008/'09;22;13;6;3
3011;Mannen;35 tot 45 jaar;Met migratieachtergrond;2009/'10;21;7;11;3
3012;Mannen;35 tot 45 jaar;Met migratieachtergrond;2010/'11;10;5;2;3
3013;Mannen;35 tot 45 jaar;Met migratieachtergrond;2011/'12;13;5;5;3
3014;Mannen;35 tot 45 jaar;Met migratieachtergrond;2012/'13;12;5;5;2
3015;Mannen;35 tot 45 jaar;Met migratieachtergrond;2013/'14;7;2;3;2
3016;Mannen;35 tot 45 jaar;Met migratieachtergrond;2014/'15;8;3;5;0
3017;Mannen;35 tot 45 jaar;Met migratieachtergrond;2015/'16;16;7;6;3
3018;Mannen;35 tot 45 jaar;Met migratieachtergrond;2016/'17;17;3;7;7
3019;Mannen;35 tot 45 jaar;Met migratieachtergrond;2017/'18;11;3;6;2
3020;Mannen;35 tot 45 jaar;Met migratieachtergrond;2018/'19;13;5;4;4
3021;Mannen;35 tot 45 jaar;Met migratieachtergrond;2019/'20;13;7;4;2
3022;Mannen;35 tot 45 jaar;Met migratieachtergrond;2020/'21;17;4;6;7
3023;Mannen;35 tot 45 jaar;Met migratieachtergrond;2021/'22;16;5;5;6
3024;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2006/'07;12;3;6;3
3025;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2007/'08;9;2;5;2
3026;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2008/'09;7;3;3;1
3027;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2009/'10;9;2;5;2
3028;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2010/'11;4;2;1;1
3029;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2011/'12;3;2;1;0
3030;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2012/'13;1;0;1;0
3031;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2013/'14;1;0;1;0
3032;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2014/'15;3;2;1;0
3033;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2015/'16;4;2;1;1
3034;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2016/'17;2;0;1;1
3035;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2017/'18;2;0;2;0
3036;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2018/'19;4;1;2;1
3037;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2019/'20;5;2;2;1
3038;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2020/'21;4;0;0;4
3039;Mannen;35 tot 45 jaar;Westerse migratieachtergrond;2021/'22;3;0;1;2
3040;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2006/'07;21;12;7;2
3041;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2007/'08;21;8;10;3
3042;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2008/'09;15;10;3;2
3043;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2009/'10;12;5;6;1
3044;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2010/'11;6;3;1;2
3045;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2011/'12;10;3;4;3
3046;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2012/'13;11;5;4;2
3047;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2013/'14;6;2;2;2
3048;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2014/'15;5;1;4;0
3049;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2015/'16;12;5;5;2
3050;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2016/'17;15;3;6;6
3051;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2017/'18;9;3;4;2
3052;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2018/'19;9;4;2;3
3053;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2019/'20;8;5;2;1
3054;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2020/'21;13;4;6;3
3055;Mannen;35 tot 45 jaar;Niet-westerse migratieachtergrond;2021/'22;13;5;4;4
3056;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
3057;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2007/'08;1;0;0;1
3058;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
3059;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2009/'10;1;0;1;0
3060;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
3061;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
3062;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
3063;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
3064;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
3065;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
3066;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
3067;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
3068;Mannen;35 tot 45 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
