ID;Geslacht;Persoonskenmerken;Beroep;CaribischNederland;Perioden;WerkzameBeroepsbevolking_1
5605;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Bonaire;2014;30
5606;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Bonaire;2016;70
5607;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Bonaire;2018;30
5608;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Bonaire;2020;20
5609;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Bonaire;2022;20
5610;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2014;10
5611;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2016;10
5612;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2018;0
5613;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2020;10
5614;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2022;20
5615;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Saba;2014;10
5616;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Saba;2016;10
5617;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Saba;2018;10
5618;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Saba;2020;0
5619;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;08 ICT beroepen;Saba;2022;10
5620;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2014;30
5621;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2016;50
5622;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2018;40
5623;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2020;20
5624;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2022;20
5625;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Bonaire;2014;10
5626;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Bonaire;2016;50
5627;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Bonaire;2018;30
5628;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Bonaire;2020;20
5629;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Bonaire;2022;10
5630;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Sint-Eustatius;2014;10
5631;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Sint-Eustatius;2016;0
5632;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Sint-Eustatius;2018;0
5633;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Sint-Eustatius;2020;10
5634;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Sint-Eustatius;2022;10
5635;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Saba;2014;0
5636;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Saba;2016;0
5637;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Saba;2018;10
5638;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Saba;2020;0
5639;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;081 Specialisten ICT;Saba;2022;0
5640;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Caribisch Nederland;2014;20
5641;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Caribisch Nederland;2016;30
5642;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Caribisch Nederland;2018;10
5643;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Caribisch Nederland;2020;10
5644;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Caribisch Nederland;2022;30
5645;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Bonaire;2014;20
5646;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Bonaire;2016;20
5647;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Bonaire;2018;0
5648;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Bonaire;2020;0
5649;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Bonaire;2022;20
5650;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Sint-Eustatius;2014;0
5651;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Sint-Eustatius;2016;10
5652;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Sint-Eustatius;2018;0
5653;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Sint-Eustatius;2020;10
5654;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Sint-Eustatius;2022;10
5655;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Saba;2014;0
5656;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Saba;2016;0
5657;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Saba;2018;0
5658;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Saba;2020;0
5659;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;082 Vakspecialisten ICT;Saba;2022;0
5660;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Caribisch Nederland;2014;70
5661;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Caribisch Nederland;2016;40
5662;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Caribisch Nederland;2018;30
5663;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Caribisch Nederland;2020;10
5664;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Caribisch Nederland;2022;30
5665;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Bonaire;2014;70
5666;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Bonaire;2016;0
5667;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Bonaire;2018;20
5668;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Bonaire;2020;0
5669;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Bonaire;2022;10
5670;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Sint-Eustatius;2014;0
5671;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Sint-Eustatius;2016;30
5672;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Sint-Eustatius;2018;10
5673;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Sint-Eustatius;2020;10
5674;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Sint-Eustatius;2022;10
5675;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Saba;2014;0
5676;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Saba;2016;10
5677;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Saba;2018;0
5678;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Saba;2020;0
5679;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;09 Agrarische beroepen;Saba;2022;10
5680;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Caribisch Nederland;2014;70
5681;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Caribisch Nederland;2016;40
5682;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Caribisch Nederland;2018;30
5683;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Caribisch Nederland;2020;10
5684;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Caribisch Nederland;2022;20
5685;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Bonaire;2014;70
5686;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Bonaire;2016;0
5687;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Bonaire;2018;20
5688;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Bonaire;2020;0
5689;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Bonaire;2022;10
5690;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Sint-Eustatius;2014;0
5691;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Sint-Eustatius;2016;30
5692;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Sint-Eustatius;2018;10
5693;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Sint-Eustatius;2020;10
5694;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Sint-Eustatius;2022;0
5695;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Saba;2014;0
5696;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Saba;2016;10
5697;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Saba;2018;0
5698;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Saba;2020;0
5699;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;091 Tuinders, akkerbouwers en veetelers;Saba;2022;10
5700;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Caribisch Nederland;2014;0
5701;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Caribisch Nederland;2016;0
5702;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Caribisch Nederland;2018;0
5703;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Caribisch Nederland;2020;0
5704;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Caribisch Nederland;2022;10
5705;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Bonaire;2014;0
5706;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Bonaire;2016;0
5707;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Bonaire;2018;0
5708;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Bonaire;2020;0
5709;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Bonaire;2022;0
5710;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Sint-Eustatius;2014;0
5711;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Sint-Eustatius;2016;0
5712;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Sint-Eustatius;2018;0
5713;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Sint-Eustatius;2020;0
5714;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Sint-Eustatius;2022;10
5715;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Saba;2014;0
5716;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Saba;2016;0
5717;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Saba;2018;0
5718;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Saba;2020;0
5719;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;092 Hulpkrachten landbouw;Saba;2022;0
5720;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Caribisch Nederland;2014;260
5721;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Caribisch Nederland;2016;240
5722;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Caribisch Nederland;2018;310
5723;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Caribisch Nederland;2020;260
5724;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Caribisch Nederland;2022;340
5725;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Bonaire;2014;200
5726;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Bonaire;2016;160
5727;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Bonaire;2018;250
5728;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Bonaire;2020;180
5729;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Bonaire;2022;280
5730;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Sint-Eustatius;2014;30
5731;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Sint-Eustatius;2016;50
5732;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Sint-Eustatius;2018;30
5733;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Sint-Eustatius;2020;50
5734;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Sint-Eustatius;2022;30
5735;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Saba;2014;30
5736;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Saba;2016;30
5737;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Saba;2018;20
5738;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Saba;2020;30
5739;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;10 Zorg en welzijn beroepen;Saba;2022;30
5740;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Caribisch Nederland;2014;100
5741;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Caribisch Nederland;2016;60
5742;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Caribisch Nederland;2018;70
5743;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Caribisch Nederland;2020;40
5744;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Caribisch Nederland;2022;20
5745;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Bonaire;2014;80
5746;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Bonaire;2016;30
5747;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Bonaire;2018;50
5748;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Bonaire;2020;20
5749;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Bonaire;2022;0
5750;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Sint-Eustatius;2014;20
5751;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Sint-Eustatius;2016;20
5752;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Sint-Eustatius;2018;10
5753;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Sint-Eustatius;2020;10
5754;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Sint-Eustatius;2022;10
5755;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Saba;2014;10
5756;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Saba;2016;10
5757;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Saba;2018;10
5758;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Saba;2020;10
5759;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;101 Artsen, therapeuten en gespeciali...;Saba;2022;10
5760;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Caribisch Nederland;2014;10
5761;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Caribisch Nederland;2016;10
5762;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Caribisch Nederland;2018;0
5763;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Caribisch Nederland;2020;0
5764;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Caribisch Nederland;2022;70
5765;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Bonaire;2014;10
5766;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Bonaire;2016;0
5767;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Bonaire;2018;0
5768;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Bonaire;2020;0
5769;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Bonaire;2022;60
5770;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Sint-Eustatius;2014;0
5771;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Sint-Eustatius;2016;10
5772;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Sint-Eustatius;2018;0
5773;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Sint-Eustatius;2020;0
5774;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Sint-Eustatius;2022;0
5775;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Saba;2014;0
5776;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Saba;2016;0
5777;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Saba;2018;0
5778;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Saba;2020;0
5779;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;102 Specialisten op maatschappelijk g...;Saba;2022;0
5780;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Caribisch Nederland;2014;70
5781;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Caribisch Nederland;2016;110
5782;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Caribisch Nederland;2018;140
5783;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Caribisch Nederland;2020;100
5784;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Caribisch Nederland;2022;160
5785;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Bonaire;2014;50
5786;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Bonaire;2016;90
5787;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Bonaire;2018;110
5788;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Bonaire;2020;70
5789;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Bonaire;2022;150
5790;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Sint-Eustatius;2014;10
5791;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Sint-Eustatius;2016;20
5792;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Sint-Eustatius;2018;20
5793;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Sint-Eustatius;2020;20
5794;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Sint-Eustatius;2022;10
5795;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Saba;2014;0
5796;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Saba;2016;0
5797;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Saba;2018;10
5798;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Saba;2020;10
5799;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;103 Vakspecialisten gezondheidszorg;Saba;2022;10
5800;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Caribisch Nederland;2014;40
5801;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Caribisch Nederland;2016;30
5802;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Caribisch Nederland;2018;50
5803;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Caribisch Nederland;2020;70
5804;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Caribisch Nederland;2022;70
5805;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Bonaire;2014;40
5806;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Bonaire;2016;30
5807;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Bonaire;2018;40
5808;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Bonaire;2020;60
5809;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Bonaire;2022;60
5810;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Sint-Eustatius;2014;0
5811;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Sint-Eustatius;2016;0
5812;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Sint-Eustatius;2018;0
5813;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Sint-Eustatius;2020;0
5814;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Sint-Eustatius;2022;10
5815;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Saba;2014;0
5816;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Saba;2016;10
5817;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Saba;2018;10
5818;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Saba;2020;0
5819;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;104 Sociaal werkers, groeps- en woon...;Saba;2022;0
5820;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;105 Verzorgenden;Caribisch Nederland;2014;30
