ID;Geslacht;KenmerkenVanPersonen;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2
5642;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;19.5;4.7
5643;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;21.2;5.1
5644;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;21.9;5.3
5645;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;21.8;5.2
5646;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;21.0;5.0
5647;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;20.3;4.8
5648;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;19.6;4.6
5649;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;18.7;4.4
5650;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;18.3;4.3
5651;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;18.3;4.2
5652;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;;
5653;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;;
5654;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;;
5655;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;4.4;1.1
5656;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;5.1;1.3
5657;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;5.5;1.4
5658;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;5.9;1.5
5659;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;6.0;1.5
5660;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;6.2;1.5
5661;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;6.4;1.6
5662;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;6.6;1.6
5663;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;6.8;1.7
5664;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;6.9;1.7
5665;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;;
5666;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;;
5667;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;;
5668;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;28.9;7.0
5669;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;30.7;7.4
5670;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;31.8;7.7
5671;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;31.9;7.7
5672;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;31.0;7.4
5673;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;30.1;7.2
5674;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;29.3;6.9
5675;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;28.1;6.6
5676;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;27.4;6.4
5677;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;27.5;6.4
5678;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;;
5679;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;;
5680;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;;
5681;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;10.0;2.5
5682;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;11.2;2.8
5683;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;12.2;3.1
5684;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;12.4;3.1
5685;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;12.5;3.1
5686;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;13.0;3.2
5687;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;13.2;3.3
5688;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;13.2;3.3
5689;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;13.3;3.3
5690;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;13.4;3.2
5691;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;;
5692;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;;
5693;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;;
5694;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;36.9;9.0
5695;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;38.9;9.4
5696;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;40.4;9.7
5697;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;40.4;9.7
5698;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;39.0;9.3
5699;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;38.2;9.1
5700;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;37.1;8.8
5701;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;35.7;8.4
5702;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;34.5;8.0
5703;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;34.8;8.1
5704;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;;
5705;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;;
5706;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;;
5707;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;15.6;4.0
5708;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;17.1;4.3
5709;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;18.1;4.5
5710;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;17.8;4.4
5711;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;17.9;4.5
5712;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;18.4;4.6
5713;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;18.5;4.6
5714;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;18.5;4.5
5715;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;18.5;4.5
5716;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;18.4;4.5
5717;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;;
5718;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;;
5719;Mannen;Migratieachtergrond: 2e gen westers;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;;
5720;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;97.7;20.8
5721;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;115.3;24.3
5722;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;125.9;26.5
5723;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;123.3;25.8
5724;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;121.6;25.2
5725;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;125.7;25.2
5726;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;134.8;25.7
5727;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;139.0;25.5
5728;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;131.8;23.3
5729;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;124.1;21.2
5730;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;;
5731;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;;
5732;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;;
5733;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;33.4;8.2
5734;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;38.0;9.1
5735;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;43.3;10.3
5736;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;45.1;10.8
5737;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;51.0;12.2
5738;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;51.4;12.2
5739;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;50.6;11.9
5740;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;51.8;12.0
5741;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;55.4;12.3
5742;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;60.0;12.5
5743;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;;
5744;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;;
5745;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;;
5746;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;72.7;15.5
5747;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;84.6;17.8
5748;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;89.5;18.8
5749;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;91.1;19.1
5750;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;92.3;19.1
5751;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;100.6;20.1
5752;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;105.6;20.2
5753;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;102.9;18.9
5754;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;99.5;17.6
5755;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;101.9;17.4
5756;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;;
5757;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;;
5758;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;;
5759;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;14.8;3.6
5760;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;19.1;4.6
5761;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;22.7;5.4
5762;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;25.4;6.1
5763;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;30.5;7.3
5764;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;33.1;7.9
5765;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;34.4;8.1
5766;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;36.3;8.4
5767;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;38.8;8.6
5768;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;42.7;8.9
5769;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;;
5770;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;;
5771;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;;
5772;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;110.2;23.5
5773;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;118.3;24.9
5774;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;122.3;25.7
5775;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;123.9;26.0
5776;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;125.7;26.1
5777;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;135.0;27.0
5778;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;143.2;27.3
5779;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;141.6;26.0
5780;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;137.9;24.4
5781;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;139.3;23.8
5782;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;;
5783;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;;
5784;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;;
5785;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;40.9;10.0
5786;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;47.1;11.3
5787;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;52.8;12.6
5788;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;54.3;13.0
5789;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;57.9;13.8
5790;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;59.8;14.2
5791;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;60.7;14.3
5792;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;62.2;14.4
5793;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;66.4;14.7
5794;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;73.3;15.3
5795;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;;
5796;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;;
5797;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;;
5798;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;132.8;28.3
5799;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;140.2;29.5
5800;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;144.6;30.4
5801;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;145.8;30.5
5802;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;146.9;30.5
5803;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;156.4;31.3
5804;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;165.7;31.6
5805;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;165.0;30.3
5806;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;162.1;28.7
5807;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;163.5;27.9
5808;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;;
5809;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;;
5810;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;;
5811;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;60.2;14.7
5812;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;66.5;16.0
5813;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;71.8;17.1
5814;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;71.8;17.2
5815;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;74.7;17.8
5816;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;76.5;18.2
5817;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;77.0;18.1
5818;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;78.1;18.1
5819;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;83.0;18.4
5820;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;91.1;19.1
5821;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;;
5822;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;;
5823;Mannen;Migratieachtergrond: 1e gen niet-west...;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;;
5824;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;72.2;18.5
5825;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;84.6;21.0
5826;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;92.8;22.4
5827;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;91.7;21.6
5828;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;88.6;20.3
5829;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;83.2;18.5
5830;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;79.6;17.2
5831;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;77.1;16.2
5832;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;72.8;14.9
5833;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;66.6;13.2
5834;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;;
5835;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;;
5836;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;;
5837;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;29.7;8.3
5838;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;32.5;8.7
5839;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;35.8;9.3
5840;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;36.3;9.2
5841;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;39.1;9.7
5842;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;38.8;9.4
5843;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;36.9;8.7
5844;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;35.1;8.1
5845;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;33.3;7.4
5846;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;30.9;6.7
5847;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;;
5848;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;;
5849;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;;
5850;Mannen;Migratieachtergrond: 2e gen niet-west...;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;49.8;12.8
