ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
139;689;689;Giessenlanden              ;GIN;Giessenlanden              ;11;Dordrecht       ;10;Zuid-Holland zuid             ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;23;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;14262;259
140;784;784;Gilze en Rijen             ;GRN;Gilze en Rijen             ;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;54;GGD Hart van Brabant                    ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;26;Midden Brabant                     ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;  -;-  ;-                             ;0;Niet van toepassing ;17;Tilburg             ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;24805;871
141;511;511;Goedereede                 ;GRE;Goedereede                 ;10;Rotterdam       ;20;Rotterdam-Rijnmond            ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;92;Goeree en Overflakkee                   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;36;Sommelsdijk        ;14;Dordrecht       ;3;West-Nederland ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied ;57;Middelharnis          ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;23;Rijnmond                           ;2;Noordzeebadplaatsen                     ;29;Rijnmond                                ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;284;292;Overig Groot-Rijnmond         ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;11369;326
142;664;664;Goes                       ;GOS;Goes                       ;12;Middelburg      ;5;Zeeland                       ;36;Goes                               ;32;Overig Zeeland                     ;97;Noord- en Zuid-Beveland                 ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk akkerbouwgebied ;60;Goes                  ;NL3;West-Nederland ;NL34;Zeeland                   ;NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;24;Zeeland                            ;4;Deltagebied                             ;31;Oosterschelde regio                     ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;36023;1121
143;785;785;Goirle                     ;GLE;Goirle                     ;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;54;GGD Hart van Brabant                    ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;26;Midden Brabant                     ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;  -;-  ;-                             ;17;Tilburg             ;17;Tilburg             ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;22477;1007
144;512;512;Gorinchem                  ;GCM;Gorinchem                  ;11;Dordrecht       ;10;Zuid-Holland zuid             ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;23;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;34352;1624
145;239;239;Gorssel                    ;GSL;Gorssel                    ;6;Zutphen         ;32;Stedendriehoek                ;13;Deventer                           ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;9;Stedendriehoek                     ;10;Achterhoek                              ;11;Stedendriehoek                          ;11;Achterhoek                              ;12;Achterhoek                              ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;13393;242
146;513;513;Gouda                      ;GDA;Gouda                      ;9;'s-Gravenhage   ;16;Midden-Holland                ;33;Gouda                              ;28;Oost-Zuid-Holland                  ;74;Gouda en omstreken                      ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                      ;34;Gouda              ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;51;Gouda                 ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;21;Rijnstreek                         ;17;Overig Nederland                        ;27;Zuid-Holland-Oost                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;71654;2290
147;693;693;Graafstroom                ;GFM;Graafstroom                ;11;Dordrecht       ;10;Zuid-Holland zuid             ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;37;Dordrecht          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;53;Dordrecht/Zwijndrecht ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;23;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;9602;145
148;365;365;Graft-De Rijp              ;GRP;Graft-De Rijp              ;14;Alkmaar         ;22;Noord-Kennemerland            ;25;Alkmaar                            ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;29;GGD Noord-Kennemerland                  ;46;Alkmaar            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;38;Alkmaar               ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL326;Groot-Amsterdam                    ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;19;Noord-Holland Noord                ;17;Overig Nederland                        ;24;Noord-Kennemerland                      ;18;Kop Noord-Holland/West-Friesland        ;25;Noord-Kennemerlanden                    ;  -;232;Overig Groot-Amsterdam        ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;6384;381
149;786;786;Grave                      ;GVE;Grave                      ;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant (0.2);15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;4;Boxmeer            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;30;Nijmegen              ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;27;Noordoost Brabant                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;151;352;Overig Noordoost-Noord-Brabant;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;12710;557
150;517;517;'s-Gravendeel              ;GDL;Gravendeel                 ;11;Dordrecht       ;10;Zuid-Holland zuid             ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;90;Hoeksche Waard                          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;38;Oud-Beijerland     ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied ;53;Dordrecht/Zwijndrecht ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;23;Rijnmond                           ;4;Deltagebied                             ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;  -;-  ;-                             ;15;Dordrecht           ;15;Dordrecht           ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;8824;849
151;518;518;'s-Gravenhage              ;GHE;Gravenhage                 ;9;'s-Gravenhage   ;46;Haaglanden                    ;29;'s-Gravenhage                      ;26;Agglomeratie 's-Gravenhage         ;79;'s-Gravenhage                           ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;16;'s-Gravenhage    ;39;GG en GD 's-Gravenhage                  ;28;'s-Gravenhage      ;12;'s-Gravenhage   ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL332;Agglomeratie 's-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;22;Haaglanden                         ;0;Zie GSC en Toeristengebied 16           ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;  -;-  ;-                             ;13;'s-Gravenhage       ;13;'s-Gravenhage       ;8;250 000 inwoners of meer                ;1;Zeer sterk stedelijk;458635;4744
152;519;519;'s-Gravenzande             ;GZE;Gravenzande                ;9;'s-Gravenhage   ;46;Haaglanden                    ;29;'s-Gravenhage                      ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;22;Haaglanden                         ;2;Noordzeebadplaatsen                     ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;19406;1285
