ID;Geslacht;Leeftijd;TypeInstelling;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
522;Mannen;4;Geestelijke gezondheidszorg;2004;865;0.13;1010.0;0.15;300.0
523;Mannen;4;Geestelijke gezondheidszorg;2005;1015;0.15;1165.0;0.18;341.0
524;Mannen;4;Geestelijke gezondheidszorg;2006;1145;0.18;1270.0;0.2;386.0
525;Mannen;4;Geestelijke gezondheidszorg;2007;1185;0.18;;;
526;Mannen;4;Geestelijke gezondheidszorg;2008;1300;0.21;1490.0;0.25;443.0
527;Mannen;4;Geestelijke gezondheidszorg;2009;1330;0.22;1540.0;0.27;464.0
528;Mannen;5;Totaal zorg met verblijf;2004;4785;0.72;5090.0;0.77;1711.0
529;Mannen;5;Totaal zorg met verblijf;2005;4895;0.73;5205.0;0.79;1750.0
530;Mannen;5;Totaal zorg met verblijf;2006;5040;0.76;5400.0;0.82;1793.0
531;Mannen;5;Totaal zorg met verblijf;2007;5160;0.78;;;
532;Mannen;5;Totaal zorg met verblijf;2008;5070;0.77;5575.0;0.86;1837.0
533;Mannen;5;Totaal zorg met verblijf;2009;5265;0.8;5685.0;0.88;1871.0
534;Mannen;5;Verpleging en verzorging;2004;245;0.04;350.0;0.05;87.0
535;Mannen;5;Verpleging en verzorging;2005;265;0.04;385.0;0.06;90.0
536;Mannen;5;Verpleging en verzorging;2006;285;0.04;415.0;0.06;98.0
537;Mannen;5;Verpleging en verzorging;2007;315;0.05;;;
538;Mannen;5;Verpleging en verzorging;2008;325;0.05;475.0;0.07;109.0
539;Mannen;5;Verpleging en verzorging;2009;300;0.05;485.0;0.08;109.0
540;Mannen;5;Gehandicaptenzorg;2004;3490;0.53;3575.0;0.54;1271.0
541;Mannen;5;Gehandicaptenzorg;2005;3505;0.53;3580.0;0.54;1270.0
542;Mannen;5;Gehandicaptenzorg;2006;3490;0.53;3590.0;0.55;1264.0
543;Mannen;5;Gehandicaptenzorg;2007;3520;0.53;;;
544;Mannen;5;Gehandicaptenzorg;2008;3360;0.51;3570.0;0.55;1250.0
545;Mannen;5;Gehandicaptenzorg;2009;3445;0.52;3535.0;0.55;1239.0
546;Mannen;5;Geestelijke gezondheidszorg;2004;1055;0.16;1175.0;0.18;354.0
547;Mannen;5;Geestelijke gezondheidszorg;2005;1130;0.17;1270.0;0.19;390.0
548;Mannen;5;Geestelijke gezondheidszorg;2006;1265;0.19;1425.0;0.22;431.0
549;Mannen;5;Geestelijke gezondheidszorg;2007;1325;0.2;;;
550;Mannen;5;Geestelijke gezondheidszorg;2008;1385;0.21;1575.0;0.24;478.0
551;Mannen;5;Geestelijke gezondheidszorg;2009;1525;0.23;1725.0;0.27;523.0
552;Mannen;6;Totaal zorg met verblijf;2004;4765;0.79;5080.0;0.84;1698.0
553;Mannen;6;Totaal zorg met verblijf;2005;4980;0.81;5360.0;0.88;1780.0
554;Mannen;6;Totaal zorg met verblijf;2006;5205;0.84;5610.0;0.91;1862.0
555;Mannen;6;Totaal zorg met verblijf;2007;5415;0.86;;;
556;Mannen;6;Totaal zorg met verblijf;2008;5665;0.88;6250.0;0.99;2039.0
557;Mannen;6;Totaal zorg met verblijf;2009;5960;0.92;6495.0;1.01;2124.0
558;Mannen;6;Verpleging en verzorging;2004;345;0.06;520.0;0.09;114.0
559;Mannen;6;Verpleging en verzorging;2005;360;0.06;575.0;0.09;126.0
560;Mannen;6;Verpleging en verzorging;2006;395;0.06;590.0;0.09;136.0
561;Mannen;6;Verpleging en verzorging;2007;460;0.07;;;
562;Mannen;6;Verpleging en verzorging;2008;470;0.07;760.0;0.12;163.0
563;Mannen;6;Verpleging en verzorging;2009;475;0.07;770.0;0.12;170.0
564;Mannen;6;Gehandicaptenzorg;2004;3415;0.56;3490.0;0.58;1240.0
565;Mannen;6;Gehandicaptenzorg;2005;3525;0.57;3605.0;0.59;1279.0
566;Mannen;6;Gehandicaptenzorg;2006;3540;0.57;3650.0;0.59;1290.0
567;Mannen;6;Gehandicaptenzorg;2007;3610;0.57;;;
568;Mannen;6;Gehandicaptenzorg;2008;3650;0.57;3840.0;0.61;1350.0
569;Mannen;6;Gehandicaptenzorg;2009;3785;0.58;3890.0;0.6;1367.0
570;Mannen;6;Geestelijke gezondheidszorg;2004;1005;0.17;1095.0;0.18;344.0
571;Mannen;6;Geestelijke gezondheidszorg;2005;1095;0.18;1210.0;0.2;375.0
572;Mannen;6;Geestelijke gezondheidszorg;2006;1265;0.2;1405.0;0.23;436.0
573;Mannen;6;Geestelijke gezondheidszorg;2007;1345;0.21;;;
574;Mannen;6;Geestelijke gezondheidszorg;2008;1540;0.24;1710.0;0.27;527.0
575;Mannen;6;Geestelijke gezondheidszorg;2009;1700;0.26;1905.0;0.3;587.0
576;Mannen;7;Totaal zorg met verblijf;2004;4585;0.81;5100.0;0.91;1652.0
577;Mannen;7;Totaal zorg met verblijf;2005;4860;0.86;5395.0;0.96;1738.0
578;Mannen;7;Totaal zorg met verblijf;2006;5170;0.91;5710.0;1.0;1855.0
579;Mannen;7;Totaal zorg met verblijf;2007;5450;0.95;;;
580;Mannen;7;Totaal zorg met verblijf;2008;5510;0.95;6280.0;1.09;2006.0
581;Mannen;7;Totaal zorg met verblijf;2009;5935;1.0;6675.0;1.13;2121.0
582;Mannen;7;Verpleging en verzorging;2004;555;0.1;905.0;0.16;191.0
583;Mannen;7;Verpleging en verzorging;2005;580;0.1;920.0;0.16;194.0
584;Mannen;7;Verpleging en verzorging;2006;595;0.1;975.0;0.17;208.0
585;Mannen;7;Verpleging en verzorging;2007;670;0.12;;;
586;Mannen;7;Verpleging en verzorging;2008;710;0.12;1165.0;0.2;241.0
587;Mannen;7;Verpleging en verzorging;2009;705;0.12;1255.0;0.21;254.0
588;Mannen;7;Gehandicaptenzorg;2004;3050;0.54;3150.0;0.56;1112.0
589;Mannen;7;Gehandicaptenzorg;2005;3160;0.56;3270.0;0.58;1152.0
590;Mannen;7;Gehandicaptenzorg;2006;3285;0.58;3380.0;0.59;1200.0
591;Mannen;7;Gehandicaptenzorg;2007;3415;0.59;;;
592;Mannen;7;Gehandicaptenzorg;2008;3380;0.58;3585.0;0.62;1260.0
593;Mannen;7;Gehandicaptenzorg;2009;3595;0.61;3700.0;0.63;1300.0
594;Mannen;7;Geestelijke gezondheidszorg;2004;980;0.17;1090.0;0.19;349.0
595;Mannen;7;Geestelijke gezondheidszorg;2005;1120;0.2;1240.0;0.22;392.0
596;Mannen;7;Geestelijke gezondheidszorg;2006;1290;0.23;1395.0;0.24;447.0
597;Mannen;7;Geestelijke gezondheidszorg;2007;1370;0.24;;;
598;Mannen;7;Geestelijke gezondheidszorg;2008;1425;0.24;1605.0;0.28;505.0
599;Mannen;7;Geestelijke gezondheidszorg;2009;1635;0.28;1815.0;0.31;567.0
600;Mannen;8;Totaal zorg met verblijf;2004;4340;0.77;5080.0;0.9;1571.0
601;Mannen;8;Totaal zorg met verblijf;2005;4765;0.82;5590.0;0.96;1717.0
602;Mannen;8;Totaal zorg met verblijf;2006;4905;0.87;5745.0;1.02;1767.0
603;Mannen;8;Totaal zorg met verblijf;2007;5110;0.93;;;
604;Mannen;8;Totaal zorg met verblijf;2008;5210;0.96;6200.0;1.14;1890.0
605;Mannen;8;Totaal zorg met verblijf;2009;5560;1.02;6530.0;1.2;1995.0
606;Mannen;8;Verpleging en verzorging;2004;880;0.16;1465.0;0.26;310.0
607;Mannen;8;Verpleging en verzorging;2005;980;0.17;1620.0;0.28;341.0
608;Mannen;8;Verpleging en verzorging;2006;1020;0.18;1655.0;0.29;346.0
609;Mannen;8;Verpleging en verzorging;2007;1035;0.19;;;
610;Mannen;8;Verpleging en verzorging;2008;1040;0.19;1765.0;0.32;366.0
611;Mannen;8;Verpleging en verzorging;2009;1130;0.21;1900.0;0.35;387.0
612;Mannen;8;Gehandicaptenzorg;2004;2570;0.46;2675.0;0.47;941.0
613;Mannen;8;Gehandicaptenzorg;2005;2785;0.48;2900.0;0.5;1021.0
614;Mannen;8;Gehandicaptenzorg;2006;2830;0.5;2960.0;0.53;1039.0
615;Mannen;8;Gehandicaptenzorg;2007;2950;0.54;;;
616;Mannen;8;Gehandicaptenzorg;2008;2975;0.55;3190.0;0.59;1105.0
617;Mannen;8;Gehandicaptenzorg;2009;3090;0.57;3240.0;0.59;1129.0
618;Mannen;8;Geestelijke gezondheidszorg;2004;890;0.16;985.0;0.17;321.0
619;Mannen;8;Geestelijke gezondheidszorg;2005;995;0.17;1115.0;0.19;355.0
620;Mannen;8;Geestelijke gezondheidszorg;2006;1060;0.19;1185.0;0.21;381.0
621;Mannen;8;Geestelijke gezondheidszorg;2007;1125;0.2;;;
622;Mannen;8;Geestelijke gezondheidszorg;2008;1190;0.22;1345.0;0.25;420.0
623;Mannen;8;Geestelijke gezondheidszorg;2009;1340;0.25;1515.0;0.28;479.0
624;Mannen;9;Totaal zorg met verblijf;2004;3280;0.79;4240.0;1.02;1172.0
625;Mannen;9;Totaal zorg met verblijf;2005;3360;0.8;4325.0;1.02;1194.0
626;Mannen;9;Totaal zorg met verblijf;2006;3920;0.84;5090.0;1.09;1409.0
627;Mannen;9;Totaal zorg met verblijf;2007;4510;0.9;;;
628;Mannen;9;Totaal zorg met verblijf;2008;4845;0.93;6335.0;1.21;1766.0
629;Mannen;9;Totaal zorg met verblijf;2009;5255;0.98;6785.0;1.26;1890.0
630;Mannen;9;Verpleging en verzorging;2004;1255;0.3;2115.0;0.51;434.0
631;Mannen;9;Verpleging en verzorging;2005;1285;0.3;2120.0;0.5;433.0
632;Mannen;9;Verpleging en verzorging;2006;1455;0.31;2495.0;0.53;506.0
633;Mannen;9;Verpleging en verzorging;2007;1605;0.32;;;
634;Mannen;9;Verpleging en verzorging;2008;1705;0.33;2970.0;0.57;594.0
635;Mannen;9;Verpleging en verzorging;2009;1725;0.32;3090.0;0.57;612.0
636;Mannen;9;Gehandicaptenzorg;2004;1385;0.33;1460.0;0.35;508.0
637;Mannen;9;Gehandicaptenzorg;2005;1460;0.35;1540.0;0.36;537.0
638;Mannen;9;Gehandicaptenzorg;2006;1760;0.38;1855.0;0.4;648.0
639;Mannen;9;Gehandicaptenzorg;2007;2060;0.41;;;
640;Mannen;9;Gehandicaptenzorg;2008;2190;0.42;2390.0;0.45;825.0
641;Mannen;9;Gehandicaptenzorg;2009;2450;0.46;2580.0;0.48;895.0
642;Mannen;9;Geestelijke gezondheidszorg;2004;640;0.15;705.0;0.17;230.0
643;Mannen;9;Geestelijke gezondheidszorg;2005;615;0.15;695.0;0.16;223.0
644;Mannen;9;Geestelijke gezondheidszorg;2006;705;0.15;785.0;0.17;255.0
645;Mannen;9;Geestelijke gezondheidszorg;2007;845;0.17;;;
646;Mannen;9;Geestelijke gezondheidszorg;2008;950;0.18;1075.0;0.2;347.0
647;Mannen;9;Geestelijke gezondheidszorg;2009;1075;0.2;1225.0;0.23;383.0
648;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2004;3595;1.09;5225.0;1.56;1296.0
649;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2005;3675;1.08;5365.0;1.56;1316.0
650;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2006;3755;1.08;5435.0;1.55;1342.0
651;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2007;3975;1.12;;;
652;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2008;4050;1.1;5930.0;1.59;1438.0
653;Mannen;65 tot 70 jaar;Totaal zorg met verblijf;2009;4275;1.12;6295.0;1.62;1518.0
654;Mannen;65 tot 70 jaar;Verpleging en verzorging;2004;2030;0.62;3530.0;1.06;715.0
655;Mannen;65 tot 70 jaar;Verpleging en verzorging;2005;2125;0.63;3650.0;1.06;734.0
656;Mannen;65 tot 70 jaar;Verpleging en verzorging;2006;2175;0.63;3725.0;1.06;757.0
657;Mannen;65 tot 70 jaar;Verpleging en verzorging;2007;2230;0.63;;;
658;Mannen;65 tot 70 jaar;Verpleging en verzorging;2008;2295;0.62;4035.0;1.08;785.0
659;Mannen;65 tot 70 jaar;Verpleging en verzorging;2009;2375;0.62;4275.0;1.1;821.0
660;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2004;1040;0.32;1130.0;0.34;389.0
661;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2005;1010;0.3;1120.0;0.32;379.0
662;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2006;1005;0.29;1090.0;0.31;373.0
663;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2007;1160;0.33;;;
664;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2008;1185;0.32;1290.0;0.35;443.0
665;Mannen;65 tot 70 jaar;Gehandicaptenzorg;2009;1280;0.33;1370.0;0.35;472.0
666;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2004;530;0.16;600.0;0.18;192.0
667;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2005;545;0.16;650.0;0.19;204.0
668;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2006;575;0.17;660.0;0.19;212.0
669;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2007;590;0.17;;;
670;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2008;565;0.15;670.0;0.18;210.0
671;Mannen;65 tot 70 jaar;Geestelijke gezondheidszorg;2009;620;0.16;720.0;0.19;224.0
672;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2004;5080;1.92;7940.0;2.92;1820.0
673;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2005;5165;1.94;8055.0;2.94;1819.0
674;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2006;5145;1.9;8175.0;2.94;1850.0
675;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2007;5090;1.85;;;
676;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2008;5060;1.78;8200.0;2.82;1789.0
677;Mannen;70 tot 75 jaar;Totaal zorg met verblijf;2009;5265;1.8;8430.0;2.82;1833.0
678;Mannen;70 tot 75 jaar;Verpleging en verzorging;2004;3950;1.5;6695.0;2.46;1386.0
679;Mannen;70 tot 75 jaar;Verpleging en verzorging;2005;3985;1.5;6785.0;2.47;1376.0
680;Mannen;70 tot 75 jaar;Verpleging en verzorging;2006;3915;1.44;6855.0;2.46;1386.0
681;Mannen;70 tot 75 jaar;Verpleging en verzorging;2007;3860;1.4;;;
682;Mannen;70 tot 75 jaar;Verpleging en verzorging;2008;3810;1.34;6845.0;2.36;1312.0
683;Mannen;70 tot 75 jaar;Verpleging en verzorging;2009;3930;1.34;7010.0;2.34;1342.0
684;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2004;725;0.27;800.0;0.29;277.0
685;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2005;780;0.29;825.0;0.3;290.0
686;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2006;835;0.31;895.0;0.32;313.0
687;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2007;840;0.31;;;
688;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2008;865;0.3;965.0;0.33;330.0
689;Mannen;70 tot 75 jaar;Gehandicaptenzorg;2009;910;0.31;985.0;0.33;336.0
690;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2004;405;0.15;485.0;0.18;157.0
691;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2005;400;0.15;475.0;0.17;153.0
692;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2006;395;0.15;475.0;0.17;150.0
693;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2007;390;0.14;;;
694;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2008;390;0.14;460.0;0.16;147.0
695;Mannen;70 tot 75 jaar;Geestelijke gezondheidszorg;2009;425;0.15;520.0;0.17;155.0
696;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2004;7300;3.84;11785.0;5.88;2603.0
697;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2005;7465;3.81;12390.0;6.0;2679.0
698;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2006;7555;3.76;12465.0;5.91;2705.0
699;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2007;7650;3.7;;;
700;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2008;7475;3.54;12595.0;5.71;2671.0
701;Mannen;75 tot 80 jaar;Totaal zorg met verblijf;2009;7545;3.49;12955.0;5.74;2682.0
702;Mannen;75 tot 80 jaar;Verpleging en verzorging;2004;6640;3.49;11060.0;5.52;2350.0
703;Mannen;75 tot 80 jaar;Verpleging en verzorging;2005;6770;3.45;11620.0;5.63;2410.0
704;Mannen;75 tot 80 jaar;Verpleging en verzorging;2006;6860;3.42;11710.0;5.55;2442.0
705;Mannen;75 tot 80 jaar;Verpleging en verzorging;2007;6935;3.35;;;
706;Mannen;75 tot 80 jaar;Verpleging en verzorging;2008;6760;3.2;11780.0;5.34;2393.0
707;Mannen;75 tot 80 jaar;Verpleging en verzorging;2009;6785;3.14;12120.0;5.37;2397.0
708;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2004;425;0.22;465.0;0.23;161.0
709;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2005;455;0.23;495.0;0.24;172.0
710;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2006;450;0.22;490.0;0.23;172.0
711;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2007;480;0.23;;;
712;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2008;500;0.24;575.0;0.26;194.0
713;Mannen;75 tot 80 jaar;Gehandicaptenzorg;2009;530;0.24;590.0;0.26;199.0
714;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2004;235;0.12;295.0;0.15;92.0
715;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2005;240;0.12;310.0;0.15;96.0
716;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2006;245;0.12;295.0;0.14;91.0
717;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2007;235;0.11;;;
718;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2008;215;0.1;280.0;0.13;84.0
719;Mannen;75 tot 80 jaar;Geestelijke gezondheidszorg;2009;230;0.11;285.0;0.13;86.0
720;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2004;10230;8.57;16325.0;12.48;3783.0
721;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2005;9870;8.18;16445.0;12.44;3649.0
722;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2006;9890;8.01;16385.0;12.18;3634.0
723;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2007;9880;7.83;;;
724;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2008;9790;7.55;16335.0;11.63;3507.0
725;Mannen;80 tot 85 jaar;Totaal zorg met verblijf;2009;9950;7.42;16635.0;11.49;3548.0
726;Mannen;80 tot 85 jaar;Verpleging en verzorging;2004;9910;8.3;15965.0;12.2;3659.0
727;Mannen;80 tot 85 jaar;Verpleging en verzorging;2005;9545;7.91;16050.0;12.14;3518.0
728;Mannen;80 tot 85 jaar;Verpleging en verzorging;2006;9550;7.74;15980.0;11.88;3500.0
729;Mannen;80 tot 85 jaar;Verpleging en verzorging;2007;9555;7.57;;;
730;Mannen;80 tot 85 jaar;Verpleging en verzorging;2008;9485;7.32;15965.0;11.37;3384.0
731;Mannen;80 tot 85 jaar;Verpleging en verzorging;2009;9625;7.18;16255.0;11.23;3421.0
732;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2004;175;0.15;200.0;0.15;67.0
733;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2005;195;0.16;240.0;0.18;78.0
734;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2006;225;0.18;260.0;0.19;86.0
735;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2007;220;0.18;;;
736;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2008;210;0.16;255.0;0.18;83.0
737;Mannen;80 tot 85 jaar;Gehandicaptenzorg;2009;235;0.17;275.0;0.19;91.0
738;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2004;145;0.12;190.0;0.15;57.0
739;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2005;125;0.1;175.0;0.13;52.0
740;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2006;115;0.09;170.0;0.12;47.0
741;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2007;105;0.08;;;
742;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2008;100;0.08;135.0;0.1;39.0
743;Mannen;80 tot 85 jaar;Geestelijke gezondheidszorg;2009;90;0.07;130.0;0.09;36.0
744;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2004;8720;18.78;13450.0;24.82;3339.0
745;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2005;8930;17.6;14035.0;23.84;3427.0
746;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2006;9075;16.67;14595.0;23.18;3517.0
747;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2007;9610;16.54;;;
748;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2008;9855;15.83;15990.0;22.42;3663.0
749;Mannen;85 tot 90 jaar;Totaal zorg met verblijf;2009;10385;15.88;16600.0;22.25;3817.0
750;Mannen;85 tot 90 jaar;Verpleging en verzorging;2004;8645;18.62;13350.0;24.63;3305.0
751;Mannen;85 tot 90 jaar;Verpleging en verzorging;2005;8850;17.45;13930.0;23.67;3392.0
752;Mannen;85 tot 90 jaar;Verpleging en verzorging;2006;8985;16.5;14480.0;23.0;3479.0
753;Mannen;85 tot 90 jaar;Verpleging en verzorging;2007;9515;16.37;;;
754;Mannen;85 tot 90 jaar;Verpleging en verzorging;2008;9740;15.65;15860.0;22.24;3619.0
755;Mannen;85 tot 90 jaar;Verpleging en verzorging;2009;10275;15.71;16465.0;22.07;3773.0
756;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2004;40;0.09;55.0;0.11;17.0
757;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2005;45;0.09;55.0;0.1;19.0
758;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2006;40;0.08;55.0;0.09;18.0
759;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2007;55;0.09;;;
760;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2008;65;0.1;80.0;0.11;26.0
761;Mannen;85 tot 90 jaar;Gehandicaptenzorg;2009;70;0.11;85.0;0.12;28.0
762;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2004;35;0.07;60.0;0.11;17.0
763;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2005;35;0.07;55.0;0.1;16.0
764;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2006;50;0.09;60.0;0.1;21.0
765;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2007;40;0.07;;;
766;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2008;45;0.07;60.0;0.08;18.0
767;Mannen;85 tot 90 jaar;Geestelijke gezondheidszorg;2009;40;0.06;55.0;0.07;16.0
768;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2004;4885;33.55;7655.0;41.4;1993.0
769;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2005;4885;32.94;7740.0;40.79;1984.0
770;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2006;4785;31.55;7670.0;39.76;1963.0
771;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2007;5055;32.12;;;
772;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2008;4855;30.23;7910.0;39.03;1938.0
773;Mannen;90 tot 95 jaar;Totaal zorg met verblijf;2009;4925;29.15;8075.0;38.29;1939.0
774;Mannen;90 tot 95 jaar;Verpleging en verzorging;2004;4860;33.4;7630.0;41.27;1984.0
775;Mannen;90 tot 95 jaar;Verpleging en verzorging;2005;4865;32.8;7715.0;40.65;1974.0
776;Mannen;90 tot 95 jaar;Verpleging en verzorging;2006;4765;31.42;7645.0;39.63;1955.0
777;Mannen;90 tot 95 jaar;Verpleging en verzorging;2007;5030;31.97;;;
778;Mannen;90 tot 95 jaar;Verpleging en verzorging;2008;4830;30.07;7875.0;38.87;1928.0
779;Mannen;90 tot 95 jaar;Verpleging en verzorging;2009;4905;29.04;8045.0;38.15;1931.0
780;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2004;15;0.09;15.0;0.08;5.0
781;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2005;15;0.09;15.0;0.08;5.0
782;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2006;15;0.09;15.0;0.08;5.0
783;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2007;15;0.1;;;
784;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2008;20;0.11;25.0;0.11;7.0
785;Mannen;90 tot 95 jaar;Gehandicaptenzorg;2009;15;0.08;20.0;0.09;6.0
786;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2004;10;0.06;15.0;0.08;4.0
787;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2005;10;0.05;15.0;0.07;4.0
788;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2006;10;0.05;10.0;0.06;3.0
789;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2007;10;0.06;;;
790;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2008;5;0.04;10.0;0.06;3.0
791;Mannen;90 tot 95 jaar;Geestelijke gezondheidszorg;2009;5;0.04;15.0;0.07;3.0
792;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2004;1185;48.12;2040.0;56.55;538.0
793;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2005;1190;47.01;2085.0;55.8;532.0
794;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2006;1245;47.36;2130.0;55.63;550.0
795;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2007;1275;45.74;;;
796;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2008;1270;43.26;2285.0;53.39;560.0
797;Mannen;95 jaar of ouder;Totaal zorg met verblijf;2009;1395;42.43;2375.0;51.89;594.0
798;Mannen;95 jaar of ouder;Verpleging en verzorging;2004;1185;47.95;2035.0;56.41;537.0
799;Mannen;95 jaar of ouder;Verpleging en verzorging;2005;1190;46.98;2080.0;55.69;531.0
800;Mannen;95 jaar of ouder;Verpleging en verzorging;2006;1245;47.24;2125.0;55.52;549.0
801;Mannen;95 jaar of ouder;Verpleging en verzorging;2007;1275;45.67;;;
802;Mannen;95 jaar of ouder;Verpleging en verzorging;2008;1270;43.19;2280.0;53.25;559.0
803;Mannen;95 jaar of ouder;Verpleging en verzorging;2009;1390;42.27;2365.0;51.74;592.0
804;Mannen;95 jaar of ouder;Gehandicaptenzorg;2004;0;0.04;0.0;0.03;0.0
805;Mannen;95 jaar of ouder;Gehandicaptenzorg;2005;0;0.0;0.0;0.03;0.0
806;Mannen;95 jaar of ouder;Gehandicaptenzorg;2006;0;0.08;5.0;0.08;1.0
807;Mannen;95 jaar of ouder;Gehandicaptenzorg;2007;0;0.07;;;
808;Mannen;95 jaar of ouder;Gehandicaptenzorg;2008;0;0.03;5.0;0.07;1.0
809;Mannen;95 jaar of ouder;Gehandicaptenzorg;2009;5;0.09;5.0;0.11;1.0
810;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2004;5;0.12;5.0;0.11;1.0
811;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2005;0;0.04;5.0;0.08;1.0
