ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
214;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2019;35.3;49.0;32.6;52.8;53.1;51.6;60.7;45.7;21.7;;15.7;16.1;21.2;6.6;4.2;13.5;12.3;4.1;1.5;7.4;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;22.1;35.4;27.5;18.4;21.1
215;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2020;33.0;45.0;28.5;54.4;52.9;54.2;61.3;44.9;21.4;;12.7;13.8;18.8;3.3;2.3;8.6;8.8;2.7;0.8;6.5;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;22.6;22.1;33.6;27.9;17.7;20.1
216;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2021;35.0;49.4;34.3;50.5;50.9;52.9;59.0;44.2;20.9;;14.3;16.2;23.0;3.8;3.1;9.8;10.5;2.4;1.0;5.3;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;26.3;24.2;38.8;31.4;21.2;22.6
217;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2022;32.0;44.0;29.4;60.1;56.9;58.1;59.6;46.5;25.6;27.4;11.5;13.5;17.3;;;;;;;;;3.4;1.1;0.3;1.2;8.9;3.9;2.0;2.1;1.9;1.0;0.2;0.1;6.5;1.0;1.7;3.2;17.1;2.9;8.3;0.4;0.7;1.6;0.3;2.3;0.0;4.1;28.2;27.2;41.6;30.9;22.3;22.5
218;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2023;31.9;42.5;27.2;58.1;58.1;57.0;57.4;49.7;24.4;26.9;11.4;14.1;19.1;;;;;;;;;2.8;1.1;0.2;0.8;7.8;3.0;1.7;1.7;1.7;0.7;0.0;0.4;7.0;0.5;1.8;3.6;17.3;3.3;7.1;0.2;0.4;2.5;0.4;2.1;0.2;4.2;28.3;28.2;41.4;31.4;23.4;22.6
219;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2024;33.2;42.9;28.1;59.0;56.8;57.5;56.7;49.4;23.6;24.0;10.8;12.7;19.3;;;;;;;;;3.9;1.7;0.1;1.4;7.7;2.8;1.9;1.8;1.1;0.6;0.1;0.1;7.5;0.9;2.6;3.1;20.9;3.3;9.7;0.7;0.6;3.6;1.4;2.0;0.3;5.0;29.7;30.1;41.2;33.0;25.9;24.3
220;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2014;43.9;54.0;38.0;60.2;59.9;56.5;66.5;44.2;22.3;;15.6;17.4;21.3;7.4;4.1;14.4;11.6;6.4;1.9;8.6;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;23.2;23.7;39.7;29.0;18.9;21.4
221;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2015;42.7;52.1;37.5;59.4;58.6;60.6;66.1;49.2;22.6;;14.4;15.7;20.0;5.0;4.2;13.0;11.8;4.8;1.9;7.5;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;22.2;19.1;33.8;26.8;15.1;19.8
222;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2016;39.3;50.4;33.6;58.4;58.8;56.8;66.0;44.0;26.6;;15.6;16.2;19.6;6.1;4.0;13.3;11.5;3.8;0.9;6.9;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;23.7;21.3;37.5;29.1;18.0;21.5
223;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2017;40.6;52.4;36.5;57.2;56.7;54.8;63.3;45.7;21.7;;16.5;18.2;24.2;5.1;3.3;12.9;12.5;4.9;1.1;8.0;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;27.4;25.7;39.4;30.6;21.9;22.7
224;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2018;43.0;53.0;36.2;54.7;55.7;55.1;65.2;46.1;21.8;;18.1;18.7;26.5;7.0;6.7;13.7;12.9;5.1;3.1;8.6;15.2;;;;;;;;;;;;;;;;;;;;;;;;;;;31.1;29.9;42.8;33.6;25.8;25.3
225;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2019;40.3;54.1;37.5;57.8;58.2;56.7;65.6;50.8;26.0;;19.6;20.0;25.5;9.4;6.6;17.0;15.7;6.2;3.1;10.2;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;27.6;26.4;40.3;32.2;22.6;25.4
226;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2020;37.8;50.0;33.1;59.4;57.9;59.2;66.2;49.9;25.6;;16.3;17.4;22.9;5.3;4.1;11.6;11.8;4.6;2.0;9.2;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;26.9;26.3;38.3;32.5;21.6;24.3
227;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2021;40.1;54.6;39.3;55.7;56.1;58.1;64.1;49.4;25.3;;18.2;20.2;27.5;6.1;5.2;13.1;13.9;4.3;2.4;7.9;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;31.1;28.8;43.9;36.3;25.6;27.1
228;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2022;36.0;48.3;33.3;64.3;61.1;62.3;63.8;50.8;29.4;31.3;15.9;18.0;22.2;;;;;;;;;6.0;2.7;1.4;3.0;12.8;6.7;4.2;4.3;4.0;2.6;1.1;1.2;9.9;2.4;3.7;5.8;21.8;5.1;11.9;1.7;2.0;3.4;1.3;4.5;0.4;6.9;32.1;31.1;45.9;34.9;26.0;26.2
229;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2023;35.6;46.4;30.7;62.0;62.0;60.9;61.3;53.7;27.9;30.4;15.3;18.2;23.7;;;;;;;;;5.0;2.7;1.1;2.2;11.1;5.3;3.5;3.5;3.6;2.0;0.6;1.6;10.2;1.6;3.6;6.1;21.8;5.7;10.3;1.2;1.4;4.6;1.5;4.0;1.0;6.7;32.0;31.9;45.3;35.2;26.8;26.0
230;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2024;36.8;46.6;31.5;62.7;60.6;61.2;60.4;53.1;26.9;27.2;14.4;16.4;23.7;;;;;;;;;6.3;3.5;0.8;3.1;10.9;5.0;3.8;3.7;2.5;1.7;0.8;0.8;10.7;2.3;4.7;5.5;25.3;5.4;13.1;1.9;1.6;5.8;2.9;3.7;1.2;7.7;33.2;33.6;44.9;36.6;29.3;27.7
231;Herkomst: geboren buiten Europa;Waarde;2014;36.8;44.2;33.2;49.7;51.6;52.9;54.7;36.6;16.8;;9.1;11.1;12.1;3.9;2.4;13.0;10.9;3.9;1.1;7.4;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;23.8;20.5;38.5;27.7;17.1;22.6
232;Herkomst: geboren buiten Europa;Waarde;2015;33.3;42.7;30.7;50.2;54.2;55.7;54.8;39.4;18.3;;9.4;11.4;10.8;3.7;1.7;11.4;9.4;4.1;0.8;6.1;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;20.6;17.7;33.8;24.6;14.4;21.3
233;Herkomst: geboren buiten Europa;Waarde;2016;35.9;44.5;31.6;49.7;51.3;54.3;56.5;37.1;18.5;;10.8;11.4;10.7;4.2;2.1;13.0;11.4;4.2;1.1;7.3;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;18.8;34.3;25.9;13.8;20.4
234;Herkomst: geboren buiten Europa;Waarde;2017;36.3;45.4;33.5;51.0;49.9;53.2;56.6;38.4;19.1;;11.7;13.8;13.1;4.8;3.5;12.3;11.4;4.3;1.2;6.2;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;24.5;21.8;36.9;26.9;17.6;23.8
235;Herkomst: geboren buiten Europa;Waarde;2018;34.9;43.9;32.0;50.7;51.1;53.2;56.0;40.8;20.2;;11.8;13.4;13.4;4.6;2.1;12.3;10.7;4.0;1.1;6.8;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;25.4;24.5;38.7;28.5;19.0;24.1
236;Herkomst: geboren buiten Europa;Waarde;2019;34.7;43.6;31.0;50.0;50.6;52.9;55.3;42.3;22.0;;11.1;12.9;14.4;7.3;4.4;16.1;14.2;5.4;1.8;10.5;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;25.4;22.1;36.7;28.6;18.5;24.7
237;Herkomst: geboren buiten Europa;Waarde;2020;30.8;42.0;29.3;49.9;52.3;53.8;55.6;41.9;21.9;;10.0;12.2;14.2;3.6;2.1;10.9;7.8;3.6;0.9;6.4;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;21.8;20.3;34.2;25.3;17.6;21.3
238;Herkomst: geboren buiten Europa;Waarde;2021;33.1;45.6;32.8;49.7;50.7;52.9;54.4;42.5;22.5;;12.8;13.5;15.1;4.6;2.4;12.0;10.3;4.3;1.5;8.0;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;24.6;21.5;36.2;29.8;19.7;24.7
239;Herkomst: geboren buiten Europa;Waarde;2022;32.6;42.9;30.9;54.0;53.7;54.4;55.6;46.4;25.0;27.8;9.4;12.5;12.1;;;;;;;;;3.7;1.5;0.5;1.4;10.0;5.2;2.1;2.1;2.9;1.5;0.1;0.6;7.9;1.3;2.4;4.4;21.9;2.4;15.7;3.1;0.5;2.7;1.3;1.5;0.2;3.7;28.2;25.8;40.8;30.7;23.1;25.7
240;Herkomst: geboren buiten Europa;Waarde;2023;30.2;38.7;27.6;56.1;55.0;55.3;55.0;46.2;24.3;24.8;9.5;11.8;13.0;;;;;;;;;3.9;2.0;0.1;1.1;9.0;4.2;2.6;1.8;2.1;1.3;0.2;0.2;8.3;2.0;2.9;3.8;22.7;2.4;15.6;2.3;0.7;3.4;1.2;2.1;0.8;3.9;28.9;27.4;41.8;32.2;22.6;25.3
241;Herkomst: geboren buiten Europa;Waarde;2024;29.1;38.6;28.9;54.8;54.6;54.4;54.7;47.9;24.5;24.4;9.3;11.9;12.9;;;;;;;;;3.8;2.5;0.3;1.1;8.7;4.3;2.0;2.1;2.0;1.3;0.2;0.4;8.1;1.3;2.0;4.7;24.0;2.7;16.9;3.3;0.2;3.0;1.9;1.4;0.7;4.3;29.1;26.8;41.4;31.3;23.8;25.3
242;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;34.6;41.9;31.0;47.4;49.3;50.5;52.4;34.4;15.1;;7.9;9.8;10.6;3.1;1.8;11.5;9.6;3.1;0.7;6.3;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9;18.7;36.3;25.6;15.4;20.7
243;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;31.3;40.7;28.8;48.1;52.1;53.6;52.7;37.3;16.8;;8.2;10.2;9.5;3.0;1.2;10.1;8.3;3.3;0.5;5.1;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;16.2;31.8;22.8;13.0;19.7
244;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;33.9;42.4;29.7;47.7;49.2;52.2;54.4;35.1;16.9;;9.6;10.2;9.5;3.4;1.6;11.7;10.2;3.4;0.8;6.3;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;17.2;32.3;24.1;12.4;18.8
245;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;34.4;43.3;31.6;48.9;47.8;51.1;54.5;36.4;17.5;;10.4;12.4;11.8;3.9;2.8;11.0;10.2;3.6;0.8;5.3;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7;20.2;34.9;25.1;16.1;22.0
246;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;33.2;42.2;30.4;49.0;49.4;51.5;54.3;39.1;18.8;;10.7;12.2;12.3;3.9;1.7;11.2;9.7;3.4;0.7;6.0;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;23.9;23.1;37.1;27.0;17.7;22.7
247;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;33.0;41.8;29.4;48.3;48.9;51.1;53.5;40.6;20.6;;10.1;11.7;13.2;6.4;3.7;14.9;13.0;4.7;1.4;9.4;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;23.9;20.6;35.1;27.0;17.2;23.2
248;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;29.3;40.3;27.7;48.2;50.6;52.0;53.8;40.2;20.5;;9.0;11.1;13.0;3.0;1.6;9.8;6.9;3.0;0.6;5.6;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;19.0;32.6;23.8;16.3;19.9
249;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;31.3;43.7;31.0;47.7;48.8;50.9;52.4;40.6;20.9;;11.6;12.2;13.7;3.8;1.9;10.8;9.2;3.6;1.0;7.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;20.0;34.4;28.0;18.2;23.1
250;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;30.9;41.1;29.2;52.2;51.9;52.6;53.8;44.6;23.5;26.2;8.0;10.9;10.5;;;;;;;;;2.9;1.0;0.2;0.9;8.6;4.2;1.5;1.5;2.1;1.0;0.0;0.3;6.6;0.9;1.7;3.5;19.8;1.7;13.9;2.2;0.2;2.0;0.8;1.0;0.1;2.9;26.6;24.3;39.1;29.1;21.6;24.1
251;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;28.7;37.0;26.1;54.4;53.2;53.5;53.3;44.5;22.8;23.4;8.2;10.3;11.5;;;;;;;;;3.1;1.4;0.0;0.7;7.7;3.3;1.9;1.3;1.5;0.8;0.1;0.1;7.0;1.4;2.2;3.0;20.7;1.8;13.9;1.7;0.4;2.6;0.8;1.5;0.5;3.1;27.4;25.8;40.1;30.6;21.2;23.8
252;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2024;27.6;37.0;27.5;53.1;52.9;52.7;53.0;46.2;23.1;23.0;8.1;10.5;11.4;;;;;;;;;3.0;1.8;0.1;0.7;7.4;3.4;1.5;1.5;1.4;0.8;0.1;0.2;6.9;0.9;1.4;3.7;22.1;2.0;15.2;2.6;0.1;2.3;1.3;0.9;0.4;3.4;27.6;25.3;39.8;29.8;22.4;23.9
253;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;39.0;46.5;35.4;52.0;53.9;55.2;57.0;38.8;18.5;;10.6;12.6;13.7;5.0;3.2;14.7;12.3;4.9;1.7;8.8;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;25.8;22.4;40.7;29.8;18.9;24.6
254;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;35.2;44.8;32.7;52.3;56.3;57.8;56.9;41.4;20.0;;10.6;12.8;12.1;4.6;2.3;12.8;10.7;5.0;1.3;7.2;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;22.3;19.3;35.8;26.4;15.9;23.1
255;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;37.9;46.6;33.6;51.8;53.4;56.3;58.6;39.1;20.1;;12.2;12.8;12.1;5.1;2.9;14.5;12.8;5.2;1.7;8.5;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;22.6;20.5;36.3;27.8;15.3;22.2
256;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;38.3;47.4;35.5;53.0;51.9;55.2;58.6;40.4;20.7;;13.1;15.3;14.5;5.8;4.3;13.7;12.8;5.3;1.7;7.3;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;26.3;23.6;38.9;28.7;19.3;25.6
257;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;36.5;45.7;33.6;52.4;52.8;55.0;57.7;42.5;21.6;;13.0;14.6;14.7;5.4;2.7;13.5;11.8;4.8;1.5;7.7;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;26.9;26.0;40.4;30.1;20.4;25.6
258;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;36.4;45.3;32.6;51.8;52.4;54.6;57.0;44.1;23.6;;12.3;14.1;15.7;8.3;5.2;17.4;15.4;6.3;2.4;11.6;16.3;;;;;;;;;;;;;;;;;;;;;;;;;;;26.9;23.5;38.4;30.2;19.9;26.3
259;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;32.5;43.8;30.9;51.7;54.1;55.6;57.4;43.6;23.4;;11.1;13.4;15.5;4.3;2.7;12.0;8.7;4.3;1.3;7.3;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;21.7;35.9;26.9;18.9;22.7
260;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;34.9;47.6;34.6;51.7;52.7;54.8;56.3;44.4;24.3;;14.2;14.8;16.5;5.5;3.2;13.4;11.6;5.2;2.1;9.1;13.6;;;;;;;;;;;;;;;;;;;;;;;;;;;26.3;23.1;38.1;31.6;21.3;26.5
261;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;34.3;44.7;32.5;55.8;55.5;56.2;57.4;48.2;26.6;29.4;10.9;14.3;13.8;;;;;;;;;4.9;2.3;1.1;2.1;11.7;6.5;3.0;3.0;4.0;2.4;0.4;1.2;9.4;2.1;3.3;5.6;24.1;3.4;17.7;4.2;1.0;3.6;2.1;2.3;0.7;4.8;29.9;27.4;42.6;32.4;24.7;27.3
262;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;31.8;40.3;29.2;57.8;56.7;57.0;56.7;47.9;25.8;26.3;11.0;13.4;14.8;;;;;;;;;5.0;2.9;0.5;1.8;10.5;5.3;3.5;2.6;3.0;2.0;0.6;0.6;9.8;2.9;3.9;4.9;24.8;3.2;17.5;3.2;1.2;4.3;1.9;2.9;1.4;5.0;30.5;28.9;43.5;33.8;24.0;26.8
263;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2024;30.6;40.2;30.5;56.4;56.3;56.0;56.3;49.5;26.0;25.9;10.8;13.6;14.6;;;;;;;;;4.9;3.4;0.7;1.7;10.2;5.4;2.8;3.0;2.7;1.9;0.6;0.9;9.5;2.0;2.8;5.8;26.1;3.5;18.7;4.4;0.6;3.9;2.6;2.0;1.2;5.3;30.7;28.2;43.1;32.9;25.2;26.8
264;Herkomstland: Nederland;Waarde;2014;36.3;45.1;30.1;62.1;63.9;56.7;69.8;49.7;23.6;;7.4;12.1;13.2;5.4;1.7;19.6;11.9;6.1;0.4;5.2;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;12.9;29.6;16.9;9.4;11.7
265;Herkomstland: Nederland;Waarde;2015;36.4;45.6;30.4;61.3;63.5;56.9;69.5;50.0;23.7;;7.0;11.7;12.9;5.2;1.6;19.5;11.2;6.1;0.3;4.9;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;11.5;27.1;16.0;9.1;11.5
266;Herkomstland: Nederland;Waarde;2016;35.9;45.0;30.3;61.6;63.1;56.4;69.5;50.0;24.4;;7.5;12.1;13.1;5.5;1.9;20.2;11.2;6.2;0.4;5.3;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.3;12.5;29.1;17.3;9.8;12.1
267;Herkomstland: Nederland;Waarde;2017;36.6;46.3;31.9;61.3;62.6;55.9;69.7;50.4;25.3;;8.0;12.6;13.8;6.1;1.9;20.0;11.4;6.2;0.3;5.2;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;13.2;29.2;17.9;11.0;13.0
268;Herkomstland: Nederland;Waarde;2018;36.4;46.5;30.2;62.2;63.2;56.9;69.4;51.9;26.8;;7.8;12.7;14.4;5.2;2.0;19.5;10.5;6.1;0.4;5.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;16.2;30.7;18.5;12.2;13.6
269;Herkomstland: Nederland;Waarde;2019;35.5;45.7;29.7;62.8;63.7;57.8;70.0;53.5;27.5;;8.2;13.2;14.8;8.4;2.7;24.8;13.1;7.7;0.6;7.5;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.8;29.8;18.6;12.7;13.7
270;Herkomstland: Nederland;Waarde;2020;32.1;42.2;26.6;64.0;65.1;60.5;69.7;55.4;29.2;;7.2;11.8;14.9;4.6;1.6;18.5;8.3;5.3;0.3;4.8;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;14.6;29.1;17.3;11.7;11.8
271;Herkomstland: Nederland;Waarde;2021;33.4;44.7;28.9;63.2;64.5;58.7;69.3;54.5;29.3;;8.1;12.8;15.5;6.1;1.9;19.4;8.4;5.8;0.4;5.7;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.9;29.6;19.1;12.8;13.4
272;Herkomstland: Nederland;Waarde;2022;30.9;42.0;26.3;64.1;63.8;58.6;67.7;56.6;29.3;27.1;5.5;10.3;12.0;;;;;;;;;4.3;3.1;0.3;0.9;11.4;8.7;1.4;1.2;3.1;2.8;0.0;0.1;4.2;1.0;1.1;2.2;7.7;2.0;0.3;0.3;0.3;2.3;1.3;1.2;0.2;2.3;17.7;18.4;32.6;20.7;15.2;14.2
273;Herkomstland: Nederland;Waarde;2023;29.7;40.4;24.6;65.0;64.5;59.1;68.2;58.3;30.1;27.5;6.1;10.7;12.3;;;;;;;;;4.3;3.1;0.2;0.9;11.7;8.9;1.5;1.3;3.0;2.7;0.0;0.1;4.6;1.0;1.2;2.6;7.8;1.9;0.3;0.3;0.4;2.3;1.2;1.1;0.3;2.1;16.5;17.3;30.6;19.2;14.4;13.1
274;Herkomstland: Nederland;Waarde;2024;29.8;40.4;24.7;63.9;63.9;58.4;67.8;58.8;30.2;27.1;6.2;11.1;12.5;;;;;;;;;4.4;3.1;0.3;1.0;12.5;9.7;1.3;1.5;3.0;2.7;0.1;0.1;4.6;1.1;1.1;2.6;8.1;1.9;0.3;0.3;0.4;2.6;1.3;1.1;0.4;2.2;17.5;17.8;31.6;20.5;15.8;13.8
275;Herkomstland: Nederland;Ondergrens 95%-interval;2014;35.7;44.5;29.6;61.5;63.4;56.1;69.3;49.1;23.2;;7.1;11.7;12.9;5.1;1.5;19.1;11.6;5.9;0.3;4.9;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;12.5;29.1;16.4;9.0;11.3
276;Herkomstland: Nederland;Ondergrens 95%-interval;2015;35.8;45.1;29.9;60.8;63.0;56.4;69.0;49.5;23.3;;6.7;11.3;12.6;5.0;1.5;19.1;10.9;5.8;0.3;4.7;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;11.9;11.2;26.6;15.6;8.8;11.1
277;Herkomstland: Nederland;Ondergrens 95%-interval;2016;35.4;44.5;29.8;61.1;62.6;55.9;69.0;49.5;23.9;;7.2;11.8;12.8;5.2;1.8;19.7;10.9;5.9;0.3;5.0;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;12.2;28.6;16.9;9.5;11.7
278;Herkomstland: Nederland;Ondergrens 95%-interval;2017;36.1;45.8;31.4;60.8;62.1;55.3;69.2;49.9;24.8;;7.7;12.2;13.4;5.9;1.8;19.6;11.0;6.0;0.3;5.0;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;12.8;28.7;17.5;10.7;12.6
279;Herkomstland: Nederland;Ondergrens 95%-interval;2018;36.0;46.1;29.8;61.8;62.7;56.5;69.0;51.5;26.4;;7.6;12.4;14.1;5.0;1.8;19.2;10.2;5.9;0.4;5.2;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;15.9;30.2;18.1;11.9;13.3
280;Herkomstland: Nederland;Ondergrens 95%-interval;2019;35.0;45.2;29.3;62.4;63.3;57.3;69.5;53.0;27.1;;7.9;12.9;14.5;8.1;2.6;24.4;12.8;7.5;0.5;7.2;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.5;29.4;18.3;12.4;13.4
281;Herkomstland: Nederland;Ondergrens 95%-interval;2020;31.7;41.7;26.1;63.5;64.7;60.0;69.2;54.9;28.8;;7.0;11.5;14.6;4.4;1.5;18.2;8.1;5.1;0.3;4.6;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;14.2;28.6;17.0;11.4;11.5
282;Herkomstland: Nederland;Ondergrens 95%-interval;2021;32.9;44.2;28.4;62.7;64.0;58.2;68.8;54.0;28.8;;7.8;12.4;15.1;5.9;1.8;19.0;8.1;5.6;0.3;5.4;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;14.5;29.1;18.7;12.5;13.0
283;Herkomstland: Nederland;Ondergrens 95%-interval;2022;30.4;41.6;25.8;63.7;63.3;58.2;67.2;56.2;28.9;26.7;5.2;9.9;11.5;;;;;;;;;4.0;2.9;0.3;0.8;10.9;8.4;1.2;1.1;2.9;2.6;0.0;0.1;3.9;0.9;0.9;2.0;7.3;1.8;0.2;0.2;0.3;2.1;1.2;1.1;0.1;2.1;17.4;18.1;32.2;20.3;14.9;13.8
284;Herkomstland: Nederland;Ondergrens 95%-interval;2023;29.3;40.0;24.2;64.5;64.0;58.7;67.8;57.8;29.7;27.1;5.8;10.3;11.9;;;;;;;;;4.0;2.9;0.2;0.8;11.3;8.5;1.3;1.2;2.8;2.5;0.0;0.1;4.4;0.9;1.0;2.4;7.4;1.7;0.3;0.2;0.3;2.1;1.1;1.0;0.2;1.9;16.1;17.0;30.1;18.9;14.1;12.8
285;Herkomstland: Nederland;Ondergrens 95%-interval;2024;29.4;40.0;24.3;63.4;63.4;58.0;67.4;58.4;29.8;26.7;5.9;10.7;12.1;;;;;;;;;4.1;2.9;0.2;0.9;12.1;9.3;1.1;1.3;2.8;2.5;0.0;0.1;4.3;0.9;0.9;2.4;7.8;1.7;0.3;0.2;0.4;2.4;1.2;1.0;0.3;2.0;17.1;17.5;31.2;20.1;15.5;13.4
286;Herkomstland: Nederland;Bovengrens 95%-interval;2014;36.9;45.7;30.6;62.6;64.5;57.2;70.3;50.3;24.1;;7.7;12.5;13.6;5.6;1.8;20.0;12.3;6.4;0.5;5.4;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;13.3;30.2;17.3;9.7;12.1
