ID;Geslacht;TypeZelfstandigeInStartjaar;SociaaleconomischePositieJaarEerder;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StartendeZelfstandigen_1
6153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2011;0.8
6154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2012;0.8
6155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2013;0.9
6156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2014;1.0
6157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2015;1.3
6158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2016;1.3
6159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;R Cultuur, sport en recreatie;2017;1.4
6160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2008;0.3
6161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2009;0.4
6162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2010;0.6
6163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2011;0.7
6164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2012;0.8
6165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2013;0.8
6166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2014;1.0
6167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2015;1.1
6168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2016;1.1
6169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;S Overige dienstverlening;2017;1.1
6170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2008;0.0
6171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2009;0.0
6172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2010;0.0
6173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2011;0.0
6174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2012;0.0
6175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2013;0.0
6176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2014;0.0
6177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2015;0.0
6178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2016;0.0
6179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;T Huishoudens;2017;0.0
6180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2008;0.0
6181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2009;0.0
6182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2010;0.0
6183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2011;0.0
6184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2012;0.0
6185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2013;0.0
6186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2014;0.0
6187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2015;0.0
6188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2016;0.0
6189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;U Extraterritoriale organisaties;2017;0.0
6190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2008;9.5
6191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2009;10.2
6192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2010;7.6
6193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2011;6.9
6194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2012;7.4
6195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2013;8.1
6196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2014;6.1
6197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2015;5.3
6198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2016;5.7
6199;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: kind >=18 jaar;SBI-code onbekend;2017;7.9
6200;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2008;3.7
6201;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2009;2.6
6202;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2010;2.3
6203;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2011;3.0
6204;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2012;2.7
6205;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2013;3.2
6206;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2014;3.0
6207;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2015;3.3
6208;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2016;3.4
6209;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A-U Alle economische activiteiten;2017;3.8
6210;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2008;0.0
6211;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2009;0.0
6212;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2010;0.0
6213;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2011;0.0
6214;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2012;0.0
6215;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2013;0.0
6216;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2014;0.0
6217;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2015;0.1
6218;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2016;0.1
6219;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-E Nijverheid (geen bouw) en energie;2017;0.1
6220;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2008;0.2
6221;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2009;0.1
6222;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2010;0.1
6223;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2011;0.2
6224;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2012;0.2
6225;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2013;0.2
6226;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2014;0.2
6227;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2015;0.3
6228;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2016;0.3
6229;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B-F Nijverheid en energie;2017;0.3
6230;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2008;0.3
6231;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2009;0.3
6232;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2010;0.3
6233;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2011;0.6
6234;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2012;0.5
6235;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2013;0.5
6236;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2014;0.5
6237;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2015;0.5
6238;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2016;0.6
6239;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-I Handel, vervoer en horeca;2017;0.7
6240;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2008;0.6
6241;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2009;0.5
6242;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2010;0.6
6243;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2011;1.1
6244;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2012;1.0
6245;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2013;1.0
6246;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2014;1.0
6247;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2015;1.1
6248;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2016;1.2
6249;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G-N Commerciële dienstverlening;2017;1.4
6250;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2008;0.2
6251;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2009;0.2
6252;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2010;0.2
6253;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2011;0.3
6254;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2012;0.3
6255;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2013;0.3
6256;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2014;0.4
6257;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2015;0.5
6258;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2016;0.4
6259;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;M-N Zakelijke dienstverlening;2017;0.5
6260;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2008;0.9
6261;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2009;0.5
6262;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2010;0.4
6263;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2011;0.4
6264;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2012;0.4
6265;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2013;0.7
6266;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2014;0.6
6267;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2015;0.8
6268;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2016;0.7
6269;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-Q Overheid en zorg;2017;0.7
6270;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2008;1.0
6271;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2009;0.6
6272;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2010;0.5
6273;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2011;0.6
6274;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2012;0.6
6275;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2013;0.9
6276;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2014;0.9
6277;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2015;1.1
6278;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2016;1.0
6279;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;O-U Niet-commerciële dienstverlening;2017;1.1
6280;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2008;0.1
6281;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2009;0.1
6282;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2010;0.1
6283;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2011;0.2
6284;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2012;0.2
6285;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2013;0.2
6286;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2014;0.3
6287;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2015;0.3
6288;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2016;0.3
6289;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;R-U Cultuur, recreatie, overige diensten;2017;0.3
6290;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2008;0.1
6291;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2009;0.1
6292;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2010;0.1
6293;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2011;0.1
6294;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2012;0.1
6295;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2013;0.1
6296;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2014;0.1
6297;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2015;0.1
6298;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2016;0.1
6299;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;A Landbouw, bosbouw en visserij;2017;0.1
6300;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2008;0.0
6301;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2009;0.0
6302;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2010;0.0
6303;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2011;0.0
6304;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2012;0.0
6305;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2013;0.0
6306;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2014;0.0
6307;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2015;0.0
6308;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2016;0.0
6309;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;B Delfstoffenwinning;2017;0.0
6310;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2008;0.0
6311;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2009;0.0
6312;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2010;0.0
6313;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2011;0.0
6314;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2012;0.0
6315;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2013;0.0
6316;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2014;0.0
6317;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2015;0.1
6318;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2016;0.1
6319;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;C Industrie;2017;0.1
6320;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2008;0.0
6321;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2009;0.0
6322;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2010;0.0
6323;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2011;0.0
6324;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2012;0.0
6325;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2013;0.0
6326;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2014;0.0
6327;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2015;0.0
6328;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2016;0.0
6329;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;D Energievoorziening;2017;0.0
6330;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2008;0.0
6331;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2009;0.0
6332;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2010;0.0
6333;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2011;0.0
6334;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2012;0.0
6335;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2013;0.0
6336;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2014;0.0
6337;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2015;0.0
6338;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2016;0.0
6339;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;E Waterbedrijven en afvalbeheer;2017;0.0
6340;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2008;0.1
6341;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2009;0.1
6342;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2010;0.1
6343;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2011;0.2
6344;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2012;0.2
6345;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2013;0.2
6346;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2014;0.2
6347;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2015;0.2
6348;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2016;0.2
6349;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;F Bouwnijverheid;2017;0.3
6350;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2008;0.1
6351;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2009;0.1
6352;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2010;0.2
6353;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2011;0.3
6354;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2012;0.3
6355;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2013;0.3
6356;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2014;0.3
6357;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2015;0.3
6358;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2016;0.3
6359;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;G Handel;2017;0.3
6360;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2008;0.1
6361;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2009;0.1
6362;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2010;0.1
6363;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2011;0.1
6364;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2012;0.1
6365;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2013;0.1
6366;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2014;0.1
6367;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2015;0.1
6368;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2016;0.2
6369;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;H Vervoer en opslag;2017;0.2
6370;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2008;0.1
6371;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2009;0.1
6372;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2010;0.1
6373;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2011;0.1
6374;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2012;0.1
6375;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2013;0.1
6376;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: overig lid;I Horeca;2014;0.1
