ID;BedrijfstakkenBranches;Perioden;ProducentenprijzenAfzetBinnenland_1;IngevoerdeGrondstoffenHalffabrikaten_2
1090;40-41 Openbare nutsbedrijven;1947;;
1091;40-41 Openbare nutsbedrijven;1948;;
1092;40-41 Openbare nutsbedrijven;1949;;
1093;40-41 Openbare nutsbedrijven;1950;;
1094;40-41 Openbare nutsbedrijven;1951;;
1095;40-41 Openbare nutsbedrijven;1952;;
1096;40-41 Openbare nutsbedrijven;1953;;
1097;40-41 Openbare nutsbedrijven;1954;;
1098;40-41 Openbare nutsbedrijven;1955;;
1099;40-41 Openbare nutsbedrijven;1956;;
1100;40-41 Openbare nutsbedrijven;1957;;
1101;40-41 Openbare nutsbedrijven;1958;;
1102;40-41 Openbare nutsbedrijven;1959;;
1103;40-41 Openbare nutsbedrijven;1960;;
1104;40-41 Openbare nutsbedrijven;1961;;
1105;40-41 Openbare nutsbedrijven;1962;;
1106;40-41 Openbare nutsbedrijven;1963;;
1107;40-41 Openbare nutsbedrijven;1964;;
1108;40-41 Openbare nutsbedrijven;1965;;
1109;40-41 Openbare nutsbedrijven;1966;;
1110;40-41 Openbare nutsbedrijven;1967;;
1111;40-41 Openbare nutsbedrijven;1968;;
1112;40-41 Openbare nutsbedrijven;1969;;
1113;40-41 Openbare nutsbedrijven;1970;;
1114;40-41 Openbare nutsbedrijven;1971;;
1115;40-41 Openbare nutsbedrijven;1972;;
1116;40-41 Openbare nutsbedrijven;1973;;
1117;40-41 Openbare nutsbedrijven;1974;;
1118;40-41 Openbare nutsbedrijven;1975;54.8;55.9
1119;40-41 Openbare nutsbedrijven;1976;61.7;67.6
1120;40-41 Openbare nutsbedrijven;1977;64.3;73.9
1121;40-41 Openbare nutsbedrijven;1978;67.8;69.4
1122;40-41 Openbare nutsbedrijven;1979;71.3;83.8
1123;40-41 Openbare nutsbedrijven;1980;80.9;113.5
1124;40-41 Openbare nutsbedrijven;1981;99.1;139.6
1125;40-41 Openbare nutsbedrijven;1982;110.4;136.9
1126;40-41 Openbare nutsbedrijven;1983;111.3;139.6
1127;40-41 Openbare nutsbedrijven;1984;115.7;151.4
1128;40-41 Openbare nutsbedrijven;1985;120.0;150.5
1129;40-41 Openbare nutsbedrijven;1986;102.6;99.1
1130;40-41 Openbare nutsbedrijven;1987;84.3;104.5
1131;40-41 Openbare nutsbedrijven;1988;80.9;91.9
1132;40-41 Openbare nutsbedrijven;1989;80.0;92.8
1133;40-41 Openbare nutsbedrijven;1990;87.0;90.1
1134;40-41 Openbare nutsbedrijven;1991;91.3;89.2
1135;40-41 Openbare nutsbedrijven;1992;89.6;90.1
1136;40-41 Openbare nutsbedrijven;1993;87.8;88.3
1137;40-41 Openbare nutsbedrijven;1994;89.6;86.5
1138;40-41 Openbare nutsbedrijven;1995;93.9;84.7
1139;40-41 Openbare nutsbedrijven;1996;94.8;84.7
1140;40-41 Openbare nutsbedrijven;1997;100.0;87.4
1141;40-41 Openbare nutsbedrijven;1998;100.0;89.2
1142;40-41 Openbare nutsbedrijven;1999;95.7;87.4
1143;40-41 Openbare nutsbedrijven;2000;100.0;100.0
1144;40-41 Openbare nutsbedrijven;2001;99.2;105.8
1145;40-41 Openbare nutsbedrijven;2002;95.3;108.5
1146;40-41 Openbare nutsbedrijven;2003;100.0;128.3
1147;40-41 Openbare nutsbedrijven;2004;97.2;140.0
1148;40-41 Openbare nutsbedrijven;2005;108.9;187.6
1149;40-41 Openbare nutsbedrijven;2006;134.4;237.8
1150;40-41 Openbare nutsbedrijven;2007;138.8;254.0
1151;40-41 Openbare nutsbedrijven;2008;153.8;313.0
1152;40-41 Openbare nutsbedrijven;2009;;
1153;40-41 Openbare nutsbedrijven;2010;;
1154;40-41 Openbare nutsbedrijven;2011;;
