ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Huishoudens_1;HuishoudensRelatief_2
2892;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;137.0;20.5
2893;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;136.0;20.0
2894;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;133.6;19.1
2895;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;136.9;18.9
2896;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;132.6;18.0
2897;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;137.2;17.4
2898;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;141.0;17.0
2899;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;92.8;15.5
2900;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;96.7;16.0
2901;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;97.9;15.9
2902;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;96.1;15.4
2903;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;96.3;15.1
2904;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;101.7;15.7
2905;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;103.7;15.7
2906;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;104.7;15.5
2907;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;104.4;15.0
2908;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;105.0;14.6
2909;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;103.3;14.1
2910;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;105.2;13.4
2911;Hoofdkostwinner: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;108.0;13.1
2912;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;5.9;3.0
2913;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;6.8;3.3
2914;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;7.7;3.7
2915;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;6.9;3.2
2916;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;6.5;2.9
2917;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;7.5;3.2
2918;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;8.7;3.6
2919;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;9.4;3.8
2920;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;9.0;3.6
2921;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;10.1;3.9
2922;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;6.9;2.6
2923;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;5.9;2.2
2924;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;6.1;2.3
2925;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;0.8;0.4
2926;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;0.8;0.4
2927;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;0.9;0.4
2928;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;0.9;0.5
2929;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;1.2;0.6
2930;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;1.4;0.6
2931;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;1.6;0.7
2932;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;2.1;0.9
2933;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;2.6;1.0
2934;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;2.7;1.1
2935;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;2.3;0.9
2936;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;1.7;0.6
2937;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;1.7;0.6
2938;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;14.3;7.3
2939;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;14.4;7.0
2940;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;14.5;6.9
2941;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;14.9;7.0
2942;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;16.7;7.5
2943;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;20.2;8.7
2944;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;22.7;9.4
2945;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;23.7;9.6
2946;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;23.9;9.5
2947;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;24.5;9.5
2948;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;23.2;8.9
2949;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;24.1;9.1
2950;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;23.2;8.7
2951;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;6.0;3.1
2952;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;6.0;2.9
2953;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;6.1;2.9
2954;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;6.0;2.9
2955;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;6.6;3.0
2956;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;7.3;3.2
2957;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;8.6;3.6
2958;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;10.0;4.1
2959;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;12.0;4.8
2960;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;13.5;5.3
2961;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;13.6;5.2
2962;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;14.0;5.3
2963;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;13.7;5.2
2964;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;37.1;18.9
2965;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;36.0;17.6
2966;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;37.8;17.9
2967;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;37.7;17.8
2968;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;40.2;18.0
2969;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;41.8;18.0
2970;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;43.0;17.8
2971;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;42.5;17.2
2972;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;41.2;16.3
2973;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;41.9;16.3
2974;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;40.2;15.4
2975;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;42.1;15.9
2976;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;41.4;15.5
2977;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;23.6;12.1
2978;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;24.4;12.0
2979;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;25.0;11.9
2980;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;23.8;11.3
2981;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;24.0;11.0
2982;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;26.2;11.5
2983;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;28.1;11.9
2984;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;29.1;11.9
2985;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;29.0;11.6
2986;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;29.3;11.5
2987;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;28.5;11.0
2988;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;28.4;10.8
2989;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;28.3;10.7
2990;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;60.2;30.6
2991;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;59.3;28.9
2992;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;61.8;29.2
2993;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;61.1;28.8
2994;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;64.0;28.7
2995;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;66.3;28.6
2996;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;68.4;28.3
2997;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;68.1;27.6
2998;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;66.5;26.3
2999;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;67.9;26.4
3000;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;64.7;24.7
3001;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;65.8;24.8
3002;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;64.9;24.3
3003;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;43.4;22.2
3004;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;45.7;22.6
3005;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;46.8;22.4
3006;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;44.7;21.3
3007;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;45.2;20.7
3008;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;48.5;21.3
3009;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;51.2;21.7
3010;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;52.8;21.6
3011;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;52.6;21.1
3012;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;52.7;20.7
3013;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;51.1;19.7
3014;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;50.3;19.1
3015;Hoofdkostwinner: 85 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;49.7;18.7
3016;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;275.7;4.8
3017;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;312.7;5.5
3018;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;350.0;6.1
3019;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;335.0;5.8
3020;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;328.6;5.7
3021;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;311.2;5.4
3022;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;313.0;5.4
3023;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;311.4;5.3
3024;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;297.7;5.1
3025;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;266.6;4.5
3026;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;;
3027;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;;
3028;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;;
3029;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;79.0;1.4
3030;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;86.2;1.6
3031;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;94.5;1.7
3032;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;96.3;1.7
3033;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;108.6;2.0
3034;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;115.6;2.1
3035;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;118.0;2.1
3036;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;121.4;2.2
3037;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;123.2;2.2
3038;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;110.2;1.9
3039;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;;
3040;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;;
3041;Hoofdkostwinner: Nederland;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;;
3042;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;277.2;4.9
3043;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;288.1;5.0
3044;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;294.4;5.1
3045;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;299.0;5.2
3046;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;293.7;5.1
3047;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;291.6;5.0
3048;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;289.3;5.0
3049;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;284.6;4.9
3050;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;277.0;4.7
3051;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;277.4;4.7
3052;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;;
3053;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;;
3054;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;;
3055;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;78.2;1.4
3056;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;85.1;1.5
3057;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;88.9;1.6
3058;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;94.0;1.7
3059;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;96.1;1.7
3060;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;101.3;1.8
3061;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;107.7;1.9
3062;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;112.2;2.0
3063;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;117.6;2.1
3064;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;121.9;2.2
3065;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;;
3066;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;;
3067;Hoofdkostwinner: Nederland;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;;
3068;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;460.5;8.1
3069;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;469.9;8.2
3070;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;487.4;8.5
3071;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;489.4;8.5
3072;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;485.0;8.4
3073;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;477.0;8.3
3074;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;473.3;8.1
3075;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;461.3;7.9
3076;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;448.1;7.7
3077;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;448.9;7.7
3078;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;;
3079;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;;
3080;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;;
3081;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;199.0;3.6
3082;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;212.8;3.9
3083;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;223.7;4.0
3084;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;221.4;4.0
3085;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;223.8;4.0
3086;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;234.2;4.2
3087;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;242.5;4.3
3088;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;245.9;4.4
3089;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;246.5;4.4
3090;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;249.5;4.4
3091;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;;
3092;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;;
3093;Hoofdkostwinner: Nederland;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;;
3094;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;630.5;11.1
3095;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;638.6;11.2
3096;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;661.2;11.5
3097;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;657.3;11.4
3098;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;648.9;11.3
3099;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;638.9;11.1
3100;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;633.7;10.9
3101;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;618.5;10.6
3102;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;600.6;10.3
3103;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;602.8;10.3
3104;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;;
3105;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;;
3106;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;;
3107;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;325.3;5.9
3108;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;345.2;6.3
3109;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;355.8;6.4
3110;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;339.7;6.1
3111;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;340.2;6.1
3112;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;353.1;6.3
3113;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;361.5;6.5
3114;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;364.4;6.5
3115;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;363.4;6.5
3116;Hoofdkostwinner: Nederland;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;364.2;6.4
