ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;AfstandTussenWoonEnWerkgemeente_2
4588;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Limburg (PV);2013 december;1.2;113.8
4589;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Limburg (PV);2014 december;1.9;121.4
4590;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2006 december;0.0;
4591;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2007 december;0.1;161.1
4592;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2008 december;0.0;
4593;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2009 december;0.0;
4594;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2010 december;0.0;
4595;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2011 december;0.0;
4596;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2012 december;0.0;
4597;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2013 december;0.0;
4598;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Oost-Groningen (CR);2014 december;0.0;
4599;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2006 december;0.0;
4600;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2007 december;0.0;
4601;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2008 december;0.0;
4602;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2009 december;0.0;
4603;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2010 december;0.0;
4604;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2011 december;0.0;
4605;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2012 december;0.0;
4606;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2013 december;0.0;
4607;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Delfzijl en omgeving (CR);2014 december;0.0;
4608;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2006 december;0.4;154.9
4609;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2007 december;0.5;154.3
4610;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2008 december;0.5;155.4
4611;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2009 december;0.6;155.3
4612;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2010 december;0.3;152.5
4613;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2011 december;0.3;153.7
4614;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2012 december;0.5;148.2
4615;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2013 december;0.5;151.8
4616;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Overig Groningen (CR);2014 december;0.5;151.6
4617;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2006 december;0.3;127.9
4618;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2007 december;0.3;130.2
4619;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2008 december;0.3;127.4
4620;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2009 december;0.2;130.0
4621;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2010 december;0.2;130.4
4622;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2011 december;0.2;131.9
4623;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2012 december;0.2;116.4
4624;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2013 december;0.2;115.6
4625;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Friesland (CR);2014 december;0.2;128.0
4626;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2006 december;0.1;102.6
4627;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2007 december;0.1;105.9
4628;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2008 december;0.1;105.6
4629;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2009 december;0.1;105.7
4630;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2010 december;0.1;105.0
4631;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2011 december;0.1;101.1
4632;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2012 december;0.1;103.2
4633;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2013 december;0.2;101.8
4634;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Friesland (CR);2014 december;0.2;104.6
4635;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2006 december;0.1;113.7
4636;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2007 december;0.3;116.6
4637;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2008 december;0.2;112.9
4638;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2009 december;0.2;111.2
4639;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2010 december;0.3;115.6
4640;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2011 december;0.3;115.7
4641;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2012 december;0.3;112.8
4642;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2013 december;0.2;107.3
4643;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Friesland (CR);2014 december;0.2;112.5
4644;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2006 december;0.2;137.7
4645;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2007 december;0.1;139.2
4646;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2008 december;0.1;138.1
4647;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2009 december;0.1;137.0
4648;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2010 december;0.1;136.9
4649;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2011 december;0.1;133.9
4650;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2012 december;0.2;130.6
4651;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2013 december;0.1;127.0
4652;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Drenthe (CR);2014 december;0.2;123.6
4653;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2006 december;0.1;137.2
4654;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2007 december;0.2;138.7
4655;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2008 december;0.2;138.5
4656;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2009 december;0.1;137.9
4657;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2010 december;0.2;137.1
4658;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2011 december;0.2;136.0
4659;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2012 december;0.3;133.8
4660;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2013 december;0.1;119.8
4661;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidoost-Drenthe (CR);2014 december;0.1;134.3
4662;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2006 december;0.2;105.9
4663;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2007 december;0.2;103.6
4664;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2008 december;0.2;104.0
4665;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2009 december;0.1;104.1
4666;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2010 december;0.2;103.2
4667;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2011 december;0.2;101.5
4668;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2012 december;0.2;98.4
4669;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2013 december;0.3;98.5
4670;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Drenthe (CR);2014 december;0.3;102.6
4671;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2006 december;0.9;77.0
4672;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2007 december;1.0;76.4
4673;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2008 december;1.1;76.6
4674;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2009 december;1.0;76.6
4675;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2010 december;1.1;73.7
4676;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2011 december;1.0;73.9
4677;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2012 december;1.4;73.2
4678;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2013 december;1.3;74.3
4679;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Noord-Overijssel (CR);2014 december;1.8;75.7
4680;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2006 december;0.5;72.3
4681;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2007 december;0.6;71.4
4682;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2008 december;0.7;71.0
4683;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2009 december;0.7;69.0
4684;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2010 december;0.8;66.7
4685;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2011 december;0.9;66.6
4686;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2012 december;0.9;69.2
4687;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2013 december;0.9;69.0
4688;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Overijssel (CR);2014 december;1.0;68.9
4689;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2006 december;1.1;106.0
4690;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2007 december;1.3;106.1
4691;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2008 december;1.4;103.9
4692;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2009 december;1.4;103.9
4693;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2010 december;1.2;106.3
4694;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2011 december;1.3;104.0
4695;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2012 december;1.1;103.8
4696;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2013 december;1.1;102.9
4697;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Twente (CR);2014 december;1.3;104.0
4698;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2006 december;18.7;23.2
4699;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2007 december;19.3;22.7
4700;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2008 december;18.9;23.1
4701;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2009 december;19.4;23.1
4702;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2010 december;20.6;20.6
4703;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2011 december;20.8;21.0
4704;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2012 december;21.9;22.3
4705;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2013 december;21.0;22.6
4706;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Veluwe (CR);2014 december;21.2;21.9
4707;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2006 december;0.9;75.2
4708;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2007 december;0.9;71.6
4709;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2008 december;1.0;75.1
4710;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2009 december;1.2;75.3
4711;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2010 december;1.5;73.4
4712;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2011 december;1.6;72.2
4713;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2012 december;1.5;72.9
4714;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2013 december;1.5;71.9
4715;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Achterhoek (CR);2014 december;1.5;69.8
4716;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2006 december;6.1;39.8
4717;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2007 december;6.1;41.4
4718;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2008 december;6.4;41.9
4719;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2009 december;6.1;41.9
4720;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2010 december;5.9;43.9
4721;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2011 december;6.5;43.4
4722;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2012 december;7.0;43.7
4723;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2013 december;6.3;43.1
4724;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Arnhem/Nijmegen (CR);2014 december;6.8;43.7
4725;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2006 december;6.3;20.3
4726;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2007 december;6.7;21.4
4727;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2008 december;6.6;21.1
4728;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2009 december;7.1;21.4
4729;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2010 december;7.1;21.4
4730;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2011 december;6.9;21.5
4731;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2012 december;6.9;21.2
4732;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2013 december;6.6;21.9
4733;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zuidwest-Gelderland (CR);2014 december;7.2;21.5
4734;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2006 december;435.5;5.5
4735;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2007 december;447.1;5.5
4736;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2008 december;453.2;5.4
4737;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2009 december;444.6;5.5
4738;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2010 december;444.5;5.2
4739;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2011 december;455.6;5.2
4740;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2012 december;440.7;5.1
4741;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2013 december;433.2;5.1
4742;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Utrecht (CR);2014 december;432.9;5.3
4743;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2006 december;0.5;78.6
4744;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2007 december;0.5;80.7
4745;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2008 december;0.4;77.2
4746;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2009 december;0.3;75.3
4747;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2010 december;0.4;75.9
4748;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2011 december;0.4;75.1
4749;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2012 december;0.4;75.3
4750;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2013 december;0.5;73.3
4751;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Kop van Noord-Holland (CR);2014 december;0.5;72.7
4752;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2006 december;0.4;67.0
4753;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2007 december;0.3;64.6
4754;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2008 december;0.3;65.4
4755;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2009 december;0.3;65.4
4756;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2010 december;0.4;65.1
4757;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2011 december;0.4;65.1
4758;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2012 december;0.5;63.3
4759;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2013 december;0.3;63.2
4760;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Alkmaar en omgeving (CR);2014 december;0.3;65.1
4761;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2006 december;0.3;52.4
4762;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2007 december;0.3;51.1
4763;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2008 december;0.4;52.1
4764;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2009 december;0.4;51.5
4765;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2010 december;0.3;51.3
4766;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2011 december;0.4;50.7
4767;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2012 december;0.7;52.5
4768;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2013 december;0.8;53.2
4769;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);IJmond (CR);2014 december;0.5;52.9
4770;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2006 december;1.1;45.5
4771;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2007 december;1.2;45.2
4772;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2008 december;1.3;45.3
4773;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2009 december;1.3;45.7
4774;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2010 december;1.2;46.8
4775;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2011 december;1.5;47.5
4776;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2012 december;1.3;46.1
4777;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2013 december;1.3;47.2
4778;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Haarlem (CR);2014 december;1.1;45.9
4779;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2006 december;0.5;45.3
4780;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2007 december;0.8;46.7
4781;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2008 december;0.5;47.2
4782;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2009 december;0.4;47.0
4783;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2010 december;0.5;46.5
4784;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2011 december;0.6;47.8
4785;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2012 december;0.5;47.2
4786;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2013 december;0.7;50.2
4787;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Zaanstreek (CR);2014 december;0.8;49.3
4788;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2006 december;40.5;31.6
4789;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2007 december;42.3;31.7
4790;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2008 december;41.9;31.6
4791;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2009 december;41.9;31.5
4792;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2010 december;42.4;30.9
4793;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2011 december;44.7;31.4
4794;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2012 december;44.3;31.5
4795;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2013 december;44.5;31.7
4796;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Groot-Amsterdam (CR);2014 december;46.7;31.4
4797;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2006 december;18.2;16.2
4798;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2007 december;18.1;16.2
4799;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2008 december;17.3;15.9
4800;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2009 december;16.4;15.8
4801;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2010 december;16.9;15.4
4802;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2011 december;17.3;16.0
4803;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2012 december;16.6;15.7
4804;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2013 december;16.3;16.1
4805;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Het Gooi en Vechtstreek (CR);2014 december;16.2;16.2
4806;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Leiden en Bollenstreek (CR);2006 december;2.0;42.6
4807;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Leiden en Bollenstreek (CR);2007 december;2.2;43.3
4808;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Leiden en Bollenstreek (CR);2008 december;2.4;43.4
4809;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Leiden en Bollenstreek (CR);2009 december;2.5;42.7
4810;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);Agglomeratie Leiden en Bollenstreek (CR);2010 december;2.3;43.4
