ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
4940;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2009;;;;;;;;;;;
4941;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2010;;;;;;;;;;;
4942;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2011;;;;;;;;;;;
4943;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2012;;;;;;;;;;;
4944;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;
4945;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2006;;;;;;;;;;;
4946;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2007;;;;;;;;;;;
4947;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2008;;;;;;;;;;;
4948;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2009;;;;;;;;;;;
4949;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2010;;;;;;;;;;;
4950;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2011;;;;;;;;;;;
4951;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2012;;;;;;;;;;;
4952;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2005;;;;;;;;;;;
4953;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2006;;;;;;;;;;;
4954;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2007;;;;;;;;;;;
4955;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2008;;;;;;;;;;;
4956;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2009;;;;;;;;;;;
4957;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2010;;;;;;;;;;;
4958;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2011;;;;;;;;;;;
4959;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2012;;;;;;;;;;;
4960;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2005;;;;;;;;;;;
4961;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2006;;;;;;;;;;;
4962;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2007;;;;;;;;;;;
4963;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2008;;;;;;;;;;;
4964;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2009;;;;;;;;;;;
4965;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2010;;;;;;;;;;;
4966;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2011;;;;;;;;;;;
4967;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2012;;;;;;;;;;;
4968;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2005;131300.0;10300.0;11000.0;44.0;5400.0;5600.0;22.0;55.0;15700.0;16600.0;66.0
4969;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2006;146100.0;10400.0;11200.0;43.0;5500.0;5800.0;22.0;55.0;15900.0;17000.0;65.0
4970;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2007;158750.0;10800.0;11500.0;42.0;6200.0;6700.0;24.0;56.0;17000.0;18200.0;66.0
4971;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2008;166550.0;11200.0;11900.0;42.0;6700.0;7200.0;25.0;58.0;17900.0;19100.0;67.0
4972;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;171550.0;11700.0;12500.0;47.0;6500.0;7000.0;26.0;57.0;18200.0;19500.0;73.0
4973;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;179600.0;11900.0;12700.0;46.0;6600.0;7100.0;25.0;58.0;18500.0;19800.0;71.0
4974;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;175500.0;12100.0;12900.0;44.0;6700.0;7200.0;25.0;57.0;18800.0;20100.0;69.0
4975;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;173950.0;12300.0;13100.0;44.0;6500.0;7100.0;24.0;55.0;18800.0;20200.0;68.0
4976;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2005;71100.0;10400.0;11100.0;42.0;5700.0;5900.0;22.0;65.0;16100.0;17000.0;64.0
4977;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2006;78050.0;10500.0;11300.0;41.0;5800.0;6100.0;22.0;66.0;16300.0;17400.0;63.0
4978;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2007;83500.0;10900.0;11600.0;40.0;6600.0;6900.0;24.0;67.0;17500.0;18500.0;64.0
4979;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2008;87900.0;11300.0;12000.0;40.0;7200.0;7600.0;25.0;68.0;18500.0;19600.0;65.0
4980;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2009;88850.0;11800.0;12600.0;48.0;6900.0;7300.0;28.0;67.0;18700.0;19900.0;76.0
4981;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2010;93600.0;12000.0;12700.0;46.0;6800.0;7300.0;27.0;68.0;18800.0;20000.0;73.0
4982;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2011;92700.0;12200.0;12900.0;45.0;6900.0;7400.0;26.0;67.0;19100.0;20300.0;71.0
4983;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2012;91350.0;12300.0;13100.0;45.0;6700.0;7300.0;25.0;64.0;19000.0;20400.0;70.0
4984;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2005;60200.0;10200.0;10900.0;46.0;5000.0;5300.0;23.0;42.0;15200.0;16200.0;69.0
4985;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2006;68000.0;10300.0;11000.0;45.0;5100.0;5500.0;22.0;43.0;15400.0;16500.0;67.0
4986;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2007;75250.0;10700.0;11400.0;44.0;5800.0;6300.0;24.0;45.0;16500.0;17700.0;68.0
4987;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2008;78650.0;11000.0;11800.0;44.0;6200.0;6700.0;25.0;46.0;17200.0;18500.0;69.0
4988;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2009;82650.0;11600.0;12400.0;46.0;6200.0;6800.0;25.0;46.0;17800.0;19200.0;71.0
4989;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2010;86000.0;11800.0;12600.0;45.0;6200.0;6800.0;24.0;47.0;18000.0;19400.0;69.0
4990;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2011;82800.0;12100.0;12800.0;44.0;6400.0;7000.0;24.0;47.0;18500.0;19800.0;68.0
4991;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2012;82550.0;12200.0;13000.0;43.0;6200.0;6900.0;23.0;46.0;18400.0;19900.0;66.0
4992;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;30050.0;7800.0;8500.0;39.0;3900.0;4100.0;19.0;34.0;11700.0;12600.0;58.0
4993;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;32000.0;7900.0;8600.0;39.0;4000.0;4300.0;19.0;34.0;11900.0;12900.0;58.0
4994;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;34550.0;8200.0;9000.0;37.0;4500.0;4900.0;20.0;35.0;12700.0;13900.0;57.0
4995;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;37850.0;8600.0;9400.0;38.0;4700.0;5200.0;21.0;37.0;13300.0;14600.0;59.0
4996;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;40750.0;9000.0;9900.0;41.0;4000.0;4400.0;18.0;35.0;13000.0;14300.0;59.0
4997;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;44350.0;9200.0;10000.0;41.0;4000.0;4400.0;18.0;34.0;13200.0;14400.0;59.0
4998;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;45950.0;9400.0;10200.0;41.0;4000.0;4400.0;17.0;34.0;13400.0;14600.0;58.0
4999;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;47700.0;9500.0;10300.0;41.0;3800.0;4200.0;16.0;31.0;13300.0;14500.0;57.0
5000;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2005;14600.0;7700.0;8400.0;37.0;4100.0;4400.0;19.0;39.0;11800.0;12800.0;56.0
5001;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2006;15200.0;7800.0;8500.0;37.0;4200.0;4500.0;20.0;39.0;12000.0;13000.0;57.0
5002;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2007;16100.0;8100.0;8800.0;35.0;4600.0;5000.0;20.0;40.0;12700.0;13800.0;55.0
5003;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2008;17600.0;8400.0;9200.0;35.0;4900.0;5300.0;21.0;43.0;13300.0;14500.0;56.0
5004;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2009;18450.0;8800.0;9600.0;42.0;4100.0;4400.0;19.0;41.0;12900.0;14000.0;61.0
5005;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2010;20350.0;8900.0;9700.0;42.0;4000.0;4400.0;19.0;40.0;12900.0;14100.0;61.0
5006;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2011;23400.0;8900.0;9700.0;41.0;3800.0;4100.0;17.0;37.0;12700.0;13800.0;58.0
5007;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2012;24300.0;8900.0;9800.0;40.0;3700.0;4000.0;16.0;35.0;12600.0;13800.0;56.0
5008;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2005;15450.0;7900.0;8600.0;41.0;3600.0;3800.0;19.0;28.0;11500.0;12400.0;60.0
5009;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2006;16800.0;8000.0;8800.0;41.0;3700.0;4000.0;19.0;29.0;11700.0;12800.0;60.0
5010;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2007;18500.0;8400.0;9100.0;40.0;4300.0;4700.0;21.0;30.0;12700.0;13800.0;61.0
5011;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2008;20250.0;8700.0;9500.0;39.0;4600.0;5000.0;21.0;32.0;13300.0;14500.0;60.0
5012;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2009;22300.0;9200.0;10000.0;41.0;4000.0;4300.0;18.0;30.0;13200.0;14300.0;59.0
5013;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2010;24000.0;9400.0;10200.0;41.0;4000.0;4300.0;17.0;30.0;13400.0;14500.0;58.0
5014;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2011;22550.0;9900.0;10700.0;41.0;4200.0;4600.0;18.0;30.0;14100.0;15300.0;59.0
5015;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2012;23450.0;10000.0;10800.0;41.0;3900.0;4300.0;16.0;28.0;13900.0;15100.0;57.0
5016;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2005;20100.0;6700.0;7300.0;36.0;3200.0;3400.0;17.0;25.0;9900.0;10700.0;53.0
5017;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2006;21150.0;6800.0;7500.0;36.0;3100.0;3400.0;17.0;25.0;9900.0;10900.0;53.0
5018;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2007;22900.0;7000.0;7800.0;35.0;3500.0;3900.0;18.0;25.0;10500.0;11700.0;53.0
5019;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2008;25550.0;7400.0;8200.0;36.0;3800.0;4200.0;18.0;29.0;11200.0;12400.0;54.0
5020;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2009;28100.0;7900.0;8800.0;39.0;2900.0;3200.0;14.0;26.0;10800.0;12000.0;53.0
5021;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2010;30850.0;8100.0;8900.0;40.0;2900.0;3200.0;14.0;26.0;11000.0;12100.0;54.0
5022;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2011;32500.0;8400.0;9200.0;39.0;3000.0;3200.0;14.0;26.0;11400.0;12400.0;53.0
5023;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2012;34050.0;8400.0;9300.0;40.0;2700.0;3000.0;13.0;24.0;11100.0;12300.0;53.0
5024;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2005;9550.0;6300.0;7000.0;33.0;3300.0;3500.0;17.0;29.0;9600.0;10500.0;50.0
5025;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2006;9800.0;6400.0;7100.0;34.0;3200.0;3500.0;17.0;27.0;9600.0;10600.0;51.0
5026;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2007;10400.0;6700.0;7400.0;32.0;3500.0;3900.0;17.0;28.0;10200.0;11300.0;49.0
5027;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2008;11650.0;7000.0;7800.0;33.0;3800.0;4200.0;18.0;32.0;10800.0;12000.0;51.0
5028;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2009;12450.0;7500.0;8300.0;39.0;2700.0;3000.0;14.0;30.0;10200.0;11300.0;53.0
5029;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2010;13900.0;7600.0;8500.0;39.0;2800.0;3100.0;14.0;29.0;10400.0;11600.0;53.0
5030;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2011;16850.0;7700.0;8500.0;39.0;2700.0;3000.0;14.0;28.0;10400.0;11500.0;53.0
5031;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2012;17650.0;7800.0;8600.0;38.0;2600.0;2800.0;13.0;26.0;10400.0;11400.0;51.0
5032;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2005;10600.0;7000.0;7700.0;39.0;3100.0;3300.0;17.0;22.0;10100.0;11000.0;56.0
5033;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2006;11350.0;7100.0;7800.0;38.0;3100.0;3400.0;17.0;22.0;10200.0;11200.0;55.0
5034;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2007;12500.0;7400.0;8100.0;38.0;3500.0;3900.0;18.0;23.0;10900.0;12000.0;56.0
5035;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2008;13900.0;7800.0;8600.0;38.0;3800.0;4300.0;19.0;25.0;11600.0;12900.0;57.0
5036;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2009;15650.0;8300.0;9100.0;40.0;3000.0;3300.0;15.0;23.0;11300.0;12400.0;55.0
5037;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2010;16950.0;8500.0;9300.0;40.0;3000.0;3300.0;14.0;23.0;11500.0;12600.0;54.0
5038;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2011;15600.0;9100.0;9900.0;40.0;3200.0;3500.0;14.0;24.0;12300.0;13400.0;54.0
5039;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2012;16450.0;9200.0;10000.0;41.0;2900.0;3200.0;13.0;22.0;12100.0;13200.0;54.0
5040;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2005;9950.0;10100.0;10800.0;44.0;5200.0;5500.0;22.0;50.0;15300.0;16300.0;66.0
5041;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2006;10850.0;10200.0;10900.0;44.0;5500.0;5900.0;23.0;52.0;15700.0;16800.0;67.0
5042;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2007;11650.0;10600.0;11300.0;41.0;6300.0;6800.0;24.0;53.0;16900.0;18100.0;65.0
5043;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2008;12350.0;10900.0;11700.0;41.0;6600.0;7100.0;25.0;55.0;17500.0;18800.0;66.0
5044;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2009;12650.0;11500.0;12300.0;45.0;6600.0;7100.0;26.0;53.0;18100.0;19400.0;71.0
5045;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2010;13450.0;11700.0;12400.0;44.0;6500.0;7000.0;25.0;54.0;18200.0;19400.0;69.0
5046;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2011;13450.0;11800.0;12600.0;43.0;6500.0;7100.0;24.0;52.0;18300.0;19700.0;67.0
5047;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2012;13650.0;12000.0;12800.0;42.0;6400.0;7000.0;23.0;49.0;18400.0;19800.0;65.0
5048;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2005;5050.0;10300.0;10900.0;41.0;5700.0;6000.0;23.0;59.0;16000.0;16900.0;64.0
5049;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2006;5350.0;10300.0;11100.0;42.0;6100.0;6400.0;24.0;61.0;16400.0;17500.0;66.0
5050;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2007;5700.0;10700.0;11400.0;39.0;6700.0;7100.0;24.0;62.0;17400.0;18500.0;63.0
5051;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2008;5950.0;11000.0;11800.0;39.0;7100.0;7600.0;25.0;65.0;18100.0;19400.0;64.0
5052;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2009;6000.0;11600.0;12400.0;46.0;7100.0;7500.0;28.0;64.0;18700.0;19900.0;74.0
5053;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2010;6400.0;11800.0;12500.0;45.0;6700.0;7100.0;26.0;64.0;18500.0;19600.0;71.0
5054;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2011;6550.0;11900.0;12700.0;44.0;6600.0;7100.0;25.0;61.0;18500.0;19800.0;69.0
5055;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2012;6650.0;12000.0;12800.0;43.0;6600.0;7100.0;24.0;57.0;18600.0;19900.0;67.0
5056;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2005;4900.0;10000.0;10700.0;47.0;4700.0;5000.0;22.0;41.0;14700.0;15700.0;69.0
5057;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2006;5450.0;10100.0;10800.0;46.0;5000.0;5400.0;23.0;42.0;15100.0;16200.0;69.0
5058;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2007;6000.0;10400.0;11200.0;43.0;5900.0;6400.0;25.0;44.0;16300.0;17600.0;68.0
5059;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2008;6350.0;10800.0;11600.0;42.0;6100.0;6700.0;24.0;45.0;16900.0;18300.0;66.0
5060;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2009;6650.0;11400.0;12200.0;44.0;6100.0;6700.0;24.0;44.0;17500.0;18900.0;68.0
5061;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2010;7050.0;11600.0;12300.0;43.0;6300.0;6900.0;24.0;45.0;17900.0;19200.0;67.0
5062;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2011;6900.0;11800.0;12600.0;42.0;6500.0;7100.0;24.0;44.0;18300.0;19700.0;66.0
5063;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2012;7000.0;12000.0;12800.0;41.0;6200.0;6900.0;22.0;42.0;18200.0;19700.0;63.0
5064;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;
5065;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2006;;;;;;;;;;;
5066;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2007;;;;;;;;;;;
5067;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2008;;;;;;;;;;;
5068;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;;;;;;;;;;;
5069;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;;;;;;;;;;;
5070;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;;;;;;;;;;;
5071;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;;;;;;;;;;;
5072;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2005;;;;;;;;;;;
5073;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2006;;;;;;;;;;;
5074;Totaal huishoudsamenstelling;60 tot 65 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2007;;;;;;;;;;;
