ID;IndicatieGrondslag;LeveringsvormZorg;Zorgzwaartepakket;Perioden;PersonenMetIndicatieOpPeildatum_1;PersonenMetIndicatieOpPeildatum_2
4223;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2017;;
4224;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2018;;
4225;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2019;;
4226;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2020;;
4227;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2021;20.0;0.0
4228;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2022;30.0;0.0
4229;Totaal personen;Totaal combinatie zin/pgb;zzp 4W GGZ Wonen met intensieve begele..;2023;50.0;0.0
4230;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2015;;
4231;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2016;;
4232;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2017;;
4233;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2018;;
4234;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2019;;
4235;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2020;;
4236;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2021;0.0;0.0
4237;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2022;0.0;0.0
4238;Totaal personen;Totaal combinatie zin/pgb;zzp 5W GGZ Beveiligd Wonen vanwege ext..;2023;0.0;0.0
4239;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2015;0.0;0.0
4240;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2016;0.0;0.0
4241;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2017;0.0;0.0
4242;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2018;0.0;0.0
4243;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2019;0.0;0.0
4244;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2020;0.0;0.0
4245;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2021;0.0;0.0
4246;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2022;0.0;0.0
4247;Totaal personen;Totaal combinatie zin/pgb;Partnerverblijf;2023;0.0;0.0
4248;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2015;18300.0;0.11
4249;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2016;20825.0;0.12
4250;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2017;20600.0;0.12
4251;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2018;15610.0;0.09
4252;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2019;16010.0;0.09
4253;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2020;16035.0;0.09
4254;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2021;16180.0;0.09
4255;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2022;16400.0;0.09
4256;Totaal personen;Geen Wlz-zorg;Totaal Wlz/ZMV-AWBZ;2023;16775.0;0.09
4257;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2015;1315.0;0.01
4258;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2016;1400.0;0.01
4259;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2017;15.0;0.0
4260;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2018;5.0;0.0
4261;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2019;5.0;0.0
4262;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2020;55.0;0.0
4263;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2021;15.0;0.0
4264;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2022;15.0;0.0
4265;Totaal personen;Geen Wlz-zorg;Geen zorgzwaartepakket (zzp);2023;10.0;0.0
4266;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2015;8155.0;0.05
4267;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2016;8165.0;0.05
4268;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2017;7970.0;0.05
4269;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2018;5105.0;0.03
4270;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2019;4735.0;0.03
4271;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2020;4255.0;0.02
4272;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2021;3965.0;0.02
4273;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2022;3900.0;0.02
4274;Totaal personen;Geen Wlz-zorg;Totaal zzp Verpleging en verzorging (VV);2023;3815.0;0.02
4275;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2015;550.0;0.0
4276;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2016;540.0;0.0
4277;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2017;440.0;0.0
4278;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2018;340.0;0.0
4279;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2019;240.0;0.0
4280;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2020;180.0;0.0
4281;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2021;130.0;0.0
4282;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2022;85.0;0.0
4283;Totaal personen;Geen Wlz-zorg;zzp 1 VV Beschut wonen met enige bege..;2023;65.0;0.0
4284;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2015;1150.0;0.01
4285;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2016;1415.0;0.01
4286;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2017;1090.0;0.01
4287;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2018;740.0;0.0
4288;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2019;530.0;0.0
4289;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2020;370.0;0.0
4290;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2021;250.0;0.0
4291;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2022;150.0;0.0
4292;Totaal personen;Geen Wlz-zorg;zzp 2 VV Beschut wonen met begeleidin..;2023;105.0;0.0
4293;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2015;1470.0;0.01
4294;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2016;1975.0;0.01
4295;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2017;1510.0;0.01
4296;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2018;1055.0;0.01
4297;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2019;775.0;0.0
4298;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2020;575.0;0.0
4299;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2021;435.0;0.0
4300;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2022;310.0;0.0
4301;Totaal personen;Geen Wlz-zorg;zzp 3 VV Beschut wonen met begeleidin..;2023;235.0;0.0
4302;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2015;1905.0;0.01
4303;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2016;1645.0;0.01
4304;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2017;1535.0;0.01
4305;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2018;1110.0;0.01
4306;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2019;1115.0;0.01
4307;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2020;1105.0;0.01
4308;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2021;1035.0;0.01
4309;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2022;1145.0;0.01
4310;Totaal personen;Geen Wlz-zorg;zzp 4 VV Beschut wonen met intensieve..;2023;990.0;0.01
4311;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2015;1575.0;0.01
4312;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2016;1270.0;0.01
4313;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2017;1855.0;0.01
4314;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2018;1000.0;0.01
4315;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2019;1190.0;0.01
4316;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2020;1255.0;0.01
4317;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2021;1270.0;0.01
4318;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2022;1390.0;0.01
4319;Totaal personen;Geen Wlz-zorg;zzp 5 VV Beschermd wonen met intensie..;2023;1590.0;0.01
4320;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2015;1055.0;0.01
4321;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2016;925.0;0.01
4322;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2017;945.0;0.01
4323;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2018;535.0;0.0
4324;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2019;550.0;0.0
4325;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2020;485.0;0.0
4326;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2021;530.0;0.0
4327;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2022;535.0;0.0
4328;Totaal personen;Geen Wlz-zorg;zzp 6 VV Beschermd wonen met intensie..;2023;530.0;0.0
4329;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2015;220.0;0.0
4330;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2016;200.0;0.0
4331;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2017;275.0;0.0
4332;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2018;140.0;0.0
4333;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2019;140.0;0.0
4334;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2020;110.0;0.0
4335;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2021;90.0;0.0
4336;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2022;80.0;0.0
4337;Totaal personen;Geen Wlz-zorg;zzp 7 VV Beschermd wonen met zeer int..;2023;75.0;0.0
4338;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2015;80.0;0.0
4339;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2016;60.0;0.0
4340;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2017;150.0;0.0
4341;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2018;65.0;0.0
4342;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2019;50.0;0.0
4343;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2020;45.0;0.0
4344;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2021;55.0;0.0
4345;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2022;45.0;0.0
4346;Totaal personen;Geen Wlz-zorg;zzp 8 VV Beschermd wonen met zeer int..;2023;50.0;0.0
4347;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2015;;
4348;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2016;;
4349;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2017;;
4350;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2018;;
4351;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2019;;
4352;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2020;;
4353;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2021;;
4354;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2022;;
4355;Totaal personen;Geen Wlz-zorg;zzp 9 VV Herstelgerichte behandeling ..;2023;;
4356;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2015;70.0;0.0
4357;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2016;100.0;0.0
4358;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2017;135.0;0.0
4359;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2018;105.0;0.0
4360;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2019;130.0;0.0
4361;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2020;120.0;0.0
4362;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2021;170.0;0.0
4363;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2022;155.0;0.0
4364;Totaal personen;Geen Wlz-zorg;zzp 9b VV Herstelgerichte behandeling..;2023;175.0;0.0
4365;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2015;80.0;0.0
4366;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2016;35.0;0.0
4367;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2017;25.0;0.0
4368;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2018;15.0;0.0
4369;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2019;10.0;0.0
4370;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2020;10.0;0.0
4371;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2021;5.0;0.0
4372;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2022;5.0;0.0
4373;Totaal personen;Geen Wlz-zorg;zzp 10 VV Beschermd verblijf met inte..;2023;5.0;0.0
4374;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2015;6860.0;0.04
4375;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2016;8860.0;0.05
4376;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2017;9760.0;0.06
4377;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2018;9545.0;0.06
4378;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2019;10110.0;0.06
4379;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2020;10510.0;0.06
4380;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2021;10325.0;0.06
4381;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2022;10435.0;0.06
4382;Totaal personen;Geen Wlz-zorg;Totaal zzp Gehandicaptenzorg (GHZ);2023;10660.0;0.06
4383;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2015;170.0;0.0
4384;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2016;320.0;0.0
4385;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2017;330.0;0.0
4386;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2018;385.0;0.0
4387;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2019;415.0;0.0
4388;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2020;415.0;0.0
4389;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2021;405.0;0.0
4390;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2022;395.0;0.0
4391;Totaal personen;Geen Wlz-zorg;zzp 1 VG Wonen met enige begeleiding..;2023;390.0;0.0
4392;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2015;1375.0;0.01
4393;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2016;2600.0;0.02
4394;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2017;2635.0;0.02
4395;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2018;2700.0;0.02
4396;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2019;2740.0;0.02
4397;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2020;2770.0;0.02
4398;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2021;2690.0;0.02
4399;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2022;2630.0;0.01
4400;Totaal personen;Geen Wlz-zorg;zzp 2 VG Wonen met begeleiding..;2023;2590.0;0.01
4401;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2015;1965.0;0.01
4402;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2016;2240.0;0.01
4403;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2017;2515.0;0.01
4404;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2018;2685.0;0.02
4405;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2019;2980.0;0.02
4406;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2020;3045.0;0.02
4407;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2021;3145.0;0.02
4408;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2022;3260.0;0.02
4409;Totaal personen;Geen Wlz-zorg;zzp 3 VG Wonen met begeleiding en ver..;2023;3415.0;0.02
4410;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2015;250.0;0.0
4411;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2016;335.0;0.0
4412;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2017;440.0;0.0
4413;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2018;430.0;0.0
4414;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2019;455.0;0.0
4415;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2020;535.0;0.0
4416;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2021;525.0;0.0
4417;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2022;540.0;0.0
4418;Totaal personen;Geen Wlz-zorg;zzp 4 VG Wonen met begeleiding en int..;2023;595.0;0.0
4419;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2015;70.0;0.0
4420;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2016;105.0;0.0
4421;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2017;180.0;0.0
4422;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2018;110.0;0.0
4423;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2019;125.0;0.0
4424;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2020;165.0;0.0
4425;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2021;145.0;0.0
4426;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2022;125.0;0.0
4427;Totaal personen;Geen Wlz-zorg;zzp 5 VG Wonen met intensieve begelei..;2023;135.0;0.0
4428;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2015;1155.0;0.01
4429;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2016;1355.0;0.01
4430;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2017;1590.0;0.01
4431;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2018;1585.0;0.01
4432;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2019;1770.0;0.01
4433;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2020;1890.0;0.01
4434;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2021;1885.0;0.01
4435;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2022;1995.0;0.01
4436;Totaal personen;Geen Wlz-zorg;zzp 6 VG Wonen met intensieve begelei..;2023;2100.0;0.01
4437;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2015;200.0;0.0
4438;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2016;245.0;0.0
4439;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2017;390.0;0.0
4440;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2018;265.0;0.0
4441;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2019;270.0;0.0
4442;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2020;275.0;0.0
4443;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2021;275.0;0.0
4444;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2022;285.0;0.0
4445;Totaal personen;Geen Wlz-zorg;zzp 7 VG (Besloten) wonen met zeer in..;2023;305.0;0.0
4446;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2015;20.0;0.0
4447;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2016;30.0;0.0
4448;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2017;85.0;0.0
4449;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2018;40.0;0.0
4450;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2019;30.0;0.0
4451;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2020;45.0;0.0
4452;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2021;30.0;0.0
4453;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2022;25.0;0.0
4454;Totaal personen;Geen Wlz-zorg;zzp 8 VG Wonen met begeleiding en vol..;2023;25.0;0.0
4455;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2015;15.0;0.0
4456;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2016;10.0;0.0
4457;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2017;5.0;0.0
4458;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2018;5.0;0.0
4459;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2019;5.0;0.0
4460;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2020;5.0;0.0
4461;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2021;5.0;0.0
4462;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2022;5.0;0.0
4463;Totaal personen;Geen Wlz-zorg;zzp 1 LVG Wonen met enige behandeling..;2023;0.0;0.0
4464;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2015;150.0;0.0
4465;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2016;105.0;0.0
4466;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2017;100.0;0.0
4467;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2018;95.0;0.0
4468;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2019;85.0;0.0
4469;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2020;105.0;0.0
4470;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2021;85.0;0.0
4471;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2022;60.0;0.0
4472;Totaal personen;Geen Wlz-zorg;zzp 2 LVG Wonen met behandeling en be..;2023;55.0;0.0
4473;Totaal personen;Geen Wlz-zorg;zzp 3 LVG Wonen met intensieve behand..;2015;340.0;0.0
4474;Totaal personen;Geen Wlz-zorg;zzp 3 LVG Wonen met intensieve behand..;2016;260.0;0.0
