ID;Populatie;RegioS;Motieven;Geslacht;Persoonskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
5962;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1990;;;
5963;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1991;;;
5964;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1992;;;
5965;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1993;;;
5966;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1994;;;
5967;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1995;0.31;2.43;6.54
5968;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1996;0.29;1.23;4.36
5969;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1997;0.36;3.12;6.9
5970;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1998;0.31;3.54;7.89
5971;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;1999;0.46;3.13;9.48
5972;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2000;0.33;2.34;7.67
5973;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2001;0.41;4.23;9.31
5974;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2002;0.33;3.8;8.92
5975;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2003;0.26;0.74;3.78
5976;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2004;0.45;2.52;8.65
5977;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2005;0.35;2.74;6.84
5978;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2006;0.16;1.3;3.12
5979;Hele bevolking;Nederland;2;3;Personen met een studentenweekendkaart;2007;0.35;1.74;6.43
5980;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1985;;;
5981;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1986;;;
5982;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1987;;;
5983;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1988;;;
5984;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1989;;;
5985;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1990;;;
5986;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1991;;;
5987;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1992;;;
5988;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1993;;;
5989;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1994;;;
5990;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1995;0.33;3.38;6.57
5991;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1996;0.34;3.6;6.93
5992;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1997;0.35;3.75;7.25
5993;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1998;0.36;3.91;7.52
5994;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;1999;0.37;4.4;8.34
5995;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2000;0.38;4.4;8.32
5996;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2001;0.37;4.36;8.21
5997;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2002;0.38;4.38;8.2
5998;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2003;0.38;4.4;8.31
5999;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2004;0.39;4.73;8.86
6000;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2005;0.39;4.67;8.91
6001;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2006;0.41;5.08;9.66
6002;Hele bevolking;Nederland;2;3;Personen zonder studenten-OV-kaart;2007;0.4;5.14;9.73
6003;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1985;0.22;1.5;4.5
6004;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1986;0.22;1.54;4.49
6005;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1987;0.25;1.62;5.28
6006;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1988;0.25;1.93;5.7
6007;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1989;0.26;1.96;5.52
6008;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1990;0.25;1.79;5.24
6009;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1991;0.28;2.12;6.14
6010;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1992;0.26;2.06;5.33
6011;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1993;0.28;1.74;5.17
6012;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1994;0.26;2.12;5.72
6013;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1995;0.26;2.11;5.62
6014;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1996;0.28;2.35;6.14
6015;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1997;0.29;2.52;6.6
6016;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1998;0.29;2.62;6.71
6017;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;1999;0.29;2.91;7.33
6018;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2000;0.29;3.05;7.61
6019;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2001;0.31;2.99;7.75
6020;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2002;0.3;2.87;7.41
6021;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2003;0.3;2.81;7.65
6022;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2004;0.32;3.18;8.01
6023;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2005;0.29;2.77;7.61
6024;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2006;0.32;2.95;8.55
6025;Hele bevolking;Nederland;2;3;Geen auto beschikbaar;2007;0.29;2.94;8.07
6026;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1985;0.35;2.26;5.5
6027;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1986;0.34;1.97;5.02
6028;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1987;0.35;2.69;6.31
6029;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1988;0.38;2.59;6.17
6030;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1989;0.44;3.23;7.57
6031;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1990;0.43;3.29;7.46
6032;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1991;0.41;3.09;7.16
6033;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1992;0.43;3.17;7.59
6034;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1993;0.42;2.92;6.85
6035;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1994;0.41;3.12;7.25
6036;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1995;0.41;3.28;7.58
6037;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1996;0.42;3.3;7.61
6038;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1997;0.42;3.39;7.81
6039;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1998;0.44;3.6;8.26
6040;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;1999;0.47;4.54;9.6
6041;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2000;0.46;4.28;9.3
6042;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2001;0.46;4.15;9.12
6043;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2002;0.48;4.28;9.27
6044;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2003;0.47;4.05;9.08
6045;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2004;0.49;4.41;10.14
6046;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2005;0.45;4.15;9.45
6047;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2006;0.49;4.74;10.52
6048;Hele bevolking;Nederland;2;3;Wel rijbewijs en soms auto beschikbaar;2007;0.45;4.75;10.35
6049;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1985;0.56;5.73;9.87
6050;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1986;0.61;6.77;11.17
6051;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1987;0.58;6.03;10.39
6052;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1988;0.62;6.5;11.49
6053;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1989;0.63;7.56;12.17
6054;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1990;0.66;7.54;11.9
6055;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1991;0.61;7.06;11.64
6056;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1992;0.65;8.38;12.74
6057;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1993;0.62;7.32;11.9
6058;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1994;0.61;7.75;12.21
6059;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1995;0.58;7.71;12.08
6060;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1996;0.61;8.13;12.61
6061;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1997;0.61;8.17;12.73
6062;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1998;0.61;8.25;13.06
6063;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;1999;0.62;8.7;13.99
6064;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2000;0.63;8.62;13.83
6065;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2001;0.6;8.43;13.28
6066;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2002;0.61;8.49;13.4
6067;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2003;0.62;8.47;13.47
6068;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2004;0.63;9.03;14.39
6069;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2005;0.64;9.18;14.85
6070;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2006;0.65;9.59;15.41
6071;Hele bevolking;Nederland;2;3;Wel rijbewijs en autobezitter;2007;0.65;9.45;15.46
6072;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1985;;;
6073;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1986;;;
6074;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1987;;;
6075;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1988;;;
6076;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1989;;;
6077;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1990;;;
6078;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1991;;;
6079;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1992;;;
6080;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1993;;;
6081;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1994;0.11;3.08;4.08
6082;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1995;0.12;3.28;4.24
6083;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1996;0.11;3.14;4.15
6084;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1997;0.12;3.27;4.27
6085;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1998;0.11;3.12;4.02
6086;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;1999;0.11;3.15;4.08
6087;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2000;0.11;3.0;3.88
6088;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2001;0.1;3.02;4.0
6089;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2002;0.1;2.98;3.83
6090;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2003;0.1;2.95;3.72
6091;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2004;0.1;2.69;3.42
6092;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2005;0.09;2.54;3.19
6093;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2006;0.09;2.51;3.19
6094;Hele bevolking;Nederland;3;1;Totaal persoonskenmerken;2007;0.09;2.62;3.2
6095;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1985;;;
6096;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1986;;;
6097;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1987;;;
6098;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1988;;;
6099;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1989;;;
6100;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1990;;;
6101;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1991;;;
6102;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1992;;;
6103;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1993;;;
6104;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1994;0.0;0.0;0.0
6105;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1995;0.0;0.0;0.0
6106;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1996;0.0;0.0;0.0
6107;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1997;0.0;0.0;0.0
6108;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1998;0.0;0.0;0.0
6109;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;1999;0.0;0.0;0.0
6110;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2000;0.0;0.0;0.0
6111;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2001;0.0;0.0;0.01
6112;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2002;0.0;0.0;0.0
6113;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2003;0.0;0.0;0.0
6114;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2004;;;
6115;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2005;;;
6116;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2006;;;
6117;Hele bevolking;Nederland;3;1;Jonger dan 12 jaar - geen eigen inkomen;2007;;;
6118;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1985;0.03;0.45;0.67
6119;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1986;0.03;0.3;0.52
6120;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1987;0.02;0.29;0.46
6121;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1988;0.01;0.2;0.45
6122;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1989;0.03;0.34;0.58
6123;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1990;0.03;0.45;0.58
6124;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1991;0.02;0.24;0.46
6125;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1992;0.01;0.2;0.26
6126;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1993;0.01;0.1;0.18
6127;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1994;0.01;0.12;0.22
6128;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1995;0.01;0.2;0.3
6129;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1996;0.01;0.18;0.24
6130;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1997;0.01;0.18;0.31
6131;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1998;0.01;0.2;0.28
6132;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;1999;0.03;0.47;1.07
6133;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2000;0.04;0.57;1.25
6134;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2001;0.03;0.35;0.99
6135;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2002;0.03;0.29;0.81
6136;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2003;0.04;0.42;0.98
6137;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2004;0.02;0.31;0.65
6138;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2005;0.01;0.24;0.49
6139;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2006;0.01;0.13;0.26
6140;Hele bevolking;Nederland;3;1;Jaarinkomen: geen;2007;0.01;0.33;0.51
6141;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1985;0.13;2.5;3.83
6142;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1986;0.08;1.42;2.58
6143;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1987;0.07;1.29;2.0
6144;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1988;0.08;1.25;1.75
6145;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1989;0.08;1.24;2.15
6146;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1990;0.07;0.98;1.44
6147;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1991;0.07;1.18;1.76
6148;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1992;0.06;1.22;1.82
6149;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1993;0.05;0.82;1.42
6150;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1994;0.05;1.15;1.68
6151;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1995;0.05;0.79;1.25
6152;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1996;0.05;0.81;1.35
6153;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1997;0.06;0.99;1.64
6154;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1998;0.04;0.85;1.34
6155;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;1999;0.07;1.32;2.25
6156;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2000;0.06;0.93;1.84
6157;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2001;0.07;1.2;2.42
6158;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2002;0.07;1.37;2.41
6159;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2003;0.06;1.25;2.04
6160;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2004;0.05;0.95;1.53
6161;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2005;0.04;0.68;1.16
6162;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2006;0.05;1.28;1.89
6163;Hele bevolking;Nederland;3;1;Jaarinkomen: minder dan 7 500 euro;2007;0.04;0.94;1.33
6164;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1985;0.11;2.1;3.32
6165;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1986;0.09;1.66;3.02
6166;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1987;0.07;1.13;1.69
6167;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1988;0.09;1.5;2.36
6168;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1989;0.09;0.98;1.85
6169;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1990;0.16;3.44;4.68
6170;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1991;0.13;2.6;3.66
6171;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1992;0.13;3.0;4.09
6172;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1993;0.14;2.68;3.74
6173;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1994;0.1;2.18;3.44
6174;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1995;0.11;2.51;3.7
6175;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1996;0.1;2.48;3.7
6176;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1997;0.11;2.84;4.14
6177;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1998;0.1;2.44;3.49
6178;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;1999;0.08;1.61;2.26
6179;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2000;0.08;1.66;2.38
6180;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2001;0.07;1.52;2.24
6181;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2002;0.08;1.42;2.25
6182;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2003;0.06;1.49;2.1
6183;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2004;0.07;1.39;2.05
6184;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2005;0.06;0.97;1.7
6185;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2006;0.08;1.39;2.19
6186;Hele bevolking;Nederland;3;1;Jaarinkomen: 7 500 tot 15 000 euro;2007;0.05;0.8;1.25
6187;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1985;0.2;6.2;8.13
6188;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1986;0.16;3.72;5.4
6189;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1987;0.16;3.78;5.17
6190;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1988;0.18;4.6;6.09
6191;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1989;0.18;3.47;4.8
6192;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1990;0.31;7.99;10.12
6193;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1991;0.27;6.64;8.37
6194;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1992;0.29;6.73;8.79
6195;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1993;0.25;7.37;8.97
6196;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1994;0.2;4.82;6.69
6197;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1995;0.21;5.84;7.98
6198;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1996;0.2;5.17;7.27
6199;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1997;0.19;5.38;7.21
6200;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1998;0.18;5.46;7.27
6201;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;1999;0.17;4.69;5.94
6202;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2000;0.16;4.53;5.99
6203;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2001;0.15;3.82;5.2
6204;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2002;0.13;3.41;4.52
6205;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2003;0.13;3.54;4.49
6206;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2004;0.15;3.69;4.77
6207;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2005;0.13;2.87;4.1
6208;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2006;0.12;2.72;3.89
6209;Hele bevolking;Nederland;3;1;Jaarinkomen: 15 000 tot 22 500 euro;2007;0.14;2.88;4.19
6210;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1985;0.35;8.42;11.41
6211;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1986;0.33;8.57;11.5
6212;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1987;0.29;7.21;9.97
6213;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1988;0.31;6.63;9.39
6214;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1989;0.31;7.77;10.25
6215;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1990;0.46;12.72;15.64
6216;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1991;0.37;9.64;11.87
6217;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1992;0.4;9.99;12.26
6218;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1993;0.33;8.85;10.37
6219;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1994;0.29;8.22;10.09
6220;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1995;0.28;8.5;10.73
6221;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1996;0.27;8.14;10.65
6222;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1997;0.28;8.0;10.39
6223;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1998;0.24;7.61;9.4
6224;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;1999;0.25;7.11;9.11
6225;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;2000;0.21;6.27;7.65
6226;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;2001;0.2;6.26;7.74
6227;Hele bevolking;Nederland;3;1;Jaarinkomen: 22 500 tot 30 000 euro;2002;0.2;5.9;7.0
