ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
1980;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2005;35.0
1981;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2006;0.0
1982;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2007;0.0
1983;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2008;0.0
1984;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2009;0.0
1985;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2010;0.0
1986;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2011;0.0
1987;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2012;0.0
1988;HP35: Medical & diagnostic laboratories;HF22: Private insurance;2013;0.0
1989;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2005;0.0
1990;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2006;0.0
1991;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2007;0.0
1992;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2008;0.0
1993;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2009;0.0
1994;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2010;0.0
1995;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2011;0.0
1996;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2012;0.0
1997;HP35: Medical & diagnostic laboratories;HF23: Out-of-pocket expenditure;2013;0.0
1998;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2005;294.0
1999;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2006;266.0
2000;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2007;316.0
2001;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2008;331.0
2002;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2009;324.0
2003;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2010;318.0
2004;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2011;349.0
2005;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2012;418.0
2006;HP35: Medical & diagnostic laboratories;HF24: Non-profit institutions;2013;453.0
2007;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2005;40.0
2008;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2006;39.0
2009;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2007;42.0
2010;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2008;47.0
2011;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2009;54.0
2012;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2010;56.0
2013;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2011;60.0
2014;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2012;63.0
2015;HP35: Medical & diagnostic laboratories;HF25: Enterprises;2013;65.0
2016;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2005;4.0
2017;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2006;4.0
2018;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2007;4.0
2019;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2008;4.0
2020;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2009;4.0
2021;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2010;4.0
2022;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2011;4.0
2023;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2012;4.0
2024;HP35: Medical & diagnostic laboratories;"Rest of the world; exports";2013;4.0
2025;HP39: Other non-residential care;Total financing of health & social care;2005;243.0
2026;HP39: Other non-residential care;Total financing of health & social care;2006;260.0
2027;HP39: Other non-residential care;Total financing of health & social care;2007;260.0
2028;HP39: Other non-residential care;Total financing of health & social care;2008;268.0
2029;HP39: Other non-residential care;Total financing of health & social care;2009;322.0
2030;HP39: Other non-residential care;Total financing of health & social care;2010;342.0
2031;HP39: Other non-residential care;Total financing of health & social care;2011;344.0
2032;HP39: Other non-residential care;Total financing of health & social care;2012;355.0
2033;HP39: Other non-residential care;Total financing of health & social care;2013;374.0
2034;HP39: Other non-residential care;Total financing of residents;2005;242.0
2035;HP39: Other non-residential care;Total financing of residents;2006;259.0
2036;HP39: Other non-residential care;Total financing of residents;2007;259.0
2037;HP39: Other non-residential care;Total financing of residents;2008;267.0
2038;HP39: Other non-residential care;Total financing of residents;2009;321.0
2039;HP39: Other non-residential care;Total financing of residents;2010;341.0
2040;HP39: Other non-residential care;Total financing of residents;2011;343.0
2041;HP39: Other non-residential care;Total financing of residents;2012;354.0
2042;HP39: Other non-residential care;Total financing of residents;2013;373.0
2043;HP39: Other non-residential care;HF1: General government;2005;182.0
2044;HP39: Other non-residential care;HF1: General government;2006;253.0
2045;HP39: Other non-residential care;HF1: General government;2007;254.0
2046;HP39: Other non-residential care;HF1: General government;2008;262.0
2047;HP39: Other non-residential care;HF1: General government;2009;307.0
2048;HP39: Other non-residential care;HF1: General government;2010;326.0
2049;HP39: Other non-residential care;HF1: General government;2011;327.0
2050;HP39: Other non-residential care;HF1: General government;2012;339.0
2051;HP39: Other non-residential care;HF1: General government;2013;355.0
2052;HP39: Other non-residential care;HF11: Government excl. social security;2005;0.0
2053;HP39: Other non-residential care;HF11: Government excl. social security;2006;0.0
2054;HP39: Other non-residential care;HF11: Government excl. social security;2007;0.0
2055;HP39: Other non-residential care;HF11: Government excl. social security;2008;0.0
2056;HP39: Other non-residential care;HF11: Government excl. social security;2009;0.0
2057;HP39: Other non-residential care;HF11: Government excl. social security;2010;0.0
2058;HP39: Other non-residential care;HF11: Government excl. social security;2011;0.0
2059;HP39: Other non-residential care;HF11: Government excl. social security;2012;0.0
2060;HP39: Other non-residential care;HF11: Government excl. social security;2013;0.0
2061;HP39: Other non-residential care;HF12: Social security funds;2005;182.0
2062;HP39: Other non-residential care;HF12: Social security funds;2006;253.0
2063;HP39: Other non-residential care;HF12: Social security funds;2007;254.0
2064;HP39: Other non-residential care;HF12: Social security funds;2008;262.0
2065;HP39: Other non-residential care;HF12: Social security funds;2009;307.0
2066;HP39: Other non-residential care;HF12: Social security funds;2010;326.0
2067;HP39: Other non-residential care;HF12: Social security funds;2011;327.0
2068;HP39: Other non-residential care;HF12: Social security funds;2012;339.0
2069;HP39: Other non-residential care;HF12: Social security funds;2013;355.0
2070;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2005;4.0
2071;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2006;3.0
2072;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2007;4.0
2073;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2008;5.0
2074;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2009;5.0
2075;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2010;5.0
2076;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2011;5.0
2077;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2012;6.0
2078;HP39: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2013;6.0
2079;HP39: Other non-residential care;HF121b: Health Insurance Fund;2005;177.0
2080;HP39: Other non-residential care;HF121b: Health Insurance Fund;2006;
2081;HP39: Other non-residential care;HF121b: Health Insurance Fund;2007;
2082;HP39: Other non-residential care;HF121b: Health Insurance Fund;2008;
2083;HP39: Other non-residential care;HF121b: Health Insurance Fund;2009;
2084;HP39: Other non-residential care;HF121b: Health Insurance Fund;2010;
2085;HP39: Other non-residential care;HF121b: Health Insurance Fund;2011;
2086;HP39: Other non-residential care;HF121b: Health Insurance Fund;2012;
2087;HP39: Other non-residential care;HF121b: Health Insurance Fund;2013;
2088;HP39: Other non-residential care;HF122: Health care insurance act;2005;
2089;HP39: Other non-residential care;HF122: Health care insurance act;2006;250.0
2090;HP39: Other non-residential care;HF122: Health care insurance act;2007;250.0
2091;HP39: Other non-residential care;HF122: Health care insurance act;2008;257.0
2092;HP39: Other non-residential care;HF122: Health care insurance act;2009;302.0
2093;HP39: Other non-residential care;HF122: Health care insurance act;2010;321.0
2094;HP39: Other non-residential care;HF122: Health care insurance act;2011;322.0
2095;HP39: Other non-residential care;HF122: Health care insurance act;2012;333.0
2096;HP39: Other non-residential care;HF122: Health care insurance act;2013;349.0
2097;HP39: Other non-residential care;HF2: Private sector;2005;60.0
2098;HP39: Other non-residential care;HF2: Private sector;2006;6.0
2099;HP39: Other non-residential care;HF2: Private sector;2007;5.0
2100;HP39: Other non-residential care;HF2: Private sector;2008;5.0
2101;HP39: Other non-residential care;HF2: Private sector;2009;14.0
2102;HP39: Other non-residential care;HF2: Private sector;2010;14.0
2103;HP39: Other non-residential care;HF2: Private sector;2011;16.0
2104;HP39: Other non-residential care;HF2: Private sector;2012;15.0
2105;HP39: Other non-residential care;HF2: Private sector;2013;18.0
2106;HP39: Other non-residential care;HF21: Private social insurance;2005;22.0
2107;HP39: Other non-residential care;HF21: Private social insurance;2006;
2108;HP39: Other non-residential care;HF21: Private social insurance;2007;
2109;HP39: Other non-residential care;HF21: Private social insurance;2008;
2110;HP39: Other non-residential care;HF21: Private social insurance;2009;
2111;HP39: Other non-residential care;HF21: Private social insurance;2010;
2112;HP39: Other non-residential care;HF21: Private social insurance;2011;
2113;HP39: Other non-residential care;HF21: Private social insurance;2012;
2114;HP39: Other non-residential care;HF21: Private social insurance;2013;
2115;HP39: Other non-residential care;HF22: Private insurance;2005;29.0
2116;HP39: Other non-residential care;HF22: Private insurance;2006;0.0
2117;HP39: Other non-residential care;HF22: Private insurance;2007;0.0
2118;HP39: Other non-residential care;HF22: Private insurance;2008;0.0
2119;HP39: Other non-residential care;HF22: Private insurance;2009;0.0
2120;HP39: Other non-residential care;HF22: Private insurance;2010;0.0
2121;HP39: Other non-residential care;HF22: Private insurance;2011;0.0
2122;HP39: Other non-residential care;HF22: Private insurance;2012;0.0
2123;HP39: Other non-residential care;HF22: Private insurance;2013;0.0
2124;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2005;2.0
2125;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2006;0.0
2126;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2007;0.0
2127;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2008;0.0
2128;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2009;0.0
2129;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2010;0.0
2130;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2011;0.0
2131;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2012;0.0
2132;HP39: Other non-residential care;HF23: Out-of-pocket expenditure;2013;0.0
2133;HP39: Other non-residential care;HF24: Non-profit institutions;2005;0.0
2134;HP39: Other non-residential care;HF24: Non-profit institutions;2006;0.0
2135;HP39: Other non-residential care;HF24: Non-profit institutions;2007;0.0
2136;HP39: Other non-residential care;HF24: Non-profit institutions;2008;0.0
2137;HP39: Other non-residential care;HF24: Non-profit institutions;2009;0.0
2138;HP39: Other non-residential care;HF24: Non-profit institutions;2010;0.0
2139;HP39: Other non-residential care;HF24: Non-profit institutions;2011;0.0
2140;HP39: Other non-residential care;HF24: Non-profit institutions;2012;0.0
2141;HP39: Other non-residential care;HF24: Non-profit institutions;2013;0.0
2142;HP39: Other non-residential care;HF25: Enterprises;2005;6.0
2143;HP39: Other non-residential care;HF25: Enterprises;2006;6.0
2144;HP39: Other non-residential care;HF25: Enterprises;2007;5.0
2145;HP39: Other non-residential care;HF25: Enterprises;2008;5.0
2146;HP39: Other non-residential care;HF25: Enterprises;2009;14.0
2147;HP39: Other non-residential care;HF25: Enterprises;2010;14.0
2148;HP39: Other non-residential care;HF25: Enterprises;2011;16.0
2149;HP39: Other non-residential care;HF25: Enterprises;2012;15.0
2150;HP39: Other non-residential care;HF25: Enterprises;2013;18.0
2151;HP39: Other non-residential care;"Rest of the world; exports";2005;1.0
2152;HP39: Other non-residential care;"Rest of the world; exports";2006;1.0
2153;HP39: Other non-residential care;"Rest of the world; exports";2007;1.0
2154;HP39: Other non-residential care;"Rest of the world; exports";2008;1.0
2155;HP39: Other non-residential care;"Rest of the world; exports";2009;1.0
2156;HP39: Other non-residential care;"Rest of the world; exports";2010;1.0
2157;HP39: Other non-residential care;"Rest of the world; exports";2011;1.0
2158;HP39: Other non-residential care;"Rest of the world; exports";2012;1.0
2159;HP39: Other non-residential care;"Rest of the world; exports";2013;1.0
2160;HP39.1: Ambulance services;Total financing of health & social care;2005;222.0
2161;HP39.1: Ambulance services;Total financing of health & social care;2006;237.0
2162;HP39.1: Ambulance services;Total financing of health & social care;2007;237.0
2163;HP39.1: Ambulance services;Total financing of health & social care;2008;247.0
2164;HP39.1: Ambulance services;Total financing of health & social care;2009;299.0
2165;HP39.1: Ambulance services;Total financing of health & social care;2010;316.0
2166;HP39.1: Ambulance services;Total financing of health & social care;2011;319.0
2167;HP39.1: Ambulance services;Total financing of health & social care;2012;329.0
2168;HP39.1: Ambulance services;Total financing of health & social care;2013;348.0
2169;HP39.1: Ambulance services;Total financing of residents;2005;221.0
2170;HP39.1: Ambulance services;Total financing of residents;2006;236.0
2171;HP39.1: Ambulance services;Total financing of residents;2007;236.0
2172;HP39.1: Ambulance services;Total financing of residents;2008;246.0
2173;HP39.1: Ambulance services;Total financing of residents;2009;298.0
2174;HP39.1: Ambulance services;Total financing of residents;2010;315.0
2175;HP39.1: Ambulance services;Total financing of residents;2011;318.0
2176;HP39.1: Ambulance services;Total financing of residents;2012;328.0
2177;HP39.1: Ambulance services;Total financing of residents;2013;347.0
2178;HP39.1: Ambulance services;HF1: General government;2005;166.0
2179;HP39.1: Ambulance services;HF1: General government;2006;230.0
2180;HP39.1: Ambulance services;HF1: General government;2007;231.0
2181;HP39.1: Ambulance services;HF1: General government;2008;240.0
2182;HP39.1: Ambulance services;HF1: General government;2009;284.0
2183;HP39.1: Ambulance services;HF1: General government;2010;301.0
2184;HP39.1: Ambulance services;HF1: General government;2011;302.0
2185;HP39.1: Ambulance services;HF1: General government;2012;313.0
2186;HP39.1: Ambulance services;HF1: General government;2013;329.0
2187;HP39.1: Ambulance services;HF11: Government excl. social security;2005;0.0
2188;HP39.1: Ambulance services;HF11: Government excl. social security;2006;0.0
2189;HP39.1: Ambulance services;HF11: Government excl. social security;2007;0.0
2190;HP39.1: Ambulance services;HF11: Government excl. social security;2008;0.0
2191;HP39.1: Ambulance services;HF11: Government excl. social security;2009;0.0
2192;HP39.1: Ambulance services;HF11: Government excl. social security;2010;0.0
2193;HP39.1: Ambulance services;HF11: Government excl. social security;2011;0.0
2194;HP39.1: Ambulance services;HF11: Government excl. social security;2012;0.0
2195;HP39.1: Ambulance services;HF11: Government excl. social security;2013;0.0
2196;HP39.1: Ambulance services;HF12: Social security funds;2005;166.0
2197;HP39.1: Ambulance services;HF12: Social security funds;2006;230.0
2198;HP39.1: Ambulance services;HF12: Social security funds;2007;231.0
2199;HP39.1: Ambulance services;HF12: Social security funds;2008;240.0
2200;HP39.1: Ambulance services;HF12: Social security funds;2009;284.0
2201;HP39.1: Ambulance services;HF12: Social security funds;2010;301.0
2202;HP39.1: Ambulance services;HF12: Social security funds;2011;302.0
2203;HP39.1: Ambulance services;HF12: Social security funds;2012;313.0
2204;HP39.1: Ambulance services;HF12: Social security funds;2013;329.0
2205;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2005;0.0
2206;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2006;0.0
2207;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2007;0.0
2208;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2008;0.0
2209;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2009;0.0
2210;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2010;0.0
2211;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2011;0.0
2212;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2012;0.0
2213;HP39.1: Ambulance services;HF121a: Exceptional Medical Expenses Act;2013;0.0
2214;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2005;166.0
2215;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2006;
2216;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2007;
2217;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2008;
2218;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2009;
2219;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2010;
2220;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2011;
2221;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2012;
2222;HP39.1: Ambulance services;HF121b: Health Insurance Fund;2013;
2223;HP39.1: Ambulance services;HF122: Health care insurance act;2005;
2224;HP39.1: Ambulance services;HF122: Health care insurance act;2006;230.0
2225;HP39.1: Ambulance services;HF122: Health care insurance act;2007;231.0
2226;HP39.1: Ambulance services;HF122: Health care insurance act;2008;240.0
2227;HP39.1: Ambulance services;HF122: Health care insurance act;2009;284.0
2228;HP39.1: Ambulance services;HF122: Health care insurance act;2010;301.0
2229;HP39.1: Ambulance services;HF122: Health care insurance act;2011;302.0
2230;HP39.1: Ambulance services;HF122: Health care insurance act;2012;313.0
2231;HP39.1: Ambulance services;HF122: Health care insurance act;2013;329.0
2232;HP39.1: Ambulance services;HF2: Private sector;2005;56.0
2233;HP39.1: Ambulance services;HF2: Private sector;2006;6.0
2234;HP39.1: Ambulance services;HF2: Private sector;2007;5.0
2235;HP39.1: Ambulance services;HF2: Private sector;2008;5.0
2236;HP39.1: Ambulance services;HF2: Private sector;2009;14.0
2237;HP39.1: Ambulance services;HF2: Private sector;2010;14.0
2238;HP39.1: Ambulance services;HF2: Private sector;2011;16.0
2239;HP39.1: Ambulance services;HF2: Private sector;2012;15.0
2240;HP39.1: Ambulance services;HF2: Private sector;2013;18.0
2241;HP39.1: Ambulance services;HF21: Private social insurance;2005;20.0
2242;HP39.1: Ambulance services;HF21: Private social insurance;2006;
2243;HP39.1: Ambulance services;HF21: Private social insurance;2007;
2244;HP39.1: Ambulance services;HF21: Private social insurance;2008;
2245;HP39.1: Ambulance services;HF21: Private social insurance;2009;
2246;HP39.1: Ambulance services;HF21: Private social insurance;2010;
2247;HP39.1: Ambulance services;HF21: Private social insurance;2011;
2248;HP39.1: Ambulance services;HF21: Private social insurance;2012;
2249;HP39.1: Ambulance services;HF21: Private social insurance;2013;
2250;HP39.1: Ambulance services;HF22: Private insurance;2005;27.0
2251;HP39.1: Ambulance services;HF22: Private insurance;2006;0.0
2252;HP39.1: Ambulance services;HF22: Private insurance;2007;0.0
2253;HP39.1: Ambulance services;HF22: Private insurance;2008;0.0
2254;HP39.1: Ambulance services;HF22: Private insurance;2009;0.0
2255;HP39.1: Ambulance services;HF22: Private insurance;2010;0.0
2256;HP39.1: Ambulance services;HF22: Private insurance;2011;0.0
2257;HP39.1: Ambulance services;HF22: Private insurance;2012;0.0
2258;HP39.1: Ambulance services;HF22: Private insurance;2013;0.0
2259;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2005;2.0
2260;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2006;0.0
2261;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2007;0.0
2262;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2008;0.0
2263;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2009;0.0
2264;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2010;0.0
2265;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2011;0.0
2266;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2012;0.0
2267;HP39.1: Ambulance services;HF23: Out-of-pocket expenditure;2013;0.0
2268;HP39.1: Ambulance services;HF24: Non-profit institutions;2005;0.0
2269;HP39.1: Ambulance services;HF24: Non-profit institutions;2006;0.0
2270;HP39.1: Ambulance services;HF24: Non-profit institutions;2007;0.0
2271;HP39.1: Ambulance services;HF24: Non-profit institutions;2008;0.0
2272;HP39.1: Ambulance services;HF24: Non-profit institutions;2009;0.0
2273;HP39.1: Ambulance services;HF24: Non-profit institutions;2010;0.0
2274;HP39.1: Ambulance services;HF24: Non-profit institutions;2011;0.0
2275;HP39.1: Ambulance services;HF24: Non-profit institutions;2012;0.0
2276;HP39.1: Ambulance services;HF24: Non-profit institutions;2013;0.0
2277;HP39.1: Ambulance services;HF25: Enterprises;2005;6.0
2278;HP39.1: Ambulance services;HF25: Enterprises;2006;6.0
2279;HP39.1: Ambulance services;HF25: Enterprises;2007;5.0
2280;HP39.1: Ambulance services;HF25: Enterprises;2008;5.0
2281;HP39.1: Ambulance services;HF25: Enterprises;2009;14.0
2282;HP39.1: Ambulance services;HF25: Enterprises;2010;14.0
2283;HP39.1: Ambulance services;HF25: Enterprises;2011;16.0
2284;HP39.1: Ambulance services;HF25: Enterprises;2012;15.0
2285;HP39.1: Ambulance services;HF25: Enterprises;2013;18.0
2286;HP39.1: Ambulance services;"Rest of the world; exports";2005;1.0
2287;HP39.1: Ambulance services;"Rest of the world; exports";2006;1.0
2288;HP39.1: Ambulance services;"Rest of the world; exports";2007;1.0
2289;HP39.1: Ambulance services;"Rest of the world; exports";2008;1.0
2290;HP39.1: Ambulance services;"Rest of the world; exports";2009;1.0
2291;HP39.1: Ambulance services;"Rest of the world; exports";2010;1.0
2292;HP39.1: Ambulance services;"Rest of the world; exports";2011;1.0
2293;HP39.1: Ambulance services;"Rest of the world; exports";2012;1.0
2294;HP39.1: Ambulance services;"Rest of the world; exports";2013;1.0
2295;HP39.9: Other non-residential care;Total financing of health & social care;2005;21.0
2296;HP39.9: Other non-residential care;Total financing of health & social care;2006;23.0
2297;HP39.9: Other non-residential care;Total financing of health & social care;2007;23.0
2298;HP39.9: Other non-residential care;Total financing of health & social care;2008;22.0
2299;HP39.9: Other non-residential care;Total financing of health & social care;2009;23.0
2300;HP39.9: Other non-residential care;Total financing of health & social care;2010;26.0
2301;HP39.9: Other non-residential care;Total financing of health & social care;2011;25.0
2302;HP39.9: Other non-residential care;Total financing of health & social care;2012;26.0
2303;HP39.9: Other non-residential care;Total financing of health & social care;2013;26.0
2304;HP39.9: Other non-residential care;Total financing of residents;2005;21.0
2305;HP39.9: Other non-residential care;Total financing of residents;2006;23.0
2306;HP39.9: Other non-residential care;Total financing of residents;2007;23.0
2307;HP39.9: Other non-residential care;Total financing of residents;2008;22.0
2308;HP39.9: Other non-residential care;Total financing of residents;2009;23.0
2309;HP39.9: Other non-residential care;Total financing of residents;2010;26.0
2310;HP39.9: Other non-residential care;Total financing of residents;2011;25.0
2311;HP39.9: Other non-residential care;Total financing of residents;2012;26.0
2312;HP39.9: Other non-residential care;Total financing of residents;2013;26.0
2313;HP39.9: Other non-residential care;HF1: General government;2005;16.0
2314;HP39.9: Other non-residential care;HF1: General government;2006;23.0
2315;HP39.9: Other non-residential care;HF1: General government;2007;23.0
2316;HP39.9: Other non-residential care;HF1: General government;2008;22.0
2317;HP39.9: Other non-residential care;HF1: General government;2009;23.0
2318;HP39.9: Other non-residential care;HF1: General government;2010;26.0
2319;HP39.9: Other non-residential care;HF1: General government;2011;25.0
2320;HP39.9: Other non-residential care;HF1: General government;2012;26.0
2321;HP39.9: Other non-residential care;HF1: General government;2013;26.0
2322;HP39.9: Other non-residential care;HF11: Government excl. social security;2005;0.0
2323;HP39.9: Other non-residential care;HF11: Government excl. social security;2006;0.0
2324;HP39.9: Other non-residential care;HF11: Government excl. social security;2007;0.0
2325;HP39.9: Other non-residential care;HF11: Government excl. social security;2008;0.0
2326;HP39.9: Other non-residential care;HF11: Government excl. social security;2009;0.0
2327;HP39.9: Other non-residential care;HF11: Government excl. social security;2010;0.0
2328;HP39.9: Other non-residential care;HF11: Government excl. social security;2011;0.0
2329;HP39.9: Other non-residential care;HF11: Government excl. social security;2012;0.0
2330;HP39.9: Other non-residential care;HF11: Government excl. social security;2013;0.0
2331;HP39.9: Other non-residential care;HF12: Social security funds;2005;16.0
2332;HP39.9: Other non-residential care;HF12: Social security funds;2006;23.0
2333;HP39.9: Other non-residential care;HF12: Social security funds;2007;23.0
2334;HP39.9: Other non-residential care;HF12: Social security funds;2008;22.0
2335;HP39.9: Other non-residential care;HF12: Social security funds;2009;23.0
2336;HP39.9: Other non-residential care;HF12: Social security funds;2010;26.0
2337;HP39.9: Other non-residential care;HF12: Social security funds;2011;25.0
2338;HP39.9: Other non-residential care;HF12: Social security funds;2012;26.0
2339;HP39.9: Other non-residential care;HF12: Social security funds;2013;26.0
2340;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2005;4.0
2341;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2006;3.0
2342;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2007;4.0
2343;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2008;5.0
2344;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2009;5.0
2345;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2010;5.0
2346;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2011;5.0
2347;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2012;6.0
2348;HP39.9: Other non-residential care;HF121a: Exceptional Medical Expenses Act;2013;6.0
2349;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2005;12.0
2350;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2006;
2351;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2007;
2352;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2008;
2353;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2009;
2354;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2010;
2355;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2011;
2356;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2012;
2357;HP39.9: Other non-residential care;HF121b: Health Insurance Fund;2013;
2358;HP39.9: Other non-residential care;HF122: Health care insurance act;2005;
2359;HP39.9: Other non-residential care;HF122: Health care insurance act;2006;20.0
2360;HP39.9: Other non-residential care;HF122: Health care insurance act;2007;19.0
2361;HP39.9: Other non-residential care;HF122: Health care insurance act;2008;17.0
2362;HP39.9: Other non-residential care;HF122: Health care insurance act;2009;18.0
2363;HP39.9: Other non-residential care;HF122: Health care insurance act;2010;20.0
2364;HP39.9: Other non-residential care;HF122: Health care insurance act;2011;20.0
2365;HP39.9: Other non-residential care;HF122: Health care insurance act;2012;20.0
2366;HP39.9: Other non-residential care;HF122: Health care insurance act;2013;20.0
2367;HP39.9: Other non-residential care;HF2: Private sector;2005;5.0
2368;HP39.9: Other non-residential care;HF2: Private sector;2006;0.0
2369;HP39.9: Other non-residential care;HF2: Private sector;2007;0.0
2370;HP39.9: Other non-residential care;HF2: Private sector;2008;0.0
2371;HP39.9: Other non-residential care;HF2: Private sector;2009;0.0
2372;HP39.9: Other non-residential care;HF2: Private sector;2010;0.0
2373;HP39.9: Other non-residential care;HF2: Private sector;2011;0.0
2374;HP39.9: Other non-residential care;HF2: Private sector;2012;0.0
2375;HP39.9: Other non-residential care;HF2: Private sector;2013;0.0
2376;HP39.9: Other non-residential care;HF21: Private social insurance;2005;2.0
2377;HP39.9: Other non-residential care;HF21: Private social insurance;2006;
2378;HP39.9: Other non-residential care;HF21: Private social insurance;2007;
2379;HP39.9: Other non-residential care;HF21: Private social insurance;2008;
2380;HP39.9: Other non-residential care;HF21: Private social insurance;2009;
