ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
3120;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerhugowaard;2011;265.0
3121;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerhugowaard;2012;265.0
3122;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerhugowaard;2013;265.0
3123;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerhugowaard;2014;260.0
3124;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen;2011;590.0
3125;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen;2012;545.0
3126;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen;2013;540.0
3127;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen;2014;510.0
3128;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heeze-Leende;2011;70.0
3129;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heeze-Leende;2012;60.0
3130;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heeze-Leende;2013;55.0
3131;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heeze-Leende;2014;45.0
3132;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heiloo;2011;55.0
3133;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heiloo;2012;50.0
3134;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heiloo;2013;45.0
3135;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heiloo;2014;55.0
3136;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Den Helder;2011;260.0
3137;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Den Helder;2012;250.0
3138;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Den Helder;2013;225.0
3139;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Den Helder;2014;225.0
3140;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellendoorn;2011;195.0
3141;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellendoorn;2012;180.0
3142;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellendoorn;2013;155.0
3143;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellendoorn;2014;140.0
3144;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellevoetsluis;2011;170.0
3145;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellevoetsluis;2012;150.0
3146;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellevoetsluis;2013;135.0
3147;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hellevoetsluis;2014;125.0
3148;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Helmond;2011;750.0
3149;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Helmond;2012;675.0
3150;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Helmond;2013;615.0
3151;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Helmond;2014;605.0
3152;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hendrik-Ido-Ambacht;2011;135.0
3153;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hendrik-Ido-Ambacht;2012;135.0
3154;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hendrik-Ido-Ambacht;2013;130.0
3155;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hendrik-Ido-Ambacht;2014;125.0
3156;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hengelo (O.);2011;450.0
3157;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hengelo (O.);2012;420.0
3158;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hengelo (O.);2013;405.0
3159;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hengelo (O.);2014;390.0
3160;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch;2011;830.0
3161;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch;2012;745.0
3162;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch;2013;650.0
3163;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch;2014;595.0
3164;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heumen;2011;85.0
3165;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heumen;2012;90.0
3166;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heumen;2013;70.0
3167;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heumen;2014;65.0
3168;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heusden;2011;275.0
3169;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heusden;2012;230.0
3170;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heusden;2013;215.0
3171;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heusden;2014;210.0
3172;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hillegom;2011;75.0
3173;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hillegom;2012;75.0
3174;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hillegom;2013;70.0
3175;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hillegom;2014;70.0
3176;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilvarenbeek;2011;90.0
3177;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilvarenbeek;2012;90.0
3178;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilvarenbeek;2013;85.0
3179;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilvarenbeek;2014;70.0
3180;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilversum;2011;340.0
3181;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilversum;2012;355.0
3182;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilversum;2013;340.0
3183;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hilversum;2014;335.0
3184;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hof van Twente;2011;140.0
3185;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hof van Twente;2012;135.0
3186;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hof van Twente;2013;130.0
3187;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hof van Twente;2014;120.0
3188;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hollands Kroon;2011;
3189;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hollands Kroon;2012;165.0
3190;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hollands Kroon;2013;165.0
3191;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hollands Kroon;2014;150.0
3192;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogeveen;2011;380.0
3193;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogeveen;2012;365.0
3194;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogeveen;2013;360.0
3195;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogeveen;2014;360.0
3196;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogezand-Sappemeer;2011;345.0
3197;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogezand-Sappemeer;2012;335.0
3198;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogezand-Sappemeer;2013;310.0
3199;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoogezand-Sappemeer;2014;295.0
3200;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoorn;2011;400.0
3201;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoorn;2012;370.0
3202;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoorn;2013;340.0
3203;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hoorn;2014;310.0
3204;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Horst aan de Maas;2011;225.0
3205;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Horst aan de Maas;2012;205.0
3206;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Horst aan de Maas;2013;180.0
3207;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Horst aan de Maas;2014;170.0
3208;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Houten;2011;220.0
3209;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Houten;2012;215.0
3210;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Houten;2013;200.0
3211;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Houten;2014;185.0
3212;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Huizen;2011;170.0
3213;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Huizen;2012;170.0
3214;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Huizen;2013;180.0
3215;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Huizen;2014;165.0
3216;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hulst;2011;150.0
3217;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hulst;2012;150.0
3218;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hulst;2013;140.0
3219;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Hulst;2014;120.0
3220;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJsselstein;2011;135.0
3221;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJsselstein;2012;125.0
3222;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJsselstein;2013;130.0
3223;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJsselstein;2014;115.0
3224;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kaag en Braassem;2011;95.0
3225;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kaag en Braassem;2012;90.0
3226;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kaag en Braassem;2013;90.0
3227;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kaag en Braassem;2014;90.0
3228;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kampen;2011;435.0
3229;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kampen;2012;435.0
3230;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kampen;2013;415.0
3231;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kampen;2014;400.0
3232;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kapelle;2011;75.0
3233;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kapelle;2012;65.0
3234;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kapelle;2013;55.0
3235;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kapelle;2014;60.0
3236;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Katwijk;2011;265.0
3237;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Katwijk;2012;245.0
3238;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Katwijk;2013;240.0
3239;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Katwijk;2014;245.0
3240;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kerkrade;2011;240.0
3241;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kerkrade;2012;245.0
3242;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kerkrade;2013;245.0
3243;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kerkrade;2014;240.0
3244;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Koggenland;2011;95.0
3245;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Koggenland;2012;90.0
3246;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Koggenland;2013;85.0
3247;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Koggenland;2014;90.0
3248;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kollumerland en Nieuwkruisland;2011;65.0
3249;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kollumerland en Nieuwkruisland;2012;65.0
3250;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kollumerland en Nieuwkruisland;2013;65.0
3251;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kollumerland en Nieuwkruisland;2014;55.0
3252;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Korendijk;2011;50.0
3253;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Korendijk;2012;40.0
3254;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Korendijk;2013;35.0
3255;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Korendijk;2014;35.0
3256;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Krimpen aan den IJssel;2011;150.0
3257;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Krimpen aan den IJssel;2012;140.0
3258;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Krimpen aan den IJssel;2013;125.0
3259;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Krimpen aan den IJssel;2014;110.0
3260;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laarbeek;2011;135.0
3261;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laarbeek;2012;130.0
3262;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laarbeek;2013;120.0
3263;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laarbeek;2014;110.0
3264;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landerd;2011;110.0
3265;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landerd;2012;120.0
3266;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landerd;2013;110.0
3267;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landerd;2014;100.0
3268;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landgraaf;2011;230.0
3269;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landgraaf;2012;205.0
3270;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landgraaf;2013;200.0
3271;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landgraaf;2014;190.0
3272;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landsmeer;2011;45.0
3273;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landsmeer;2012;45.0
3274;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landsmeer;2013;45.0
3275;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Landsmeer;2014;40.0
3276;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Langedijk;2011;120.0
3277;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Langedijk;2012;120.0
3278;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Langedijk;2013;105.0
3279;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Langedijk;2014;115.0
3280;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lansingerland;2011;180.0
3281;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lansingerland;2012;160.0
3282;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lansingerland;2013;150.0
3283;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lansingerland;2014;130.0
3284;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laren (NH.);2011;30.0
3285;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laren (NH.);2012;25.0
3286;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laren (NH.);2013;25.0
3287;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Laren (NH.);2014;20.0
3288;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leek;2011;170.0
3289;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leek;2012;175.0
3290;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leek;2013;165.0
3291;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leek;2014;150.0
3292;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leerdam;2011;85.0
3293;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leerdam;2012;80.0
3294;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leerdam;2013;70.0
3295;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leerdam;2014;75.0
3296;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden;2011;640.0
3297;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden;2012;630.0
3298;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden;2013;595.0
3299;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden;2014;615.0
3300;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarderadeel;2011;95.0
3301;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarderadeel;2012;85.0
3302;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarderadeel;2013;90.0
3303;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarderadeel;2014;80.0
3304;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden;2011;410.0
3305;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden;2012;360.0
3306;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden;2013;320.0
3307;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden;2014;330.0
3308;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiderdorp;2011;125.0
3309;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiderdorp;2012;115.0
3310;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiderdorp;2013;100.0
3311;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiderdorp;2014;90.0
3312;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leidschendam-Voorburg;2011;170.0
3313;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leidschendam-Voorburg;2012;150.0
3314;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leidschendam-Voorburg;2013;150.0
3315;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leidschendam-Voorburg;2014;150.0
3316;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lelystad;2011;810.0
3317;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lelystad;2012;810.0
3318;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lelystad;2013;810.0
3319;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lelystad;2014;730.0
3320;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lemsterland;2011;105.0
3321;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lemsterland;2012;100.0
3322;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lemsterland;2013;95.0
3323;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lemsterland;2014;
3324;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leudal;2011;255.0
3325;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leudal;2012;250.0
3326;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leudal;2013;240.0
3327;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leudal;2014;225.0
3328;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leusden;2011;120.0
3329;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leusden;2012;130.0
3330;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leusden;2013;130.0
3331;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leusden;2014;110.0
3332;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Liesveld;2011;40.0
3333;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Liesveld;2012;45.0
3334;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Liesveld;2013;
3335;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Liesveld;2014;
3336;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaal;2011;35.0
3337;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaal;2012;35.0
3338;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaal;2013;25.0
3339;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaal;2014;20.0
3340;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaard;2011;170.0
3341;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Lingewaard;2012;170.0
