ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
4090;Totaal mannen en vrouwen;76;Overige vooropleidingen;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4091;Totaal mannen en vrouwen;76;Overige vooropleidingen;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4092;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4093;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4094;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4095;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4096;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4097;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4098;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4099;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4100;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4101;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4102;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Totaal alle vooropleidingen;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4103;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4104;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4105;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4106;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4107;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4108;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4109;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4110;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4111;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4112;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4113;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";VWO;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4114;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4115;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4116;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4117;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4118;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4119;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4120;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4121;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4122;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4123;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4124;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";HBO;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4125;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4126;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4127;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4128;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4129;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4130;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4131;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4132;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4133;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4134;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4135;Totaal mannen en vrouwen;"761 Jeugdwelzijnswerk; algemeen";Overige vooropleidingen;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4136;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4137;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4138;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4139;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4140;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4141;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4142;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4143;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4144;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4145;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4146;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Totaal alle vooropleidingen;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4147;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4148;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4149;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4150;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4151;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4152;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4153;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4155;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4156;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;VWO;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4158;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4159;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4160;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4161;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4162;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4163;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4164;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4165;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4166;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4167;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4168;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;HBO;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4169;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4170;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4171;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4172;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4173;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4174;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4175;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4176;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4177;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4178;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4179;Totaal mannen en vrouwen;762 Maatsch. dienst- en hulpverlening;Overige vooropleidingen;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4180;Totaal mannen en vrouwen;8;Totaal alle vooropleidingen;Cohort 1995;320.0;19.0;22.0;36.0;59.0;70.0;74.0;76.0;15.0;18.0;30.0;52.0;62.0;65.0;67.0;14.0;18.0;29.0;50.0;59.0;62.0;64.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;4.0;4.0;6.0;7.0;8.0;9.0;9.0;12.0;14.0;17.0;18.0;19.0;19.0;19.0;19.0;84.0;75.0;64.0;59.0;46.0;23.0;11.0;7.0;79.0;69.0;58.0;54.0;42.0;20.0;10.0;7.0;74.0;65.0;54.0;49.0;37.0;17.0;7.0;4.0;5.0;4.0;5.0;5.0;5.0;3.0;3.0;3.0;5.0;6.0;6.0;5.0;3.0;2.0;1.0;0.0
4181;Totaal mannen en vrouwen;8;Totaal alle vooropleidingen;Cohort 1996;420.0;17.0;21.0;35.0;53.0;66.0;72.0;76.0;11.0;16.0;29.0;45.0;57.0;62.0;66.0;11.0;15.0;26.0;40.0;49.0;53.0;55.0;1.0;1.0;3.0;6.0;8.0;9.0;11.0;5.0;5.0;7.0;8.0;9.0;10.0;10.0;10.0;14.0;17.0;18.0;18.0;18.0;19.0;19.0;87.0;77.0;66.0;61.0;47.0;29.0;15.0;9.0;80.0;70.0;60.0;55.0;43.0;25.0;13.0;8.0;74.0;60.0;50.0;43.0;33.0;18.0;8.0;5.0;5.0;10.0;10.0;12.0;10.0;7.0;5.0;3.0;7.0;7.0;6.0;5.0;4.0;4.0;2.0;1.0
