ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
5545;Total domestic sectors;Non-MMF investment funds ;Other changes;2008 1st quarter;0.0;;;1.0;9.0;;;
5546;Total domestic sectors;Non-MMF investment funds ;Other changes;2008 2nd quarter;0.0;;;-1.0;8.0;;;
5547;Total domestic sectors;Non-MMF investment funds ;Other changes;2008 3rd quarter;0.0;;;43.0;-2.0;;;
5548;Total domestic sectors;Non-MMF investment funds ;Other changes;2008 4th quarter;0.0;;;-689.0;-79.0;;;
5549;Total domestic sectors;Non-MMF investment funds ;Other changes;2008;0.0;;;-646.0;-64.0;;;
5550;Total domestic sectors;Non-MMF investment funds ;Other changes;2009 1st quarter;0.0;;;0.0;-1.0;;;
5551;Total domestic sectors;Non-MMF investment funds ;Other changes;2009 2nd quarter;0.0;;;0.0;0.0;;;
5552;Total domestic sectors;Non-MMF investment funds ;Other changes;2009 3rd quarter;0.0;;;-43.0;1.0;;;
5553;Total domestic sectors;Non-MMF investment funds ;Other changes;2009 4th quarter;0.0;;;10.0;0.0;;;
5554;Total domestic sectors;Non-MMF investment funds ;Other changes;2009;0.0;;;-33.0;0.0;;;
5555;Total domestic sectors;Non-MMF investment funds ;Other changes;2010 1st quarter;0.0;0.0;0.0;1.0;4.0;0.0;0.0;23258.0
5556;Total domestic sectors;Non-MMF investment funds ;Other changes;2010 2nd quarter;0.0;0.0;0.0;45.0;-3.0;0.0;0.0;-5667.0
5557;Total domestic sectors;Non-MMF investment funds ;Other changes;2010 3rd quarter;0.0;0.0;0.0;-271.0;18.0;0.0;0.0;8807.0
5558;Total domestic sectors;Non-MMF investment funds ;Other changes;2010 4th quarter;0.0;0.0;0.0;-18.0;-4.0;0.0;0.0;14887.0
5559;Total domestic sectors;Non-MMF investment funds ;Other changes;2010;0.0;0.0;0.0;-243.0;15.0;0.0;0.0;41285.0
5560;Total domestic sectors;Non-MMF investment funds ;Other changes;2011 1st quarter;0.0;0.0;1.0;-163.0;-1745.0;0.0;0.0;-502.0
5561;Total domestic sectors;Non-MMF investment funds ;Other changes;2011 2nd quarter;0.0;0.0;1.0;109.0;-134.0;0.0;0.0;-5521.0
5562;Total domestic sectors;Non-MMF investment funds ;Other changes;2011 3rd quarter;0.0;0.0;1.0;178.0;3.0;0.0;0.0;-24048.0
5563;Total domestic sectors;Non-MMF investment funds ;Other changes;2011 4th quarter;0.0;0.0;1.0;73.0;-2.0;0.0;0.0;19971.0
5564;Total domestic sectors;Non-MMF investment funds ;Other changes;2011;0.0;0.0;4.0;197.0;-1878.0;0.0;0.0;-10100.0
5565;Total domestic sectors;Non-MMF investment funds ;Other changes;2012 1st quarter;0.0;0.0;1.0;30.0;-10.0;0.0;0.0;24757.0
5566;Total domestic sectors;Non-MMF investment funds ;Other changes;2012 2nd quarter;0.0;0.0;1.0;84.0;-34.0;0.0;0.0;-2657.0
5567;Total domestic sectors;Non-MMF investment funds ;Other changes;2012 3rd quarter;0.0;0.0;1.0;-77.0;6.0;0.0;0.0;19320.0
5568;Total domestic sectors;Non-MMF investment funds ;Other changes;2012 4th quarter;0.0;0.0;0.0;-33.0;-26.0;0.0;0.0;3439.0
5569;Total domestic sectors;Non-MMF investment funds ;Other changes;2012;0.0;0.0;3.0;4.0;-64.0;0.0;0.0;44859.0
5570;Total domestic sectors;Non-MMF investment funds ;Other changes;2013 1st quarter;0.0;0.0;2.0;27.0;1.0;0.0;0.0;19183.0
5571;Total domestic sectors;Non-MMF investment funds ;Other changes;2013 2nd quarter;0.0;0.0;-3.0;412.0;-1.0;0.0;0.0;-15634.0
5572;Total domestic sectors;Non-MMF investment funds ;Other changes;2013 3rd quarter;0.0;0.0;-2.0;-18.0;13.0;0.0;0.0;5728.0
5573;Total domestic sectors;Non-MMF investment funds ;Other changes;2013 4th quarter;0.0;0.0;0.0;-22.0;-7.0;0.0;0.0;7781.0
5574;Total domestic sectors;Non-MMF investment funds ;Other changes;2013;0.0;0.0;-3.0;399.0;6.0;0.0;0.0;17058.0
5575;Total domestic sectors;Non-MMF investment funds ;Other changes;2014 1st quarter;0.0;0.0;3.0;8.0;58.0;0.0;0.0;17853.0
5576;Total domestic sectors;Non-MMF investment funds ;Other changes;2014 2nd quarter;0.0;0.0;1.0;51.0;5.0;0.0;0.0;23063.0
5577;Total domestic sectors;Non-MMF investment funds ;Other changes;2014 3rd quarter;0.0;0.0;1.0;96.0;5.0;0.0;0.0;19601.0
5578;Total domestic sectors;Non-MMF investment funds ;Other changes;2014 4th quarter;0.0;0.0;0.0;0.0;-5.0;0.0;0.0;15748.0
5579;Total domestic sectors;Non-MMF investment funds ;Other changes;2014;0.0;0.0;5.0;155.0;63.0;0.0;0.0;76265.0
5580;Total domestic sectors;Non-MMF investment funds ;Other changes;2015 1st quarter;0.0;0.0;0.0;293.0;-181.0;0.0;0.0;65792.0
5581;Total domestic sectors;Non-MMF investment funds ;Other changes;2015 2nd quarter;0.0;0.0;0.0;-29.0;-2.0;0.0;0.0;-31812.0
5582;Total domestic sectors;Non-MMF investment funds ;Other changes;2015 3rd quarter;0.0;0.0;0.0;10.0;-3.0;0.0;0.0;-34953.0
5583;Total domestic sectors;Non-MMF investment funds ;Other changes;2015 4th quarter;0.0;0.0;0.0;92.0;2.0;0.0;0.0;18061.0
5584;Total domestic sectors;Non-MMF investment funds ;Other changes;2015;0.0;0.0;0.0;366.0;-184.0;0.0;0.0;17088.0
5585;Total domestic sectors;Non-MMF investment funds ;Other changes;2016 1st quarter;0.0;0.0;0.0;-59.0;-5.0;0.0;0.0;-4771.0
5586;Total domestic sectors;Non-MMF investment funds ;Other changes;2016 2nd quarter;0.0;0.0;0.0;87.0;1.0;0.0;0.0;21643.0
5587;Total domestic sectors;Non-MMF investment funds ;Other changes;2016 3rd quarter;0.0;0.0;0.0;-68.0;-1.0;0.0;0.0;14365.0
5588;Total domestic sectors;Non-MMF investment funds ;Other changes;2016 4th quarter;0.0;0.0;-1.0;88.0;7.0;0.0;0.0;21524.0
5589;Total domestic sectors;Non-MMF investment funds ;Other changes;2016;0.0;0.0;-1.0;48.0;2.0;0.0;0.0;52761.0
5590;Total domestic sectors;Non-MMF investment funds ;Other changes;2017 1st quarter;0.0;0.0;0.0;-72.0;0.0;0.0;0.0;13978.0
5591;Total domestic sectors;Non-MMF investment funds ;Other changes;2017 2nd quarter;0.0;0.0;0.0;-164.0;-3.0;0.0;0.0;-15971.0
5592;Total domestic sectors;Non-MMF investment funds ;Other changes;2017 3rd quarter;0.0;0.0;0.0;-73.0;-6.0;0.0;0.0;6553.0
5593;Total domestic sectors;Non-MMF investment funds ;Other changes;2017 4th quarter;0.0;0.0;0.0;-16.0;0.0;0.0;0.0;21309.0
5594;Total domestic sectors;Non-MMF investment funds ;Other changes;2017;0.0;0.0;0.0;-325.0;-9.0;0.0;0.0;25869.0
5595;Total domestic sectors;Non-MMF investment funds ;Other changes;2018 1st quarter;0.0;0.0;0.0;-23.0;-2.0;0.0;0.0;-14058.0
5596;Total domestic sectors;Non-MMF investment funds ;Other changes;2018 2nd quarter;0.0;0.0;0.0;59.0;3.0;0.0;0.0;25798.0
5597;Total domestic sectors;Non-MMF investment funds ;Other changes;2018 3rd quarter;0.0;0.0;0.0;-18.0;-2.0;0.0;0.0;12244.0
5598;Total domestic sectors;Non-MMF investment funds ;Other changes;2018 4th quarter;0.0;0.0;-1.0;304.0;-689.0;0.0;0.0;-48048.0
5599;Total domestic sectors;Non-MMF investment funds ;Other changes;2018;0.0;0.0;-1.0;322.0;-690.0;0.0;0.0;-24064.0
5600;Total domestic sectors;Non-MMF investment funds ;Other changes;2019 1st quarter;0.0;0.0;0.0;50.0;3.0;0.0;0.0;66654.0
5601;Total domestic sectors;Non-MMF investment funds ;Other changes;2019 2nd quarter;0.0;0.0;0.0;-56.0;-2.0;0.0;0.0;10077.0
5602;Total domestic sectors;Non-MMF investment funds ;Other changes;2019 3rd quarter;0.0;0.0;0.0;69.0;1.0;0.0;0.0;29501.0
5603;Total domestic sectors;Non-MMF investment funds ;Other changes;2019 4th quarter;0.0;0.0;0.0;-31.0;2.0;0.0;0.0;23005.0
5604;Total domestic sectors;Non-MMF investment funds ;Other changes;2019;0.0;0.0;0.0;32.0;4.0;0.0;0.0;129237.0
5605;Total domestic sectors;Non-MMF investment funds ;Other changes;2020 1st quarter;0.0;0.0;0.0;13.0;-3.0;0.0;0.0;-113872.0
5606;Total domestic sectors;Non-MMF investment funds ;Other changes;2020 2nd quarter;0.0;0.0;0.0;-3.0;-2.0;0.0;0.0;56334.0
5607;Total domestic sectors;Non-MMF investment funds ;Other changes;2020 3rd quarter;0.0;0.0;0.0;-63.0;-3.0;0.0;0.0;16043.0
5608;Total domestic sectors;Non-MMF investment funds ;Other changes;2020 4th quarter;0.0;0.0;0.0;-27.0;-2.0;0.0;0.0;56865.0
5609;Total domestic sectors;Non-MMF investment funds ;Other changes;2020;0.0;0.0;0.0;-80.0;-10.0;0.0;0.0;15370.0
5610;Total domestic sectors;Non-MMF investment funds ;Other changes;2021 1st quarter;0.0;0.0;0.0;76.0;4.0;0.0;0.0;44661.0
5611;Total domestic sectors;Non-MMF investment funds ;Other changes;2021 2nd quarter;0.0;0.0;0.0;-32.0;-1.0;0.0;0.0;41303.0
5612;Total domestic sectors;Non-MMF investment funds ;Other changes;2021 3rd quarter;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;15137.0
5613;Total domestic sectors;Non-MMF investment funds ;Other changes;2021 4th quarter;0.0;0.0;0.0;34.0;2.0;0.0;0.0;52591.0
5614;Total domestic sectors;Non-MMF investment funds ;Other changes;2021;0.0;0.0;0.0;76.0;5.0;0.0;0.0;153692.0
5615;Total domestic sectors;Non-MMF investment funds ;Other changes;2022 1st quarter;0.0;0.0;0.0;19.0;2.0;0.0;0.0;-29409.0
5616;Total domestic sectors;Non-MMF investment funds ;Other changes;2022 2nd quarter;0.0;0.0;0.0;19.0;4.0;0.0;0.0;-52281.0
5617;Total domestic sectors;Non-MMF investment funds ;Other changes;2022 3rd quarter;0.0;0.0;0.0;-3.0;6.0;0.0;0.0;-8029.0
5618;Total domestic sectors;Non-MMF investment funds ;Other changes;2022 4th quarter;0.0;0.0;0.0;-45.0;-8.0;0.0;0.0;-10599.0
5619;Total domestic sectors;Non-MMF investment funds ;Other changes;2022;0.0;0.0;0.0;-10.0;4.0;0.0;0.0;-100318.0
5620;Total domestic sectors;Non-MMF investment funds ;Other changes;2023 1st quarter;0.0;0.0;0.0;-12.0;-1.0;0.0;0.0;5549.0
5621;Total domestic sectors;Non-MMF investment funds ;Other changes;2023 2nd quarter;0.0;0.0;0.0;-13.0;1.0;0.0;0.0;6705.0
5622;Total domestic sectors;Non-MMF investment funds ;Other changes;2023 3rd quarter;0.0;0.0;1.0;7.0;2.0;0.0;0.0;-2229.0
5623;Total domestic sectors;Non-MMF investment funds ;Other changes;2023 4th quarter;0.0;0.0;-1.0;-12.0;-3.0;0.0;0.0;20386.0
5624;Total domestic sectors;Non-MMF investment funds ;Other changes;2023;0.0;0.0;0.0;-30.0;-1.0;0.0;0.0;30411.0
5625;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;1999 1st quarter;;;;;;;;
5626;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;1999 2nd quarter;;;;;;;;
5627;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;1999 3rd quarter;;;;;;;;
5628;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;1999 4th quarter;;;;;;;;
5629;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;1999;;;;;;;;
5630;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2000 1st quarter;;;;;;;;
5631;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2000 2nd quarter;;;;;;;;
5632;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2000 3rd quarter;;;;;;;;
5633;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2000 4th quarter;;;;;;;;
5634;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2000;;;;;;;;
5635;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2001 1st quarter;;;;;;;;
5636;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2001 2nd quarter;;;;;;;;
5637;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2001 3rd quarter;;;;;;;;
5638;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2001 4th quarter;;;;;;;;
5639;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2001;;;;;;;;
5640;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2002 1st quarter;;;;;;;;
5641;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2002 2nd quarter;;;;;;;;
5642;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2002 3rd quarter;;;;;;;;
5643;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2002 4th quarter;;;;;;;;
5644;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2002;;;;;;;;
5645;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2003 1st quarter;;;;;;;;
5646;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2003 2nd quarter;;;;;;;;
5647;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2003 3rd quarter;;;;;;;;
5648;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2003 4th quarter;;;;;;;;
5649;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2003;;;;;;;;
5650;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2004 1st quarter;;;;;;;;
5651;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2004 2nd quarter;;;;;;;;
5652;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2004 3rd quarter;;;;;;;;
5653;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2004 4th quarter;;;;;;;;
5654;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2004;;;;;;;;
5655;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2005 1st quarter;;;;;;;;
5656;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2005 2nd quarter;;;;;;;;
5657;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2005 3rd quarter;;;;;;;;
5658;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2005 4th quarter;;;;;;;;
5659;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2005;;;;;;;;
5660;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2006 1st quarter;;;;;;;;
5661;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2006 2nd quarter;;;;;;;;
5662;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2006 3rd quarter;;;;;;;;
5663;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2006 4th quarter;;;;;;;;
5664;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2006;;;;;;;;
5665;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2007 1st quarter;;;;;;;;
5666;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2007 2nd quarter;;;;;;;;
5667;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2007 3rd quarter;;;;;;;;
5668;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2007 4th quarter;;;;;;;;
5669;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2007;;;;;;;;
5670;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2008 1st quarter;;;;;;;;
5671;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2008 2nd quarter;;;;;;;;
5672;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2008 3rd quarter;;;;;;;;
5673;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2008 4th quarter;;;;;;;;
5674;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2008;;;;;;;;
5675;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2009 1st quarter;;;;;;;;
5676;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2009 2nd quarter;;;;;;;;
5677;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2009 3rd quarter;;;;;;;;
5678;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2009 4th quarter;;;;;;;;
5679;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2009;;;;;;;;
5680;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2010 1st quarter;;;;;;;;
5681;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2010 2nd quarter;;;;;;;;
5682;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2010 3rd quarter;;;;;;;;
5683;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2010 4th quarter;;;;;;;;
5684;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2010;;;;;;;;
5685;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2011 1st quarter;;;;;;;;
5686;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2011 2nd quarter;;;;;;;;
5687;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2011 3rd quarter;;;;;;;;
5688;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2011 4th quarter;;;;;;;;
5689;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2011;;;;;;;;
5690;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2012 1st quarter;0.0;0.0;1.0;30.0;-10.0;0.0;0.0;24757.0
5691;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2012 2nd quarter;0.0;0.0;1.0;84.0;-34.0;0.0;0.0;-2657.0
5692;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2012 3rd quarter;0.0;0.0;1.0;-77.0;6.0;0.0;0.0;19320.0
5693;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2012 4th quarter;0.0;0.0;0.0;-33.0;-26.0;0.0;0.0;3439.0
5694;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2012;0.0;0.0;3.0;4.0;-64.0;0.0;0.0;44859.0
5695;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2013 1st quarter;0.0;0.0;2.0;27.0;1.0;0.0;0.0;19183.0
5696;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2013 2nd quarter;0.0;0.0;-3.0;412.0;-1.0;0.0;0.0;-15634.0
5697;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2013 3rd quarter;0.0;0.0;-2.0;-18.0;13.0;0.0;0.0;5728.0
5698;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2013 4th quarter;0.0;0.0;0.0;-22.0;-7.0;0.0;0.0;7781.0
5699;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2013;0.0;0.0;-3.0;399.0;6.0;0.0;0.0;17058.0
5700;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2014 1st quarter;0.0;0.0;3.0;8.0;8.0;0.0;0.0;9539.0
5701;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2014 2nd quarter;0.0;0.0;1.0;51.0;5.0;0.0;0.0;23063.0
5702;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2014 3rd quarter;0.0;0.0;1.0;96.0;5.0;0.0;0.0;19601.0
5703;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2014 4th quarter;0.0;0.0;0.0;0.0;-5.0;0.0;0.0;15748.0
5704;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2014;0.0;0.0;5.0;155.0;13.0;0.0;0.0;67951.0
5705;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2015 1st quarter;0.0;0.0;0.0;328.0;15.0;0.0;0.0;65792.0
5706;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2015 2nd quarter;0.0;0.0;0.0;-29.0;-2.0;0.0;0.0;-31812.0
5707;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2015 3rd quarter;0.0;0.0;0.0;10.0;-3.0;0.0;0.0;-34953.0
5708;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2015 4th quarter;0.0;0.0;0.0;92.0;2.0;0.0;0.0;18061.0
5709;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2015;0.0;0.0;0.0;401.0;12.0;0.0;0.0;17088.0
5710;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2016 1st quarter;0.0;0.0;0.0;-59.0;-5.0;0.0;0.0;-4771.0
5711;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2016 2nd quarter;0.0;0.0;0.0;87.0;1.0;0.0;0.0;21643.0
5712;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2016 3rd quarter;0.0;0.0;0.0;-68.0;-1.0;0.0;0.0;14365.0
5713;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2016 4th quarter;0.0;0.0;-1.0;88.0;7.0;0.0;0.0;21524.0
5714;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2016;0.0;0.0;-1.0;48.0;2.0;0.0;0.0;52761.0
5715;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2017 1st quarter;0.0;0.0;0.0;-72.0;0.0;0.0;0.0;13978.0
5716;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2017 2nd quarter;0.0;0.0;0.0;-164.0;-3.0;0.0;0.0;-15971.0
5717;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2017 3rd quarter;0.0;0.0;0.0;-73.0;-6.0;0.0;0.0;6553.0
5718;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2017 4th quarter;0.0;0.0;0.0;-28.0;0.0;0.0;0.0;21309.0
5719;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2017;0.0;0.0;0.0;-337.0;-9.0;0.0;0.0;25869.0
5720;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2018 1st quarter;0.0;0.0;0.0;-23.0;-2.0;0.0;0.0;-14058.0
5721;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2018 2nd quarter;0.0;0.0;0.0;59.0;3.0;0.0;0.0;25798.0
5722;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2018 3rd quarter;0.0;0.0;0.0;-18.0;-2.0;0.0;0.0;12244.0
5723;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2018 4th quarter;0.0;0.0;0.0;13.0;2.0;0.0;0.0;-47001.0
5724;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2018;0.0;0.0;0.0;31.0;1.0;0.0;0.0;-23017.0
5725;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2019 1st quarter;0.0;0.0;0.0;50.0;3.0;0.0;0.0;64899.0
5726;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2019 2nd quarter;0.0;0.0;0.0;-56.0;-2.0;0.0;0.0;10077.0
5727;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2019 3rd quarter;0.0;0.0;0.0;69.0;1.0;0.0;0.0;29501.0
5728;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2019 4th quarter;0.0;0.0;0.0;-31.0;2.0;0.0;0.0;23005.0
5729;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2019;0.0;0.0;0.0;32.0;4.0;0.0;0.0;127482.0
5730;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2020 1st quarter;0.0;0.0;0.0;13.0;-3.0;0.0;0.0;-113872.0
5731;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2020 2nd quarter;0.0;0.0;0.0;-3.0;-2.0;0.0;0.0;56334.0
5732;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2020 3rd quarter;0.0;0.0;0.0;-63.0;-3.0;0.0;0.0;16043.0
5733;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2020 4th quarter;0.0;0.0;0.0;-27.0;-2.0;0.0;0.0;56865.0
5734;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2020;0.0;0.0;0.0;-80.0;-10.0;0.0;0.0;15370.0
5735;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2021 1st quarter;0.0;0.0;0.0;76.0;4.0;0.0;0.0;44661.0
5736;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2021 2nd quarter;0.0;0.0;0.0;-32.0;-1.0;0.0;0.0;41303.0
5737;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2021 3rd quarter;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;15137.0
5738;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2021 4th quarter;0.0;0.0;0.0;34.0;2.0;0.0;0.0;52591.0
5739;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2021;0.0;0.0;0.0;76.0;5.0;0.0;0.0;153692.0
5740;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2022 1st quarter;0.0;0.0;0.0;19.0;2.0;0.0;0.0;-29409.0
5741;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2022 2nd quarter;0.0;0.0;0.0;19.0;4.0;0.0;0.0;-52281.0
5742;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2022 3rd quarter;0.0;0.0;0.0;-3.0;6.0;0.0;0.0;-8029.0
5743;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2022 4th quarter;0.0;0.0;0.0;-45.0;-8.0;0.0;0.0;-10599.0
5744;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2022;0.0;0.0;0.0;-10.0;4.0;0.0;0.0;-100318.0
5745;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2023 1st quarter;0.0;0.0;0.0;-12.0;-1.0;0.0;0.0;5549.0
5746;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2023 2nd quarter;0.0;0.0;0.0;-13.0;1.0;0.0;0.0;6705.0
5747;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2023 3rd quarter;0.0;0.0;1.0;7.0;2.0;0.0;0.0;-2229.0
5748;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2023 4th quarter;0.0;0.0;-1.0;-12.0;-3.0;0.0;0.0;20386.0
5749;Total domestic sectors;Non-MMF investment funds ;Price changes and revaluations;2023;0.0;0.0;0.0;-30.0;-1.0;0.0;0.0;30411.0
5750;Total domestic sectors;Non-MMF investment funds ;Other volume changes;1999 1st quarter;;;;;;;;
5751;Total domestic sectors;Non-MMF investment funds ;Other volume changes;1999 2nd quarter;;;;;;;;
5752;Total domestic sectors;Non-MMF investment funds ;Other volume changes;1999 3rd quarter;;;;;;;;
5753;Total domestic sectors;Non-MMF investment funds ;Other volume changes;1999 4th quarter;;;;;;;;
5754;Total domestic sectors;Non-MMF investment funds ;Other volume changes;1999;;;;;;;;
5755;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2000 1st quarter;;;;;;;;
5756;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2000 2nd quarter;;;;;;;;
5757;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2000 3rd quarter;;;;;;;;
5758;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2000 4th quarter;;;;;;;;
