ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
4600;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;1998;984
4601;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;1999;1048
4602;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2000;1163
4603;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2001;1286
4604;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2002;1475
4605;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2003;1622
4606;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2004;1831
4607;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2005;1816
4608;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2006;1893
4609;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2007;2049
4610;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2008;2128
4611;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2009;2205
4612;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2010;2300
4613;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2011;2450
4614;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2012;2535
4615;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2013;2391
4616;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2014;2444
4617;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2015;2331
4618;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2016;2446
4619;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2017;2533
4620;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2018;2596
4621;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2019;2624
4622;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2020;2328
4623;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2021;2570
4624;"HC13.2: Tandheelkundige zorg; ambulant";HP32: Tandheelkundige praktijken;2022;2650
4625;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;1998;0
4626;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;1999;0
4627;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2000;0
4628;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2001;0
4629;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2002;0
4630;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2003;0
4631;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2004;0
4632;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2005;0
4633;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2006;0
4634;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2007;0
4635;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2008;0
4636;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2009;0
4637;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2010;0
4638;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2011;0
4639;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2012;0
4640;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2013;0
4641;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2014;0
4642;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2015;0
4643;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2016;0
4644;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2017;0
4645;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2018;0
4646;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2019;0
4647;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2020;0
4648;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2021;0
4649;"HC13.2: Tandheelkundige zorg; ambulant";HP34: Ambulante zorgcentra;2022;0
4650;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;1998;0
4651;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;1999;0
4652;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2000;0
4653;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2001;0
4654;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2002;0
4655;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2003;0
4656;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2004;0
4657;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2005;0
4658;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2006;0
4659;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2007;0
4660;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2008;0
4661;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2009;0
4662;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2010;0
4663;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2011;0
4664;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2012;0
4665;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2013;0
4666;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2014;0
4667;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2015;0
4668;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2016;0
4669;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2017;0
4670;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2018;0
4671;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2019;0
4672;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2020;0
4673;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2021;0
4674;"HC13.2: Tandheelkundige zorg; ambulant";HP33: Overige praktijken gezondheidszorg;2022;0
4675;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;1998;0
4676;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;1999;0
4677;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2000;0
4678;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2001;0
4679;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2002;0
4680;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2003;0
4681;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2004;0
4682;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2005;0
4683;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2006;0
4684;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2007;0
4685;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2008;0
4686;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2009;0
4687;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2010;0
4688;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2011;0
4689;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2012;0
4690;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2013;0
4691;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2014;0
4692;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2015;0
4693;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2016;0
4694;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2017;0
4695;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2018;0
4696;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2019;0
4697;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2020;0
4698;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2021;0
4699;"HC13.2: Tandheelkundige zorg; ambulant";HP4: Ondersteunende diensten;2022;0
4700;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;1998;0
4701;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;1999;0
4702;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2000;0
4703;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2001;0
4704;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2002;0
4705;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2003;0
4706;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2004;0
4707;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2005;0
4708;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2006;0
4709;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2007;0
4710;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2008;0
4711;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2009;0
4712;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2010;0
4713;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2011;0
4714;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2012;0
4715;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2013;0
4716;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2014;0
4717;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2015;0
4718;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2016;0
4719;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2017;0
4720;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2018;0
4721;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2019;0
4722;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2020;0
4723;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2021;0
4724;"HC13.2: Tandheelkundige zorg; ambulant";HP41: Ambulance, ziekenvervoer;2022;0
4725;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;1998;0
4726;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;1999;0
4727;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2000;0
4728;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2001;0
4729;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2002;0
4730;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2003;0
4731;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2004;0
4732;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2005;0
4733;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2006;0
4734;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2007;0
4735;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2008;0
4736;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2009;0
4737;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2010;0
4738;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2011;0
4739;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2012;0
4740;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2013;0
4741;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2014;0
4742;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2015;0
4743;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2016;0
4744;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2017;0
4745;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2018;0
4746;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2019;0
4747;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2020;0
4748;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2021;0
4749;"HC13.2: Tandheelkundige zorg; ambulant";HP42-49: Laboratoria en ov ondersteunend;2022;0
4750;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;1998;0
4751;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;1999;0
4752;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2000;0
4753;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2001;0
4754;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2002;0
4755;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2003;0
4756;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2004;0
4757;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2005;0
4758;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2006;0
4759;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2007;0
4760;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2008;0
4761;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2009;0
4762;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2010;0
4763;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2011;0
4764;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2012;0
4765;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2013;0
4766;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2014;0
4767;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2015;0
4768;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2016;0
4769;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2017;0
4770;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2018;0
4771;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2019;0
4772;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2020;0
4773;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2021;0
4774;"HC13.2: Tandheelkundige zorg; ambulant";HP5: Leveranciers genees-en hulpmiddelen;2022;0
4775;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;1998;0
4776;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;1999;0
4777;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2000;0
4778;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2001;0
4779;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2002;0
4780;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2003;0
4781;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2004;0
4782;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2005;0
4783;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2006;0
4784;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2007;0
4785;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2008;0
4786;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2009;0
4787;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2010;0
4788;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2011;0
4789;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2012;0
4790;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2013;0
4791;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2014;0
4792;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2015;0
4793;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2016;0
4794;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2017;0
4795;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2018;0
4796;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2019;0
4797;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2020;0
4798;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2021;0
4799;"HC13.2: Tandheelkundige zorg; ambulant";HP51: Leveranciers geneesmiddelen;2022;0
4800;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;1998;0
4801;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;1999;0
4802;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2000;0
4803;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2001;0
4804;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2002;0
4805;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2003;0
4806;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2004;0
4807;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2005;0
4808;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2006;0
4809;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2007;0
4810;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2008;0
4811;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2009;0
4812;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2010;0
4813;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2011;0
4814;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2012;0
4815;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2013;0
4816;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2014;0
4817;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2015;0
4818;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2016;0
4819;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2017;0
4820;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2018;0
4821;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2019;0
4822;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2020;0
4823;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2021;0
4824;"HC13.2: Tandheelkundige zorg; ambulant";HP52-59: Leveranciers hulpmiddelen;2022;0
4825;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;1998;0
4826;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;1999;0
4827;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2000;0
4828;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2001;0
4829;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2002;0
4830;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2003;0
4831;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2004;0
4832;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2005;0
4833;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2006;0
4834;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2007;0
4835;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2008;0
4836;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2009;0
4837;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2010;0
4838;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2011;0
4839;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2012;0
4840;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2013;0
4841;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2014;0
4842;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2015;0
4843;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2016;0
4844;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2017;0
4845;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2018;0
4846;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2019;0
4847;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2020;0
4848;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2021;0
4849;"HC13.2: Tandheelkundige zorg; ambulant";HP6: Aanbieders van preventieve zorg;2022;0
4850;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;1998;0
4851;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;1999;0
4852;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2000;0
4853;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2001;0
4854;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2002;0
4855;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2003;0
4856;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2004;0
4857;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2005;0
4858;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2006;0
4859;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2007;0
4860;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2008;0
4861;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2009;0
4862;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2010;0
4863;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2011;0
4864;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2012;0
4865;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2013;0
4866;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2014;0
4867;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2015;0
4868;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2016;0
4869;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2017;0
4870;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2018;0
4871;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2019;0
4872;"HC13.2: Tandheelkundige zorg; ambulant";HP7: Organisaties beheer en financiering;2020;0
