ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
7058;Totale Nederlandse afzet;15960000 Bier van mout;2002;107.5;;2.7;108.1;;4.0
7059;Totale Nederlandse afzet;15960000 Bier van mout;2003 januari;109.6;2.2;3.2;110.5;1.9;4.8
7060;Totale Nederlandse afzet;15960000 Bier van mout;2003 februari;109.7;0.1;3.1;110.6;0.1;4.7
7061;Totale Nederlandse afzet;15960000 Bier van mout;2003 maart;109.6;0.0;3.1;110.5;0.0;4.8
7062;Totale Nederlandse afzet;15960000 Bier van mout;2003 april;110.0;0.3;1.0;110.8;0.3;0.8
7063;Totale Nederlandse afzet;15960000 Bier van mout;2003 mei;108.7;-1.2;0.2;109.7;-1.0;0.2
7064;Totale Nederlandse afzet;15960000 Bier van mout;2003 juni;108.5;-0.1;0.4;109.6;-0.1;0.4
7065;Totale Nederlandse afzet;15960000 Bier van mout;2003 juli;109.1;0.5;1.5;110.1;0.5;1.3
7066;Totale Nederlandse afzet;15960000 Bier van mout;2003 augustus;109.5;0.4;1.7;110.4;0.3;1.4
7067;Totale Nederlandse afzet;15960000 Bier van mout;2003 september;109.4;-0.1;1.6;110.3;-0.1;1.4
7068;Totale Nederlandse afzet;15960000 Bier van mout;2003 oktober;108.1;-1.2;0.3;109.2;-1.1;0.2
7069;Totale Nederlandse afzet;15960000 Bier van mout;2003 november;108.0;0.0;0.5;109.1;0.0;0.5
7070;Totale Nederlandse afzet;15960000 Bier van mout;2003 december;106.8;-1.1;-0.4;108.0;-1.0;-0.4
7071;Totale Nederlandse afzet;15960000 Bier van mout;2003;108.9;;1.3;109.9;;1.6
7072;Totale Nederlandse afzet;15960000 Bier van mout;2004 januari;106.3;-0.4;-3.0;107.7;-0.4;-2.6
7073;Totale Nederlandse afzet;15960000 Bier van mout;2004 februari;106.5;0.2;-2.9;107.8;0.2;-2.5
7074;Totale Nederlandse afzet;15960000 Bier van mout;2004 maart;107.7;1.1;-1.8;108.8;0.9;-1.5
7075;Totale Nederlandse afzet;15960000 Bier van mout;2004 april;108.4;0.7;-1.4;109.5;0.6;-1.2
7076;Totale Nederlandse afzet;15960000 Bier van mout;2004 mei;108.4;-0.1;-0.3;109.5;-0.1;-0.2
7077;Totale Nederlandse afzet;15960000 Bier van mout;2004 juni;108.1;-0.3;-0.4;109.2;-0.2;-0.3
7078;Totale Nederlandse afzet;15960000 Bier van mout;2004 juli;107.8;-0.2;-1.2;109.0;-0.2;-1.0
7079;Totale Nederlandse afzet;15960000 Bier van mout;2004 augustus;108.0;0.2;-1.4;109.1;0.2;-1.2
7080;Totale Nederlandse afzet;15960000 Bier van mout;2004 september;107.9;-0.1;-1.3;109.1;-0.1;-1.1
7081;Totale Nederlandse afzet;15960000 Bier van mout;2004 oktober;107.4;-0.5;-0.6;108.6;-0.5;-0.5
7082;Totale Nederlandse afzet;15960000 Bier van mout;2004 november;106.6;-0.7;-1.3;107.9;-0.6;-1.1
7083;Totale Nederlandse afzet;15960000 Bier van mout;2004 december;105.8;-0.8;-1.0;107.2;-0.7;-0.8
7084;Totale Nederlandse afzet;15960000 Bier van mout;2004;107.4;;-1.4;108.6;;-1.2
7085;Totale Nederlandse afzet;15960000 Bier van mout;2005 januari;106.4;0.5;0.0;107.7;0.5;0.0
7086;Totale Nederlandse afzet;15960000 Bier van mout;2005 februari;106.6;0.2;0.0;107.9;0.2;0.0
7087;Totale Nederlandse afzet;15960000 Bier van mout;2005 maart;106.2;-0.3;-1.3;107.5;-0.3;-1.2
7088;Totale Nederlandse afzet;15960000 Bier van mout;2005 april;107.7;1.4;-0.7;108.8;1.2;-0.6
7089;Totale Nederlandse afzet;15960000 Bier van mout;2005 mei;107.9;0.2;-0.4;109.0;0.2;-0.4
7090;Totale Nederlandse afzet;15960000 Bier van mout;2005 juni;108.5;0.6;0.4;109.6;0.5;0.4
7091;Totale Nederlandse afzet;15960000 Bier van mout;2005 juli;109.5;0.9;1.6;110.4;0.8;1.3
7092;Totale Nederlandse afzet;15960000 Bier van mout;2005 augustus;109.2;-0.3;1.1;110.2;-0.2;0.9
7093;Totale Nederlandse afzet;15960000 Bier van mout;2005 september;109.3;0.1;1.2;110.2;0.0;1.1
7094;Totale Nederlandse afzet;15960000 Bier van mout;2005 oktober;109.6;0.3;2.0;110.5;0.2;1.8
7095;Totale Nederlandse afzet;15960000 Bier van mout;2005 november;109.8;0.2;3.0;110.7;0.2;2.6
7096;Totale Nederlandse afzet;15960000 Bier van mout;2005 december;109.8;-0.1;3.8;110.7;-0.1;3.3
7097;Totale Nederlandse afzet;15960000 Bier van mout;2005;108.4;;0.9;109.4;;0.8
7098;Totale Nederlandse afzet;15960000 Bier van mout;2006 januari;111.4;1.5;4.7;112.1;1.3;4.1
7099;Totale Nederlandse afzet;15960000 Bier van mout;2006 februari;111.4;0.0;4.6;112.1;0.0;3.9
7100;Totale Nederlandse afzet;15960000 Bier van mout;2006 maart;111.4;0.0;4.9;112.1;0.0;4.2
7101;Totale Nederlandse afzet;15960000 Bier van mout;2006 april;113.1;1.5;5.0;113.6;1.4;4.4
7102;Totale Nederlandse afzet;15960000 Bier van mout;2006 mei;113.1;0.0;4.8;113.6;0.0;4.2
7103;Totale Nederlandse afzet;15960000 Bier van mout;2006 juni;113.1;0.0;4.2;113.6;0.0;3.7
7104;Totale Nederlandse afzet;15960000 Bier van mout;2006 juli;113.1;0.0;3.3;113.6;0.0;2.9
7105;Totale Nederlandse afzet;15960000 Bier van mout;2006 augustus;113.1;0.0;3.5;113.6;0.0;3.1
7106;Totale Nederlandse afzet;15960000 Bier van mout;2006 september;113.0;-0.1;3.4;113.5;-0.1;3.0
7107;Totale Nederlandse afzet;15960000 Bier van mout;2006 oktober;113.2;0.2;3.4;113.7;0.2;3.0
7108;Totale Nederlandse afzet;15960000 Bier van mout;2006 november;113.2;0.0;3.1;113.7;0.0;2.7
7109;Totale Nederlandse afzet;15960000 Bier van mout;2006 december;113.2;0.0;3.1;113.7;0.0;2.7
7110;Totale Nederlandse afzet;15960000 Bier van mout;2006;112.7;;4.0;113.2;;3.5
7111;Totale Nederlandse afzet;15960000 Bier van mout;2007 januari;113.9;0.7;2.3;114.3;0.5;2.0
7112;Totale Nederlandse afzet;15960000 Bier van mout;2007 februari;113.9;0.0;2.2;114.3;0.0;1.9
7113;Totale Nederlandse afzet;15960000 Bier van mout;2007 maart;113.9;0.0;2.3;114.3;0.0;1.9
7114;Totale Nederlandse afzet;15960000 Bier van mout;2007 april;116.3;2.1;2.8;116.4;1.8;2.4
7115;Totale Nederlandse afzet;15960000 Bier van mout;2007 mei;116.2;-0.1;2.7;116.2;-0.1;2.3
7116;Totale Nederlandse afzet;15960000 Bier van mout;2007 juni;116.2;0.0;2.7;116.3;0.0;2.4
7117;Totale Nederlandse afzet;15960000 Bier van mout;2007 juli;116.3;0.1;2.8;116.3;0.1;2.4
7118;Totale Nederlandse afzet;15960000 Bier van mout;2007 augustus;116.3;0.1;2.9;116.4;0.1;2.5
7119;Totale Nederlandse afzet;15960000 Bier van mout;2007 september;116.3;0.0;3.0;116.4;0.0;2.6
7120;Totale Nederlandse afzet;15960000 Bier van mout;2007 oktober;116.3;0.0;2.7;116.4;0.0;2.4
7121;Totale Nederlandse afzet;15960000 Bier van mout;2007 november;116.3;0.0;2.7;116.4;0.0;2.4
7122;Totale Nederlandse afzet;15960000 Bier van mout;2007 december;116.3;0.0;2.8;116.4;0.0;2.4
7123;Totale Nederlandse afzet;15960000 Bier van mout;2007;115.7;;2.7;115.8;;2.3
7124;Totale Nederlandse afzet;15960000 Bier van mout;2008 januari;120.5;3.6;5.7;120.1;3.2;5.1
7125;Totale Nederlandse afzet;15960000 Bier van mout;2008 februari;120.5;0.0;5.8;120.1;0.0;5.1
7126;Totale Nederlandse afzet;15960000 Bier van mout;2008 maart;120.5;0.0;5.8;120.1;0.0;5.1
7127;Totale Nederlandse afzet;15960000 Bier van mout;2008 april;120.7;0.2;3.8;120.3;0.2;3.4
7128;Totale Nederlandse afzet;15960000 Bier van mout;2008 mei;120.7;0.0;3.9;120.3;0.0;3.5
7129;Totale Nederlandse afzet;15960000 Bier van mout;2008 juni;120.7;0.0;3.9;120.3;0.0;3.5
7130;Totale Nederlandse afzet;15960000 Bier van mout;2008 juli;120.8;0.0;3.9;120.4;0.0;3.5
7131;Totale Nederlandse afzet;15960000 Bier van mout;2008 augustus;120.8;0.0;3.8;120.4;0.0;3.4
7132;Totale Nederlandse afzet;15960000 Bier van mout;2008 september;120.8;0.0;3.8;120.4;0.0;3.4
7133;Totale Nederlandse afzet;15960000 Bier van mout;2008 oktober;120.9;0.1;3.9;120.5;0.1;3.5
7134;Totale Nederlandse afzet;15960000 Bier van mout;2008 november;120.9;0.0;4.0;120.5;0.0;3.6
7135;Totale Nederlandse afzet;15960000 Bier van mout;2008 december;120.9;0.0;4.0;120.5;0.0;3.6
7136;Totale Nederlandse afzet;15960000 Bier van mout;2008;120.7;;4.3;120.3;;3.9
7137;Totale Nederlandse afzet;15970000 Mout;2000 januari;;;;;;
7138;Totale Nederlandse afzet;15970000 Mout;2000 februari;;;;;;
7139;Totale Nederlandse afzet;15970000 Mout;2000 maart;;;;;;
7140;Totale Nederlandse afzet;15970000 Mout;2000 april;;;;;;
7141;Totale Nederlandse afzet;15970000 Mout;2000 mei;;;;;;
7142;Totale Nederlandse afzet;15970000 Mout;2000 juni;;;;;;
7143;Totale Nederlandse afzet;15970000 Mout;2000 juli;;;;;;
7144;Totale Nederlandse afzet;15970000 Mout;2000 augustus;;;;;;
7145;Totale Nederlandse afzet;15970000 Mout;2000 september;;;;;;
7146;Totale Nederlandse afzet;15970000 Mout;2000 oktober;;;;;;
7147;Totale Nederlandse afzet;15970000 Mout;2000 november;;;;;;
7148;Totale Nederlandse afzet;15970000 Mout;2000 december;;;;;;
7149;Totale Nederlandse afzet;15970000 Mout;2000;100.0;;;100.0;;
7150;Totale Nederlandse afzet;15970000 Mout;2001 januari;;;;;;
7151;Totale Nederlandse afzet;15970000 Mout;2001 februari;;;;;;
7152;Totale Nederlandse afzet;15970000 Mout;2001 maart;;;;;;
7153;Totale Nederlandse afzet;15970000 Mout;2001 april;;;;;;
7154;Totale Nederlandse afzet;15970000 Mout;2001 mei;;;;;;
7155;Totale Nederlandse afzet;15970000 Mout;2001 juni;;;;;;
7156;Totale Nederlandse afzet;15970000 Mout;2001 juli;;;;;;
7157;Totale Nederlandse afzet;15970000 Mout;2001 augustus;;;;;;
7158;Totale Nederlandse afzet;15970000 Mout;2001 september;;;;;;
7159;Totale Nederlandse afzet;15970000 Mout;2001 oktober;;;;;;
7160;Totale Nederlandse afzet;15970000 Mout;2001 november;;;;;;
7161;Totale Nederlandse afzet;15970000 Mout;2001 december;;;;;;
7162;Totale Nederlandse afzet;15970000 Mout;2001;;;;;;
7163;Totale Nederlandse afzet;15970000 Mout;2002 januari;;;;;;
7164;Totale Nederlandse afzet;15970000 Mout;2002 februari;;;;;;
7165;Totale Nederlandse afzet;15970000 Mout;2002 maart;;;;;;
7166;Totale Nederlandse afzet;15970000 Mout;2002 april;;;;;;
7167;Totale Nederlandse afzet;15970000 Mout;2002 mei;;;;;;
7168;Totale Nederlandse afzet;15970000 Mout;2002 juni;;;;;;
7169;Totale Nederlandse afzet;15970000 Mout;2002 juli;;;;;;
7170;Totale Nederlandse afzet;15970000 Mout;2002 augustus;;;;;;
7171;Totale Nederlandse afzet;15970000 Mout;2002 september;;;;;;
7172;Totale Nederlandse afzet;15970000 Mout;2002 oktober;;;;;;
7173;Totale Nederlandse afzet;15970000 Mout;2002 november;;;;;;
7174;Totale Nederlandse afzet;15970000 Mout;2002 december;;;;;;
7175;Totale Nederlandse afzet;15970000 Mout;2002;;;;;;
7176;Totale Nederlandse afzet;15970000 Mout;2003 januari;;;;;;
7177;Totale Nederlandse afzet;15970000 Mout;2003 februari;;;;;;
7178;Totale Nederlandse afzet;15970000 Mout;2003 maart;;;;;;
7179;Totale Nederlandse afzet;15970000 Mout;2003 april;;;;;;
7180;Totale Nederlandse afzet;15970000 Mout;2003 mei;;;;;;
7181;Totale Nederlandse afzet;15970000 Mout;2003 juni;;;;;;
7182;Totale Nederlandse afzet;15970000 Mout;2003 juli;;;;;;
7183;Totale Nederlandse afzet;15970000 Mout;2003 augustus;;;;;;
7184;Totale Nederlandse afzet;15970000 Mout;2003 september;;;;;;
7185;Totale Nederlandse afzet;15970000 Mout;2003 oktober;;;;;;
7186;Totale Nederlandse afzet;15970000 Mout;2003 november;;;;;;
7187;Totale Nederlandse afzet;15970000 Mout;2003 december;;;;;;
7188;Totale Nederlandse afzet;15970000 Mout;2003;;;;;;
7189;Totale Nederlandse afzet;15970000 Mout;2004 januari;;;;;;
7190;Totale Nederlandse afzet;15970000 Mout;2004 februari;;;;;;
7191;Totale Nederlandse afzet;15970000 Mout;2004 maart;;;;;;
7192;Totale Nederlandse afzet;15970000 Mout;2004 april;;;;;;
7193;Totale Nederlandse afzet;15970000 Mout;2004 mei;;;;;;
7194;Totale Nederlandse afzet;15970000 Mout;2004 juni;;;;;;
7195;Totale Nederlandse afzet;15970000 Mout;2004 juli;;;;;;
7196;Totale Nederlandse afzet;15970000 Mout;2004 augustus;;;;;;
7197;Totale Nederlandse afzet;15970000 Mout;2004 september;;;;;;
7198;Totale Nederlandse afzet;15970000 Mout;2004 oktober;;;;;;
7199;Totale Nederlandse afzet;15970000 Mout;2004 november;;;;;;
7200;Totale Nederlandse afzet;15970000 Mout;2004 december;;;;;;
7201;Totale Nederlandse afzet;15970000 Mout;2004;;;;;;
7202;Totale Nederlandse afzet;15970000 Mout;2005 januari;;;;;;
7203;Totale Nederlandse afzet;15970000 Mout;2005 februari;;;;;;
7204;Totale Nederlandse afzet;15970000 Mout;2005 maart;;;;;;
7205;Totale Nederlandse afzet;15970000 Mout;2005 april;;;;;;
7206;Totale Nederlandse afzet;15970000 Mout;2005 mei;;;;;;
7207;Totale Nederlandse afzet;15970000 Mout;2005 juni;;;;;;
7208;Totale Nederlandse afzet;15970000 Mout;2005 juli;;;;;;
7209;Totale Nederlandse afzet;15970000 Mout;2005 augustus;;;;;;
7210;Totale Nederlandse afzet;15970000 Mout;2005 september;;;;;;
7211;Totale Nederlandse afzet;15970000 Mout;2005 oktober;;;;;;
7212;Totale Nederlandse afzet;15970000 Mout;2005 november;;;;;;
7213;Totale Nederlandse afzet;15970000 Mout;2005 december;;;;;;
7214;Totale Nederlandse afzet;15970000 Mout;2005;;;;;;
7215;Totale Nederlandse afzet;15970000 Mout;2006 januari;;;;;;
7216;Totale Nederlandse afzet;15970000 Mout;2006 februari;;;;;;
7217;Totale Nederlandse afzet;15970000 Mout;2006 maart;;;;;;
7218;Totale Nederlandse afzet;15970000 Mout;2006 april;;;;;;
7219;Totale Nederlandse afzet;15970000 Mout;2006 mei;;;;;;
7220;Totale Nederlandse afzet;15970000 Mout;2006 juni;;;;;;
7221;Totale Nederlandse afzet;15970000 Mout;2006 juli;;;;;;
7222;Totale Nederlandse afzet;15970000 Mout;2006 augustus;;;;;;
7223;Totale Nederlandse afzet;15970000 Mout;2006 september;;;;;;
7224;Totale Nederlandse afzet;15970000 Mout;2006 oktober;;;;;;
7225;Totale Nederlandse afzet;15970000 Mout;2006 november;;;;;;
7226;Totale Nederlandse afzet;15970000 Mout;2006 december;;;;;;
7227;Totale Nederlandse afzet;15970000 Mout;2006;;;;;;
7228;Totale Nederlandse afzet;15970000 Mout;2007 januari;;;;;;
7229;Totale Nederlandse afzet;15970000 Mout;2007 februari;;;;;;
7230;Totale Nederlandse afzet;15970000 Mout;2007 maart;;;;;;
7231;Totale Nederlandse afzet;15970000 Mout;2007 april;;;;;;
7232;Totale Nederlandse afzet;15970000 Mout;2007 mei;;;;;;
7233;Totale Nederlandse afzet;15970000 Mout;2007 juni;;;;;;
7234;Totale Nederlandse afzet;15970000 Mout;2007 juli;;;;;;
7235;Totale Nederlandse afzet;15970000 Mout;2007 augustus;;;;;;
7236;Totale Nederlandse afzet;15970000 Mout;2007 september;;;;;;
7237;Totale Nederlandse afzet;15970000 Mout;2007 oktober;;;;;;
7238;Totale Nederlandse afzet;15970000 Mout;2007 november;;;;;;
7239;Totale Nederlandse afzet;15970000 Mout;2007 december;;;;;;
7240;Totale Nederlandse afzet;15970000 Mout;2007;;;;;;
7241;Totale Nederlandse afzet;15970000 Mout;2008 januari;;;;;;
7242;Totale Nederlandse afzet;15970000 Mout;2008 februari;;;;;;
7243;Totale Nederlandse afzet;15970000 Mout;2008 maart;;;;;;
7244;Totale Nederlandse afzet;15970000 Mout;2008 april;;;;;;
7245;Totale Nederlandse afzet;15970000 Mout;2008 mei;;;;;;
7246;Totale Nederlandse afzet;15970000 Mout;2008 juni;;;;;;
7247;Totale Nederlandse afzet;15970000 Mout;2008 juli;;;;;;
7248;Totale Nederlandse afzet;15970000 Mout;2008 augustus;;;;;;
7249;Totale Nederlandse afzet;15970000 Mout;2008 september;;;;;;
7250;Totale Nederlandse afzet;15970000 Mout;2008 oktober;;;;;;
7251;Totale Nederlandse afzet;15970000 Mout;2008 november;;;;;;
7252;Totale Nederlandse afzet;15970000 Mout;2008 december;;;;;;
7253;Totale Nederlandse afzet;15970000 Mout;2008;;;;;;
7254;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 januari;99.6;;;99.6;;
7255;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 februari;99.6;0.0;;99.6;0.0;
7256;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 maart;99.6;0.0;;99.6;0.0;
7257;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 april;99.6;0.0;;99.7;0.0;
7258;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 mei;99.4;-0.2;;99.5;-0.1;
7259;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 juni;99.9;0.4;;99.9;0.4;
7260;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 juli;100.0;0.1;;100.0;0.1;
7261;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 augustus;100.1;0.1;;100.1;0.1;
7262;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 september;100.1;0.0;;100.1;0.0;
7263;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 oktober;100.7;0.6;;100.6;0.5;
7264;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 november;100.7;0.0;;100.6;0.0;
7265;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000 december;100.7;0.0;;100.6;0.0;
7266;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2000;100.0;;;100.0;;
7267;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 januari;100.7;0.1;1.1;100.8;0.2;1.1
7268;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 februari;100.9;0.2;1.3;100.9;0.2;1.3
7269;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 maart;100.9;0.0;1.3;100.9;0.0;1.3
7270;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 april;101.3;0.4;1.6;101.3;0.4;1.6
7271;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 mei;101.3;0.0;1.9;101.3;0.0;1.8
7272;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 juni;102.7;1.4;2.8;102.6;1.2;2.7
7273;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 juli;103.2;0.5;3.3;103.0;0.5;3.1
7274;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 augustus;103.2;0.0;3.1;103.0;0.0;2.9
7275;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 september;103.2;0.0;3.1;103.0;0.0;2.9
7276;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 oktober;103.1;-0.1;2.4;103.0;-0.1;2.4
7277;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 november;103.1;0.0;2.4;103.0;0.0;2.4
7278;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001 december;103.1;0.0;2.4;103.0;0.0;2.4
7279;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2001;102.2;;2.2;102.2;;2.2
7280;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 januari;103.3;0.1;2.5;103.2;0.2;2.4
7281;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 februari;103.3;0.0;2.3;103.2;0.0;2.2
7282;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 maart;103.3;0.0;2.4;103.2;0.0;2.3
7283;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 april;103.8;0.5;2.5;99.9;-3.2;-1.4
7284;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 mei;103.9;0.1;2.6;100.0;0.1;-1.3
7285;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 juni;104.4;0.4;1.6;100.4;0.4;-2.1
7286;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 juli;106.2;1.7;2.9;102.0;1.6;-1.0
7287;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 augustus;106.2;0.0;2.9;102.0;0.0;-1.0
7288;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 september;106.2;0.0;2.9;102.0;0.0;-1.0
7289;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 oktober;106.2;0.0;2.9;102.0;0.0;-1.0
7290;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 november;106.2;0.0;2.9;102.0;0.0;-1.0
7291;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002 december;106.2;0.0;2.9;102.0;0.0;-1.0
7292;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2002;104.9;;2.6;101.8;;-0.3
7293;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 januari;106.4;0.2;3.0;102.2;0.2;-1.0
7294;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 februari;106.3;-0.1;2.9;102.1;-0.1;-1.1
7295;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 maart;106.3;0.0;2.9;102.1;0.0;-1.1
7296;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 april;108.5;2.1;4.5;104.0;1.9;4.1
7297;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 mei;108.5;0.0;4.4;104.0;0.0;4.0
7298;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 juni;108.5;0.0;4.0;104.0;0.0;3.6
7299;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 juli;108.5;0.0;2.2;104.0;0.0;2.0
7300;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 augustus;108.5;0.0;2.2;104.0;0.0;2.0
7301;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 september;108.5;0.0;2.2;104.0;0.0;2.0
7302;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 oktober;108.6;0.1;2.3;104.1;0.1;2.1
7303;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 november;108.6;0.0;2.3;104.1;0.0;2.1
7304;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003 december;108.6;0.0;2.3;104.1;0.0;2.1
7305;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2003;108.0;;2.9;103.6;;1.7
7306;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 januari;108.6;0.0;2.1;104.2;0.1;2.0
7307;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 februari;108.6;0.0;2.2;104.2;0.0;2.1
7308;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 maart;108.6;0.0;2.2;104.2;0.0;2.1
7309;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 april;112.2;3.3;3.5;107.4;3.0;3.3
7310;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 mei;112.2;0.0;3.5;107.4;0.0;3.3
7311;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 juni;112.2;0.0;3.5;107.4;0.0;3.3
7312;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 juli;113.1;0.8;4.2;108.2;0.7;4.0
7313;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 augustus;113.2;0.1;4.3;108.3;0.1;4.1
7314;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 september;113.2;0.0;4.3;108.2;0.0;4.1
7315;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 oktober;113.2;0.0;4.2;108.2;0.0;4.0
7316;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 november;113.2;0.0;4.2;108.2;0.0;4.0
7317;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004 december;113.2;0.0;4.2;108.2;0.0;4.0
7318;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2004;111.8;;3.5;107.0;;3.3
7319;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 januari;108.8;-3.9;0.2;104.3;-3.6;0.1
7320;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 februari;108.7;-0.1;0.1;104.2;-0.1;0.0
7321;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 maart;108.8;0.1;0.2;104.3;0.1;0.1
7322;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 april;109.0;0.2;-2.9;104.5;0.2;-2.7
7323;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 mei;109.1;0.1;-2.8;104.6;0.1;-2.6
7324;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 juni;109.1;0.0;-2.8;104.6;0.0;-2.6
7325;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 juli;109.6;0.4;-3.1;105.0;0.4;-2.9
7326;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 augustus;109.6;0.0;-3.2;105.0;0.0;-3.0
7327;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 september;109.6;0.0;-3.2;105.0;0.0;-3.0
7328;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 oktober;112.8;3.0;-0.3;107.9;2.8;-0.3
7329;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 november;112.8;0.0;-0.3;107.9;0.0;-0.3
7330;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005 december;112.8;0.0;-0.3;107.9;0.0;-0.3
7331;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2005;110.0;;-1.6;105.5;;-1.5
7332;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2006 januari;112.6;-0.2;3.5;107.8;-0.2;3.3
7333;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2006 februari;112.6;0.0;3.6;107.7;0.0;3.4
7334;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2006 maart;112.6;0.0;3.5;107.7;0.0;3.3
7335;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2006 april;108.7;-3.5;-0.3;104.3;-3.2;-0.2
7336;Totale Nederlandse afzet;15980000 Mineraalwater en frisdranken;2006 mei;108.7;0.0;-0.4;104.3;0.0;-0.3
