ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
1190;Mannen;18 tot 65 jaar;1;Overige gemeenten;2004;5730;0.13;480;84;0.11
1191;Mannen;18 tot 65 jaar;1;Overige gemeenten;2005;8210;0.18;783;95;0.17
1192;Mannen;18 tot 65 jaar;1;Overige gemeenten;2006;9280;0.21;898;97;0.2
1193;Mannen;18 tot 65 jaar;1;Overige gemeenten;2007;9745;0.22;945;97;0.21
1194;Mannen;18 tot 65 jaar;1;Overige gemeenten;2008;10390;0.23;1067;103;0.24
1195;Mannen;18 tot 65 jaar;1;Overige gemeenten;2009;11460;0.25;1236;108;0.27
1196;Mannen;18 tot 65 jaar;1;Overige gemeenten;2010;12800;0.28;1410;110;0.31
1197;Mannen;18 tot 65 jaar;2;Nederland;2004;3355;0.06;242;72;0.05
1198;Mannen;18 tot 65 jaar;2;Nederland;2005;2005;0.04;136;68;0.03
1199;Mannen;18 tot 65 jaar;2;Nederland;2006;2185;0.04;118;54;0.02
1200;Mannen;18 tot 65 jaar;2;Nederland;2007;3030;0.06;177;58;0.03
1201;Mannen;18 tot 65 jaar;2;Nederland;2008;4480;0.09;237;53;0.05
1202;Mannen;18 tot 65 jaar;2;Nederland;2009;4875;0.09;266;55;0.05
1203;Mannen;18 tot 65 jaar;2;Nederland;2010;5670;0.11;316;56;0.06
1204;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2004;550;0.08;32;59;0.05
1205;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2005;315;0.05;24;76;0.03
1206;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2006;250;0.04;19;75;0.03
1207;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2007;350;0.05;22;63;0.03
1208;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2008;500;0.07;32;64;0.05
1209;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2009;615;0.09;44;71;0.06
1210;Mannen;18 tot 65 jaar;2;4 grote gemeenten;2010;700;0.1;57;81;0.08
1211;Mannen;18 tot 65 jaar;2;Overige gemeenten;2004;2805;0.06;210;75;0.05
1212;Mannen;18 tot 65 jaar;2;Overige gemeenten;2005;1690;0.04;112;66;0.02
1213;Mannen;18 tot 65 jaar;2;Overige gemeenten;2006;1940;0.04;99;51;0.02
1214;Mannen;18 tot 65 jaar;2;Overige gemeenten;2007;2680;0.06;155;58;0.03
1215;Mannen;18 tot 65 jaar;2;Overige gemeenten;2008;3980;0.09;205;51;0.05
1216;Mannen;18 tot 65 jaar;2;Overige gemeenten;2009;4255;0.09;222;52;0.05
1217;Mannen;18 tot 65 jaar;2;Overige gemeenten;2010;4970;0.11;259;52;0.06
1218;Mannen;18 tot 65 jaar;3;Nederland;2004;12150;0.23;251;21;0.05
1219;Mannen;18 tot 65 jaar;3;Nederland;2005;11360;0.22;178;16;0.03
1220;Mannen;18 tot 65 jaar;3;Nederland;2006;11545;0.22;181;16;0.03
1221;Mannen;18 tot 65 jaar;3;Nederland;2007;11125;0.21;191;17;0.04
1222;Mannen;18 tot 65 jaar;3;Nederland;2008;10880;0.21;197;18;0.04
1223;Mannen;18 tot 65 jaar;3;Nederland;2009;8790;0.17;157;18;0.03
1224;Mannen;18 tot 65 jaar;3;Nederland;2010;7410;0.14;124;17;0.02
1225;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2004;1025;0.15;22;21;0.03
1226;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2005;1175;0.17;26;23;0.04
1227;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2006;1115;0.16;19;17;0.03
1228;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2007;1085;0.16;17;16;0.03
1229;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2008;1020;0.15;19;18;0.03
1230;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2009;780;0.11;18;23;0.02
1231;Mannen;18 tot 65 jaar;3;4 grote gemeenten;2010;670;0.09;17;26;0.02
1232;Mannen;18 tot 65 jaar;3;Overige gemeenten;2004;11120;0.25;230;21;0.05
1233;Mannen;18 tot 65 jaar;3;Overige gemeenten;2005;10185;0.23;151;15;0.03
1234;Mannen;18 tot 65 jaar;3;Overige gemeenten;2006;10430;0.23;162;16;0.04
1235;Mannen;18 tot 65 jaar;3;Overige gemeenten;2007;10040;0.22;173;17;0.04
1236;Mannen;18 tot 65 jaar;3;Overige gemeenten;2008;9860;0.22;179;18;0.04
1237;Mannen;18 tot 65 jaar;3;Overige gemeenten;2009;8015;0.18;139;17;0.03
1238;Mannen;18 tot 65 jaar;3;Overige gemeenten;2010;6735;0.15;107;16;0.02
1239;Mannen;18 tot 65 jaar;4;Nederland;2004;5545;0.11;760;137;0.15
1240;Mannen;18 tot 65 jaar;4;Nederland;2005;2955;0.06;436;148;0.08
1241;Mannen;18 tot 65 jaar;4;Nederland;2006;2065;0.04;350;170;0.07
1242;Mannen;18 tot 65 jaar;4;Nederland;2007;1605;0.03;324;201;0.06
1243;Mannen;18 tot 65 jaar;4;Nederland;2008;2060;0.04;429;208;0.08
1244;Mannen;18 tot 65 jaar;4;Nederland;2009;2520;0.05;561;223;0.11
1245;Mannen;18 tot 65 jaar;4;Nederland;2010;3100;0.06;710;229;0.14
1246;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2004;1140;0.17;149;131;0.22
1247;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2005;625;0.09;84;134;0.12
1248;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2006;400;0.06;61;154;0.09
1249;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2007;240;0.04;44;183;0.06
1250;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2008;280;0.04;59;212;0.09
1251;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2009;380;0.05;88;232;0.12
1252;Mannen;18 tot 65 jaar;4;4 grote gemeenten;2010;530;0.07;117;220;0.16
1253;Mannen;18 tot 65 jaar;4;Overige gemeenten;2004;4405;0.1;611;139;0.13
1254;Mannen;18 tot 65 jaar;4;Overige gemeenten;2005;2325;0.05;352;151;0.08
1255;Mannen;18 tot 65 jaar;4;Overige gemeenten;2006;1665;0.04;289;174;0.06
1256;Mannen;18 tot 65 jaar;4;Overige gemeenten;2007;1370;0.03;280;205;0.06
1257;Mannen;18 tot 65 jaar;4;Overige gemeenten;2008;1780;0.04;369;207;0.08
1258;Mannen;18 tot 65 jaar;4;Overige gemeenten;2009;2140;0.05;473;221;0.1
1259;Mannen;18 tot 65 jaar;4;Overige gemeenten;2010;2570;0.06;593;231;0.13
1260;Mannen;18 tot 65 jaar;5;Nederland;2004;910;0.02;99;109;0.02
1261;Mannen;18 tot 65 jaar;5;Nederland;2005;1450;0.03;164;113;0.03
1262;Mannen;18 tot 65 jaar;5;Nederland;2006;1625;0.03;201;124;0.04
1263;Mannen;18 tot 65 jaar;5;Nederland;2007;1205;0.02;162;135;0.03
1264;Mannen;18 tot 65 jaar;5;Nederland;2008;955;0.02;134;140;0.03
1265;Mannen;18 tot 65 jaar;5;Nederland;2009;815;0.02;123;151;0.02
1266;Mannen;18 tot 65 jaar;5;Nederland;2010;730;0.01;118;162;0.02
1267;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2004;100;0.01;10;103;0.01
1268;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2005;310;0.05;40;128;0.06
1269;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2006;320;0.05;38;120;0.06
1270;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2007;280;0.04;36;130;0.05
1271;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2008;185;0.03;26;140;0.04
1272;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2009;170;0.02;26;151;0.04
1273;Mannen;18 tot 65 jaar;5;4 grote gemeenten;2010;160;0.02;27;170;0.04
1274;Mannen;18 tot 65 jaar;5;Overige gemeenten;2004;810;0.02;89;110;0.02
1275;Mannen;18 tot 65 jaar;5;Overige gemeenten;2005;1135;0.03;124;109;0.03
1276;Mannen;18 tot 65 jaar;5;Overige gemeenten;2006;1305;0.03;162;124;0.04
1277;Mannen;18 tot 65 jaar;5;Overige gemeenten;2007;925;0.02;126;136;0.03
1278;Mannen;18 tot 65 jaar;5;Overige gemeenten;2008;770;0.02;108;141;0.02
1279;Mannen;18 tot 65 jaar;5;Overige gemeenten;2009;650;0.01;98;151;0.02
1280;Mannen;18 tot 65 jaar;5;Overige gemeenten;2010;570;0.01;91;160;0.02
1281;Mannen;18 tot 65 jaar;6;Nederland;2004;4555;0.09;534;117;0.1
1282;Mannen;18 tot 65 jaar;6;Nederland;2005;5320;0.1;492;93;0.09
1283;Mannen;18 tot 65 jaar;6;Nederland;2006;5485;0.11;524;96;0.1
1284;Mannen;18 tot 65 jaar;6;Nederland;2007;6500;0.13;666;102;0.13
1285;Mannen;18 tot 65 jaar;6;Nederland;2008;6555;0.13;671;102;0.13
1286;Mannen;18 tot 65 jaar;6;Nederland;2009;6010;0.11;622;104;0.12
1287;Mannen;18 tot 65 jaar;6;Nederland;2010;5870;0.11;639;109;0.12
1288;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2004;540;0.08;68;127;0.1
1289;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2005;575;0.08;66;115;0.1
1290;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2006;625;0.09;64;103;0.09
1291;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2007;765;0.11;89;117;0.13
1292;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2008;780;0.11;89;114;0.13
1293;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2009;530;0.08;62;117;0.09
1294;Mannen;18 tot 65 jaar;6;4 grote gemeenten;2010;515;0.07;74;143;0.1
1295;Mannen;18 tot 65 jaar;6;Overige gemeenten;2004;4015;0.09;465;116;0.1
1296;Mannen;18 tot 65 jaar;6;Overige gemeenten;2005;4745;0.1;426;90;0.09
1297;Mannen;18 tot 65 jaar;6;Overige gemeenten;2006;4860;0.11;460;95;0.1
1298;Mannen;18 tot 65 jaar;6;Overige gemeenten;2007;5735;0.13;577;101;0.13
1299;Mannen;18 tot 65 jaar;6;Overige gemeenten;2008;5775;0.13;582;101;0.13
1300;Mannen;18 tot 65 jaar;6;Overige gemeenten;2009;5480;0.12;560;102;0.12
1301;Mannen;18 tot 65 jaar;6;Overige gemeenten;2010;5355;0.12;565;106;0.12
1302;Mannen;18 tot 65 jaar;7;Nederland;2004;3795;0.07;1013;267;0.19
1303;Mannen;18 tot 65 jaar;7;Nederland;2005;3970;0.08;1103;278;0.21
1304;Mannen;18 tot 65 jaar;7;Nederland;2006;3985;0.08;1178;295;0.23
1305;Mannen;18 tot 65 jaar;7;Nederland;2007;3320;0.06;1051;316;0.2
1306;Mannen;18 tot 65 jaar;7;Nederland;2008;2895;0.06;1017;351;0.2
1307;Mannen;18 tot 65 jaar;7;Nederland;2009;2495;0.05;901;361;0.17
1308;Mannen;18 tot 65 jaar;7;Nederland;2010;2375;0.05;857;361;0.16
1309;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2004;740;0.11;192;260;0.28
1310;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2005;615;0.09;166;270;0.24
1311;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2006;645;0.09;186;290;0.27
1312;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2007;625;0.09;181;288;0.27
1313;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2008;565;0.08;212;373;0.3
1314;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2009;415;0.06;169;408;0.24
1315;Mannen;18 tot 65 jaar;7;4 grote gemeenten;2010;385;0.05;163;423;0.23
1316;Mannen;18 tot 65 jaar;7;Overige gemeenten;2004;3055;0.07;820;268;0.18
1317;Mannen;18 tot 65 jaar;7;Overige gemeenten;2005;3355;0.07;938;279;0.21
1318;Mannen;18 tot 65 jaar;7;Overige gemeenten;2006;3345;0.07;991;296;0.22
1319;Mannen;18 tot 65 jaar;7;Overige gemeenten;2007;2695;0.06;870;323;0.19
1320;Mannen;18 tot 65 jaar;7;Overige gemeenten;2008;2330;0.05;806;346;0.18
1321;Mannen;18 tot 65 jaar;7;Overige gemeenten;2009;2080;0.05;732;352;0.16
1322;Mannen;18 tot 65 jaar;7;Overige gemeenten;2010;1990;0.04;694;349;0.15
1323;Mannen;18 tot 65 jaar;8;Nederland;2004;16615;0.32;1199;72;0.23
1324;Mannen;18 tot 65 jaar;8;Nederland;2005;17980;0.34;1689;94;0.32
1325;Mannen;18 tot 65 jaar;8;Nederland;2006;18655;0.36;1854;99;0.36
1326;Mannen;18 tot 65 jaar;8;Nederland;2007;17755;0.34;1826;103;0.35
1327;Mannen;18 tot 65 jaar;8;Nederland;2008;18320;0.35;1977;108;0.38
1328;Mannen;18 tot 65 jaar;8;Nederland;2009;19545;0.37;2200;113;0.42
1329;Mannen;18 tot 65 jaar;8;Nederland;2010;21570;0.41;2470;115;0.47
1330;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2004;2610;0.38;182;70;0.26
1331;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2005;2950;0.43;273;92;0.4
1332;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2006;3065;0.45;303;99;0.44
1333;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2007;3025;0.45;295;98;0.43
1334;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2008;3045;0.44;310;102;0.45
1335;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2009;3215;0.46;333;103;0.47
1336;Mannen;18 tot 65 jaar;8;4 grote gemeenten;2010;3645;0.51;382;105;0.54
1337;Mannen;18 tot 65 jaar;8;Overige gemeenten;2004;14005;0.31;1017;73;0.22
1338;Mannen;18 tot 65 jaar;8;Overige gemeenten;2005;15030;0.33;1416;94;0.31
1339;Mannen;18 tot 65 jaar;8;Overige gemeenten;2006;15595;0.35;1551;99;0.34
1340;Mannen;18 tot 65 jaar;8;Overige gemeenten;2007;14730;0.33;1532;104;0.34
1341;Mannen;18 tot 65 jaar;8;Overige gemeenten;2008;15270;0.34;1667;109;0.37
1342;Mannen;18 tot 65 jaar;8;Overige gemeenten;2009;16330;0.36;1867;114;0.41
1343;Mannen;18 tot 65 jaar;8;Overige gemeenten;2010;17930;0.4;2088;116;0.46
1344;Mannen;18 tot 65 jaar;9;Nederland;2004;17250;0.33;1349;78;0.26
1345;Mannen;18 tot 65 jaar;9;Nederland;2005;14245;0.27;943;66;0.18
1346;Mannen;18 tot 65 jaar;9;Nederland;2006;13725;0.26;978;71;0.19
1347;Mannen;18 tot 65 jaar;9;Nederland;2007;14455;0.28;1108;77;0.21
1348;Mannen;18 tot 65 jaar;9;Nederland;2008;15995;0.31;1278;80;0.25
1349;Mannen;18 tot 65 jaar;9;Nederland;2009;15900;0.3;1304;82;0.25
1350;Mannen;18 tot 65 jaar;9;Nederland;2010;17010;0.32;1429;84;0.27
1351;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2004;2965;0.43;229;77;0.33
1352;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2005;2130;0.31;144;67;0.21
1353;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2006;1915;0.28;138;72;0.2
1354;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2007;1980;0.29;163;82;0.24
1355;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2008;2130;0.31;218;102;0.31
1356;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2009;1940;0.28;210;108;0.3
1357;Mannen;18 tot 65 jaar;9;4 grote gemeenten;2010;2130;0.3;243;114;0.34
1358;Mannen;18 tot 65 jaar;9;Overige gemeenten;2004;14285;0.32;1121;78;0.25
1359;Mannen;18 tot 65 jaar;9;Overige gemeenten;2005;12115;0.27;799;66;0.18
1360;Mannen;18 tot 65 jaar;9;Overige gemeenten;2006;11810;0.26;839;71;0.19
1361;Mannen;18 tot 65 jaar;9;Overige gemeenten;2007;12475;0.28;946;76;0.21
1362;Mannen;18 tot 65 jaar;9;Overige gemeenten;2008;13860;0.31;1060;76;0.23
1363;Mannen;18 tot 65 jaar;9;Overige gemeenten;2009;13960;0.31;1094;78;0.24
1364;Mannen;18 tot 65 jaar;9;Overige gemeenten;2010;14880;0.33;1186;80;0.26
1365;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2004;21410;0.41;884;41;0.17
1366;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2005;22095;0.42;789;36;0.15
1367;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2006;22640;0.44;779;34;0.15
1368;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2007;22155;0.43;754;34;0.15
1369;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2008;21285;0.41;681;32;0.13
1370;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2009;18115;0.35;573;32;0.11
1371;Mannen;18 tot 65 jaar;Totaal verpleging;Nederland;2010;16380;0.31;523;32;0.1
1372;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2004;2405;0.35;116;48;0.17
1373;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2005;2675;0.39;118;44;0.17
1374;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2006;2700;0.4;109;40;0.16
1375;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2007;2755;0.41;106;38;0.16
1376;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2008;2555;0.37;92;36;0.13
1377;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2009;1890;0.27;75;40;0.11
1378;Mannen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2010;1730;0.24;79;46;0.11
1379;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2004;19005;0.42;768;40;0.17
1380;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2005;19420;0.43;671;35;0.15
1381;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2006;19940;0.44;670;34;0.15
1382;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2007;19395;0.43;648;33;0.14
1383;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2008;18735;0.41;589;31;0.13
1384;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2009;16225;0.36;498;31;0.11
1385;Mannen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2010;14645;0.32;444;30;0.1
1386;Mannen;65 tot 80 jaar;0;Nederland;2004;65835;8.16;7426;113;9.2
1387;Mannen;65 tot 80 jaar;0;Nederland;2005;65430;7.93;7406;113;8.98
1388;Mannen;65 tot 80 jaar;0;Nederland;2006;66405;7.9;7777;117;9.25
1389;Mannen;65 tot 80 jaar;0;Nederland;2007;66500;7.74;7655;115;8.91
1390;Mannen;65 tot 80 jaar;0;Nederland;2008;67820;7.66;7842;116;8.86
1391;Mannen;65 tot 80 jaar;0;Nederland;2009;67290;7.37;8094;120;8.86
1392;Mannen;65 tot 80 jaar;0;Nederland;2010;68405;7.31;8345;122;8.92
1393;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2004;7210;8.56;898;125;10.66
1394;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2005;7060;8.29;917;130;10.77
1395;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2006;7185;8.41;959;133;11.22
1396;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2007;7090;8.26;903;127;10.52
1397;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2008;7015;8.04;913;130;10.47
1398;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2009;6925;7.81;895;129;10.09
1399;Mannen;65 tot 80 jaar;0;4 grote gemeenten;2010;7035;7.88;997;142;11.17
1400;Mannen;65 tot 80 jaar;0;Overige gemeenten;2004;58625;8.11;6528;111;9.03
1401;Mannen;65 tot 80 jaar;0;Overige gemeenten;2005;58370;7.89;6489;111;8.77
1402;Mannen;65 tot 80 jaar;0;Overige gemeenten;2006;59220;7.84;6818;115;9.03
1403;Mannen;65 tot 80 jaar;0;Overige gemeenten;2007;59410;7.68;6752;114;8.73
1404;Mannen;65 tot 80 jaar;0;Overige gemeenten;2008;60805;7.62;6929;114;8.69
1405;Mannen;65 tot 80 jaar;0;Overige gemeenten;2009;60370;7.32;7199;119;8.73
1406;Mannen;65 tot 80 jaar;0;Overige gemeenten;2010;61365;7.26;7348;120;8.69
1407;Mannen;65 tot 80 jaar;1;Nederland;2004;13390;1.66;1292;96;1.6
1408;Mannen;65 tot 80 jaar;1;Nederland;2005;17640;2.14;1888;107;2.29
1409;Mannen;65 tot 80 jaar;1;Nederland;2006;18785;2.23;2051;109;2.44
1410;Mannen;65 tot 80 jaar;1;Nederland;2007;18960;2.21;2094;110;2.44
1411;Mannen;65 tot 80 jaar;1;Nederland;2008;19465;2.2;2164;111;2.45
1412;Mannen;65 tot 80 jaar;1;Nederland;2009;19810;2.17;2304;116;2.52
1413;Mannen;65 tot 80 jaar;1;Nederland;2010;19960;2.13;2371;119;2.54
1414;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2004;1370;1.63;128;93;1.52
1415;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2005;2135;2.51;236;110;2.77
1416;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2006;2395;2.8;255;107;2.98
1417;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2007;2345;2.73;253;108;2.95
1418;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2008;2380;2.73;254;107;2.91
1419;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2009;2535;2.86;262;103;2.96
1420;Mannen;65 tot 80 jaar;1;4 grote gemeenten;2010;2590;2.9;283;109;3.17
1421;Mannen;65 tot 80 jaar;1;Overige gemeenten;2004;12020;1.66;1164;97;1.61
1422;Mannen;65 tot 80 jaar;1;Overige gemeenten;2005;15505;2.1;1652;107;2.23
1423;Mannen;65 tot 80 jaar;1;Overige gemeenten;2006;16390;2.17;1796;110;2.38
1424;Mannen;65 tot 80 jaar;1;Overige gemeenten;2007;16610;2.15;1840;111;2.38
1425;Mannen;65 tot 80 jaar;1;Overige gemeenten;2008;17085;2.14;1910;112;2.39
1426;Mannen;65 tot 80 jaar;1;Overige gemeenten;2009;17280;2.1;2042;118;2.48
1427;Mannen;65 tot 80 jaar;1;Overige gemeenten;2010;17365;2.05;2088;120;2.47
1428;Mannen;65 tot 80 jaar;2;Nederland;2004;4165;0.52;385;92;0.48
1429;Mannen;65 tot 80 jaar;2;Nederland;2005;4350;0.53;311;71;0.38
1430;Mannen;65 tot 80 jaar;2;Nederland;2006;5040;0.6;357;71;0.42
1431;Mannen;65 tot 80 jaar;2;Nederland;2007;7610;0.89;444;58;0.52
1432;Mannen;65 tot 80 jaar;2;Nederland;2008;10530;1.19;630;60;0.71
1433;Mannen;65 tot 80 jaar;2;Nederland;2009;12625;1.38;788;62;0.86
1434;Mannen;65 tot 80 jaar;2;Nederland;2010;14535;1.55;922;63;0.99
1435;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2004;465;0.55;27;57;0.31
1436;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2005;390;0.46;22;58;0.26
1437;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2006;355;0.42;17;48;0.2
1438;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2007;530;0.62;24;45;0.28
1439;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2008;755;0.86;42;56;0.49
1440;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2009;1015;1.15;65;64;0.74
1441;Mannen;65 tot 80 jaar;2;4 grote gemeenten;2010;1105;1.24;83;75;0.93
1442;Mannen;65 tot 80 jaar;2;Overige gemeenten;2004;3695;0.51;358;97;0.5
1443;Mannen;65 tot 80 jaar;2;Overige gemeenten;2005;3960;0.54;288;73;0.39
1444;Mannen;65 tot 80 jaar;2;Overige gemeenten;2006;4680;0.62;340;73;0.45
1445;Mannen;65 tot 80 jaar;2;Overige gemeenten;2007;7080;0.91;420;59;0.54
1446;Mannen;65 tot 80 jaar;2;Overige gemeenten;2008;9775;1.23;588;60;0.74
1447;Mannen;65 tot 80 jaar;2;Overige gemeenten;2009;11610;1.41;723;62;0.88
1448;Mannen;65 tot 80 jaar;2;Overige gemeenten;2010;13435;1.59;839;62;0.99
1449;Mannen;65 tot 80 jaar;3;Nederland;2004;14540;1.8;343;24;0.42
1450;Mannen;65 tot 80 jaar;3;Nederland;2005;11755;1.42;192;16;0.23
1451;Mannen;65 tot 80 jaar;3;Nederland;2006;11715;1.39;181;15;0.22
1452;Mannen;65 tot 80 jaar;3;Nederland;2007;10765;1.25;179;17;0.21
1453;Mannen;65 tot 80 jaar;3;Nederland;2008;9700;1.1;163;17;0.18
1454;Mannen;65 tot 80 jaar;3;Nederland;2009;8000;0.88;134;17;0.15
1455;Mannen;65 tot 80 jaar;3;Nederland;2010;7465;0.8;124;17;0.13
1456;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2004;1045;1.24;23;22;0.27
1457;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2005;1040;1.22;25;24;0.3
1458;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2006;1025;1.2;18;17;0.21
1459;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2007;970;1.13;16;17;0.19
1460;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2008;880;1.01;17;20;0.2
1461;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2009;695;0.78;16;23;0.18
1462;Mannen;65 tot 80 jaar;3;4 grote gemeenten;2010;625;0.7;15;24;0.16
1463;Mannen;65 tot 80 jaar;3;Overige gemeenten;2004;13490;1.87;320;24;0.44
1464;Mannen;65 tot 80 jaar;3;Overige gemeenten;2005;10715;1.45;167;16;0.23
1465;Mannen;65 tot 80 jaar;3;Overige gemeenten;2006;10690;1.42;164;15;0.22
1466;Mannen;65 tot 80 jaar;3;Overige gemeenten;2007;9795;1.27;163;17;0.21
1467;Mannen;65 tot 80 jaar;3;Overige gemeenten;2008;8815;1.11;146;17;0.18
1468;Mannen;65 tot 80 jaar;3;Overige gemeenten;2009;7305;0.89;118;16;0.14
1469;Mannen;65 tot 80 jaar;3;Overige gemeenten;2010;6840;0.81;109;16;0.13
1470;Mannen;65 tot 80 jaar;4;Nederland;2004;9625;1.19;1326;138;1.64
1471;Mannen;65 tot 80 jaar;4;Nederland;2005;4885;0.59;726;149;0.88
1472;Mannen;65 tot 80 jaar;4;Nederland;2006;3785;0.45;606;160;0.72
1473;Mannen;65 tot 80 jaar;4;Nederland;2007;3730;0.43;665;178;0.77
1474;Mannen;65 tot 80 jaar;4;Nederland;2008;5005;0.57;1021;204;1.15
1475;Mannen;65 tot 80 jaar;4;Nederland;2009;6195;0.68;1384;223;1.52
1476;Mannen;65 tot 80 jaar;4;Nederland;2010;6835;0.73;1638;240;1.75
1477;Mannen;65 tot 80 jaar;4;4 grote gemeenten;2004;1570;1.86;210;134;2.49
1478;Mannen;65 tot 80 jaar;4;4 grote gemeenten;2005;670;0.79;93;139;1.09
1479;Mannen;65 tot 80 jaar;4;4 grote gemeenten;2006;480;0.56;73;152;0.86
1480;Mannen;65 tot 80 jaar;4;4 grote gemeenten;2007;375;0.44;63;168;0.73
1481;Mannen;65 tot 80 jaar;4;4 grote gemeenten;2008;520;0.6;108;207;1.23
