ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
2330;Leather goods and footwear;2014 4th quarter;100.4;2.3;;99.7;0.8;-1.5
2331;Leather goods and footwear;2015 January;104.6;5.1;;100.2;4.8;-0.3
2332;Leather goods and footwear;2015 February;87.9;8.1;;85.0;8.3;0.2
2333;Leather goods and footwear;2015 March;97.5;1.6;;104.9;-0.7;-2.3
2334;Leather goods and footwear;2015 1st quarter;96.7;4.7;;96.7;3.7;-1.0
2335;Leather goods and footwear;2015 April;101.1;10.6;;104.3;7.3;-3.0
2336;Leather goods and footwear;2015 May;101.6;1.3;;103.9;-2.2;-3.5
2337;Leather goods and footwear;2015 June;107.8;10.7;;107.3;8.1;-2.4
2338;Leather goods and footwear;2015 2nd quarter;103.5;7.4;;105.1;4.2;-3.0
2339;Leather goods and footwear;2015 July;107.1;5.1;;103.9;3.7;-1.3
2340;Leather goods and footwear;2015 August;95.7;-8.4;;91.9;-9.8;-1.5
2341;Leather goods and footwear;2015 September;102.0;13.3;;105.8;11.3;-1.7
2342;Leather goods and footwear;2015 3rd quarter;101.6;2.8;;100.5;1.5;-1.3
2343;Leather goods and footwear;2015 October;102.6;1.6;;105.6;1.5;-0.1
2344;Leather goods and footwear;2015 November;80.8;-9.9;;82.2;-9.5;0.4
2345;Leather goods and footwear;2015 December;111.2;0.5;;105.1;1.0;0.5
2346;Leather goods and footwear;2015 4th quarter;98.2;-2.2;;97.6;-2.0;0.2
2347;Leather goods and footwear;2016 January;103.5;-1.1;;96.0;-4.1;-3.0
2348;Leather goods and footwear;2016 February;89.6;2.0;;84.0;-1.1;-3.0
2349;Leather goods and footwear;2016 March;95.4;-2.2;;100.1;-4.6;-2.5
2350;Leather goods and footwear;2016 1st quarter;96.1;-0.6;;93.4;-3.4;-2.8
2351;Leather goods and footwear;2016 April;96.6;-4.5;;101.3;-2.8;1.8
2352;Leather goods and footwear;2016 May;103.7;2.0;;108.0;3.9;1.9
2353;Leather goods and footwear;2016 June;108.4;0.5;;108.1;0.7;0.2
2354;Leather goods and footwear;2016 2nd quarter;102.9;-0.6;;105.8;0.6;1.2
2355;Leather goods and footwear;2016 July;108.4;1.2;;104.9;1.0;-0.2
2356;Leather goods and footwear;2016 August;92.7;-3.2;;89.1;-3.1;0.1
2357;Leather goods and footwear;2016 September;90.3;-11.4;;92.8;-12.3;-1.0
2358;Leather goods and footwear;2016 3rd quarter;97.1;-4.4;;95.6;-4.9;-0.5
2359;Leather goods and footwear;2016 October;104.2;1.6;;108.6;2.8;1.2
2360;Leather goods and footwear;2016 November;82.7;2.4;;85.4;3.9;1.5
2361;Leather goods and footwear;2016 December;101.9;-8.4;;100.5;-4.4;4.4
2362;Leather goods and footwear;2016 4th quarter;96.3;-2.0;;98.2;0.5;2.6
2363;Leather goods and footwear;2017 January;106.3;2.7;;99.6;3.7;1.0
2364;Leather goods and footwear;2017 February;92.7;3.4;;87.6;4.3;0.8
2365;Leather goods and footwear;2017 March;107.4;12.6;;114.5;14.3;1.5
2366;Leather goods and footwear;2017 1st quarter;102.1;6.2;;100.5;7.7;1.4
2367;Leather goods and footwear;2017 April;99.7;3.2;;106.7;5.3;2.1
2368;Leather goods and footwear;2017 May;108.1;4.3;;115.7;7.1;2.7
2369;Leather goods and footwear;2017 June;114.6;5.7;;117.1;8.4;2.5
2370;Leather goods and footwear;2017 2nd quarter;107.5;4.5;;113.2;7.0;2.4
2371;Leather goods and footwear;2017 July;110.1;1.6;;105.3;0.4;-1.2
2372;Leather goods and footwear;2017 August;99.0;6.8;;93.9;5.4;-1.3
2373;Leather goods and footwear;2017 September;104.1;15.2;;105.9;14.1;-1.0
2374;Leather goods and footwear;2017 3rd quarter;104.4;7.5;;101.7;6.4;-1.0
2375;Leather goods and footwear;2017 October;95.9;-7.9;;98.9;-9.0;-1.1
2376;Leather goods and footwear;2017 November;91.6;10.7;;92.6;8.4;-2.1
2377;Leather goods and footwear;2017 December;109.9;7.9;;105.0;4.5;-3.2
2378;Leather goods and footwear;2017 4th quarter;99.1;3.0;;98.8;0.7;-2.3
2379;Leather goods and footwear;2018 January;104.6;-1.6;;98.5;-1.0;0.6
2380;Leather goods and footwear;2018 February;90.6;-2.2;;85.8;-2.1;0.1
2381;Leather goods and footwear;2018 March;99.1;-7.8;;103.8;-9.3;-1.6
2382;Leather goods and footwear;2018 1st quarter;98.1;-3.9;;96.0;-4.5;-0.5
2383;Leather goods and footwear;2018 April;109.5;9.8;;114.9;7.7;-1.9
2384;Leather goods and footwear;2018 May;108.9;0.7;;113.1;-2.2;-3.0
2385;Leather goods and footwear;2018 June;116.8;1.9;;116.3;-0.7;-2.6
2386;Leather goods and footwear;2018 2nd quarter;111.8;4.0;;114.8;1.4;-2.5
2387;Leather goods and footwear;2018 July;107.3;-2.5;;101.8;-3.3;-0.8
2388;Leather goods and footwear;2018 August;104.3;5.4;;96.6;2.8;-2.4
2389;Leather goods and footwear;2018 September;95.4;-8.3;;96.5;-8.9;-0.6
2390;Leather goods and footwear;2018 3rd quarter;102.4;-1.9;;98.3;-3.4;-1.5
2391;Leather goods and footwear;2018 October;97.7;1.9;;100.9;2.1;0.2
2392;Leather goods and footwear;2018 November;95.3;4.0;;96.6;4.4;0.3
2393;Leather goods and footwear;2018 December;107.0;-2.7;;103.7;-1.2;1.5
2394;Leather goods and footwear;2018 4th quarter;100.0;0.9;;100.4;1.6;0.8
2395;Leather goods and footwear;2019 January;102.7;-1.8;;99.5;1.0;2.8
2396;Leather goods and footwear;2019 February;90.9;0.2;;88.5;3.2;3.0
2397;Leather goods and footwear;2019 March;103.6;4.6;;109.4;5.4;0.8
2398;Leather goods and footwear;2019 1st quarter;99.1;1.0;;99.1;3.2;2.2
2399;Leather goods and footwear;2019 April;113.6;3.8;;121.2;5.5;1.6
2400;Leather goods and footwear;2019 May;112.8;3.5;;121.0;7.0;3.3
2401;Leather goods and footwear;2019 June;121.1;3.6;;125.2;7.7;3.9
2402;Leather goods and footwear;2019 2nd quarter;115.8;3.7;;122.5;6.7;2.9
2403;Leather goods and footwear;2019 July;113.0;5.3;;111.2;9.2;3.7
2404;Leather goods and footwear;2019 August;103.4;-0.9;;100.6;4.2;5.1
2405;Leather goods and footwear;2019 September;104.2;9.2;;104.3;8.1;-1.0
2406;Leather goods and footwear;2019 3rd quarter;106.9;4.4;;105.3;7.2;2.7
2407;Leather goods and footwear;2019 October;108.0;10.5;;111.3;10.2;-0.3
2408;Leather goods and footwear;2019 November;99.8;4.7;;102.8;6.4;1.6
2409;Leather goods and footwear;2019 December;110.7;3.4;;111.0;7.0;3.4
2410;Leather goods and footwear;2019 4th quarter;106.2;6.2;;108.3;7.9;1.6
2411;Leather goods and footwear;2020 January;100.4;-2.2;;99.2;-0.4;1.9
2412;Leather goods and footwear;2020 February;89.8;-1.1;;88.9;0.4;1.6
2413;Leather goods and footwear;2020 March;69.3;-33.1;;71.9;-34.3;-1.8
2414;Leather goods and footwear;2020 1st quarter;86.5;-12.7;;86.6;-12.6;0.1
2415;Leather goods and footwear;2020 April;74.6;-34.3;;76.4;-36.9;-4.0
2416;Leather goods and footwear;2020 May;97.8;-13.3;;100.1;-17.3;-4.6
2417;Leather goods and footwear;2020 June;113.0;-6.7;;114.5;-8.5;-2.0
2418;Leather goods and footwear;2020 2nd quarter;95.1;-17.9;;97.0;-20.8;-3.6
2419;Leather goods and footwear;2020 July;121.4;7.4;;115.1;3.5;-3.7
2420;Leather goods and footwear;2020 August;102.7;-0.7;;98.4;-2.2;-1.5
2421;Leather goods and footwear;2020 September;93.6;-10.1;;97.1;-6.9;3.6
2422;Leather goods and footwear;2020 3rd quarter;105.9;-0.9;;103.5;-1.7;-0.8
2423;Leather goods and footwear;2020 October;92.9;-14.0;;98.1;-11.8;2.5
2424;Leather goods and footwear;2020 November;88.2;-11.6;;90.0;-12.4;-0.9
2425;Leather goods and footwear;2020 December;71.0;-35.9;;68.8;-37.9;-3.2
2426;Leather goods and footwear;2020 4th quarter;84.0;-20.9;;85.7;-20.9;-0.1
2427;Leather goods and footwear;2021 January;59.6;-40.6;;57.2;-42.3;-2.8
2428;Leather goods and footwear;2021 February;60.9;-32.2;;59.0;-33.6;-2.0
2429;Leather goods and footwear;2021 March;93.0;34.2;;94.3;31.2;-2.3
2430;Leather goods and footwear;2021 1st quarter;71.2;-17.7;;70.2;-19.0;-1.5
2431;Leather goods and footwear;2021 April;95.5;27.9;;101.7;33.0;4.0
2432;Leather goods and footwear;2021 May;133.5;36.5;;140.7;40.6;3.0
2433;Leather goods and footwear;2021 June;145.3;28.6;;150.1;31.0;1.9
2434;Leather goods and footwear;2021 2nd quarter;124.8;31.1;;130.8;34.8;2.8
2435;Leather goods and footwear;2021 July;143.6;18.3;;136.3;18.5;0.2
2436;Leather goods and footwear;2021 August;121.9;18.7;;117.7;19.6;0.7
2437;Leather goods and footwear;2021 September;113.1;20.7;;116.0;19.4;-1.1
2438;Leather goods and footwear;2021 3rd quarter;126.2;19.1;;123.3;19.1;0.0
2439;Leather goods and footwear;2021 October;127.9;37.6;;136.5;39.1;1.1
2440;Leather goods and footwear;2021 November;112.8;27.9;;120.7;34.0;4.8
2441;Leather goods and footwear;2021 December;93.6;31.9;;95.1;38.1;4.7
2442;Leather goods and footwear;2021 4th quarter;111.4;32.6;;117.4;37.1;3.4
2443;Leather goods and footwear;2021;108.4;16.7;;110.4;18.5;1.5
2444;Leather goods and footwear;2022 January;103.6;73.8;;100.1;75.0;0.7
2445;Leather goods and footwear;2022 February;104.9;72.4;;102.9;74.4;1.2
2446;Leather goods and footwear;2022 March;128.6;38.2;;135.5;43.7;4.0
2447;Leather goods and footwear;2022 1st quarter;112.4;57.9;;112.8;60.8;1.9
2448;Leather goods and footwear;2022 April;135.8;42.3;;146.8;44.4;1.5
2449;Leather goods and footwear;2022 May;141.6;6.0;;152.6;8.5;2.3
2450;Leather goods and footwear;2022 June;140.4;-3.4;;147.2;-1.9;1.6
2451;Leather goods and footwear;2022 2nd quarter;139.3;11.6;;148.9;13.8;2.0
2452;Leather goods and footwear;2022 July;148.3;3.3;;145.1;6.5;3.1
2453;Leather goods and footwear;2022 August;119.6;-1.9;;115.8;-1.6;0.4
2454;Leather goods and footwear;2022 September;120.8;6.8;;127.0;9.5;2.5
2455;Leather goods and footwear;2022 3rd quarter;129.6;2.7;;129.3;4.9;2.1
2456;Leather goods and footwear;2022 October;121.8;-4.8;;133.0;-2.6;2.4
2457;Leather goods and footwear;2022 November;123.9;9.9;;131.7;9.2;-0.6
2458;Leather goods and footwear;2022 December;128.6;37.3;;135.4;42.3;3.6
2459;Leather goods and footwear;2022 4th quarter;124.7;11.9;;133.4;13.6;1.5
2460;Leather goods and footwear;2022;126.5;16.7;;131.1;18.7;1.7
2461;Leather goods and footwear;2023 January;121.0;16.8;;124.9;24.8;6.9
2462;Leather goods and footwear;2023 February;108.3;3.2;;111.2;8.0;4.6
2463;Leather goods and footwear;2023 March;120.1;-6.6;;133.2;-1.7;5.3
2464;Leather goods and footwear;2023 1st quarter;116.5;3.6;;123.1;9.1;5.3
2465;Leather goods and footwear;2023 April;130.7;-3.8;;145.5;-0.9;3.0
2466;Leather goods and footwear;2023 May;139.5;-1.5;;155.9;2.1;3.7
2467;Leather goods and footwear;2023 June;146.6;4.5;;160.4;8.9;4.3
2468;Leather goods and footwear;2023 2nd quarter;138.9;-0.2;;153.9;3.4;3.6
2469;Leather goods and footwear;2023 July;139.1;-6.2;;142.4;-1.8;4.7
2470;Leather goods and footwear;2023 August;120.8;1.0;;122.6;5.8;4.8
2471;Leather goods and footwear;2023 September;107.7;-10.9;;116.2;-8.5;2.6
2472;Leather goods and footwear;2023 3rd quarter;122.5;-5.5;;127.1;-1.7;3.9
2473;Leather goods and footwear;2023 October;120.2;-1.3;;137.1;3.1;4.4
2474;Leather goods and footwear;2023 November;119.1;-3.9;;131.8;0.0;4.1
2475;Leather goods and footwear;2023 December;124.4;-3.2;;134.1;-0.9;2.4
2476;Leather goods and footwear;2023 4th quarter;121.2;-2.8;;134.3;0.7;3.6
2477;Leather goods and footwear;2023;124.8;-1.3;;134.6;2.7;4.1
2478;Leather goods and footwear;2024 January;117.3;-3.1;;129.5;3.7;7.0
2479;Leather goods and footwear;2024 February;113.2;4.5;;116.1;4.4;-0.1
2480;Leather goods and footwear;2024 March;128.0;6.6;;146.1;9.7;2.9
2481;Leather goods and footwear;2024 1st quarter;119.5;2.6;;130.6;6.1;3.4
2482;Leather goods and footwear;2024 April;125.7;-3.8;;148.6;2.1;6.2
2483;Leather goods and footwear;2024 May;145.2;4.1;;164.7;5.7;1.5
2484;Home furnishing and home decoration;2000;103.6;4.0;;87.4;5.8;1.8
2485;Home furnishing and home decoration;2001;105.4;1.8;;92.9;6.3;4.4
2486;Home furnishing and home decoration;2002;103.8;-1.5;;94.5;1.8;3.4
2487;Home furnishing and home decoration;2003;100.8;-2.9;;92.2;-2.5;0.4
2488;Home furnishing and home decoration;2004;100.0;-0.8;;91.0;-1.3;-0.5
2489;Home furnishing and home decoration;2005;99.7;-0.3;;90.8;-0.1;0.2
2490;Home furnishing and home decoration;2006;104.6;5.0;;96.2;5.9;0.8
2491;Home furnishing and home decoration;2007;108.1;3.3;;101.5;5.5;2.2
2492;Home furnishing and home decoration;2008;109.3;1.2;;104.5;3.0;1.8
2493;Home furnishing and home decoration;2009;101.4;-7.2;;97.1;-7.1;0.2
2494;Home furnishing and home decoration;2010;100.3;-1.1;;96.8;-0.3;0.8
2495;Home furnishing and home decoration;2011;100.7;0.4;;98.7;2.0;1.5
2496;Home furnishing and home decoration;2012;96.7;-3.9;;96.2;-2.5;1.5
2497;Home furnishing and home decoration;2013;93.1;-3.7;;93.7;-2.7;1.1
2498;Home furnishing and home decoration;2014;95.2;2.2;;95.4;1.9;-0.4
2499;Home furnishing and home decoration;2015;100.0;5.1;;100.0;4.8;-0.2
2500;Home furnishing and home decoration;2016;104.0;4.0;;104.9;4.9;0.9
2501;Home furnishing and home decoration;2017;110.8;6.6;;112.4;7.1;0.5
2502;Home furnishing and home decoration;2018;116.1;4.8;;118.4;5.3;0.6
2503;Home furnishing and home decoration;2019;119.1;2.6;;123.4;4.3;1.6
2504;Home furnishing and home decoration;2020;134.1;12.6;;140.7;14.0;1.2
2505;Home furnishing and home decoration;2000 January;89.7;6.1;;76.2;7.9;1.7
2506;Home furnishing and home decoration;2000 February;92.5;8.8;;78.3;10.2;1.3
2507;Home furnishing and home decoration;2000 March;101.7;5.8;;87.6;6.1;0.3
2508;Home furnishing and home decoration;2000 1st quarter;94.6;6.8;;80.7;7.9;1.0
2509;Home furnishing and home decoration;2000 April;100.1;2.7;;81.0;4.1;1.4
2510;Home furnishing and home decoration;2000 May;104.6;5.0;;86.7;6.9;1.8
2511;Home furnishing and home decoration;2000 June;101.5;0.4;;85.0;1.5;1.1
2512;Home furnishing and home decoration;2000 2nd quarter;102.1;2.7;;84.3;4.2;1.4
2513;Home furnishing and home decoration;2000 July;106.9;1.9;;89.6;3.2;1.2
2514;Home furnishing and home decoration;2000 August;96.7;9.1;;81.7;11.0;1.7
2515;Home furnishing and home decoration;2000 September;101.8;2.9;;87.4;5.1;2.2
2516;Home furnishing and home decoration;2000 3rd quarter;101.8;4.4;;86.2;6.2;1.7
2517;Home furnishing and home decoration;2000 October;104.9;1.2;;89.1;3.4;2.2
2518;Home furnishing and home decoration;2000 November;112.0;6.5;;95.3;9.3;2.6
2519;Home furnishing and home decoration;2000 December;130.3;0.1;;110.5;3.1;3.0
2520;Home furnishing and home decoration;2000 4th quarter;115.7;2.4;;98.3;5.1;2.6
2521;Home furnishing and home decoration;2001 January;92.2;2.8;;81.5;6.9;4.0
2522;Home furnishing and home decoration;2001 February;88.7;-4.1;;78.8;0.6;4.9
2523;Home furnishing and home decoration;2001 March;104.2;2.5;;94.1;7.3;4.7
2524;Home furnishing and home decoration;2001 1st quarter;95.1;0.5;;84.8;5.0;4.6
2525;Home furnishing and home decoration;2001 April;100.4;0.3;;85.5;5.5;5.3
2526;Home furnishing and home decoration;2001 May;108.8;4.0;;94.5;9.0;4.8
2527;Home furnishing and home decoration;2001 June;104.6;3.1;;91.8;8.0;4.7
2528;Home furnishing and home decoration;2001 2nd quarter;104.6;2.5;;90.6;7.5;4.9
2529;Home furnishing and home decoration;2001 July;106.0;-0.8;;93.0;3.8;4.6
2530;Home furnishing and home decoration;2001 August;97.3;0.6;;86.0;5.2;4.6
2531;Home furnishing and home decoration;2001 September;101.2;-0.6;;90.0;3.0;3.7
2532;Home furnishing and home decoration;2001 3rd quarter;101.5;-0.3;;89.7;4.0;4.3
2533;Home furnishing and home decoration;2001 October;115.3;9.9;;101.6;14.1;3.8
2534;Home furnishing and home decoration;2001 November;116.7;4.2;;103.0;8.0;3.6
2535;Home furnishing and home decoration;2001 December;129.8;-0.4;;114.6;3.7;4.1
2536;Home furnishing and home decoration;2001 4th quarter;120.6;4.2;;106.4;8.2;3.9
2537;Home furnishing and home decoration;2002 January;96.1;4.2;;88.2;8.2;3.8
2538;Home furnishing and home decoration;2002 February;90.8;2.3;;83.9;6.4;4.0
2539;Home furnishing and home decoration;2002 March;101.5;-2.6;;95.0;1.1;3.8
2540;Home furnishing and home decoration;2002 1st quarter;96.1;1.1;;89.0;5.0;3.8
2541;Home furnishing and home decoration;2002 April;101.8;1.4;;89.4;4.5;3.1
2542;Home furnishing and home decoration;2002 May;107.5;-1.2;;96.9;2.6;3.8
2543;Home furnishing and home decoration;2002 June;101.7;-2.8;;92.1;0.3;3.1
2544;Home furnishing and home decoration;2002 2nd quarter;103.7;-0.9;;92.8;2.4;3.3
2545;Home furnishing and home decoration;2002 July;108.9;2.7;;98.9;6.3;3.5
2546;Home furnishing and home decoration;2002 August;97.4;0.2;;88.6;3.0;2.8
2547;Home furnishing and home decoration;2002 September;98.5;-2.6;;90.7;0.8;3.5
2548;Home furnishing and home decoration;2002 3rd quarter;101.6;0.1;;92.7;3.4;3.3
2549;Home furnishing and home decoration;2002 October;109.7;-4.9;;100.4;-1.2;3.8
2550;Home furnishing and home decoration;2002 November;109.6;-6.1;;99.4;-3.5;2.8
2551;Home furnishing and home decoration;2002 December;122.2;-5.9;;110.6;-3.4;2.6
2552;Home furnishing and home decoration;2002 4th quarter;113.8;-5.6;;103.5;-2.7;3.1
2553;Home furnishing and home decoration;2003 January;99.5;3.6;;93.2;5.7;2.0
2554;Home furnishing and home decoration;2003 February;95.0;4.6;;88.4;5.3;0.7
2555;Home furnishing and home decoration;2003 March;99.4;-2.1;;94.0;-1.1;1.0
2556;Home furnishing and home decoration;2003 1st quarter;98.0;1.9;;91.9;3.2;1.2
2557;Home furnishing and home decoration;2003 April;101.2;-0.6;;90.1;0.8;1.4
2558;Home furnishing and home decoration;2003 May;105.0;-2.3;;96.0;-0.9;1.4
2559;Home furnishing and home decoration;2003 June;94.8;-6.8;;86.5;-6.1;0.8
2560;Home furnishing and home decoration;2003 2nd quarter;100.3;-3.2;;90.9;-2.1;1.2
2561;Home furnishing and home decoration;2003 July;104.5;-4.1;;94.1;-4.8;-0.8
2562;Home furnishing and home decoration;2003 August;91.4;-6.2;;83.0;-6.3;-0.1
2563;Home furnishing and home decoration;2003 September;98.3;-0.3;;89.5;-1.4;-1.2
2564;Home furnishing and home decoration;2003 3rd quarter;98.1;-3.5;;88.9;-4.2;-0.7
2565;Home furnishing and home decoration;2003 October;105.0;-4.3;;96.6;-3.8;0.6
2566;Home furnishing and home decoration;2003 November;100.0;-8.8;;90.4;-9.0;-0.2
2567;Home furnishing and home decoration;2003 December;115.9;-5.2;;104.4;-5.6;-0.4
2568;Home furnishing and home decoration;2003 4th quarter;106.9;-6.1;;97.2;-6.1;0.0
2569;Home furnishing and home decoration;2004 January;96.5;-3.0;;89.3;-4.2;-1.2
2570;Home furnishing and home decoration;2004 February;90.2;-5.0;;83.6;-5.4;-0.4
2571;Home furnishing and home decoration;2004 March;102.2;2.8;;95.2;1.3;-1.4
2572;Home furnishing and home decoration;2004 1st quarter;96.3;-1.7;;89.4;-2.7;-1.0
2573;Home furnishing and home decoration;2004 April;99.9;-1.2;;88.7;-1.6;-0.4
2574;Home furnishing and home decoration;2004 May;100.0;-4.8;;90.1;-6.1;-1.4
2575;Home furnishing and home decoration;2004 June;100.4;6.0;;91.1;5.3;-0.6
2576;Home furnishing and home decoration;2004 2nd quarter;100.1;-0.2;;90.0;-1.0;-0.8
2577;Home furnishing and home decoration;2004 July;107.3;2.7;;96.9;3.0;0.3
2578;Home furnishing and home decoration;2004 August;89.2;-2.5;;80.3;-3.3;-0.8
2579;Home furnishing and home decoration;2004 September;98.5;0.2;;89.6;0.2;0.0
2580;Home furnishing and home decoration;2004 3rd quarter;98.3;0.2;;88.9;0.1;-0.1
2581;Home furnishing and home decoration;2004 October;99.1;-5.6;;90.6;-6.2;-0.6
2582;Home furnishing and home decoration;2004 November;100.4;0.4;;91.1;0.8;0.4
2583;Home furnishing and home decoration;2004 December;116.6;0.6;;105.0;0.6;0.0
2584;Home furnishing and home decoration;2004 4th quarter;105.3;-1.5;;95.6;-1.6;-0.1
2585;Home furnishing and home decoration;2005 January;92.5;-4.1;;85.8;-3.9;0.3
2586;Home furnishing and home decoration;2005 February;88.6;-1.8;;81.7;-2.2;-0.4
2587;Home furnishing and home decoration;2005 March;99.0;-3.1;;92.4;-3.0;0.2
2588;Home furnishing and home decoration;2005 1st quarter;93.4;-3.1;;86.6;-3.0;0.0
2589;Home furnishing and home decoration;2005 April;97.6;-2.4;;87.4;-1.4;1.0
2590;Home furnishing and home decoration;2005 May;96.3;-3.8;;87.2;-3.2;0.5
2591;Home furnishing and home decoration;2005 June;99.7;-0.7;;90.4;-0.8;0.0
2592;Home furnishing and home decoration;2005 2nd quarter;97.8;-2.3;;88.4;-1.8;0.5
2593;Home furnishing and home decoration;2005 July;104.2;-2.9;;94.1;-2.9;0.0
2594;Home furnishing and home decoration;2005 August;93.9;5.3;;85.2;6.2;0.8
2595;Home furnishing and home decoration;2005 September;101.3;2.9;;92.5;3.2;0.3
2596;Home furnishing and home decoration;2005 3rd quarter;99.8;1.5;;90.6;1.9;0.3
2597;Home furnishing and home decoration;2005 October;100.7;1.6;;92.4;1.9;0.3
2598;Home furnishing and home decoration;2005 November;105.0;4.6;;95.3;4.5;0.0
2599;Home furnishing and home decoration;2005 December;117.7;0.9;;105.7;0.6;-0.3
2600;Home furnishing and home decoration;2005 4th quarter;107.8;2.3;;97.8;2.3;0.0
2601;Home furnishing and home decoration;2006 January;98.9;6.9;;92.0;7.2;0.3
2602;Home furnishing and home decoration;2006 February;93.0;5.0;;86.6;5.9;0.9
2603;Home furnishing and home decoration;2006 March;108.2;9.3;;101.6;10.0;0.6
2604;Home furnishing and home decoration;2006 1st quarter;100.0;7.1;;93.4;7.8;0.6
2605;Home furnishing and home decoration;2006 April;103.5;6.1;;93.4;6.8;0.7
2606;Home furnishing and home decoration;2006 May;108.6;12.9;;99.5;14.0;1.0
2607;Home furnishing and home decoration;2006 June;104.8;5.2;;96.3;6.5;1.2
2608;Home furnishing and home decoration;2006 2nd quarter;105.7;8.0;;96.4;9.1;1.0
2609;Home furnishing and home decoration;2006 July;101.3;-2.8;;92.4;-1.8;1.0
2610;Home furnishing and home decoration;2006 August;103.4;10.1;;94.4;10.7;0.6
2611;Home furnishing and home decoration;2006 September;107.0;5.7;;97.9;5.8;0.1
2612;Home furnishing and home decoration;2006 3rd quarter;103.9;4.1;;94.9;4.7;0.6
2613;Home furnishing and home decoration;2006 October;103.6;2.9;;95.9;3.8;0.9
2614;Home furnishing and home decoration;2006 November;107.6;2.5;;98.6;3.5;1.0
2615;Home furnishing and home decoration;2006 December;115.8;-1.5;;105.6;-0.1;1.5
2616;Home furnishing and home decoration;2006 4th quarter;109.0;1.1;;100.0;2.3;1.1
2617;Home furnishing and home decoration;2007 January;104.5;5.7;;98.0;6.6;0.8
2618;Home furnishing and home decoration;2007 February;98.8;6.2;;93.5;8.0;1.7
2619;Home furnishing and home decoration;2007 March;113.7;5.1;;108.0;6.3;1.2
2620;Home furnishing and home decoration;2007 1st quarter;105.7;5.6;;99.9;6.9;1.2
2621;Home furnishing and home decoration;2007 April;104.1;0.6;;95.9;2.7;2.0
2622;Home furnishing and home decoration;2007 May;112.0;3.1;;103.7;4.2;1.1
2623;Home furnishing and home decoration;2007 June;108.9;3.9;;101.7;5.6;1.7
2624;Home furnishing and home decoration;2007 2nd quarter;108.3;2.5;;100.4;4.2;1.6
2625;Home furnishing and home decoration;2007 July;111.1;9.7;;103.4;11.9;2.0
2626;Home furnishing and home decoration;2007 August;103.2;-0.2;;97.2;3.0;3.2
2627;Home furnishing and home decoration;2007 September;105.8;-1.1;;99.2;1.3;2.5
2628;Home furnishing and home decoration;2007 3rd quarter;106.7;2.7;;99.9;5.3;2.5
2629;Home furnishing and home decoration;2007 October;109.5;5.6;;104.0;8.4;2.6
2630;Home furnishing and home decoration;2007 November;109.5;1.8;;103.6;5.1;3.2
2631;Home furnishing and home decoration;2007 December;115.6;-0.2;;109.4;3.6;3.8
2632;Home furnishing and home decoration;2007 4th quarter;111.5;2.3;;105.6;5.6;3.2
2633;Home furnishing and home decoration;2008 January;106.2;1.7;;102.5;4.5;2.8
2634;Home furnishing and home decoration;2008 February;104.7;5.9;;101.9;9.0;2.9
2635;Home furnishing and home decoration;2008 March;110.4;-2.9;;107.6;-0.4;2.7
2636;Home furnishing and home decoration;2008 1st quarter;107.1;1.3;;104.0;4.2;2.8
2637;Home furnishing and home decoration;2008 April;112.6;8.1;;106.0;10.6;2.3
2638;Home furnishing and home decoration;2008 May;114.0;1.8;;108.1;4.3;2.5
2639;Home furnishing and home decoration;2008 June;105.0;-3.5;;99.4;-2.2;1.4
2640;Home furnishing and home decoration;2008 2nd quarter;110.5;2.0;;104.5;4.1;2.1
2641;Home furnishing and home decoration;2008 July;115.1;3.6;;109.1;5.5;1.8
2642;Home furnishing and home decoration;2008 August;104.1;0.8;;99.3;2.1;1.3
2643;Home furnishing and home decoration;2008 September;107.4;1.6;;102.6;3.5;1.9
2644;Home furnishing and home decoration;2008 3rd quarter;108.9;2.0;;103.6;3.7;1.7
2645;Home furnishing and home decoration;2008 October;112.3;2.6;;107.1;3.0;0.5
2646;Home furnishing and home decoration;2008 November;105.5;-3.6;;100.8;-2.7;0.9
2647;Home furnishing and home decoration;2008 December;114.5;-1.0;;109.5;0.1;1.1
2648;Home furnishing and home decoration;2008 4th quarter;110.7;-0.7;;105.8;0.1;0.8
2649;Home furnishing and home decoration;2009 January;99.5;-6.3;;96.3;-6.0;0.4
2650;Home furnishing and home decoration;2009 February;95.0;-9.2;;92.5;-9.2;0.0
2651;Home furnishing and home decoration;2009 March;102.2;-7.4;;99.9;-7.2;0.3
2652;Home furnishing and home decoration;2009 1st quarter;98.9;-7.6;;96.3;-7.5;0.2
2653;Home furnishing and home decoration;2009 April;105.2;-6.6;;98.9;-6.7;-0.2
2654;Home furnishing and home decoration;2009 May;102.6;-10.0;;97.6;-9.7;0.3
2655;Home furnishing and home decoration;2009 June;98.8;-5.9;;93.5;-6.0;-0.1
2656;Home furnishing and home decoration;2009 2nd quarter;102.2;-7.5;;96.7;-7.5;0.0
2657;Home furnishing and home decoration;2009 July;108.2;-6.0;;103.5;-5.1;0.9
2658;Home furnishing and home decoration;2009 August;93.9;-9.8;;89.2;-10.1;-0.4
2659;Home furnishing and home decoration;2009 September;100.7;-6.3;;96.0;-6.4;-0.1
2660;Home furnishing and home decoration;2009 3rd quarter;100.9;-7.3;;96.2;-7.1;0.2
