ID;Geslacht;Persoonskenmerken;Arbeidsmarktpositie;LevenLangLeren;Perioden;Bevolking15Tot75Jaar_1
4059;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2015;569
4060;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2016;594
4061;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2017;583
4062;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2018;577
4063;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2019;592
4064;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2020;541
4065;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2021;932
4066;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2003;5194
4067;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2004;5269
4068;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2005;5370
4069;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2006;5447
4070;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2007;5526
4071;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2008;5622
4072;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2009;5720
4073;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2010;5812
4074;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2011;5899
4075;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2012;5992
4076;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2013;6102
4077;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2014;6187
4078;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2015;6267
4079;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2016;6355
4080;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2017;6422
4081;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2018;6456
4082;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2019;6480
4083;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2020;6516
4084;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2021;6483
4085;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2003;4892
4086;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2004;4966
4087;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2005;5063
4088;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2006;5143
4089;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2007;5186
4090;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2008;5253
4091;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2009;5353
4092;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2010;5426
4093;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2011;5482
4094;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2012;5575
4095;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2013;5623
4096;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2014;5650
4097;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2015;5698
4098;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2016;5761
4099;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2017;5839
4100;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2018;5879
4101;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2019;5888
4102;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2020;5975
4103;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2021;5550
4104;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2003;2671
4105;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2004;2764
4106;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2005;2870
4107;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2006;2952
4108;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2007;3094
4109;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2008;3230
4110;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2009;3341
4111;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2010;3423
4112;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2011;3504
4113;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2012;3613
4114;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2013;3692
4115;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2014;3758
4116;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2015;3831
4117;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2016;3887
4118;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2017;3944
4119;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2018;4008
4120;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2019;4066
4121;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2020;4083
4122;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Totaal;2021;4130
4123;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2003;326
4124;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2004;339
4125;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2005;339
4126;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2006;353
4127;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2007;401
4128;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2008;438
4129;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2009;451
4130;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2010;467
4131;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2011;488
4132;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2012;505
4133;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2013;563
4134;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2014;617
4135;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2015;638
4136;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2016;651
4137;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2017;644
4138;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2018;645
4139;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2019;660
4140;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2020;618
4141;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Deelname leven lang leren;2021;1001
4142;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2003;87
4143;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2004;98
4144;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2005;92
4145;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2006;106
4146;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2007;122
4147;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2008;131
4148;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2009;141
4149;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2010;142
4150;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2011;149
4151;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2012;155
4152;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2013;151
4153;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2014;153
4154;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2015;149
4155;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2016;143
4156;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2017;146
4157;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2018;149
4158;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2019;157
4159;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2020;149
4160;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt formeel onderwijs;2021;176
4161;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2003;240
4162;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2004;242
4163;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2005;246
4164;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2006;247
4165;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2007;279
4166;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2008;307
4167;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2009;310
4168;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2010;326
4169;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2011;339
4170;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2012;350
4171;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2013;411
4172;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2014;463
4173;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2015;489
4174;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2016;508
4175;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2017;499
4176;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2018;497
4177;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2019;503
4178;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2020;469
4179;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2021;825
4180;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2003;2584
4181;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2004;2666
4182;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2005;2778
4183;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2006;2847
4184;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2007;2972
4185;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2008;3099
4186;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2009;3200
4187;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2010;3281
4188;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2011;3355
4189;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2012;3458
4190;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2013;3541
4191;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2014;3604
4192;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2015;3682
4193;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2016;3744
4194;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2017;3798
4195;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2018;3859
4196;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2019;3909
4197;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2020;3934
4198;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2021;3954
4199;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2003;2344
4200;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2004;2424
4201;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2005;2532
4202;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2006;2600
4203;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2007;2693
4204;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2008;2792
4205;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2009;2890
4206;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2010;2955
4207;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2011;3016
4208;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2012;3108
4209;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2013;3129
4210;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2014;3141
4211;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2015;3193
4212;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2016;3236
4213;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2017;3300
4214;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2018;3362
4215;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2019;3406
4216;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2020;3465
4217;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang leren;2021;3130
4218;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2003;2574
4219;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2004;2641
4220;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2005;2736
4221;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2006;2820
4222;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2007;2983
4223;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2008;3129
4224;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2009;3233
4225;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2010;3289
4226;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2011;3356
4227;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2012;3444
4228;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2013;3471
4229;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2014;3510
4230;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2015;3580
4231;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2016;3668
4232;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2017;3769
4233;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2018;3863
4234;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2019;3955
4235;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2020;3984
4236;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2021;4008
4237;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2003;316
4238;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2004;322
4239;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2005;321
4240;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2006;337
4241;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2007;386
4242;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2008;425
4243;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2009;437
4244;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2010;450
4245;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2011;470
4246;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2012;485
4247;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2013;535
4248;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2014;584
4249;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2015;602
4250;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2016;620
4251;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2017;620
4252;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2018;626
4253;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2019;644
4254;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2020;603
4255;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang leren;2021;976
4256;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2003;84
4257;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2004;91
4258;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2005;86
4259;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2006;100
4260;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2007;116
4261;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2008;126
4262;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2009;135
4263;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2010;136
4264;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2011;142
4265;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2012;147
4266;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2013;144
4267;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2014;145
4268;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2015;140
