ID;Geslacht;Niveau;Leerweg;Sectorkamer;Persoonskenmerken;MaatschappelijkePositie1JaarEerder;Perioden;InstromersTotaal_1
6567;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;18 jaar;Onbekend;2021/'22;40
6568;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;18 jaar;Onbekend;2022/'23;60
6569;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;18 jaar;Onbekend;2023/'24;50
6570;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2018/'19;660
6571;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2019/'20;650
6572;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2020/'21;590
6573;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2021/'22;540
6574;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2022/'23;610
6575;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Totaal instromers;2023/'24;700
6576;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2018/'19;320
6577;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2019/'20;350
6578;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2020/'21;280
6579;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2021/'22;260
6580;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2022/'23;310
6581;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onderwijsvolgend;2023/'24;340
6582;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2018/'19;10
6583;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2019/'20;20
6584;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2020/'21;20
6585;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2021/'22;20
6586;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2022/'23;10
6587;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Speciale scholen: vso;2023/'24;20
6588;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2018/'19;20
6589;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2019/'20;20
6590;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2020/'21;20
6591;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2021/'22;20
6592;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2022/'23;20
6593;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Praktijkonderwijs;2023/'24;20
6594;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2018/'19;10
6595;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2019/'20;20
6596;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2020/'21;10
6597;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2021/'22;10
6598;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2022/'23;10
6599;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vo algemene leerjaren 1-3;2023/'24;10
6600;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2018/'19;30
6601;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2019/'20;30
6602;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2020/'21;20
6603;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2021/'22;20
6604;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2022/'23;20
6605;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-b/k 3-4 totaal;2023/'24;10
6606;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2018/'19;10
6607;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2019/'20;30
6608;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2020/'21;10
6609;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2021/'22;10
6610;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2022/'23;10
6611;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vmbo-g/t  3-4;2023/'24;10
6612;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2018/'19;70
6613;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2019/'20;60
6614;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2020/'21;50
6615;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2021/'22;60
6616;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2022/'23;80
6617;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Havo 3-5/vwo 3-6;2023/'24;80
6618;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2018/'19;50
6619;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2019/'20;50
6620;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2020/'21;40
6621;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2021/'22;30
6622;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2022/'23;30
6623;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Vavo;2023/'24;50
6624;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2018/'19;110
6625;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2019/'20;110
6626;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2020/'21;100
6627;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2021/'22;90
6628;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2022/'23;140
6629;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Hoger onderwijs;2023/'24;150
6630;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2018/'19;340
6631;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2019/'20;300
6632;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2020/'21;310
6633;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2021/'22;280
6634;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2022/'23;300
6635;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Geen onderwijs;2023/'24;360
6636;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2018/'19;230
6637;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2019/'20;190
6638;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2020/'21;210
6639;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2021/'22;180
6640;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2022/'23;200
6641;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, zonder uitkering;2023/'24;250
6642;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2018/'19;0
6643;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2019/'20;0
6644;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2020/'21;0
6645;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2021/'22;0
6646;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2022/'23;0
6647;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Zonder werk, met uitkering;2023/'24;0
6648;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2018/'19;0
6649;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2019/'20;0
6650;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2020/'21;0
6651;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2021/'22;10
6652;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2022/'23;10
6653;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Met werk, met uitkering;2023/'24;0
6654;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2018/'19;110
6655;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2019/'20;110
6656;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2020/'21;100
6657;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2021/'22;100
6658;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2022/'23;90
6659;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;19 jaar;Onbekend;2023/'24;100
6660;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2018/'19;2870
6661;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2019/'20;2620
6662;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2020/'21;2440
6663;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2021/'22;2570
6664;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2022/'23;2550
6665;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Totaal instromers;2023/'24;2690
6666;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2018/'19;340
6667;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2019/'20;320
6668;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2020/'21;260
6669;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2021/'22;310
6670;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2022/'23;360
6671;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Onderwijsvolgend;2023/'24;410
6672;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2018/'19;10
6673;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2019/'20;10
6674;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2020/'21;10
6675;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2021/'22;10
6676;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2022/'23;0
6677;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Speciale scholen: vso;2023/'24;0
6678;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2018/'19;0
6679;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2019/'20;0
6680;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2020/'21;0
6681;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2021/'22;0
6682;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2022/'23;0
6683;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Praktijkonderwijs;2023/'24;0
6684;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2018/'19;10
6685;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2019/'20;0
6686;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2020/'21;10
6687;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2021/'22;0
6688;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2022/'23;0
6689;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vo algemene leerjaren 1-3;2023/'24;20
6690;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2018/'19;0
6691;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2019/'20;0
6692;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2020/'21;0
6693;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2021/'22;0
6694;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2022/'23;0
6695;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-b/k 3-4 totaal;2023/'24;0
6696;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2018/'19;0
6697;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2019/'20;0
6698;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2020/'21;0
6699;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2021/'22;0
6700;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2022/'23;0
6701;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Vmbo-g/t  3-4;2023/'24;0
6702;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Havo 3-5/vwo 3-6;2018/'19;10
6703;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Havo 3-5/vwo 3-6;2019/'20;10
6704;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;20 tot 25 jaar;Havo 3-5/vwo 3-6;2020/'21;10
