ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
3984;Fishing;Volatile organic compounds (VOC);2006;0.233
3985;Fishing;Volatile organic compounds (VOC);2007;0.198
3986;Fishing;Volatile organic compounds (VOC);2008;0.174
3987;Fishing;Volatile organic compounds (VOC);2009;0.158
3988;Fishing;Volatile organic compounds (VOC);2010;0.155
3989;Fishing;Volatile organic compounds (VOC);2011;0.131
3990;Fishing;Volatile organic compounds (VOC);2012;0.103
3991;Fishing;Volatile organic compounds (VOC);2013;0.115
3992;Fishing;Volatile organic compounds (VOC);2014;0.111
3993;Fishing;Volatile organic compounds (VOC);2015;0.104
3994;Fishing;Volatile organic compounds (VOC);2016;0.108
3995;Fishing;Volatile organic compounds (VOC);2017;0.091
3996;Fishing;Volatile organic compounds (VOC);2018;0.109
3997;Fishing;Volatile organic compounds (VOC);2019;0.178
3998;Fishing;Volatile organic compounds (VOC);2020;0.127
3999;Fishing;Volatile organic compounds (VOC);2021;0.141
4000;Fishing;Methane (CH4);1990;0.017
4001;Fishing;Methane (CH4);1991;0.016
4002;Fishing;Methane (CH4);1992;0.015
4003;Fishing;Methane (CH4);1993;0.015
4004;Fishing;Methane (CH4);1994;0.016
4005;Fishing;Methane (CH4);1995;0.017
4006;Fishing;Methane (CH4);1996;0.016
4007;Fishing;Methane (CH4);1997;0.017
4008;Fishing;Methane (CH4);1998;0.017
4009;Fishing;Methane (CH4);1999;0.017
4010;Fishing;Methane (CH4);2000;0.016
4011;Fishing;Methane (CH4);2001;0.015
4012;Fishing;Methane (CH4);2002;0.013
4013;Fishing;Methane (CH4);2003;0.011
4014;Fishing;Methane (CH4);2004;0.01
4015;Fishing;Methane (CH4);2005;0.01
4016;Fishing;Methane (CH4);2006;0.009
4017;Fishing;Methane (CH4);2007;0.008
4018;Fishing;Methane (CH4);2008;0.007
4019;Fishing;Methane (CH4);2009;0.006
4020;Fishing;Methane (CH4);2010;0.006
4021;Fishing;Methane (CH4);2011;0.005
4022;Fishing;Methane (CH4);2012;0.004
4023;Fishing;Methane (CH4);2013;0.005
4024;Fishing;Methane (CH4);2014;0.004
4025;Fishing;Methane (CH4);2015;0.004
4026;Fishing;Methane (CH4);2016;0.004
4027;Fishing;Methane (CH4);2017;0.004
4028;Fishing;Methane (CH4);2018;0.004
4029;Fishing;Methane (CH4);2019;0.007
4030;Fishing;Methane (CH4);2020;0.005
4031;Fishing;Methane (CH4);2021;0.006
4032;Fishing;NMVOS;1990;0.41
4033;Fishing;NMVOS;1991;0.391
4034;Fishing;NMVOS;1992;0.369
4035;Fishing;NMVOS;1993;0.364
4036;Fishing;NMVOS;1994;0.373
4037;Fishing;NMVOS;1995;0.415
4038;Fishing;NMVOS;1996;0.395
4039;Fishing;NMVOS;1997;0.399
4040;Fishing;NMVOS;1998;0.399
4041;Fishing;NMVOS;1999;0.4
4042;Fishing;NMVOS;2000;0.383
4043;Fishing;NMVOS;2001;0.371
4044;Fishing;NMVOS;2002;0.305
4045;Fishing;NMVOS;2003;0.272
4046;Fishing;NMVOS;2004;0.251
4047;Fishing;NMVOS;2005;0.241
4048;Fishing;NMVOS;2006;0.224
4049;Fishing;NMVOS;2007;0.19
4050;Fishing;NMVOS;2008;0.167
4051;Fishing;NMVOS;2009;0.152
4052;Fishing;NMVOS;2010;0.149
4053;Fishing;NMVOS;2011;0.126
4054;Fishing;NMVOS;2012;0.099
4055;Fishing;NMVOS;2013;0.111
4056;Fishing;NMVOS;2014;0.107
4057;Fishing;NMVOS;2015;0.1
4058;Fishing;NMVOS;2016;0.104
4059;Fishing;NMVOS;2017;0.088
4060;Fishing;NMVOS;2018;0.104
4061;Fishing;NMVOS;2019;0.171
4062;Fishing;NMVOS;2020;0.122
4063;Fishing;NMVOS;2021;0.135
4064;Fishing;Nitrogen oxides (NOx);1990;6.07
4065;Fishing;Nitrogen oxides (NOx);1991;5.954
4066;Fishing;Nitrogen oxides (NOx);1992;5.79
4067;Fishing;Nitrogen oxides (NOx);1993;5.831
4068;Fishing;Nitrogen oxides (NOx);1994;5.969
4069;Fishing;Nitrogen oxides (NOx);1995;6.791
4070;Fishing;Nitrogen oxides (NOx);1996;6.574
4071;Fishing;Nitrogen oxides (NOx);1997;6.806
4072;Fishing;Nitrogen oxides (NOx);1998;6.71
4073;Fishing;Nitrogen oxides (NOx);1999;6.882
4074;Fishing;Nitrogen oxides (NOx);2000;6.663
4075;Fishing;Nitrogen oxides (NOx);2001;6.501
4076;Fishing;Nitrogen oxides (NOx);2002;5.405
4077;Fishing;Nitrogen oxides (NOx);2003;4.93
4078;Fishing;Nitrogen oxides (NOx);2004;4.661
4079;Fishing;Nitrogen oxides (NOx);2005;4.581
4080;Fishing;Nitrogen oxides (NOx);2006;4.351
4081;Fishing;Nitrogen oxides (NOx);2007;3.775
4082;Fishing;Nitrogen oxides (NOx);2008;3.464
4083;Fishing;Nitrogen oxides (NOx);2009;3.306
4084;Fishing;Nitrogen oxides (NOx);2010;3.228
4085;Fishing;Nitrogen oxides (NOx);2011;2.592
4086;Fishing;Nitrogen oxides (NOx);2012;2.039
4087;Fishing;Nitrogen oxides (NOx);2013;2.382
4088;Fishing;Nitrogen oxides (NOx);2014;2.439
4089;Fishing;Nitrogen oxides (NOx);2015;2.452
4090;Fishing;Nitrogen oxides (NOx);2016;2.614
4091;Fishing;Nitrogen oxides (NOx);2017;2.142
4092;Fishing;Nitrogen oxides (NOx);2018;2.547
4093;Fishing;Nitrogen oxides (NOx);2019;3.996
4094;Fishing;Nitrogen oxides (NOx);2020;3.005
4095;Fishing;Nitrogen oxides (NOx);2021;3.357
4096;Fishing;Dinitrogen oxide (N2O);1990;0.009
4097;Fishing;Dinitrogen oxide (N2O);1991;0.009
4098;Fishing;Dinitrogen oxide (N2O);1992;0.008
4099;Fishing;Dinitrogen oxide (N2O);1993;0.008
4100;Fishing;Dinitrogen oxide (N2O);1994;0.009
4101;Fishing;Dinitrogen oxide (N2O);1995;0.01
4102;Fishing;Dinitrogen oxide (N2O);1996;0.01
4103;Fishing;Dinitrogen oxide (N2O);1997;0.01
4104;Fishing;Dinitrogen oxide (N2O);1998;0.01
4105;Fishing;Dinitrogen oxide (N2O);1999;0.01
4106;Fishing;Dinitrogen oxide (N2O);2000;0.01
4107;Fishing;Dinitrogen oxide (N2O);2001;0.01
4108;Fishing;Dinitrogen oxide (N2O);2002;0.008
4109;Fishing;Dinitrogen oxide (N2O);2003;0.007
4110;Fishing;Dinitrogen oxide (N2O);2004;0.007
4111;Fishing;Dinitrogen oxide (N2O);2005;0.007
4112;Fishing;Dinitrogen oxide (N2O);2006;0.006
4113;Fishing;Dinitrogen oxide (N2O);2007;0.006
4114;Fishing;Dinitrogen oxide (N2O);2008;0.005
4115;Fishing;Dinitrogen oxide (N2O);2009;0.005
4116;Fishing;Dinitrogen oxide (N2O);2010;0.005
4117;Fishing;Dinitrogen oxide (N2O);2011;0.004
4118;Fishing;Dinitrogen oxide (N2O);2012;0.003
4119;Fishing;Dinitrogen oxide (N2O);2013;0.004
4120;Fishing;Dinitrogen oxide (N2O);2014;0.004
4121;Fishing;Dinitrogen oxide (N2O);2015;0.004
4122;Fishing;Dinitrogen oxide (N2O);2016;0.004
4123;Fishing;Dinitrogen oxide (N2O);2017;0.004
4124;Fishing;Dinitrogen oxide (N2O);2018;0.004
4125;Fishing;Dinitrogen oxide (N2O);2019;0.006
4126;Fishing;Dinitrogen oxide (N2O);2020;0.005
4127;Fishing;Dinitrogen oxide (N2O);2021;0.006
4128;Fishing;Sulphur dioxide (SO2);1990;1.369
4129;Fishing;Sulphur dioxide (SO2);1991;1.4
4130;Fishing;Sulphur dioxide (SO2);1992;1.424
4131;Fishing;Sulphur dioxide (SO2);1993;1.458
4132;Fishing;Sulphur dioxide (SO2);1994;1.41
4133;Fishing;Sulphur dioxide (SO2);1995;1.63
4134;Fishing;Sulphur dioxide (SO2);1996;1.589
4135;Fishing;Sulphur dioxide (SO2);1997;1.674
4136;Fishing;Sulphur dioxide (SO2);1998;1.47
4137;Fishing;Sulphur dioxide (SO2);1999;1.523
4138;Fishing;Sulphur dioxide (SO2);2000;1.44
4139;Fishing;Sulphur dioxide (SO2);2001;1.33
4140;Fishing;Sulphur dioxide (SO2);2002;1.061
4141;Fishing;Sulphur dioxide (SO2);2003;0.996
4142;Fishing;Sulphur dioxide (SO2);2004;0.949
4143;Fishing;Sulphur dioxide (SO2);2005;0.947
4144;Fishing;Sulphur dioxide (SO2);2006;0.91
4145;Fishing;Sulphur dioxide (SO2);2007;0.689
4146;Fishing;Sulphur dioxide (SO2);2008;0.501
4147;Fishing;Sulphur dioxide (SO2);2009;0.531
4148;Fishing;Sulphur dioxide (SO2);2010;0.434
4149;Fishing;Sulphur dioxide (SO2);2011;0.21
4150;Fishing;Sulphur dioxide (SO2);2012;0.157
4151;Fishing;Sulphur dioxide (SO2);2013;0.206
4152;Fishing;Sulphur dioxide (SO2);2014;0.27
4153;Fishing;Sulphur dioxide (SO2);2015;0.134
4154;Fishing;Sulphur dioxide (SO2);2016;0.121
4155;Fishing;Sulphur dioxide (SO2);2017;0.101
4156;Fishing;Sulphur dioxide (SO2);2018;0.116
4157;Fishing;Sulphur dioxide (SO2);2019;0.178
4158;Fishing;Sulphur dioxide (SO2);2020;0.13
4159;Fishing;Sulphur dioxide (SO2);2021;0.145
4160;Fishing;PM10;1990;0.34
4161;Fishing;PM10;1991;0.333
4162;Fishing;PM10;1992;0.324
4163;Fishing;PM10;1993;0.326
4164;Fishing;PM10;1994;0.33
4165;Fishing;PM10;1995;0.374
4166;Fishing;PM10;1996;0.36
4167;Fishing;PM10;1997;0.375
4168;Fishing;PM10;1998;0.358
4169;Fishing;PM10;1999;0.365
4170;Fishing;PM10;2000;0.349
4171;Fishing;PM10;2001;0.332
4172;Fishing;PM10;2002;0.269
4173;Fishing;PM10;2003;0.241
4174;Fishing;PM10;2004;0.218
4175;Fishing;PM10;2005;0.217
4176;Fishing;PM10;2006;0.203
4177;Fishing;PM10;2007;0.178
4178;Fishing;PM10;2008;0.162
4179;Fishing;PM10;2009;0.158
4180;Fishing;PM10;2010;0.145
4181;Fishing;PM10;2011;0.106
4182;Fishing;PM10;2012;0.083
4183;Fishing;PM10;2013;0.097
4184;Fishing;PM10;2014;0.101
4185;Fishing;PM10;2015;0.09
4186;Fishing;PM10;2016;0.094
4187;Fishing;PM10;2017;0.076
4188;Fishing;PM10;2018;0.09
4189;Fishing;PM10;2019;0.123
4190;Fishing;PM10;2020;0.107
4191;Fishing;PM10;2021;0.118
4192;Fishing;PM2.5 (Particulate matter);1990;0.323
4193;Fishing;PM2.5 (Particulate matter);1991;0.317
4194;Fishing;PM2.5 (Particulate matter);1992;0.308
4195;Fishing;PM2.5 (Particulate matter);1993;0.309
4196;Fishing;PM2.5 (Particulate matter);1994;0.313
4197;Fishing;PM2.5 (Particulate matter);1995;0.355
4198;Fishing;PM2.5 (Particulate matter);1996;0.342
4199;Fishing;PM2.5 (Particulate matter);1997;0.357
4200;Fishing;PM2.5 (Particulate matter);1998;0.34
4201;Fishing;PM2.5 (Particulate matter);1999;0.346
4202;Fishing;PM2.5 (Particulate matter);2000;0.331
4203;Fishing;PM2.5 (Particulate matter);2001;0.315
4204;Fishing;PM2.5 (Particulate matter);2002;0.255
4205;Fishing;PM2.5 (Particulate matter);2003;0.228
4206;Fishing;PM2.5 (Particulate matter);2004;0.208
4207;Fishing;PM2.5 (Particulate matter);2005;0.206
4208;Fishing;PM2.5 (Particulate matter);2006;0.193
4209;Fishing;PM2.5 (Particulate matter);2007;0.169
4210;Fishing;PM2.5 (Particulate matter);2008;0.154
4211;Fishing;PM2.5 (Particulate matter);2009;0.15
4212;Fishing;PM2.5 (Particulate matter);2010;0.138
4213;Fishing;PM2.5 (Particulate matter);2011;0.101
4214;Fishing;PM2.5 (Particulate matter);2012;0.079
4215;Fishing;PM2.5 (Particulate matter);2013;0.092
4216;Fishing;PM2.5 (Particulate matter);2014;0.095
4217;Fishing;PM2.5 (Particulate matter);2015;0.085
4218;Fishing;PM2.5 (Particulate matter);2016;0.089
4219;Fishing;PM2.5 (Particulate matter);2017;0.072
4220;Fishing;PM2.5 (Particulate matter);2018;0.085
4221;Fishing;PM2.5 (Particulate matter);2019;0.117
4222;Fishing;PM2.5 (Particulate matter);2020;0.101
4223;Fishing;PM2.5 (Particulate matter);2021;0.112
4224;Railways total;Carbon dioxide (CO2);1990;100.0
4225;Railways total;Carbon dioxide (CO2);1991;100.0
4226;Railways total;Carbon dioxide (CO2);1992;100.0
4227;Railways total;Carbon dioxide (CO2);1993;100.0
4228;Railways total;Carbon dioxide (CO2);1994;100.0
4229;Railways total;Carbon dioxide (CO2);1995;100.0
4230;Railways total;Carbon dioxide (CO2);1996;100.0
4231;Railways total;Carbon dioxide (CO2);1997;100.0
4232;Railways total;Carbon dioxide (CO2);1998;100.0
4233;Railways total;Carbon dioxide (CO2);1999;100.0
4234;Railways total;Carbon dioxide (CO2);2000;100.0
4235;Railways total;Carbon dioxide (CO2);2001;100.0
4236;Railways total;Carbon dioxide (CO2);2002;100.0
4237;Railways total;Carbon dioxide (CO2);2003;100.0
4238;Railways total;Carbon dioxide (CO2);2004;100.0
4239;Railways total;Carbon dioxide (CO2);2005;100.0
4240;Railways total;Carbon dioxide (CO2);2006;100.0
4241;Railways total;Carbon dioxide (CO2);2007;100.0
4242;Railways total;Carbon dioxide (CO2);2008;100.0
4243;Railways total;Carbon dioxide (CO2);2009;100.0
4244;Railways total;Carbon dioxide (CO2);2010;100.0
4245;Railways total;Carbon dioxide (CO2);2011;100.0
4246;Railways total;Carbon dioxide (CO2);2012;100.0
4247;Railways total;Carbon dioxide (CO2);2013;100.0
4248;Railways total;Carbon dioxide (CO2);2014;100.0
4249;Railways total;Carbon dioxide (CO2);2015;100.0
4250;Railways total;Carbon dioxide (CO2);2016;100.0
4251;Railways total;Carbon dioxide (CO2);2017;100.0
4252;Railways total;Carbon dioxide (CO2);2018;100.0
4253;Railways total;Carbon dioxide (CO2);2019;100.0
4254;Railways total;Carbon dioxide (CO2);2020;100.0
4255;Railways total;Carbon dioxide (CO2);2021;100.0
4256;Railways total;Carbon monoxide (CO);1990;0.262
4257;Railways total;Carbon monoxide (CO);1991;0.263
4258;Railways total;Carbon monoxide (CO);1992;0.264
4259;Railways total;Carbon monoxide (CO);1993;0.265
4260;Railways total;Carbon monoxide (CO);1994;0.266
4261;Railways total;Carbon monoxide (CO);1995;0.271
4262;Railways total;Carbon monoxide (CO);1996;0.281
4263;Railways total;Carbon monoxide (CO);1997;0.304
4264;Railways total;Carbon monoxide (CO);1998;0.296
4265;Railways total;Carbon monoxide (CO);1999;0.268
4266;Railways total;Carbon monoxide (CO);2000;0.324
4267;Railways total;Carbon monoxide (CO);2001;0.306
4268;Railways total;Carbon monoxide (CO);2002;0.294
4269;Railways total;Carbon monoxide (CO);2003;0.283
4270;Railways total;Carbon monoxide (CO);2004;0.3
4271;Railways total;Carbon monoxide (CO);2005;0.29
4272;Railways total;Carbon monoxide (CO);2006;0.29
4273;Railways total;Carbon monoxide (CO);2007;0.289
4274;Railways total;Carbon monoxide (CO);2008;0.29
4275;Railways total;Carbon monoxide (CO);2009;0.269
4276;Railways total;Carbon monoxide (CO);2010;0.291
4277;Railways total;Carbon monoxide (CO);2011;0.287
4278;Railways total;Carbon monoxide (CO);2012;0.243
4279;Railways total;Carbon monoxide (CO);2013;0.242
4280;Railways total;Carbon monoxide (CO);2014;0.253
4281;Railways total;Carbon monoxide (CO);2015;0.272
4282;Railways total;Carbon monoxide (CO);2016;0.279
4283;Railways total;Carbon monoxide (CO);2017;0.264
4284;Railways total;Carbon monoxide (CO);2018;0.227
4285;Railways total;Carbon monoxide (CO);2019;0.22
4286;Railways total;Carbon monoxide (CO);2020;0.224
4287;Railways total;Carbon monoxide (CO);2021;0.224
4288;Railways total;VOC emission by combustion;1990;0.076
4289;Railways total;VOC emission by combustion;1991;0.076
4290;Railways total;VOC emission by combustion;1992;0.077
4291;Railways total;VOC emission by combustion;1993;0.077
4292;Railways total;VOC emission by combustion;1994;0.077
4293;Railways total;VOC emission by combustion;1995;0.079
4294;Railways total;VOC emission by combustion;1996;0.082
4295;Railways total;VOC emission by combustion;1997;0.089
4296;Railways total;VOC emission by combustion;1998;0.086
4297;Railways total;VOC emission by combustion;1999;0.078
4298;Railways total;VOC emission by combustion;2000;0.093
4299;Railways total;VOC emission by combustion;2001;0.088
4300;Railways total;VOC emission by combustion;2002;0.084
4301;Railways total;VOC emission by combustion;2003;0.081
4302;Railways total;VOC emission by combustion;2004;0.086
4303;Railways total;VOC emission by combustion;2005;0.083
4304;Railways total;VOC emission by combustion;2006;0.083
4305;Railways total;VOC emission by combustion;2007;0.082
4306;Railways total;VOC emission by combustion;2008;0.083
4307;Railways total;VOC emission by combustion;2009;0.078
4308;Railways total;VOC emission by combustion;2010;0.083
4309;Railways total;VOC emission by combustion;2011;0.083
4310;Railways total;VOC emission by combustion;2012;0.071
4311;Railways total;VOC emission by combustion;2013;0.071
4312;Railways total;VOC emission by combustion;2014;0.075
4313;Railways total;VOC emission by combustion;2015;0.081
4314;Railways total;VOC emission by combustion;2016;0.084
4315;Railways total;VOC emission by combustion;2017;0.08
4316;Railways total;VOC emission by combustion;2018;0.069
4317;Railways total;VOC emission by combustion;2019;0.067
4318;Railways total;VOC emission by combustion;2020;0.069
4319;Railways total;VOC emission by combustion;2021;0.069
4320;Railways total;VOC emission by evaporation;1990;0.0
4321;Railways total;VOC emission by evaporation;1991;0.0
4322;Railways total;VOC emission by evaporation;1992;0.0
4323;Railways total;VOC emission by evaporation;1993;0.0
4324;Railways total;VOC emission by evaporation;1994;0.0
4325;Railways total;VOC emission by evaporation;1995;0.0
4326;Railways total;VOC emission by evaporation;1996;0.0
4327;Railways total;VOC emission by evaporation;1997;0.0
4328;Railways total;VOC emission by evaporation;1998;0.0
4329;Railways total;VOC emission by evaporation;1999;0.0
4330;Railways total;VOC emission by evaporation;2000;0.0
4331;Railways total;VOC emission by evaporation;2001;0.0
4332;Railways total;VOC emission by evaporation;2002;0.0
4333;Railways total;VOC emission by evaporation;2003;0.0
4334;Railways total;VOC emission by evaporation;2004;0.0
4335;Railways total;VOC emission by evaporation;2005;0.0
4336;Railways total;VOC emission by evaporation;2006;0.0
4337;Railways total;VOC emission by evaporation;2007;0.0
4338;Railways total;VOC emission by evaporation;2008;0.0
4339;Railways total;VOC emission by evaporation;2009;0.0
4340;Railways total;VOC emission by evaporation;2010;0.0
4341;Railways total;VOC emission by evaporation;2011;0.0
4342;Railways total;VOC emission by evaporation;2012;0.0
4343;Railways total;VOC emission by evaporation;2013;0.0
4344;Railways total;VOC emission by evaporation;2014;0.0
4345;Railways total;VOC emission by evaporation;2015;0.0
4346;Railways total;VOC emission by evaporation;2016;0.0
4347;Railways total;VOC emission by evaporation;2017;0.0
4348;Railways total;VOC emission by evaporation;2018;0.0
4349;Railways total;VOC emission by evaporation;2019;0.0
4350;Railways total;VOC emission by evaporation;2020;0.0
4351;Railways total;VOC emission by evaporation;2021;0.0
4352;Railways total;Volatile organic compounds (VOC);1990;0.076
4353;Railways total;Volatile organic compounds (VOC);1991;0.076
4354;Railways total;Volatile organic compounds (VOC);1992;0.077
4355;Railways total;Volatile organic compounds (VOC);1993;0.077
4356;Railways total;Volatile organic compounds (VOC);1994;0.077
4357;Railways total;Volatile organic compounds (VOC);1995;0.079
4358;Railways total;Volatile organic compounds (VOC);1996;0.082
4359;Railways total;Volatile organic compounds (VOC);1997;0.089
4360;Railways total;Volatile organic compounds (VOC);1998;0.086
4361;Railways total;Volatile organic compounds (VOC);1999;0.078
4362;Railways total;Volatile organic compounds (VOC);2000;0.093
4363;Railways total;Volatile organic compounds (VOC);2001;0.088
4364;Railways total;Volatile organic compounds (VOC);2002;0.084
4365;Railways total;Volatile organic compounds (VOC);2003;0.081
4366;Railways total;Volatile organic compounds (VOC);2004;0.086
4367;Railways total;Volatile organic compounds (VOC);2005;0.083
4368;Railways total;Volatile organic compounds (VOC);2006;0.083
4369;Railways total;Volatile organic compounds (VOC);2007;0.082
4370;Railways total;Volatile organic compounds (VOC);2008;0.083
4371;Railways total;Volatile organic compounds (VOC);2009;0.078
4372;Railways total;Volatile organic compounds (VOC);2010;0.083
4373;Railways total;Volatile organic compounds (VOC);2011;0.083
4374;Railways total;Volatile organic compounds (VOC);2012;0.071
4375;Railways total;Volatile organic compounds (VOC);2013;0.071
4376;Railways total;Volatile organic compounds (VOC);2014;0.075
4377;Railways total;Volatile organic compounds (VOC);2015;0.081
4378;Railways total;Volatile organic compounds (VOC);2016;0.084
4379;Railways total;Volatile organic compounds (VOC);2017;0.08
4380;Railways total;Volatile organic compounds (VOC);2018;0.069
4381;Railways total;Volatile organic compounds (VOC);2019;0.067
4382;Railways total;Volatile organic compounds (VOC);2020;0.069
4383;Railways total;Volatile organic compounds (VOC);2021;0.069
4384;Railways total;Methane (CH4);1990;0.003
4385;Railways total;Methane (CH4);1991;0.003
4386;Railways total;Methane (CH4);1992;0.003
4387;Railways total;Methane (CH4);1993;0.003
4388;Railways total;Methane (CH4);1994;0.003
4389;Railways total;Methane (CH4);1995;0.003
4390;Railways total;Methane (CH4);1996;0.003
4391;Railways total;Methane (CH4);1997;0.004
4392;Railways total;Methane (CH4);1998;0.003
4393;Railways total;Methane (CH4);1999;0.003
4394;Railways total;Methane (CH4);2000;0.004
4395;Railways total;Methane (CH4);2001;0.004
4396;Railways total;Methane (CH4);2002;0.003
4397;Railways total;Methane (CH4);2003;0.003
4398;Railways total;Methane (CH4);2004;0.003
4399;Railways total;Methane (CH4);2005;0.003
4400;Railways total;Methane (CH4);2006;0.003
4401;Railways total;Methane (CH4);2007;0.003
4402;Railways total;Methane (CH4);2008;0.003
4403;Railways total;Methane (CH4);2009;0.003
4404;Railways total;Methane (CH4);2010;0.003
4405;Railways total;Methane (CH4);2011;0.003
4406;Railways total;Methane (CH4);2012;0.003
4407;Railways total;Methane (CH4);2013;0.003
4408;Railways total;Methane (CH4);2014;0.003
4409;Railways total;Methane (CH4);2015;0.003
4410;Railways total;Methane (CH4);2016;0.003
4411;Railways total;Methane (CH4);2017;0.003
4412;Railways total;Methane (CH4);2018;0.003
4413;Railways total;Methane (CH4);2019;0.003
4414;Railways total;Methane (CH4);2020;0.003
4415;Railways total;Methane (CH4);2021;0.003
4416;Railways total;NMVOS;1990;0.073
4417;Railways total;NMVOS;1991;0.073
4418;Railways total;NMVOS;1992;0.074
4419;Railways total;NMVOS;1993;0.074
4420;Railways total;NMVOS;1994;0.074
4421;Railways total;NMVOS;1995;0.076
4422;Railways total;NMVOS;1996;0.078
4423;Railways total;NMVOS;1997;0.085
4424;Railways total;NMVOS;1998;0.083
4425;Railways total;NMVOS;1999;0.074
4426;Railways total;NMVOS;2000;0.09
4427;Railways total;NMVOS;2001;0.084
4428;Railways total;NMVOS;2002;0.081
4429;Railways total;NMVOS;2003;0.078
4430;Railways total;NMVOS;2004;0.082
4431;Railways total;NMVOS;2005;0.079
4432;Railways total;NMVOS;2006;0.079
4433;Railways total;NMVOS;2007;0.079
4434;Railways total;NMVOS;2008;0.079
4435;Railways total;NMVOS;2009;0.075
4436;Railways total;NMVOS;2010;0.08
4437;Railways total;NMVOS;2011;0.079
4438;Railways total;NMVOS;2012;0.068
4439;Railways total;NMVOS;2013;0.068
4440;Railways total;NMVOS;2014;0.072
4441;Railways total;NMVOS;2015;0.078
4442;Railways total;NMVOS;2016;0.08
4443;Railways total;NMVOS;2017;0.076
4444;Railways total;NMVOS;2018;0.066
4445;Railways total;NMVOS;2019;0.064
4446;Railways total;NMVOS;2020;0.066
4447;Railways total;NMVOS;2021;0.066
4448;Railways total;Nitrogen oxides (NOx);1990;2.306
4449;Railways total;Nitrogen oxides (NOx);1991;2.316
4450;Railways total;Nitrogen oxides (NOx);1992;2.325
4451;Railways total;Nitrogen oxides (NOx);1993;2.335
4452;Railways total;Nitrogen oxides (NOx);1994;2.345
4453;Railways total;Nitrogen oxides (NOx);1995;2.384
4454;Railways total;Nitrogen oxides (NOx);1996;2.47
4455;Railways total;Nitrogen oxides (NOx);1997;2.671
4456;Railways total;Nitrogen oxides (NOx);1998;2.6
4457;Railways total;Nitrogen oxides (NOx);1999;2.381
4458;Railways total;Nitrogen oxides (NOx);2000;2.89
4459;Railways total;Nitrogen oxides (NOx);2001;2.764
4460;Railways total;Nitrogen oxides (NOx);2002;2.686
4461;Railways total;Nitrogen oxides (NOx);2003;2.616
4462;Railways total;Nitrogen oxides (NOx);2004;2.764
4463;Railways total;Nitrogen oxides (NOx);2005;2.679
4464;Railways total;Nitrogen oxides (NOx);2006;2.679
4465;Railways total;Nitrogen oxides (NOx);2007;2.666
4466;Railways total;Nitrogen oxides (NOx);2008;2.672
4467;Railways total;Nitrogen oxides (NOx);2009;2.394
4468;Railways total;Nitrogen oxides (NOx);2010;2.687
4469;Railways total;Nitrogen oxides (NOx);2011;2.587
4470;Railways total;Nitrogen oxides (NOx);2012;2.156
4471;Railways total;Nitrogen oxides (NOx);2013;2.103
4472;Railways total;Nitrogen oxides (NOx);2014;2.143
4473;Railways total;Nitrogen oxides (NOx);2015;2.258
4474;Railways total;Nitrogen oxides (NOx);2016;2.265
4475;Railways total;Nitrogen oxides (NOx);2017;2.104
4476;Railways total;Nitrogen oxides (NOx);2018;1.783
4477;Railways total;Nitrogen oxides (NOx);2019;1.696
4478;Railways total;Nitrogen oxides (NOx);2020;1.696
4479;Railways total;Nitrogen oxides (NOx);2021;1.696
4480;Railways total;Dinitrogen oxide (N2O);1990;0.001
4481;Railways total;Dinitrogen oxide (N2O);1991;0.001
4482;Railways total;Dinitrogen oxide (N2O);1992;0.001
4483;Railways total;Dinitrogen oxide (N2O);1993;0.001
4484;Railways total;Dinitrogen oxide (N2O);1994;0.001
4485;Railways total;Dinitrogen oxide (N2O);1995;0.001
4486;Railways total;Dinitrogen oxide (N2O);1996;0.001
4487;Railways total;Dinitrogen oxide (N2O);1997;0.001
4488;Railways total;Dinitrogen oxide (N2O);1998;0.001
4489;Railways total;Dinitrogen oxide (N2O);1999;0.001
4490;Railways total;Dinitrogen oxide (N2O);2000;0.001
4491;Railways total;Dinitrogen oxide (N2O);2001;0.001
4492;Railways total;Dinitrogen oxide (N2O);2002;0.001
4493;Railways total;Dinitrogen oxide (N2O);2003;0.001
4494;Railways total;Dinitrogen oxide (N2O);2004;0.001
4495;Railways total;Dinitrogen oxide (N2O);2005;0.001
4496;Railways total;Dinitrogen oxide (N2O);2006;0.001
4497;Railways total;Dinitrogen oxide (N2O);2007;0.001
4498;Railways total;Dinitrogen oxide (N2O);2008;0.001
4499;Railways total;Dinitrogen oxide (N2O);2009;0.001
4500;Railways total;Dinitrogen oxide (N2O);2010;0.001
4501;Railways total;Dinitrogen oxide (N2O);2011;0.001
4502;Railways total;Dinitrogen oxide (N2O);2012;0.001
4503;Railways total;Dinitrogen oxide (N2O);2013;0.001
4504;Railways total;Dinitrogen oxide (N2O);2014;0.001
4505;Railways total;Dinitrogen oxide (N2O);2015;0.001
4506;Railways total;Dinitrogen oxide (N2O);2016;0.001
4507;Railways total;Dinitrogen oxide (N2O);2017;0.001
4508;Railways total;Dinitrogen oxide (N2O);2018;0.001
4509;Railways total;Dinitrogen oxide (N2O);2019;0.001
4510;Railways total;Dinitrogen oxide (N2O);2020;0.001
4511;Railways total;Dinitrogen oxide (N2O);2021;0.001
4512;Railways total;Sulphur dioxide (SO2);1990;0.098
4513;Railways total;Sulphur dioxide (SO2);1991;0.098
4514;Railways total;Sulphur dioxide (SO2);1992;0.099
4515;Railways total;Sulphur dioxide (SO2);1993;0.099
