ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
1647;Mannen;40 jaar;1014756;Ondergrens 95%-interval;2019/2022;44.1;35.5;40.0;41.2;30.1
1648;Mannen;40 jaar;1014756;Bovengrens 95%-interval;2017/2020;44.1;37.0;41.2;42.4;32.6
1649;Mannen;40 jaar;1014756;Bovengrens 95%-interval;2019/2022;44.2;37.1;41.2;42.1;31.8
1650;Mannen;40 jaar;2021770;Waarde;2017/2020;36.0;16.8;24.2;26.9;15.0
1651;Mannen;40 jaar;2021770;Waarde;2019/2022;35.6;17.8;24.5;26.1;16.1
1652;Mannen;40 jaar;2021770;Ondergrens 95%-interval;2017/2020;36.0;15.6;23.1;25.9;13.9
1653;Mannen;40 jaar;2021770;Ondergrens 95%-interval;2019/2022;35.6;16.6;23.4;25.1;15.0
1654;Mannen;40 jaar;2021770;Bovengrens 95%-interval;2017/2020;36.0;17.9;25.2;27.9;16.2
1655;Mannen;40 jaar;2021770;Bovengrens 95%-interval;2019/2022;35.6;19.0;25.5;27.2;17.2
1656;Mannen;40 jaar;2021780;Waarde;2017/2020;39.6;24.2;30.8;33.9;21.3
1657;Mannen;40 jaar;2021780;Waarde;2019/2022;39.3;24.7;31.0;33.4;21.0
1658;Mannen;40 jaar;2021780;Ondergrens 95%-interval;2017/2020;39.6;23.2;30.0;33.2;20.3
1659;Mannen;40 jaar;2021780;Ondergrens 95%-interval;2019/2022;39.3;23.7;30.2;32.7;20.0
1660;Mannen;40 jaar;2021780;Bovengrens 95%-interval;2017/2020;39.6;25.1;31.6;34.6;22.3
1661;Mannen;40 jaar;2021780;Bovengrens 95%-interval;2019/2022;39.3;25.6;31.8;34.2;22.0
1662;Mannen;40 jaar;2021790;Waarde;2017/2020;41.9;30.2;35.9;38.7;26.3
1663;Mannen;40 jaar;2021790;Waarde;2019/2022;41.9;30.8;36.2;38.5;26.0
1664;Mannen;40 jaar;2021790;Ondergrens 95%-interval;2017/2020;41.9;29.3;35.2;38.2;25.5
1665;Mannen;40 jaar;2021790;Ondergrens 95%-interval;2019/2022;41.8;30.0;35.6;38.0;25.1
1666;Mannen;40 jaar;2021790;Bovengrens 95%-interval;2017/2020;41.9;31.0;36.5;39.2;27.2
1667;Mannen;40 jaar;2021790;Bovengrens 95%-interval;2019/2022;41.9;31.6;36.8;39.0;26.8
1668;Mannen;40 jaar;2021800;Waarde;2017/2020;43.1;32.1;37.7;39.7;27.7
1669;Mannen;40 jaar;2021800;Waarde;2019/2022;43.2;32.7;38.5;39.7;28.3
1670;Mannen;40 jaar;2021800;Ondergrens 95%-interval;2017/2020;43.1;31.3;37.1;39.2;26.9
1671;Mannen;40 jaar;2021800;Ondergrens 95%-interval;2019/2022;43.2;32.0;37.9;39.2;27.5
1672;Mannen;40 jaar;2021800;Bovengrens 95%-interval;2017/2020;43.1;32.9;38.3;40.2;28.5
1673;Mannen;40 jaar;2021800;Bovengrens 95%-interval;2019/2022;43.2;33.5;39.1;40.2;29.2
1674;Mannen;40 jaar;2021810;Waarde;2017/2020;44.4;36.6;41.0;42.3;32.1
1675;Mannen;40 jaar;2021810;Waarde;2019/2022;44.5;36.8;41.1;42.1;31.1
1676;Mannen;40 jaar;2021810;Ondergrens 95%-interval;2017/2020;44.4;36.0;40.5;41.9;31.3
1677;Mannen;40 jaar;2021810;Ondergrens 95%-interval;2019/2022;44.5;36.1;40.5;41.7;30.2
1678;Mannen;40 jaar;2021810;Bovengrens 95%-interval;2017/2020;44.4;37.3;41.5;42.7;32.8
1679;Mannen;40 jaar;2021810;Bovengrens 95%-interval;2019/2022;44.5;37.4;41.6;42.5;32.0
1680;Mannen;45 jaar;1014752;Waarde;2017/2020;32.0;15.0;21.3;24.7;13.7
1681;Mannen;45 jaar;1014752;Waarde;2019/2022;31.7;16.5;21.8;24.3;13.8
1682;Mannen;45 jaar;1014752;Ondergrens 95%-interval;2017/2020;32.0;14.0;20.3;23.8;12.7
1683;Mannen;45 jaar;1014752;Ondergrens 95%-interval;2019/2022;31.7;15.5;20.9;23.4;12.7
1684;Mannen;45 jaar;1014752;Bovengrens 95%-interval;2017/2020;32.0;16.1;22.3;25.5;14.7
1685;Mannen;45 jaar;1014752;Bovengrens 95%-interval;2019/2022;31.7;17.6;22.8;25.2;14.8
1686;Mannen;45 jaar;1014753;Waarde;2017/2020;35.3;20.8;27.2;30.5;18.0
1687;Mannen;45 jaar;1014753;Waarde;2019/2022;35.1;21.7;27.4;30.3;17.7
1688;Mannen;45 jaar;1014753;Ondergrens 95%-interval;2017/2020;35.3;19.9;26.4;29.8;17.1
1689;Mannen;45 jaar;1014753;Ondergrens 95%-interval;2019/2022;35.1;20.7;26.7;29.6;16.8
1690;Mannen;45 jaar;1014753;Bovengrens 95%-interval;2017/2020;35.3;21.7;27.9;31.1;19.0
1691;Mannen;45 jaar;1014753;Bovengrens 95%-interval;2019/2022;35.1;22.6;28.1;31.0;18.7
1692;Mannen;45 jaar;1014754;Waarde;2017/2020;37.2;26.2;30.9;34.0;22.0
1693;Mannen;45 jaar;1014754;Waarde;2019/2022;37.2;26.2;31.2;33.6;22.0
1694;Mannen;45 jaar;1014754;Ondergrens 95%-interval;2017/2020;37.2;25.4;30.3;33.5;21.1
1695;Mannen;45 jaar;1014754;Ondergrens 95%-interval;2019/2022;37.2;25.4;30.5;33.0;21.2
1696;Mannen;45 jaar;1014754;Bovengrens 95%-interval;2017/2020;37.3;27.0;31.6;34.5;22.8
1697;Mannen;45 jaar;1014754;Bovengrens 95%-interval;2019/2022;37.2;27.0;31.8;34.1;22.8
1698;Mannen;45 jaar;1014755;Waarde;2017/2020;38.4;28.5;34.1;35.8;24.4
1699;Mannen;45 jaar;1014755;Waarde;2019/2022;38.4;29.2;34.7;35.6;24.3
1700;Mannen;45 jaar;1014755;Ondergrens 95%-interval;2017/2020;38.4;27.7;33.5;35.3;23.6
1701;Mannen;45 jaar;1014755;Ondergrens 95%-interval;2019/2022;38.4;28.5;34.1;35.1;23.5
1702;Mannen;45 jaar;1014755;Bovengrens 95%-interval;2017/2020;38.5;29.2;34.7;36.3;25.3
1703;Mannen;45 jaar;1014755;Bovengrens 95%-interval;2019/2022;38.5;30.0;35.3;36.0;25.1
1704;Mannen;45 jaar;1014756;Waarde;2017/2020;39.2;31.7;35.7;37.3;27.5
1705;Mannen;45 jaar;1014756;Waarde;2019/2022;39.3;31.9;35.8;37.1;26.7
1706;Mannen;45 jaar;1014756;Ondergrens 95%-interval;2017/2020;39.2;31.0;35.1;36.9;26.7
1707;Mannen;45 jaar;1014756;Ondergrens 95%-interval;2019/2022;39.2;31.1;35.1;36.6;25.9
1708;Mannen;45 jaar;1014756;Bovengrens 95%-interval;2017/2020;39.2;32.5;36.3;37.8;28.4
1709;Mannen;45 jaar;1014756;Bovengrens 95%-interval;2019/2022;39.3;32.6;36.4;37.5;27.6
1710;Mannen;45 jaar;2021770;Waarde;2017/2020;31.5;14.0;20.1;23.8;12.5
1711;Mannen;45 jaar;2021770;Waarde;2019/2022;31.1;15.1;20.5;23.2;13.5
1712;Mannen;45 jaar;2021770;Ondergrens 95%-interval;2017/2020;31.5;12.9;19.0;22.8;11.4
1713;Mannen;45 jaar;2021770;Ondergrens 95%-interval;2019/2022;31.1;14.0;19.5;22.3;12.5
1714;Mannen;45 jaar;2021770;Bovengrens 95%-interval;2017/2020;31.5;15.1;21.1;24.7;13.5
1715;Mannen;45 jaar;2021770;Bovengrens 95%-interval;2019/2022;31.2;16.2;21.5;24.2;14.6
1716;Mannen;45 jaar;2021780;Waarde;2017/2020;34.8;20.3;26.4;29.8;17.5
1717;Mannen;45 jaar;2021780;Waarde;2019/2022;34.5;20.9;26.5;29.5;17.5
1718;Mannen;45 jaar;2021780;Ondergrens 95%-interval;2017/2020;34.8;19.4;25.7;29.1;16.6
1719;Mannen;45 jaar;2021780;Ondergrens 95%-interval;2019/2022;34.5;20.0;25.8;28.8;16.6
1720;Mannen;45 jaar;2021780;Bovengrens 95%-interval;2017/2020;34.8;21.2;27.2;30.4;18.5
1721;Mannen;45 jaar;2021780;Bovengrens 95%-interval;2019/2022;34.6;21.9;27.3;30.2;18.4
1722;Mannen;45 jaar;2021790;Waarde;2017/2020;37.1;25.8;31.1;34.2;22.3
1723;Mannen;45 jaar;2021790;Waarde;2019/2022;37.0;26.4;31.5;33.9;21.9
1724;Mannen;45 jaar;2021790;Ondergrens 95%-interval;2017/2020;37.1;24.9;30.4;33.7;21.4
1725;Mannen;45 jaar;2021790;Ondergrens 95%-interval;2019/2022;37.0;25.6;30.9;33.4;21.1
1726;Mannen;45 jaar;2021790;Bovengrens 95%-interval;2017/2020;37.1;26.6;31.7;34.7;23.1
1727;Mannen;45 jaar;2021790;Bovengrens 95%-interval;2019/2022;37.0;27.2;32.1;34.4;22.7
1728;Mannen;45 jaar;2021800;Waarde;2017/2020;38.3;27.7;32.8;35.1;23.5
1729;Mannen;45 jaar;2021800;Waarde;2019/2022;38.3;28.3;33.7;35.2;24.2
1730;Mannen;45 jaar;2021800;Ondergrens 95%-interval;2017/2020;38.2;26.9;32.2;34.6;22.7
1731;Mannen;45 jaar;2021800;Ondergrens 95%-interval;2019/2022;38.3;27.5;33.1;34.7;23.4
1732;Mannen;45 jaar;2021800;Bovengrens 95%-interval;2017/2020;38.3;28.4;33.4;35.6;24.2
1733;Mannen;45 jaar;2021800;Bovengrens 95%-interval;2019/2022;38.4;29.0;34.3;35.7;25.0
1734;Mannen;45 jaar;2021810;Waarde;2017/2020;39.5;32.0;36.2;37.7;27.8
1735;Mannen;45 jaar;2021810;Waarde;2019/2022;39.6;32.3;36.2;37.5;26.9
1736;Mannen;45 jaar;2021810;Ondergrens 95%-interval;2017/2020;39.5;31.4;35.7;37.4;27.1
1737;Mannen;45 jaar;2021810;Ondergrens 95%-interval;2019/2022;39.6;31.6;35.7;37.1;26.1
1738;Mannen;45 jaar;2021810;Bovengrens 95%-interval;2017/2020;39.5;32.7;36.7;38.1;28.5
1739;Mannen;45 jaar;2021810;Bovengrens 95%-interval;2019/2022;39.6;32.9;36.8;37.9;27.8
1740;Mannen;50 jaar;1014752;Waarde;2017/2020;27.7;12.6;18.0;21.5;11.2
1741;Mannen;50 jaar;1014752;Waarde;2019/2022;27.4;13.9;18.4;21.2;11.5
1742;Mannen;50 jaar;1014752;Ondergrens 95%-interval;2017/2020;27.7;11.7;17.1;20.7;10.3
1743;Mannen;50 jaar;1014752;Ondergrens 95%-interval;2019/2022;27.4;12.9;17.5;20.4;10.6
1744;Mannen;50 jaar;1014752;Bovengrens 95%-interval;2017/2020;27.7;13.6;18.9;22.3;12.2
1745;Mannen;50 jaar;1014752;Bovengrens 95%-interval;2019/2022;27.4;14.8;19.3;21.9;12.4
1746;Mannen;50 jaar;1014753;Waarde;2017/2020;30.7;17.7;23.2;26.6;14.9
1747;Mannen;50 jaar;1014753;Waarde;2019/2022;30.5;18.3;23.4;26.6;14.3
1748;Mannen;50 jaar;1014753;Ondergrens 95%-interval;2017/2020;30.7;16.9;22.6;26.0;14.1
1749;Mannen;50 jaar;1014753;Ondergrens 95%-interval;2019/2022;30.5;17.4;22.7;26.0;13.5
1750;Mannen;50 jaar;1014753;Bovengrens 95%-interval;2017/2020;30.8;18.6;23.9;27.2;15.8
1751;Mannen;50 jaar;1014753;Bovengrens 95%-interval;2019/2022;30.6;19.1;24.1;27.2;15.2
1752;Mannen;50 jaar;1014754;Waarde;2017/2020;32.5;22.2;26.4;29.5;18.3
1753;Mannen;50 jaar;1014754;Waarde;2019/2022;32.5;22.1;26.6;29.2;18.1
1754;Mannen;50 jaar;1014754;Ondergrens 95%-interval;2017/2020;32.5;21.5;25.8;29.0;17.5
1755;Mannen;50 jaar;1014754;Ondergrens 95%-interval;2019/2022;32.5;21.3;25.9;28.7;17.4
1756;Mannen;50 jaar;1014754;Bovengrens 95%-interval;2017/2020;32.5;23.0;27.0;30.0;19.1
1757;Mannen;50 jaar;1014754;Bovengrens 95%-interval;2019/2022;32.5;22.8;27.2;29.7;18.9
1758;Mannen;50 jaar;1014755;Waarde;2017/2020;33.7;24.5;29.6;31.4;20.7
1759;Mannen;50 jaar;1014755;Waarde;2019/2022;33.6;25.2;30.1;31.2;20.3
1760;Mannen;50 jaar;1014755;Ondergrens 95%-interval;2017/2020;33.6;23.7;28.9;30.9;19.8
1761;Mannen;50 jaar;1014755;Ondergrens 95%-interval;2019/2022;33.6;24.4;29.6;30.7;19.5
1762;Mannen;50 jaar;1014755;Bovengrens 95%-interval;2017/2020;33.7;25.3;30.2;31.8;21.5
1763;Mannen;50 jaar;1014755;Bovengrens 95%-interval;2019/2022;33.7;25.9;30.7;31.6;21.1
1764;Mannen;50 jaar;1014756;Waarde;2017/2020;34.4;27.4;31.0;32.7;23.4
1765;Mannen;50 jaar;1014756;Waarde;2019/2022;34.4;27.5;31.1;32.5;22.6
1766;Mannen;50 jaar;1014756;Ondergrens 95%-interval;2017/2020;34.3;26.6;30.4;32.3;22.6
1767;Mannen;50 jaar;1014756;Ondergrens 95%-interval;2019/2022;34.4;26.8;30.4;32.0;21.7
1768;Mannen;50 jaar;1014756;Bovengrens 95%-interval;2017/2020;34.4;28.1;31.6;33.1;24.2
1769;Mannen;50 jaar;1014756;Bovengrens 95%-interval;2019/2022;34.4;28.2;31.7;32.9;23.4
1770;Mannen;50 jaar;2021770;Waarde;2017/2020;27.2;11.8;16.9;20.8;10.3
1771;Mannen;50 jaar;2021770;Waarde;2019/2022;26.9;12.6;17.2;20.1;11.2
1772;Mannen;50 jaar;2021770;Ondergrens 95%-interval;2017/2020;27.2;10.9;16.0;20.0;9.3
1773;Mannen;50 jaar;2021770;Ondergrens 95%-interval;2019/2022;26.8;11.6;16.2;19.3;10.3
1774;Mannen;50 jaar;2021770;Bovengrens 95%-interval;2017/2020;27.2;12.8;17.9;21.6;11.2
1775;Mannen;50 jaar;2021770;Bovengrens 95%-interval;2019/2022;26.9;13.6;18.1;21.0;12.1
1776;Mannen;50 jaar;2021780;Waarde;2017/2020;30.2;17.2;22.5;25.8;14.4
1777;Mannen;50 jaar;2021780;Waarde;2019/2022;29.9;17.4;22.4;25.7;14.1
1778;Mannen;50 jaar;2021780;Ondergrens 95%-interval;2017/2020;30.2;16.4;21.8;25.2;13.5
1779;Mannen;50 jaar;2021780;Ondergrens 95%-interval;2019/2022;29.9;16.5;21.7;25.1;13.2
1780;Mannen;50 jaar;2021780;Bovengrens 95%-interval;2017/2020;30.2;18.0;23.2;26.5;15.2
1781;Mannen;50 jaar;2021780;Bovengrens 95%-interval;2019/2022;30.0;18.2;23.1;26.3;14.9
1782;Mannen;50 jaar;2021790;Waarde;2017/2020;32.3;21.9;26.5;29.7;18.6
1783;Mannen;50 jaar;2021790;Waarde;2019/2022;32.3;22.5;26.9;29.4;18.1
1784;Mannen;50 jaar;2021790;Ondergrens 95%-interval;2017/2020;32.3;21.1;25.9;29.3;17.8
1785;Mannen;50 jaar;2021790;Ondergrens 95%-interval;2019/2022;32.3;21.7;26.2;28.9;17.3
1786;Mannen;50 jaar;2021790;Bovengrens 95%-interval;2017/2020;32.4;22.7;27.1;30.2;19.4
1787;Mannen;50 jaar;2021790;Bovengrens 95%-interval;2019/2022;32.3;23.2;27.5;29.9;18.8
1788;Mannen;50 jaar;2021800;Waarde;2017/2020;33.5;23.5;28.3;30.6;19.6
1789;Mannen;50 jaar;2021800;Waarde;2019/2022;33.5;24.1;29.1;30.8;20.2
1790;Mannen;50 jaar;2021800;Ondergrens 95%-interval;2017/2020;33.4;22.8;27.7;30.2;18.9
1791;Mannen;50 jaar;2021800;Ondergrens 95%-interval;2019/2022;33.5;23.3;28.5;30.3;19.5
1792;Mannen;50 jaar;2021800;Bovengrens 95%-interval;2017/2020;33.5;24.2;28.9;31.1;20.4
1793;Mannen;50 jaar;2021800;Bovengrens 95%-interval;2019/2022;33.6;24.8;29.7;31.2;21.0
1794;Mannen;50 jaar;2021810;Waarde;2017/2020;34.6;27.6;31.4;33.1;23.7
1795;Mannen;50 jaar;2021810;Waarde;2019/2022;34.8;27.9;31.5;32.9;22.8
1796;Mannen;50 jaar;2021810;Ondergrens 95%-interval;2017/2020;34.6;27.0;30.9;32.7;23.0
1797;Mannen;50 jaar;2021810;Ondergrens 95%-interval;2019/2022;34.7;27.2;31.0;32.5;21.9
1798;Mannen;50 jaar;2021810;Bovengrens 95%-interval;2017/2020;34.7;28.2;31.9;33.4;24.4
1799;Mannen;50 jaar;2021810;Bovengrens 95%-interval;2019/2022;34.8;28.5;32.0;33.3;23.6
1800;Mannen;55 jaar;1014752;Waarde;2017/2020;23.7;10.6;15.0;18.7;9.5
1801;Mannen;55 jaar;1014752;Waarde;2019/2022;23.5;12.1;15.3;18.7;10.0
1802;Mannen;55 jaar;1014752;Ondergrens 95%-interval;2017/2020;23.7;9.7;14.1;17.9;8.6
1803;Mannen;55 jaar;1014752;Ondergrens 95%-interval;2019/2022;23.5;11.2;14.5;18.0;9.2
1804;Mannen;55 jaar;1014752;Bovengrens 95%-interval;2017/2020;23.7;11.5;15.8;19.4;10.4
1805;Mannen;55 jaar;1014752;Bovengrens 95%-interval;2019/2022;23.5;13.0;16.2;19.4;10.9
1806;Mannen;55 jaar;1014753;Waarde;2017/2020;26.3;14.9;19.3;22.9;12.2
1807;Mannen;55 jaar;1014753;Waarde;2019/2022;26.2;15.3;19.5;22.9;11.5
1808;Mannen;55 jaar;1014753;Ondergrens 95%-interval;2017/2020;26.3;14.1;18.7;22.4;11.5
1809;Mannen;55 jaar;1014753;Ondergrens 95%-interval;2019/2022;26.2;14.6;18.9;22.4;10.8
1810;Mannen;55 jaar;1014753;Bovengrens 95%-interval;2017/2020;26.4;15.6;20.0;23.5;12.9
1811;Mannen;55 jaar;1014753;Bovengrens 95%-interval;2019/2022;26.2;16.1;20.1;23.4;12.3
1812;Mannen;55 jaar;1014754;Waarde;2017/2020;27.9;18.5;22.1;25.4;15.0
1813;Mannen;55 jaar;1014754;Waarde;2019/2022;27.9;18.2;22.4;25.2;14.6
1814;Mannen;55 jaar;1014754;Ondergrens 95%-interval;2017/2020;27.9;17.8;21.4;24.9;14.3
1815;Mannen;55 jaar;1014754;Ondergrens 95%-interval;2019/2022;27.9;17.5;21.8;24.8;13.9
1816;Mannen;55 jaar;1014754;Bovengrens 95%-interval;2017/2020;27.9;19.3;22.7;25.9;15.8
1817;Mannen;55 jaar;1014754;Bovengrens 95%-interval;2019/2022;28.0;19.0;23.0;25.7;15.4
1818;Mannen;55 jaar;1014755;Waarde;2017/2020;29.0;20.9;25.1;27.2;17.2
1819;Mannen;55 jaar;1014755;Waarde;2019/2022;29.0;21.4;25.8;27.1;16.7
1820;Mannen;55 jaar;1014755;Ondergrens 95%-interval;2017/2020;28.9;20.1;24.5;26.7;16.4
1821;Mannen;55 jaar;1014755;Ondergrens 95%-interval;2019/2022;29.0;20.7;25.3;26.7;16.0
1822;Mannen;55 jaar;1014755;Bovengrens 95%-interval;2017/2020;29.0;21.6;25.7;27.6;18.0
1823;Mannen;55 jaar;1014755;Bovengrens 95%-interval;2019/2022;29.0;22.1;26.4;27.5;17.5
1824;Mannen;55 jaar;1014756;Waarde;2017/2020;29.6;23.2;26.4;28.2;19.6
1825;Mannen;55 jaar;1014756;Waarde;2019/2022;29.7;23.3;26.5;28.0;18.7
1826;Mannen;55 jaar;1014756;Ondergrens 95%-interval;2017/2020;29.6;22.4;25.8;27.8;18.8
1827;Mannen;55 jaar;1014756;Ondergrens 95%-interval;2019/2022;29.6;22.6;25.9;27.5;17.9
1828;Mannen;55 jaar;1014756;Bovengrens 95%-interval;2017/2020;29.6;23.9;27.0;28.6;20.4
1829;Mannen;55 jaar;1014756;Bovengrens 95%-interval;2019/2022;29.7;24.0;27.1;28.4;19.6
1830;Mannen;55 jaar;2021770;Waarde;2017/2020;23.2;10.2;14.0;18.1;8.8
1831;Mannen;55 jaar;2021770;Waarde;2019/2022;23.0;10.8;14.2;17.8;9.8
1832;Mannen;55 jaar;2021770;Ondergrens 95%-interval;2017/2020;23.2;9.3;13.1;17.3;7.9
1833;Mannen;55 jaar;2021770;Ondergrens 95%-interval;2019/2022;22.9;9.9;13.3;17.0;9.0
1834;Mannen;55 jaar;2021770;Bovengrens 95%-interval;2017/2020;23.2;11.1;14.9;18.9;9.7
1835;Mannen;55 jaar;2021770;Bovengrens 95%-interval;2019/2022;23.0;11.7;15.0;18.6;10.7
1836;Mannen;55 jaar;2021780;Waarde;2017/2020;25.8;14.3;18.5;22.1;11.7
1837;Mannen;55 jaar;2021780;Waarde;2019/2022;25.5;14.4;18.5;22.2;11.3
1838;Mannen;55 jaar;2021780;Ondergrens 95%-interval;2017/2020;25.8;13.5;17.8;21.6;10.9
1839;Mannen;55 jaar;2021780;Ondergrens 95%-interval;2019/2022;25.5;13.7;17.8;21.7;10.6
1840;Mannen;55 jaar;2021780;Bovengrens 95%-interval;2017/2020;25.8;15.1;19.1;22.7;12.5
1841;Mannen;55 jaar;2021780;Bovengrens 95%-interval;2019/2022;25.6;15.2;19.2;22.7;12.0
1842;Mannen;55 jaar;2021790;Waarde;2017/2020;27.7;18.3;22.2;25.5;15.2
1843;Mannen;55 jaar;2021790;Waarde;2019/2022;27.7;18.6;22.7;25.5;14.5
1844;Mannen;55 jaar;2021790;Ondergrens 95%-interval;2017/2020;27.7;17.6;21.5;25.1;14.4
1845;Mannen;55 jaar;2021790;Ondergrens 95%-interval;2019/2022;27.7;17.8;22.1;25.0;13.8
1846;Mannen;55 jaar;2021790;Bovengrens 95%-interval;2017/2020;27.8;19.1;22.8;26.0;15.9
1847;Mannen;55 jaar;2021790;Bovengrens 95%-interval;2019/2022;27.7;19.3;23.3;25.9;15.3
1848;Mannen;55 jaar;2021800;Waarde;2017/2020;28.8;19.8;23.9;26.4;16.1
1849;Mannen;55 jaar;2021800;Waarde;2019/2022;28.9;20.3;24.8;26.6;16.7
1850;Mannen;55 jaar;2021800;Ondergrens 95%-interval;2017/2020;28.7;19.1;23.3;26.0;15.4
1851;Mannen;55 jaar;2021800;Ondergrens 95%-interval;2019/2022;28.9;19.6;24.2;26.1;15.9
1852;Mannen;55 jaar;2021800;Bovengrens 95%-interval;2017/2020;28.8;20.5;24.5;26.9;16.8
1853;Mannen;55 jaar;2021800;Bovengrens 95%-interval;2019/2022;28.9;21.0;25.4;27.0;17.4
1854;Mannen;55 jaar;2021810;Waarde;2017/2020;29.9;23.3;26.8;28.5;19.8
1855;Mannen;55 jaar;2021810;Waarde;2019/2022;30.0;23.6;26.9;28.4;18.9
1856;Mannen;55 jaar;2021810;Ondergrens 95%-interval;2017/2020;29.8;22.7;26.3;28.2;19.2
1857;Mannen;55 jaar;2021810;Ondergrens 95%-interval;2019/2022;30.0;23.0;26.4;28.0;18.1
1858;Mannen;55 jaar;2021810;Bovengrens 95%-interval;2017/2020;29.9;23.9;27.3;28.9;20.5
1859;Mannen;55 jaar;2021810;Bovengrens 95%-interval;2019/2022;30.0;24.2;27.4;28.7;19.8
1860;Mannen;60 jaar;1014752;Waarde;2017/2020;20.0;9.3;12.4;16.5;8.1
1861;Mannen;60 jaar;1014752;Waarde;2019/2022;19.8;10.3;12.8;16.5;8.6
1862;Mannen;60 jaar;1014752;Ondergrens 95%-interval;2017/2020;20.0;8.5;11.5;15.9;7.2
1863;Mannen;60 jaar;1014752;Ondergrens 95%-interval;2019/2022;19.8;9.5;12.0;15.9;7.8
1864;Mannen;60 jaar;1014752;Bovengrens 95%-interval;2017/2020;20.0;10.2;13.2;17.2;8.9
1865;Mannen;60 jaar;1014752;Bovengrens 95%-interval;2019/2022;19.8;11.1;13.5;17.1;9.4
1866;Mannen;60 jaar;1014753;Waarde;2017/2020;22.1;12.4;16.3;19.6;10.2
1867;Mannen;60 jaar;1014753;Waarde;2019/2022;22.0;12.7;16.0;19.5;9.5
1868;Mannen;60 jaar;1014753;Ondergrens 95%-interval;2017/2020;22.1;11.8;15.8;19.2;9.5
1869;Mannen;60 jaar;1014753;Ondergrens 95%-interval;2019/2022;22.0;12.1;15.5;19.1;8.9
1870;Mannen;60 jaar;1014753;Bovengrens 95%-interval;2017/2020;22.1;13.0;16.9;20.1;10.8
1871;Mannen;60 jaar;1014753;Bovengrens 95%-interval;2019/2022;22.0;13.3;16.5;20.0;10.1
1872;Mannen;60 jaar;1014754;Waarde;2017/2020;23.5;15.6;18.1;21.7;12.2
1873;Mannen;60 jaar;1014754;Waarde;2019/2022;23.6;15.2;18.5;21.5;11.7
1874;Mannen;60 jaar;1014754;Ondergrens 95%-interval;2017/2020;23.5;14.9;17.5;21.3;11.5
1875;Mannen;60 jaar;1014754;Ondergrens 95%-interval;2019/2022;23.5;14.5;17.9;21.0;11.0
1876;Mannen;60 jaar;1014754;Bovengrens 95%-interval;2017/2020;23.6;16.3;18.7;22.1;12.9
1877;Mannen;60 jaar;1014754;Bovengrens 95%-interval;2019/2022;23.6;15.9;19.1;21.9;12.4
1878;Mannen;60 jaar;1014755;Waarde;2017/2020;24.4;17.3;20.9;23.0;14.2
1879;Mannen;60 jaar;1014755;Waarde;2019/2022;24.4;17.7;21.6;22.9;13.6
1880;Mannen;60 jaar;1014755;Ondergrens 95%-interval;2017/2020;24.4;16.6;20.3;22.6;13.4
1881;Mannen;60 jaar;1014755;Ondergrens 95%-interval;2019/2022;24.4;17.0;21.1;22.5;12.9
1882;Mannen;60 jaar;1014755;Bovengrens 95%-interval;2017/2020;24.4;18.0;21.6;23.4;14.9
1883;Mannen;60 jaar;1014755;Bovengrens 95%-interval;2019/2022;24.4;18.4;22.1;23.3;14.4
1884;Mannen;60 jaar;1014756;Waarde;2017/2020;24.9;19.2;22.0;23.8;16.1
1885;Mannen;60 jaar;1014756;Waarde;2019/2022;25.0;19.4;22.2;23.6;15.2
1886;Mannen;60 jaar;1014756;Ondergrens 95%-interval;2017/2020;24.9;18.5;21.4;23.4;15.2
1887;Mannen;60 jaar;1014756;Ondergrens 95%-interval;2019/2022;25.0;18.7;21.6;23.1;14.4
1888;Mannen;60 jaar;1014756;Bovengrens 95%-interval;2017/2020;25.0;20.0;22.7;24.2;16.9
1889;Mannen;60 jaar;1014756;Bovengrens 95%-interval;2019/2022;25.0;20.2;22.8;24.0;16.0
1890;Mannen;60 jaar;2021770;Waarde;2017/2020;19.6;9.1;11.7;16.1;7.8
1891;Mannen;60 jaar;2021770;Waarde;2019/2022;19.3;9.2;11.8;15.7;8.4
1892;Mannen;60 jaar;2021770;Ondergrens 95%-interval;2017/2020;19.5;8.2;10.8;15.4;6.9
1893;Mannen;60 jaar;2021770;Ondergrens 95%-interval;2019/2022;19.3;8.4;11.0;15.1;7.6
1894;Mannen;60 jaar;2021770;Bovengrens 95%-interval;2017/2020;19.6;10.0;12.5;16.8;8.6
1895;Mannen;60 jaar;2021770;Bovengrens 95%-interval;2019/2022;19.3;10.0;12.6;16.4;9.2
1896;Mannen;60 jaar;2021780;Waarde;2017/2020;21.6;11.9;15.3;19.1;9.5
1897;Mannen;60 jaar;2021780;Waarde;2019/2022;21.3;12.2;15.0;18.9;9.2
1898;Mannen;60 jaar;2021780;Ondergrens 95%-interval;2017/2020;21.6;11.3;14.7;18.6;8.8
1899;Mannen;60 jaar;2021780;Ondergrens 95%-interval;2019/2022;21.3;11.5;14.4;18.5;8.6
1900;Mannen;60 jaar;2021780;Bovengrens 95%-interval;2017/2020;21.6;12.6;15.9;19.5;10.2
1901;Mannen;60 jaar;2021780;Bovengrens 95%-interval;2019/2022;21.4;12.9;15.6;19.4;9.9
