ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;BevolkingOpDeEersteVanDeMaand_1
3658;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 januari;0.0
3659;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 februari;0.0
3660;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 maart;0.0
3661;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 april;0.0
3662;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 mei;0.0
3663;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 juni;0.0
3664;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 juli;0.0
3665;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 augustus;0.0
3666;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 september;0.0
3667;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 oktober;0.0
3668;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 november;0.0
3669;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2020 december;0.0
3670;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 januari;0.0
3671;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 februari;0.0
3672;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 maart;0.0
3673;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 april;0.0
3674;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 mei;1.0
3675;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 juni;1.0
3676;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 juli;2.0
3677;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 augustus;2.0
3678;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 september;3.0
3679;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 oktober;4.0
3680;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 november;3.0
3681;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2021 december;2.0
3682;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 januari;0.0
3683;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 februari;0.0
3684;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 maart;0.0
3685;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 april;0.0
3686;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 mei;0.0
3687;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 juni;0.0
3688;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 juli;0.0
3689;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 augustus;0.0
3690;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 september;0.0
3691;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 oktober;0.0
3692;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 november;0.0
3693;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2022 december;0.0
3694;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 januari;0.0
3695;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 februari;2.0
3696;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 maart;6.0
3697;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 april;6.0
3698;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 mei;7.0
3699;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 juni;8.0
3700;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 juli;5.0
3701;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 augustus;6.0
3702;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 september;8.0
3703;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 oktober;9.0
3704;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;1e generatie migratieachtergrond;2023 november;8.0
3705;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 januari;0.0
3706;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 februari;0.0
3707;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 maart;0.0
3708;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 april;0.0
3709;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 mei;0.0
3710;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 juni;0.0
3711;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 juli;0.0
3712;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 augustus;0.0
3713;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 september;0.0
3714;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 oktober;0.0
3715;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 november;0.0
3716;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2016 december;0.0
3717;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 januari;0.0
3718;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 februari;0.0
3719;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 maart;0.0
3720;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 april;0.0
3721;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 mei;0.0
3722;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 juni;0.0
3723;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 juli;0.0
3724;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 augustus;0.0
3725;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 september;0.0
3726;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 oktober;0.0
3727;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 november;0.0
3728;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2017 december;0.0
3729;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 januari;0.0
3730;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 februari;0.0
3731;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 maart;0.0
3732;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 april;0.0
3733;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 mei;0.0
3734;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 juni;0.0
3735;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 juli;0.0
3736;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 augustus;0.0
3737;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 september;0.0
3738;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 oktober;0.0
3739;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 november;0.0
3740;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2018 december;0.0
3741;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 januari;0.0
3742;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 februari;0.0
3743;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 maart;0.0
3744;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 april;0.0
3745;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 mei;0.0
3746;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 juni;0.0
3747;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 juli;0.0
3748;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 augustus;0.0
3749;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 september;0.0
3750;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 oktober;0.0
3751;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 november;0.0
3752;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2019 december;0.0
3753;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 januari;0.0
3754;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 februari;0.0
3755;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 maart;0.0
3756;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 april;0.0
3757;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 mei;0.0
3758;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 juni;0.0
3759;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 juli;0.0
3760;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 augustus;0.0
3761;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 september;0.0
3762;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 oktober;0.0
3763;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 november;0.0
3764;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2020 december;0.0
3765;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 januari;0.0
3766;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 februari;0.0
3767;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 maart;0.0
3768;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 april;0.0
3769;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 mei;0.0
3770;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 juni;0.0
3771;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 juli;0.0
3772;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 augustus;0.0
3773;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 september;0.0
3774;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 oktober;0.0
3775;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 november;0.0
3776;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2021 december;0.0
3777;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 januari;0.0
3778;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 februari;0.0
3779;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 maart;0.0
3780;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 april;0.0
3781;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 mei;0.0
3782;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 juni;0.0
3783;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 juli;0.0
3784;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 augustus;0.0
3785;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 september;0.0
3786;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 oktober;0.0
3787;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 november;0.0
3788;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2022 december;0.0
3789;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 januari;0.0
3790;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 februari;0.0
3791;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 maart;0.0
3792;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 april;0.0
3793;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 mei;0.0
3794;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 juni;0.0
3795;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 juli;0.0
3796;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 augustus;0.0
3797;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 september;0.0
3798;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 oktober;0.0
3799;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e generatie migratieachtergrond;2023 november;0.0
3800;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 januari;0.0
3801;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 februari;0.0
3802;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 maart;0.0
3803;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 april;0.0
3804;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 mei;0.0
3805;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 juni;0.0
3806;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 juli;0.0
3807;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 augustus;0.0
3808;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 september;0.0
3809;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 oktober;0.0
3810;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 november;0.0
3811;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2016 december;0.0
3812;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 januari;0.0
3813;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 februari;0.0
3814;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 maart;0.0
3815;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 april;0.0
3816;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 mei;0.0
3817;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 juni;0.0
3818;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 juli;0.0
3819;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 augustus;0.0
3820;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 september;0.0
3821;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 oktober;0.0
3822;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 november;0.0
3823;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2017 december;0.0
3824;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 januari;0.0
3825;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 februari;0.0
3826;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 maart;0.0
3827;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 april;0.0
3828;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 mei;0.0
3829;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 juni;0.0
3830;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 juli;0.0
3831;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 augustus;0.0
3832;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 september;0.0
3833;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 oktober;0.0
3834;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 november;0.0
3835;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2018 december;0.0
3836;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 januari;0.0
3837;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 februari;0.0
3838;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 maart;0.0
3839;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 april;0.0
3840;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 mei;0.0
3841;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 juni;0.0
3842;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 juli;0.0
3843;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 augustus;0.0
3844;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 september;0.0
3845;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 oktober;0.0
3846;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 november;0.0
3847;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2019 december;0.0
3848;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 januari;0.0
3849;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 februari;0.0
3850;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 maart;0.0
3851;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 april;0.0
3852;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 mei;0.0
3853;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 juni;0.0
3854;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 juli;0.0
3855;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 augustus;0.0
3856;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 september;0.0
3857;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 oktober;0.0
3858;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 november;0.0
3859;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2020 december;0.0
3860;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2021 januari;0.0
3861;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2021 februari;0.0
3862;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2021 maart;0.0
3863;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2021 april;0.0
3864;Totaal mannen en vrouwen;Totaal leeftijd;Onbekende migratieachtergrond;2e gen migratieachtergrond, 1 ouder...;2021 mei;0.0
