ID;Geslacht;Persoonskenmerken;Arbeidspositie;LevenLangOntwikkelen;Perioden;Bevolking15Tot75Jaar_1
3832;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2017;94
3833;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2018;81
3834;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2019;77
3835;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2020;86
3836;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2021;84
3837;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2022;71
3838;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2023;77
3839;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2024;81
3840;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2013;111
3841;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2014;111
3842;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2015;108
3843;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2016;102
3844;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2017;87
3845;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2018;73
3846;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2019;72
3847;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2020;79
3848;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2021;75
3849;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2022;64
3850;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2023;71
3851;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt formeel onderwijs;2024;75
3852;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2013;11
3853;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2014;12
3854;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2015;15
3855;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2016;9
3856;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2017;7
3857;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2018;8
3858;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2019;5
3859;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2020;7
3860;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2021;9
3861;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2022;6
3862;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2023;6
3863;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2024;7
3864;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2013;154
3865;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2014;168
3866;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2015;155
3867;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2016;128
3868;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2017;102
3869;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2018;83
3870;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2019;70
3871;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2020;72
3872;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2021;61
3873;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2022;48
3874;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2023;48
3875;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2024;51
3876;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;143
3877;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;156
3878;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;140
3879;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;119
3880;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;95
3881;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;75
3882;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;65
3883;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;65
3884;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;52
3885;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;41
3886;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;42
3887;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;44
3888;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2013;1569
3889;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2014;1613
3890;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2015;1600
3891;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2016;1584
3892;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2017;1565
3893;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2018;1528
3894;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2019;1480
3895;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2020;1477
3896;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2021;1464
3897;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2022;1401
3898;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2023;1376
3899;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Totaal;2024;1343
3900;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2013;299
3901;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2014;316
3902;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2015;308
3903;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2016;316
3904;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2017;310
3905;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2018;298
3906;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2019;284
3907;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2020;284
3908;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2021;278
3909;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2022;250
3910;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2023;239
3911;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2024;248
3912;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2013;264
3913;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2014;284
3914;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2015;272
3915;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2016;279
3916;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2017;270
3917;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2018;263
3918;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2019;253
3919;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2020;258
3920;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2021;244
3921;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2022;211
3922;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2023;201
3923;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt formeel onderwijs;2024;207
3924;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2013;35
3925;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2014;32
3926;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2015;36
3927;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2016;37
3928;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2017;40
3929;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2018;34
3930;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2019;31
3931;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2020;26
3932;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2021;34
3933;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2022;38
3934;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2023;38
3935;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2024;41
3936;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2013;1305
3937;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2014;1329
3938;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2015;1327
3939;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2016;1305
3940;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2017;1295
3941;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2018;1264
3942;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2019;1227
3943;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2020;1219
3944;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2021;1220
3945;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2022;1190
3946;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2023;1175
3947;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2024;1136
3948;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;1270
3949;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;1297
3950;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;1291
3951;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;1268
3952;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;1255
3953;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;1230
3954;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;1196
3955;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;1193
3956;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;1186
3957;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;1152
3958;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;1137
3959;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;1095
3960;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2013;1173
3961;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2014;1113
3962;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2015;1128
3963;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2016;1091
3964;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2017;1062
3965;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2018;1028
3966;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2019;993
3967;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2020;935
3968;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2021;1012
3969;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2022;947
3970;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2023;1034
3971;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Totaal;2024;1061
3972;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2013;351
3973;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2014;320
3974;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2015;330
3975;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2016;327
3976;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2017;321
3977;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2018;315
3978;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2019;301
3979;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2020;280
3980;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2021;301
3981;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2022;297
3982;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2023;313
3983;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2024;337
3984;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2013;312
3985;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2014;285
3986;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2015;293
3987;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2016;294
3988;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2017;281
3989;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2018;285
3990;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2019;273
3991;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2020;257
3992;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2021;255
3993;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2022;249
3994;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2023;262
3995;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2024;277
3996;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2013;39
3997;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2014;35
3998;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2015;38
3999;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2016;33
4000;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2017;40
4001;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2018;30
4002;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2019;27
4003;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2020;23
4004;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2021;46
4005;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2022;49
4006;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2023;51
4007;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2024;60
4008;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2013;861
4009;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2014;828
4010;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2015;836
4011;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2016;797
4012;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2017;781
4013;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2018;743
4014;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2019;720
4015;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2020;678
4016;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2021;756
4017;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2022;698
4018;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2023;773
4019;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2024;784
4020;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;822
4021;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;793
4022;Totaal mannen en vrouwen;Onderwijsniveau: 11 Basisonderwijs;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;798
