ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
4193;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2016;900.0
4194;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2017;954.0
4195;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2018;947.0
4196;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2019;947.0
4197;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2020;679.0
4198;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2021;887.0
4199;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2022;979.0
4200;HP3: Providers of ambulatory health care;HF32: Cost sharing;1998;0.0
4201;HP3: Providers of ambulatory health care;HF32: Cost sharing;1999;0.0
4202;HP3: Providers of ambulatory health care;HF32: Cost sharing;2000;0.0
4203;HP3: Providers of ambulatory health care;HF32: Cost sharing;2001;0.0
4204;HP3: Providers of ambulatory health care;HF32: Cost sharing;2002;0.0
4205;HP3: Providers of ambulatory health care;HF32: Cost sharing;2003;0.0
4206;HP3: Providers of ambulatory health care;HF32: Cost sharing;2004;0.0
4207;HP3: Providers of ambulatory health care;HF32: Cost sharing;2005;0.0
4208;HP3: Providers of ambulatory health care;HF32: Cost sharing;2006;0.0
4209;HP3: Providers of ambulatory health care;HF32: Cost sharing;2007;0.0
4210;HP3: Providers of ambulatory health care;HF32: Cost sharing;2008;186.0
4211;HP3: Providers of ambulatory health care;HF32: Cost sharing;2009;199.0
4212;HP3: Providers of ambulatory health care;HF32: Cost sharing;2010;211.0
4213;HP3: Providers of ambulatory health care;HF32: Cost sharing;2011;187.0
4214;HP3: Providers of ambulatory health care;HF32: Cost sharing;2012;214.0
4215;HP3: Providers of ambulatory health care;HF32: Cost sharing;2013;306.0
4216;HP3: Providers of ambulatory health care;HF32: Cost sharing;2014;325.0
4217;HP3: Providers of ambulatory health care;HF32: Cost sharing;2015;343.0
4218;HP3: Providers of ambulatory health care;HF32: Cost sharing;2016;391.0
4219;HP3: Providers of ambulatory health care;HF32: Cost sharing;2017;383.0
4220;HP3: Providers of ambulatory health care;HF32: Cost sharing;2018;382.0
4221;HP3: Providers of ambulatory health care;HF32: Cost sharing;2019;409.0
4222;HP3: Providers of ambulatory health care;HF32: Cost sharing;2020;385.0
4223;HP3: Providers of ambulatory health care;HF32: Cost sharing;2021;422.0
4224;HP3: Providers of ambulatory health care;HF32: Cost sharing;2022;422.0
4225;HP3: Providers of ambulatory health care;"Rest of the world; exports";1998;7.0
4226;HP3: Providers of ambulatory health care;"Rest of the world; exports";1999;7.0
4227;HP3: Providers of ambulatory health care;"Rest of the world; exports";2000;7.0
4228;HP3: Providers of ambulatory health care;"Rest of the world; exports";2001;8.0
4229;HP3: Providers of ambulatory health care;"Rest of the world; exports";2002;9.0
4230;HP3: Providers of ambulatory health care;"Rest of the world; exports";2003;9.0
4231;HP3: Providers of ambulatory health care;"Rest of the world; exports";2004;10.0
4232;HP3: Providers of ambulatory health care;"Rest of the world; exports";2005;10.0
4233;HP3: Providers of ambulatory health care;"Rest of the world; exports";2006;12.0
4234;HP3: Providers of ambulatory health care;"Rest of the world; exports";2007;12.0
4235;HP3: Providers of ambulatory health care;"Rest of the world; exports";2008;11.0
4236;HP3: Providers of ambulatory health care;"Rest of the world; exports";2009;12.0
4237;HP3: Providers of ambulatory health care;"Rest of the world; exports";2010;12.0
4238;HP3: Providers of ambulatory health care;"Rest of the world; exports";2011;13.0
4239;HP3: Providers of ambulatory health care;"Rest of the world; exports";2012;13.0
4240;HP3: Providers of ambulatory health care;"Rest of the world; exports";2013;12.0
4241;HP3: Providers of ambulatory health care;"Rest of the world; exports";2014;13.0
4242;HP3: Providers of ambulatory health care;"Rest of the world; exports";2015;14.0
4243;HP3: Providers of ambulatory health care;"Rest of the world; exports";2016;14.0
4244;HP3: Providers of ambulatory health care;"Rest of the world; exports";2017;14.0
4245;HP3: Providers of ambulatory health care;"Rest of the world; exports";2018;14.0
4246;HP3: Providers of ambulatory health care;"Rest of the world; exports";2019;14.0
4247;HP3: Providers of ambulatory health care;"Rest of the world; exports";2020;11.0
4248;HP3: Providers of ambulatory health care;"Rest of the world; exports";2021;10.0
4249;HP3: Providers of ambulatory health care;"Rest of the world; exports";2022;15.0
4250;HP31: Medical practices;Total financ schemes health,social care;1998;2498.0
4251;HP31: Medical practices;Total financ schemes health,social care;1999;2643.0
4252;HP31: Medical practices;Total financ schemes health,social care;2000;2721.0
4253;HP31: Medical practices;Total financ schemes health,social care;2001;2907.0
4254;HP31: Medical practices;Total financ schemes health,social care;2002;3307.0
4255;HP31: Medical practices;Total financ schemes health,social care;2003;3625.0
4256;HP31: Medical practices;Total financ schemes health,social care;2004;3870.0
4257;HP31: Medical practices;Total financ schemes health,social care;2005;3991.0
4258;HP31: Medical practices;Total financ schemes health,social care;2006;4262.0
4259;HP31: Medical practices;Total financ schemes health,social care;2007;4540.0
4260;HP31: Medical practices;Total financ schemes health,social care;2008;5149.0
4261;HP31: Medical practices;Total financ schemes health,social care;2009;5387.0
4262;HP31: Medical practices;Total financ schemes health,social care;2010;5091.0
4263;HP31: Medical practices;Total financ schemes health,social care;2011;5292.0
4264;HP31: Medical practices;Total financ schemes health,social care;2012;5342.0
4265;HP31: Medical practices;Total financ schemes health,social care;2013;5493.0
4266;HP31: Medical practices;Total financ schemes health,social care;2014;5744.0
4267;HP31: Medical practices;Total financ schemes health,social care;2015;5471.0
4268;HP31: Medical practices;Total financ schemes health,social care;2016;5752.0
4269;HP31: Medical practices;Total financ schemes health,social care;2017;5854.0
4270;HP31: Medical practices;Total financ schemes health,social care;2018;6137.0
4271;HP31: Medical practices;Total financ schemes health,social care;2019;6685.0
4272;HP31: Medical practices;Total financ schemes health,social care;2020;7062.0
4273;HP31: Medical practices;Total financ schemes health,social care;2021;7293.0
4274;HP31: Medical practices;Total financ schemes health,social care;2022;7506.0
4275;HP31: Medical practices;Total financing of residents;1998;2495.0
4276;HP31: Medical practices;Total financing of residents;1999;2640.0
4277;HP31: Medical practices;Total financing of residents;2000;2718.0
4278;HP31: Medical practices;Total financing of residents;2001;2904.0
4279;HP31: Medical practices;Total financing of residents;2002;3303.0
4280;HP31: Medical practices;Total financing of residents;2003;3621.0
4281;HP31: Medical practices;Total financing of residents;2004;3866.0
4282;HP31: Medical practices;Total financing of residents;2005;3986.0
4283;HP31: Medical practices;Total financing of residents;2006;4257.0
4284;HP31: Medical practices;Total financing of residents;2007;4534.0
4285;HP31: Medical practices;Total financing of residents;2008;5144.0
4286;HP31: Medical practices;Total financing of residents;2009;5382.0
4287;HP31: Medical practices;Total financing of residents;2010;5085.0
4288;HP31: Medical practices;Total financing of residents;2011;5286.0
4289;HP31: Medical practices;Total financing of residents;2012;5336.0
4290;HP31: Medical practices;Total financing of residents;2013;5488.0
4291;HP31: Medical practices;Total financing of residents;2014;5738.0
4292;HP31: Medical practices;Total financing of residents;2015;5465.0
4293;HP31: Medical practices;Total financing of residents;2016;5746.0
4294;HP31: Medical practices;Total financing of residents;2017;5847.0
4295;HP31: Medical practices;Total financing of residents;2018;6131.0
4296;HP31: Medical practices;Total financing of residents;2019;6678.0
4297;HP31: Medical practices;Total financing of residents;2020;7057.0
4298;HP31: Medical practices;Total financing of residents;2021;7287.0
4299;HP31: Medical practices;Total financing of residents;2022;7497.0
4300;HP31: Medical practices;HF1: Government, comp. contr. schemes;1998;1777.0
4301;HP31: Medical practices;HF1: Government, comp. contr. schemes;1999;1851.0
4302;HP31: Medical practices;HF1: Government, comp. contr. schemes;2000;1936.0
4303;HP31: Medical practices;HF1: Government, comp. contr. schemes;2001;2047.0
4304;HP31: Medical practices;HF1: Government, comp. contr. schemes;2002;2311.0
4305;HP31: Medical practices;HF1: Government, comp. contr. schemes;2003;2498.0
4306;HP31: Medical practices;HF1: Government, comp. contr. schemes;2004;2667.0
4307;HP31: Medical practices;HF1: Government, comp. contr. schemes;2005;2721.0
4308;HP31: Medical practices;HF1: Government, comp. contr. schemes;2006;4237.0
4309;HP31: Medical practices;HF1: Government, comp. contr. schemes;2007;4509.0
4310;HP31: Medical practices;HF1: Government, comp. contr. schemes;2008;5029.0
4311;HP31: Medical practices;HF1: Government, comp. contr. schemes;2009;5262.0
4312;HP31: Medical practices;HF1: Government, comp. contr. schemes;2010;4962.0
4313;HP31: Medical practices;HF1: Government, comp. contr. schemes;2011;5156.0
4314;HP31: Medical practices;HF1: Government, comp. contr. schemes;2012;5181.0
4315;HP31: Medical practices;HF1: Government, comp. contr. schemes;2013;5291.0
4316;HP31: Medical practices;HF1: Government, comp. contr. schemes;2014;5533.0
4317;HP31: Medical practices;HF1: Government, comp. contr. schemes;2015;5246.0
4318;HP31: Medical practices;HF1: Government, comp. contr. schemes;2016;5499.0
4319;HP31: Medical practices;HF1: Government, comp. contr. schemes;2017;5613.0
4320;HP31: Medical practices;HF1: Government, comp. contr. schemes;2018;5899.0
4321;HP31: Medical practices;HF1: Government, comp. contr. schemes;2019;6425.0
4322;HP31: Medical practices;HF1: Government, comp. contr. schemes;2020;6818.0
4323;HP31: Medical practices;HF1: Government, comp. contr. schemes;2021;7043.0
4324;HP31: Medical practices;HF1: Government, comp. contr. schemes;2022;7249.0
4325;HP31: Medical practices;HF11: Government schemes;1998;0.0
4326;HP31: Medical practices;HF11: Government schemes;1999;0.0
4327;HP31: Medical practices;HF11: Government schemes;2000;0.0
4328;HP31: Medical practices;HF11: Government schemes;2001;0.0
4329;HP31: Medical practices;HF11: Government schemes;2002;0.0
4330;HP31: Medical practices;HF11: Government schemes;2003;0.0
4331;HP31: Medical practices;HF11: Government schemes;2004;0.0
4332;HP31: Medical practices;HF11: Government schemes;2005;0.0
4333;HP31: Medical practices;HF11: Government schemes;2006;47.0
4334;HP31: Medical practices;HF11: Government schemes;2007;45.0
4335;HP31: Medical practices;HF11: Government schemes;2008;47.0
4336;HP31: Medical practices;HF11: Government schemes;2009;54.0
4337;HP31: Medical practices;HF11: Government schemes;2010;57.0
4338;HP31: Medical practices;HF11: Government schemes;2011;64.0
4339;HP31: Medical practices;HF11: Government schemes;2012;60.0
4340;HP31: Medical practices;HF11: Government schemes;2013;61.0
4341;HP31: Medical practices;HF11: Government schemes;2014;61.0
4342;HP31: Medical practices;HF11: Government schemes;2015;72.0
4343;HP31: Medical practices;HF11: Government schemes;2016;71.0
4344;HP31: Medical practices;HF11: Government schemes;2017;75.0
4345;HP31: Medical practices;HF11: Government schemes;2018;80.0
4346;HP31: Medical practices;HF11: Government schemes;2019;93.0
4347;HP31: Medical practices;HF11: Government schemes;2020;189.0
4348;HP31: Medical practices;HF11: Government schemes;2021;183.0
4349;HP31: Medical practices;HF11: Government schemes;2022;139.0
4350;HP31: Medical practices;HF12: Compulsory contributory schemes;1998;1777.0
4351;HP31: Medical practices;HF12: Compulsory contributory schemes;1999;1851.0
4352;HP31: Medical practices;HF12: Compulsory contributory schemes;2000;1936.0
4353;HP31: Medical practices;HF12: Compulsory contributory schemes;2001;2047.0
4354;HP31: Medical practices;HF12: Compulsory contributory schemes;2002;2311.0
4355;HP31: Medical practices;HF12: Compulsory contributory schemes;2003;2498.0
4356;HP31: Medical practices;HF12: Compulsory contributory schemes;2004;2667.0
4357;HP31: Medical practices;HF12: Compulsory contributory schemes;2005;2721.0
4358;HP31: Medical practices;HF12: Compulsory contributory schemes;2006;4190.0
4359;HP31: Medical practices;HF12: Compulsory contributory schemes;2007;4464.0
4360;HP31: Medical practices;HF12: Compulsory contributory schemes;2008;4982.0
4361;HP31: Medical practices;HF12: Compulsory contributory schemes;2009;5208.0
4362;HP31: Medical practices;HF12: Compulsory contributory schemes;2010;4905.0
4363;HP31: Medical practices;HF12: Compulsory contributory schemes;2011;5092.0
4364;HP31: Medical practices;HF12: Compulsory contributory schemes;2012;5121.0
4365;HP31: Medical practices;HF12: Compulsory contributory schemes;2013;5230.0
4366;HP31: Medical practices;HF12: Compulsory contributory schemes;2014;5472.0
4367;HP31: Medical practices;HF12: Compulsory contributory schemes;2015;5174.0
4368;HP31: Medical practices;HF12: Compulsory contributory schemes;2016;5427.0
4369;HP31: Medical practices;HF12: Compulsory contributory schemes;2017;5538.0
4370;HP31: Medical practices;HF12: Compulsory contributory schemes;2018;5820.0
4371;HP31: Medical practices;HF12: Compulsory contributory schemes;2019;6332.0
4372;HP31: Medical practices;HF12: Compulsory contributory schemes;2020;6629.0
4373;HP31: Medical practices;HF12: Compulsory contributory schemes;2021;6861.0
4374;HP31: Medical practices;HF12: Compulsory contributory schemes;2022;7110.0
4375;HP31: Medical practices;HF121a: Long-term care insurance;1998;56.0
4376;HP31: Medical practices;HF121a: Long-term care insurance;1999;68.0
4377;HP31: Medical practices;HF121a: Long-term care insurance;2000;72.0
4378;HP31: Medical practices;HF121a: Long-term care insurance;2001;70.0
4379;HP31: Medical practices;HF121a: Long-term care insurance;2002;79.0
4380;HP31: Medical practices;HF121a: Long-term care insurance;2003;86.0
4381;HP31: Medical practices;HF121a: Long-term care insurance;2004;125.0
4382;HP31: Medical practices;HF121a: Long-term care insurance;2005;130.0
4383;HP31: Medical practices;HF121a: Long-term care insurance;2006;83.0
4384;HP31: Medical practices;HF121a: Long-term care insurance;2007;86.0
4385;HP31: Medical practices;HF121a: Long-term care insurance;2008;0.0
4386;HP31: Medical practices;HF121a: Long-term care insurance;2009;0.0
4387;HP31: Medical practices;HF121a: Long-term care insurance;2010;0.0
4388;HP31: Medical practices;HF121a: Long-term care insurance;2011;0.0
4389;HP31: Medical practices;HF121a: Long-term care insurance;2012;0.0
4390;HP31: Medical practices;HF121a: Long-term care insurance;2013;0.0
4391;HP31: Medical practices;HF121a: Long-term care insurance;2014;0.0
4392;HP31: Medical practices;HF121a: Long-term care insurance;2015;0.0
4393;HP31: Medical practices;HF121a: Long-term care insurance;2016;0.0
4394;HP31: Medical practices;HF121a: Long-term care insurance;2017;0.0
4395;HP31: Medical practices;HF121a: Long-term care insurance;2018;0.0
4396;HP31: Medical practices;HF121a: Long-term care insurance;2019;0.0
4397;HP31: Medical practices;HF121a: Long-term care insurance;2020;0.0
4398;HP31: Medical practices;HF121a: Long-term care insurance;2021;0.0
4399;HP31: Medical practices;HF121a: Long-term care insurance;2022;0.0
4400;HP31: Medical practices;HF121b: Health Insurance Fund;1998;1722.0
4401;HP31: Medical practices;HF121b: Health Insurance Fund;1999;1783.0
4402;HP31: Medical practices;HF121b: Health Insurance Fund;2000;1864.0
4403;HP31: Medical practices;HF121b: Health Insurance Fund;2001;1977.0
4404;HP31: Medical practices;HF121b: Health Insurance Fund;2002;2232.0
4405;HP31: Medical practices;HF121b: Health Insurance Fund;2003;2412.0
4406;HP31: Medical practices;HF121b: Health Insurance Fund;2004;2542.0
4407;HP31: Medical practices;HF121b: Health Insurance Fund;2005;2591.0
4408;HP31: Medical practices;HF121b: Health Insurance Fund;2006;0.0
4409;HP31: Medical practices;HF121b: Health Insurance Fund;2007;
4410;HP31: Medical practices;HF121b: Health Insurance Fund;2008;
4411;HP31: Medical practices;HF121b: Health Insurance Fund;2009;
4412;HP31: Medical practices;HF121b: Health Insurance Fund;2010;
4413;HP31: Medical practices;HF121b: Health Insurance Fund;2011;
4414;HP31: Medical practices;HF121b: Health Insurance Fund;2012;
4415;HP31: Medical practices;HF121b: Health Insurance Fund;2013;
4416;HP31: Medical practices;HF121b: Health Insurance Fund;2014;
4417;HP31: Medical practices;HF121b: Health Insurance Fund;2015;
4418;HP31: Medical practices;HF121b: Health Insurance Fund;2016;
4419;HP31: Medical practices;HF121b: Health Insurance Fund;2017;
4420;HP31: Medical practices;HF121b: Health Insurance Fund;2018;
4421;HP31: Medical practices;HF121b: Health Insurance Fund;2019;
4422;HP31: Medical practices;HF121b: Health Insurance Fund;2020;
4423;HP31: Medical practices;HF121b: Health Insurance Fund;2021;
4424;HP31: Medical practices;HF121b: Health Insurance Fund;2022;
4425;HP31: Medical practices;HF122: Compulsory private insurance;1998;
4426;HP31: Medical practices;HF122: Compulsory private insurance;1999;
4427;HP31: Medical practices;HF122: Compulsory private insurance;2000;
4428;HP31: Medical practices;HF122: Compulsory private insurance;2001;
4429;HP31: Medical practices;HF122: Compulsory private insurance;2002;
4430;HP31: Medical practices;HF122: Compulsory private insurance;2003;
4431;HP31: Medical practices;HF122: Compulsory private insurance;2004;
4432;HP31: Medical practices;HF122: Compulsory private insurance;2005;
4433;HP31: Medical practices;HF122: Compulsory private insurance;2006;4107.0
4434;HP31: Medical practices;HF122: Compulsory private insurance;2007;4378.0
4435;HP31: Medical practices;HF122: Compulsory private insurance;2008;4982.0
4436;HP31: Medical practices;HF122: Compulsory private insurance;2009;5208.0
4437;HP31: Medical practices;HF122: Compulsory private insurance;2010;4905.0
4438;HP31: Medical practices;HF122: Compulsory private insurance;2011;5092.0
4439;HP31: Medical practices;HF122: Compulsory private insurance;2012;5121.0
4440;HP31: Medical practices;HF122: Compulsory private insurance;2013;5230.0
4441;HP31: Medical practices;HF122: Compulsory private insurance;2014;5472.0
4442;HP31: Medical practices;HF122: Compulsory private insurance;2015;5174.0
4443;HP31: Medical practices;HF122: Compulsory private insurance;2016;5427.0
4444;HP31: Medical practices;HF122: Compulsory private insurance;2017;5538.0
4445;HP31: Medical practices;HF122: Compulsory private insurance;2018;5820.0
4446;HP31: Medical practices;HF122: Compulsory private insurance;2019;6332.0
4447;HP31: Medical practices;HF122: Compulsory private insurance;2020;6629.0
4448;HP31: Medical practices;HF122: Compulsory private insurance;2021;6861.0
4449;HP31: Medical practices;HF122: Compulsory private insurance;2022;7110.0
4450;HP31: Medical practices;Voluntary schemes (incl. OOP);1998;718.0
4451;HP31: Medical practices;Voluntary schemes (incl. OOP);1999;789.0
4452;HP31: Medical practices;Voluntary schemes (incl. OOP);2000;782.0
4453;HP31: Medical practices;Voluntary schemes (incl. OOP);2001;857.0
4454;HP31: Medical practices;Voluntary schemes (incl. OOP);2002;992.0
4455;HP31: Medical practices;Voluntary schemes (incl. OOP);2003;1123.0
4456;HP31: Medical practices;Voluntary schemes (incl. OOP);2004;1198.0
4457;HP31: Medical practices;Voluntary schemes (incl. OOP);2005;1266.0
4458;HP31: Medical practices;Voluntary schemes (incl. OOP);2006;20.0
4459;HP31: Medical practices;Voluntary schemes (incl. OOP);2007;25.0
4460;HP31: Medical practices;Voluntary schemes (incl. OOP);2008;115.0
4461;HP31: Medical practices;Voluntary schemes (incl. OOP);2009;120.0
4462;HP31: Medical practices;Voluntary schemes (incl. OOP);2010;123.0
4463;HP31: Medical practices;Voluntary schemes (incl. OOP);2011;130.0
4464;HP31: Medical practices;Voluntary schemes (incl. OOP);2012;155.0
4465;HP31: Medical practices;Voluntary schemes (incl. OOP);2013;196.0
4466;HP31: Medical practices;Voluntary schemes (incl. OOP);2014;204.0
4467;HP31: Medical practices;Voluntary schemes (incl. OOP);2015;219.0
4468;HP31: Medical practices;Voluntary schemes (incl. OOP);2016;248.0
4469;HP31: Medical practices;Voluntary schemes (incl. OOP);2017;234.0
4470;HP31: Medical practices;Voluntary schemes (incl. OOP);2018;231.0
4471;HP31: Medical practices;Voluntary schemes (incl. OOP);2019;254.0
4472;HP31: Medical practices;Voluntary schemes (incl. OOP);2020;238.0
4473;HP31: Medical practices;Voluntary schemes (incl. OOP);2021;244.0
4474;HP31: Medical practices;Voluntary schemes (incl. OOP);2022;249.0
4475;HP31: Medical practices;HF2: Voluntary schemes;1998;659.0
4476;HP31: Medical practices;HF2: Voluntary schemes;1999;723.0
4477;HP31: Medical practices;HF2: Voluntary schemes;2000;709.0
4478;HP31: Medical practices;HF2: Voluntary schemes;2001;769.0
4479;HP31: Medical practices;HF2: Voluntary schemes;2002;895.0
4480;HP31: Medical practices;HF2: Voluntary schemes;2003;1001.0
4481;HP31: Medical practices;HF2: Voluntary schemes;2004;1067.0
4482;HP31: Medical practices;HF2: Voluntary schemes;2005;1129.0
4483;HP31: Medical practices;HF2: Voluntary schemes;2006;0.0
4484;HP31: Medical practices;HF2: Voluntary schemes;2007;0.0
4485;HP31: Medical practices;HF2: Voluntary schemes;2008;0.0
4486;HP31: Medical practices;HF2: Voluntary schemes;2009;0.0
4487;HP31: Medical practices;HF2: Voluntary schemes;2010;0.0
4488;HP31: Medical practices;HF2: Voluntary schemes;2011;0.0
4489;HP31: Medical practices;HF2: Voluntary schemes;2012;0.0
4490;HP31: Medical practices;HF2: Voluntary schemes;2013;0.0
4491;HP31: Medical practices;HF2: Voluntary schemes;2014;0.0
4492;HP31: Medical practices;HF2: Voluntary schemes;2015;0.0
4493;HP31: Medical practices;HF2: Voluntary schemes;2016;0.0
4494;HP31: Medical practices;HF2: Voluntary schemes;2017;0.0
4495;HP31: Medical practices;HF2: Voluntary schemes;2018;0.0
4496;HP31: Medical practices;HF2: Voluntary schemes;2019;1.0
4497;HP31: Medical practices;HF2: Voluntary schemes;2020;2.0
4498;HP31: Medical practices;HF2: Voluntary schemes;2021;2.0
4499;HP31: Medical practices;HF2: Voluntary schemes;2022;2.0
4500;HP31: Medical practices;HF21: Voluntary health insurance schemes;1998;659.0
4501;HP31: Medical practices;HF21: Voluntary health insurance schemes;1999;723.0
4502;HP31: Medical practices;HF21: Voluntary health insurance schemes;2000;709.0
4503;HP31: Medical practices;HF21: Voluntary health insurance schemes;2001;769.0
4504;HP31: Medical practices;HF21: Voluntary health insurance schemes;2002;895.0
4505;HP31: Medical practices;HF21: Voluntary health insurance schemes;2003;1001.0
4506;HP31: Medical practices;HF21: Voluntary health insurance schemes;2004;1067.0
4507;HP31: Medical practices;HF21: Voluntary health insurance schemes;2005;1129.0
4508;HP31: Medical practices;HF21: Voluntary health insurance schemes;2006;0.0
4509;HP31: Medical practices;HF21: Voluntary health insurance schemes;2007;0.0
4510;HP31: Medical practices;HF21: Voluntary health insurance schemes;2008;0.0
4511;HP31: Medical practices;HF21: Voluntary health insurance schemes;2009;0.0
4512;HP31: Medical practices;HF21: Voluntary health insurance schemes;2010;0.0
4513;HP31: Medical practices;HF21: Voluntary health insurance schemes;2011;0.0
4514;HP31: Medical practices;HF21: Voluntary health insurance schemes;2012;0.0
4515;HP31: Medical practices;HF21: Voluntary health insurance schemes;2013;0.0
4516;HP31: Medical practices;HF21: Voluntary health insurance schemes;2014;0.0
4517;HP31: Medical practices;HF21: Voluntary health insurance schemes;2015;0.0
4518;HP31: Medical practices;HF21: Voluntary health insurance schemes;2016;0.0
4519;HP31: Medical practices;HF21: Voluntary health insurance schemes;2017;0.0
4520;HP31: Medical practices;HF21: Voluntary health insurance schemes;2018;0.0
4521;HP31: Medical practices;HF21: Voluntary health insurance schemes;2019;1.0
4522;HP31: Medical practices;HF21: Voluntary health insurance schemes;2020;2.0
4523;HP31: Medical practices;HF21: Voluntary health insurance schemes;2021;2.0
4524;HP31: Medical practices;HF21: Voluntary health insurance schemes;2022;2.0
4525;HP31: Medical practices;HF22: Financing schemes NPI;1998;0.0
4526;HP31: Medical practices;HF22: Financing schemes NPI;1999;0.0
4527;HP31: Medical practices;HF22: Financing schemes NPI;2000;0.0
4528;HP31: Medical practices;HF22: Financing schemes NPI;2001;0.0
4529;HP31: Medical practices;HF22: Financing schemes NPI;2002;0.0
4530;HP31: Medical practices;HF22: Financing schemes NPI;2003;0.0
4531;HP31: Medical practices;HF22: Financing schemes NPI;2004;0.0
4532;HP31: Medical practices;HF22: Financing schemes NPI;2005;0.0
4533;HP31: Medical practices;HF22: Financing schemes NPI;2006;0.0
4534;HP31: Medical practices;HF22: Financing schemes NPI;2007;0.0
4535;HP31: Medical practices;HF22: Financing schemes NPI;2008;0.0
4536;HP31: Medical practices;HF22: Financing schemes NPI;2009;0.0
4537;HP31: Medical practices;HF22: Financing schemes NPI;2010;0.0
4538;HP31: Medical practices;HF22: Financing schemes NPI;2011;0.0
4539;HP31: Medical practices;HF22: Financing schemes NPI;2012;0.0
4540;HP31: Medical practices;HF22: Financing schemes NPI;2013;0.0
4541;HP31: Medical practices;HF22: Financing schemes NPI;2014;0.0
4542;HP31: Medical practices;HF22: Financing schemes NPI;2015;0.0
4543;HP31: Medical practices;HF22: Financing schemes NPI;2016;0.0
4544;HP31: Medical practices;HF22: Financing schemes NPI;2017;0.0
4545;HP31: Medical practices;HF22: Financing schemes NPI;2018;0.0
4546;HP31: Medical practices;HF22: Financing schemes NPI;2019;0.0
4547;HP31: Medical practices;HF22: Financing schemes NPI;2020;0.0
4548;HP31: Medical practices;HF22: Financing schemes NPI;2021;0.0
4549;HP31: Medical practices;HF22: Financing schemes NPI;2022;0.0
4550;HP31: Medical practices;HF23: Enterprise financing schemes;1998;0.0
4551;HP31: Medical practices;HF23: Enterprise financing schemes;1999;0.0
4552;HP31: Medical practices;HF23: Enterprise financing schemes;2000;0.0
4553;HP31: Medical practices;HF23: Enterprise financing schemes;2001;0.0
4554;HP31: Medical practices;HF23: Enterprise financing schemes;2002;0.0
4555;HP31: Medical practices;HF23: Enterprise financing schemes;2003;0.0
4556;HP31: Medical practices;HF23: Enterprise financing schemes;2004;0.0
4557;HP31: Medical practices;HF23: Enterprise financing schemes;2005;0.0
4558;HP31: Medical practices;HF23: Enterprise financing schemes;2006;0.0
4559;HP31: Medical practices;HF23: Enterprise financing schemes;2007;0.0
4560;HP31: Medical practices;HF23: Enterprise financing schemes;2008;0.0
4561;HP31: Medical practices;HF23: Enterprise financing schemes;2009;0.0
4562;HP31: Medical practices;HF23: Enterprise financing schemes;2010;0.0
4563;HP31: Medical practices;HF23: Enterprise financing schemes;2011;0.0
4564;HP31: Medical practices;HF23: Enterprise financing schemes;2012;0.0
4565;HP31: Medical practices;HF23: Enterprise financing schemes;2013;0.0
4566;HP31: Medical practices;HF23: Enterprise financing schemes;2014;0.0
4567;HP31: Medical practices;HF23: Enterprise financing schemes;2015;0.0
4568;HP31: Medical practices;HF23: Enterprise financing schemes;2016;0.0
4569;HP31: Medical practices;HF23: Enterprise financing schemes;2017;0.0
4570;HP31: Medical practices;HF23: Enterprise financing schemes;2018;0.0
4571;HP31: Medical practices;HF23: Enterprise financing schemes;2019;0.0
4572;HP31: Medical practices;HF23: Enterprise financing schemes;2020;0.0
4573;HP31: Medical practices;HF23: Enterprise financing schemes;2021;0.0
4574;HP31: Medical practices;HF23: Enterprise financing schemes;2022;0.0
4575;HP31: Medical practices;HF3: Household out-of-pocket payments;1998;59.0
4576;HP31: Medical practices;HF3: Household out-of-pocket payments;1999;67.0
4577;HP31: Medical practices;HF3: Household out-of-pocket payments;2000;73.0
4578;HP31: Medical practices;HF3: Household out-of-pocket payments;2001;88.0
4579;HP31: Medical practices;HF3: Household out-of-pocket payments;2002;97.0
4580;HP31: Medical practices;HF3: Household out-of-pocket payments;2003;122.0
4581;HP31: Medical practices;HF3: Household out-of-pocket payments;2004;131.0
4582;HP31: Medical practices;HF3: Household out-of-pocket payments;2005;137.0
4583;HP31: Medical practices;HF3: Household out-of-pocket payments;2006;20.0
4584;HP31: Medical practices;HF3: Household out-of-pocket payments;2007;25.0
4585;HP31: Medical practices;HF3: Household out-of-pocket payments;2008;115.0
4586;HP31: Medical practices;HF3: Household out-of-pocket payments;2009;120.0
4587;HP31: Medical practices;HF3: Household out-of-pocket payments;2010;123.0
4588;HP31: Medical practices;HF3: Household out-of-pocket payments;2011;130.0
4589;HP31: Medical practices;HF3: Household out-of-pocket payments;2012;155.0
4590;HP31: Medical practices;HF3: Household out-of-pocket payments;2013;196.0
4591;HP31: Medical practices;HF3: Household out-of-pocket payments;2014;204.0
4592;HP31: Medical practices;HF3: Household out-of-pocket payments;2015;219.0
4593;HP31: Medical practices;HF3: Household out-of-pocket payments;2016;248.0
