ID;Geslacht;Leeftijd;NietGeregistreerdeBeroepen;AanbiedersZorg;Perioden;BrutoLoonSocialeVerzekeringen_1;BanenVanWerknemers_2;BanenVanWerknemersRelatief_3;ArbeidsjarenVanWerknemers_4;ArbeidsjarenVanWerknemersRelatief_5;Zelfstandigen_6;ZelfstandigenRelatief_7
3848;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2001;92.3;3.0;1.0;3.0;2.0;;
3849;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2002;99.9;3.0;1.0;3.0;2.0;;
3850;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2003;103.0;3.0;1.0;3.0;2.0;;
3851;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2004;103.0;4.0;1.0;3.0;2.0;;
3852;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2005;104.8;4.0;1.0;3.0;2.0;;
3853;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2006;104.8;4.0;1.0;3.0;2.0;;
3854;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2007;108.6;4.0;1.0;3.0;2.0;3.0;33.0
3855;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2008;127.4;3.0;1.0;3.0;2.0;3.0;32.0
3856;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2009;134.5;4.0;1.0;3.0;2.0;3.0;33.0
3857;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2010;136.5;4.0;1.0;3.0;1.0;3.0;32.0
3858;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2011;137.6;4.0;1.0;3.0;1.0;3.0;32.0
3859;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2012;139.3;4.0;1.0;3.0;1.0;3.0;31.0
3860;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Ziekenhuizen, specialistenpraktijken;2013;135.4;3.0;1.0;3.0;1.0;3.0;29.0
3861;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2001;72.0;1.0;1.0;1.0;2.0;;
3862;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2002;74.5;1.0;1.0;1.0;2.0;;
3863;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2003;80.5;1.0;1.0;1.0;2.0;;
3864;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2004;83.3;1.0;2.0;1.0;2.0;;
3865;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2005;82.1;1.0;1.0;1.0;2.0;;
3866;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2006;84.7;1.0;1.0;1.0;2.0;;
3867;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2007;87.3;1.0;1.0;1.0;1.0;0.0;4.0
3868;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2008;93.6;1.0;1.0;1.0;1.0;0.0;4.0
3869;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2009;97.7;1.0;1.0;1.0;1.0;0.0;4.0
3870;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2010;99.0;1.0;1.0;1.0;1.0;0.0;3.0
3871;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2011;101.1;1.0;1.0;1.0;1.0;0.0;3.0
3872;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2012;102.6;1.0;1.0;1.0;1.0;0.0;4.0
3873;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers geestelijke gezondheidszorg;2013;98.1;1.0;1.0;1.0;1.0;0.0;4.0
3874;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2001;61.1;0.0;2.0;0.0;3.0;;
3875;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2002;58.6;0.0;2.0;0.0;3.0;;
3876;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2003;61.5;0.0;2.0;0.0;3.0;;
3877;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2004;63.8;0.0;2.0;0.0;3.0;;
3878;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2005;65.7;0.0;2.0;0.0;3.0;;
3879;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2006;80.8;0.0;2.0;0.0;2.0;;
3880;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2007;78.4;0.0;2.0;0.0;2.0;3.0;32.0
3881;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2008;82.5;0.0;2.0;0.0;2.0;3.0;30.0
3882;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2009;82.1;0.0;2.0;0.0;2.0;3.0;29.0
3883;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2010;86.2;0.0;2.0;0.0;2.0;3.0;27.0
3884;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2011;88.6;0.0;2.0;0.0;2.0;3.0;25.0
3885;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2012;91.0;0.0;1.0;0.0;2.0;3.0;24.0
3886;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Huisartsenpraktijken;2013;77.1;0.0;1.0;0.0;1.0;3.0;24.0
3887;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2001;74.4;1.0;4.0;1.0;6.0;;
3888;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2002;77.7;1.0;4.0;1.0;6.0;;
3889;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2003;82.3;1.0;3.0;1.0;5.0;;
3890;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2004;86.0;1.0;3.0;1.0;5.0;;
3891;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2005;91.2;1.0;3.0;1.0;5.0;;
3892;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2006;99.1;1.0;4.0;1.0;5.0;;
3893;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2007;100.1;1.0;3.0;1.0;5.0;2.0;29.0
3894;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2008;103.9;1.0;3.0;1.0;5.0;2.0;28.0
3895;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2009;107.1;1.0;3.0;1.0;4.0;2.0;27.0
3896;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2010;110.1;1.0;3.0;1.0;4.0;2.0;26.0
3897;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2011;110.6;1.0;3.0;1.0;4.0;2.0;24.0
3898;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2012;110.2;1.0;2.0;1.0;3.0;2.0;22.0
3899;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Tandartsenpraktijken;2013;107.3;0.0;0.0;0.0;1.0;2.0;20.0
3900;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2001;63.6;0.0;1.0;0.0;1.0;;
3901;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2002;65.6;0.0;1.0;0.0;1.0;;
3902;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2003;70.1;0.0;1.0;0.0;1.0;;
3903;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2004;73.5;0.0;1.0;0.0;2.0;;
3904;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2005;70.8;0.0;1.0;0.0;1.0;;
3905;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2006;72.9;0.0;1.0;0.0;1.0;;
3906;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2007;77.7;0.0;1.0;0.0;1.0;0.0;1.0
3907;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2008;79.1;0.0;1.0;0.0;1.0;0.0;1.0
3908;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2009;82.2;0.0;1.0;0.0;1.0;0.0;1.0
3909;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2010;93.1;0.0;1.0;0.0;1.0;0.0;1.0
3910;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2011;84.7;0.0;1.0;0.0;1.0;0.0;1.0
3911;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2012;87.5;0.0;1.0;0.0;1.0;0.0;1.0
3912;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Paramedische praktijken;2013;84.5;0.0;1.0;0.0;1.0;0.0;1.0
3913;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2001;64.2;2.0;2.0;2.0;2.0;;
3914;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2002;67.2;2.0;2.0;1.0;2.0;;
3915;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2003;70.1;2.0;2.0;1.0;2.0;;
3916;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2004;69.9;2.0;2.0;1.0;2.0;;
3917;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2005;69.8;2.0;2.0;1.0;2.0;;
3918;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2006;73.9;2.0;2.0;1.0;2.0;;
3919;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2007;76.5;2.0;1.0;1.0;2.0;0.0;3.0
3920;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2008;82.7;2.0;2.0;2.0;2.0;0.0;3.0
3921;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2009;83.1;2.0;1.0;1.0;2.0;0.0;3.0
3922;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2010;85.6;2.0;1.0;1.0;2.0;1.0;3.0
3923;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2011;85.2;2.0;1.0;2.0;2.0;1.0;3.0
3924;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2012;85.6;2.0;1.0;1.0;1.0;1.0;3.0
3925;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van gezondheidszorg;2013;80.7;1.0;1.0;1.0;1.0;0.0;3.0
3926;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2001;60.3;1.0;0.0;1.0;0.0;;
3927;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2002;63.2;1.0;0.0;1.0;0.0;;
3928;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2003;62.7;1.0;0.0;1.0;0.0;;
3929;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2004;63.3;1.0;0.0;1.0;0.0;;
3930;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2005;62.0;1.0;0.0;1.0;0.0;;
3931;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2006;62.0;1.0;0.0;1.0;0.0;;
3932;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2007;63.9;1.0;0.0;1.0;0.0;0.0;1.0
3933;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2008;72.3;1.0;0.0;1.0;0.0;0.0;0.0
3934;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2009;76.0;1.0;0.0;1.0;0.0;0.0;0.0
3935;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2010;79.6;1.0;0.0;1.0;0.0;0.0;0.0
3936;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2011;78.6;1.0;0.0;1.0;0.0;;
3937;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2012;81.6;1.0;0.0;1.0;0.0;0.0;0.0
3938;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Totaal aanbieders welzijnszorg;2013;79.7;1.0;0.0;1.0;0.0;0.0;0.0
3939;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2001;61.4;1.0;0.0;1.0;0.0;;
3940;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2002;64.9;1.0;0.0;1.0;0.0;;
3941;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2003;63.5;1.0;0.0;1.0;0.0;;
3942;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2004;64.3;1.0;0.0;1.0;0.0;;
3943;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2005;62.8;1.0;0.0;1.0;0.0;;
3944;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2006;63.7;1.0;0.0;1.0;0.0;;
3945;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2007;65.0;1.0;0.0;1.0;0.0;0.0;1.0
3946;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2008;72.0;1.0;0.0;1.0;0.0;0.0;1.0
3947;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2009;75.6;1.0;0.0;1.0;0.0;0.0;1.0
3948;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2010;79.2;1.0;0.0;1.0;0.0;0.0;0.0
3949;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2011;77.9;1.0;0.0;1.0;0.0;;
3950;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2012;80.9;1.0;0.0;1.0;0.0;0.0;0.0
3951;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van ouderenzorg;2013;79.9;1.0;0.0;1.0;0.0;0.0;0.0
3952;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2001;64.3;0.0;0.0;0.0;0.0;;
3953;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2002;66.3;0.0;0.0;0.0;0.0;;
3954;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2003;68.8;0.0;0.0;0.0;0.0;;
3955;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2004;68.2;0.0;0.0;0.0;0.0;;
3956;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2005;68.3;0.0;0.0;0.0;0.0;;
3957;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2006;67.2;0.0;0.0;0.0;0.0;;
3958;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2007;71.8;0.0;0.0;0.0;0.0;0.0;0.0
3959;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2008;76.0;0.0;0.0;0.0;0.0;0.0;0.0
3960;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2009;77.7;0.0;0.0;0.0;0.0;0.0;0.0
3961;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2010;83.1;0.0;0.0;0.0;0.0;0.0;0.0
3962;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2011;82.3;0.0;0.0;0.0;0.0;;
3963;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2012;84.6;0.0;0.0;0.0;0.0;0.0;0.0
3964;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Verstrekkers van gehandicaptenzorg;2013;80.2;0.0;0.0;0.0;0.0;0.0;0.0
3965;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2001;39.2;0.0;0.0;0.0;0.0;;
3966;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2002;38.5;0.0;0.0;0.0;0.0;;
3967;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2003;42.9;0.0;0.0;0.0;0.0;;
3968;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2004;;0.0;0.0;0.0;0.0;;
3969;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2005;;0.0;0.0;0.0;0.0;;
3970;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2006;41.1;0.0;0.0;0.0;0.0;;
3971;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2007;42.1;0.0;0.0;0.0;0.0;0.0;0.0
3972;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2008;70.0;0.0;0.0;0.0;0.0;0.0;0.0
3973;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2009;77.5;0.0;0.0;0.0;0.0;0.0;0.0
3974;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2010;78.1;0.0;0.0;0.0;0.0;0.0;0.0
3975;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2011;79.2;0.0;0.0;0.0;0.0;;
3976;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2012;83.5;0.0;0.0;0.0;0.0;0.0;0.0
3977;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Overige verstrekkers van welzijnszorg;2013;77.7;0.0;0.0;0.0;0.0;0.0;0.0
3978;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2001;;0.0;0.0;0.0;0.0;;
3979;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2002;;0.0;0.0;0.0;0.0;;
3980;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2003;;0.0;0.0;0.0;0.0;;
3981;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2004;;0.0;0.0;0.0;0.0;;
3982;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2005;;0.0;0.0;0.0;0.0;;
3983;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2006;;0.0;0.0;0.0;0.0;;
3984;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2007;62.1;0.0;0.0;0.0;0.0;0.0;2.0
3985;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2008;83.5;0.0;1.0;0.0;1.0;0.0;2.0
3986;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2009;85.0;0.0;0.0;0.0;0.0;0.0;2.0
3987;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2010;90.2;0.0;0.0;0.0;0.0;0.0;2.0
3988;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2011;87.7;0.0;0.0;0.0;0.0;;
3989;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2012;93.1;0.0;0.0;0.0;0.0;0.0;2.0
3990;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Beleids- en beheerorganisaties;2013;89.6;0.0;0.0;0.0;0.0;0.0;2.0
3991;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2001;;0.0;1.0;0.0;1.0;;
3992;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2002;;0.0;1.0;0.0;1.0;;
3993;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2003;;0.0;1.0;0.0;2.0;;
3994;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2004;;0.0;1.0;0.0;2.0;;
3995;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2005;;0.0;1.0;0.0;1.0;;
3996;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2006;;0.0;1.0;0.0;1.0;;
3997;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2007;;0.0;1.0;0.0;1.0;0.0;4.0
3998;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2008;;0.0;1.0;0.0;1.0;0.0;6.0
3999;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2009;;0.0;1.0;0.0;2.0;0.0;5.0
4000;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2010;;0.0;1.0;0.0;2.0;0.0;5.0
4001;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2011;81.9;0.0;2.0;;;;
4002;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2012;;0.0;1.0;0.0;2.0;0.0;3.0
4003;Totaal mannen en vrouwen;45 tot 55 jaar;Artsen of tandartsen;Medisch geschoolden bij uitzendbureaus;2013;;0.0;2.0;0.0;2.0;0.0;3.0
4004;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2001;34.0;45.0;4.0;32.0;5.0;;
4005;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2002;35.9;49.0;4.0;34.0;5.0;;
4006;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2003;36.9;52.0;4.0;37.0;5.0;;
4007;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2004;37.0;56.0;5.0;40.0;5.0;;
4008;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2005;36.7;58.0;5.0;42.0;5.0;;
4009;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2006;37.4;62.0;5.0;45.0;5.0;;
4010;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2007;38.5;64.0;5.0;46.0;5.0;1.0;2.0
4011;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2008;41.0;66.0;5.0;48.0;5.0;2.0;2.0
4012;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2009;42.9;68.0;5.0;48.0;5.0;2.0;2.0
4013;Totaal mannen en vrouwen;45 tot 55 jaar;Verpleegkundigen;Totaal aanbieders zorg;2010;43.6;68.0;5.0;48.0;5.0;2.0;2.0
