ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Naam_58;Code_59;Naam_60;Code_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
182;914;914;Haelen                     ;HAN;Haelen                     ;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;10037;393
183;Halderberge;1655;Halderberge                ;HBE;Halderberge                ;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;51;GD Streekgewest Westelijk Noord-Brabant ;7;Zevenbergen        ;17;Tilburg         ;4;Zuid-Nederland ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant              ;65;Roosendaal en Nispen  ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;442;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;29522;584
184;159;159;Den Ham                    ;DHM;Ham Den                    ;8;Almelo          ;35;Enschede                      ;12;Almelo                             ;12;Twente                             ;21;Noordoost-Overijssel                    ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost-Overijssel                    ;4;Oostelijk Veehouderijgebied   ;21;Almelo                ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;7;Almelo                                  ;121;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;14922;491
185;160;160;Hardenberg                 ;HBG;Hardenberg                 ;7;Zwolle          ;41;IJssel-Vecht                  ;12;Almelo                             ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost-Overijssel                    ;4;Oostelijk Veehouderijgebied   ;19;Hardenberg/Gramsbergen;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;4;Assen-Hoogeveen-Emmen           ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;122;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;5;Niet-stedelijk      ;34994;427
186;243;243;Harderwijk                 ;HWK;Harderwijk                 ;6;Zutphen         ;31;Noordwest-Veluwe              ;20;Amersfoort                         ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest-Veluwe                    ;25;Harderwijk         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;28;Harderwijk            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;3;IJsselmeerkust                          ;16;Veluwe                                  ;2;Oost-Nederland    ;17;Noordwest-Veluwe                        ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;202;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;39768;1205
187;523;523;Hardinxveld-Giessendam     ;HGM;Hardinxveld-Giessendam     ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;17774;823
188;17;17;Haren                      ;HAR;Haren                      ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;8;Randgebied stad Groningen               ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;5;Meren in Groningen, Friesl., Nw. Overijs;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;011;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;18600;795
189;395;395;Harenkarspel               ;HPL;Harenkarspel               ;14;Alkmaar         ;6;Kop van Noord-Holland         ;27;Den Helder-Schagen                 ;18;Kop van Noord-Holland              ;53;Westelijk West-Friesland                ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland               ;46;Alkmaar            ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;37;Den Helder            ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;23;Kop van Noord-Holland                   ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;14956;278
190;72;72;Harlingen                  ;HIN;Harlingen                  ;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;7;Harlingen                               ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;15462;894
191;318;318;Harmelen                   ;HMN;Harmelen                   ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;49;Utrechts weidegebied                    ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2603;Centraal tuinbouwgebied in Utrecht      ;10;Rivierengebied                ;36;Utrecht               ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;191;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;7991;616
192;161;161;Hasselt                    ;HST;Hasselt                    ;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;18;Zwolle                ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;111;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;7659;571
193;244;244;Hattem                     ;HTM;Hattem                     ;6;Zutphen         ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;13;Veluwe                             ;34;Overige gemeenten oostelijke Veluwezoom ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;20;Apeldoorn          ;7;Arnhem          ;2;Oost-Nederland ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;18;Zwolle                ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;5;Zwolle-Meppel en omstreken      ;6;Noord- en Oost-Gelderland;25;Gelderland                ;4;IJssel-Vecht/Twente                ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;9;Veluwe                                  ;11;Oost-Veluwe                             ;111;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;11600;713
194;Heel;1937;Heel                       ;HEL;Heel                       ;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;5;Niet-stedelijk      ;8339;285
195;396;396;Heemskerk                  ;HKK;Heemskerk                  ;15;Haarlem         ;44;Zuid- en Midden-Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;20;IJmond                             ;59;IJmond                                  ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;30;GGD Midden-Kennemerland                 ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2708;Kennemerland                            ;7;Westelijk Holland             ;42;Velsen                ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL323;IJmond                             ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;2;Noordzeebadplaatsen                     ;23;IJmond (exclusief Velsen/IJmuiden)      ;6;West-Nederland 2  ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;22;Midden-Kennemerland                     ;222;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;36008;1849
