ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
2369;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
2370;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
2371;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
2372;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
2373;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
2374;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
2375;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
2376;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
2377;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
2378;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
2379;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
2380;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
2381;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
2382;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
2383;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
2384;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
2385;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
2386;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
2387;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
2388;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2013;
2389;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2014;
2390;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2015;
2391;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2016;
2392;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2017;
2393;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2018;
2394;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2019;
2395;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2020;
2396;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2021;
2397;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2022;
2398;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2023;
2399;Mannen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2024;
2400;Mannen;Geboren buiten Nederland;Totaal;Totaal;2013;53.0
2401;Mannen;Geboren buiten Nederland;Totaal;Totaal;2014;51.0
2402;Mannen;Geboren buiten Nederland;Totaal;Totaal;2015;51.0
2403;Mannen;Geboren buiten Nederland;Totaal;Totaal;2016;49.0
2404;Mannen;Geboren buiten Nederland;Totaal;Totaal;2017;50.0
2405;Mannen;Geboren buiten Nederland;Totaal;Totaal;2018;57.0
2406;Mannen;Geboren buiten Nederland;Totaal;Totaal;2019;58.0
2407;Mannen;Geboren buiten Nederland;Totaal;Totaal;2020;62.0
2408;Mannen;Geboren buiten Nederland;Totaal;Totaal;2021;75.0
2409;Mannen;Geboren buiten Nederland;Totaal;Totaal;2022;70.0
2410;Mannen;Geboren buiten Nederland;Totaal;Totaal;2023;84.0
2411;Mannen;Geboren buiten Nederland;Totaal;Totaal;2024;95.0
2412;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2013;6.0
2413;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2014;6.0
2414;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2015;6.0
2415;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2016;4.0
2416;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2017;5.0
2417;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2018;8.0
2418;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2019;8.0
2419;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2020;7.0
2420;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2021;7.0
2421;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2022;6.0
2422;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2023;8.0
2423;Mannen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2024;14.0
2424;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2013;44.0
2425;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2014;44.0
2426;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2015;44.0
2427;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2016;44.0
2428;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2017;45.0
2429;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2018;47.0
2430;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2019;47.0
2431;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2020;54.0
2432;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2021;67.0
2433;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2022;63.0
2434;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2023;74.0
2435;Mannen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2024;80.0
2436;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2013;2.0
2437;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2014;2.0
2438;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2015;1.0
2439;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2016;1.0
2440;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2017;0.0
2441;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2018;2.0
2442;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2019;2.0
2443;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2020;1.0
2444;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2021;1.0
2445;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2022;1.0
2446;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2023;1.0
2447;Mannen;Geboren buiten Nederland;Totaal;Onbekend;2024;1.0
2448;Mannen;Geboren buiten Nederland;Nederland;Totaal;2013;
2449;Mannen;Geboren buiten Nederland;Nederland;Totaal;2014;
2450;Mannen;Geboren buiten Nederland;Nederland;Totaal;2015;
2451;Mannen;Geboren buiten Nederland;Nederland;Totaal;2016;
2452;Mannen;Geboren buiten Nederland;Nederland;Totaal;2017;
2453;Mannen;Geboren buiten Nederland;Nederland;Totaal;2018;
2454;Mannen;Geboren buiten Nederland;Nederland;Totaal;2019;
2455;Mannen;Geboren buiten Nederland;Nederland;Totaal;2020;
2456;Mannen;Geboren buiten Nederland;Nederland;Totaal;2021;
2457;Mannen;Geboren buiten Nederland;Nederland;Totaal;2022;
2458;Mannen;Geboren buiten Nederland;Nederland;Totaal;2023;
2459;Mannen;Geboren buiten Nederland;Nederland;Totaal;2024;
2460;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2013;
2461;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2014;
2462;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2015;
2463;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2016;
2464;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2017;
2465;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2018;
2466;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2019;
2467;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2020;
2468;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2021;
2469;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2022;
2470;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2023;
2471;Mannen;Geboren buiten Nederland;Nederland;Voortijdig schoolverlaters;2024;
2472;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2013;
2473;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2014;
2474;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2015;
2475;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2016;
2476;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2017;
2477;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2018;
2478;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2019;
2479;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2020;
2480;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2021;
2481;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2022;
2482;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2023;
2483;Mannen;Geboren buiten Nederland;Nederland;Geen voortijdig schoolverlaters;2024;
2484;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2013;
2485;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2014;
2486;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2015;
2487;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2016;
2488;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2017;
2489;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2018;
2490;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2019;
2491;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2020;
2492;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2021;
2493;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2022;
2494;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2023;
2495;Mannen;Geboren buiten Nederland;Nederland;Onbekend;2024;
2496;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2013;13.0
2497;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2014;14.0
2498;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2015;13.0
2499;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2016;18.0
2500;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2017;15.0
2501;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2018;18.0
2502;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2019;17.0
2503;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2020;21.0
2504;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2021;30.0
2505;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2022;22.0
2506;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2023;34.0
2507;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Totaal;2024;39.0
2508;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;2.0
2509;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;2.0
2510;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;1.0
2511;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;1.0
2512;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;1.0
2513;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;3.0
2514;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;3.0
2515;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;2.0
2516;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;3.0
2517;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;2.0
2518;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;3.0
2519;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;4.0
2520;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;11.0
2521;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;12.0
2522;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;12.0
2523;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;17.0
2524;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;14.0
2525;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;15.0
2526;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;13.0
2527;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;18.0
2528;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;26.0
2529;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;20.0
2530;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;30.0
2531;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;35.0
2532;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2013;1.0
2533;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2014;0.0
2534;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2015;0.0
2535;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2016;0.0
2536;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2017;0.0
2537;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2018;1.0
2538;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2019;1.0
2539;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2020;1.0
2540;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2021;0.0
2541;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2022;0.0
2542;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2023;1.0
2543;Mannen;Geboren buiten Nederland;Europa (exclusief Nederland);Onbekend;2024;1.0
2544;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2013;39.0
2545;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2014;37.0
2546;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2015;38.0
2547;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2016;31.0
2548;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2017;35.0
2549;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2018;38.0
2550;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2019;41.0
2551;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2020;41.0
2552;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2021;46.0
2553;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2022;48.0
2554;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2023;50.0
2555;Mannen;Geboren buiten Nederland;Buiten Europa;Totaal;2024;56.0
2556;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2013;4.0
2557;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2014;4.0
2558;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2015;6.0
2559;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2016;3.0
2560;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2017;4.0
2561;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2018;5.0
2562;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2019;5.0
2563;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2020;5.0
2564;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2021;4.0
2565;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2022;4.0
2566;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2023;5.0
2567;Mannen;Geboren buiten Nederland;Buiten Europa;Voortijdig schoolverlaters;2024;10.0
2568;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2013;33.0
2569;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2014;32.0
2570;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2015;32.0
2571;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2016;27.0
2572;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2017;31.0
2573;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2018;32.0
2574;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2019;34.0
2575;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2020;36.0
2576;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2021;41.0
2577;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2022;43.0
2578;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2023;44.0
2579;Mannen;Geboren buiten Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2024;46.0
2580;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2013;2.0
2581;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2014;1.0
2582;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2015;1.0
2583;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2016;1.0
2584;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2017;0.0
2585;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2018;1.0
2586;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2019;1.0
2587;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2020;1.0
2588;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2021;1.0
2589;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2022;1.0
2590;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2023;0.0
2591;Mannen;Geboren buiten Nederland;Buiten Europa;Onbekend;2024;1.0
2592;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2013;
2593;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2014;
2594;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2015;
2595;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2016;
2596;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2017;
2597;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2018;
2598;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2019;
2599;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2020;
2600;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2021;
2601;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2022;
2602;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2023;
2603;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Totaal;2024;
2604;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2013;
2605;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2014;
2606;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2015;
2607;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2016;
2608;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2017;
2609;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
2610;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
2611;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
2612;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
2613;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
2614;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
2615;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
2616;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
2617;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
2618;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
2619;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
2620;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
2621;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
2622;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
2623;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
2624;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
2625;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
2626;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
2627;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
2628;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2013;
2629;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2014;
2630;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2015;
2631;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2016;
2632;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2017;
2633;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2018;
2634;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2019;
2635;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2020;
2636;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2021;
2637;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2022;
2638;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2023;
2639;Mannen;Geboren buiten Nederland;Onbekend herkomstland;Onbekend;2024;
2640;Mannen;Geboorteland onbekend;Totaal;Totaal;2013;3.0
2641;Mannen;Geboorteland onbekend;Totaal;Totaal;2014;2.0
2642;Mannen;Geboorteland onbekend;Totaal;Totaal;2015;2.0
2643;Mannen;Geboorteland onbekend;Totaal;Totaal;2016;3.0
2644;Mannen;Geboorteland onbekend;Totaal;Totaal;2017;4.0
2645;Mannen;Geboorteland onbekend;Totaal;Totaal;2018;2.0
2646;Mannen;Geboorteland onbekend;Totaal;Totaal;2019;2.0
2647;Mannen;Geboorteland onbekend;Totaal;Totaal;2020;2.0
2648;Mannen;Geboorteland onbekend;Totaal;Totaal;2021;0.0
2649;Mannen;Geboorteland onbekend;Totaal;Totaal;2022;0.0
2650;Mannen;Geboorteland onbekend;Totaal;Totaal;2023;0.0
2651;Mannen;Geboorteland onbekend;Totaal;Totaal;2024;0.0
2652;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2013;0.0
2653;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2014;0.0
2654;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2015;0.0
2655;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2016;1.0
2656;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2017;1.0
2657;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2018;0.0
2658;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2019;0.0
2659;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2020;0.0
2660;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2021;0.0
2661;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2022;0.0
2662;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2023;0.0
2663;Mannen;Geboorteland onbekend;Totaal;Voortijdig schoolverlaters;2024;0.0
2664;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2013;0.0
2665;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2014;1.0
2666;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2015;2.0
2667;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2016;2.0
2668;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2017;3.0
2669;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2018;2.0
2670;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2019;2.0
2671;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2020;2.0
2672;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2021;0.0
2673;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2022;0.0
2674;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2023;0.0
2675;Mannen;Geboorteland onbekend;Totaal;Geen voortijdig schoolverlaters;2024;0.0
2676;Mannen;Geboorteland onbekend;Totaal;Onbekend;2013;3.0
