ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
577;Marokko;Vrouwen;Vestigingsjaar 1998;1996;;;;
578;Marokko;Vrouwen;Vestigingsjaar 1998;1997;;;;
579;Marokko;Vrouwen;Vestigingsjaar 1998;1998;100.0;14.0;7.0;78.0
580;Marokko;Vrouwen;Vestigingsjaar 1998;1999;100.0;25.0;12.0;63.0
581;Marokko;Vrouwen;Vestigingsjaar 1998;2000;100.0;35.0;12.0;53.0
582;Marokko;Vrouwen;Vestigingsjaar 1999;1995;;;;
583;Marokko;Vrouwen;Vestigingsjaar 1999;1996;;;;
584;Marokko;Vrouwen;Vestigingsjaar 1999;1997;;;;
585;Marokko;Vrouwen;Vestigingsjaar 1999;1998;;;;
586;Marokko;Vrouwen;Vestigingsjaar 1999;1999;100.0;12.0;5.0;83.0
587;Marokko;Vrouwen;Vestigingsjaar 1999;2000;100.0;25.0;12.0;63.0
588;Marokko;Vrouwen;Vestigingsjaar 2000;1995;;;;
589;Marokko;Vrouwen;Vestigingsjaar 2000;1996;;;;
590;Marokko;Vrouwen;Vestigingsjaar 2000;1997;;;;
591;Marokko;Vrouwen;Vestigingsjaar 2000;1998;;;;
592;Marokko;Vrouwen;Vestigingsjaar 2000;1999;;;;
593;Marokko;Vrouwen;Vestigingsjaar 2000;2000;100.0;14.0;8.0;78.0
594;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;58.0;8.0;34.0
595;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;59.0;7.0;34.0
596;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;61.0;6.0;33.0
597;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;63.0;5.0;32.0
598;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;64.0;5.0;31.0
599;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;65.0;4.0;31.0
600;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;56.0;9.0;35.0
601;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;57.0;8.0;35.0
602;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;61.0;8.0;32.0
603;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;61.0;7.0;32.0
604;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;63.0;5.0;32.0
605;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;65.0;4.0;32.0
606;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;54.0;7.0;39.0
607;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;55.0;7.0;38.0
608;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;58.0;5.0;37.0
609;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;61.0;5.0;34.0
610;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;64.0;3.0;33.0
611;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;65.0;3.0;32.0
612;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;49.0;7.0;45.0
613;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;52.0;7.0;42.0
614;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;53.0;6.0;41.0
615;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;56.0;5.0;38.0
616;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;59.0;4.0;37.0
617;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;62.0;3.0;35.0
618;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;44.0;4.0;53.0
619;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;47.0;5.0;48.0
620;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;49.0;6.0;45.0
621;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;53.0;6.0;41.0
622;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;56.0;4.0;39.0
623;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;57.0;4.0;39.0
624;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;44.0;2.0;54.0
625;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;46.0;4.0;50.0
626;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;47.0;4.0;48.0
627;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;56.0;4.0;41.0
628;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;58.0;3.0;38.0
629;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;61.0;3.0;36.0
630;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
631;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;42.0;3.0;55.0
632;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;46.0;3.0;51.0
633;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;51.0;3.0;46.0
634;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;55.0;3.0;42.0
635;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;58.0;3.0;39.0
636;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
637;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
638;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;43.0;2.0;55.0
639;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;41.0;2.0;57.0
640;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;56.0;2.0;42.0
641;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;58.0;2.0;40.0
642;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
643;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
644;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
645;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;50.0;2.0;49.0
646;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;56.0;2.0;42.0
647;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;56.0;2.0;42.0
648;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
649;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
650;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
651;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
652;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;55.0;1.0;44.0
653;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;63.0;2.0;35.0
654;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
655;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
656;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
657;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
658;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
659;EU-landen/EFTA-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;58.0;1.0;41.0
660;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;1995;100.0;64.0;8.0;28.0
661;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;1996;100.0;66.0;7.0;28.0
662;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;1997;100.0;68.0;6.0;26.0
663;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;1998;100.0;72.0;4.0;25.0
664;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;1999;100.0;70.0;5.0;25.0
665;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1990;2000;100.0;71.0;3.0;26.0
666;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;1995;100.0;62.0;9.0;30.0
667;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;1996;100.0;63.0;9.0;28.0
668;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;1997;100.0;67.0;8.0;25.0
669;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;1998;100.0;65.0;8.0;27.0
670;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;1999;100.0;68.0;5.0;26.0
671;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1991;2000;100.0;69.0;3.0;27.0
672;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;1995;100.0;61.0;7.0;32.0
673;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;1996;100.0;62.0;7.0;31.0
674;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;1997;100.0;64.0;5.0;31.0
675;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;1998;100.0;66.0;5.0;29.0
676;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;1999;100.0;71.0;3.0;26.0
677;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1992;2000;100.0;71.0;3.0;26.0
678;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;1995;100.0;55.0;7.0;38.0
679;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;1996;100.0;57.0;6.0;37.0
680;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;1997;100.0;58.0;6.0;37.0
681;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;1998;100.0;62.0;4.0;34.0
682;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;1999;100.0;64.0;4.0;32.0
683;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1993;2000;100.0;67.0;3.0;30.0
684;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;1995;100.0;49.0;4.0;46.0
685;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;1996;100.0;54.0;4.0;41.0
686;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;1997;100.0;55.0;7.0;38.0
687;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;1998;100.0;59.0;7.0;34.0
688;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;1999;100.0;63.0;4.0;33.0
689;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1994;2000;100.0;62.0;4.0;34.0
690;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;1995;100.0;53.0;2.0;45.0
691;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;1996;100.0;53.0;4.0;43.0
692;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;1997;100.0;54.0;4.0;42.0
693;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;1998;100.0;63.0;3.0;35.0
694;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;1999;100.0;65.0;3.0;32.0
695;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1995;2000;100.0;67.0;2.0;31.0
696;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;1995;;;;
697;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;1996;100.0;52.0;3.0;45.0
698;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;1997;100.0;53.0;3.0;44.0
699;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;1998;100.0;58.0;3.0;39.0
700;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;1999;100.0;62.0;3.0;35.0
701;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1996;2000;100.0;65.0;2.0;33.0
702;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;1995;;;;
703;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;1996;;;;
704;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;1997;100.0;52.0;2.0;47.0
705;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;1998;100.0;44.0;1.0;55.0
706;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;1999;100.0;63.0;2.0;34.0
707;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1997;2000;100.0;63.0;2.0;36.0
708;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;1995;;;;
709;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;1996;;;;
710;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;1997;;;;
711;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;1998;100.0;57.0;1.0;42.0
712;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;1999;100.0;64.0;2.0;34.0
713;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1998;2000;100.0;63.0;1.0;36.0
714;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;1995;;;;
715;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;1996;;;;
716;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;1997;;;;
717;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;1998;;;;
718;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;1999;100.0;63.0;1.0;35.0
719;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 1999;2000;100.0;69.0;2.0;29.0
720;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;1995;;;;
721;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;1996;;;;
722;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;1997;;;;
723;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;1998;;;;
724;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;1999;;;;
725;EU-landen/EFTA-landen;Mannen;Vestigingsjaar 2000;2000;100.0;67.0;1.0;33.0
726;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;1995;100.0;51.0;7.0;42.0
727;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;1996;100.0;51.0;8.0;41.0
728;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;1997;100.0;51.0;7.0;42.0
729;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;1998;100.0;52.0;7.0;41.0
730;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;1999;100.0;56.0;6.0;38.0
731;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1990;2000;100.0;59.0;5.0;36.0
732;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;1995;100.0;48.0;10.0;42.0
733;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;1996;100.0;49.0;8.0;43.0
734;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;1997;100.0;52.0;7.0;40.0
735;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;1998;100.0;55.0;6.0;39.0
736;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;1999;100.0;56.0;5.0;39.0
737;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1991;2000;100.0;58.0;4.0;38.0
738;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;1995;100.0;45.0;6.0;49.0
739;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;1996;100.0;47.0;6.0;47.0
740;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;1997;100.0;49.0;6.0;45.0
741;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;1998;100.0;53.0;5.0;42.0
742;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;1999;100.0;54.0;3.0;42.0
743;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1992;2000;100.0;56.0;4.0;40.0
744;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;1995;100.0;41.0;6.0;53.0
745;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;1996;100.0;45.0;7.0;49.0
746;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;1997;100.0;47.0;6.0;47.0
747;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;1998;100.0;50.0;6.0;44.0
748;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;1999;100.0;53.0;5.0;42.0
749;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1993;2000;100.0;56.0;4.0;40.0
750;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;1995;100.0;36.0;3.0;61.0
751;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;1996;100.0;38.0;5.0;57.0
752;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;1997;100.0;41.0;5.0;54.0
753;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;1998;100.0;45.0;5.0;50.0
754;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;1999;100.0;49.0;4.0;47.0
755;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1994;2000;100.0;51.0;4.0;45.0
756;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;1995;100.0;33.0;3.0;64.0
757;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;1996;100.0;38.0;5.0;57.0
758;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;1997;100.0;39.0;5.0;56.0
759;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;1998;100.0;47.0;5.0;48.0
760;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;1999;100.0;50.0;4.0;45.0
761;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1995;2000;100.0;54.0;4.0;41.0
762;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;1995;;;;
763;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;1996;100.0;31.0;3.0;66.0
764;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;1997;100.0;37.0;3.0;59.0
765;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;1998;100.0;43.0;4.0;53.0
766;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;1999;100.0;48.0;3.0;49.0
767;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1996;2000;100.0;51.0;3.0;46.0
768;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;1995;;;;
769;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;1996;;;;
770;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;1997;100.0;33.0;2.0;65.0
771;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;1998;100.0;37.0;2.0;61.0
772;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;1999;100.0;47.0;3.0;50.0
773;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1997;2000;100.0;54.0;3.0;44.0
774;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;1995;;;;
775;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;1996;;;;
776;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;1997;;;;
777;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;1998;100.0;42.0;2.0;56.0
778;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;1999;100.0;46.0;2.0;52.0
779;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1998;2000;100.0;49.0;3.0;48.0
780;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;1995;;;;
781;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;1996;;;;
782;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;1997;;;;
783;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;1998;;;;
784;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;1999;100.0;45.0;1.0;54.0
785;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 1999;2000;100.0;56.0;2.0;42.0
786;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;1995;;;;
787;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;1996;;;;
788;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;1997;;;;
789;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;1998;;;;
790;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;1999;;;;
791;EU-landen/EFTA-landen;Vrouwen;Vestigingsjaar 2000;2000;100.0;47.0;1.0;52.0
792;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;63.0;6.0;32.0
793;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;55.0;8.0;37.0
794;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;67.0;1.0;31.0
795;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;63.0;1.0;36.0
796;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;60.0;4.0;36.0
797;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;68.0;1.0;31.0
798;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;58.0;10.0;32.0
799;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;59.0;11.0;29.0
800;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;61.0;10.0;30.0
801;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;62.0;8.0;29.0
802;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;65.0;5.0;30.0
803;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;62.0;6.0;32.0
804;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;55.0;4.0;41.0
805;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;58.0;4.0;38.0
806;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;61.0;2.0;37.0
807;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;64.0;1.0;36.0
808;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;63.0;2.0;35.0
809;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;60.0;1.0;39.0
810;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;55.0;4.0;41.0
811;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;53.0;3.0;44.0
812;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;57.0;2.0;41.0
813;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;61.0;2.0;37.0
814;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;62.0;2.0;36.0
815;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;60.0;4.0;36.0
816;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;53.0;1.0;46.0
817;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;53.0;2.0;45.0
818;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;54.0;1.0;45.0
819;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;53.0;9.0;39.0
820;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;57.0;2.0;42.0
821;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;60.0;0.0;40.0
822;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;43.0;2.0;55.0
823;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;50.0;3.0;47.0
824;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;50.0;2.0;49.0
825;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;62.0;2.0;36.0
826;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;57.0;1.0;42.0
827;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;58.0;0.0;41.0
828;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
829;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;37.0;0.0;62.0
830;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;41.0;1.0;57.0
831;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;54.0;1.0;44.0
832;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;51.0;1.0;48.0
833;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;51.0;1.0;48.0
834;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
835;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
