ID;Marges;Persoonskenmerken;Perioden;VoeltZichWelEensOnveilig_1;VoeltZichVaakOnveilig_2;VanZakkenrollerij_3;VanBerovingOpStraat_4;VanInbraakInWoning_5;VanMishandeling_6;VoeltZichWelEensOnveiligInBuurt_7;VoeltZichVaakOnveiligInBuurt_8;SAvondsOpStraatInBuurtOnveilig_9;SAvondsAlleenThuisOnveilig_10;DoetSAvondsNietOpen_11;RijdtOfLooptOm_12;BangSlachtofferCriminaliteitTeWorden_13;DenktDatErVeelCriminaliteitInBuurt_14;VindtCriminaliteitInBuurtToegenomen_15;VindtCriminaliteitInBuurtAfgenomen_16;VindtCriminaliteitInBuurtGelijk_17;RapportcijferVeiligheidInBuurt_18;RondomUitgaansgelegenheden_19;OpPlekkenWaarJongerenRondhangen_20;InCentrumVanWoonplaats_21;InWinkelgebiedWinkelcentrum_22;InOpenbaarVervoer_23;BijTreinstationInWoonplaats_24;InEigenHuis_25;DoorOnbekendenOpStraat_26;DoorOnbekendenInOpenbaarVervoer_27;DoorPersoneelVanWinkelsEnBedrijven_28;DoorPersoneelVanOverheidsinstanties_29;DoorBekendenPartnerFamilieVriend_30
178;Waarde;Migratieachtergrond: Turkije;2015;38.6;3.8;10.4;8.9;29.4;7.8;31.5;5.9;8.9;8.8;12.6;7.6;8.5;21.1;20.7;7.3;33.5;6.3;28.8;47.6;28.0;21.7;24.2;27.3;18.9;25.0;21.0;21.3;19.4;10.4
179;Waarde;Migratieachtergrond: Turkije;2016;37.9;4.1;10.1;6.8;25.7;6.7;26.7;5.1;8.4;6.4;10.1;6.5;8.3;19.5;18.0;8.2;34.8;6.5;26.9;43.0;25.2;20.2;23.9;27.7;17.6;23.2;19.3;20.6;18.2;9.7
180;Waarde;Migratieachtergrond: Turkije;2017;35.6;3.7;8.1;6.2;22.5;5.0;25.1;4.8;7.1;6.5;11.0;6.3;7.5;19.6;19.4;7.9;35.4;6.6;26.9;45.4;25.5;20.0;22.0;27.2;14.3;24.2;17.8;18.5;16.5;8.4
181;Waarde;Migratieachtergrond: Turkije;2019;34.8;4.2;7.2;6.5;21.7;5.7;24.3;4.7;7.4;4.4;10.8;5.8;5.9;17.6;16.6;8.4;37.3;6.8;26.3;42.3;25.9;22.2;21.9;25.2;13.4;23.7;18.4;17.4;11.3;10.4
182;Waarde;Migratieachtergrond: Marokko;2012;38.0;7.1;10.3;9.8;23.0;6.7;29.6;6.5;9.3;7.2;17.8;9.4;9.6;24.1;23.5;9.4;26.0;6.4;26.2;39.0;21.6;19.9;24.6;29.0;15.8;25.5;19.2;24.2;19.6;6.5
183;Waarde;Migratieachtergrond: Marokko;2013;41.1;4.7;9.9;8.0;27.8;7.1;29.7;5.7;8.3;7.6;16.6;6.3;9.0;22.5;22.6;11.7;29.4;6.4;27.5;40.8;23.7;20.5;21.1;26.7;16.5;27.7;18.0;21.5;18.3;10.2
184;Waarde;Migratieachtergrond: Marokko;2014;36.7;3.5;6.7;4.3;22.4;4.1;30.3;3.2;8.0;4.8;15.6;5.5;8.5;21.5;17.4;13.3;26.1;6.5;23.4;39.5;24.5;20.7;20.1;26.0;16.3;28.0;20.9;23.0;21.4;8.6
185;Waarde;Migratieachtergrond: Marokko;2015;42.8;7.2;8.0;6.4;22.1;7.5;30.2;7.4;9.9;7.9;18.2;7.2;10.0;19.9;16.8;13.6;29.5;6.5;21.7;38.6;22.0;18.8;18.0;22.0;16.7;24.8;19.1;20.2;17.4;9.0
186;Waarde;Migratieachtergrond: Marokko;2016;33.5;3.7;6.3;5.2;18.2;5.7;21.9;4.5;7.3;7.2;14.3;6.0;11.1;13.8;13.3;12.2;30.6;6.7;20.3;36.4;19.5;16.8;20.3;20.8;11.4;23.1;16.2;18.0;13.5;9.6
187;Waarde;Migratieachtergrond: Marokko;2017;33.2;4.3;6.7;3.7;15.5;5.9;23.1;3.9;7.2;4.7;12.5;5.0;6.2;15.2;12.2;12.9;30.9;6.9;16.6;26.3;14.5;11.4;15.8;16.8;10.3;21.7;14.7;18.4;11.2;7.6
188;Waarde;Migratieachtergrond: Marokko;2019;31.1;3.0;4.9;3.4;12.7;2.9;17.9;3.5;5.6;3.6;12.6;4.3;5.4;14.2;11.3;14.8;31.5;7.1;17.9;29.3;16.5;14.6;15.1;15.5;9.8;19.6;14.1;17.8;11.2;8.3
189;Waarde;Onderwijsniveau: laag onderwijs;2012;31.6;2.0;3.8;3.3;9.7;2.7;18.4;1.8;4.4;3.1;10.8;2.9;4.1;9.5;12.7;4.0;44.5;7.1;21.7;39.5;19.2;16.7;16.0;16.1;9.6;17.7;11.4;13.6;11.1;7.2
190;Waarde;Onderwijsniveau: laag onderwijs;2013;30.6;2.2;5.0;3.4;11.3;2.8;18.7;2.0;4.3;3.2;11.3;3.0;4.3;9.5;13.2;3.7;44.3;7.1;20.0;37.2;17.7;15.3;15.2;15.2;10.0;17.2;10.9;13.6;11.4;7.3
191;Waarde;Onderwijsniveau: laag onderwijs;2014;30.2;2.0;3.8;3.0;10.1;2.7;18.2;2.0;4.2;3.1;12.0;2.8;3.7;9.0;12.2;4.4;44.9;7.1;18.6;36.1;16.7;14.7;14.0;14.4;10.0;16.6;10.4;12.4;10.7;7.2
192;Waarde;Onderwijsniveau: laag onderwijs;2015;29.1;2.0;3.6;2.9;10.1;2.7;17.8;1.9;4.3;3.1;11.7;2.8;3.7;8.7;11.3;4.3;45.4;7.2;18.8;35.1;16.7;14.5;14.9;14.3;9.7;16.3;10.5;11.6;10.2;7.0
193;Waarde;Onderwijsniveau: laag onderwijs;2016;28.3;1.8;3.1;2.6;8.3;2.4;16.3;1.6;3.8;2.8;11.6;2.5;3.4;7.9;10.6;4.3;45.3;7.2;18.2;35.1;16.0;13.7;14.7;13.9;9.0;16.1;9.9;11.2;9.6;7.0
194;Waarde;Onderwijsniveau: laag onderwijs;2017;27.9;1.8;3.1;2.5;7.9;2.5;16.6;1.8;4.0;2.5;11.6;2.5;3.3;7.8;10.5;4.3;44.1;7.2;17.5;33.2;15.3;13.1;13.7;13.0;8.5;15.5;9.5;10.6;8.9;7.0
195;Waarde;Onderwijsniveau: laag onderwijs;2019;25.9;1.6;2.5;1.9;6.7;2.0;14.2;1.6;3.7;2.5;10.7;2.5;2.6;7.3;9.7;4.6;45.3;7.4;16.3;30.9;15.1;12.9;13.1;12.2;7.5;14.4;8.9;9.6;7.5;7.0
196;Waarde;Onderwijsniveau: middelbaar onderwijs;2012;37.2;1.9;4.1;2.8;11.1;2.7;17.9;1.8;4.0;2.7;7.7;2.8;3.4;10.2;15.8;3.9;51.4;7.1;26.8;46.2;19.4;15.1;20.6;20.6;9.1;23.9;16.2;19.3;15.8;7.7
197;Waarde;Onderwijsniveau: middelbaar onderwijs;2013;37.3;1.8;5.1;3.0;13.1;2.7;18.9;1.8;3.5;2.5;7.9;2.6;3.6;11.2;17.1;3.7;50.5;7.1;26.7;44.8;18.7;14.9;19.2;20.0;9.6;23.1;15.4;18.5;15.5;7.6
198;Waarde;Onderwijsniveau: middelbaar onderwijs;2014;36.7;2.1;3.8;2.6;11.8;2.5;18.5;2.0;3.5;2.5;8.6;2.4;3.5;11.0;15.5;4.4;51.3;7.1;25.6;43.1;17.9;13.8;18.4;18.8;9.4;22.4;14.9;17.4;14.8;7.3
199;Waarde;Onderwijsniveau: middelbaar onderwijs;2015;36.5;1.6;3.8;2.7;12.1;2.9;18.8;1.8;3.4;2.4;8.9;2.5;3.2;10.6;14.9;4.2;52.3;7.1;25.4;43.3;17.6;14.3;18.7;18.9;9.5;22.1;14.5;15.9;13.5;7.4
200;Waarde;Onderwijsniveau: middelbaar onderwijs;2016;35.0;1.5;3.2;2.1;10.0;2.5;16.8;1.5;3.0;1.9;8.1;2.2;2.6;9.5;12.9;4.3;52.1;7.3;23.6;41.8;16.7;13.3;18.9;18.0;8.2;21.7;13.5;15.0;12.4;7.5
201;Waarde;Onderwijsniveau: middelbaar onderwijs;2017;34.6;1.6;2.9;2.0;9.6;2.2;16.5;1.6;3.2;2.0;8.3;2.3;2.8;9.5;13.1;4.1;51.9;7.3;23.4;40.7;16.6;12.9;17.4;17.2;8.0;21.6;13.5;14.0;11.4;7.3
202;Waarde;Onderwijsniveau: middelbaar onderwijs;2019;31.6;1.4;2.5;1.7;8.2;2.0;14.5;1.5;2.8;1.6;7.5;2.3;2.4;8.9;11.8;4.8;52.5;7.4;20.8;37.3;15.5;12.1;15.3;15.4;6.8;19.1;12.1;12.7;9.3;7.5
203;Waarde;Onderwijsniveau: hoog onderwijs;2012;41.9;1.3;3.8;1.9;10.0;1.6;17.0;1.4;2.5;1.5;5.2;2.0;2.2;9.8;13.7;3.8;60.1;7.3;29.5;50.1;18.5;12.4;22.6;22.7;7.7;26.8;19.6;19.8;14.3;5.3
204;Waarde;Onderwijsniveau: hoog onderwijs;2013;42.8;1.4;4.9;1.9;11.9;1.7;17.8;1.3;2.5;1.6;5.7;1.9;2.7;11.6;16.5;3.4;58.7;7.2;29.3;49.7;18.3;12.5;22.2;23.2;7.9;27.4;19.7;19.9;14.8;5.4
205;Waarde;Onderwijsniveau: hoog onderwijs;2014;41.2;1.2;3.8;1.7;11.0;1.6;17.3;1.2;2.6;1.6;5.8;1.8;2.5;10.8;14.3;4.3;59.1;7.3;27.5;46.7;17.1;11.2;20.6;21.3;7.9;25.2;18.2;18.3;13.3;5.6
206;Waarde;Onderwijsniveau: hoog onderwijs;2015;41.1;1.2;3.7;1.6;10.6;1.6;16.9;1.1;2.4;1.4;5.6;1.8;2.3;10.6;13.0;4.5;60.6;7.3;27.3;46.8;16.5;11.1;21.1;21.2;7.7;25.9;18.2;16.9;12.5;5.5
207;Waarde;Onderwijsniveau: hoog onderwijs;2016;40.8;1.3;3.2;1.3;9.3;1.6;15.4;1.1;2.3;1.1;5.6;1.8;2.0;9.8;12.3;4.6;60.1;7.4;26.1;45.2;15.9;11.1;21.0;20.8;6.6;25.4;17.2;15.5;11.5;5.9
208;Waarde;Onderwijsniveau: hoog onderwijs;2017;39.6;1.2;3.2;1.3;9.3;1.7;15.5;1.1;2.2;1.3;5.6;1.9;1.9;10.0;12.2;4.1;59.5;7.4;25.7;45.2;15.5;10.7;19.7;20.2;6.6;24.5;16.3;14.5;10.2;5.4
209;Waarde;Onderwijsniveau: hoog onderwijs;2019;37.2;1.1;2.6;1.2;8.1;1.6;13.9;1.1;2.3;1.0;5.1;1.7;1.7;9.3;10.8;4.3;61.1;7.5;23.5;41.4;15.2;10.5;17.7;17.6;5.4;23.1;14.8;13.2;8.8;5.5
210;Waarde;Onderwijsniveau: basisonderwijs;2012;37.9;3.0;5.0;4.1;8.8;3.2;21.3;2.7;6.7;4.9;13.8;5.1;5.0;9.5;12.8;5.3;43.0;7.0;23.0;42.2;18.7;18.0;16.0;15.7;9.7;19.2;12.4;12.2;8.9;7.6
211;Waarde;Onderwijsniveau: basisonderwijs;2013;34.9;2.7;5.3;3.4;10.7;2.6;21.5;2.4;5.9;4.4;13.5;4.1;5.9;9.7;12.7;4.6;41.8;7.1;20.6;39.5;17.4;15.8;16.0;14.9;10.9;19.2;11.2;12.5;9.0;9.4
212;Waarde;Onderwijsniveau: basisonderwijs;2014;33.7;2.7;5.6;4.0;10.4;3.0;21.6;3.0;6.5;4.4;15.9;4.0;5.0;9.2;12.9;5.5;41.9;7.1;18.4;39.7;15.6;14.5;14.6;15.2;10.5;19.0;11.2;11.0;9.2;8.4
213;Waarde;Onderwijsniveau: basisonderwijs;2015;33.5;2.2;4.3;2.5;9.3;3.0;19.2;1.9;5.7;4.0;12.6;3.2;4.4;8.5;11.1;5.2;44.7;7.2;19.0;37.6;16.1;14.6;15.3;13.7;10.5;19.1;10.9;11.2;8.8;8.9
214;Waarde;Onderwijsniveau: basisonderwijs;2016;31.9;2.0;3.7;2.4;6.9;2.2;16.7;1.7;4.3;3.0;11.4;2.5;4.2;7.0;9.2;5.8;42.2;7.3;18.4;36.2;14.2;11.6;15.0;14.0;9.0;17.8;10.6;9.5;8.0;8.7
215;Waarde;Onderwijsniveau: basisonderwijs;2017;33.7;2.3;4.6;3.0;8.0;3.0;18.8;1.8;5.2;3.3;12.7;3.3;3.8;8.1;10.0;5.8;43.2;7.3;17.1;34.5;14.7;13.0;15.0;13.0;8.9;17.8;11.0;9.5;7.3;7.6
216;Waarde;Onderwijsniveau: basisonderwijs;2019;32.3;1.9;3.3;2.1;6.2;2.1;16.4;1.8;4.4;2.9;11.6;3.4;3.4;7.3;9.6;5.4;44.0;7.4;17.8;33.6;16.5;14.4;15.1;13.4;7.6;16.9;11.1;9.7;6.6;8.6
217;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2012;30.7;1.8;3.5;3.1;9.8;2.6;17.7;1.7;3.9;2.7;10.1;2.5;3.7;9.5;13.0;3.7;45.9;7.1;21.8;39.3;19.3;16.5;16.1;16.4;9.4;17.6;11.3;14.1;11.7;7.0
218;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2013;30.0;2.0;4.8;3.2;11.2;2.7;17.9;1.8;3.8;2.7;10.8;2.6;3.8;9.3;13.3;3.5;45.9;7.1;20.1;37.2;17.8;15.1;15.0;15.4;9.6;16.8;10.8;13.9;12.0;6.7
219;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2014;29.5;1.8;3.3;2.7;9.9;2.5;17.1;1.7;3.5;2.5;11.0;2.3;3.1;8.6;12.1;4.0;46.5;7.1;18.7;35.6;16.8;14.6;13.9;14.3;9.5;16.2;10.3;12.9;11.1;6.9
220;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2015;28.3;1.8;3.4;2.9;10.2;2.5;17.3;1.8;3.8;2.8;11.2;2.6;3.5;8.5;11.4;4.1;46.6;7.2;18.8;34.9;16.8;14.4;14.9;14.6;9.5;15.7;10.3;11.9;10.6;6.7
221;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2016;27.8;1.7;2.8;2.5;8.3;2.4;15.8;1.5;3.5;2.5;11.4;2.3;3.0;7.9;10.8;4.0;46.9;7.2;18.4;35.1;16.2;13.8;14.8;13.9;8.8;15.5;9.6;11.4;9.9;6.4
222;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2017;26.9;1.6;2.6;2.3;7.9;2.3;15.7;1.7;3.6;2.2;11.3;2.2;3.0;7.7;10.8;3.7;45.4;7.3;17.9;33.3;15.5;13.2;13.7;13.2;8.3;15.0;9.2;10.9;9.3;6.7
223;Waarde;Onderwijsniveau: vmbo,mbo1,avo onderbouw;2019;24.6;1.4;2.2;1.8;6.8;1.9;13.3;1.4;3.3;2.2;10.3;2.2;2.4;7.1;9.7;4.2;46.6;7.4;16.1;30.7;14.8;12.5;12.7;11.9;7.2;13.6;8.4;9.3;7.6;6.4
224;Waarde;Onderwijsniveau: havo, vwo, mbo;2012;37.2;1.9;4.1;2.8;11.1;2.7;17.9;1.8;4.0;2.7;7.7;2.8;3.4;10.2;15.8;3.9;51.4;7.1;26.8;46.2;19.4;15.1;20.6;20.6;9.1;23.9;16.2;19.3;15.8;7.7
225;Waarde;Onderwijsniveau: havo, vwo, mbo;2013;37.3;1.8;5.1;3.0;13.1;2.7;18.9;1.8;3.5;2.5;7.9;2.6;3.6;11.2;17.1;3.7;50.5;7.1;26.7;44.8;18.7;14.9;19.2;20.0;9.6;23.1;15.4;18.5;15.5;7.6
226;Waarde;Onderwijsniveau: havo, vwo, mbo;2014;36.7;2.1;3.8;2.6;11.8;2.5;18.5;2.0;3.5;2.5;8.6;2.4;3.5;11.0;15.5;4.4;51.3;7.1;25.6;43.1;17.9;13.8;18.4;18.8;9.4;22.4;14.9;17.4;14.8;7.3
227;Waarde;Onderwijsniveau: havo, vwo, mbo;2015;36.5;1.6;3.8;2.7;12.1;2.9;18.8;1.8;3.4;2.4;8.9;2.5;3.2;10.6;14.9;4.2;52.3;7.1;25.4;43.3;17.6;14.3;18.7;18.9;9.5;22.1;14.5;15.9;13.5;7.4
228;Waarde;Onderwijsniveau: havo, vwo, mbo;2016;35.0;1.5;3.2;2.1;10.0;2.5;16.8;1.5;3.0;1.9;8.1;2.2;2.6;9.5;12.9;4.3;52.1;7.3;23.6;41.8;16.7;13.3;18.9;18.0;8.2;21.7;13.5;15.0;12.4;7.5
229;Waarde;Onderwijsniveau: havo, vwo, mbo;2017;34.6;1.6;2.9;2.0;9.6;2.2;16.5;1.6;3.2;2.0;8.3;2.3;2.8;9.5;13.1;4.1;51.9;7.3;23.4;40.7;16.6;12.9;17.4;17.2;8.0;21.6;13.5;14.0;11.4;7.3
230;Waarde;Onderwijsniveau: havo, vwo, mbo;2019;31.6;1.4;2.5;1.7;8.2;2.0;14.5;1.5;2.8;1.6;7.5;2.3;2.4;8.9;11.8;4.8;52.5;7.4;20.8;37.3;15.5;12.1;15.3;15.4;6.8;19.1;12.1;12.7;9.3;7.5
231;Waarde;Onderwijsniveau: hbo, wo bachelor;2012;41.9;1.3;4.0;2.1;10.2;1.8;17.1;1.4;2.7;1.6;5.6;2.0;2.3;10.2;14.2;3.9;58.4;7.2;29.7;49.5;18.9;13.0;22.3;22.4;8.2;26.0;18.9;20.0;14.8;5.6
232;Waarde;Onderwijsniveau: hbo, wo bachelor;2013;42.6;1.5;5.3;2.1;12.2;1.8;18.1;1.3;2.6;1.8;6.1;2.0;2.8;11.4;17.0;3.4;57.1;7.2;29.3;49.7;18.3;13.0;21.9;22.8;8.4;26.8;18.9;20.0;15.2;5.6
233;Waarde;Onderwijsniveau: hbo, wo bachelor;2014;41.5;1.3;4.0;1.9;11.4;1.7;18.1;1.2;2.8;1.7;6.1;1.9;2.7;10.8;14.9;4.2;57.5;7.3;27.5;46.4;17.2;11.6;19.8;21.0;8.5;24.8;17.5;18.2;13.4;5.9
234;Waarde;Onderwijsniveau: hbo, wo bachelor;2015;41.0;1.3;3.9;1.8;11.1;1.8;17.5;1.3;2.8;1.5;6.1;2.0;2.5;10.5;13.8;4.5;58.8;7.3;27.5;46.7;17.2;11.9;20.9;21.2;8.3;25.6;17.7;16.8;12.7;5.9
235;Waarde;Onderwijsniveau: hbo, wo bachelor;2016;40.8;1.4;3.3;1.5;9.7;1.7;16.1;1.2;2.5;1.3;6.1;2.0;2.3;9.9;13.1;4.4;58.0;7.4;26.2;45.0;16.2;11.7;21.3;21.2;7.1;24.2;16.3;15.4;11.9;6.3
236;Waarde;Onderwijsniveau: hbo, wo bachelor;2017;39.3;1.3;3.2;1.4;9.7;1.9;16.0;1.2;2.4;1.5;6.0;1.9;2.1;10.3;13.0;4.1;57.2;7.4;25.7;45.0;15.7;11.1;19.5;20.4;7.1;23.6;15.5;14.8;10.7;5.8
237;Waarde;Onderwijsniveau: hbo, wo bachelor;2019;36.9;1.1;2.5;1.3;8.5;1.6;14.3;1.1;2.4;1.0;5.6;1.7;1.8;9.3;11.3;4.3;59.6;7.5;23.3;40.7;15.1;10.8;17.7;17.4;5.7;22.2;14.0;13.4;9.2;5.9
238;Waarde;Onderwijsniveau: wo, master, doctor;2012;41.9;1.2;3.3;1.4;9.5;1.1;16.5;1.3;2.1;1.4;4.2;2.0;2.1;9.0;12.6;3.5;64.2;7.4;29.1;51.4;17.6;10.9;23.3;23.4;6.5;28.5;21.1;19.4;13.2;4.7
239;Waarde;Onderwijsniveau: wo, master, doctor;2013;43.3;1.2;4.0;1.4;11.1;1.4;17.1;1.2;2.4;1.1;4.6;1.7;2.5;11.9;15.3;3.6;62.6;7.3;29.1;49.9;18.0;11.3;22.9;24.0;6.7;28.9;21.6;19.8;13.8;4.7
240;Waarde;Onderwijsniveau: wo, master, doctor;2014;40.3;1.1;3.5;1.3;10.0;1.3;15.4;1.1;2.1;1.2;5.0;1.6;1.8;10.7;13.0;4.6;63.0;7.4;27.3;47.7;16.9;10.1;22.3;22.0;6.7;26.3;19.8;18.5;12.9;4.8
241;Waarde;Onderwijsniveau: wo, master, doctor;2015;41.1;0.9;3.0;1.0;9.6;1.3;15.6;0.8;1.6;1.0;4.6;1.3;1.6;10.6;11.0;4.5;65.0;7.5;26.9;47.1;14.8;9.3;21.7;21.0;6.2;26.8;19.5;17.1;11.9;4.8
242;Waarde;Onderwijsniveau: wo, master, doctor;2016;40.8;1.0;3.1;1.0;8.5;1.4;13.6;0.9;1.7;0.7;4.4;1.3;1.5;9.5;10.4;4.8;64.8;7.6;26.1;45.7;15.3;9.7;20.5;20.0;5.6;28.0;19.3;15.5;10.6;4.9
243;Waarde;Onderwijsniveau: wo, master, doctor;2017;40.4;1.1;3.0;1.1;8.4;1.2;14.5;0.9;1.7;0.9;4.6;1.8;1.5;9.4;10.2;4.3;64.7;7.6;25.5;45.8;15.3;9.7;20.0;19.7;5.5;26.4;18.2;13.9;9.3;4.4
244;Waarde;Onderwijsniveau: wo, master, doctor;2019;37.7;1.0;2.7;1.1;7.2;1.5;13.1;1.0;2.0;0.9;4.1;1.8;1.5;9.4;9.9;4.3;64.3;7.6;24.1;42.8;15.3;10.0;17.7;18.0;4.6;25.1;16.5;12.7;7.9;4.7
245;Waarde;Seksuele geaardheid: homo's;2012;37.1;2.4;6.1;5.0;15.7;6.0;21.5;2.2;3.3;2.3;5.5;2.9;4.9;15.3;18.5;5.4;50.7;7.0;32.1;51.1;21.7;15.1;21.9;23.8;8.9;32.7;23.5;25.3;20.1;9.9
246;Waarde;Seksuele geaardheid: homo's;2013;37.9;1.5;5.6;3.3;11.7;5.4;22.0;2.6;2.8;2.3;6.0;2.7;4.0;15.5;13.8;5.5;55.0;7.1;32.1;52.6;22.7;16.9;22.6;21.8;8.1;32.2;23.7;24.4;17.8;8.2
247;Waarde;Seksuele geaardheid: homo's;2014;40.1;2.3;4.6;3.8;12.8;4.8;21.8;2.3;3.6;1.7;6.4;4.1;4.0;15.1;13.9;6.1;55.7;7.1;35.3;52.5;24.5;15.2;23.0;21.0;6.1;34.1;22.6;23.0;18.5;7.6
248;Waarde;Seksuele geaardheid: homo's;2015;37.6;1.3;4.5;3.5;11.6;5.5;19.8;2.2;3.2;2.5;6.1;2.8;3.6;11.7;13.8;6.7;54.5;7.2;35.4;48.3;22.6;15.5;24.8;24.3;8.4;32.5;21.6;20.6;19.2;8.4
249;Waarde;Seksuele geaardheid: homo's;2016;39.0;1.1;3.7;1.6;7.4;3.6;17.6;1.6;3.0;1.5;5.0;2.1;1.9;12.3;11.2;5.9;55.3;7.3;30.6;50.4;21.2;12.8;24.0;23.4;6.5;31.8;21.4;18.0;15.0;9.5
250;Waarde;Seksuele geaardheid: homo's;2017;36.3;1.8;3.0;2.7;9.0;4.6;15.7;1.9;1.5;1.5;6.1;2.4;2.3;12.4;12.1;5.2;54.1;7.4;32.0;48.9;20.5;14.2;18.5;20.2;6.5;26.3;17.7;17.6;14.6;7.7
251;Waarde;Seksuele geaardheid: homo's;2019;36.3;1.9;4.2;2.7;8.9;5.5;18.7;2.2;2.4;1.4;6.5;2.9;3.1;11.9;12.4;4.9;54.2;7.4;30.6;45.9;20.1;14.8;19.7;19.3;6.7;28.7;19.4;15.5;10.8;9.5
252;Waarde;Seksuele geaardheid: lesbiennes;2012;49.9;1.9;6.3;3.3;12.0;2.8;30.0;2.4;6.4;3.7;8.7;2.5;2.7;13.4;14.1;4.7;56.0;7.0;36.1;57.0;26.9;22.5;33.4;34.7;11.7;37.4;19.5;23.7;16.6;9.2
253;Waarde;Seksuele geaardheid: lesbiennes;2013;51.3;3.3;9.3;4.7;16.5;4.8;25.2;3.1;5.4;5.4;12.7;3.5;6.3;13.0;16.2;5.0;53.0;7.0;33.6;52.5;22.1;15.7;21.3;27.4;13.6;29.3;22.5;17.5;13.1;8.0
254;Waarde;Seksuele geaardheid: lesbiennes;2014;53.5;3.2;4.8;4.5;11.7;3.0;26.5;2.6;8.2;4.9;13.4;5.0;6.3;18.1;18.4;4.5;53.1;6.9;35.7;56.4;27.3;21.3;27.7;29.1;13.3;33.8;27.6;22.8;18.9;8.9
255;Waarde;Seksuele geaardheid: lesbiennes;2015;51.1;3.0;7.4;5.6;12.3;6.2;25.4;2.2;4.7;4.0;13.3;5.3;4.7;12.4;11.7;2.6;57.8;7.1;30.4;54.3;24.1;17.0;24.9;27.8;9.4;27.6;19.7;16.8;14.7;11.0
256;Waarde;Seksuele geaardheid: lesbiennes;2016;48.5;2.7;4.5;2.8;9.4;2.1;21.5;1.8;5.2;2.6;8.6;2.3;2.5;13.4;14.1;4.3;53.5;7.2;30.2;53.7;22.0;19.1;26.3;28.2;10.0;32.9;21.6;18.4;13.8;8.1
257;Waarde;Seksuele geaardheid: lesbiennes;2017;45.2;2.4;5.4;3.4;10.9;4.2;23.6;2.4;6.7;4.1;9.5;5.0;4.4;10.5;11.6;4.2;50.6;7.2;31.1;53.5;24.2;18.2;24.9;26.3;10.3;27.5;17.3;17.9;11.7;8.9
258;Waarde;Seksuele geaardheid: lesbiennes;2019;42.9;2.4;4.0;2.7;8.7;3.6;20.2;2.6;5.1;2.5;9.8;3.6;3.8;11.1;12.7;5.2;54.4;7.3;29.5;47.6;23.6;17.9;24.6;23.5;9.3;30.2;18.3;14.5;10.1;10.8
259;Waarde;Seksuele geaardheid: biseksuele mannen;2012;30.4;1.2;2.9;5.1;9.5;3.2;18.9;1.6;1.5;2.5;4.7;1.6;1.9;10.5;9.6;6.0;52.7;7.1;25.0;43.2;22.0;15.8;14.7;16.4;5.5;24.9;16.5;17.2;16.3;10.2
260;Waarde;Seksuele geaardheid: biseksuele mannen;2013;26.5;1.9;5.0;2.7;12.6;3.2;15.6;1.7;3.5;2.8;5.8;2.6;4.3;8.0;16.1;4.4;49.3;7.2;27.2;42.0;19.3;16.1;16.5;14.7;8.3;21.2;16.0;18.7;15.2;8.6
261;Waarde;Seksuele geaardheid: biseksuele mannen;2014;29.3;1.8;2.6;3.3;12.5;3.4;18.7;1.3;3.6;3.6;9.0;3.4;3.6;9.9;15.4;4.9;50.6;7.1;26.0;38.5;17.2;15.5;16.1;19.2;9.3;22.9;16.7;16.3;14.0;8.2
262;Waarde;Seksuele geaardheid: biseksuele mannen;2015;27.4;0.9;3.4;2.9;8.5;2.1;14.4;1.2;2.5;1.6;6.0;2.7;2.6;8.3;11.2;6.1;50.1;7.3;24.8;39.0;16.6;12.8;16.6;14.8;6.6;21.6;16.1;15.9;15.4;9.5
263;Waarde;Seksuele geaardheid: biseksuele mannen;2016;27.1;1.0;1.6;1.7;7.5;3.0;13.6;1.3;1.8;1.6;5.5;1.7;1.7;8.2;8.9;6.3;52.6;7.4;24.8;37.0;15.9;13.5;17.0;10.8;4.9;22.6;16.1;13.6;14.1;7.0
264;Waarde;Seksuele geaardheid: biseksuele mannen;2017;26.9;1.3;2.7;1.9;9.1;1.8;14.8;1.7;2.6;1.6;5.5;2.2;1.9;9.0;10.8;4.6;53.0;7.4;20.8;36.4;16.1;13.6;13.6;13.8;6.1;22.3;13.0;11.5;11.0;7.2
265;Waarde;Seksuele geaardheid: biseksuele mannen;2019;26.4;2.4;3.3;2.0;8.6;3.7;14.9;1.9;3.6;2.6;6.4;2.1;3.4;10.5;12.8;4.6;55.8;7.5;21.9;34.1;16.4;13.7;16.6;13.9;7.7;21.4;15.7;14.1;14.5;9.9
266;Waarde;Seksuele geaardheid: biseksuele vrouwen;2012;41.8;2.3;4.6;3.2;9.2;2.6;19.3;1.4;4.5;2.6;13.0;2.4;3.3;9.1;13.1;3.6;48.1;7.0;24.2;45.2;21.3;18.1;22.9;25.5;13.9;22.8;16.4;18.8;14.9;11.0
