ID;Beroepen;TypeInkomen;Perioden;AantalWerkzameArtsen_1;GemiddeldeWinst_2;GemiddeldJaarloonExclBijzBeloning_3;GemiddeldJaarloonInclBijzBeloning_4;GemiddeldJaarloonInclPerVTE_5;GemiddeldeDividendenAanmBelang_6;GemiddeldInkomenUitOverigeArbeid_7;GemiddeldGestandaardiseerdInkomen_8
498;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2017;1.3;;133.5;155.0;166.8;;;70.9
499;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2018;1.3;;135.6;157.0;;;;73.1
500;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2019;1.4;;137.8;160.1;;;;78.1
501;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2020;1.4;;142.7;166.1;;;;79.5
502;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2021;1.4;;145.0;167.8;;;;78.7
503;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2022;1.4;;147.4;170.6;;;;
504;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2011;0.0;;;;;;;
505;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2012;0.1;;;;;;;
506;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2013;0.1;;;;;;;
507;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2014;0.0;;;;;;;
508;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2015;0.0;;;;;;;
509;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2016;0.0;;;;;;;
510;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2017;0.0;;;;;;;
511;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2018;0.0;;;;;;;
512;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2019;0.0;;;;;;;
513;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2020;0.0;;;;;;;
514;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2021;0.0;;;;;;;
515;"Arts; kindergeneeskunde";Arts alleen zelfstandige (excl. DGA);2022;0.0;;;;;;;
516;"Arts; kindergeneeskunde";Arts DGA;2011;0.0;;;;;;;
517;"Arts; kindergeneeskunde";Arts DGA;2012;0.0;;;;;;;
518;"Arts; kindergeneeskunde";Arts DGA;2013;0.0;;;;;;;
519;"Arts; kindergeneeskunde";Arts DGA;2014;0.0;;;;;;;
520;"Arts; kindergeneeskunde";Arts DGA;2015;0.0;;;;;;;
521;"Arts; kindergeneeskunde";Arts DGA;2016;0.0;;;;;;;
522;"Arts; kindergeneeskunde";Arts DGA;2017;0.0;;;;;;;
523;"Arts; kindergeneeskunde";Arts DGA;2018;0.0;;;;;;;
524;"Arts; kindergeneeskunde";Arts DGA;2019;0.0;;;;;;;
525;"Arts; kindergeneeskunde";Arts DGA;2020;0.0;;;;;;;
526;"Arts; kindergeneeskunde";Arts DGA;2021;0.0;;;;;;;
527;"Arts; kindergeneeskunde";Arts DGA;2022;0.0;;;;;;;
528;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2011;0.1;;;;;;;
529;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2012;0.1;;;;;;;
530;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2013;0.1;;;;;;;
531;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2014;0.1;;;;;;;
532;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2015;0.1;;;;;;;
533;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2016;0.1;;;;;;;
534;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2017;0.1;;;;;;;
535;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2018;0.1;;;;;;;
536;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2019;0.1;;;;;;;
537;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2020;0.1;;;;;;;
538;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2021;0.1;;;;;;;
539;"Arts; kindergeneeskunde";Arts met overig of gecombineerd inkomen;2022;0.1;;;;;;;
540;"Arts; klinische genetica";Totaal;2011;0.1;0.0;94.6;115.6;131.1;0.0;0.0;54.5
541;"Arts; klinische genetica";Totaal;2012;0.1;0.0;97.5;120.7;135.3;0.0;0.1;57.4
542;"Arts; klinische genetica";Totaal;2013;0.1;0.0;96.7;122.9;139.0;0.0;-0.1;57.8
543;"Arts; klinische genetica";Totaal;2014;0.1;0.0;99.6;123.5;139.1;0.0;0.3;60.7
544;"Arts; klinische genetica";Totaal;2015;0.1;0.0;103.3;127.5;145.3;0.0;0.0;65.1
545;"Arts; klinische genetica";Totaal;2016;0.1;0.0;105.1;132.8;151.7;0.0;0.0;64.0
546;"Arts; klinische genetica";Totaal;2017;0.1;0.1;105.7;130.2;148.3;0.0;0.0;66.7
547;"Arts; klinische genetica";Totaal;2018;0.2;0.1;108.5;134.1;;0.0;0.0;66.4
548;"Arts; klinische genetica";Totaal;2019;0.2;0.0;113.1;139.2;;0.0;0.0;77.4
549;"Arts; klinische genetica";Totaal;2020;0.2;0.0;116.8;144.5;;0.0;0.0;80.4
550;"Arts; klinische genetica";Totaal;2021;0.2;0.1;117.3;149.2;;0.0;0.0;78.3
551;"Arts; klinische genetica";Totaal;2022;0.2;;119.0;146.4;;;;
552;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2011;0.1;;94.6;115.5;;;;54.7
553;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2012;0.1;;97.4;120.7;135.0;;;57.3
554;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2013;0.1;;96.8;123.0;139.1;;;57.8
555;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2014;0.1;;99.7;123.6;139.1;;;60.6
556;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2015;0.1;;103.2;127.5;145.3;;;65.1
557;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2016;0.1;;104.9;132.7;151.7;;;63.5
558;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2017;0.1;;105.6;130.1;148.3;;;66.7
559;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2018;0.2;;108.7;134.3;;;;66.3
560;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2019;0.2;;113.1;139.3;;;;77.4
561;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2020;0.2;;116.8;144.6;;;;80.5
562;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2021;0.2;;117.8;149.9;;;;78.4
563;"Arts; klinische genetica";Arts alleen werknemer (excl. DGA);2022;0.2;;119.0;146.4;;;;
564;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2011;0.0;;;;;;;
565;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2012;0.0;;;;;;;
566;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2013;0.0;;;;;;;
567;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2014;0.0;;;;;;;
568;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2015;0.0;;;;;;;
569;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2016;0.0;;;;;;;
570;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2017;0.0;;;;;;;
571;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2018;0.0;;;;;;;
572;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2019;0.0;;;;;;;
573;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2020;0.0;;;;;;;
574;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2021;0.0;;;;;;;
575;"Arts; klinische genetica";Arts alleen zelfstandige (excl. DGA);2022;0.0;;;;;;;
576;"Arts; klinische genetica";Arts DGA;2011;0.0;;;;;;;
577;"Arts; klinische genetica";Arts DGA;2012;0.0;;;;;;;
578;"Arts; klinische genetica";Arts DGA;2013;0.0;;;;;;;
579;"Arts; klinische genetica";Arts DGA;2014;0.0;;;;;;;
580;"Arts; klinische genetica";Arts DGA;2015;0.0;;;;;;;
581;"Arts; klinische genetica";Arts DGA;2016;0.0;;;;;;;
582;"Arts; klinische genetica";Arts DGA;2017;0.0;;;;;;;
583;"Arts; klinische genetica";Arts DGA;2018;0.0;;;;;;;
584;"Arts; klinische genetica";Arts DGA;2019;0.0;;;;;;;
585;"Arts; klinische genetica";Arts DGA;2020;0.0;;;;;;;
586;"Arts; klinische genetica";Arts DGA;2021;0.0;;;;;;;
587;"Arts; klinische genetica";Arts DGA;2022;0.0;;;;;;;
588;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
589;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
590;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
591;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
592;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
593;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
594;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
595;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
596;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
597;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
598;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
599;"Arts; klinische genetica";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
600;"Arts; klinische geriatrie";Totaal;2011;0.2;0.9;114.4;126.6;135.8;0.0;0.5;54.3
601;"Arts; klinische geriatrie";Totaal;2012;0.2;2.2;116.8;128.3;136.9;0.3;0.5;56.3
602;"Arts; klinische geriatrie";Totaal;2013;0.2;1.6;117.5;134.3;144.4;0.0;0.4;58.2
603;"Arts; klinische geriatrie";Totaal;2014;0.2;2.6;116.9;128.9;139.2;0.2;0.1;58.9
604;"Arts; klinische geriatrie";Totaal;2015;0.2;0.7;119.3;137.4;147.3;0.0;0.2;58.9
605;"Arts; klinische geriatrie";Totaal;2016;0.2;0.7;121.8;142.6;151.9;0.0;0.3;60.6
606;"Arts; klinische geriatrie";Totaal;2017;0.3;0.9;123.5;138.6;148.7;0.6;0.2;61.9
607;"Arts; klinische geriatrie";Totaal;2018;0.3;0.8;124.1;138.6;;0.1;0.1;59.9
608;"Arts; klinische geriatrie";Totaal;2019;0.3;1.0;124.5;138.7;;1.6;0.1;62.9
609;"Arts; klinische geriatrie";Totaal;2020;0.3;1.1;128.7;144.5;;0.7;0.2;66.4
610;"Arts; klinische geriatrie";Totaal;2021;0.4;0.7;127.2;142.3;;0.2;0.4;66.9
611;"Arts; klinische geriatrie";Totaal;2022;0.4;;127.5;142.5;;;;
612;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2011;0.2;;113.9;126.1;135.7;;;54.1
613;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2012;0.2;;116.3;127.9;136.9;;;55.4
614;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2013;0.2;;119.2;136.5;146.2;;;57.9
615;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2014;0.2;;119.3;131.6;140.9;;;58.6
616;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2015;0.2;;121.4;140.2;150.0;;;59.1
617;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2016;0.2;;122.4;143.6;152.9;;;60.7
618;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2017;0.3;;124.8;140.2;150.4;;;61.5
619;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2018;0.3;;125.2;140.3;;;;59.8
620;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2019;0.3;;126.5;141.1;;;;61.4
621;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2020;0.3;;130.0;146.3;;;;65.6
622;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2021;0.3;;128.3;143.6;;;;66.7
623;"Arts; klinische geriatrie";Arts alleen werknemer (excl. DGA);2022;0.3;;128.4;143.8;;;;
624;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2011;0.0;;;;;;;
625;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2012;0.0;;;;;;;
626;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2013;0.0;;;;;;;
627;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2014;0.0;;;;;;;
628;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2015;0.0;;;;;;;
629;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2016;0.0;;;;;;;
630;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2017;0.0;;;;;;;
631;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2018;0.0;;;;;;;
632;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2019;0.0;;;;;;;
633;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2020;0.0;;;;;;;
634;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2021;0.0;;;;;;;
635;"Arts; klinische geriatrie";Arts alleen zelfstandige (excl. DGA);2022;0.0;;;;;;;
636;"Arts; klinische geriatrie";Arts DGA;2011;0.0;;;;;;;
637;"Arts; klinische geriatrie";Arts DGA;2012;0.0;;;;;;;
638;"Arts; klinische geriatrie";Arts DGA;2013;0.0;;;;;;;
639;"Arts; klinische geriatrie";Arts DGA;2014;0.0;;;;;;;
640;"Arts; klinische geriatrie";Arts DGA;2015;0.0;;;;;;;
641;"Arts; klinische geriatrie";Arts DGA;2016;0.0;;;;;;;
642;"Arts; klinische geriatrie";Arts DGA;2017;0.0;;;;;;;
643;"Arts; klinische geriatrie";Arts DGA;2018;0.0;;;;;;;
644;"Arts; klinische geriatrie";Arts DGA;2019;0.0;;;;;;;
645;"Arts; klinische geriatrie";Arts DGA;2020;0.0;;;;;;;
646;"Arts; klinische geriatrie";Arts DGA;2021;0.0;;;;;;;
647;"Arts; klinische geriatrie";Arts DGA;2022;0.0;;;;;;;
648;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
649;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
650;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
651;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
652;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
653;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
654;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
655;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
656;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
657;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
658;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
659;"Arts; klinische geriatrie";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
660;"Arts; longziekten en tuberculose";Totaal;2011;0.5;103.3;65.3;74.6;80.0;4.5;0.6;77.1
661;"Arts; longziekten en tuberculose";Totaal;2012;0.5;91.4;65.6;74.4;78.7;7.1;0.6;75.2
662;"Arts; longziekten en tuberculose";Totaal;2013;0.5;89.0;67.0;80.3;83.8;0.9;0.6;75.5
663;"Arts; longziekten en tuberculose";Totaal;2014;0.5;87.2;69.1;78.5;83.7;8.4;0.7;77.8
664;"Arts; longziekten en tuberculose";Totaal;2015;0.6;34.5;101.1;112.8;120.2;1.2;0.9;68.3
665;"Arts; longziekten en tuberculose";Totaal;2016;0.6;31.9;101.0;115.9;122.9;4.0;0.7;68.7
666;"Arts; longziekten en tuberculose";Totaal;2017;0.6;29.4;102.8;115.8;123.9;5.4;0.5;72.4
667;"Arts; longziekten en tuberculose";Totaal;2018;0.6;22.1;108.3;120.2;;6.8;0.9;70.0
668;"Arts; longziekten en tuberculose";Totaal;2019;0.6;24.5;110.4;122.3;;24.7;0.9;83.4
669;"Arts; longziekten en tuberculose";Totaal;2020;0.7;21.6;115.7;129.0;;7.6;0.3;75.6
670;"Arts; longziekten en tuberculose";Totaal;2021;0.7;25.3;113.7;126.2;;6.9;0.3;78.4
671;"Arts; longziekten en tuberculose";Totaal;2022;0.7;;112.7;124.6;;;;
672;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2011;0.2;;124.5;144.0;151.3;;;60.0
673;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2012;0.2;;126.1;145.1;155.2;;;58.0
674;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2013;0.2;;126.7;147.3;156.0;;;63.0
675;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2014;0.2;;123.5;141.8;149.1;;;61.2
676;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2015;0.2;;128.4;149.8;157.6;;;62.0
677;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2016;0.2;;127.4;154.2;160.9;;;62.6
678;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2017;0.3;;128.4;148.9;157.5;;;66.0
679;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2018;0.3;;129.9;151.2;;;;64.9
680;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2019;0.3;;130.9;152.5;;;;69.0
681;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2020;0.3;;136.3;160.1;;;;71.2
682;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2021;0.3;;134.3;156.6;;;;73.4
683;"Arts; longziekten en tuberculose";Arts alleen werknemer (excl. DGA);2022;0.3;;137.9;159.8;;;;
684;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2011;0.2;212.1;;;;;;90.2
685;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2012;0.2;187.1;;;;;;84.2
686;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2013;0.2;186.1;;;;;;86.8
687;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2014;0.2;191.9;;;;;;87.9
688;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2015;0.1;;;;;;;86.1
689;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2016;0.1;;;;;;;79.4
690;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2017;0.1;;;;;;;84.1
691;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2018;0.1;;;;;;;
692;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2019;0.1;;;;;;;
693;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2020;0.1;;;;;;;
694;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2021;0.1;;;;;;;
695;"Arts; longziekten en tuberculose";Arts alleen zelfstandige (excl. DGA);2022;0.1;;;;;;;
696;"Arts; longziekten en tuberculose";Arts DGA;2011;0.0;;;;;;;
697;"Arts; longziekten en tuberculose";Arts DGA;2012;0.0;;;;;;;
698;"Arts; longziekten en tuberculose";Arts DGA;2013;0.0;;;;;;;
699;"Arts; longziekten en tuberculose";Arts DGA;2014;0.0;;;;;;;
700;"Arts; longziekten en tuberculose";Arts DGA;2015;0.2;1.1;115.4;118.5;125.1;4.0;;61.6
701;"Arts; longziekten en tuberculose";Arts DGA;2016;0.2;0.5;114.2;118.2;127.8;12.7;;67.5
702;"Arts; longziekten en tuberculose";Arts DGA;2017;0.2;0.0;114.5;120.3;128.6;17.8;;72.7
703;"Arts; longziekten en tuberculose";Arts DGA;2018;0.2;0.1;119.9;121.7;;19.0;;71.9
704;"Arts; longziekten en tuberculose";Arts DGA;2019;0.2;0.4;121.8;123.2;;75.1;;102.9
705;"Arts; longziekten en tuberculose";Arts DGA;2020;0.2;0.5;122.4;123.6;;21.8;;75.9
706;"Arts; longziekten en tuberculose";Arts DGA;2021;0.2;1.8;120.1;121.6;;19.8;;78.2
707;"Arts; longziekten en tuberculose";Arts DGA;2022;0.2;;121.2;123.0;;;;
708;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
709;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
710;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
711;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
712;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
713;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
714;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
715;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
716;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
717;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
718;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
719;"Arts; longziekten en tuberculose";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
720;"Arts; maag- darm- leverziekten";Totaal;2011;0.3;133.2;60.3;71.2;79.5;4.4;0.8;87.7
721;"Arts; maag- darm- leverziekten";Totaal;2012;0.3;117.8;59.4;70.7;77.6;6.3;1.1;83.0
722;"Arts; maag- darm- leverziekten";Totaal;2013;0.4;109.7;59.6;73.9;79.9;2.6;0.5;80.7
723;"Arts; maag- darm- leverziekten";Totaal;2014;0.4;114.2;60.4;71.3;77.8;15.5;0.6;93.3
724;"Arts; maag- darm- leverziekten";Totaal;2015;0.4;43.9;102.7;115.2;121.1;0.9;1.0;74.5
725;"Arts; maag- darm- leverziekten";Totaal;2016;0.5;40.8;103.9;119.2;126.4;5.1;0.9;73.8
726;"Arts; maag- darm- leverziekten";Totaal;2017;0.5;38.3;103.7;115.4;122.2;7.6;0.5;76.1
727;"Arts; maag- darm- leverziekten";Totaal;2018;0.5;30.6;109.8;121.9;;11.5;1.3;77.4
728;"Arts; maag- darm- leverziekten";Totaal;2019;0.5;31.0;111.5;123.1;;39.1;1.2;94.8
729;"Arts; maag- darm- leverziekten";Totaal;2020;0.6;31.5;112.3;125.2;;12.9;1.2;83.1
730;"Arts; maag- darm- leverziekten";Totaal;2021;0.6;34.1;109.9;124.9;;11.4;1.1;90.1
731;"Arts; maag- darm- leverziekten";Totaal;2022;0.6;;109.8;121.8;;;;
732;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2011;0.1;;;;;;;
733;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2012;0.1;;;;;;;
734;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2013;0.1;;131.9;161.2;172.4;;;71.2
735;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2014;0.1;;133.8;157.8;164.9;;;78.1
736;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2015;0.1;;142.3;169.1;176.3;;;75.9
737;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2016;0.2;;140.1;173.5;183.2;;;74.5
738;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2017;0.2;;138.1;164.0;171.6;;;73.4
739;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2018;0.2;;141.3;168.5;;;;73.5
740;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2019;0.2;;140.3;166.3;;;;77.0
741;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2020;0.2;;146.0;175.0;;;;80.1
742;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2021;0.2;;138.5;165.6;;;;93.3
743;"Arts; maag- darm- leverziekten";Arts alleen werknemer (excl. DGA);2022;0.2;;139.0;165.3;;;;
744;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2011;0.2;237.4;;;;;;97.7
745;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2012;0.2;208.6;;;;;;89.3
746;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2013;0.2;201.6;;;;;;86.5
747;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2014;0.2;209.6;;;;;;94.2
748;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2015;0.1;;;;;;;
749;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2016;0.1;;;;;;;
750;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2017;0.1;;;;;;;
751;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2018;0.1;;;;;;;
752;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2019;0.1;;;;;;;
753;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2020;0.1;;;;;;;
754;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2021;0.1;178.9;;;;;;96.5
755;"Arts; maag- darm- leverziekten";Arts alleen zelfstandige (excl. DGA);2022;0.1;;;;;;;
756;"Arts; maag- darm- leverziekten";Arts DGA;2011;0.0;;;;;;;
757;"Arts; maag- darm- leverziekten";Arts DGA;2012;0.0;;;;;;;
758;"Arts; maag- darm- leverziekten";Arts DGA;2013;0.0;;;;;;;
759;"Arts; maag- darm- leverziekten";Arts DGA;2014;0.0;;;;;;;
760;"Arts; maag- darm- leverziekten";Arts DGA;2015;0.2;1.0;113.6;117.6;121.4;2.4;;57.8
761;"Arts; maag- darm- leverziekten";Arts DGA;2016;0.2;0.2;115.3;119.4;125.3;12.6;;60.2
762;"Arts; maag- darm- leverziekten";Arts DGA;2017;0.2;0.0;117.5;120.5;126.0;18.5;;69.9
763;"Arts; maag- darm- leverziekten";Arts DGA;2018;0.2;0.0;122.8;125.8;;27.3;;73.8
764;"Arts; maag- darm- leverziekten";Arts DGA;2019;0.2;0.0;126.8;128.8;;92.5;;107.6
765;"Arts; maag- darm- leverziekten";Arts DGA;2020;0.2;0.0;125.3;128.5;;30.2;;79.1
766;"Arts; maag- darm- leverziekten";Arts DGA;2021;0.2;0.1;126.5;130.0;;27.3;;81.0
767;"Arts; maag- darm- leverziekten";Arts DGA;2022;0.3;;125.1;126.8;;;;
768;"Arts; maag- darm- leverziekten";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
