ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
4738;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 april;649;1832
4739;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 mei;813;2471
4740;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 juni;696;2019
4741;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 2e kwartaal;2158;6322
4742;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 juli;780;2897
4743;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 augustus;845;3279
4744;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 september;625;1820
4745;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 3e kwartaal;2250;7995
4746;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 oktober;703;1971
4747;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 november;531;1278
4748;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 december;521;1303
4749;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015 4e kwartaal;1756;4552
4750;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2015;7457;22013
4751;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 januari;387;974
4752;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 februari;465;1163
4753;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 maart;524;1331
4754;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 1e kwartaal;1376;3467
4755;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 april;671;1838
4756;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 mei;821;2417
4757;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 juni;682;1949
4758;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 2e kwartaal;2174;6204
4759;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 juli;791;2859
4760;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 augustus;879;3569
4761;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 september;704;2035
4762;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 3e kwartaal;2374;8463
4763;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 oktober;739;2045
4764;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 november;529;1250
4765;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 december;502;1228
4766;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016 4e kwartaal;1769;4523
4767;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2016;7693;22656
4768;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 januari;463;1093
4769;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 februari;438;1016
4770;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 maart;547;1246
4771;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 1e kwartaal;1447;3355
4772;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 april;778;2082
4773;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 mei;816;2264
4774;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 juni;795;2168
4775;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 2e kwartaal;2389;6514
4776;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 juli;809;2661
4777;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 augustus;858;3186
4778;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 september;721;2000
4779;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 3e kwartaal;2388;7848
4780;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 oktober;736;1882
4781;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 november;559;1294
4782;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 december;561;1270
4783;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017 4e kwartaal;1856;4446
4784;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2017;8081;22162
4785;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 januari;486;1138
4786;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 februari;489;1116
4787;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 maart;633;1495
4788;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 1e kwartaal;1608;3749
4789;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 april;757;1882
4790;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 mei;837;2319
4791;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 juni;764;2044
4792;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 2e kwartaal;2358;6245
4793;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 juli;823;2663
4794;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 augustus;931;3354
4795;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 september;753;2039
4796;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 3e kwartaal;2507;8056
4797;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 oktober;774;2011
4798;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 november;602;1393
4799;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 december;595;1342
4800;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018 4e kwartaal;1972;4747
4801;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2018;8445;22797
4802;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 januari;516;1237
4803;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 februari;525;1216
4804;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 maart;705;1644
4805;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 1e kwartaal;1745;4097
4806;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 april;922;2506
4807;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 mei;887;2299
4808;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 juni;1041;3011
4809;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 2e kwartaal;2849;7817
4810;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 juli;1023;3435
4811;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 augustus;1137;4276
4812;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 september;897;2472
4813;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 3e kwartaal;3057;10183
4814;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 oktober;905;2381
4815;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 november;713;1663
4816;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 december;689;1602
4817;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019 4e kwartaal;2307;5647
4818;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2019;9958;27744
4819;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 januari;593;1372
4820;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 februari;618;1484
4821;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 maart;303;774
4822;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 1e kwartaal;1514;3631
4823;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 april;69;248
4824;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 mei;195;572
4825;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 juni;543;1641
4826;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 2e kwartaal;807;2461
4827;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 juli;1056;3794
4828;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 augustus;1158;4525
4829;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 september;855;2653
4830;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 3e kwartaal;3069;10971
4831;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 oktober;607;1830
4832;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 november;325;806
4833;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 december;303;797
4834;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020 4e kwartaal;1235;3433
4835;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2020;6625;20496
4836;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 januari;159;482
4837;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 februari;254;725
4838;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 maart;233;631
4839;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 1e kwartaal;646;1838
4840;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 april;380;1099
4841;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 mei;701;2347
4842;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 juni;720;2260
4843;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 2e kwartaal;1801;5706
4844;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 juli;882;3236
4845;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 augustus;1026;4083
4846;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 september;816;2449
4847;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 3e kwartaal;2723;9768
4848;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 oktober;819;2203
4849;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 november;602;1520
4850;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 december;338;926
4851;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021 4e kwartaal;1759;4649
4852;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2021;6930;21961
4853;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 januari;255;709
4854;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 februari;441;1036
4855;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 maart;608;1442
4856;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 1e kwartaal;1304;3187
4857;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 april;864;2246
4858;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 mei;983;2681
4859;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 juni;946;2666
4860;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 2e kwartaal;2793;7593
4861;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 juli;1052;3453
4862;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 augustus;1063;3987
4863;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 september;894;2538
4864;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 3e kwartaal;3008;9978
4865;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 oktober;943;2485
4866;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 november;698;1618
4867;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 december;667;1511
4868;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022 4e kwartaal;2307;5614
4869;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2022;9412;26372
4870;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 januari;533;1346
4871;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 februari;561;1318
4872;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 maart;648;1604
4873;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 1e kwartaal;1742;4268
4874;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 april;874;2328
4875;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 mei;988;2919
4876;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 juni;880;2542
4877;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 2e kwartaal;2742;7789
4878;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 juli;975;3503
4879;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 augustus;1002;3954
4880;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 september;833;2454
4881;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 3e kwartaal;2810;9911
4882;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 oktober;873;2505
4883;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 november;640;1555
4884;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 december;665;1549
4885;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023 4e kwartaal;2179;5609
4886;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2023;9472;27577
4887;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 januari;588;1433
4888;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 februari;580;1443
4889;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 maart;690;1710
4890;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 1e kwartaal;1857;4586
4891;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 april;850;2159
4892;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 mei;1050;3072
4893;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 juni;953;2672
4894;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 2e kwartaal;2852;7902
4895;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 juli;1029;3748
4896;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 augustus;1120;4181
4897;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 september;939;2680
4898;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 3e kwartaal;3092;10599
4899;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 oktober;872;2378
4900;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 november;670;1575
4901;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 december;730;1637
4902;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024 4e kwartaal;2272;5590
4903;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2024;10077;28678
4904;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2025 januari;571;1333
4905;Totaal logiesaccommodaties;Totaal landen;Bos en Heide Zuid-Nederland (TG);2025 februari;551;1319
4906;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 januari;674;1144
4907;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 februari;691;1163
4908;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 maart;823;1423
4909;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 1e kwartaal;2188;3730
4910;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 april;1003;1879
4911;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 mei;1041;1903
4912;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 juni;1000;1810
4913;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 2e kwartaal;3044;5592
4914;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 juli;1039;2028
4915;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 augustus;1068;2146
4916;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 september;991;1740
4917;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 3e kwartaal;3098;5913
4918;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 oktober;966;1687
4919;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 november;859;1425
4920;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 december;736;1271
4921;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012 4e kwartaal;2562;4382
4922;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2012;10892;19617
4923;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 januari;711;1216
4924;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 februari;681;1158
4925;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 maart;875;1534
4926;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 1e kwartaal;2267;3908
4927;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 april;995;1812
4928;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 mei;1108;2047
4929;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 juni;1025;1807
4930;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 2e kwartaal;3128;5666
4931;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 juli;1091;2107
4932;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 augustus;1139;2319
4933;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 september;1023;1805
4934;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 3e kwartaal;3253;6232
4935;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 oktober;1003;1796
4936;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 november;899;1524
4937;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 december;771;1358
4938;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013 4e kwartaal;2672;4679
4939;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2013;11320;20485
4940;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 januari;789;1329
4941;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 februari;801;1350
4942;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 maart;957;1660
4943;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 1e kwartaal;2546;4339
4944;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 april;1108;2041
4945;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 mei;1174;2142
4946;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 juni;1150;2128
4947;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 2e kwartaal;3432;6311
4948;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 juli;1172;2309
4949;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 augustus;1253;2505
4950;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 september;1118;2029
4951;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 3e kwartaal;3543;6842
4952;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 oktober;1109;1985
4953;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 november;967;1675
4954;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 december;864;1542
4955;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014 4e kwartaal;2939;5203
4956;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2014;12461;22695
4957;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 januari;822;1436
4958;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 februari;852;1481
4959;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 maart;968;1684
4960;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 1e kwartaal;2642;4601
4961;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 april;1163;2150
4962;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 mei;1225;2270
4963;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 juni;1190;2147
4964;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 2e kwartaal;3578;6567
4965;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 juli;1268;2518
4966;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 augustus;1308;2662
4967;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 september;1157;2057
4968;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 3e kwartaal;3734;7236
4969;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 oktober;1162;2057
4970;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 november;1022;1747
4971;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 december;915;1613
4972;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015 4e kwartaal;3099;5417
4973;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2015;13052;23821
4974;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 januari;945;1647
4975;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 februari;968;1694
4976;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 maart;1118;2014
4977;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 1e kwartaal;3030;5355
4978;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 april;1205;2185
4979;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 mei;1315;2428
4980;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 juni;1225;2244
4981;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 2e kwartaal;3745;6856
4982;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 juli;1298;2585
4983;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 augustus;1331;2774
4984;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 september;1209;2233
4985;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 3e kwartaal;3838;7593
4986;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 oktober;1232;2255
4987;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 november;1084;1870
4988;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 december;1014;1796
4989;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016 4e kwartaal;3330;5922
4990;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2016;13944;25725
4991;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 januari;1058;1845
4992;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 februari;1047;1845
4993;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 maart;1253;2162
4994;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 1e kwartaal;3358;5852
4995;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 april;1434;2680
4996;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 mei;1451;2642
4997;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 juni;1451;2649
4998;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 2e kwartaal;4336;7971
4999;Totaal logiesaccommodaties;Totaal landen;Overig Nederland (TG);2017 juli;1535;2993
