ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
5025;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2014 oktober;36600;20960;590;1260;2820;10970
5026;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2014 november;36570;20840;580;1270;2850;11040
5027;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2014 december;36550;20700;570;1270;2880;11130
5028;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 januari;36690;20670;570;1280;2960;11210
5029;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 februari;36660;20550;570;1270;3020;11250
5030;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 maart;36640;20420;560;1280;3100;11290
5031;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 april;36520;20210;560;1280;3160;11320
5032;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 mei;36480;20090;550;1280;3210;11360
5033;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 juni;36440;19950;540;1280;3270;11400
5034;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 juli;36360;19800;540;1280;3320;11420
5035;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 augustus;36280;19640;530;1270;3370;11460
5036;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 september;36280;19520;530;1270;3420;11540
5037;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 oktober;36200;19310;520;1270;3450;11650
5038;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 november;36190;19210;520;1270;3480;11720
5039;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;3;2015 december;35880;18910;500;1260;3470;11740
5040;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 januari;12030;6630;330;3300;730;1040
5041;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 februari;12020;6580;320;3300;750;1070
5042;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 maart;12040;6560;320;3300;770;1100
5043;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 april;12050;6510;310;3300;790;1140
5044;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 mei;12090;6490;310;3310;810;1160
5045;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 juni;12100;6460;310;3320;830;1190
5046;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 juli;12620;6470;320;3770;850;1210
5047;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 augustus;12650;6440;310;3770;870;1260
5048;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 september;12670;6410;310;3780;890;1280
5049;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 oktober;12710;6390;310;3800;910;1300
5050;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 november;12750;6360;310;3820;940;1330
5051;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2010 december;12780;6320;300;3840;960;1360
5052;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 januari;12840;6290;300;3870;1010;1370
5053;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 februari;12880;6260;300;3890;1030;1410
5054;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 maart;12900;6220;300;3910;1050;1430
5055;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 april;12940;6200;300;3920;1070;1450
5056;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 mei;12980;6170;290;3930;1100;1490
5057;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 juni;13000;6140;290;3940;1110;1510
5058;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 juli;13030;6100;280;3960;1140;1550
5059;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 augustus;13060;6080;280;3970;1150;1570
5060;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 september;13090;6050;270;3980;1170;1600
5061;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 oktober;13130;6030;270;3990;1200;1640
5062;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 november;13150;6000;270;4010;1210;1670
5063;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2011 december;13170;5960;260;4020;1220;1700
5064;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 januari;13210;5920;260;4050;1250;1730
5065;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 februari;13220;5890;260;4050;1270;1760
5066;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 maart;13250;5850;260;4060;1300;1780
5067;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 april;13270;5820;250;4080;1320;1810
5068;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 mei;13310;5790;250;4090;1340;1840
5069;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 juni;13320;5790;250;4100;1340;1840
5070;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 juli;13330;5740;250;4120;1360;1870
5071;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 augustus;13360;5710;250;4140;1380;1880
5072;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 september;13380;5680;250;4150;1400;1910
5073;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 oktober;13420;5650;240;4180;1410;1940
5074;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 november;13480;5630;240;4190;1440;1970
5075;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2012 december;13490;5600;240;4210;1450;1990
5076;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 januari;13560;5590;240;4230;1480;2020
5077;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 februari;13580;5550;240;4250;1500;2050
5078;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 maart;13610;5530;230;4270;1520;2070
5079;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 april;13630;5490;230;4280;1550;2080
5080;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 mei;13660;5460;230;4300;1570;2100
5081;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 juni;13720;5420;230;4330;1620;2130
5082;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 juli;13750;5380;230;4360;1640;2150
5083;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 augustus;13770;5350;220;4370;1660;2180
5084;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 september;13840;5320;220;4380;1700;2210
5085;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 oktober;13880;5300;220;4410;1720;2230
5086;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 november;13910;5270;220;4430;1750;2250
5087;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2013 december;13950;5230;220;4450;1770;2280
5088;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 januari;14040;5230;220;4470;1810;2320
5089;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 februari;14050;5200;220;4480;1830;2320
5090;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 maart;14060;5170;220;4500;1850;2330
5091;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 april;14110;5140;210;4520;1880;2360
5092;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 mei;14140;5120;210;4530;1910;2380
5093;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 juni;14190;5090;210;4550;1940;2400
5094;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 juli;14190;5060;210;4560;1960;2410
5095;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 augustus;14230;5030;210;4560;1990;2430
5096;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 september;14250;5000;210;4590;2010;2450
5097;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 oktober;14290;4970;200;4610;2040;2470
5098;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 november;14330;4940;200;4620;2060;2500
5099;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2014 december;14350;4910;200;4650;2080;2510
5100;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 januari;14430;4910;200;4660;2130;2540
5101;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 februari;14450;4880;200;4650;2160;2560
5102;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 maart;14470;4840;200;4650;2200;2570
5103;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 april;14460;4810;190;4650;2220;2590
5104;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 mei;14460;4780;190;4640;2230;2620
5105;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 juni;14470;4750;190;4640;2250;2630
5106;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 juli;14470;4730;180;4630;2280;2650
5107;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 augustus;14500;4710;180;4630;2320;2660
5108;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 september;14490;4680;180;4620;2350;2660
5109;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 oktober;14510;4640;180;4620;2380;2700
5110;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 november;14520;4620;180;4610;2400;2710
5111;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;4;2015 december;14390;4550;170;4560;2400;2710
5112;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 januari;8470;5830;330;300;810;1200
5113;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 februari;8470;5780;320;300;840;1230
5114;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 maart;8460;5730;320;300;870;1250
5115;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 april;8460;5680;320;300;890;1280
5116;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 mei;8460;5640;310;300;910;1300
5117;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 juni;8470;5590;310;300;940;1330
5118;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 juli;8390;5410;310;350;960;1360
5119;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 augustus;8370;5370;300;360;980;1370
5120;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 september;8390;5330;300;360;1000;1400
5121;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 oktober;8400;5300;290;360;1020;1430
5122;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 november;8410;5250;290;370;1050;1460
5123;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2010 december;8410;5190;290;370;1060;1500
5124;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 januari;8400;5150;290;370;1090;1510
5125;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 februari;8410;5100;280;380;1110;1540
5126;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 maart;8430;5060;280;380;1140;1580
5127;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 april;8440;5010;270;380;1160;1610
5128;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 mei;8420;4970;270;390;1190;1610
5129;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 juni;8400;4910;260;390;1210;1630
5130;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 juli;8400;4870;260;400;1220;1650
5131;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 augustus;8380;4830;260;400;1240;1650
5132;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 september;8360;4780;250;400;1260;1670
5133;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 oktober;8370;4730;250;410;1280;1700
5134;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 november;8350;4690;240;410;1300;1700
5135;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2011 december;8220;4660;240;410;1250;1670
5136;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 januari;8240;4620;240;410;1270;1700
5137;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 februari;8230;4580;240;410;1290;1720
5138;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 maart;8230;4530;230;420;1320;1730
5139;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 april;8200;4490;230;420;1320;1740
5140;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 mei;8200;4460;230;420;1350;1750
5141;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 juni;8200;4450;230;420;1350;1750
5142;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 juli;8190;4410;230;420;1370;1770
5143;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 augustus;8170;4360;220;430;1380;1800
5144;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 september;8180;4320;220;430;1400;1820
5145;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 oktober;8170;4270;220;430;1430;1830
5146;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 november;8170;4230;220;430;1450;1850
5147;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2012 december;8170;4190;210;430;1460;1880
5148;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 januari;8230;4190;210;430;1490;1910
5149;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 februari;8230;4150;210;440;1500;1940
5150;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 maart;8220;4100;210;440;1510;1960
5151;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 april;8210;4060;200;440;1530;1970
5152;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 mei;8200;4020;200;440;1560;1980
5153;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 juni;8190;3980;200;450;1570;2000
5154;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 juli;8170;3930;190;450;1590;2020
5155;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 augustus;8160;3880;190;450;1610;2030
5156;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 september;8170;3850;190;450;1640;2050
5157;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 oktober;8170;3820;180;450;1650;2070
5158;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 november;8160;3770;170;460;1680;2080
5159;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2013 december;8150;3740;170;460;1690;2090
5160;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 januari;8190;3730;170;470;1710;2100
5161;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 februari;8190;3710;170;470;1740;2110
5162;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 maart;8190;3670;160;470;1750;2130
5163;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 april;8190;3640;160;480;1770;2140
5164;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 mei;8180;3600;160;480;1800;2150
5165;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 juni;8170;3560;160;490;1820;2150
5166;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 juli;8140;3530;150;490;1830;2140
5167;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 augustus;8170;3500;150;490;1850;2170
5168;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 september;8140;3460;150;500;1860;2180
5169;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 oktober;8150;3420;150;500;1880;2200
5170;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 november;8140;3400;150;500;1890;2200
5171;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2014 december;8160;3380;140;510;1910;2230
5172;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 januari;8220;3370;140;510;1950;2240
5173;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 februari;8200;3330;140;510;1970;2240
5174;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 maart;8180;3300;140;510;2010;2230
5175;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 april;8170;3250;140;510;2020;2260
5176;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 mei;8160;3230;130;510;2030;2260
5177;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 juni;8140;3190;130;510;2050;2260
5178;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 juli;8130;3170;130;510;2080;2240
5179;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 augustus;8120;3140;130;510;2100;2240
5180;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 september;8110;3110;130;500;2120;2250
5181;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 oktober;8090;3070;130;500;2130;2260
5182;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 november;8070;3050;130;500;2120;2270
5183;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;5;2015 december;7990;2980;130;490;2120;2270
5184;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 januari;3070;2320;70;120;240;310
5185;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 februari;3070;2310;70;120;250;330
5186;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 maart;3060;2290;70;120;260;330
5187;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 april;3060;2270;70;120;260;350
5188;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 mei;3060;2260;60;120;260;360
5189;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 juni;3050;2230;60;120;270;370
5190;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 juli;3200;2340;60;140;280;380
5191;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 augustus;3200;2320;60;140;300;380
5192;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 september;3220;2320;60;140;310;390
5193;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 oktober;3210;2300;60;140;310;390
5194;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 november;3220;2290;60;140;320;410
5195;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2010 december;3210;2270;60;140;330;420
5196;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 januari;3210;2250;60;140;330;430
5197;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 februari;3210;2240;60;140;340;430
5198;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 maart;3190;2220;60;140;340;430
5199;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 april;3200;2210;60;150;350;440
5200;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 mei;3190;2200;60;150;350;450
5201;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon;Totaal mate van arbeidsongeschiktheid;6;2011 juni;3180;2170;60;150;360;450
