ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
3479;Vervoermiddelen en onderdelen;2009 1e kwartaal;133.9;-16.9;;112.8;-16.9;-0.1
3480;Vervoermiddelen en onderdelen;2009 april;113.9;-12.7;;106.5;-13.1;-0.4
3481;Vervoermiddelen en onderdelen;2009 mei;111.8;-17.3;;103.8;-17.1;0.2
3482;Vervoermiddelen en onderdelen;2009 juni;126.4;-7.0;;119.3;-7.1;-0.2
3483;Vervoermiddelen en onderdelen;2009 2e kwartaal;117.3;-12.3;;109.9;-12.4;-0.1
3484;Vervoermiddelen en onderdelen;2009 juli;132.4;-8.2;;116.0;-7.3;1.0
3485;Vervoermiddelen en onderdelen;2009 augustus;110.4;-13.3;;97.8;-12.3;1.1
3486;Vervoermiddelen en onderdelen;2009 september;127.6;2.9;;113.5;3.8;0.8
3487;Vervoermiddelen en onderdelen;2009 3e kwartaal;123.5;-6.3;;109.1;-5.4;1.0
3488;Vervoermiddelen en onderdelen;2009 oktober;128.7;0.1;;126.5;0.2;0.1
3489;Vervoermiddelen en onderdelen;2009 november;108.0;6.3;;107.7;6.8;0.4
3490;Vervoermiddelen en onderdelen;2009 december;57.4;-8.6;;50.3;-6.3;2.6
3491;Vervoermiddelen en onderdelen;2009 4e kwartaal;98.0;0.4;;94.8;1.3;0.9
3492;Vervoermiddelen en onderdelen;2010 januari;161.1;2.1;;141.3;3.8;1.7
3493;Vervoermiddelen en onderdelen;2010 februari;109.6;-2.2;;93.3;-0.2;2.1
3494;Vervoermiddelen en onderdelen;2010 maart;149.0;13.2;;125.9;15.8;2.3
3495;Vervoermiddelen en onderdelen;2010 1e kwartaal;139.9;4.5;;120.2;6.6;2.0
3496;Vervoermiddelen en onderdelen;2010 april;121.4;6.6;;115.8;8.8;2.0
3497;Vervoermiddelen en onderdelen;2010 mei;113.2;1.3;;107.4;3.5;2.1
3498;Vervoermiddelen en onderdelen;2010 juni;138.9;9.9;;134.2;12.5;2.4
3499;Vervoermiddelen en onderdelen;2010 2e kwartaal;124.5;6.1;;119.1;8.4;2.2
3500;Vervoermiddelen en onderdelen;2010 juli;127.5;-3.7;;113.0;-2.6;1.2
3501;Vervoermiddelen en onderdelen;2010 augustus;118.5;7.3;;105.7;8.2;0.8
3502;Vervoermiddelen en onderdelen;2010 september;136.5;7.0;;121.9;7.4;0.4
3503;Vervoermiddelen en onderdelen;2010 3e kwartaal;127.5;3.3;;113.5;4.1;0.8
3504;Vervoermiddelen en onderdelen;2010 oktober;132.4;2.8;;132.6;4.8;2.0
3505;Vervoermiddelen en onderdelen;2010 november;114.8;6.3;;116.7;8.4;2.0
3506;Vervoermiddelen en onderdelen;2010 december;63.5;10.6;;57.2;13.6;2.8
3507;Vervoermiddelen en onderdelen;2010 4e kwartaal;103.5;5.6;;102.2;7.7;2.0
3508;Vervoermiddelen en onderdelen;2011 januari;181.0;12.3;;155.0;9.7;-2.3
3509;Vervoermiddelen en onderdelen;2011 februari;121.2;10.6;;102.8;10.1;-0.4
3510;Vervoermiddelen en onderdelen;2011 maart;150.5;1.0;;126.7;0.7;-0.3
3511;Vervoermiddelen en onderdelen;2011 1e kwartaal;150.9;7.8;;128.2;6.7;-1.1
3512;Vervoermiddelen en onderdelen;2011 april;123.5;1.7;;119.8;3.4;1.7
3513;Vervoermiddelen en onderdelen;2011 mei;128.7;13.7;;125.2;16.5;2.5
3514;Vervoermiddelen en onderdelen;2011 juni;130.5;-6.1;;124.6;-7.2;-1.2
3515;Vervoermiddelen en onderdelen;2011 2e kwartaal;127.5;2.4;;123.2;3.4;0.9
3516;Vervoermiddelen en onderdelen;2011 juli;121.2;-5.0;;106.7;-5.6;-0.6
3517;Vervoermiddelen en onderdelen;2011 augustus;108.7;-8.3;;99.1;-6.3;2.2
3518;Vervoermiddelen en onderdelen;2011 september;122.0;-10.6;;108.4;-11.0;-0.5
3519;Vervoermiddelen en onderdelen;2011 3e kwartaal;117.3;-8.0;;104.8;-7.7;0.3
3520;Vervoermiddelen en onderdelen;2011 oktober;113.6;-14.2;;116.1;-12.4;2.1
3521;Vervoermiddelen en onderdelen;2011 november;108.3;-5.6;;112.4;-3.7;2.1
3522;Vervoermiddelen en onderdelen;2011 december;69.7;9.8;;63.9;11.7;1.8
3523;Vervoermiddelen en onderdelen;2011 4e kwartaal;97.2;-6.1;;97.5;-4.6;1.6
3524;Vervoermiddelen en onderdelen;2012 januari;151.4;-16.3;;131.5;-15.2;1.3
3525;Vervoermiddelen en onderdelen;2012 februari;100.5;-17.1;;85.1;-17.2;-0.2
3526;Vervoermiddelen en onderdelen;2012 maart;136.2;-9.5;;114.9;-9.4;0.2
3527;Vervoermiddelen en onderdelen;2012 1e kwartaal;129.4;-14.3;;110.5;-13.8;0.5
3528;Vervoermiddelen en onderdelen;2012 april;99.6;-19.4;;99.4;-17.0;2.9
3529;Vervoermiddelen en onderdelen;2012 mei;109.7;-14.8;;106.8;-14.7;0.1
3530;Vervoermiddelen en onderdelen;2012 juni;139.1;6.6;;132.7;6.5;-0.1
3531;Vervoermiddelen en onderdelen;2012 2e kwartaal;116.1;-9.0;;113.0;-8.3;0.7
3532;Vervoermiddelen en onderdelen;2012 juli;93.7;-22.7;;86.1;-19.3;4.3
3533;Vervoermiddelen en onderdelen;2012 augustus;96.2;-11.5;;86.9;-12.3;-0.9
3534;Vervoermiddelen en onderdelen;2012 september;102.3;-16.1;;91.3;-15.8;0.4
3535;Vervoermiddelen en onderdelen;2012 3e kwartaal;97.4;-17.0;;88.1;-15.9;1.3
3536;Vervoermiddelen en onderdelen;2012 oktober;77.5;-31.8;;82.2;-29.2;3.7
3537;Vervoermiddelen en onderdelen;2012 november;79.8;-26.4;;84.7;-24.7;2.3
3538;Vervoermiddelen en onderdelen;2012 december;55.1;-20.9;;56.7;-11.3;12.1
3539;Vervoermiddelen en onderdelen;2012 4e kwartaal;70.8;-27.2;;74.5;-23.6;5.0
3540;Vervoermiddelen en onderdelen;2013 januari;119.3;-21.2;;111.1;-15.5;7.2
3541;Vervoermiddelen en onderdelen;2013 februari;81.1;-19.3;;73.6;-13.5;7.2
3542;Vervoermiddelen en onderdelen;2013 maart;104.5;-23.2;;97.3;-15.3;10.4
3543;Vervoermiddelen en onderdelen;2013 1e kwartaal;101.7;-21.4;;94.0;-14.9;8.3
3544;Vervoermiddelen en onderdelen;2013 april;85.5;-14.2;;87.0;-12.4;2.0
3545;Vervoermiddelen en onderdelen;2013 mei;85.5;-22.0;;86.0;-19.5;3.2
3546;Vervoermiddelen en onderdelen;2013 juni;95.7;-31.2;;97.2;-26.8;6.5
3547;Vervoermiddelen en onderdelen;2013 2e kwartaal;88.9;-23.4;;90.1;-20.3;4.1
3548;Vervoermiddelen en onderdelen;2013 juli;90.0;-3.9;;84.0;-2.4;1.5
3549;Vervoermiddelen en onderdelen;2013 augustus;85.4;-11.2;;80.1;-7.8;3.9
3550;Vervoermiddelen en onderdelen;2013 september;89.8;-12.3;;84.3;-7.7;5.2
3551;Vervoermiddelen en onderdelen;2013 3e kwartaal;88.4;-9.2;;82.8;-6.0;3.6
3552;Vervoermiddelen en onderdelen;2013 oktober;96.3;24.2;;93.8;14.2;-8.1
3553;Vervoermiddelen en onderdelen;2013 november;98.5;23.5;;101.8;20.2;-2.7
3554;Vervoermiddelen en onderdelen;2013 december;83.1;50.6;;82.5;45.6;-3.4
3555;Vervoermiddelen en onderdelen;2013 4e kwartaal;92.6;30.8;;92.7;24.4;-4.9
3556;Vervoermiddelen en onderdelen;2014 januari;125.2;4.9;;119.2;7.3;2.3
3557;Vervoermiddelen en onderdelen;2014 februari;90.8;11.9;;86.4;17.4;4.9
3558;Vervoermiddelen en onderdelen;2014 maart;103.0;-1.4;;98.0;0.6;2.1
3559;Vervoermiddelen en onderdelen;2014 1e kwartaal;106.3;4.6;;101.2;7.7;2.9
3560;Vervoermiddelen en onderdelen;2014 april;91.7;7.3;;93.3;7.2;-0.1
3561;Vervoermiddelen en onderdelen;2014 mei;97.8;14.3;;99.5;15.7;1.2
3562;Vervoermiddelen en onderdelen;2014 juni;98.6;3.0;;99.9;2.8;-0.2
3563;Vervoermiddelen en onderdelen;2014 2e kwartaal;96.0;8.0;;97.6;8.3;0.3
3564;Vervoermiddelen en onderdelen;2014 juli;93.6;4.0;;86.6;3.1;-0.9
3565;Vervoermiddelen en onderdelen;2014 augustus;84.0;-1.6;;78.3;-2.3;-0.7
3566;Vervoermiddelen en onderdelen;2014 september;92.0;2.5;;85.4;1.4;-1.1
3567;Vervoermiddelen en onderdelen;2014 3e kwartaal;89.9;1.7;;83.4;0.8;-0.9
3568;Vervoermiddelen en onderdelen;2014 oktober;102.1;6.1;;104.4;11.2;4.9
3569;Vervoermiddelen en onderdelen;2014 november;92.8;-5.8;;94.9;-6.7;-1.0
3570;Vervoermiddelen en onderdelen;2014 december;74.8;-10.0;;76.6;-7.1;3.2
3571;Vervoermiddelen en onderdelen;2014 4e kwartaal;89.9;-2.9;;92.0;-0.8;2.2
3572;Vervoermiddelen en onderdelen;2015 januari;131.9;5.3;;126.8;6.4;1.0
3573;Vervoermiddelen en onderdelen;2015 februari;91.3;0.6;;87.4;1.1;0.5
3574;Vervoermiddelen en onderdelen;2015 maart;104.6;1.5;;99.5;1.6;0.1
3575;Vervoermiddelen en onderdelen;2015 1e kwartaal;109.2;2.7;;104.6;3.3;0.6
3576;Vervoermiddelen en onderdelen;2015 april;95.0;3.5;;97.8;4.9;1.3
3577;Vervoermiddelen en onderdelen;2015 mei;96.0;-1.8;;99.5;0.0;1.8
3578;Vervoermiddelen en onderdelen;2015 juni;105.9;7.4;;110.0;10.1;2.5
3579;Vervoermiddelen en onderdelen;2015 2e kwartaal;99.0;3.1;;102.4;5.0;1.9
3580;Vervoermiddelen en onderdelen;2015 juli;103.6;10.6;;99.0;14.3;3.4
3581;Vervoermiddelen en onderdelen;2015 augustus;92.8;10.4;;88.8;13.4;2.7
3582;Vervoermiddelen en onderdelen;2015 september;101.9;10.7;;98.0;14.7;3.6
3583;Vervoermiddelen en onderdelen;2015 3e kwartaal;99.4;10.6;;95.3;14.2;3.2
3584;Vervoermiddelen en onderdelen;2015 oktober;103.4;1.2;;109.1;4.6;3.3
3585;Vervoermiddelen en onderdelen;2015 november;91.7;-1.2;;97.0;2.2;3.5
3586;Vervoermiddelen en onderdelen;2015 december;82.1;9.8;;87.0;13.6;3.4
3587;Vervoermiddelen en onderdelen;2015 4e kwartaal;92.4;2.8;;97.7;6.3;3.4
3588;Vervoermiddelen en onderdelen;2016 januari;116.2;-11.9;;118.9;-6.2;6.5
3589;Vervoermiddelen en onderdelen;2016 februari;85.6;-6.3;;87.5;0.1;6.8
3590;Vervoermiddelen en onderdelen;2016 maart;101.8;-2.7;;104.1;4.6;7.5
3591;Vervoermiddelen en onderdelen;2016 1e kwartaal;101.2;-7.4;;103.5;-1.0;6.9
3592;Vervoermiddelen en onderdelen;2016 april;94.5;-0.4;;95.8;-2.1;-1.7
3593;Vervoermiddelen en onderdelen;2016 mei;93.9;-2.2;;95.2;-4.2;-2.0
3594;Vervoermiddelen en onderdelen;2016 juni;106.9;1.0;;108.6;-1.3;-2.3
3595;Vervoermiddelen en onderdelen;2016 2e kwartaal;98.5;-0.5;;99.9;-2.5;-2.0
3596;Vervoermiddelen en onderdelen;2016 juli;97.4;-5.9;;99.7;0.7;7.0
3597;Vervoermiddelen en onderdelen;2016 augustus;84.6;-8.8;;86.8;-2.3;7.1
3598;Vervoermiddelen en onderdelen;2016 september;97.2;-4.6;;99.7;1.7;6.6
3599;Vervoermiddelen en onderdelen;2016 3e kwartaal;93.1;-6.4;;95.4;0.1;6.9
3600;Vervoermiddelen en onderdelen;2016 oktober;99.5;-3.7;;100.0;-8.3;-4.8
3601;Vervoermiddelen en onderdelen;2016 november;97.3;6.2;;97.5;0.4;-5.5
3602;Vervoermiddelen en onderdelen;2016 december;90.9;10.8;;91.0;4.6;-5.6
3603;Vervoermiddelen en onderdelen;2016 4e kwartaal;95.9;3.9;;96.2;-1.6;-5.3
3604;Vervoermiddelen en onderdelen;2017 januari;120.9;4.1;;124.7;4.9;0.8
3605;Vervoermiddelen en onderdelen;2017 februari;81.0;-5.3;;83.6;-4.4;0.9
3606;Vervoermiddelen en onderdelen;2017 maart;105.5;3.7;;108.7;4.4;0.7
3607;Vervoermiddelen en onderdelen;2017 1e kwartaal;102.5;1.3;;105.6;2.1;0.8
3608;Vervoermiddelen en onderdelen;2017 april;90.8;-4.0;;93.4;-2.5;1.6
3609;Vervoermiddelen en onderdelen;2017 mei;100.4;6.8;;103.8;8.9;2.0
3610;Vervoermiddelen en onderdelen;2017 juni;110.3;3.2;;114.4;5.3;2.1
3611;Vervoermiddelen en onderdelen;2017 2e kwartaal;100.5;2.0;;103.9;4.0;1.9
3612;Vervoermiddelen en onderdelen;2017 juli;92.4;-5.2;;96.9;-2.8;2.6
3613;Vervoermiddelen en onderdelen;2017 augustus;83.7;-1.0;;87.8;1.2;2.2
3614;Vervoermiddelen en onderdelen;2017 september;96.3;-0.9;;100.5;0.8;1.8
3615;Vervoermiddelen en onderdelen;2017 3e kwartaal;90.8;-2.4;;95.1;-0.3;2.2
3616;Vervoermiddelen en onderdelen;2017 oktober;100.1;0.6;;102.6;2.6;2.0
3617;Vervoermiddelen en onderdelen;2017 november;99.9;2.6;;102.7;5.4;2.7
3618;Vervoermiddelen en onderdelen;2017 december;73.0;-19.8;;74.6;-18.0;2.2
3619;Vervoermiddelen en onderdelen;2017 4e kwartaal;91.0;-5.2;;93.3;-3.0;2.3
3620;Vervoermiddelen en onderdelen;2018 januari;141.2;16.8;;147.4;18.2;1.2
3621;Vervoermiddelen en onderdelen;2018 februari;94.6;16.7;;98.4;17.7;0.9
3622;Vervoermiddelen en onderdelen;2018 maart;123.9;17.4;;129.0;18.7;1.1
3623;Vervoermiddelen en onderdelen;2018 1e kwartaal;119.9;17.0;;124.9;18.3;1.1
3624;Vervoermiddelen en onderdelen;2018 april;104.7;15.3;;109.5;17.2;1.7
3625;Vervoermiddelen en onderdelen;2018 mei;113.7;13.3;;118.8;14.5;1.0
3626;Vervoermiddelen en onderdelen;2018 juni;130.9;18.7;;137.8;20.5;1.5
3627;Vervoermiddelen en onderdelen;2018 2e kwartaal;116.4;15.9;;122.0;17.5;1.4
3628;Vervoermiddelen en onderdelen;2018 juli;109.4;18.4;;115.0;18.7;0.2
3629;Vervoermiddelen en onderdelen;2018 augustus;102.1;21.9;;107.6;22.6;0.5
3630;Vervoermiddelen en onderdelen;2018 september;106.8;10.9;;112.6;12.0;1.0
3631;Vervoermiddelen en onderdelen;2018 3e kwartaal;106.1;16.8;;111.8;17.5;0.6
3632;Vervoermiddelen en onderdelen;2018 oktober;103.6;3.5;;108.5;5.7;2.2
3633;Vervoermiddelen en onderdelen;2018 november;101.2;1.3;;105.1;2.3;1.0
3634;Vervoermiddelen en onderdelen;2018 december;79.0;8.2;;82.0;9.9;1.5
3635;Vervoermiddelen en onderdelen;2018 4e kwartaal;94.6;4.0;;98.5;5.6;1.6
3636;Vervoermiddelen en onderdelen;2019 januari;122.4;-13.3;;128.1;-13.1;0.3
3637;Vervoermiddelen en onderdelen;2019 februari;89.4;-5.5;;93.6;-4.8;0.8
3638;Vervoermiddelen en onderdelen;2019 maart;120.8;-2.5;;126.8;-1.7;0.8
3639;Vervoermiddelen en onderdelen;2019 1e kwartaal;110.8;-7.5;;116.2;-7.0;0.6
3640;Vervoermiddelen en onderdelen;2019 april;98.9;-5.5;;104.3;-4.8;0.8
3641;Vervoermiddelen en onderdelen;2019 mei;110.9;-2.5;;116.7;-1.7;0.7
3642;Vervoermiddelen en onderdelen;2019 juni;118.8;-9.3;;124.8;-9.4;-0.2
3643;Vervoermiddelen en onderdelen;2019 2e kwartaal;109.5;-5.9;;115.3;-5.5;0.4
3644;Vervoermiddelen en onderdelen;2019 juli;102.5;-6.3;;107.5;-6.6;-0.3
3645;Vervoermiddelen en onderdelen;2019 augustus;102.3;0.2;;107.7;0.1;-0.1
3646;Vervoermiddelen en onderdelen;2019 september;107.2;0.4;;112.6;0.1;-0.3
3647;Vervoermiddelen en onderdelen;2019 3e kwartaal;104.0;-2.0;;109.3;-2.2;-0.2
3648;Vervoermiddelen en onderdelen;2019 oktober;115.3;11.3;;121.5;12.0;0.7
3649;Vervoermiddelen en onderdelen;2019 november;116.6;15.3;;122.8;16.9;1.4
3650;Vervoermiddelen en onderdelen;2019 december;102.7;30.1;;108.0;31.6;1.2
3651;Vervoermiddelen en onderdelen;2019 4e kwartaal;111.5;17.9;;117.4;19.2;1.1
3652;Vervoermiddelen en onderdelen;2020 januari;132.7;8.4;;142.4;11.1;2.5
3653;Vervoermiddelen en onderdelen;2020 februari;97.7;9.4;;104.5;11.6;2.0
3654;Vervoermiddelen en onderdelen;2020 maart;107.9;-10.7;;114.9;-9.4;1.4
3655;Vervoermiddelen en onderdelen;2020 1e kwartaal;112.8;1.7;;120.6;3.8;2.0
3656;Vervoermiddelen en onderdelen;2020 april;77.2;-21.9;;82.7;-20.7;1.6
3657;Vervoermiddelen en onderdelen;2020 mei;97.3;-12.3;;103.3;-11.5;0.9
3658;Vervoermiddelen en onderdelen;2020 juni;112.2;-5.5;;119.5;-4.2;1.3
3659;Vervoermiddelen en onderdelen;2020 2e kwartaal;95.6;-12.7;;101.9;-11.6;1.2
3660;Vervoermiddelen en onderdelen;2020 juli;127.3;24.2;;136.3;26.8;2.0
3661;Vervoermiddelen en onderdelen;2020 augustus;104.9;2.6;;112.1;4.1;1.5
3662;Vervoermiddelen en onderdelen;2020 september;111.0;3.5;;118.9;5.6;2.0
3663;Vervoermiddelen en onderdelen;2020 3e kwartaal;114.4;10.0;;122.4;12.0;1.8
3664;Vervoermiddelen en onderdelen;2020 oktober;123.0;6.7;;131.8;8.4;1.6
3665;Vervoermiddelen en onderdelen;2020 november;107.9;-7.5;;115.4;-6.0;1.6
3666;Vervoermiddelen en onderdelen;2020 december;116.5;13.4;;125.4;16.1;2.4
3667;Vervoermiddelen en onderdelen;2020 4e kwartaal;115.8;3.8;;124.2;5.8;1.8
3668;Vervoermiddelen en onderdelen;2020;109.6;0.6;;117.3;2.4;1.7
3669;Vervoermiddelen en onderdelen;2021 januari;113.8;-14.2;;127.4;-10.5;4.3
3670;Vervoermiddelen en onderdelen;2021 februari;84.3;-13.7;;93.4;-10.6;3.6
3671;Vervoermiddelen en onderdelen;2021 maart;112.4;4.2;;124.1;8.0;3.6
3672;Vervoermiddelen en onderdelen;2021 1e kwartaal;103.5;-8.2;;115.0;-4.7;3.9
3673;Vervoermiddelen en onderdelen;2021 april;106.5;38.0;;117.3;41.8;2.8
3674;Vervoermiddelen en onderdelen;2021 mei;118.0;21.2;;128.7;24.6;2.7
3675;Vervoermiddelen en onderdelen;2021 juni;130.3;16.1;;142.2;18.9;2.4
3676;Vervoermiddelen en onderdelen;2021 2e kwartaal;118.3;23.7;;129.4;27.0;2.7
3677;Vervoermiddelen en onderdelen;2021 juli;113.7;-10.7;;124.5;-8.6;2.4
3678;Vervoermiddelen en onderdelen;2021 augustus;96.5;-8.0;;106.6;-4.9;3.3
3679;Vervoermiddelen en onderdelen;2021 september;106.4;-4.1;;118.9;0.0;4.3
3680;Vervoermiddelen en onderdelen;2021 3e kwartaal;105.5;-7.7;;116.7;-4.7;3.3
3681;Vervoermiddelen en onderdelen;2021 oktober;116.2;-5.5;;129.4;-1.8;3.9
3682;Vervoermiddelen en onderdelen;2021 november;108.5;0.5;;120.9;4.7;4.2
3683;Vervoermiddelen en onderdelen;2021 december;109.7;-5.9;;123.2;-1.7;4.4
3684;Vervoermiddelen en onderdelen;2021 4e kwartaal;111.5;-3.8;;124.5;0.2;4.2
3685;Vervoermiddelen en onderdelen;2021;109.7;0.1;;121.4;3.5;3.5
3686;Vervoermiddelen en onderdelen;2022 januari;127.2;11.7;;146.2;14.7;2.7
3687;Vervoermiddelen en onderdelen;2022 februari;97.0;15.0;;111.6;19.5;3.9
3688;Vervoermiddelen en onderdelen;2022 maart;120.9;7.5;;138.0;11.2;3.4
3689;Vervoermiddelen en onderdelen;2022 1e kwartaal;115.0;11.1;;131.9;14.8;3.3
3690;Vervoermiddelen en onderdelen;2022 april;101.9;-4.3;;117.0;-0.3;4.2
3691;Vervoermiddelen en onderdelen;2022 mei;91.8;-22.2;;107.1;-16.8;7.0
3692;Vervoermiddelen en onderdelen;2022 juni;119.7;-8.2;;139.7;-1.7;7.0
3693;Vervoermiddelen en onderdelen;2022 2e kwartaal;104.5;-11.7;;121.3;-6.3;6.1
3694;Vervoermiddelen en onderdelen;2022 juli;101.0;-11.2;;117.6;-5.6;6.3
3695;Vervoermiddelen en onderdelen;2022 augustus;94.7;-1.9;;111.4;4.5;6.6
3696;Vervoermiddelen en onderdelen;2022 september;105.2;-1.2;;123.8;4.1;5.4
3697;Vervoermiddelen en onderdelen;2022 3e kwartaal;100.3;-5.0;;117.6;0.8;6.1
3698;Vervoermiddelen en onderdelen;2022 oktober;121.3;4.3;;143.3;10.7;6.1
3699;Vervoermiddelen en onderdelen;2022 november;112.5;3.8;;133.1;10.1;6.1
3700;Vervoermiddelen en onderdelen;2022 december;106.2;-3.2;;127.3;3.3;6.7
3701;Vervoermiddelen en onderdelen;2022 4e kwartaal;113.3;1.7;;134.6;8.1;6.3
3702;Vervoermiddelen en onderdelen;2022;108.3;-1.3;;126.3;4.1;5.5
3703;Vervoermiddelen en onderdelen;2023 januari;123.8;-2.7;;151.9;3.9;6.8
3704;Vervoermiddelen en onderdelen;2023 februari;98.9;1.9;;121.3;8.7;6.6
3705;Vervoermiddelen en onderdelen;2023 maart;138.1;14.2;;167.5;21.3;6.3
3706;Vervoermiddelen en onderdelen;2023 1e kwartaal;120.2;4.5;;146.9;11.3;6.5
3707;Vervoermiddelen en onderdelen;2023 april;103.9;1.9;;128.5;9.8;7.7
3708;Vervoermiddelen en onderdelen;2023 mei;109.2;19.0;;135.4;26.4;6.2
3709;Vervoermiddelen en onderdelen;2023 juni;133.5;11.6;;164.3;17.6;5.4
3710;Vervoermiddelen en onderdelen;2023 2e kwartaal;115.6;10.6;;142.7;17.7;6.4
3711;Vervoermiddelen en onderdelen;2023 juli;104.2;3.2;;127.2;8.2;4.8
3712;Vervoermiddelen en onderdelen;2023 augustus;104.5;10.4;;127.2;14.2;3.5
3713;Vervoermiddelen en onderdelen;2023 september;113.0;7.5;;137.3;10.9;3.1
3714;Vervoermiddelen en onderdelen;2023 3e kwartaal;107.3;7.0;;130.5;11.0;3.8
3715;Vervoermiddelen en onderdelen;2023 oktober;119.5;-1.4;;146.4;2.1;3.6
3716;Vervoermiddelen en onderdelen;2023 november;118.6;5.4;;144.8;8.8;3.2
3717;Vervoermiddelen en onderdelen;2023 december;102.1;-3.8;;125.3;-1.6;2.3
3718;Vervoermiddelen en onderdelen;2023 4e kwartaal;113.4;0.1;;138.8;3.2;3.1
3719;Vervoermiddelen en onderdelen;2023;114.1;5.4;;139.8;10.6;4.9
3720;Vervoermiddelen en onderdelen;2024 januari;115.5;-6.7;;144.5;-4.9;2.0
3721;Vervoermiddelen en onderdelen;2024 februari;101.2;2.3;;125.8;3.8;1.4
3722;Vervoermiddelen en onderdelen;2024 maart;133.7;-3.2;;164.0;-2.1;1.1
3723;Vervoermiddelen en onderdelen;2024 1e kwartaal;116.8;-2.9;;144.8;-1.4;1.5
3724;Vervoermiddelen en onderdelen;2024 april;100.7;-3.2;;124.8;-2.9;0.3
3725;Vervoermiddelen en onderdelen;2024 mei;100.0;-8.5;;123.7;-8.6;-0.1
3726;Overige duurzame goederen;2000;105.9;3.5;;93.3;6.8;3.2
3727;Overige duurzame goederen;2001;106.3;0.4;;97.9;5.0;4.5
3728;Overige duurzame goederen;2002;103.2;-3.0;;98.1;0.2;3.3
3729;Overige duurzame goederen;2003;99.4;-3.6;;95.9;-2.3;1.4
3730;Overige duurzame goederen;2004;98.0;-1.4;;94.4;-1.5;-0.1
3731;Overige duurzame goederen;2005;98.6;0.6;;95.3;0.9;0.3
3732;Overige duurzame goederen;2006;104.8;6.3;;102.4;7.5;1.1
3733;Overige duurzame goederen;2007;111.0;5.9;;109.9;7.3;1.4
3734;Overige duurzame goederen;2008;115.6;4.1;;115.5;5.1;0.9
3735;Overige duurzame goederen;2009;107.0;-7.4;;105.9;-8.3;-1.0
3736;Overige duurzame goederen;2010;105.7;-1.2;;104.8;-1.0;0.2
3737;Overige duurzame goederen;2011;104.7;-1.0;;104.8;0.0;1.0
3738;Overige duurzame goederen;2012;101.8;-2.7;;101.9;-2.8;-0.1
3739;Overige duurzame goederen;2013;97.2;-4.5;;98.0;-3.9;0.7
3740;Overige duurzame goederen;2014;96.6;-0.6;;96.6;-1.4;-0.8
3741;Overige duurzame goederen;2015;100.0;3.5;;100.0;3.5;0.1
3742;Overige duurzame goederen;2016;100.6;0.6;;101.6;1.6;1.0
3743;Overige duurzame goederen;2017;106.1;5.4;;107.5;5.8;0.4
3744;Overige duurzame goederen;2018;110.1;3.8;;114.2;6.2;2.3
3745;Overige duurzame goederen;2019;112.5;2.2;;117.6;3.0;0.8
3746;Overige duurzame goederen;2000 januari;96.4;0.1;;79.3;3.5;3.4
3747;Overige duurzame goederen;2000 februari;100.8;12.6;;86.2;15.0;2.1
3748;Overige duurzame goederen;2000 maart;115.1;8.6;;100.2;11.2;2.4
3749;Overige duurzame goederen;2000 1e kwartaal;104.1;7.0;;88.6;9.9;2.7
3750;Overige duurzame goederen;2000 april;101.8;0.7;;89.8;4.3;3.5
3751;Overige duurzame goederen;2000 mei;113.5;6.3;;100.9;8.9;2.5
3752;Overige duurzame goederen;2000 juni;109.3;-2.2;;96.9;-0.1;2.1
3753;Overige duurzame goederen;2000 2e kwartaal;108.2;1.6;;95.9;4.3;2.7
3754;Overige duurzame goederen;2000 juli;105.6;-4.4;;95.5;-1.1;3.4
3755;Overige duurzame goederen;2000 augustus;130.4;5.6;;113.5;8.9;3.1
3756;Overige duurzame goederen;2000 september;115.9;4.5;;103.4;9.3;4.6
3757;Overige duurzame goederen;2000 3e kwartaal;117.3;2.1;;104.1;5.8;3.6
3758;Overige duurzame goederen;2000 oktober;85.7;2.2;;75.5;4.9;2.7
3759;Overige duurzame goederen;2000 november;100.7;5.0;;91.4;9.3;4.2
3760;Overige duurzame goederen;2000 december;95.1;4.5;;87.0;8.9;4.3
3761;Overige duurzame goederen;2000 4e kwartaal;93.8;3.9;;84.6;7.8;3.8
3762;Overige duurzame goederen;2001 januari;97.3;1.0;;83.5;5.3;4.3
3763;Overige duurzame goederen;2001 februari;97.9;-2.9;;87.3;1.3;4.3
3764;Overige duurzame goederen;2001 maart;112.3;-2.4;;102.3;2.1;4.7
3765;Overige duurzame goederen;2001 1e kwartaal;102.5;-1.6;;91.0;2.8;4.4
3766;Overige duurzame goederen;2001 april;102.6;0.7;;94.1;4.8;4.0
3767;Overige duurzame goederen;2001 mei;117.4;3.4;;108.3;7.3;3.8
3768;Overige duurzame goederen;2001 juni;115.8;5.9;;106.6;10.0;3.9
3769;Overige duurzame goederen;2001 2e kwartaal;111.9;3.4;;103.0;7.4;3.9
3770;Overige duurzame goederen;2001 juli;105.6;-0.1;;99.5;4.2;4.3
3771;Overige duurzame goederen;2001 augustus;133.2;2.1;;122.5;8.0;5.7
3772;Overige duurzame goederen;2001 september;111.2;-4.0;;104.3;0.9;5.1
3773;Overige duurzame goederen;2001 3e kwartaal;116.6;-0.6;;108.8;4.5;5.1
3774;Overige duurzame goederen;2001 oktober;87.0;1.5;;81.0;7.3;5.7
