ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
1306;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;19.3;7.3;9.1;;13.8;1.8;5.8;1.1;3.3;3.9;1.9;1.4;1.3;0.2;1.5;;;;;7.7;41.2;4.0;33.8;1.8;1.6;0.1;4.3;9.5;34.7;3.8
1307;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;19.1;6.4;8.8;;13.4;2.1;5.6;1.3;3.2;4.1;1.6;1.3;1.4;0.3;1.0;;;;;6.5;34.1;3.6;26.1;1.6;1.6;0.2;4.8;8.8;33.9;3.9
1308;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2024;20.6;7.2;9.7;;14.5;2.4;6.9;1.1;4.5;4.2;1.7;1.5;1.4;0.2;1.6;;;;;7.0;32.9;2.4;24.9;1.6;1.4;0.4;5.0;8.9;34.7;3.8
1309;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;21.7;9.4;12.7;5.8;;;;;;;;;;;;28.4;15.3;12.2;4.9;;;;;;;;;12.6;42.6;3.6
1310;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;22.4;10.4;12.9;6.1;;;;;;;;;;;;26.2;15.9;11.2;5.1;;;;;;;;;14.0;42.8;3.7
1311;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;23.1;9.4;12.8;5.0;;;;;;;;;;;;27.7;16.4;11.7;5.1;;;;;;;;;13.6;42.8;3.6
1312;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;24.8;9.9;13.7;6.2;;;;;;;;;;;;26.3;16.5;10.8;5.4;;;;;;;;;13.8;41.5;3.9
1313;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;23.4;9.7;12.0;;17.9;3.6;8.8;2.6;5.9;6.0;2.9;2.3;2.7;0.8;3.4;26.2;15.4;12.6;6.0;;;;;;;;;12.8;40.2;3.7
1314;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;22.1;11.2;11.5;;17.7;3.6;8.9;2.6;5.4;5.9;2.7;2.5;3.0;0.6;3.0;24.8;16.3;12.6;6.0;;;;;;;;;12.0;41.2;3.8
1315;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;19.2;8.4;12.0;;15.7;2.6;7.0;2.3;4.2;5.4;2.4;2.2;1.8;0.6;3.0;22.8;14.6;11.4;8.2;;;;;;;;;11.0;38.8;4.3
1316;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;22.6;9.4;13.7;;18.2;3.9;8.9;2.8;5.7;6.8;3.2;2.4;2.3;1.1;2.8;22.7;13.2;11.2;8.3;;;;;;;;;12.0;39.8;4.3
1317;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;22.2;9.3;11.2;;16.3;2.8;7.5;1.9;4.6;5.4;3.0;2.4;2.2;0.6;2.5;;;;;9.8;44.7;5.5;37.2;2.8;2.7;0.5;5.9;11.7;38.1;4.1
1318;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;22.1;8.4;11.0;;16.1;3.2;7.5;2.3;4.7;5.7;2.7;2.2;2.5;0.8;1.8;;;;;8.6;37.6;5.2;29.4;2.6;2.7;0.7;6.6;11.0;37.4;4.1
1319;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2024;23.6;9.2;11.9;;17.1;3.6;8.8;1.9;6.0;5.7;2.7;2.6;2.4;0.8;2.7;;;;;9.0;36.3;3.7;28.1;2.6;2.4;0.9;6.7;11.0;38.1;4.0
1320;O-U Niet-commerciële dienstverlening;Waarde;2014;18.0;3.2;3.3;3.7;;;;;;;;;;;;19.8;9.1;4.1;9.6;;;;;;;;;10.5;27.1;3.9
1321;O-U Niet-commerciële dienstverlening;Waarde;2015;18.1;3.7;3.8;4.0;;;;;;;;;;;;18.9;8.5;4.1;9.7;;;;;;;;;10.9;27.2;3.9
1322;O-U Niet-commerciële dienstverlening;Waarde;2016;16.8;3.6;3.8;4.0;;;;;;;;;;;;18.7;8.8;4.7;10.4;;;;;;;;;10.2;25.5;4.0
1323;O-U Niet-commerciële dienstverlening;Waarde;2017;18.2;3.8;4.1;4.0;;;;;;;;;;;;18.1;8.5;4.5;10.3;;;;;;;;;11.3;26.5;4.1
1324;O-U Niet-commerciële dienstverlening;Waarde;2018;17.5;3.8;3.5;;12.0;0.5;2.8;0.4;3.0;1.9;1.4;5.1;0.8;0.3;3.2;18.3;8.4;4.5;11.5;;;;;;;;;11.6;26.1;4.1
1325;O-U Niet-commerciële dienstverlening;Waarde;2019;17.4;4.3;3.4;;11.7;0.5;2.8;0.4;2.7;1.6;1.5;5.3;0.8;0.3;3.0;18.2;8.7;4.6;11.7;;;;;;;;;11.8;25.2;4.1
1326;O-U Niet-commerciële dienstverlening;Waarde;2020;15.1;3.3;3.3;;9.8;0.5;2.0;0.4;2.0;1.2;1.1;4.0;0.6;0.2;3.3;16.1;8.1;4.1;14.8;;;;;;;;;10.2;23.4;4.5
1327;O-U Niet-commerciële dienstverlening;Waarde;2021;15.6;3.4;3.3;;9.7;0.4;2.1;0.4;2.3;1.3;1.2;3.7;0.6;0.2;2.9;16.2;7.7;4.0;15.5;;;;;;;;;11.0;23.4;4.4
1328;O-U Niet-commerciële dienstverlening;Waarde;2022;17.6;3.7;3.1;;9.4;0.4;2.3;0.4;2.2;1.2;1.1;3.9;0.7;0.3;2.6;;;;;4.8;73.8;34.1;51.6;1.6;2.3;1.4;2.6;10.9;23.1;4.3
1329;O-U Niet-commerciële dienstverlening;Waarde;2023;16.9;4.0;3.1;;9.0;0.4;2.2;0.4;2.2;1.1;1.2;3.8;0.6;0.3;2.2;;;;;5.0;69.4;32.7;45.7;1.8;1.9;1.4;2.4;10.9;22.2;4.3
1330;O-U Niet-commerciële dienstverlening;Waarde;2024;17.0;4.5;3.1;;9.5;0.5;2.3;0.4;2.4;1.3;1.4;3.9;0.6;0.3;2.2;;;;;5.2;67.5;32.3;43.6;1.7;2.0;1.4;2.5;10.8;22.9;4.3
1331;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;17.2;2.9;3.0;3.3;;;;;;;;;;;;19.1;8.5;3.7;9.0;;;;;;;;;9.9;26.2;3.8
1332;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;17.5;3.4;3.4;3.7;;;;;;;;;;;;18.3;8.0;3.7;9.2;;;;;;;;;10.4;26.4;3.9
1333;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;16.2;3.3;3.5;3.7;;;;;;;;;;;;18.0;8.2;4.2;9.8;;;;;;;;;9.7;24.8;4.0
1334;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;17.6;3.5;3.7;3.6;;;;;;;;;;;;17.4;8.0;4.1;9.8;;;;;;;;;10.8;25.8;4.0
1335;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;16.9;3.6;3.2;;11.5;0.4;2.6;0.3;2.7;1.7;1.2;4.8;0.7;0.2;3.0;17.7;8.0;4.2;11.0;;;;;;;;;11.2;25.5;4.1
1336;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;16.9;4.0;3.1;;11.2;0.4;2.5;0.3;2.4;1.4;1.3;4.9;0.7;0.2;2.8;17.6;8.3;4.2;11.2;;;;;;;;;11.4;24.6;4.0
1337;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;14.6;3.0;3.0;;9.3;0.4;1.8;0.3;1.8;1.0;0.9;3.6;0.5;0.1;3.0;15.5;7.7;3.8;14.3;;;;;;;;;9.7;22.8;4.4
1338;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;15.0;3.1;3.0;;9.2;0.3;1.9;0.3;2.0;1.1;1.0;3.4;0.5;0.1;2.6;15.7;7.3;3.7;15.0;;;;;;;;;10.5;22.8;4.4
1339;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;17.0;3.4;2.9;;8.9;0.3;2.1;0.3;1.9;1.0;1.0;3.6;0.6;0.2;2.3;;;;;4.5;73.2;33.6;50.9;1.4;2.1;1.3;2.4;10.5;22.5;4.3
1340;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;16.4;3.8;2.8;;8.6;0.3;2.0;0.3;2.0;1.0;1.1;3.5;0.5;0.2;2.0;;;;;4.7;68.8;32.1;45.0;1.6;1.7;1.2;2.2;10.4;21.6;4.2
1341;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2024;16.5;4.2;2.8;;9.1;0.4;2.1;0.3;2.2;1.1;1.2;3.6;0.5;0.2;2.0;;;;;4.9;66.9;31.8;43.0;1.5;1.8;1.2;2.3;10.4;22.3;4.3
1342;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;18.7;3.6;3.7;4.1;;;;;;;;;;;;20.6;9.7;4.6;10.2;;;;;;;;;11.1;28.0;3.9
1343;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;18.8;4.0;4.1;4.4;;;;;;;;;;;;19.6;9.0;4.4;10.2;;;;;;;;;11.5;27.9;4.0
1344;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;17.4;4.0;4.2;4.3;;;;;;;;;;;;19.5;9.4;5.2;11.1;;;;;;;;;10.7;26.3;4.0
1345;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;18.9;4.2;4.5;4.3;;;;;;;;;;;;18.7;8.9;4.8;10.8;;;;;;;;;11.9;27.3;4.1
1346;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;18.0;4.1;3.8;;12.5;0.7;3.1;0.6;3.2;2.2;1.6;5.5;1.0;0.4;3.5;18.9;8.8;4.8;11.9;;;;;;;;;12.1;26.7;4.1
1347;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;18.0;4.6;3.7;;12.2;0.6;3.0;0.6;2.9;1.8;1.7;5.6;1.0;0.4;3.3;18.7;9.1;4.9;12.2;;;;;;;;;12.3;25.9;4.1
1348;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;15.7;3.6;3.6;;10.2;0.6;2.3;0.5;2.3;1.4;1.3;4.3;0.7;0.3;3.6;16.7;8.5;4.4;15.3;;;;;;;;;10.7;24.1;4.5
1349;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;16.1;3.6;3.7;;10.2;0.5;2.4;0.5;2.5;1.5;1.4;4.0;0.7;0.3;3.2;16.8;8.1;4.4;16.1;;;;;;;;;11.5;24.1;4.4
1350;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;18.1;4.0;3.4;;9.8;0.5;2.6;0.5;2.4;1.4;1.3;4.2;0.8;0.4;2.8;;;;;5.2;74.4;34.7;52.3;1.8;2.6;1.6;2.8;11.4;23.8;4.3
1351;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;17.5;4.3;3.4;;9.4;0.5;2.4;0.5;2.4;1.3;1.4;4.1;0.7;0.4;2.4;;;;;5.4;70.1;33.2;46.4;2.0;2.1;1.6;2.7;11.3;22.8;4.3
1352;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2024;17.5;4.7;3.4;;10.0;0.6;2.5;0.5;2.6;1.5;1.6;4.2;0.7;0.4;2.4;;;;;5.5;68.1;32.9;44.3;1.9;2.2;1.5;2.8;11.3;23.5;4.4
1353;O-Q Overheid en zorg;Waarde;2014;18.1;2.9;3.2;3.9;;;;;;;;;;;;19.7;8.8;3.7;10.1;;;;;;;;;10.6;26.1;3.9
1354;O-Q Overheid en zorg;Waarde;2015;18.3;3.4;3.5;4.1;;;;;;;;;;;;18.7;8.3;3.8;10.3;;;;;;;;;11.0;26.4;4.0
1355;O-Q Overheid en zorg;Waarde;2016;17.1;3.3;3.6;4.2;;;;;;;;;;;;18.4;8.4;4.1;10.9;;;;;;;;;10.4;25.0;4.1
1356;O-Q Overheid en zorg;Waarde;2017;18.7;3.6;4.0;4.1;;;;;;;;;;;;17.9;8.3;4.2;10.9;;;;;;;;;11.6;25.9;4.1
1357;O-Q Overheid en zorg;Waarde;2018;17.8;3.5;3.3;;12.2;0.5;2.7;0.4;3.0;1.9;1.5;5.5;0.8;0.3;3.3;18.0;8.2;4.2;12.1;;;;;;;;;11.8;25.6;4.1
1358;O-Q Overheid en zorg;Waarde;2019;17.6;3.9;3.2;;11.7;0.4;2.5;0.3;2.6;1.6;1.5;5.7;0.6;0.4;3.0;17.7;8.4;4.1;12.3;;;;;;;;;12.1;24.5;4.1
1359;O-Q Overheid en zorg;Waarde;2020;15.2;3.1;3.1;;10.0;0.4;1.9;0.4;2.0;1.1;1.2;4.2;0.6;0.2;3.4;15.9;7.8;3.7;15.4;;;;;;;;;10.4;22.9;4.5
1360;O-Q Overheid en zorg;Waarde;2021;15.7;3.2;3.2;;9.9;0.3;2.0;0.4;2.3;1.2;1.3;3.9;0.5;0.2;3.0;16.0;7.5;3.8;16.2;;;;;;;;;11.2;23.1;4.4
1361;O-Q Overheid en zorg;Waarde;2022;17.6;3.2;2.9;;9.3;0.3;2.0;0.3;2.0;1.1;1.2;4.3;0.6;0.3;2.6;;;;;4.8;75.9;37.2;52.2;1.5;2.3;1.6;2.7;11.3;22.8;4.3
1362;O-Q Overheid en zorg;Waarde;2023;17.0;3.7;2.9;;9.0;0.4;1.9;0.3;2.1;1.0;1.3;4.0;0.5;0.3;2.2;;;;;4.9;71.8;35.5;46.4;1.5;1.9;1.5;2.4;11.1;21.7;4.3
1363;O-Q Overheid en zorg;Waarde;2024;16.9;4.1;2.8;;9.4;0.4;2.0;0.3;2.2;1.3;1.4;4.2;0.5;0.3;2.2;;;;;5.1;69.8;35.2;44.4;1.5;2.0;1.5;2.5;10.9;22.4;4.4
1364;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;17.4;2.5;2.9;3.5;;;;;;;;;;;;18.9;8.2;3.3;9.5;;;;;;;;;10.0;25.2;3.8
1365;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;17.6;3.0;3.2;3.8;;;;;;;;;;;;18.0;7.8;3.5;9.7;;;;;;;;;10.5;25.6;3.9
1366;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;16.5;3.0;3.3;3.8;;;;;;;;;;;;17.8;7.9;3.7;10.3;;;;;;;;;9.8;24.2;4.0
1367;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;18.0;3.2;3.6;3.8;;;;;;;;;;;;17.3;7.8;3.8;10.4;;;;;;;;;11.0;25.2;4.0
1368;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;17.2;3.2;3.0;;11.7;0.4;2.4;0.3;2.7;1.7;1.3;5.1;0.6;0.2;3.0;17.5;7.7;3.8;11.6;;;;;;;;;11.3;24.9;4.1
1369;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;17.1;3.6;2.9;;11.2;0.3;2.3;0.2;2.3;1.4;1.3;5.3;0.5;0.3;2.8;17.1;8.0;3.8;11.8;;;;;;;;;11.6;23.8;4.1
1370;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;14.6;2.8;2.8;;9.5;0.3;1.7;0.3;1.8;1.0;1.0;3.9;0.5;0.1;3.1;15.3;7.4;3.4;14.9;;;;;;;;;9.9;22.2;4.5
1371;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;15.1;2.9;2.9;;9.4;0.2;1.7;0.3;2.0;1.0;1.1;3.6;0.4;0.2;2.7;15.4;7.1;3.5;15.7;;;;;;;;;10.7;22.4;4.4
1372;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;17.1;3.0;2.7;;8.8;0.3;1.8;0.3;1.8;1.0;1.1;3.9;0.5;0.2;2.3;;;;;4.5;75.3;36.5;51.4;1.3;2.1;1.4;2.4;10.8;22.1;4.3
1373;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;16.4;3.5;2.7;;8.5;0.3;1.7;0.2;1.8;0.9;1.1;3.7;0.4;0.2;2.0;;;;;4.6;71.1;34.9;45.7;1.3;1.7;1.3;2.2;10.7;21.1;4.3
1374;O-Q Overheid en zorg;Ondergrens 95%-interval;2024;16.4;3.8;2.6;;9.0;0.3;1.8;0.2;2.0;1.1;1.2;3.9;0.4;0.2;2.0;;;;;4.7;69.2;34.6;43.7;1.3;1.8;1.3;2.3;10.5;21.7;4.4
1375;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;18.9;3.2;3.7;4.4;;;;;;;;;;;;20.5;9.4;4.1;10.8;;;;;;;;;11.3;27.1;3.9
1376;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;19.0;3.7;3.9;4.5;;;;;;;;;;;;19.3;8.8;4.2;10.8;;;;;;;;;11.6;27.2;4.0
1377;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;17.8;3.7;4.0;4.6;;;;;;;;;;;;19.1;8.9;4.4;11.4;;;;;;;;;10.9;25.8;4.1
1378;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;19.4;3.9;4.3;4.5;;;;;;;;;;;;18.6;8.8;4.6;11.5;;;;;;;;;12.2;26.7;4.1
1379;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;18.3;3.7;3.6;;12.7;0.6;2.9;0.5;3.3;2.2;1.7;5.9;0.9;0.4;3.6;18.6;8.6;4.5;12.6;;;;;;;;;12.3;26.3;4.2
1380;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;18.2;4.2;3.5;;12.2;0.5;2.8;0.4;2.8;1.8;1.7;6.1;0.8;0.5;3.3;18.3;8.9;4.4;12.8;;;;;;;;;12.7;25.1;4.1
1381;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;15.8;3.4;3.4;;10.5;0.5;2.1;0.5;2.3;1.3;1.4;4.6;0.7;0.3;3.7;16.5;8.2;4.1;16.0;;;;;;;;;10.9;23.5;4.5
1382;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;16.3;3.5;3.5;;10.4;0.4;2.2;0.5;2.6;1.4;1.5;4.3;0.7;0.3;3.3;16.6;8.0;4.1;16.8;;;;;;;;;11.8;23.8;4.5
1383;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;18.2;3.5;3.2;;9.8;0.5;2.3;0.5;2.3;1.3;1.4;4.6;0.7;0.4;2.9;;;;;5.2;76.6;37.8;53.0;1.7;2.6;1.8;2.9;11.8;23.4;4.4
1384;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;17.5;4.0;3.2;;9.4;0.5;2.2;0.4;2.3;1.2;1.5;4.3;0.6;0.4;2.5;;;;;5.3;72.4;36.1;47.1;1.7;2.1;1.7;2.7;11.6;22.3;4.4
1385;O-Q Overheid en zorg;Bovengrens 95%-interval;2024;17.5;4.4;3.1;;9.8;0.5;2.2;0.4;2.4;1.4;1.6;4.5;0.6;0.4;2.5;;;;;5.4;70.5;35.8;45.1;1.7;2.2;1.7;2.8;11.4;23.0;4.4
1386;O Openbaar bestuur en overheidsdiensten;Waarde;2014;6.2;3.0;4.5;7.4;;;;;;;;;;;;4.1;1.9;3.0;3.2;;;;;;;;;3.9;25.3;5.5
1387;O Openbaar bestuur en overheidsdiensten;Waarde;2015;6.5;4.2;4.9;8.1;;;;;;;;;;;;4.7;2.2;4.1;3.1;;;;;;;;;5.5;25.1;5.6
1388;O Openbaar bestuur en overheidsdiensten;Waarde;2016;6.3;4.6;4.7;8.0;;;;;;;;;;;;4.9;2.6;4.2;4.2;;;;;;;;;4.9;24.3;5.7
1389;O Openbaar bestuur en overheidsdiensten;Waarde;2017;6.9;3.8;6.2;8.5;;;;;;;;;;;;5.0;2.5;3.8;3.5;;;;;;;;;5.8;25.2;5.6
1390;O Openbaar bestuur en overheidsdiensten;Waarde;2018;6.8;3.7;5.0;;14.5;1.4;4.4;1.2;2.8;5.4;1.9;8.6;1.4;0.8;3.9;5.0;2.8;4.4;4.5;;;;;;;;;5.4;22.5;5.7
1391;O Openbaar bestuur en overheidsdiensten;Waarde;2019;5.6;4.0;4.0;;12.7;1.1;4.0;0.9;2.0;4.4;1.7;8.0;1.1;0.7;3.3;5.2;2.6;4.7;4.4;;;;;;;;;5.5;21.9;5.7
1392;O Openbaar bestuur en overheidsdiensten;Waarde;2020;5.3;3.0;4.4;;10.9;1.3;2.9;1.2;1.4;3.4;1.3;6.9;0.9;0.3;3.3;5.4;3.3;4.4;5.1;;;;;;;;;4.6;19.8;6.3
1393;O Openbaar bestuur en overheidsdiensten;Waarde;2021;5.4;2.7;4.4;;10.5;0.7;2.8;1.0;1.9;3.1;1.2;6.1;0.7;0.4;2.9;5.6;3.4;4.4;5.3;;;;;;;;;4.4;19.6;6.4
1394;O Openbaar bestuur en overheidsdiensten;Waarde;2022;5.1;2.1;3.4;;9.9;0.9;2.8;0.8;1.4;3.1;1.2;5.9;0.7;0.5;3.2;;;;;3.5;51.3;3.0;47.0;3.2;2.8;0.4;3.7;3.8;18.7;6.2
1395;O Openbaar bestuur en overheidsdiensten;Waarde;2023;6.1;2.7;4.2;;8.9;0.8;2.6;0.7;1.6;2.5;1.2;4.6;0.7;0.5;2.6;;;;;3.2;44.5;2.8;38.6;3.1;2.9;0.9;3.8;4.4;17.3;6.1
1396;O Openbaar bestuur en overheidsdiensten;Waarde;2024;6.1;3.0;3.9;;9.5;0.9;2.3;0.7;1.4;2.7;1.2;5.3;0.8;0.5;2.8;;;;;3.2;41.0;2.8;36.0;3.1;2.3;0.7;4.1;3.7;18.0;6.1
1397;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2014;5.1;2.3;3.6;6.3;;;;;;;;;;;;3.4;1.4;2.4;2.5;;;;;;;;;3.1;23.6;5.4
1398;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2015;5.6;3.5;4.1;7.0;;;;;;;;;;;;4.0;1.7;3.4;2.5;;;;;;;;;4.7;23.4;5.5
1399;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2016;5.4;3.9;4.0;7.0;;;;;;;;;;;;4.1;2.0;3.5;3.5;;;;;;;;;4.1;22.7;5.6
1400;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2017;5.9;3.1;5.3;7.4;;;;;;;;;;;;4.2;2.0;3.1;2.9;;;;;;;;;5.0;23.6;5.5
1401;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;5.9;3.1;4.2;;13.3;1.0;3.7;0.8;2.3;4.6;1.4;7.6;1.0;0.5;3.2;4.3;2.3;3.7;3.8;;;;;;;;;4.6;21.1;5.6
1402;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;4.8;3.4;3.3;;11.6;0.8;3.4;0.6;1.6;3.7;1.3;7.0;0.8;0.5;2.8;4.4;2.1;4.0;3.8;;;;;;;;;4.7;20.5;5.6
1403;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;4.5;2.4;3.7;;9.8;0.9;2.4;0.9;1.1;2.8;1.0;6.0;0.6;0.2;2.8;4.7;2.8;3.7;4.4;;;;;;;;;3.9;18.5;6.3
1404;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;4.6;2.2;3.7;;9.4;0.5;2.2;0.7;1.4;2.4;0.9;5.2;0.5;0.2;2.3;4.8;2.8;3.7;4.5;;;;;;;;;3.7;18.3;6.3
1405;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;4.4;1.6;2.8;;8.9;0.6;2.2;0.5;1.0;2.5;0.9;5.1;0.5;0.3;2.6;;;;;2.9;49.5;2.5;45.3;2.6;2.3;0.2;3.1;3.2;17.4;6.1
1406;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;5.3;2.2;3.5;;8.0;0.6;2.1;0.4;1.2;2.0;0.9;3.9;0.5;0.3;2.1;;;;;2.6;42.8;2.3;37.0;2.6;2.4;0.7;3.2;3.8;16.1;6.0
1407;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2024;5.3;2.5;3.3;;8.6;0.6;1.8;0.5;1.0;2.2;0.9;4.7;0.6;0.3;2.3;;;;;2.6;39.5;2.3;34.5;2.6;1.9;0.5;3.5;3.1;16.8;6.0
1408;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2014;7.4;3.8;5.6;8.7;;;;;;;;;;;;5.1;2.6;3.9;4.0;;;;;;;;;4.9;27.2;5.6
1409;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2015;7.6;5.1;5.9;9.2;;;;;;;;;;;;5.7;2.9;5.0;3.8;;;;;;;;;6.5;26.7;5.7
1410;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2016;7.4;5.5;5.6;9.2;;;;;;;;;;;;5.8;3.3;5.1;5.0;;;;;;;;;5.8;25.9;5.8
1411;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2017;8.0;4.7;7.3;9.6;;;;;;;;;;;;5.9;3.3;4.6;4.3;;;;;;;;;6.8;26.9;5.7
1412;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;7.8;4.5;5.8;;15.8;1.9;5.2;1.6;3.5;6.3;2.5;9.6;1.9;1.1;4.6;5.8;3.5;5.2;5.2;;;;;;;;;6.2;24.0;5.7
1413;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;6.5;4.7;4.7;;14.0;1.6;4.8;1.4;2.6;5.2;2.3;9.0;1.6;1.1;4.0;6.0;3.2;5.5;5.2;;;;;;;;;6.3;23.3;5.8
1414;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;6.2;3.7;5.2;;12.0;1.8;3.6;1.7;1.9;4.1;1.8;7.9;1.3;0.6;4.1;6.3;4.0;5.2;6.0;;;;;;;;;5.4;21.1;6.4
1415;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;6.4;3.4;5.3;;11.7;1.1;3.5;1.6;2.5;3.8;1.8;7.1;1.1;0.7;3.6;6.4;4.2;5.3;6.1;;;;;;;;;5.2;21.0;6.4
1416;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;5.9;2.7;4.2;;11.0;1.3;3.4;1.2;1.9;3.8;1.6;6.8;1.0;0.9;3.9;;;;;4.3;53.0;3.7;48.7;3.9;3.5;0.7;4.5;4.6;20.1;6.2
1417;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;7.0;3.3;4.9;;9.9;1.2;3.2;1.0;2.1;3.1;1.6;5.3;1.0;0.8;3.2;;;;;3.8;46.1;3.4;40.1;3.7;3.5;1.3;4.5;5.1;18.5;6.2
1418;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2024;6.9;3.6;4.6;;10.5;1.2;2.8;1.0;1.8;3.3;1.6;6.1;1.2;0.8;3.3;;;;;3.8;42.6;3.4;37.6;3.7;2.9;1.1;4.8;4.3;19.3;6.2
