ID;Geslacht;Leeftijd;Onderwijsrichting;Geboortegeneratie;OnderwijsniveauPersonen_1;OnderwijsniveauPersonenBasisonderwijs_2;OnderwijsniveauPersonenVmboMbo1_3;OnderwijsniveauPersonenHavoVwoMbo_4;OnderwijsniveauPersonenHboWo_5;OnderwijsniveauPersonenWoMaster_6;OnderwijsniveauPersonenOnbekend_7
435;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1940 tot 1945;21.1;;9.7;7.0;2.5;2.0;
436;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1945 tot 1950;22.0;;8.6;7.6;3.2;2.6;
437;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1950 tot 1955;23.7;;6.9;9.0;4.8;3.0;
438;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1955 tot 1960;24.4;;4.9;10.8;5.5;3.2;
439;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1960 tot 1965;;;;;;;
440;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1965 tot 1970;;;;;;;
441;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1970 tot 1975;;;;;;;
442;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
443;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
444;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1925 tot 1930;;;;;;;
445;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1930 tot 1935;;;;;;;
446;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1935 tot 1940;15.0;;1.2;11.3;1.7;0.8;
447;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1940 tot 1945;14.5;;1.1;10.3;1.9;1.2;
448;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1945 tot 1950;14.7;;1.3;9.6;2.1;1.7;
449;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1950 tot 1955;14.8;;1.7;8.1;3.2;1.8;
450;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1955 tot 1960;17.0;;2.0;7.9;4.5;2.6;
451;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1960 tot 1965;;;;;;;
452;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1965 tot 1970;;;;;;;
453;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1970 tot 1975;;;;;;;
454;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
455;Totaal mannen en vrouwen;50 tot 55 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
456;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
457;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1930 tot 1935;;;;;;;
458;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1935 tot 1940;18.8;;7.7;8.1;1.9;1.1;
459;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1940 tot 1945;19.7;;6.8;9.3;2.3;1.4;
460;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1945 tot 1950;19.4;;6.1;9.4;2.3;1.6;
461;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1950 tot 1955;19.3;;6.2;9.3;2.3;1.5;
462;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1955 tot 1960;18.4;;5.7;8.4;2.5;1.8;
463;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1960 tot 1965;;;;;;;
464;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1965 tot 1970;;;;;;;
465;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1970 tot 1975;;;;;;;
466;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1975 tot 1980;;;;;;;
467;Totaal mannen en vrouwen;50 tot 55 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
468;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
469;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1930 tot 1935;;;;;;;
470;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1935 tot 1940;0.5;;0.1;;;;0.2
471;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1940 tot 1945;0.6;;0.1;0.1;0.1;;0.3
472;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1945 tot 1950;1.0;;0.2;0.2;0.1;0.1;0.5
473;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1950 tot 1955;3.0;;0.2;1.1;0.1;0.9;0.7
474;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1955 tot 1960;3.0;0.1;0.3;1.2;0.2;0.4;0.7
475;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1960 tot 1965;;;;;;;
476;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1965 tot 1970;;;;;;;
477;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1970 tot 1975;;;;;;;
478;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1975 tot 1980;;;;;;;
479;Totaal mannen en vrouwen;50 tot 55 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
480;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1925 tot 1930;;;;;;;
481;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1930 tot 1935;100.0;30.9;27.6;28.2;10.2;3.0;0.2
482;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1935 tot 1940;100.0;21.7;29.7;32.6;11.5;4.2;0.3
483;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1940 tot 1945;100.0;16.3;30.1;34.0;12.9;6.2;0.5
484;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1945 tot 1950;100.0;14.2;27.1;34.9;14.7;8.4;0.6
485;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1950 tot 1955;100.0;11.5;24.3;36.5;17.4;9.6;0.7
486;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1955 tot 1960;;;;;;;
487;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1960 tot 1965;;;;;;;
488;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1965 tot 1970;;;;;;;
489;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1970 tot 1975;;;;;;;
490;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1975 tot 1980;;;;;;;
491;Totaal mannen en vrouwen;55 tot 60 jaar;Totaal;1980 tot 1985;;;;;;;
492;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1925 tot 1930;;;;;;;
493;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1930 tot 1935;40.4;30.9;7.9;1.5;;;
494;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1935 tot 1940;34.3;21.7;9.9;2.7;;;
495;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1940 tot 1945;32.2;16.3;11.0;4.9;;;
496;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1945 tot 1950;28.8;14.2;9.2;5.4;;;
497;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1950 tot 1955;25.1;11.5;8.0;5.6;;;
498;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1955 tot 1960;;;;;;;
499;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1960 tot 1965;;;;;;;
500;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1965 tot 1970;;;;;;;
501;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1970 tot 1975;;;;;;;
502;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1975 tot 1980;;;;;;;
503;Totaal mannen en vrouwen;55 tot 60 jaar;00 Algemeen;1980 tot 1985;;;;;;;
504;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;;;;;;;
505;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;3.5;;2.2;1.2;0.1;;
506;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;3.6;;2.0;1.4;0.1;0.1;
507;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;2.9;;1.5;1.0;0.2;0.1;
508;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;2.3;;0.9;1.1;0.2;0.1;
509;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;2.1;;0.6;1.1;0.2;0.2;
510;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;;;;;;;
511;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;;;;;;;
512;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;;;;;;;
513;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;;;;;;;
514;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
515;Totaal mannen en vrouwen;55 tot 60 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
516;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;;;;;;;
517;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;9.0;;0.6;2.7;5.1;0.6;
518;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;10.3;;0.6;2.9;5.7;1.1;
519;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;10.3;;0.5;2.7;5.7;1.5;
520;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;10.8;;0.6;2.8;5.9;1.6;
521;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;11.7;;0.7;2.6;6.4;2.0;
522;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;;;;;;;
523;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;;;;;;;
524;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;;;;;;;
525;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;;;;;;;
526;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
527;Totaal mannen en vrouwen;55 tot 60 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
528;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1925 tot 1930;;;;;;;
529;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1930 tot 1935;14.2;;7.3;4.6;1.5;0.9;
530;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1935 tot 1940;18.2;;9.4;5.6;2.0;1.1;
531;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1940 tot 1945;20.3;;9.6;6.3;2.6;1.8;
532;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1945 tot 1950;22.7;;9.0;7.5;3.5;2.7;
533;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1950 tot 1955;24.2;;7.0;9.3;4.7;3.2;
534;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1955 tot 1960;;;;;;;
535;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1960 tot 1965;;;;;;;
536;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1965 tot 1970;;;;;;;
537;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1970 tot 1975;;;;;;;
538;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
539;Totaal mannen en vrouwen;55 tot 60 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
540;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1925 tot 1930;;;;;;;
541;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1930 tot 1935;13.9;;1.1;10.7;1.5;0.6;
542;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1935 tot 1940;13.9;;0.9;10.7;1.4;0.8;
543;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1940 tot 1945;13.9;;1.1;9.6;1.9;1.3;
544;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1945 tot 1950;13.9;;1.4;8.0;2.8;1.7;
545;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1950 tot 1955;14.9;;1.9;7.4;3.4;2.2;
546;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1955 tot 1960;;;;;;;
547;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1960 tot 1965;;;;;;;
548;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1965 tot 1970;;;;;;;
549;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1970 tot 1975;;;;;;;
550;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
551;Totaal mannen en vrouwen;55 tot 60 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
552;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
553;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1930 tot 1935;18.4;;8.5;7.3;1.9;0.7;
554;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1935 tot 1940;19.2;;6.8;9.2;2.1;1.1;
555;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1940 tot 1945;19.4;;6.2;9.3;2.4;1.5;
556;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1945 tot 1950;18.7;;5.8;9.1;2.4;1.4;
557;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1950 tot 1955;19.0;;5.8;9.2;2.4;1.7;
558;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1955 tot 1960;;;;;;;
559;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1960 tot 1965;;;;;;;
560;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1965 tot 1970;;;;;;;
561;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1970 tot 1975;;;;;;;
562;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1975 tot 1980;;;;;;;
563;Totaal mannen en vrouwen;55 tot 60 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
564;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
565;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1930 tot 1935;0.5;;0.1;;;;0.2
566;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1935 tot 1940;0.5;;0.1;;;;0.3
567;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1940 tot 1945;1.0;;0.2;0.2;0.1;;0.5
568;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1945 tot 1950;2.7;;0.1;1.1;0.1;0.8;0.6
569;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1950 tot 1955;3.0;0.1;0.3;1.4;0.2;0.4;0.7
570;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1955 tot 1960;;;;;;;
571;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1960 tot 1965;;;;;;;
572;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1965 tot 1970;;;;;;;
573;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1970 tot 1975;;;;;;;
574;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1975 tot 1980;;;;;;;
575;Totaal mannen en vrouwen;55 tot 60 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
576;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1925 tot 1930;100.0;35.8;25.8;27.1;8.3;2.9;0.2
577;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1930 tot 1935;100.0;26.3;29.8;30.2;10.0;3.6;0.2
578;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1935 tot 1940;100.0;19.3;31.6;32.8;11.4;4.6;0.3
579;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1940 tot 1945;100.0;15.1;30.2;34.0;13.5;6.7;0.5
580;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1945 tot 1950;100.0;14.4;27.1;34.0;15.5;8.4;0.6
581;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1950 tot 1955;;;;;;;
582;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1955 tot 1960;;;;;;;
583;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1960 tot 1965;;;;;;;
584;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1965 tot 1970;;;;;;;
585;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1970 tot 1975;;;;;;;
586;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1975 tot 1980;;;;;;;
587;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal;1980 tot 1985;;;;;;;
588;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1925 tot 1930;46.5;35.8;8.9;1.9;;;
589;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1930 tot 1935;40.8;26.3;11.7;2.8;;;
590;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1935 tot 1940;35.6;19.3;12.3;3.9;;;
591;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1940 tot 1945;30.3;15.1;10.7;4.6;;;
592;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1945 tot 1950;29.0;14.3;9.6;5.1;;;
593;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1950 tot 1955;;;;;;;
594;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1955 tot 1960;;;;;;;
595;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1960 tot 1965;;;;;;;
596;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1965 tot 1970;;;;;;;
597;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1970 tot 1975;;;;;;;
598;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1975 tot 1980;;;;;;;
599;Totaal mannen en vrouwen;60 tot 65 jaar;00 Algemeen;1980 tot 1985;;;;;;;
600;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;3.5;;2.0;1.2;0.2;;
601;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;3.5;;2.1;1.2;0.1;0.1;
602;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;3.2;;1.9;1.0;0.1;0.1;
603;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;2.8;;1.4;1.2;0.2;0.1;
604;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;2.2;;0.9;1.1;0.2;0.1;
605;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;;;;;;;
606;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;;;;;;;
607;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;;;;;;;
608;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;;;;;;;
609;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;;;;;;;
610;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
611;Totaal mannen en vrouwen;60 tot 65 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
612;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;7.3;;0.6;2.5;3.8;0.4;
613;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;9.0;;0.5;2.8;4.9;0.9;
614;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;9.6;;0.5;2.6;5.3;1.2;
615;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;10.6;;0.6;2.9;5.7;1.5;
616;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;11.0;;0.6;2.9;5.9;1.6;
617;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;;;;;;;
618;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;;;;;;;
619;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;;;;;;;
620;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;;;;;;;
621;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;;;;;;;
622;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
623;Totaal mannen en vrouwen;60 tot 65 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
624;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1925 tot 1930;12.6;;5.8;4.3;1.4;1.0;
625;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1930 tot 1935;14.9;;7.4;4.8;1.7;1.0;
626;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1935 tot 1940;18.1;;9.2;5.5;2.2;1.2;
627;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1940 tot 1945;21.1;;10.0;6.5;2.8;1.8;
628;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1945 tot 1950;22.8;;8.8;7.4;3.7;2.9;
629;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1950 tot 1955;;;;;;;
630;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1955 tot 1960;;;;;;;
631;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1960 tot 1965;;;;;;;
632;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1965 tot 1970;;;;;;;
633;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1970 tot 1975;;;;;;;
634;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
635;Totaal mannen en vrouwen;60 tot 65 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
636;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1925 tot 1930;14.1;;1.2;11.0;1.3;0.6;
637;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1930 tot 1935;13.0;;0.8;10.3;1.2;0.8;
638;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1935 tot 1940;13.1;;0.9;9.8;1.3;0.9;
639;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1940 tot 1945;13.1;;1.4;8.1;2.3;1.4;
640;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1945 tot 1950;13.8;;1.4;7.4;3.0;1.9;
641;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1950 tot 1955;;;;;;;
642;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1955 tot 1960;;;;;;;
643;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1960 tot 1965;;;;;;;
644;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1965 tot 1970;;;;;;;
645;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1970 tot 1975;;;;;;;
646;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
647;Totaal mannen en vrouwen;60 tot 65 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
648;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1925 tot 1930;15.7;;7.1;6.1;1.6;0.8;
649;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1930 tot 1935;18.3;;7.1;8.3;2.1;0.9;
650;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1935 tot 1940;19.6;;6.6;9.6;2.3;1.1;
651;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1940 tot 1945;19.7;;6.1;9.8;2.5;1.4;
652;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1945 tot 1950;18.6;;5.5;8.9;2.6;1.6;
653;Totaal mannen en vrouwen;60 tot 65 jaar;05+07 Technisch;1950 tot 1955;;;;;;;
