ID;Inkomensgroepen;KenmerkenVanHuishoudens;Perioden;AantalHuishoudens_1;HuishoudensInVanTotaal_2;Vermogenssom_3;Vermogensaandeel_4;GemiddeldBedrag_5;MediaanVermogen_6
1123;2e 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1996;178;10.9;3.0;4.0;15.0;14.0
1124;2e 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1997;185;11.2;3.0;3.7;14.0;14.0
1125;2e 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1998;187;11.2;3.0;3.3;15.0;14.0
1126;2e 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1999;181;10.7;3.0;2.9;15.0;14.0
1127;2e 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;2000;167;9.7;2.0;2.3;14.0;14.0
1128;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1993;259;16.4;8.0;17.7;33.0;31.0
1129;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1994;250;15.6;8.0;15.0;33.0;31.0
1130;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1995;246;15.3;8.0;13.7;33.0;32.0
1131;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1996;252;15.4;8.0;12.7;32.0;31.0
1132;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1997;250;15.1;8.0;11.5;33.0;31.0
1133;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1998;218;13.0;7.0;8.6;33.0;32.0
1134;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1999;220;13.0;7.0;7.8;32.0;31.0
1135;2e 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;2000;196;11.4;6.0;6.0;32.0;31.0
1136;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1993;175;11.1;13.0;26.3;71.0;70.0
1137;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1994;184;11.5;13.0;24.3;72.0;71.0
1138;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1995;203;12.6;15.0;24.9;72.0;71.0
1139;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1996;205;12.5;15.0;23.1;73.0;71.0
1140;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1997;209;12.6;15.0;21.4;73.0;72.0
1141;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1998;184;10.9;13.0;16.1;73.0;72.0
1142;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1999;188;11.1;14.0;15.1;73.0;72.0
1143;2e 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;2000;177;10.4;13.0;12.3;74.0;73.0
1144;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1993;100;6.3;13.0;28.3;134.0;128.0
1145;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1994;109;6.8;15.0;27.2;135.0;130.0
1146;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1995;120;7.4;16.0;27.6;136.0;130.0
1147;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1996;139;8.5;19.0;29.4;137.0;131.0
1148;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1997;150;9.1;21.0;28.9;137.0;131.0
1149;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1998;174;10.4;24.0;29.2;139.0;135.0
1150;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1999;195;11.5;27.0;30.0;141.0;136.0
1151;2e 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;2000;214;12.5;31.0;28.9;143.0;141.0
1152;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1993;25;1.6;7.0;14.4;276.0;247.0
1153;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1994;32;2.0;9.0;15.9;274.0;249.0
1154;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1995;40;2.5;11.0;18.6;274.0;251.0
1155;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1996;46;2.8;13.0;19.8;279.0;259.0
1156;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1997;52;3.2;15.0;21.2;288.0;260.0
1157;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1998;72;4.3;21.0;24.8;287.0;266.0
1158;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1999;88;5.2;25.0;27.5;286.0;265.0
1159;2e 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;2000;121;7.1;34.0;32.3;284.0;262.0
1160;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1993;2;;;;;
1161;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1994;2;;;;;
1162;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1995;3;;;;;
1163;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1996;4;;;;;
1164;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1997;5;;;;;
1165;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1998;7;;;;;
1166;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1999;11;;;;;
1167;2e 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;2000;14;0.8;9.0;8.9;655.0;633.0
1168;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1993;1;;;;;
1169;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1994;1;;;;;
1170;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1995;2;;;;;
1171;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1996;2;;;;;
1172;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1997;3;;;;;
1173;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1998;4;;;;;
1174;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1999;4;;;;;
1175;2e 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;2000;4;;;;;
1176;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1993;178;11.3;-1.0;-2.6;-7.0;-4.0
1177;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1994;177;11.1;-2.0;-3.1;-9.0;-5.0
1178;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1995;171;10.6;-2.0;-2.8;-10.0;-4.0
1179;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1996;182;11.1;-2.0;-2.9;-10.0;-4.0
1180;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1997;179;10.8;-2.0;-2.6;-10.0;-4.0
1181;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1998;184;11.0;-3.0;-3.2;-14.0;-7.0
1182;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;1999;182;10.7;-3.0;-3.2;-16.0;-7.0
1183;2e 25%-groep van inkomens;Laagste 10%-groep van vermogens;2000;190;11.1;-3.0;-3.2;-18.0;-8.0
1184;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1993;171;10.8;0.0;0.0;0.0;0.0
1185;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1994;167;10.4;0.0;0.0;0.0;0.0
1186;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1995;178;11.0;0.0;0.0;0.0;0.0
1187;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1996;184;11.3;0.0;0.0;0.0;0.0
1188;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1997;176;10.6;0.0;0.0;0.0;0.0
1189;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1998;177;10.5;0.0;0.0;0.0;0.0
1190;2e 25%-groep van inkomens;2e 10%-groep van vermogens;1999;174;10.3;0.0;0.0;0.0;0.0
1191;2e 25%-groep van inkomens;2e 10%-groep van vermogens;2000;178;10.4;0.0;0.0;0.0;0.0
1192;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1993;182;11.5;0.0;0.5;1.0;1.0
1193;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1994;189;11.8;0.0;0.5;1.0;1.0
1194;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1995;187;11.6;0.0;0.5;1.0;1.0
1195;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1996;188;11.5;0.0;0.5;2.0;2.0
1196;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1997;200;12.1;0.0;0.5;2.0;2.0
1197;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1998;194;11.6;0.0;0.4;2.0;2.0
1198;2e 25%-groep van inkomens;3e 10%-groep van vermogens;1999;200;11.8;0.0;0.4;2.0;2.0
1199;2e 25%-groep van inkomens;3e 10%-groep van vermogens;2000;210;12.3;0.0;0.4;2.0;2.0
1200;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1993;191;12.1;1.0;1.5;4.0;4.0
1201;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1994;207;12.9;1.0;1.7;4.0;4.0
1202;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1995;207;12.8;1.0;1.7;5.0;5.0
1203;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1996;213;13.0;1.0;1.8;5.0;5.0
1204;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1997;229;13.8;1.0;1.9;6.0;6.0
1205;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1998;220;13.1;1.0;1.4;5.0;5.0
1206;2e 25%-groep van inkomens;4e 10%-groep van vermogens;1999;228;13.5;1.0;1.5;6.0;6.0
1207;2e 25%-groep van inkomens;4e 10%-groep van vermogens;2000;226;13.2;1.0;1.2;6.0;6.0
1208;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1993;207;13.1;2.0;4.2;10.0;9.0
1209;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1994;218;13.6;2.0;4.4;11.0;11.0
1210;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1995;224;13.9;3.0;4.6;12.0;12.0
1211;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1996;227;13.8;3.0;4.8;14.0;13.0
1212;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1997;232;14.0;3.0;4.9;15.0;14.0
1213;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1998;236;14.1;3.0;3.7;13.0;13.0
1214;2e 25%-groep van inkomens;5e 10%-groep van vermogens;1999;240;14.2;4.0;3.9;15.0;14.0
1215;2e 25%-groep van inkomens;5e 10%-groep van vermogens;2000;236;13.7;4.0;3.5;16.0;15.0
1216;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1993;187;11.8;4.0;8.1;21.0;20.0
1217;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1994;191;11.9;4.0;8.0;23.0;23.0
1218;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1995;194;12.0;5.0;8.6;26.0;26.0
1219;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1996;192;11.7;6.0;8.7;29.0;29.0
1220;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1997;191;11.5;6.0;8.6;32.0;31.0
1221;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1998;194;11.6;6.0;7.0;30.0;29.0
1222;2e 25%-groep van inkomens;6e 10%-groep van vermogens;1999;192;11.3;7.0;7.3;35.0;34.0
1223;2e 25%-groep van inkomens;6e 10%-groep van vermogens;2000;186;10.9;8.0;7.1;41.0;39.0
1224;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1993;146;9.2;5.0;11.2;37.0;36.0
1225;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1994;141;8.8;6.0;10.8;42.0;42.0
1226;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1995;139;8.6;7.0;11.2;47.0;47.0
1227;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1996;128;7.8;7.0;10.3;52.0;51.0
1228;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1997;134;8.1;8.0;10.9;58.0;58.0
1229;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1998;142;8.5;8.0;10.2;59.0;59.0
1230;2e 25%-groep van inkomens;7e 10%-groep van vermogens;1999;149;8.8;10.0;11.4;69.0;69.0
1231;2e 25%-groep van inkomens;7e 10%-groep van vermogens;2000;148;8.6;12.0;11.3;81.0;81.0
1232;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1993;128;8.1;8.0;16.3;61.0;60.0
1233;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1994;122;7.6;8.0;15.2;67.0;67.0
1234;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1995;119;7.4;9.0;15.1;75.0;74.0
1235;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1996;128;7.8;10.0;16.0;81.0;80.0
1236;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1997;129;7.8;11.0;16.1;89.0;89.0
1237;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1998;122;7.3;12.0;14.2;97.0;96.0
1238;2e 25%-groep van inkomens;8e 10%-groep van vermogens;1999;129;7.6;14.0;15.7;111.0;111.0
1239;2e 25%-groep van inkomens;8e 10%-groep van vermogens;2000;134;7.8;17.0;16.4;130.0;129.0
1240;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1993;119;7.6;12.0;25.2;101.0;99.0
1241;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1994;116;7.2;13.0;23.1;108.0;106.0
1242;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1995;117;7.3;14.0;23.0;116.0;112.0
1243;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1996;118;7.2;15.0;22.9;125.0;122.0
1244;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1997;112;6.8;15.0;21.6;137.0;135.0
1245;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1998;121;7.2;18.0;21.9;150.0;148.0
1246;2e 25%-groep van inkomens;9e 10%-groep van vermogens;1999;120;7.1;21.0;22.5;172.0;168.0
1247;2e 25%-groep van inkomens;9e 10%-groep van vermogens;2000;125;7.3;25.0;23.7;201.0;197.0
1248;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1993;71;4.5;17.0;35.5;238.0;180.0
1249;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1994;72;4.5;21.0;39.4;296.0;197.0
1250;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1995;77;4.8;23.0;38.2;292.0;212.0
1251;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1996;78;4.7;25.0;38.0;316.0;226.0
1252;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1997;74;4.5;27.0;38.0;363.0;249.0
1253;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1998;86;5.2;37.0;44.4;427.0;279.0
1254;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1999;81;4.8;37.0;40.5;455.0;319.0
1255;2e 25%-groep van inkomens;Hoogste 10%-groep van vermogens;2000;81;4.7;42.0;39.5;515.0;354.0
1256;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1993;50;3.2;8.0;17.5;166.0;161.0
1257;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1994;49;3.1;9.0;16.2;178.0;171.0
1258;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1995;50;3.1;9.0;15.8;189.0;185.0
1259;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1996;50;3.0;10.0;15.5;202.0;198.0
1260;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1997;45;2.7;10.0;13.9;220.0;215.0
1261;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1998;51;3.1;12.0;14.9;241.0;237.0
1262;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1999;48;2.8;13.0;14.3;273.0;267.0
1263;2e 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;2000;49;2.9;15.0;14.4;311.0;304.0
1264;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1993;21;1.3;9.0;18.0;405.0;288.0
1265;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1994;23;1.4;13.0;23.3;548.0;311.0
1266;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1995;28;1.7;13.0;22.3;476.0;321.0
1267;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1996;28;1.7;14.0;22.5;516.0;353.0
1268;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1997;29;1.8;17.0;24.1;581.0;399.0
1269;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1998;35;2.1;25.0;29.5;700.0;418.0
1270;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1999;33;2.0;24.0;26.2;717.0;471.0
1271;2e 25%-groep van inkomens;Hoogste 5%-groep van vermogens;2000;32;1.9;27.0;25.0;829.0;538.0
1272;2e 25%-groep van inkomens;Groningen;1993;64;4.0;2.0;4.1;31.0;11.0
1273;2e 25%-groep van inkomens;Groningen;1994;71;4.4;2.0;4.4;34.0;11.0
1274;2e 25%-groep van inkomens;Groningen;1995;70;4.3;3.0;4.8;41.0;13.0
1275;2e 25%-groep van inkomens;Groningen;1996;67;4.1;3.0;4.5;43.0;12.0
1276;2e 25%-groep van inkomens;Groningen;1997;66;4.0;3.0;4.3;46.0;14.0
1277;2e 25%-groep van inkomens;Groningen;1998;70;4.2;3.0;3.5;42.0;11.0
1278;2e 25%-groep van inkomens;Groningen;1999;68;4.0;4.0;3.9;52.0;14.0
1279;2e 25%-groep van inkomens;Groningen;2000;69;4.0;4.0;3.5;54.0;15.0
1280;2e 25%-groep van inkomens;Friesland;1993;68;4.3;2.0;4.9;34.0;14.0
1281;2e 25%-groep van inkomens;Friesland;1994;68;4.3;4.0;8.1;65.0;14.0
1282;2e 25%-groep van inkomens;Friesland;1995;68;4.2;3.0;5.5;48.0;18.0
1283;2e 25%-groep van inkomens;Friesland;1996;71;4.3;4.0;6.0;55.0;18.0
1284;2e 25%-groep van inkomens;Friesland;1997;70;4.2;3.0;4.8;49.0;19.0
1285;2e 25%-groep van inkomens;Friesland;1998;73;4.3;4.0;5.2;60.0;19.0
1286;2e 25%-groep van inkomens;Friesland;1999;73;4.3;5.0;5.9;74.0;20.0
1287;2e 25%-groep van inkomens;Friesland;2000;75;4.4;5.0;4.9;70.0;22.0
1288;2e 25%-groep van inkomens;Drenthe;1993;45;2.8;2.0;3.6;39.0;18.0
1289;2e 25%-groep van inkomens;Drenthe;1994;46;2.9;2.0;3.3;39.0;16.0
1290;2e 25%-groep van inkomens;Drenthe;1995;51;3.2;2.0;3.6;42.0;19.0
1291;2e 25%-groep van inkomens;Drenthe;1996;51;3.1;2.0;3.7;47.0;21.0
1292;2e 25%-groep van inkomens;Drenthe;1997;50;3.0;3.0;3.5;50.0;19.0
1293;2e 25%-groep van inkomens;Drenthe;1998;52;3.1;3.0;3.7;59.0;20.0
1294;2e 25%-groep van inkomens;Drenthe;1999;53;3.1;3.0;3.7;64.0;24.0
1295;2e 25%-groep van inkomens;Drenthe;2000;55;3.2;4.0;3.9;75.0;27.0
1296;2e 25%-groep van inkomens;Overijssel;1993;108;6.9;3.0;6.8;30.0;7.0
1297;2e 25%-groep van inkomens;Overijssel;1994;102;6.4;3.0;5.8;31.0;10.0
1298;2e 25%-groep van inkomens;Overijssel;1995;104;6.5;4.0;6.7;38.0;10.0
1299;2e 25%-groep van inkomens;Overijssel;1996;104;6.3;4.0;6.1;38.0;12.0
1300;2e 25%-groep van inkomens;Overijssel;1997;110;6.6;5.0;6.9;45.0;12.0
1301;2e 25%-groep van inkomens;Overijssel;1998;112;6.7;5.0;6.5;48.0;11.0
1302;2e 25%-groep van inkomens;Overijssel;1999;111;6.6;5.0;5.9;48.0;13.0
1303;2e 25%-groep van inkomens;Overijssel;2000;113;6.6;7.0;7.0;66.0;16.0
1304;2e 25%-groep van inkomens;Flevoland;1993;23;1.4;0.0;0.8;17.0;3.0
1305;2e 25%-groep van inkomens;Flevoland;1994;22;1.4;0.0;0.7;17.0;3.0
1306;2e 25%-groep van inkomens;Flevoland;1995;25;1.6;1.0;1.1;25.0;7.0
1307;2e 25%-groep van inkomens;Flevoland;1996;27;1.6;1.0;1.2;28.0;8.0
1308;2e 25%-groep van inkomens;Flevoland;1997;26;1.6;1.0;1.2;34.0;7.0
1309;2e 25%-groep van inkomens;Flevoland;1998;27;1.6;1.0;0.9;29.0;4.0
1310;2e 25%-groep van inkomens;Flevoland;1999;27;1.6;1.0;1.1;39.0;9.0
1311;2e 25%-groep van inkomens;Flevoland;2000;25;1.5;1.0;1.0;41.0;12.0
1312;2e 25%-groep van inkomens;Gelderland;1993;178;11.2;7.0;13.9;37.0;11.0
1313;2e 25%-groep van inkomens;Gelderland;1994;180;11.3;7.0;12.6;38.0;11.0
1314;2e 25%-groep van inkomens;Gelderland;1995;187;11.6;9.0;15.1;48.0;12.0
1315;2e 25%-groep van inkomens;Gelderland;1996;189;11.5;9.0;13.8;47.0;13.0
1316;2e 25%-groep van inkomens;Gelderland;1997;194;11.7;9.0;13.0;48.0;13.0
1317;2e 25%-groep van inkomens;Gelderland;1998;195;11.6;13.0;15.1;64.0;13.0
1318;2e 25%-groep van inkomens;Gelderland;1999;197;11.6;13.0;14.6;68.0;16.0
1319;2e 25%-groep van inkomens;Gelderland;2000;199;11.6;14.0;13.6;72.0;16.0
1320;2e 25%-groep van inkomens;Utrecht;1993;100;6.3;3.0;6.2;30.0;8.0
1321;2e 25%-groep van inkomens;Utrecht;1994;101;6.3;3.0;6.0;32.0;8.0
1322;2e 25%-groep van inkomens;Utrecht;1995;101;6.3;4.0;6.4;37.0;9.0
1323;2e 25%-groep van inkomens;Utrecht;1996;106;6.5;4.0;6.8;41.0;11.0
1324;2e 25%-groep van inkomens;Utrecht;1997;107;6.5;5.0;6.5;43.0;10.0
1325;2e 25%-groep van inkomens;Utrecht;1998;109;6.5;5.0;6.4;49.0;10.0
1326;2e 25%-groep van inkomens;Utrecht;1999;114;6.7;7.0;7.4;59.0;11.0
1327;2e 25%-groep van inkomens;Utrecht;2000;113;6.6;9.0;8.2;77.0;11.0
1328;2e 25%-groep van inkomens;Noord-Holland;1993;273;17.2;7.0;14.0;24.0;6.0
1329;2e 25%-groep van inkomens;Noord-Holland;1994;277;17.3;7.0;13.6;27.0;7.0
1330;2e 25%-groep van inkomens;Noord-Holland;1995;274;17.0;8.0;12.8;28.0;7.0
1331;2e 25%-groep van inkomens;Noord-Holland;1996;276;16.9;9.0;13.9;32.0;7.0
1332;2e 25%-groep van inkomens;Noord-Holland;1997;274;16.6;10.0;13.7;36.0;8.0
1333;2e 25%-groep van inkomens;Noord-Holland;1998;286;17.1;12.0;15.0;44.0;7.0
1334;2e 25%-groep van inkomens;Noord-Holland;1999;284;16.7;12.0;12.7;41.0;8.0
1335;2e 25%-groep van inkomens;Noord-Holland;2000;291;17.0;14.0;13.7;50.0;8.0
1336;2e 25%-groep van inkomens;Zuid-Holland;1993;355;22.5;9.0;19.7;26.0;6.0
1337;2e 25%-groep van inkomens;Zuid-Holland;1994;356;22.2;11.0;20.0;31.0;6.0
1338;2e 25%-groep van inkomens;Zuid-Holland;1995;352;21.8;11.0;18.5;31.0;7.0
1339;2e 25%-groep van inkomens;Zuid-Holland;1996;359;21.9;11.0;17.6;32.0;7.0
1340;2e 25%-groep van inkomens;Zuid-Holland;1997;368;22.3;14.0;19.7;38.0;8.0
1341;2e 25%-groep van inkomens;Zuid-Holland;1998;361;21.5;15.0;18.2;42.0;8.0
1342;2e 25%-groep van inkomens;Zuid-Holland;1999;369;21.7;17.0;18.3;45.0;9.0
1343;2e 25%-groep van inkomens;Zuid-Holland;2000;373;21.8;19.0;17.6;50.0;7.0
1344;2e 25%-groep van inkomens;Zeeland;1993;37;2.4;1.0;3.2;40.0;12.0
1345;2e 25%-groep van inkomens;Zeeland;1994;40;2.5;2.0;4.0;53.0;20.0
1346;2e 25%-groep van inkomens;Zeeland;1995;39;2.4;2.0;3.3;50.0;22.0
1347;2e 25%-groep van inkomens;Zeeland;1996;40;2.5;2.0;3.7;59.0;20.0
1348;2e 25%-groep van inkomens;Zeeland;1997;39;2.4;2.0;3.4;62.0;25.0
1349;2e 25%-groep van inkomens;Zeeland;1998;42;2.5;2.0;3.0;58.0;25.0
1350;2e 25%-groep van inkomens;Zeeland;1999;41;2.4;3.0;3.2;71.0;21.0
1351;2e 25%-groep van inkomens;Zeeland;2000;43;2.5;3.0;3.1;77.0;24.0
1352;2e 25%-groep van inkomens;Noord-Brabant;1993;219;13.9;7.0;15.8;34.0;11.0
1353;2e 25%-groep van inkomens;Noord-Brabant;1994;220;13.7;7.0;13.7;34.0;11.0
1354;2e 25%-groep van inkomens;Noord-Brabant;1995;226;14.0;9.0;14.7;38.0;12.0
1355;2e 25%-groep van inkomens;Noord-Brabant;1996;229;14.0;10.0;15.1;43.0;13.0
1356;2e 25%-groep van inkomens;Noord-Brabant;1997;233;14.1;11.0;15.2;47.0;13.0
1357;2e 25%-groep van inkomens;Noord-Brabant;1998;234;13.9;12.0;15.0;53.0;12.0
1358;2e 25%-groep van inkomens;Noord-Brabant;1999;240;14.2;14.0;15.9;60.0;15.0
1359;2e 25%-groep van inkomens;Noord-Brabant;2000;240;14.0;17.0;15.6;69.0;15.0
1360;2e 25%-groep van inkomens;Limburg;1993;112;7.1;3.0;7.1;30.0;9.0
1361;2e 25%-groep van inkomens;Limburg;1994;116;7.3;4.0;7.8;37.0;10.0
1362;2e 25%-groep van inkomens;Limburg;1995;116;7.2;4.0;7.5;38.0;11.0
1363;2e 25%-groep van inkomens;Limburg;1996;118;7.2;5.0;7.6;41.0;13.0
1364;2e 25%-groep van inkomens;Limburg;1997;117;7.1;5.0;7.6;46.0;13.0
1365;2e 25%-groep van inkomens;Limburg;1998;116;6.9;6.0;7.5;54.0;12.0
1366;2e 25%-groep van inkomens;Limburg;1999;119;7.0;7.0;7.4;57.0;16.0
1367;2e 25%-groep van inkomens;Limburg;2000;117;6.8;8.0;7.9;72.0;18.0
1368;3e 25%-groep van inkomens;0;1993;1580;100.0;83.0;100.0;53.0;27.0
1369;3e 25%-groep van inkomens;0;1994;1600;100.0;95.0;100.0;59.0;31.0
1370;3e 25%-groep van inkomens;0;1995;1613;100.0;102.0;100.0;63.0;37.0
1371;3e 25%-groep van inkomens;0;1996;1637;100.0;115.0;100.0;70.0;41.0
1372;3e 25%-groep van inkomens;0;1997;1654;100.0;127.0;100.0;77.0;45.0
1373;3e 25%-groep van inkomens;0;1998;1676;100.0;147.0;100.0;88.0;44.0
1374;3e 25%-groep van inkomens;0;1999;1696;100.0;162.0;100.0;96.0;51.0
1375;3e 25%-groep van inkomens;0;2000;1714;100.0;187.0;100.0;109.0;59.0
1376;3e 25%-groep van inkomens;Eenpersoonshuishouden;1993;204;12.9;19.0;23.2;95.0;46.0
1377;3e 25%-groep van inkomens;Eenpersoonshuishouden;1994;216;13.5;21.0;22.6;99.0;50.0
1378;3e 25%-groep van inkomens;Eenpersoonshuishouden;1995;218;13.5;22.0;22.0;103.0;56.0
1379;3e 25%-groep van inkomens;Eenpersoonshuishouden;1996;220;13.4;26.0;22.3;117.0;61.0
1380;3e 25%-groep van inkomens;Eenpersoonshuishouden;1997;225;13.6;29.0;23.2;131.0;65.0
1381;3e 25%-groep van inkomens;Eenpersoonshuishouden;1998;233;13.9;34.0;23.1;146.0;71.0
