ID;KenmerkenHuishoudens;CaribischNederland;Perioden;Huishoudens_1;PersonenMetInkomenPerHuishouden_2;BesteedbaarInkomenGemiddeld_3;BesteedbaarInkomenMediaan_4;GestandaardiseerdInkomenGemiddeld_5;GestandaardiseerdInkomenMediaan_6
543;Type: Meerpersoonshuishouden, overig;Bonaire;2014;1200.0;2.6;43.1;36.7;20.8;18.4
544;Type: Meerpersoonshuishouden, overig;Bonaire;2015;1200.0;2.6;44.1;37.6;21.1;18.5
545;Type: Meerpersoonshuishouden, overig;Bonaire;2016;1100.0;2.7;46.3;39.9;22.1;19.7
546;Type: Meerpersoonshuishouden, overig;Bonaire;2017;1000.0;2.7;47.3;40.0;23.1;20.0
547;Type: Meerpersoonshuishouden, overig;Bonaire;2018;950.0;2.7;49.2;42.1;24.0;20.5
548;Type: Meerpersoonshuishouden, overig;Bonaire;2019;1000.0;2.7;51.3;43.9;25.0;21.8
549;Type: Meerpersoonshuishouden, overig;Bonaire;2020;1100.0;2.7;50.6;43.7;24.7;21.6
550;Type: Meerpersoonshuishouden, overig;Bonaire;2021;1100.0;2.7;53.0;44.4;26.1;22.0
551;Type: Meerpersoonshuishouden, overig;Bonaire;2022;1150.0;2.7;53.9;46.0;26.7;23.5
552;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2011;250.0;2.2;40.7;33.5;19.5;16.5
553;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2012;250.0;2.2;45.7;40.5;21.3;18.6
554;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2013;250.0;2.1;44.9;36.9;21.7;17.9
555;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2014;250.0;2.2;47.6;38.7;23.1;19.8
556;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2015;200.0;2.2;48.7;36.9;24.4;19.8
557;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2016;150.0;2.3;48.4;35.6;23.8;18.2
558;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2017;150.0;2.3;51.2;42.5;25.7;21.5
559;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2018;150.0;2.4;51.9;42.7;26.1;21.1
560;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2019;150.0;2.4;55.1;45.6;27.2;22.8
561;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2020;150.0;2.4;55.1;45.1;27.0;23.5
562;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2021;150.0;2.4;53.2;42.3;26.4;22.2
563;Type: Meerpersoonshuishouden, overig;Sint Eustatius;2022;150.0;2.4;58.0;46.3;29.0;23.8
564;Type: Meerpersoonshuishouden, overig;Saba;2011;100.0;;;;;
565;Type: Meerpersoonshuishouden, overig;Saba;2012;100.0;;;;;
566;Type: Meerpersoonshuishouden, overig;Saba;2013;50.0;;;;;
567;Type: Meerpersoonshuishouden, overig;Saba;2014;50.0;;;;;
568;Type: Meerpersoonshuishouden, overig;Saba;2015;50.0;;;;;
569;Type: Meerpersoonshuishouden, overig;Saba;2016;50.0;;;;;
570;Type: Meerpersoonshuishouden, overig;Saba;2017;100.0;;;;;
571;Type: Meerpersoonshuishouden, overig;Saba;2018;50.0;;;;;
572;Type: Meerpersoonshuishouden, overig;Saba;2019;50.0;;;;;
573;Type: Meerpersoonshuishouden, overig;Saba;2020;50.0;;;;;
574;Type: Meerpersoonshuishouden, overig;Saba;2021;50.0;;;;;
575;Type: Meerpersoonshuishouden, overig;Saba;2022;100.0;;;;;
576;Type: Alleenstaande met ander(en);Caribisch Nederland;2011;600.0;2.3;34.5;27.3;17.8;15.2
577;Type: Alleenstaande met ander(en);Caribisch Nederland;2012;550.0;2.3;36.6;29.9;18.4;15.9
578;Type: Alleenstaande met ander(en);Caribisch Nederland;2013;600.0;2.3;36.7;30.1;18.9;15.8
579;Type: Alleenstaande met ander(en);Caribisch Nederland;2014;600.0;2.3;38.0;31.5;19.3;16.4
580;Type: Alleenstaande met ander(en);Caribisch Nederland;2015;600.0;2.3;39.6;32.2;20.4;17.5
581;Type: Alleenstaande met ander(en);Caribisch Nederland;2016;500.0;2.5;39.8;33.3;20.3;17.6
582;Type: Alleenstaande met ander(en);Caribisch Nederland;2017;500.0;2.4;41.1;34.7;21.8;19.3
583;Type: Alleenstaande met ander(en);Caribisch Nederland;2018;450.0;2.3;40.5;33.7;21.6;18.6
584;Type: Alleenstaande met ander(en);Caribisch Nederland;2019;450.0;2.4;41.8;35.2;21.8;19.0
585;Type: Alleenstaande met ander(en);Caribisch Nederland;2020;500.0;2.3;42.5;36.2;22.7;19.9
586;Type: Alleenstaande met ander(en);Caribisch Nederland;2021;550.0;2.4;43.8;37.4;23.6;20.3
587;Type: Alleenstaande met ander(en);Caribisch Nederland;2022;600.0;2.3;45.5;35.9;24.6;20.6
588;Type: Alleenstaande met ander(en);Bonaire;2011;500.0;2.4;34.8;27.9;18.0;15.2
589;Type: Alleenstaande met ander(en);Bonaire;2012;450.0;2.4;36.8;30.3;18.3;16.0
590;Type: Alleenstaande met ander(en);Bonaire;2013;500.0;2.4;36.5;30.8;18.5;15.6
591;Type: Alleenstaande met ander(en);Bonaire;2014;450.0;2.4;36.4;30.1;18.4;16.0
592;Type: Alleenstaande met ander(en);Bonaire;2015;500.0;2.4;39.6;32.6;20.0;17.2
593;Type: Alleenstaande met ander(en);Bonaire;2016;400.0;2.6;40.4;34.5;20.2;18.0
594;Type: Alleenstaande met ander(en);Bonaire;2017;400.0;2.4;41.0;34.3;21.5;18.5
595;Type: Alleenstaande met ander(en);Bonaire;2018;350.0;2.4;40.0;33.3;21.1;18.4
596;Type: Alleenstaande met ander(en);Bonaire;2019;400.0;2.4;40.9;34.3;21.2;18.0
597;Type: Alleenstaande met ander(en);Bonaire;2020;450.0;2.3;41.2;34.5;22.1;19.3
598;Type: Alleenstaande met ander(en);Bonaire;2021;450.0;2.4;43.5;36.6;23.3;19.9
599;Type: Alleenstaande met ander(en);Bonaire;2022;500.0;2.4;44.5;35.7;24.0;20.2
600;Type: Alleenstaande met ander(en);Sint Eustatius;2011;100.0;;;;;
601;Type: Alleenstaande met ander(en);Sint Eustatius;2012;100.0;;;;;
602;Type: Alleenstaande met ander(en);Sint Eustatius;2013;100.0;1.9;38.0;29.2;20.3;15.7
603;Type: Alleenstaande met ander(en);Sint Eustatius;2014;100.0;2.0;44.5;33.6;22.8;17.6
604;Type: Alleenstaande met ander(en);Sint Eustatius;2015;100.0;;;;;
605;Type: Alleenstaande met ander(en);Sint Eustatius;2016;50.0;;;;;
606;Type: Alleenstaande met ander(en);Sint Eustatius;2017;50.0;;;;;
607;Type: Alleenstaande met ander(en);Sint Eustatius;2018;50.0;;;;;
608;Type: Alleenstaande met ander(en);Sint Eustatius;2019;50.0;;;;;
609;Type: Alleenstaande met ander(en);Sint Eustatius;2020;50.0;;;;;
610;Type: Alleenstaande met ander(en);Sint Eustatius;2021;50.0;;;;;
611;Type: Alleenstaande met ander(en);Sint Eustatius;2022;50.0;;;;;
612;Type: Alleenstaande met ander(en);Saba;2011;50.0;;;;;
613;Type: Alleenstaande met ander(en);Saba;2012;50.0;;;;;
614;Type: Alleenstaande met ander(en);Saba;2013;50.0;;;;;
615;Type: Alleenstaande met ander(en);Saba;2014;50.0;;;;;
616;Type: Alleenstaande met ander(en);Saba;2015;50.0;;;;;
617;Type: Alleenstaande met ander(en);Saba;2016;50.0;;;;;
618;Type: Alleenstaande met ander(en);Saba;2017;50.0;;;;;
619;Type: Alleenstaande met ander(en);Saba;2018;0.0;;;;;
620;Type: Alleenstaande met ander(en);Saba;2019;50.0;;;;;
621;Type: Alleenstaande met ander(en);Saba;2020;50.0;;;;;
622;Type: Alleenstaande met ander(en);Saba;2021;50.0;;;;;
623;Type: Alleenstaande met ander(en);Saba;2022;50.0;;;;;
624;Type: Eenoudergezin met ander(en);Caribisch Nederland;2011;200.0;2.2;28.8;26.9;14.7;13.6
625;Type: Eenoudergezin met ander(en);Caribisch Nederland;2012;200.0;2.2;32.0;29.6;16.1;14.6
626;Type: Eenoudergezin met ander(en);Caribisch Nederland;2013;200.0;2.3;31.7;27.7;15.8;14.1
627;Type: Eenoudergezin met ander(en);Caribisch Nederland;2014;200.0;2.2;33.0;30.5;16.6;15.6
628;Type: Eenoudergezin met ander(en);Caribisch Nederland;2015;250.0;2.2;32.8;29.3;16.5;15.1
629;Type: Eenoudergezin met ander(en);Caribisch Nederland;2016;200.0;2.4;34.8;30.5;17.6;15.3
630;Type: Eenoudergezin met ander(en);Caribisch Nederland;2017;200.0;2.4;36.8;31.6;18.4;15.7
631;Type: Eenoudergezin met ander(en);Caribisch Nederland;2018;200.0;2.4;37.3;34.6;18.8;17.1
632;Type: Eenoudergezin met ander(en);Caribisch Nederland;2019;200.0;2.4;41.5;38.6;21.2;19.1
633;Type: Eenoudergezin met ander(en);Caribisch Nederland;2020;250.0;2.4;41.5;37.9;21.1;18.7
634;Type: Eenoudergezin met ander(en);Caribisch Nederland;2021;250.0;2.4;42.5;37.6;21.6;19.4
635;Type: Eenoudergezin met ander(en);Caribisch Nederland;2022;250.0;2.4;45.8;41.3;23.6;21.1
636;Type: Eenoudergezin met ander(en);Bonaire;2011;150.0;2.3;28.7;28.1;14.5;14.0
637;Type: Eenoudergezin met ander(en);Bonaire;2012;150.0;2.3;31.8;29.6;15.9;14.3
638;Type: Eenoudergezin met ander(en);Bonaire;2013;150.0;2.4;32.1;28.5;15.9;14.5
639;Type: Eenoudergezin met ander(en);Bonaire;2014;150.0;2.2;33.1;31.4;16.8;16.3
640;Type: Eenoudergezin met ander(en);Bonaire;2015;200.0;2.3;32.5;28.7;16.5;14.5
641;Type: Eenoudergezin met ander(en);Bonaire;2016;150.0;2.4;34.4;30.4;17.4;15.0
642;Type: Eenoudergezin met ander(en);Bonaire;2017;150.0;2.5;35.0;31.3;17.5;15.5
643;Type: Eenoudergezin met ander(en);Bonaire;2018;150.0;2.5;35.9;33.4;18.0;16.5
644;Type: Eenoudergezin met ander(en);Bonaire;2019;150.0;2.5;41.3;39.4;20.9;19.0
645;Type: Eenoudergezin met ander(en);Bonaire;2020;200.0;2.5;39.7;36.7;19.9;18.0
646;Type: Eenoudergezin met ander(en);Bonaire;2021;200.0;2.4;40.5;36.9;20.6;18.5
647;Type: Eenoudergezin met ander(en);Bonaire;2022;200.0;2.4;45.1;41.1;23.3;20.9
648;Type: Eenoudergezin met ander(en);Sint Eustatius;2011;50.0;;;;;
649;Type: Eenoudergezin met ander(en);Sint Eustatius;2012;50.0;;;;;
650;Type: Eenoudergezin met ander(en);Sint Eustatius;2013;50.0;;;;;
651;Type: Eenoudergezin met ander(en);Sint Eustatius;2014;50.0;;;;;
652;Type: Eenoudergezin met ander(en);Sint Eustatius;2015;50.0;;;;;
653;Type: Eenoudergezin met ander(en);Sint Eustatius;2016;50.0;;;;;
654;Type: Eenoudergezin met ander(en);Sint Eustatius;2017;50.0;;;;;
655;Type: Eenoudergezin met ander(en);Sint Eustatius;2018;0.0;;;;;
656;Type: Eenoudergezin met ander(en);Sint Eustatius;2019;50.0;;;;;
657;Type: Eenoudergezin met ander(en);Sint Eustatius;2020;50.0;;;;;
658;Type: Eenoudergezin met ander(en);Sint Eustatius;2021;50.0;;;;;
659;Type: Eenoudergezin met ander(en);Sint Eustatius;2022;50.0;;;;;
660;Type: Eenoudergezin met ander(en);Saba;2011;0.0;;;;;
661;Type: Eenoudergezin met ander(en);Saba;2012;0.0;;;;;
662;Type: Eenoudergezin met ander(en);Saba;2013;0.0;;;;;
663;Type: Eenoudergezin met ander(en);Saba;2014;0.0;;;;;
664;Type: Eenoudergezin met ander(en);Saba;2015;0.0;;;;;
665;Type: Eenoudergezin met ander(en);Saba;2016;0.0;;;;;
666;Type: Eenoudergezin met ander(en);Saba;2017;0.0;;;;;
667;Type: Eenoudergezin met ander(en);Saba;2018;0.0;;;;;
668;Type: Eenoudergezin met ander(en);Saba;2019;0.0;;;;;
669;Type: Eenoudergezin met ander(en);Saba;2020;0.0;;;;;
670;Type: Eenoudergezin met ander(en);Saba;2021;0.0;;;;;
671;Type: Eenoudergezin met ander(en);Saba;2022;0.0;;;;;
672;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2011;250.0;2.6;43.1;37.1;22.6;19.9
673;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2012;250.0;2.5;47.2;38.1;24.8;20.2
674;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2013;250.0;2.6;49.0;39.6;25.6;20.0
675;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2014;250.0;2.5;50.0;38.9;26.6;21.4
676;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2015;200.0;2.5;47.0;38.0;24.7;20.6
677;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2016;200.0;2.6;49.4;42.1;25.5;21.4
678;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2017;200.0;2.6;51.2;39.7;27.5;21.5
679;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2018;150.0;2.6;54.7;43.8;29.4;23.8
680;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2019;200.0;2.7;56.8;47.7;30.0;25.6
681;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2020;200.0;2.7;57.5;50.1;29.8;25.7
682;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2021;200.0;2.8;61.9;52.4;32.1;26.5
683;Type: Paar met ander(en), zonder kind;Caribisch Nederland;2022;200.0;2.7;59.6;52.0;31.2;28.5
684;Type: Paar met ander(en), zonder kind;Bonaire;2011;200.0;2.6;44.2;37.4;23.3;20.5
685;Type: Paar met ander(en), zonder kind;Bonaire;2012;200.0;2.6;48.3;37.5;25.6;20.6
686;Type: Paar met ander(en), zonder kind;Bonaire;2013;200.0;2.6;49.1;39.2;26.0;19.6
687;Type: Paar met ander(en), zonder kind;Bonaire;2014;200.0;2.5;49.4;37.3;26.3;21.1
688;Type: Paar met ander(en), zonder kind;Bonaire;2015;150.0;2.5;45.5;37.8;23.8;20.2
689;Type: Paar met ander(en), zonder kind;Bonaire;2016;150.0;2.7;50.5;43.5;26.1;22.1
690;Type: Paar met ander(en), zonder kind;Bonaire;2017;150.0;2.7;52.9;40.8;28.4;22.8
691;Type: Paar met ander(en), zonder kind;Bonaire;2018;150.0;2.7;55.4;44.4;29.5;24.0
692;Type: Paar met ander(en), zonder kind;Bonaire;2019;150.0;2.7;56.5;46.7;29.9;25.5
693;Type: Paar met ander(en), zonder kind;Bonaire;2020;150.0;2.7;57.6;49.9;29.9;24.7
694;Type: Paar met ander(en), zonder kind;Bonaire;2021;150.0;2.8;63.3;53.4;32.8;26.7
695;Type: Paar met ander(en), zonder kind;Bonaire;2022;150.0;2.8;58.8;51.7;30.6;28.0
696;Type: Paar met ander(en), zonder kind;Sint Eustatius;2011;50.0;;;;;
697;Type: Paar met ander(en), zonder kind;Sint Eustatius;2012;50.0;;;;;
698;Type: Paar met ander(en), zonder kind;Sint Eustatius;2013;50.0;;;;;
699;Type: Paar met ander(en), zonder kind;Sint Eustatius;2014;50.0;;;;;
700;Type: Paar met ander(en), zonder kind;Sint Eustatius;2015;0.0;;;;;
701;Type: Paar met ander(en), zonder kind;Sint Eustatius;2016;0.0;;;;;
702;Type: Paar met ander(en), zonder kind;Sint Eustatius;2017;0.0;;;;;
703;Type: Paar met ander(en), zonder kind;Sint Eustatius;2018;0.0;;;;;
704;Type: Paar met ander(en), zonder kind;Sint Eustatius;2019;0.0;;;;;
705;Type: Paar met ander(en), zonder kind;Sint Eustatius;2020;0.0;;;;;
706;Type: Paar met ander(en), zonder kind;Sint Eustatius;2021;0.0;;;;;
707;Type: Paar met ander(en), zonder kind;Sint Eustatius;2022;0.0;;;;;
708;Type: Paar met ander(en), zonder kind;Saba;2011;0.0;;;;;
709;Type: Paar met ander(en), zonder kind;Saba;2012;0.0;;;;;
710;Type: Paar met ander(en), zonder kind;Saba;2013;0.0;;;;;
711;Type: Paar met ander(en), zonder kind;Saba;2014;0.0;;;;;
712;Type: Paar met ander(en), zonder kind;Saba;2015;0.0;;;;;
713;Type: Paar met ander(en), zonder kind;Saba;2016;0.0;;;;;
714;Type: Paar met ander(en), zonder kind;Saba;2017;0.0;;;;;
715;Type: Paar met ander(en), zonder kind;Saba;2018;0.0;;;;;
716;Type: Paar met ander(en), zonder kind;Saba;2019;0.0;;;;;
717;Type: Paar met ander(en), zonder kind;Saba;2020;0.0;;;;;
718;Type: Paar met ander(en), zonder kind;Saba;2021;0.0;;;;;
719;Type: Paar met ander(en), zonder kind;Saba;2022;0.0;;;;;
720;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2011;450.0;3.0;51.3;45.1;22.3;20.0
721;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2012;450.0;2.9;52.3;46.4;22.4;20.0
722;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2013;450.0;3.0;52.1;46.3;22.3;20.0
723;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2014;450.0;2.9;52.8;48.4;22.8;21.2
724;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2015;450.0;3.0;56.0;51.0;24.0;21.6
725;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2016;400.0;3.1;60.5;53.0;26.1;23.3
726;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2017;350.0;3.2;60.1;53.3;26.1;23.2
727;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2018;350.0;3.2;64.8;57.2;28.2;24.7
728;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2019;350.0;3.2;68.3;59.6;29.9;25.4
729;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2020;350.0;3.3;67.0;59.9;29.0;25.6
730;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2021;350.0;3.3;68.9;60.6;29.9;25.9
731;Type: Paar met ander(en), met kind(eren);Caribisch Nederland;2022;350.0;3.2;72.1;62.1;31.3;26.6
732;Type: Paar met ander(en), met kind(eren);Bonaire;2011;350.0;3.0;50.7;45.0;22.0;19.8
733;Type: Paar met ander(en), met kind(eren);Bonaire;2012;400.0;3.0;50.6;45.7;21.8;19.8
734;Type: Paar met ander(en), met kind(eren);Bonaire;2013;400.0;3.1;51.2;46.1;22.0;19.9
735;Type: Paar met ander(en), met kind(eren);Bonaire;2014;400.0;3.0;52.1;47.9;22.6;21.0
736;Type: Paar met ander(en), met kind(eren);Bonaire;2015;400.0;3.1;54.7;50.2;23.4;21.2
737;Type: Paar met ander(en), met kind(eren);Bonaire;2016;350.0;3.2;58.1;52.2;25.1;22.4
738;Type: Paar met ander(en), met kind(eren);Bonaire;2017;300.0;3.3;59.7;52.2;25.9;23.2
739;Type: Paar met ander(en), met kind(eren);Bonaire;2018;300.0;3.3;64.3;56.8;28.0;24.5
740;Type: Paar met ander(en), met kind(eren);Bonaire;2019;300.0;3.3;67.8;58.9;29.7;25.5
741;Type: Paar met ander(en), met kind(eren);Bonaire;2020;300.0;3.4;65.6;59.0;28.4;25.2
742;Type: Paar met ander(en), met kind(eren);Bonaire;2021;300.0;3.3;68.3;59.5;29.6;25.5
743;Type: Paar met ander(en), met kind(eren);Bonaire;2022;300.0;3.2;72.0;61.8;31.3;26.3
744;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2011;50.0;;;;;
745;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2012;50.0;;;;;
746;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2013;50.0;;;;;
747;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2014;50.0;;;;;
748;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2015;50.0;;;;;
749;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2016;50.0;;;;;
750;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2017;50.0;;;;;
751;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2018;50.0;;;;;
752;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2019;50.0;;;;;
753;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2020;50.0;;;;;
754;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2021;50.0;;;;;
755;Type: Paar met ander(en), met kind(eren);Sint Eustatius;2022;50.0;;;;;
756;Type: Paar met ander(en), met kind(eren);Saba;2011;0.0;;;;;
757;Type: Paar met ander(en), met kind(eren);Saba;2012;0.0;;;;;
758;Type: Paar met ander(en), met kind(eren);Saba;2013;0.0;;;;;
759;Type: Paar met ander(en), met kind(eren);Saba;2014;0.0;;;;;
760;Type: Paar met ander(en), met kind(eren);Saba;2015;0.0;;;;;
761;Type: Paar met ander(en), met kind(eren);Saba;2016;0.0;;;;;
762;Type: Paar met ander(en), met kind(eren);Saba;2017;0.0;;;;;
763;Type: Paar met ander(en), met kind(eren);Saba;2018;50.0;;;;;
764;Type: Paar met ander(en), met kind(eren);Saba;2019;0.0;;;;;
765;Type: Paar met ander(en), met kind(eren);Saba;2020;0.0;;;;;
766;Type: Paar met ander(en), met kind(eren);Saba;2021;0.0;;;;;
767;Type: Paar met ander(en), met kind(eren);Saba;2022;0.0;;;;;
768;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2011;2000.0;1.5;24.8;18.9;15.7;13.2
769;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2012;2150.0;1.5;24.5;18.9;15.9;13.6
770;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2013;2350.0;1.5;25.8;19.7;16.8;14.4
771;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2014;2450.0;1.5;26.6;20.5;17.3;14.8
772;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2015;2550.0;1.5;27.5;21.2;17.8;15.1
773;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2016;2600.0;1.5;27.6;22.1;17.8;15.5
774;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2017;2800.0;1.5;27.7;22.2;18.3;15.6
775;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2018;2900.0;1.5;28.3;22.3;18.6;16.1
776;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2019;3100.0;1.5;29.0;22.8;19.3;16.7
777;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2020;3150.0;1.5;29.5;23.5;19.8;17.1
778;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2021;3300.0;1.5;30.4;24.8;20.2;17.4
779;Hoofdkostwinner: tot 40 jaar;Caribisch Nederland;2022;3550.0;1.4;30.4;23.7;20.7;17.6
780;Hoofdkostwinner: tot 40 jaar;Bonaire;2011;1600.0;1.6;24.2;18.4;15.4;12.9
781;Hoofdkostwinner: tot 40 jaar;Bonaire;2012;1700.0;1.5;23.7;17.9;15.2;13.1
782;Hoofdkostwinner: tot 40 jaar;Bonaire;2013;1850.0;1.5;25.1;19.0;16.3;14.1
783;Hoofdkostwinner: tot 40 jaar;Bonaire;2014;2000.0;1.5;25.6;19.6;16.5;14.4
784;Hoofdkostwinner: tot 40 jaar;Bonaire;2015;2000.0;1.6;26.7;20.6;17.1;14.9
785;Hoofdkostwinner: tot 40 jaar;Bonaire;2016;2100.0;1.6;27.3;22.0;17.4;15.4
786;Hoofdkostwinner: tot 40 jaar;Bonaire;2017;2250.0;1.5;27.4;22.0;17.8;15.5
787;Hoofdkostwinner: tot 40 jaar;Bonaire;2018;2350.0;1.5;28.1;22.2;18.3;16.1
788;Hoofdkostwinner: tot 40 jaar;Bonaire;2019;2500.0;1.5;28.8;22.8;19.1;16.7
789;Hoofdkostwinner: tot 40 jaar;Bonaire;2020;2600.0;1.5;29.1;23.4;19.5;17.0
790;Hoofdkostwinner: tot 40 jaar;Bonaire;2021;2750.0;1.5;30.0;24.5;19.8;17.2
791;Hoofdkostwinner: tot 40 jaar;Bonaire;2022;3000.0;1.5;30.0;23.3;20.3;17.4
792;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2011;250.0;1.5;27.8;22.1;17.2;14.7
793;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2012;250.0;1.3;27.8;22.0;18.4;15.7
794;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2013;300.0;1.4;29.3;25.0;19.3;16.0
795;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2014;300.0;1.5;32.9;27.0;21.3;17.8
796;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2015;300.0;1.4;33.2;28.2;22.3;17.0
797;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2016;350.0;1.4;29.6;22.5;19.7;15.5
798;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2017;350.0;1.3;30.6;23.2;21.4;16.6
799;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2018;350.0;1.3;29.7;22.9;20.4;15.8
800;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2019;350.0;1.3;29.8;22.2;20.5;16.0
801;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2020;350.0;1.4;31.6;24.1;21.3;17.4
802;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2021;350.0;1.3;32.5;24.9;22.1;17.8
803;Hoofdkostwinner: tot 40 jaar;Sint Eustatius;2022;350.0;1.3;31.8;24.3;22.0;17.7
804;Hoofdkostwinner: tot 40 jaar;Saba;2011;150.0;1.5;26.3;21.3;17.1;14.1
805;Hoofdkostwinner: tot 40 jaar;Saba;2012;200.0;1.4;27.5;23.8;18.8;16.1
806;Hoofdkostwinner: tot 40 jaar;Saba;2013;200.0;1.4;27.0;21.6;18.1;15.4
807;Hoofdkostwinner: tot 40 jaar;Saba;2014;200.0;1.4;28.6;23.0;19.1;16.9
808;Hoofdkostwinner: tot 40 jaar;Saba;2015;200.0;1.4;26.2;21.2;18.0;15.1
809;Hoofdkostwinner: tot 40 jaar;Saba;2016;200.0;1.3;26.8;23.5;18.8;17.0
810;Hoofdkostwinner: tot 40 jaar;Saba;2017;200.0;1.4;26.8;21.8;18.4;15.8
811;Hoofdkostwinner: tot 40 jaar;Saba;2018;200.0;1.4;28.2;23.7;19.2;16.8
812;Hoofdkostwinner: tot 40 jaar;Saba;2019;200.0;1.4;29.4;23.0;20.3;17.2
813;Hoofdkostwinner: tot 40 jaar;Saba;2020;200.0;1.4;31.5;26.9;21.9;19.3
814;Hoofdkostwinner: tot 40 jaar;Saba;2021;200.0;1.4;32.4;28.3;22.6;19.7
815;Hoofdkostwinner: tot 40 jaar;Saba;2022;200.0;1.5;33.5;29.6;23.5;20.8
816;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2011;3550.0;1.8;32.9;26.0;20.9;16.8
817;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2012;3700.0;1.7;34.6;27.4;22.0;17.9
818;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2013;3900.0;1.7;34.4;27.5;22.0;18.1
819;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2014;4000.0;1.7;35.9;28.4;23.3;18.7
820;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2015;4100.0;1.7;37.2;29.3;24.0;19.2
821;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2016;4200.0;1.8;37.5;29.6;24.5;19.5
822;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2017;4400.0;1.8;38.8;30.9;25.6;20.6
823;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2018;4450.0;1.7;38.8;30.0;25.7;20.3
824;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2019;4600.0;1.7;40.3;32.0;26.7;21.1
