ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
5263;Total male and female;90 to 94 years;Never married;Caribbean Netherlands;2022;0.0
5264;Total male and female;90 to 94 years;Never married;Caribbean Netherlands;2023;2.0
5265;Total male and female;90 to 94 years;Never married;Bonaire;2011;0.0
5266;Total male and female;90 to 94 years;Never married;Bonaire;2012;0.0
5267;Total male and female;90 to 94 years;Never married;Bonaire;2013;1.0
5268;Total male and female;90 to 94 years;Never married;Bonaire;2014;0.0
5269;Total male and female;90 to 94 years;Never married;Bonaire;2015;0.0
5270;Total male and female;90 to 94 years;Never married;Bonaire;2016;2.0
5271;Total male and female;90 to 94 years;Never married;Bonaire;2017;4.0
5272;Total male and female;90 to 94 years;Never married;Bonaire;2018;1.0
5273;Total male and female;90 to 94 years;Never married;Bonaire;2019;1.0
5274;Total male and female;90 to 94 years;Never married;Bonaire;2020;1.0
5275;Total male and female;90 to 94 years;Never married;Bonaire;2021;0.0
5276;Total male and female;90 to 94 years;Never married;Bonaire;2022;0.0
5277;Total male and female;90 to 94 years;Never married;Bonaire;2023;1.0
5278;Total male and female;90 to 94 years;Never married;St Eustatius;2011;0.0
5279;Total male and female;90 to 94 years;Never married;St Eustatius;2012;1.0
5280;Total male and female;90 to 94 years;Never married;St Eustatius;2013;0.0
5281;Total male and female;90 to 94 years;Never married;St Eustatius;2014;0.0
5282;Total male and female;90 to 94 years;Never married;St Eustatius;2015;0.0
5283;Total male and female;90 to 94 years;Never married;St Eustatius;2016;0.0
5284;Total male and female;90 to 94 years;Never married;St Eustatius;2017;0.0
5285;Total male and female;90 to 94 years;Never married;St Eustatius;2018;1.0
5286;Total male and female;90 to 94 years;Never married;St Eustatius;2019;0.0
5287;Total male and female;90 to 94 years;Never married;St Eustatius;2020;0.0
5288;Total male and female;90 to 94 years;Never married;St Eustatius;2021;0.0
5289;Total male and female;90 to 94 years;Never married;St Eustatius;2022;0.0
5290;Total male and female;90 to 94 years;Never married;St Eustatius;2023;1.0
5291;Total male and female;90 to 94 years;Never married;Saba;2011;4.0
5292;Total male and female;90 to 94 years;Never married;Saba;2012;1.0
5293;Total male and female;90 to 94 years;Never married;Saba;2013;0.0
5294;Total male and female;90 to 94 years;Never married;Saba;2014;0.0
5295;Total male and female;90 to 94 years;Never married;Saba;2015;0.0
5296;Total male and female;90 to 94 years;Never married;Saba;2016;0.0
5297;Total male and female;90 to 94 years;Never married;Saba;2017;0.0
5298;Total male and female;90 to 94 years;Never married;Saba;2018;0.0
5299;Total male and female;90 to 94 years;Never married;Saba;2019;0.0
5300;Total male and female;90 to 94 years;Never married;Saba;2020;0.0
5301;Total male and female;90 to 94 years;Never married;Saba;2021;0.0
5302;Total male and female;90 to 94 years;Never married;Saba;2022;0.0
5303;Total male and female;90 to 94 years;Never married;Saba;2023;0.0
5304;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2011;2.0
5305;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2012;2.0
5306;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2013;1.0
5307;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2014;2.0
5308;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2015;3.0
5309;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2016;4.0
5310;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2017;0.0
5311;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2018;1.0
5312;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2019;2.0
5313;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2020;2.0
5314;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2021;2.0
5315;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2022;1.0
5316;Total male and female;90 to 94 years;Married;Caribbean Netherlands;2023;2.0
5317;Total male and female;90 to 94 years;Married;Bonaire;2011;2.0
5318;Total male and female;90 to 94 years;Married;Bonaire;2012;1.0
5319;Total male and female;90 to 94 years;Married;Bonaire;2013;0.0
5320;Total male and female;90 to 94 years;Married;Bonaire;2014;2.0
5321;Total male and female;90 to 94 years;Married;Bonaire;2015;3.0
5322;Total male and female;90 to 94 years;Married;Bonaire;2016;4.0
5323;Total male and female;90 to 94 years;Married;Bonaire;2017;0.0
5324;Total male and female;90 to 94 years;Married;Bonaire;2018;1.0
5325;Total male and female;90 to 94 years;Married;Bonaire;2019;2.0
5326;Total male and female;90 to 94 years;Married;Bonaire;2020;2.0
5327;Total male and female;90 to 94 years;Married;Bonaire;2021;2.0
5328;Total male and female;90 to 94 years;Married;Bonaire;2022;1.0
5329;Total male and female;90 to 94 years;Married;Bonaire;2023;1.0
5330;Total male and female;90 to 94 years;Married;St Eustatius;2011;0.0
5331;Total male and female;90 to 94 years;Married;St Eustatius;2012;0.0
5332;Total male and female;90 to 94 years;Married;St Eustatius;2013;1.0
5333;Total male and female;90 to 94 years;Married;St Eustatius;2014;0.0
5334;Total male and female;90 to 94 years;Married;St Eustatius;2015;0.0
5335;Total male and female;90 to 94 years;Married;St Eustatius;2016;0.0
5336;Total male and female;90 to 94 years;Married;St Eustatius;2017;0.0
5337;Total male and female;90 to 94 years;Married;St Eustatius;2018;0.0
5338;Total male and female;90 to 94 years;Married;St Eustatius;2019;0.0
5339;Total male and female;90 to 94 years;Married;St Eustatius;2020;0.0
5340;Total male and female;90 to 94 years;Married;St Eustatius;2021;0.0
5341;Total male and female;90 to 94 years;Married;St Eustatius;2022;0.0
5342;Total male and female;90 to 94 years;Married;St Eustatius;2023;1.0
5343;Total male and female;90 to 94 years;Married;Saba;2011;0.0
5344;Total male and female;90 to 94 years;Married;Saba;2012;1.0
5345;Total male and female;90 to 94 years;Married;Saba;2013;0.0
5346;Total male and female;90 to 94 years;Married;Saba;2014;0.0
5347;Total male and female;90 to 94 years;Married;Saba;2015;0.0
5348;Total male and female;90 to 94 years;Married;Saba;2016;0.0
5349;Total male and female;90 to 94 years;Married;Saba;2017;0.0
5350;Total male and female;90 to 94 years;Married;Saba;2018;0.0
5351;Total male and female;90 to 94 years;Married;Saba;2019;0.0
5352;Total male and female;90 to 94 years;Married;Saba;2020;0.0
5353;Total male and female;90 to 94 years;Married;Saba;2021;0.0
5354;Total male and female;90 to 94 years;Married;Saba;2022;0.0
5355;Total male and female;90 to 94 years;Married;Saba;2023;0.0
5356;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2011;3.0
5357;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2012;8.0
5358;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2013;7.0
5359;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2014;7.0
5360;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2015;6.0
5361;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2016;2.0
5362;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2017;2.0
5363;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2018;5.0
5364;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2019;5.0
5365;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2020;6.0
5366;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2021;5.0
5367;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2022;6.0
5368;Total male and female;90 to 94 years;Widowed;Caribbean Netherlands;2023;7.0
5369;Total male and female;90 to 94 years;Widowed;Bonaire;2011;3.0
5370;Total male and female;90 to 94 years;Widowed;Bonaire;2012;8.0
5371;Total male and female;90 to 94 years;Widowed;Bonaire;2013;6.0
5372;Total male and female;90 to 94 years;Widowed;Bonaire;2014;5.0
5373;Total male and female;90 to 94 years;Widowed;Bonaire;2015;4.0
5374;Total male and female;90 to 94 years;Widowed;Bonaire;2016;2.0
5375;Total male and female;90 to 94 years;Widowed;Bonaire;2017;2.0
5376;Total male and female;90 to 94 years;Widowed;Bonaire;2018;5.0
5377;Total male and female;90 to 94 years;Widowed;Bonaire;2019;5.0
5378;Total male and female;90 to 94 years;Widowed;Bonaire;2020;6.0
5379;Total male and female;90 to 94 years;Widowed;Bonaire;2021;5.0
5380;Total male and female;90 to 94 years;Widowed;Bonaire;2022;5.0
5381;Total male and female;90 to 94 years;Widowed;Bonaire;2023;7.0
5382;Total male and female;90 to 94 years;Widowed;St Eustatius;2011;0.0
5383;Total male and female;90 to 94 years;Widowed;St Eustatius;2012;0.0
5384;Total male and female;90 to 94 years;Widowed;St Eustatius;2013;1.0
5385;Total male and female;90 to 94 years;Widowed;St Eustatius;2014;1.0
5386;Total male and female;90 to 94 years;Widowed;St Eustatius;2015;1.0
5387;Total male and female;90 to 94 years;Widowed;St Eustatius;2016;0.0
5388;Total male and female;90 to 94 years;Widowed;St Eustatius;2017;0.0
5389;Total male and female;90 to 94 years;Widowed;St Eustatius;2018;0.0
5390;Total male and female;90 to 94 years;Widowed;St Eustatius;2019;0.0
5391;Total male and female;90 to 94 years;Widowed;St Eustatius;2020;0.0
5392;Total male and female;90 to 94 years;Widowed;St Eustatius;2021;0.0
5393;Total male and female;90 to 94 years;Widowed;St Eustatius;2022;0.0
5394;Total male and female;90 to 94 years;Widowed;St Eustatius;2023;0.0
5395;Total male and female;90 to 94 years;Widowed;Saba;2011;0.0
5396;Total male and female;90 to 94 years;Widowed;Saba;2012;0.0
5397;Total male and female;90 to 94 years;Widowed;Saba;2013;0.0
5398;Total male and female;90 to 94 years;Widowed;Saba;2014;1.0
5399;Total male and female;90 to 94 years;Widowed;Saba;2015;1.0
5400;Total male and female;90 to 94 years;Widowed;Saba;2016;0.0
5401;Total male and female;90 to 94 years;Widowed;Saba;2017;0.0
5402;Total male and female;90 to 94 years;Widowed;Saba;2018;0.0
5403;Total male and female;90 to 94 years;Widowed;Saba;2019;0.0
5404;Total male and female;90 to 94 years;Widowed;Saba;2020;0.0
5405;Total male and female;90 to 94 years;Widowed;Saba;2021;0.0
5406;Total male and female;90 to 94 years;Widowed;Saba;2022;1.0
5407;Total male and female;90 to 94 years;Widowed;Saba;2023;0.0
5408;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2011;0.0
5409;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2012;2.0
5410;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2013;0.0
5411;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2014;1.0
5412;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2015;1.0
5413;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2016;0.0
5414;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2017;0.0
5415;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2018;0.0
5416;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2019;3.0
5417;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2020;0.0
5418;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2021;0.0
5419;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2022;2.0
5420;Total male and female;90 to 94 years;Divorced;Caribbean Netherlands;2023;0.0
5421;Total male and female;90 to 94 years;Divorced;Bonaire;2011;0.0
5422;Total male and female;90 to 94 years;Divorced;Bonaire;2012;2.0
5423;Total male and female;90 to 94 years;Divorced;Bonaire;2013;0.0
5424;Total male and female;90 to 94 years;Divorced;Bonaire;2014;1.0
5425;Total male and female;90 to 94 years;Divorced;Bonaire;2015;1.0
5426;Total male and female;90 to 94 years;Divorced;Bonaire;2016;0.0
5427;Total male and female;90 to 94 years;Divorced;Bonaire;2017;0.0
5428;Total male and female;90 to 94 years;Divorced;Bonaire;2018;0.0
5429;Total male and female;90 to 94 years;Divorced;Bonaire;2019;3.0
5430;Total male and female;90 to 94 years;Divorced;Bonaire;2020;0.0
5431;Total male and female;90 to 94 years;Divorced;Bonaire;2021;0.0
5432;Total male and female;90 to 94 years;Divorced;Bonaire;2022;2.0
5433;Total male and female;90 to 94 years;Divorced;Bonaire;2023;0.0
5434;Total male and female;90 to 94 years;Divorced;St Eustatius;2011;0.0
5435;Total male and female;90 to 94 years;Divorced;St Eustatius;2012;0.0
5436;Total male and female;90 to 94 years;Divorced;St Eustatius;2013;0.0
5437;Total male and female;90 to 94 years;Divorced;St Eustatius;2014;0.0
5438;Total male and female;90 to 94 years;Divorced;St Eustatius;2015;0.0
5439;Total male and female;90 to 94 years;Divorced;St Eustatius;2016;0.0
5440;Total male and female;90 to 94 years;Divorced;St Eustatius;2017;0.0
5441;Total male and female;90 to 94 years;Divorced;St Eustatius;2018;0.0
5442;Total male and female;90 to 94 years;Divorced;St Eustatius;2019;0.0
5443;Total male and female;90 to 94 years;Divorced;St Eustatius;2020;0.0
5444;Total male and female;90 to 94 years;Divorced;St Eustatius;2021;0.0
5445;Total male and female;90 to 94 years;Divorced;St Eustatius;2022;0.0
5446;Total male and female;90 to 94 years;Divorced;St Eustatius;2023;0.0
5447;Total male and female;90 to 94 years;Divorced;Saba;2011;0.0
5448;Total male and female;90 to 94 years;Divorced;Saba;2012;0.0
5449;Total male and female;90 to 94 years;Divorced;Saba;2013;0.0
5450;Total male and female;90 to 94 years;Divorced;Saba;2014;0.0
5451;Total male and female;90 to 94 years;Divorced;Saba;2015;0.0
5452;Total male and female;90 to 94 years;Divorced;Saba;2016;0.0
5453;Total male and female;90 to 94 years;Divorced;Saba;2017;0.0
5454;Total male and female;90 to 94 years;Divorced;Saba;2018;0.0
5455;Total male and female;90 to 94 years;Divorced;Saba;2019;0.0
5456;Total male and female;90 to 94 years;Divorced;Saba;2020;0.0
5457;Total male and female;90 to 94 years;Divorced;Saba;2021;0.0
5458;Total male and female;90 to 94 years;Divorced;Saba;2022;0.0
5459;Total male and female;90 to 94 years;Divorced;Saba;2023;0.0
5460;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2011;5.0
5461;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2012;5.0
5462;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2013;4.0
5463;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2014;3.0
5464;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2015;7.0
5465;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2016;4.0
5466;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2017;7.0
5467;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2018;9.0
5468;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2019;2.0
5469;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2020;7.0
5470;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2021;11.0
5471;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2022;12.0
5472;Total male and female;95 to 99 years;Total marital status;Caribbean Netherlands;2023;5.0
5473;Total male and female;95 to 99 years;Total marital status;Bonaire;2011;5.0
5474;Total male and female;95 to 99 years;Total marital status;Bonaire;2012;4.0
5475;Total male and female;95 to 99 years;Total marital status;Bonaire;2013;3.0
5476;Total male and female;95 to 99 years;Total marital status;Bonaire;2014;2.0
5477;Total male and female;95 to 99 years;Total marital status;Bonaire;2015;6.0
5478;Total male and female;95 to 99 years;Total marital status;Bonaire;2016;3.0
5479;Total male and female;95 to 99 years;Total marital status;Bonaire;2017;6.0
5480;Total male and female;95 to 99 years;Total marital status;Bonaire;2018;6.0
5481;Total male and female;95 to 99 years;Total marital status;Bonaire;2019;2.0
5482;Total male and female;95 to 99 years;Total marital status;Bonaire;2020;4.0
5483;Total male and female;95 to 99 years;Total marital status;Bonaire;2021;9.0
5484;Total male and female;95 to 99 years;Total marital status;Bonaire;2022;7.0
5485;Total male and female;95 to 99 years;Total marital status;Bonaire;2023;4.0
5486;Total male and female;95 to 99 years;Total marital status;St Eustatius;2011;0.0
5487;Total male and female;95 to 99 years;Total marital status;St Eustatius;2012;0.0
5488;Total male and female;95 to 99 years;Total marital status;St Eustatius;2013;1.0
5489;Total male and female;95 to 99 years;Total marital status;St Eustatius;2014;1.0
5490;Total male and female;95 to 99 years;Total marital status;St Eustatius;2015;0.0
5491;Total male and female;95 to 99 years;Total marital status;St Eustatius;2016;0.0
5492;Total male and female;95 to 99 years;Total marital status;St Eustatius;2017;1.0
5493;Total male and female;95 to 99 years;Total marital status;St Eustatius;2018;2.0
5494;Total male and female;95 to 99 years;Total marital status;St Eustatius;2019;0.0
5495;Total male and female;95 to 99 years;Total marital status;St Eustatius;2020;3.0
5496;Total male and female;95 to 99 years;Total marital status;St Eustatius;2021;1.0
5497;Total male and female;95 to 99 years;Total marital status;St Eustatius;2022;4.0
5498;Total male and female;95 to 99 years;Total marital status;St Eustatius;2023;0.0
5499;Total male and female;95 to 99 years;Total marital status;Saba;2011;0.0
5500;Total male and female;95 to 99 years;Total marital status;Saba;2012;1.0
5501;Total male and female;95 to 99 years;Total marital status;Saba;2013;0.0
5502;Total male and female;95 to 99 years;Total marital status;Saba;2014;0.0
5503;Total male and female;95 to 99 years;Total marital status;Saba;2015;1.0
5504;Total male and female;95 to 99 years;Total marital status;Saba;2016;1.0
5505;Total male and female;95 to 99 years;Total marital status;Saba;2017;0.0
5506;Total male and female;95 to 99 years;Total marital status;Saba;2018;1.0
5507;Total male and female;95 to 99 years;Total marital status;Saba;2019;0.0
5508;Total male and female;95 to 99 years;Total marital status;Saba;2020;0.0
5509;Total male and female;95 to 99 years;Total marital status;Saba;2021;1.0
5510;Total male and female;95 to 99 years;Total marital status;Saba;2022;1.0
5511;Total male and female;95 to 99 years;Total marital status;Saba;2023;1.0
5512;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2011;0.0
5513;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2012;0.0
5514;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2013;0.0
5515;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2014;0.0
5516;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2015;0.0
5517;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2016;2.0
5518;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2017;2.0
5519;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2018;0.0
5520;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2019;1.0
5521;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2020;0.0
5522;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2021;3.0
5523;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2022;2.0
5524;Total male and female;95 to 99 years;Never married;Caribbean Netherlands;2023;1.0
5525;Total male and female;95 to 99 years;Never married;Bonaire;2011;0.0
5526;Total male and female;95 to 99 years;Never married;Bonaire;2012;0.0
5527;Total male and female;95 to 99 years;Never married;Bonaire;2013;0.0
5528;Total male and female;95 to 99 years;Never married;Bonaire;2014;0.0
5529;Total male and female;95 to 99 years;Never married;Bonaire;2015;0.0
5530;Total male and female;95 to 99 years;Never married;Bonaire;2016;1.0
5531;Total male and female;95 to 99 years;Never married;Bonaire;2017;1.0
5532;Total male and female;95 to 99 years;Never married;Bonaire;2018;0.0
5533;Total male and female;95 to 99 years;Never married;Bonaire;2019;1.0
5534;Total male and female;95 to 99 years;Never married;Bonaire;2020;0.0
5535;Total male and female;95 to 99 years;Never married;Bonaire;2021;3.0
5536;Total male and female;95 to 99 years;Never married;Bonaire;2022;0.0
5537;Total male and female;95 to 99 years;Never married;Bonaire;2023;0.0
5538;Total male and female;95 to 99 years;Never married;St Eustatius;2011;0.0
5539;Total male and female;95 to 99 years;Never married;St Eustatius;2012;0.0
5540;Total male and female;95 to 99 years;Never married;St Eustatius;2013;0.0
5541;Total male and female;95 to 99 years;Never married;St Eustatius;2014;0.0
5542;Total male and female;95 to 99 years;Never married;St Eustatius;2015;0.0
5543;Total male and female;95 to 99 years;Never married;St Eustatius;2016;0.0
5544;Total male and female;95 to 99 years;Never married;St Eustatius;2017;1.0
5545;Total male and female;95 to 99 years;Never married;St Eustatius;2018;0.0
5546;Total male and female;95 to 99 years;Never married;St Eustatius;2019;0.0
5547;Total male and female;95 to 99 years;Never married;St Eustatius;2020;0.0
5548;Total male and female;95 to 99 years;Never married;St Eustatius;2021;0.0
5549;Total male and female;95 to 99 years;Never married;St Eustatius;2022;2.0
5550;Total male and female;95 to 99 years;Never married;St Eustatius;2023;0.0
5551;Total male and female;95 to 99 years;Never married;Saba;2011;0.0
5552;Total male and female;95 to 99 years;Never married;Saba;2012;0.0
5553;Total male and female;95 to 99 years;Never married;Saba;2013;0.0
5554;Total male and female;95 to 99 years;Never married;Saba;2014;0.0
5555;Total male and female;95 to 99 years;Never married;Saba;2015;0.0
5556;Total male and female;95 to 99 years;Never married;Saba;2016;1.0
5557;Total male and female;95 to 99 years;Never married;Saba;2017;0.0
5558;Total male and female;95 to 99 years;Never married;Saba;2018;0.0
5559;Total male and female;95 to 99 years;Never married;Saba;2019;0.0
5560;Total male and female;95 to 99 years;Never married;Saba;2020;0.0
5561;Total male and female;95 to 99 years;Never married;Saba;2021;0.0
5562;Total male and female;95 to 99 years;Never married;Saba;2022;0.0
5563;Total male and female;95 to 99 years;Never married;Saba;2023;1.0
5564;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2011;1.0
5565;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2012;0.0
5566;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2013;1.0
5567;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2014;0.0
5568;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2015;1.0
5569;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2016;0.0
5570;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2017;1.0
5571;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2018;1.0
5572;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2019;1.0
5573;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2020;1.0
5574;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2021;1.0
5575;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2022;3.0
5576;Total male and female;95 to 99 years;Married;Caribbean Netherlands;2023;0.0
5577;Total male and female;95 to 99 years;Married;Bonaire;2011;1.0
5578;Total male and female;95 to 99 years;Married;Bonaire;2012;0.0
5579;Total male and female;95 to 99 years;Married;Bonaire;2013;1.0
5580;Total male and female;95 to 99 years;Married;Bonaire;2014;0.0
5581;Total male and female;95 to 99 years;Married;Bonaire;2015;1.0
5582;Total male and female;95 to 99 years;Married;Bonaire;2016;0.0
5583;Total male and female;95 to 99 years;Married;Bonaire;2017;1.0
5584;Total male and female;95 to 99 years;Married;Bonaire;2018;0.0
5585;Total male and female;95 to 99 years;Married;Bonaire;2019;1.0
5586;Total male and female;95 to 99 years;Married;Bonaire;2020;1.0
5587;Total male and female;95 to 99 years;Married;Bonaire;2021;1.0
5588;Total male and female;95 to 99 years;Married;Bonaire;2022;3.0
5589;Total male and female;95 to 99 years;Married;Bonaire;2023;0.0
5590;Total male and female;95 to 99 years;Married;St Eustatius;2011;0.0
5591;Total male and female;95 to 99 years;Married;St Eustatius;2012;0.0
5592;Total male and female;95 to 99 years;Married;St Eustatius;2013;0.0
5593;Total male and female;95 to 99 years;Married;St Eustatius;2014;0.0
5594;Total male and female;95 to 99 years;Married;St Eustatius;2015;0.0
5595;Total male and female;95 to 99 years;Married;St Eustatius;2016;0.0
5596;Total male and female;95 to 99 years;Married;St Eustatius;2017;0.0
5597;Total male and female;95 to 99 years;Married;St Eustatius;2018;1.0
5598;Total male and female;95 to 99 years;Married;St Eustatius;2019;0.0
5599;Total male and female;95 to 99 years;Married;St Eustatius;2020;0.0
5600;Total male and female;95 to 99 years;Married;St Eustatius;2021;0.0
5601;Total male and female;95 to 99 years;Married;St Eustatius;2022;0.0
5602;Total male and female;95 to 99 years;Married;St Eustatius;2023;0.0
5603;Total male and female;95 to 99 years;Married;Saba;2011;0.0
5604;Total male and female;95 to 99 years;Married;Saba;2012;0.0
5605;Total male and female;95 to 99 years;Married;Saba;2013;0.0
5606;Total male and female;95 to 99 years;Married;Saba;2014;0.0
5607;Total male and female;95 to 99 years;Married;Saba;2015;0.0
5608;Total male and female;95 to 99 years;Married;Saba;2016;0.0
5609;Total male and female;95 to 99 years;Married;Saba;2017;0.0
5610;Total male and female;95 to 99 years;Married;Saba;2018;0.0
5611;Total male and female;95 to 99 years;Married;Saba;2019;0.0
5612;Total male and female;95 to 99 years;Married;Saba;2020;0.0
5613;Total male and female;95 to 99 years;Married;Saba;2021;0.0
5614;Total male and female;95 to 99 years;Married;Saba;2022;0.0
5615;Total male and female;95 to 99 years;Married;Saba;2023;0.0
5616;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2011;4.0
5617;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2012;5.0
5618;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2013;3.0
5619;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2014;3.0
5620;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2015;5.0
5621;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2016;2.0
5622;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2017;4.0
5623;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2018;8.0
5624;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2019;0.0
5625;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2020;5.0
5626;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2021;5.0
5627;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2022;6.0
5628;Total male and female;95 to 99 years;Widowed;Caribbean Netherlands;2023;4.0
5629;Total male and female;95 to 99 years;Widowed;Bonaire;2011;4.0
5630;Total male and female;95 to 99 years;Widowed;Bonaire;2012;4.0
5631;Total male and female;95 to 99 years;Widowed;Bonaire;2013;2.0
5632;Total male and female;95 to 99 years;Widowed;Bonaire;2014;2.0
5633;Total male and female;95 to 99 years;Widowed;Bonaire;2015;4.0
5634;Total male and female;95 to 99 years;Widowed;Bonaire;2016;2.0
5635;Total male and female;95 to 99 years;Widowed;Bonaire;2017;4.0
5636;Total male and female;95 to 99 years;Widowed;Bonaire;2018;6.0
5637;Total male and female;95 to 99 years;Widowed;Bonaire;2019;0.0
5638;Total male and female;95 to 99 years;Widowed;Bonaire;2020;2.0
5639;Total male and female;95 to 99 years;Widowed;Bonaire;2021;3.0
5640;Total male and female;95 to 99 years;Widowed;Bonaire;2022;4.0
5641;Total male and female;95 to 99 years;Widowed;Bonaire;2023;4.0
5642;Total male and female;95 to 99 years;Widowed;St Eustatius;2011;0.0
5643;Total male and female;95 to 99 years;Widowed;St Eustatius;2012;0.0
5644;Total male and female;95 to 99 years;Widowed;St Eustatius;2013;1.0
5645;Total male and female;95 to 99 years;Widowed;St Eustatius;2014;1.0
5646;Total male and female;95 to 99 years;Widowed;St Eustatius;2015;0.0
5647;Total male and female;95 to 99 years;Widowed;St Eustatius;2016;0.0
5648;Total male and female;95 to 99 years;Widowed;St Eustatius;2017;0.0
5649;Total male and female;95 to 99 years;Widowed;St Eustatius;2018;1.0
5650;Total male and female;95 to 99 years;Widowed;St Eustatius;2019;0.0
5651;Total male and female;95 to 99 years;Widowed;St Eustatius;2020;3.0
5652;Total male and female;95 to 99 years;Widowed;St Eustatius;2021;1.0
5653;Total male and female;95 to 99 years;Widowed;St Eustatius;2022;1.0
5654;Total male and female;95 to 99 years;Widowed;St Eustatius;2023;0.0
5655;Total male and female;95 to 99 years;Widowed;Saba;2011;0.0
5656;Total male and female;95 to 99 years;Widowed;Saba;2012;1.0
5657;Total male and female;95 to 99 years;Widowed;Saba;2013;0.0
