ID;Geslacht;Persoonskenmerken;Onderwijsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
1496;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;3.0;23.5
1497;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;71.1;21.5
1498;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;46.8;22.4
1499;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;24.3;19.2
1500;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;74.8;21.9
1501;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;65.4;22.1
1502;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;20.2;22.4
1503;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;23.6;21.1
1504;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;21.6;22.9
1505;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;9.3;20.0
1506;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;4.9;20.0
1507;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;4.4;20.1
1508;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;A-U Alle economische activiteiten;2010;891.0;23.6
1509;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;A-F Landbouw en nijverheid;2010;256.9;21.9
1510;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;10.6;19.1
1511;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;B-F Nijverheid en energie;2010;246.2;22.0
1512;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;170.4;22.0
1513;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
1514;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;C Industrie;2010;156.2;21.7
1515;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;D Energievoorziening;2010;0.0;0.0
1516;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;8.6;22.1
1517;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;F Bouwnijverheid;2010;75.8;22.0
1518;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;G-N Commerciële dienstverlening;2010;469.8;24.2
1519;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;G-I Handel, vervoer en horeca;2010;226.6;21.3
1520;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;G Handel;2010;146.0;22.0
1521;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;H Vervoer en opslag;2010;60.1;20.6
1522;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;I Horeca;2010;20.5;17.2
1523;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;J Informatie en communicatie;2010;48.4;28.8
1524;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;K Financiële dienstverlening;2010;39.6;34.7
1525;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;7.9;27.3
1526;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;M-N Zakelijke dienstverlening;2010;147.3;24.0
1527;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;M Specialistische zakelijke diensten;2010;64.1;30.3
1528;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;83.2;18.5
1529;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;164.3;24.8
1530;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;O-Q Overheid en zorg;2010;143.3;25.0
1531;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;70.4;24.3
1532;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;P Onderwijs;2010;32.2;26.3
1533;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;40.7;25.5
1534;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;21.0;23.3
1535;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;R Cultuur, sport en recreatie;2010;11.4;22.4
1536;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;S Overige dienstverlening;2010;9.7;24.1
1537;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;194.2;16.8
1538;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;75.0;17.3
1539;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;3.1;17.3
1540;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;71.8;17.3
1541;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;50.2;16.3
1542;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
1543;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;46.7;16.3
1544;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
1545;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1546;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;0.0;0.0
1547;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;104.0;16.3
1548;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;66.8;16.6
1549;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;36.7;16.9
1550;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;24.4;16.4
1551;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;5.7;14.3
1552;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;0.0;0.0
1553;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;0.0;0.0
1554;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
1555;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;33.0;15.1
1556;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;4.4;18.8
1557;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;28.6;14.4
1558;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;15.2;17.2
1559;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;12.2;17.5
1560;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;6.8;17.4
1561;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;0.0;0.0
1562;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;3.7;17.6
1563;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;3.0;16.2
1564;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;0.0;0.0
1565;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;0.0;0.0
1566;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;391.1;20.6
1567;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;130.1;20.8
1568;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;0.0;0.0
1569;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;124.0;20.9
1570;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;80.2;20.6
1571;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
1572;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;C Industrie;2010;74.5;20.4
1573;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
1574;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1575;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;43.7;21.3
1576;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;199.9;20.5
1577;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;113.4;19.8
1578;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G Handel;2010;75.9;20.3
1579;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;25.9;19.1
1580;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;I Horeca;2010;11.6;17.1
1581;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;15.0;24.3
1582;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;11.0;25.2
1583;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;3.6;23.0
1584;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;56.9;19.7
1585;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;18.8;23.4
1586;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;38.1;17.7
1587;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;61.1;20.8
1588;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;51.6;20.8
1589;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;30.2;20.9
1590;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;5.3;20.7
1591;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;16.1;20.4
1592;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;9.5;21.0
1593;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;6.0;21.5
1594;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;3.5;20.3
1595;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;305.7;31.8
1596;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;51.8;31.3
1597;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
1598;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;50.4;31.4
1599;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;40.0;31.8
1600;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
1601;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;C Industrie;2010;35.0;31.4
1602;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
1603;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1604;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;0.0;0.0
1605;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;165.9;33.3
1606;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;46.4;31.7
1607;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G Handel;2010;33.3;31.2
1608;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;9.9;35.3
1609;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;I Horeca;2010;0.0;0.0
1610;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;31.3;31.5
1611;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;27.4;39.0
1612;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;3.4;33.8
1613;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;57.4;32.8
1614;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;41.0;34.7
1615;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;16.5;27.2
1616;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;88.0;29.0
1617;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;79.5;29.1
1618;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;33.3;28.8
1619;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;25.3;28.2
1620;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;20.9;30.5
1621;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;8.5;28.5
1622;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;3.7;26.3
1623;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;4.8;29.8
1624;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;A-U Alle economische activiteiten;2010;892.8;25.7
1625;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;A-F Landbouw en nijverheid;2010;272.6;23.9
1626;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;8.9;19.6
1627;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;B-F Nijverheid en energie;2010;263.7;24.0
1628;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;188.9;24.2
1629;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
1630;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;C Industrie;2010;173.3;23.8
1631;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;D Energievoorziening;2010;0.0;0.0
1632;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1633;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;F Bouwnijverheid;2010;74.8;23.6
1634;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;G-N Commerciële dienstverlening;2010;384.6;26.0
1635;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;G-I Handel, vervoer en horeca;2010;196.4;22.6
1636;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;G Handel;2010;109.7;23.5
1637;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;H Vervoer en opslag;2010;71.6;21.9
1638;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;I Horeca;2010;15.1;17.3
1639;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;J Informatie en communicatie;2010;31.8;32.8
1640;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;K Financiële dienstverlening;2010;33.3;37.1
1641;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;8.7;32.7
1642;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;M-N Zakelijke dienstverlening;2010;114.4;26.1
1643;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;M Specialistische zakelijke diensten;2010;49.8;34.7
1644;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;64.6;18.7
1645;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;235.6;27.8
1646;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;O-Q Overheid en zorg;2010;212.1;28.0
1647;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;101.8;27.1
1648;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;P Onderwijs;2010;54.2;29.6
1649;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;56.1;28.2
1650;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;23.5;25.8
1651;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;R Cultuur, sport en recreatie;2010;11.7;24.3
1652;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;S Overige dienstverlening;2010;11.8;27.0
1653;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;233.6;18.3
1654;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;102.1;18.9
1655;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;4.3;17.8
1656;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;97.8;19.0
1657;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;67.2;17.9
1658;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
1659;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;63.0;17.8
1660;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
1661;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1662;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;30.6;21.2
1663;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;108.1;17.5
1664;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;71.2;17.5
1665;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;33.4;18.0
1666;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;32.3;17.3
1667;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;5.6;14.8
1668;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;0.0;0.0
1669;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;0.0;0.0
1670;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
1671;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;30.8;15.9
1672;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;4.8;19.7
1673;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;26.0;15.1
1674;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;23.4;18.8
1675;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;19.5;18.9
1676;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;11.0;19.9
1677;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;3.3;17.6
1678;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;5.2;17.4
1679;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;3.8;18.1
1680;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;0.0;0.0
1681;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;0.0;0.0
1682;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;371.5;22.7
1683;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;123.8;22.6
1684;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;3.7;18.8
1685;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;120.1;22.8
1686;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;83.6;22.6
1687;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
1688;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;C Industrie;2010;76.3;22.3
1689;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
1690;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1691;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;36.6;23.1
1692;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;165.1;22.6
1693;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;92.9;21.5
1694;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;G Handel;2010;55.5;22.2
1695;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;29.9;21.0
1696;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;I Horeca;2010;7.5;17.7
1697;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;10.8;28.8
1698;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;12.7;29.2
1699;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;3.8;26.5
1700;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;44.9;21.1
1701;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;16.2;26.2
1702;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;28.7;18.0
1703;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;82.6;22.8
1704;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;73.3;22.9
1705;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;45.5;23.5
1706;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;8.0;22.2
1707;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;19.9;21.8
1708;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;9.3;21.5
