ID;Geslacht;Migratieachtergrond;Regiokenmerken;Perioden;LeerlingenSpeciaalBasisonderwijs_1;TotaalLeerlingenBasisonderwijs_2;TotaalLeerlingenAchterstandscategorie_3;Achterstandscategorie030_4;Achterstandscategorie120_5;LeerlingenGeenAchterstandscategorie_6;LeerlingenSpeciaalBasisonderwijs_7
1937;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2012/'13;449465;435224;28577.0;25792.0;2785.0;406647.0;14241
1938;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2013/'14;435442;421907;25649.0;23109.0;2540.0;396258.0;13535
1939;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2014/'15;414775;402027;22777.0;20319.0;2458.0;379250.0;12748
1940;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2015/'16;400743;388720;19823.0;17544.0;2279.0;368897.0;12023
1941;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2016/'17;391436;379669;17870.0;15752.0;2118.0;361799.0;11767
1942;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2017/'18;384183;372426;16370.0;14335.0;2035.0;356056.0;11757
1943;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2018/'19;378578;366666;14938.0;13005.0;1933.0;351728.0;11912
1944;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2019/'20;372429;360504;;;;;11925
1945;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2020/'21;365015;353438;;;;;11577
1946;Mannen;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2021/'22;359664;348325;;;;;11339
1947;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2011/'12;551;514;54.0;45.0;9.0;460.0;37
1948;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2012/'13;515;485;58.0;48.0;10.0;427.0;30
1949;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2013/'14;485;464;53.0;43.0;10.0;411.0;21
1950;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2014/'15;456;429;44.0;34.0;10.0;385.0;27
1951;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2015/'16;381;365;32.0;24.0;8.0;333.0;16
1952;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2016/'17;420;401;34.0;24.0;10.0;367.0;19
1953;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2017/'18;613;595;24.0;21.0;3.0;571.0;18
1954;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2018/'19;485;475;14.0;11.0;3.0;461.0;10
1955;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2019/'20;485;478;;;;;7
1956;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2020/'21;493;482;;;;;11
1957;Mannen;Nederlandse achtergrond;"Gemeenten; niet in te delen";2021/'22;528;511;;;;;17
1958;Mannen;Nederlandse achtergrond;Amsterdam;2011/'12;11120;10851;630.0;512.0;118.0;10221.0;269
1959;Mannen;Nederlandse achtergrond;Amsterdam;2012/'13;11528;11280;586.0;489.0;97.0;10694.0;248
1960;Mannen;Nederlandse achtergrond;Amsterdam;2013/'14;11977;11749;535.0;447.0;88.0;11214.0;228
1961;Mannen;Nederlandse achtergrond;Amsterdam;2014/'15;12386;12182;454.0;387.0;67.0;11728.0;204
1962;Mannen;Nederlandse achtergrond;Amsterdam;2015/'16;12658;12453;404.0;341.0;63.0;12049.0;205
1963;Mannen;Nederlandse achtergrond;Amsterdam;2016/'17;12703;12503;368.0;309.0;59.0;12135.0;200
1964;Mannen;Nederlandse achtergrond;Amsterdam;2017/'18;12654;12469;327.0;269.0;58.0;12142.0;185
1965;Mannen;Nederlandse achtergrond;Amsterdam;2018/'19;12595;12398;303.0;246.0;57.0;12095.0;197
1966;Mannen;Nederlandse achtergrond;Amsterdam;2019/'20;12464;12237;;;;;227
1967;Mannen;Nederlandse achtergrond;Amsterdam;2020/'21;12229;12005;;;;;224
1968;Mannen;Nederlandse achtergrond;Amsterdam;2021/'22;11887;11668;;;;;219
1969;Mannen;Nederlandse achtergrond;'s-Gravenhage;2011/'12;9800;9481;700.0;539.0;161.0;8781.0;319
1970;Mannen;Nederlandse achtergrond;'s-Gravenhage;2012/'13;9936;9647;667.0;507.0;160.0;8980.0;289
1971;Mannen;Nederlandse achtergrond;'s-Gravenhage;2013/'14;10047;9769;622.0;475.0;147.0;9147.0;278
1972;Mannen;Nederlandse achtergrond;'s-Gravenhage;2014/'15;10111;9833;573.0;438.0;135.0;9260.0;278
1973;Mannen;Nederlandse achtergrond;'s-Gravenhage;2015/'16;10198;9909;516.0;406.0;110.0;9393.0;289
1974;Mannen;Nederlandse achtergrond;'s-Gravenhage;2016/'17;10143;9835;460.0;364.0;96.0;9375.0;308
1975;Mannen;Nederlandse achtergrond;'s-Gravenhage;2017/'18;10014;9690;426.0;333.0;93.0;9264.0;324
1976;Mannen;Nederlandse achtergrond;'s-Gravenhage;2018/'19;9887;9518;382.0;293.0;89.0;9136.0;369
1977;Mannen;Nederlandse achtergrond;'s-Gravenhage;2019/'20;9751;9382;;;;;369
1978;Mannen;Nederlandse achtergrond;'s-Gravenhage;2020/'21;9569;9218;;;;;351
1979;Mannen;Nederlandse achtergrond;'s-Gravenhage;2021/'22;9388;9041;;;;;347
1980;Mannen;Nederlandse achtergrond;Rotterdam;2011/'12;10325;10049;1130.0;931.0;199.0;8919.0;276
1981;Mannen;Nederlandse achtergrond;Rotterdam;2012/'13;10472;10212;1049.0;866.0;183.0;9163.0;260
1982;Mannen;Nederlandse achtergrond;Rotterdam;2013/'14;10718;10474;1004.0;808.0;196.0;9470.0;244
1983;Mannen;Nederlandse achtergrond;Rotterdam;2014/'15;11003;10769;872.0;695.0;177.0;9897.0;234
1984;Mannen;Nederlandse achtergrond;Rotterdam;2015/'16;11250;11029;794.0;628.0;166.0;10235.0;221
1985;Mannen;Nederlandse achtergrond;Rotterdam;2016/'17;11451;11241;769.0;610.0;159.0;10472.0;210
1986;Mannen;Nederlandse achtergrond;Rotterdam;2017/'18;11523;11317;727.0;578.0;149.0;10590.0;206
1987;Mannen;Nederlandse achtergrond;Rotterdam;2018/'19;11596;11376;702.0;557.0;145.0;10674.0;220
1988;Mannen;Nederlandse achtergrond;Rotterdam;2019/'20;11605;11368;;;;;237
1989;Mannen;Nederlandse achtergrond;Rotterdam;2020/'21;11718;11457;;;;;261
1990;Mannen;Nederlandse achtergrond;Rotterdam;2021/'22;11621;11357;;;;;264
1991;Mannen;Nederlandse achtergrond;Utrecht;2011/'12;8132;8008;431.0;343.0;88.0;7577.0;124
1992;Mannen;Nederlandse achtergrond;Utrecht;2012/'13;8463;8329;387.0;302.0;85.0;7942.0;134
1993;Mannen;Nederlandse achtergrond;Utrecht;2013/'14;8755;8613;327.0;249.0;78.0;8286.0;142
1994;Mannen;Nederlandse achtergrond;Utrecht;2014/'15;9038;8898;299.0;221.0;78.0;8599.0;140
1995;Mannen;Nederlandse achtergrond;Utrecht;2015/'16;9195;9059;269.0;203.0;66.0;8790.0;136
1996;Mannen;Nederlandse achtergrond;Utrecht;2016/'17;9285;9146;255.0;190.0;65.0;8891.0;139
1997;Mannen;Nederlandse achtergrond;Utrecht;2017/'18;9261;9118;228.0;163.0;65.0;8890.0;143
1998;Mannen;Nederlandse achtergrond;Utrecht;2018/'19;9320;9171;214.0;151.0;63.0;8957.0;149
1999;Mannen;Nederlandse achtergrond;Utrecht;2019/'20;9236;9078;;;;;158
2000;Mannen;Nederlandse achtergrond;Utrecht;2020/'21;9169;8995;;;;;174
2001;Mannen;Nederlandse achtergrond;Utrecht;2021/'22;8923;8767;;;;;156
2002;Mannen;Met migratieachtergrond;Nederland;2011/'12;182888;175716;49248.0;13852.0;35396.0;126468.0;7172
2003;Mannen;Met migratieachtergrond;Nederland;2012/'13;182939;175926;46742.0;13246.0;33496.0;129184.0;7013
2004;Mannen;Met migratieachtergrond;Nederland;2013/'14;182487;175692;43577.0;12148.0;31429.0;132115.0;6795
2005;Mannen;Met migratieachtergrond;Nederland;2014/'15;182889;176177;40357.0;11115.0;29242.0;135820.0;6712
2006;Mannen;Met migratieachtergrond;Nederland;2015/'16;184951;178414;37719.0;10448.0;27271.0;140695.0;6537
2007;Mannen;Met migratieachtergrond;Nederland;2016/'17;187515;180970;35908.0;10023.0;25885.0;145062.0;6545
2008;Mannen;Met migratieachtergrond;Nederland;2017/'18;190620;183899;35294.0;9966.0;25328.0;148605.0;6721
2009;Mannen;Met migratieachtergrond;Nederland;2018/'19;193132;186076;34057.0;9679.0;24378.0;152019.0;7056
2010;Mannen;Met migratieachtergrond;Nederland;2019/'20;195428;187936;;;;;7492
2011;Mannen;Met migratieachtergrond;Nederland;2020/'21;196428;188763;;;;;7665
2012;Mannen;Met migratieachtergrond;Nederland;2021/'22;197107;189387;;;;;7720
2013;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2011/'12;9046;8716;1937.0;744.0;1193.0;6779.0;330
2014;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2012/'13;8988;8653;1836.0;696.0;1140.0;6817.0;335
2015;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2013/'14;8977;8655;1807.0;658.0;1149.0;6848.0;322
2016;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2014/'15;9119;8784;1792.0;629.0;1163.0;6992.0;335
2017;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2015/'16;9262;8910;1726.0;561.0;1165.0;7184.0;352
2018;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2016/'17;9503;9141;1792.0;533.0;1259.0;7349.0;362
2019;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2017/'18;9885;9507;1900.0;535.0;1365.0;7607.0;378
2020;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2018/'19;10057;9655;1929.0;522.0;1407.0;7726.0;402
2021;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2019/'20;10228;9798;;;;;430
2022;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2020/'21;10244;9799;;;;;445
2023;Mannen;Met migratieachtergrond;Noord-Nederland (LD);2021/'22;10493;10001;;;;;492
2024;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2011/'12;30267;28884;7112.0;2176.0;4936.0;21772.0;1383
2025;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2012/'13;30296;28910;6766.0;2072.0;4694.0;22144.0;1386
2026;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2013/'14;29910;28558;6371.0;1916.0;4455.0;22187.0;1352
2027;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2014/'15;29705;28344;5840.0;1768.0;4072.0;22504.0;1361
2028;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2015/'16;29770;28505;5432.0;1659.0;3773.0;23073.0;1265
2029;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2016/'17;30001;28768;5315.0;1613.0;3702.0;23453.0;1233
2030;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2017/'18;30725;29447;5512.0;1675.0;3837.0;23935.0;1278
2031;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2018/'19;30887;29560;5363.0;1647.0;3716.0;24197.0;1327
2032;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2019/'20;31076;29703;;;;;1373
2033;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2020/'21;31339;29959;;;;;1380
2034;Mannen;Met migratieachtergrond;Oost-Nederland (LD);2021/'22;31408;29993;;;;;1415
2035;Mannen;Met migratieachtergrond;West-Nederland (LD);2011/'12;112971;108878;31630.0;8180.0;23450.0;77248.0;4093
2036;Mannen;Met migratieachtergrond;West-Nederland (LD);2012/'13;113025;109085;29987.0;7865.0;22122.0;79098.0;3940
2037;Mannen;Met migratieachtergrond;West-Nederland (LD);2013/'14;113010;109163;27820.0;7264.0;20556.0;81343.0;3847
2038;Mannen;Met migratieachtergrond;West-Nederland (LD);2014/'15;113401;109618;25487.0;6569.0;18918.0;84131.0;3783
2039;Mannen;Met migratieachtergrond;West-Nederland (LD);2015/'16;114779;111070;23695.0;6214.0;17481.0;87375.0;3709
2040;Mannen;Met migratieachtergrond;West-Nederland (LD);2016/'17;116451;112676;22078.0;5859.0;16219.0;90598.0;3775
2041;Mannen;Met migratieachtergrond;West-Nederland (LD);2017/'18;117923;114005;21278.0;5782.0;15496.0;92727.0;3918
2042;Mannen;Met migratieachtergrond;West-Nederland (LD);2018/'19;119572;115414;20343.0;5580.0;14763.0;95071.0;4158
2043;Mannen;Met migratieachtergrond;West-Nederland (LD);2019/'20;121176;116713;;;;;4463
2044;Mannen;Met migratieachtergrond;West-Nederland (LD);2020/'21;121534;116963;;;;;4571
2045;Mannen;Met migratieachtergrond;West-Nederland (LD);2021/'22;121682;117159;;;;;4523
2046;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2011/'12;30073;28728;8384.0;2677.0;5707.0;20344.0;1345
2047;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2012/'13;30043;28717;7961.0;2560.0;5401.0;20756.0;1326
2048;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2013/'14;29930;28686;7368.0;2244.0;5124.0;21318.0;1244
2049;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2014/'15;30048;28838;7042.0;2076.0;4966.0;21796.0;1210
2050;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2015/'16;30556;29383;6688.0;1958.0;4730.0;22695.0;1173
2051;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2016/'17;30905;29757;6564.0;1954.0;4610.0;23193.0;1148
2052;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2017/'18;31413;30284;6432.0;1918.0;4514.0;23852.0;1129
2053;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2018/'19;31809;30662;6250.0;1870.0;4380.0;24412.0;1147
2054;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2019/'20;32142;30943;;;;;1199
2055;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2020/'21;32308;31076;;;;;1232
2056;Mannen;Met migratieachtergrond;Zuid-Nederland (LD);2021/'22;32424;31162;;;;;1262
2057;Mannen;Met migratieachtergrond;Niet in te delen (LD);2011/'12;531;510;185.0;75.0;110.0;325.0;21
2058;Mannen;Met migratieachtergrond;Niet in te delen (LD);2012/'13;587;561;192.0;53.0;139.0;369.0;26
2059;Mannen;Met migratieachtergrond;Niet in te delen (LD);2013/'14;660;630;211.0;66.0;145.0;419.0;30
2060;Mannen;Met migratieachtergrond;Niet in te delen (LD);2014/'15;616;593;196.0;73.0;123.0;397.0;23
2061;Mannen;Met migratieachtergrond;Niet in te delen (LD);2015/'16;584;546;178.0;56.0;122.0;368.0;38
2062;Mannen;Met migratieachtergrond;Niet in te delen (LD);2016/'17;655;628;159.0;64.0;95.0;469.0;27
2063;Mannen;Met migratieachtergrond;Niet in te delen (LD);2017/'18;674;656;172.0;56.0;116.0;484.0;18
2064;Mannen;Met migratieachtergrond;Niet in te delen (LD);2018/'19;807;785;172.0;60.0;112.0;613.0;22
2065;Mannen;Met migratieachtergrond;Niet in te delen (LD);2019/'20;806;779;;;;;27
2066;Mannen;Met migratieachtergrond;Niet in te delen (LD);2020/'21;1003;966;;;;;37
2067;Mannen;Met migratieachtergrond;Niet in te delen (LD);2021/'22;1100;1072;;;;;28
2068;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2011/'12;54218;52414;18963.0;4363.0;14600.0;33451.0;1804
2069;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2012/'13;54091;52385;17707.0;4126.0;13581.0;34678.0;1706
2070;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2013/'14;54070;52378;16301.0;3782.0;12519.0;36077.0;1692
2071;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2014/'15;53940;52310;14587.0;3309.0;11278.0;37723.0;1630
2072;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2015/'16;54144;52551;13160.0;3053.0;10107.0;39391.0;1593
2073;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2016/'17;54271;52706;11946.0;2801.0;9145.0;40760.0;1565
2074;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2017/'18;54335;52726;11051.0;2681.0;8370.0;41675.0;1609
2075;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2018/'19;54669;52882;10465.0;2647.0;7818.0;42417.0;1787
2076;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2019/'20;54776;52842;;;;;1934
2077;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2020/'21;54063;52094;;;;;1969
2078;Mannen;Met migratieachtergrond;Vier grootste gemeenten (G4);2021/'22;53142;51224;;;;;1918
2079;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;41093;39243;9630.0;2900.0;6730.0;29613.0;1850
2080;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;41866;39955;9308.0;2845.0;6463.0;30647.0;1911
2081;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;43059;41190;8940.0;2666.0;6274.0;32250.0;1869
2082;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;46247;44292;8895.0;2674.0;6221.0;35397.0;1955
2083;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;47626;45717;8536.0;2562.0;5974.0;37181.0;1909
2084;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;48109;46165;8002.0;2401.0;5601.0;38163.0;1944
2085;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;48723;46755;7751.0;2306.0;5445.0;39004.0;1968
2086;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;49435;47443;7559.0;2279.0;5280.0;39884.0;1992
2087;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;50452;48352;;;;;2100
2088;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;51783;49615;;;;;2168
2089;Mannen;Met migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;51645;49439;;;;;2206
2090;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2011/'12;87046;83549;20470.0;6514.0;13956.0;63079.0;3497
2091;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2012/'13;86395;83025;19535.0;6222.0;13313.0;63490.0;3370
2092;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2013/'14;84698;81494;18125.0;5634.0;12491.0;63369.0;3204
2093;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2014/'15;82086;78982;16679.0;5059.0;11620.0;62303.0;3104
2094;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2015/'16;82597;79600;15845.0;4777.0;11068.0;63755.0;2997
2095;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2016/'17;84480;81471;15801.0;4757.0;11044.0;65670.0;3009
2096;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2017/'18;86888;83762;16320.0;4923.0;11397.0;67442.0;3126
2097;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2018/'19;88221;84966;15861.0;4693.0;11168.0;69105.0;3255
2098;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2019/'20;89394;85963;;;;;3431
2099;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2020/'21;89579;86088;;;;;3491
2100;Mannen;Met migratieachtergrond;Gemeenten < 100 000 inwoners;2021/'22;91220;87652;;;;;3568
2101;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2011/'12;531;510;185.0;75.0;110.0;325.0;21
2102;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2012/'13;587;561;192.0;53.0;139.0;369.0;26
2103;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2013/'14;660;630;211.0;66.0;145.0;419.0;30
2104;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2014/'15;616;593;196.0;73.0;123.0;397.0;23
2105;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2015/'16;584;546;178.0;56.0;122.0;368.0;38
2106;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2016/'17;655;628;159.0;64.0;95.0;469.0;27
2107;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2017/'18;674;656;172.0;56.0;116.0;484.0;18
2108;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2018/'19;807;785;172.0;60.0;112.0;613.0;22
2109;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2019/'20;806;779;;;;;27
2110;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2020/'21;1003;966;;;;;37
2111;Mannen;Met migratieachtergrond;"Gemeenten; niet in te delen";2021/'22;1100;1072;;;;;28
2112;Mannen;Met migratieachtergrond;Amsterdam;2011/'12;19492;18844;6509.0;1653.0;4856.0;12335.0;648
2113;Mannen;Met migratieachtergrond;Amsterdam;2012/'13;19453;18864;6089.0;1538.0;4551.0;12775.0;589
2114;Mannen;Met migratieachtergrond;Amsterdam;2013/'14;19406;18856;5494.0;1373.0;4121.0;13362.0;550
2115;Mannen;Met migratieachtergrond;Amsterdam;2014/'15;19301;18770;4774.0;1182.0;3592.0;13996.0;531
2116;Mannen;Met migratieachtergrond;Amsterdam;2015/'16;19339;18812;4260.0;1084.0;3176.0;14552.0;527
2117;Mannen;Met migratieachtergrond;Amsterdam;2016/'17;19224;18707;3776.0;946.0;2830.0;14931.0;517
2118;Mannen;Met migratieachtergrond;Amsterdam;2017/'18;19040;18529;3498.0;933.0;2565.0;15031.0;511
2119;Mannen;Met migratieachtergrond;Amsterdam;2018/'19;18985;18403;3332.0;908.0;2424.0;15071.0;582
2120;Mannen;Met migratieachtergrond;Amsterdam;2019/'20;19029;18393;;;;;636
2121;Mannen;Met migratieachtergrond;Amsterdam;2020/'21;18729;18091;;;;;638
2122;Mannen;Met migratieachtergrond;Amsterdam;2021/'22;18226;17604;;;;;622
2123;Mannen;Met migratieachtergrond;'s-Gravenhage;2011/'12;12982;12602;4478.0;895.0;3583.0;8124.0;380
2124;Mannen;Met migratieachtergrond;'s-Gravenhage;2012/'13;13028;12635;4233.0;854.0;3379.0;8402.0;393
2125;Mannen;Met migratieachtergrond;'s-Gravenhage;2013/'14;13234;12830;3901.0;773.0;3128.0;8929.0;404
2126;Mannen;Met migratieachtergrond;'s-Gravenhage;2014/'15;13271;12878;3554.0;695.0;2859.0;9324.0;393
2127;Mannen;Met migratieachtergrond;'s-Gravenhage;2015/'16;13501;13108;3260.0;651.0;2609.0;9848.0;393
2128;Mannen;Met migratieachtergrond;'s-Gravenhage;2016/'17;13659;13252;2892.0;584.0;2308.0;10360.0;407
2129;Mannen;Met migratieachtergrond;'s-Gravenhage;2017/'18;13854;13407;2676.0;553.0;2123.0;10731.0;447
2130;Mannen;Met migratieachtergrond;'s-Gravenhage;2018/'19;14159;13656;2523.0;558.0;1965.0;11133.0;503
2131;Mannen;Met migratieachtergrond;'s-Gravenhage;2019/'20;14237;13676;;;;;561
2132;Mannen;Met migratieachtergrond;'s-Gravenhage;2020/'21;14080;13518;;;;;562
2133;Mannen;Met migratieachtergrond;'s-Gravenhage;2021/'22;14029;13496;;;;;533
2134;Mannen;Met migratieachtergrond;Rotterdam;2011/'12;15845;15244;5937.0;1518.0;4419.0;9307.0;601
2135;Mannen;Met migratieachtergrond;Rotterdam;2012/'13;15617;15065;5526.0;1446.0;4080.0;9539.0;552
2136;Mannen;Met migratieachtergrond;Rotterdam;2013/'14;15449;14896;5157.0;1345.0;3812.0;9739.0;553
2137;Mannen;Met migratieachtergrond;Rotterdam;2014/'15;15389;14871;4629.0;1130.0;3499.0;10242.0;518
2138;Mannen;Met migratieachtergrond;Rotterdam;2015/'16;15287;14809;4145.0;1030.0;3115.0;10664.0;478
2139;Mannen;Met migratieachtergrond;Rotterdam;2016/'17;15265;14830;3878.0;981.0;2897.0;10952.0;435
2140;Mannen;Met migratieachtergrond;Rotterdam;2017/'18;15208;14767;3598.0;918.0;2680.0;11169.0;441
2141;Mannen;Met migratieachtergrond;Rotterdam;2018/'19;15286;14818;3415.0;920.0;2495.0;11403.0;468
2142;Mannen;Met migratieachtergrond;Rotterdam;2019/'20;15262;14766;;;;;496
2143;Mannen;Met migratieachtergrond;Rotterdam;2020/'21;15005;14487;;;;;518
2144;Mannen;Met migratieachtergrond;Rotterdam;2021/'22;14718;14208;;;;;510
2145;Mannen;Met migratieachtergrond;Utrecht;2011/'12;5899;5724;2039.0;297.0;1742.0;3685.0;175
2146;Mannen;Met migratieachtergrond;Utrecht;2012/'13;5993;5821;1859.0;288.0;1571.0;3962.0;172
2147;Mannen;Met migratieachtergrond;Utrecht;2013/'14;5981;5796;1749.0;291.0;1458.0;4047.0;185
2148;Mannen;Met migratieachtergrond;Utrecht;2014/'15;5979;5791;1630.0;302.0;1328.0;4161.0;188
2149;Mannen;Met migratieachtergrond;Utrecht;2015/'16;6017;5822;1495.0;288.0;1207.0;4327.0;195
2150;Mannen;Met migratieachtergrond;Utrecht;2016/'17;6123;5917;1400.0;290.0;1110.0;4517.0;206
2151;Mannen;Met migratieachtergrond;Utrecht;2017/'18;6233;6023;1279.0;277.0;1002.0;4744.0;210
2152;Mannen;Met migratieachtergrond;Utrecht;2018/'19;6239;6005;1195.0;261.0;934.0;4810.0;234
2153;Mannen;Met migratieachtergrond;Utrecht;2019/'20;6248;6007;;;;;241
2154;Mannen;Met migratieachtergrond;Utrecht;2020/'21;6249;5998;;;;;251
2155;Mannen;Met migratieachtergrond;Utrecht;2021/'22;6169;5916;;;;;253
2156;Mannen;Westerse migratieachtergrond;Nederland;2011/'12;51809;50313;6175.0;3084.0;3091.0;44138.0;1496
2157;Mannen;Westerse migratieachtergrond;Nederland;2012/'13;52947;51510;6299.0;3120.0;3179.0;45211.0;1437
2158;Mannen;Westerse migratieachtergrond;Nederland;2013/'14;53856;52454;6188.0;3039.0;3149.0;46266.0;1402
2159;Mannen;Westerse migratieachtergrond;Nederland;2014/'15;55006;53569;5927.0;2877.0;3050.0;47642.0;1437
2160;Mannen;Westerse migratieachtergrond;Nederland;2015/'16;56232;54802;5523.0;2683.0;2840.0;49279.0;1430
2161;Mannen;Westerse migratieachtergrond;Nederland;2016/'17;57407;55939;5236.0;2572.0;2664.0;50703.0;1468
2162;Mannen;Westerse migratieachtergrond;Nederland;2017/'18;58483;56972;5036.0;2497.0;2539.0;51936.0;1511
2163;Mannen;Westerse migratieachtergrond;Nederland;2018/'19;60043;58441;4877.0;2471.0;2406.0;53564.0;1602
2164;Mannen;Westerse migratieachtergrond;Nederland;2019/'20;61362;59625;;;;;1737
2165;Mannen;Westerse migratieachtergrond;Nederland;2020/'21;62449;60667;;;;;1782
2166;Mannen;Westerse migratieachtergrond;Nederland;2021/'22;63206;61439;;;;;1767
2167;Mannen;Westerse migratieachtergrond;Noord-Nederland (LD);2011/'12;3519;3405;429.0;245.0;184.0;2976.0;114
2168;Mannen;Westerse migratieachtergrond;Noord-Nederland (LD);2012/'13;3504;3389;408.0;223.0;185.0;2981.0;115
2169;Mannen;Westerse migratieachtergrond;Noord-Nederland (LD);2013/'14;3473;3361;384.0;213.0;171.0;2977.0;112
