ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
949;Delft;Pensioen;9.3;22.9
950;Delfzijl;Totaal particulier huishouden;11.8;26.7
951;Delfzijl;Loon;5.7;30.7
952;Delfzijl;Winst;1.0;37.0
953;Delfzijl;Werkloosheid,bijstand,arbeidsongeschikt;1.4;17.2
954;Delfzijl;Pensioen;3.5;21.1
955;Den Helder;Totaal particulier huishouden;25.9;26.6
956;Den Helder;Loon;13.6;30.3
957;Den Helder;Winst;1.6;36.3
958;Den Helder;Werkloosheid,bijstand,arbeidsongeschikt;3.3;16.3
959;Den Helder;Pensioen;7.1;22.3
960;Deurne;Totaal particulier huishouden;12.0;31.9
961;Deurne;Loon;6.5;35.1
962;Deurne;Winst;1.5;43.0
963;Deurne;Werkloosheid,bijstand,arbeidsongeschikt;0.9;20.6
964;Deurne;Pensioen;3.0;21.8
965;Deventer;Totaal particulier huishouden;39.6;28.2
966;Deventer;Loon;22.6;31.2
967;Deventer;Winst;3.0;37.9
968;Deventer;Werkloosheid,bijstand,arbeidsongeschikt;4.2;18.1
969;Deventer;Pensioen;9.1;22.4
970;Diemen;Totaal particulier huishouden;10.0;31.6
971;Diemen;Loon;5.6;36.2
972;Diemen;Winst;1.2;35.6
973;Diemen;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.0
974;Diemen;Pensioen;2.2;24.0
975;Dinkelland;Totaal particulier huishouden;9.3;32.5
976;Dinkelland;Loon;4.9;35.6
977;Dinkelland;Winst;1.5;41.5
978;Dinkelland;Werkloosheid,bijstand,arbeidsongeschikt;0.5;21.7
979;Dinkelland;Pensioen;2.4;21.2
980;Dirksland;Totaal particulier huishouden;3.2;31.2
981;Dirksland;Loon;1.7;34.8
982;Dirksland;Winst;0.4;38.2
983;Dirksland;Werkloosheid,bijstand,arbeidsongeschikt;0.1;18.5
984;Dirksland;Pensioen;0.8;22.4
985;Doesburg;Totaal particulier huishouden;4.7;28.8
986;Doesburg;Loon;2.5;33.6
987;Doesburg;Winst;0.4;35.1
988;Doesburg;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.7
989;Doesburg;Pensioen;1.1;21.3
990;Doetinchem;Totaal particulier huishouden;23.4;29.1
991;Doetinchem;Loon;12.7;32.8
992;Doetinchem;Winst;2.1;38.8
993;Doetinchem;Werkloosheid,bijstand,arbeidsongeschikt;2.3;17.5
994;Doetinchem;Pensioen;6.0;22.1
995;Dongen;Totaal particulier huishouden;9.8;32.2
996;Dongen;Loon;5.7;35.5
997;Dongen;Winst;1.0;39.8
998;Dongen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.6
999;Dongen;Pensioen;2.5;21.8
1000;Dongeradeel;Totaal particulier huishouden;10.0;26.5
1001;Dongeradeel;Loon;5.0;30.0
1002;Dongeradeel;Winst;1.3;31.9
1003;Dongeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;17.8
1004;Dongeradeel;Pensioen;2.6;19.6
1005;Dordrecht;Totaal particulier huishouden;51.0;28.4
1006;Dordrecht;Loon;28.1;32.0
1007;Dordrecht;Winst;3.9;39.5
1008;Dordrecht;Werkloosheid,bijstand,arbeidsongeschikt;6.2;16.5
1009;Dordrecht;Pensioen;12.2;21.9
1010;Drechterland;Totaal particulier huishouden;7.0;33.2
1011;Drechterland;Loon;3.7;36.8
1012;Drechterland;Winst;1.2;40.0
1013;Drechterland;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.5
1014;Drechterland;Pensioen;1.7;22.1
1015;Drimmelen;Totaal particulier huishouden;10.4;33.3
1016;Drimmelen;Loon;5.8;37.2
1017;Drimmelen;Winst;1.2;40.3
1018;Drimmelen;Werkloosheid,bijstand,arbeidsongeschikt;0.5;28.3
1019;Drimmelen;Pensioen;2.6;22.5
1020;Dronten;Totaal particulier huishouden;14.2;30.5
1021;Dronten;Loon;7.8;33.3
1022;Dronten;Winst;1.8;34.3
1023;Dronten;Werkloosheid,bijstand,arbeidsongeschikt;1.1;19.7
1024;Dronten;Pensioen;3.2;23.6
1025;Druten;Totaal particulier huishouden;6.8;31.3
1026;Druten;Loon;4.1;34.9
1027;Druten;Winst;0.7;37.8
1028;Druten;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.8
1029;Druten;Pensioen;1.4;21.9
1030;Duiven;Totaal particulier huishouden;9.7;31.7
1031;Duiven;Loon;5.8;36.1
1032;Duiven;Winst;0.9;37.0
1033;Duiven;Werkloosheid,bijstand,arbeidsongeschikt;0.7;18.0
1034;Duiven;Pensioen;2.2;22.1
1035;Echt-Susteren;Totaal particulier huishouden;13.1;29.6
1036;Echt-Susteren;Loon;6.7;34.4
1037;Echt-Susteren;Winst;1.3;36.9
1038;Echt-Susteren;Werkloosheid,bijstand,arbeidsongeschikt;1.6;20.9
1039;Echt-Susteren;Pensioen;3.3;21.0
1040;Edam-Volendam;Totaal particulier huishouden;10.9;34.8
1041;Edam-Volendam;Loon;5.9;37.4
1042;Edam-Volendam;Winst;1.9;45.2
1043;Edam-Volendam;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.0
1044;Edam-Volendam;Pensioen;2.4;22.6
1045;Ede;Totaal particulier huishouden;40.4;31.8
1046;Ede;Loon;22.2;34.6
1047;Ede;Winst;4.4;42.8
1048;Ede;Werkloosheid,bijstand,arbeidsongeschikt;3.1;18.3
1049;Ede;Pensioen;10.1;24.5
1050;Eemnes;Totaal particulier huishouden;3.5;35.7
1051;Eemnes;Loon;1.9;40.1
1052;Eemnes;Winst;0.5;40.0
1053;Eemnes;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.2
1054;Eemnes;Pensioen;0.7;27.2
1055;Eemsmond;Totaal particulier huishouden;6.8;25.7
1056;Eemsmond;Loon;3.4;29.8
1057;Eemsmond;Winst;0.9;27.8
1058;Eemsmond;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.9
1059;Eemsmond;Pensioen;1.7;18.9
1060;Eersel;Totaal particulier huishouden;6.8;34.3
1061;Eersel;Loon;3.7;37.4
1062;Eersel;Winst;0.9;44.1
1063;Eersel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.9
1064;Eersel;Pensioen;1.8;26.1
1065;Eijsden;Totaal particulier huishouden;4.5;33.4
1066;Eijsden;Loon;2.4;37.0
1067;Eijsden;Winst;0.5;44.3
1068;Eijsden;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.3
1069;Eijsden;Pensioen;1.2;23.8
1070;Eindhoven;Totaal particulier huishouden;93.7;27.6
1071;Eindhoven;Loon;50.9;31.2
1072;Eindhoven;Winst;6.9;32.9
1073;Eindhoven;Werkloosheid,bijstand,arbeidsongeschikt;11.1;16.5
1074;Eindhoven;Pensioen;23.4;23.4
1075;Elburg;Totaal particulier huishouden;8.1;30.8
1076;Elburg;Loon;4.7;33.6
1077;Elburg;Winst;0.9;37.8
1078;Elburg;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.9
1079;Elburg;Pensioen;2.0;24.0
1080;Emmen;Totaal particulier huishouden;45.1;26.5
1081;Emmen;Loon;22.6;30.6
1082;Emmen;Winst;4.0;32.6
1083;Emmen;Werkloosheid,bijstand,arbeidsongeschikt;5.3;18.0
1084;Emmen;Pensioen;12.7;20.8
1085;Enkhuizen;Totaal particulier huishouden;7.5;28.6
1086;Enkhuizen;Loon;4.1;31.8
1087;Enkhuizen;Winst;0.9;36.2
1088;Enkhuizen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.6
1089;Enkhuizen;Pensioen;1.7;20.6
1090;Enschede;Totaal particulier huishouden;63.5;25.7
1091;Enschede;Loon;32.7;29.4
1092;Enschede;Winst;4.5;33.9
1093;Enschede;Werkloosheid,bijstand,arbeidsongeschikt;9.6;16.9
1094;Enschede;Pensioen;15.4;20.6
1095;Epe;Totaal particulier huishouden;13.2;31.2
1096;Epe;Loon;6.6;35.1
1097;Epe;Winst;1.3;39.5
1098;Epe;Werkloosheid,bijstand,arbeidsongeschikt;1.0;19.9
1099;Epe;Pensioen;4.0;24.2
1100;Ermelo;Totaal particulier huishouden;10.4;31.9
1101;Ermelo;Loon;5.2;35.9
1102;Ermelo;Winst;1.1;44.1
1103;Ermelo;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.6
1104;Ermelo;Pensioen;3.0;24.5
1105;Etten-Leur;Totaal particulier huishouden;16.2;31.0
1106;Etten-Leur;Loon;9.6;34.9
1107;Etten-Leur;Winst;1.4;39.2
1108;Etten-Leur;Werkloosheid,bijstand,arbeidsongeschikt;1.3;19.1
1109;Etten-Leur;Pensioen;3.7;22.4
1110;Ferwerderadiel;Totaal particulier huishouden;3.5;26.7
1111;Ferwerderadiel;Loon;1.8;29.4
1112;Ferwerderadiel;Winst;0.5;33.5
1113;Ferwerderadiel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.0
1114;Ferwerderadiel;Pensioen;0.9;19.6
1115;Franekeradeel;Totaal particulier huishouden;8.4;26.6
1116;Franekeradeel;Loon;4.4;30.4
1117;Franekeradeel;Winst;0.9;32.6
1118;Franekeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.7
1119;Franekeradeel;Pensioen;2.2;19.9
1120;GaasterlÔn-Sleat;Totaal particulier huishouden;4.1;28.4
1121;GaasterlÔn-Sleat;Loon;1.8;31.6
1122;GaasterlÔn-Sleat;Winst;0.7;36.9
1123;GaasterlÔn-Sleat;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.2
1124;GaasterlÔn-Sleat;Pensioen;1.4;21.8
1125;Geertruidenberg;Totaal particulier huishouden;8.4;31.3
1126;Geertruidenberg;Loon;4.9;34.9
1127;Geertruidenberg;Winst;0.7;41.9
1128;Geertruidenberg;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.2
1129;Geertruidenberg;Pensioen;2.1;22.1
1130;Geldermalsen;Totaal particulier huishouden;9.9;34.4
1131;Geldermalsen;Loon;5.5;37.9
1132;Geldermalsen;Winst;1.5;42.9
1133;Geldermalsen;Werkloosheid,bijstand,arbeidsongeschikt;0.5;21.6
1134;Geldermalsen;Pensioen;2.3;22.2
1135;Geldrop-Mierlo;Totaal particulier huishouden;15.7;31.4
1136;Geldrop-Mierlo;Loon;8.4;35.0
1137;Geldrop-Mierlo;Winst;1.4;36.7
1138;Geldrop-Mierlo;Werkloosheid,bijstand,arbeidsongeschikt;1.3;18.0
1139;Geldrop-Mierlo;Pensioen;4.3;25.8
1140;Gemert-Bakel;Totaal particulier huishouden;10.6;31.0
1141;Gemert-Bakel;Loon;5.7;34.7
1142;Gemert-Bakel;Winst;1.5;39.7
1143;Gemert-Bakel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.2
1144;Gemert-Bakel;Pensioen;2.3;20.9
1145;Gennep;Totaal particulier huishouden;6.5;30.2
1146;Gennep;Loon;3.6;34.1
1147;Gennep;Winst;0.7;34.5
1148;Gennep;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.0
1149;Gennep;Pensioen;1.6;22.9
1150;Giessenlanden;Totaal particulier huishouden;5.4;36.2
1151;Giessenlanden;Loon;2.9;38.9
1152;Giessenlanden;Winst;0.9;46.9
1153;Giessenlanden;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.3
1154;Giessenlanden;Pensioen;1.3;22.3
1155;Gilze en Rijen;Totaal particulier huishouden;9.9;31.0
1156;Gilze en Rijen;Loon;5.6;34.9
1157;Gilze en Rijen;Winst;1.1;37.1
1158;Gilze en Rijen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.9
1159;Gilze en Rijen;Pensioen;2.5;22.1
1160;Goedereede;Totaal particulier huishouden;4.4;34.2
1161;Goedereede;Loon;2.3;37.1
1162;Goedereede;Winst;0.7;45.2
1163;Goedereede;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.8
1164;Goedereede;Pensioen;1.2;22.3
1165;Goes;Totaal particulier huishouden;15.5;29.4
1166;Goes;Loon;8.2;32.5
1167;Goes;Winst;1.4;41.5
1168;Goes;Werkloosheid,bijstand,arbeidsongeschikt;1.1;17.7
1169;Goes;Pensioen;4.5;22.9
1170;Goirle;Totaal particulier huishouden;8.6;34.2
1171;Goirle;Loon;4.9;38.2
1172;Goirle;Winst;0.9;46.2
1173;Goirle;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.8
1174;Goirle;Pensioen;2.1;24.4
1175;Gorinchem;Totaal particulier huishouden;14.5;29.2
1176;Gorinchem;Loon;8.4;32.9
1177;Gorinchem;Winst;1.1;40.8
1178;Gorinchem;Werkloosheid,bijstand,arbeidsongeschikt;1.2;17.4
1179;Gorinchem;Pensioen;3.6;20.8
1180;Gouda;Totaal particulier huishouden;29.4;30.6
1181;Gouda;Loon;17.3;34.6
1182;Gouda;Winst;2.3;40.6
1183;Gouda;Werkloosheid,bijstand,arbeidsongeschikt;2.8;17.4
1184;Gouda;Pensioen;6.7;22.4
1185;Graafstroom;Totaal particulier huishouden;3.2;38.4
1186;Graafstroom;Loon;1.8;40.3
1187;Graafstroom;Winst;0.6;46.9
1188;Graafstroom;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.2
1189;Graafstroom;Pensioen;0.7;24.6
1190;Graft-De Rijp;Totaal particulier huishouden;2.6;33.8
1191;Graft-De Rijp;Loon;1.3;37.2
1192;Graft-De Rijp;Winst;0.4;40.0
1193;Graft-De Rijp;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.1
1194;Graft-De Rijp;Pensioen;0.6;24.5
1195;Grave;Totaal particulier huishouden;5.1;30.1
1196;Grave;Loon;2.9;33.4
1197;Grave;Winst;0.6;37.5
1198;Grave;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.5
1199;Grave;Pensioen;1.1;21.9
1200;Groenlo;Totaal particulier huishouden;11.4;30.5
1201;Groenlo;Loon;6.4;33.5
1202;Groenlo;Winst;1.4;39.1
1203;Groenlo;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.3
1204;Groenlo;Pensioen;2.8;21.1
1205;Groesbeek;Totaal particulier huishouden;7.4;30.3
1206;Groesbeek;Loon;3.8;36.0
1207;Groesbeek;Winst;0.7;38.0
1208;Groesbeek;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.6
1209;Groesbeek;Pensioen;2.2;21.4
1210;Groningen (gemeente);Totaal particulier huishouden;78.3;24.6
1211;Groningen (gemeente);Loon;43.8;27.8
1212;Groningen (gemeente);Winst;5.9;32.4
1213;Groningen (gemeente);Werkloosheid,bijstand,arbeidsongeschikt;11.4;14.5
1214;Groningen (gemeente);Pensioen;15.5;20.6
1215;Grootegast;Totaal particulier huishouden;4.5;28.6
1216;Grootegast;Loon;2.4;31.5
1217;Grootegast;Winst;0.6;38.1
1218;Grootegast;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.1
1219;Grootegast;Pensioen;1.0;20.3
1220;Gulpen-Wittem;Totaal particulier huishouden;6.1;30.8
1221;Gulpen-Wittem;Loon;3.1;35.9
1222;Gulpen-Wittem;Winst;0.8;36.1
1223;Gulpen-Wittem;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.8
1224;Gulpen-Wittem;Pensioen;1.7;22.0
1225;Haaksbergen;Totaal particulier huishouden;9.3;30.8
1226;Haaksbergen;Loon;4.9;33.8
1227;Haaksbergen;Winst;1.1;40.0
1228;Haaksbergen;Werkloosheid,bijstand,arbeidsongeschikt;0.8;21.3
1229;Haaksbergen;Pensioen;2.4;22.8
1230;Haaren;Totaal particulier huishouden;4.9;35.4
1231;Haaren;Loon;2.7;39.7
1232;Haaren;Winst;0.7;42.0
1233;Haaren;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.2
1234;Haaren;Pensioen;1.2;24.7
1235;Haarlem;Totaal particulier huishouden;67.3;29.0
1236;Haarlem;Loon;36.6;33.0
1237;Haarlem;Winst;6.5;36.8
1238;Haarlem;Werkloosheid,bijstand,arbeidsongeschikt;7.3;16.9
1239;Haarlem;Pensioen;16.1;22.2
1240;Haarlemmerliede en Spaarnwoude;Totaal particulier huishouden;2.2;35.2
1241;Haarlemmerliede en Spaarnwoude;Loon;1.2;38.7
1242;Haarlemmerliede en Spaarnwoude;Winst;0.3;44.1
1243;Haarlemmerliede en Spaarnwoude;Werkloosheid,bijstand,arbeidsongeschikt;0.1;21.6
1244;Haarlemmerliede en Spaarnwoude;Pensioen;0.5;26.9
1245;Haarlemmermeer;Totaal particulier huishouden;53.2;34.6
1246;Haarlemmermeer;Loon;33.6;37.4
1247;Haarlemmermeer;Winst;5.9;40.3
1248;Haarlemmermeer;Werkloosheid,bijstand,arbeidsongeschikt;3.1;19.3
1249;Haarlemmermeer;Pensioen;9.9;24.9
1250;Haelen;Totaal particulier huishouden;4.0;31.8
1251;Haelen;Loon;2.2;35.4
1252;Haelen;Winst;0.3;41.1
1253;Haelen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.4
1254;Haelen;Pensioen;1.1;23.9
1255;Halderberge;Totaal particulier huishouden;11.7;32.0
1256;Halderberge;Loon;6.3;36.5
1257;Halderberge;Winst;1.2;39.3
1258;Halderberge;Werkloosheid,bijstand,arbeidsongeschikt;1.0;20.9
1259;Halderberge;Pensioen;3.1;22.3
1260;Hardenberg;Totaal particulier huishouden;21.2;30.1
1261;Hardenberg;Loon;11.6;33.7
1262;Hardenberg;Winst;2.7;37.7
1263;Hardenberg;Werkloosheid,bijstand,arbeidsongeschikt;1.4;20.1
1264;Hardenberg;Pensioen;5.2;21.1
1265;Harderwijk;Totaal particulier huishouden;16.2;30.8
1266;Harderwijk;Loon;9.3;33.9
1267;Harderwijk;Winst;1.4;39.9
1268;Harderwijk;Werkloosheid,bijstand,arbeidsongeschikt;1.4;19.4
1269;Harderwijk;Pensioen;3.9;23.6
1270;Hardinxveld-Giessendam;Totaal particulier huishouden;6.5;32.7
1271;Hardinxveld-Giessendam;Loon;3.8;36.9
1272;Hardinxveld-Giessendam;Winst;0.6;45.1
1273;Hardinxveld-Giessendam;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.4
1274;Hardinxveld-Giessendam;Pensioen;1.7;20.6
1275;Haren;Totaal particulier huishouden;8.1;35.1
1276;Haren;Loon;3.8;37.3
1277;Haren;Winst;0.9;48.7
1278;Haren;Werkloosheid,bijstand,arbeidsongeschikt;0.4;21.5
1279;Haren;Pensioen;2.8;29.1
1280;Harenkarspel;Totaal particulier huishouden;6.1;31.4
1281;Harenkarspel;Loon;3.2;36.1
1282;Harenkarspel;Winst;1.0;34.3
1283;Harenkarspel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.2
1284;Harenkarspel;Pensioen;1.4;21.3
1285;Harlingen;Totaal particulier huishouden;6.6;25.9
1286;Harlingen;Loon;3.2;29.4
1287;Harlingen;Winst;0.8;33.7
1288;Harlingen;Werkloosheid,bijstand,arbeidsongeschikt;0.8;16.0
1289;Harlingen;Pensioen;1.7;20.8
1290;Hattem;Totaal particulier huishouden;4.6;33.2
1291;Hattem;Loon;2.5;34.5
1292;Hattem;Winst;0.4;52.7
1293;Hattem;Werkloosheid,bijstand,arbeidsongeschikt;0.3;21.1
1294;Hattem;Pensioen;1.3;25.3
1295;Heel;Totaal particulier huishouden;3.1;32.5
1296;Heel;Loon;1.7;36.2
1297;Heel;Winst;0.3;42.2
1298;Heel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.9
1299;Heel;Pensioen;0.8;24.2
1300;Heemskerk;Totaal particulier huishouden;15.6;30.8
1301;Heemskerk;Loon;8.3;34.8
1302;Heemskerk;Winst;1.2;40.8
1303;Heemskerk;Werkloosheid,bijstand,arbeidsongeschikt;1.4;17.5
1304;Heemskerk;Pensioen;4.5;24.8
1305;Heemstede;Totaal particulier huishouden;10.8;39.6
1306;Heemstede;Loon;5.0;46.1
1307;Heemstede;Winst;1.2;49.1
1308;Heemstede;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.0
1309;Heemstede;Pensioen;3.6;29.4
1310;Heerde;Totaal particulier huishouden;7.0;31.9
1311;Heerde;Loon;3.9;34.8
1312;Heerde;Winst;0.6;44.7
1313;Heerde;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.1
1314;Heerde;Pensioen;2.0;23.2
1315;Heerenveen;Totaal particulier huishouden;18.2;28.4
1316;Heerenveen;Loon;9.4;32.0
1317;Heerenveen;Winst;1.7;37.1
1318;Heerenveen;Werkloosheid,bijstand,arbeidsongeschikt;1.5;17.5
1319;Heerenveen;Pensioen;5.2;22.5
1320;Heerhugowaard;Totaal particulier huishouden;19.3;31.6
1321;Heerhugowaard;Loon;11.9;34.4
1322;Heerhugowaard;Winst;1.8;37.5
1323;Heerhugowaard;Werkloosheid,bijstand,arbeidsongeschikt;1.5;19.5
1324;Heerhugowaard;Pensioen;3.7;23.8
1325;Heerlen;Totaal particulier huishouden;42.7;25.0
1326;Heerlen;Loon;20.3;29.6
1327;Heerlen;Winst;2.6;32.4
1328;Heerlen;Werkloosheid,bijstand,arbeidsongeschikt;7.3;15.9
1329;Heerlen;Pensioen;11.9;21.2
1330;Heeze-Leende;Totaal particulier huishouden;5.7;36.4
1331;Heeze-Leende;Loon;2.9;39.9
1332;Heeze-Leende;Winst;0.8;44.3
1333;Heeze-Leende;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.1
1334;Heeze-Leende;Pensioen;1.6;26.7
1335;Heiloo;Totaal particulier huishouden;9.1;35.3
1336;Heiloo;Loon;4.5;39.1
1337;Heiloo;Winst;0.9;45.4
1338;Heiloo;Werkloosheid,bijstand,arbeidsongeschikt;0.6;17.6
1339;Heiloo;Pensioen;3.1;29.3
1340;Helden;Totaal particulier huishouden;7.2;31.9
1341;Helden;Loon;4.1;34.8
1342;Helden;Winst;0.8;40.6
1343;Helden;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.7
1344;Helden;Pensioen;1.6;22.5
1345;Hellendoorn;Totaal particulier huishouden;13.5;30.5
1346;Hellendoorn;Loon;7.7;33.8
1347;Hellendoorn;Winst;1.4;39.4
1348;Hellendoorn;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.4
1349;Hellendoorn;Pensioen;3.5;22.2
1350;Hellevoetsluis;Totaal particulier huishouden;16.3;31.8
1351;Hellevoetsluis;Loon;9.9;35.9
1352;Hellevoetsluis;Winst;1.2;39.5
1353;Hellevoetsluis;Werkloosheid,bijstand,arbeidsongeschikt;1.3;18.7
1354;Hellevoetsluis;Pensioen;3.7;23.4
1355;Helmond;Totaal particulier huishouden;35.4;28.5
1356;Helmond;Loon;19.8;32.1
1357;Helmond;Winst;3.0;36.9
1358;Helmond;Werkloosheid,bijstand,arbeidsongeschikt;4.7;17.8
1359;Helmond;Pensioen;7.6;21.3
1360;Hendrik-Ido-Ambacht;Totaal particulier huishouden;9.2;33.9
1361;Hendrik-Ido-Ambacht;Loon;5.6;37.4
1362;Hendrik-Ido-Ambacht;Winst;0.8;40.0
1363;Hendrik-Ido-Ambacht;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.5
1364;Hendrik-Ido-Ambacht;Pensioen;2.3;24.1
1365;Hengelo (O.);Totaal particulier huishouden;34.8;27.7
1366;Hengelo (O.);Loon;19.0;31.3
1367;Hengelo (O.);Winst;2.4;37.7
1368;Hengelo (O.);Werkloosheid,bijstand,arbeidsongeschikt;3.7;16.7
1369;Hengelo (O.);Pensioen;9.3;22.0
1370;het Bildt;Totaal particulier huishouden;4.4;27.2
1371;het Bildt;Loon;2.3;30.2
1372;het Bildt;Winst;0.6;35.5
1373;het Bildt;Werkloosheid,bijstand,arbeidsongeschikt;0.5;16.8
1374;het Bildt;Pensioen;1.1;19.6
1375;Heumen;Totaal particulier huishouden;6.4;34.7
1376;Heumen;Loon;3.5;39.0
1377;Heumen;Winst;0.8;37.6
1378;Heumen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.7
1379;Heumen;Pensioen;1.6;26.4
1380;Heusden;Totaal particulier huishouden;16.4;32.6
1381;Heusden;Loon;9.2;36.6
1382;Heusden;Winst;1.9;38.6
1383;Heusden;Werkloosheid,bijstand,arbeidsongeschikt;1.2;20.4
1384;Heusden;Pensioen;3.9;22.6
1385;Heythuysen;Totaal particulier huishouden;4.7;32.9
1386;Heythuysen;Loon;2.5;35.9
1387;Heythuysen;Winst;0.7;40.3
1388;Heythuysen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.8
1389;Heythuysen;Pensioen;1.1;23.1
1390;Hillegom;Totaal particulier huishouden;8.4;32.1
1391;Hillegom;Loon;4.8;35.6
1392;Hillegom;Winst;0.8;41.6
1393;Hillegom;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.8
1394;Hillegom;Pensioen;2.2;22.6
1395;Hilvarenbeek;Totaal particulier huishouden;5.6;35.1
1396;Hilvarenbeek;Loon;3.0;37.6
1397;Hilvarenbeek;Winst;0.9;46.6
1398;Hilvarenbeek;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.0
1399;Hilvarenbeek;Pensioen;1.3;22.6
1400;Hilversum;Totaal particulier huishouden;37.3;31.7
1401;Hilversum;Loon;19.1;35.8
1402;Hilversum;Winst;4.0;40.8
1403;Hilversum;Werkloosheid,bijstand,arbeidsongeschikt;3.3;18.1
1404;Hilversum;Pensioen;10.2;24.3
1405;Hof van Twente;Totaal particulier huishouden;13.8;31.4
1406;Hof van Twente;Loon;6.7;35.0
1407;Hof van Twente;Winst;2.1;39.8
1408;Hof van Twente;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.5
1409;Hof van Twente;Pensioen;4.0;22.8
1410;Hoogeveen;Totaal particulier huishouden;22.0;27.8
1411;Hoogeveen;Loon;11.2;31.6
1412;Hoogeveen;Winst;1.9;36.6
1413;Hoogeveen;Werkloosheid,bijstand,arbeidsongeschikt;2.4;17.9
1414;Hoogeveen;Pensioen;6.1;21.8
1415;Hoogezand-Sappemeer;Totaal particulier huishouden;14.7;26.0
1416;Hoogezand-Sappemeer;Loon;7.3;30.2
1417;Hoogezand-Sappemeer;Winst;1.0;34.5
1418;Hoogezand-Sappemeer;Werkloosheid,bijstand,arbeidsongeschikt;2.1;17.1
1419;Hoogezand-Sappemeer;Pensioen;4.0;20.9
1420;Hoorn;Totaal particulier huishouden;28.6;29.8
1421;Hoorn;Loon;16.4;33.2
1422;Hoorn;Winst;2.6;37.7
1423;Hoorn;Werkloosheid,bijstand,arbeidsongeschikt;3.2;18.4
1424;Hoorn;Pensioen;5.9;22.1
1425;Horst aan de Maas;Totaal particulier huishouden;11.1;31.5
1426;Horst aan de Maas;Loon;6.2;34.2
1427;Horst aan de Maas;Winst;1.3;40.7
1428;Horst aan de Maas;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.6
1429;Horst aan de Maas;Pensioen;2.7;21.9
1430;Houten;Totaal particulier huishouden;16.3;36.7
1431;Houten;Loon;10.9;40.2
1432;Houten;Winst;1.6;44.7
1433;Houten;Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.1
1434;Houten;Pensioen;2.8;24.0
1435;Huizen;Totaal particulier huishouden;17.1;35.1
1436;Huizen;Loon;9.3;38.5
1437;Huizen;Winst;1.9;45.8
1438;Huizen;Werkloosheid,bijstand,arbeidsongeschikt;1.5;18.8
1439;Huizen;Pensioen;4.0;25.9
1440;Hulst;Totaal particulier huishouden;12.0;29.1
1441;Hulst;Loon;6.3;34.1
1442;Hulst;Winst;1.4;35.4
1443;Hulst;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.5
1444;Hulst;Pensioen;3.5;20.1
1445;Hunsel;Totaal particulier huishouden;2.4;32.2
1446;Hunsel;Loon;1.3;35.8
