ID;Periods;ConsumerConfidence_1;EconomicClimate_2;WillingnessToBuy_3;EconomicSituationLast12Months_4;EconomicSituationNext12Months_5;FinancialSituationLast12Months_6;FinancialSituationNext12Months_7;RightTimeToMakeLargePurchases_8;Total_9;GotALotBetter_10;GotALittleBetter_11;StayedTheSame_12;GotALittleWorse_13;GotALotWorse_14;DoNotKnow_15;Total_16;GotALotBetter_17;GotALittleBetter_18;StayedTheSame_19;GotALittleWorse_20;GotALotWorse_21;DoNotKnow_22;Total_23;GotALotBetter_24;GotALittleBetter_25;StayedTheSame_26;GotALittleWorse_27;GotALotWorse_28;DoNotKnow_29;Total_30;GotALotBetter_31;GotALittleBetter_32;StayedTheSame_33;GotALittleWorse_34;GotALotWorse_35;DoNotKnow_36;Total_37;YesItIsTheRightMomentNow_38;ItIsNeitherTheRightMomentNorTheW_39;NoItIsNotTheRightMomentNow_40;DoNotKnow_41;Total_42;RisenALot_43;RisenModerately_44;RisenSlightly_45;StayedAboutTheSame_46;Fallen_47;DonTKnow_48;Total_49;IncreaseMoreRapidly_50;IncreaseAtTheSameRate_51;IncreaseAtASlowerRate_52;StayAboutTheSame_53;Fall_54;DoNotKnow_55;Total_56;IncreaseSharply_57;IncreaseSlightly_58;RemainTheSame_59;FallSlightly_60;FallSharply_61;DoNotKnow_62;Total_63;RunningIntoDebt_64;HavingToDrawOnOurSavings_65;JustManagingToMakeEndsMeet_66;SavingALittle_67;SavingALot_68;DoNotKnow_69;Total_70;VeryLikely_71;FairlyLikely_72;NotLikely_73;NotAtAllLikely_74;DoNotKnow_75;Total_76;AVeryGoodMomentToSave_77;AFairlyGoodMomentToSave_78;NotAGoodMomentToSave_79;AVeryBadMomentToSave_80;DoNotKnow_81;Total_82;MuchMore_83;ALittleMore_84;AboutTheSame_85;ALittleLess_86;MuchLess_87;DoNotKnow_88;Total_89;VeryLikely_90;FairlyLikely_91;NotLikely_92;NotAtAllLikely_93;DoNotKnow_94;Total_95;YesDefinitely_96;Possibly_97;ProbablyNot_98;NoCertainlyNot_99;DoNotKnow_100;Total_101;VeryLikely_102;FairlyLikely_103;NotLikely_104;NotAtAllLikely_105;DoNotKnow_106;Total_107;FoodBeveragesTobacco_108;ClothingAndFootwear_109;CarAndTransportation_110;VacationCityTrips_111;CateringEntertainmentMembershipsCu_112;HousingEnergyInternetTelephone_113;EconomiseOnNothingParticularWillNo_114;DoNotKnow_115
100;2022 4th quarter;-55;-72;-44;-87;-56;-47;-25;-62;100;0;3;5;29;61;2;100;2;10;18;32;35;3;100;2;10;28;41;17;1;100;2;13;44;30;9;3;100;3;29;65;4;100;84;13;2;0;1;0;100;22;30;25;14;4;4;100;8;28;36;19;3;6;100;4;16;24;42;9;4;100;16;37;28;15;5;100;7;51;25;9;8;100;4;9;34;19;30;5;100;4;13;34;45;4;100;3;6;16;72;3;100;10;19;20;49;2;100;6;7;2;21;7;6;47;3
101;2022;-47;-65;-35;-76;-54;-35;-20;-50;100;1;5;9;36;46;2;100;2;11;17;34;33;3;100;3;12;33;37;14;1;100;2;14;45;29;7;3;100;5;37;54;4;100;76;19;3;1;0;1;100;32;33;19;10;3;3;100;6;20;37;26;6;5;100;3;13;23;45;11;5;100;17;39;26;13;5;100;7;47;29;9;8;100;4;11;37;18;25;5;100;5;14;35;42;4;100;3;6;17;71;2;100;11;19;21;47;2;100;7;7;3;21;7;6;45;4
102;2023 January;-46;-59;-37;-83;-36;-43;-10;-57;100;2;3;5;35;52;2;100;2;17;22;35;21;3;100;2;11;29;39;17;1;100;2;17;48;25;5;4;100;3;33;60;3;100;84;13;1;1;0;1;100;13;29;32;17;5;4;100;6;26;36;23;3;6;100;3;14;23;46;10;4;100;18;39;26;11;6;100;9;51;25;8;8;100;2;8;39;21;24;6;100;5;16;33;42;4;100;2;7;17;71;3;100;10;18;24;46;2;100;6;7;1;20;8;6;48;3
103;2023 February;-41;-52;-33;-82;-22;-39;-5;-56;100;1;4;6;38;49;2;100;1;22;28;29;16;3;100;2;14;27;39;16;1;100;3;18;50;21;4;3;100;2;36;58;4;100;88;10;1;0;0;1;100;8;23;34;26;5;4;100;5;21;42;23;3;6;100;3;15;22;46;9;5;100;18;40;26;10;5;100;5;55;25;7;8;100;4;10;39;17;24;5;100;5;14;36;41;4;100;3;7;16;72;3;100;10;19;21;48;2;100;8;6;3;23;8;6;42;4
104;2023 March;-39;-49;-31;-74;-25;-33;-8;-53;100;1;6;10;37;45;2;100;2;20;27;30;17;5;100;3;14;31;37;14;1;100;2;16;55;22;4;1;100;3;38;56;3;100;88;9;2;0;0;0;100;10;26;33;24;3;4;100;4;20;43;26;2;6;100;3;14;25;45;10;3;100;19;39;25;12;5;100;8;51;29;6;6;100;4;11;40;15;24;6;100;6;13;37;41;4;100;3;8;18;70;2;100;10;19;24;47;2;100;8;7;2;21;7;6;46;3
105;2023 1st quarter;-42;-54;-34;-80;-28;-38;-8;-55;100;1;5;7;37;49;2;100;2;20;26;31;18;4;100;3;13;29;38;16;1;100;2;17;51;23;4;3;100;3;36;58;4;100;87;11;1;0;0;1;100;10;26;33;22;4;4;100;5;22;40;24;3;6;100;3;14;23;46;10;4;100;18;40;26;11;5;100;7;52;26;7;7;100;3;9;39;18;24;6;100;5;14;35;41;4;100;3;7;17;71;2;100;10;19;23;47;2;100;7;7;2;21;8;6;45;3
106;2023 April;-38;-51;-29;-75;-26;-33;-3;-52;100;0;6;9;34;48;2;100;2;19;28;31;16;4;100;4;15;29;36;16;1;100;2;18;53;19;4;4;100;4;38;56;3;100;88;10;1;0;0;0;100;10;24;32;25;5;4;100;3;22;45;21;2;6;100;3;14;24;44;9;5;100;17;42;24;11;6;100;6;52;25;7;9;100;4;10;41;18;22;6;100;5;17;34;41;4;100;3;6;19;70;1;100;11;16;22;48;3;100;7;9;3;18;8;6;46;3
107;2023 May;-39;-55;-29;-76;-35;-30;-4;-52;100;1;6;8;39;44;2;100;3;16;24;35;19;3;100;4;15;32;34;15;1;100;3;17;52;20;4;3;100;3;38;55;3;100;85;12;1;1;0;0;100;11;26;32;21;5;4;100;5;22;42;22;3;6;100;4;15;22;47;9;4;100;18;41;26;11;4;100;8;52;24;8;8;100;3;10;38;17;26;6;100;6;15;34;41;4;100;3;6;18;72;1;100;10;19;21;48;2;100;8;8;3;22;7;5;45;3
108;2023 June;-39;-52;-30;-73;-31;-34;-7;-49;100;1;7;9;42;40;2;100;2;16;28;32;17;4;100;2;14;33;36;14;1;100;2;16;55;21;3;3;100;3;40;52;5;100;88;10;1;0;0;0;100;9;24;29;27;4;6;100;5;22;42;21;3;8;100;2;13;22;50;8;5;100;17;41;27;9;5;100;7;52;27;6;8;100;3;10;40;19;21;7;100;4;17;36;40;3;100;2;5;18;73;2;100;9;21;22;45;2;100;7;8;2;23;9;4;43;4
109;2023 2nd quarter;-39;-53;-29;-75;-31;-32;-5;-51;100;1;6;9;38;44;2;100;2;17;27;33;17;4;100;3;15;31;35;15;1;100;2;17;53;20;4;3;100;3;39;54;4;100;87;11;1;0;0;0;100;10;25;31;24;5;5;100;4;22;43;22;2;7;100;3;14;23;47;8;5;100;17;41;26;10;5;100;7;52;25;7;8;100;3;10;40;18;23;6;100;5;16;35;41;3;100;3;6;18;71;2;100;10;19;22;47;2;100;7;8;2;21;8;5;45;3
110;2023 July;-39;-54;-29;-73;-34;-29;-6;-50;100;1;7;9;37;44;2;100;2;14;30;33;17;4;100;4;15;31;35;13;1;100;3;18;49;23;4;3;100;3;40;54;3;100;82;15;1;1;1;1;100;12;28;26;26;5;3;100;5;21;48;17;1;7;100;4;12;20;49;11;4;100;20;42;22;11;5;100;7;55;20;8;10;100;3;10;40;17;25;6;100;6;15;33;42;4;100;4;5;18;71;2;100;9;19;24;47;2;100;7;8;2;21;8;4;47;3
111;2023 August;-38;-53;-28;-73;-33;-29;-3;-52;100;1;6;12;41;38;2;100;1;14;31;35;13;4;100;3;18;29;38;11;1;100;2;16;58;19;3;2;100;2;41;54;4;100;82;15;2;0;0;0;100;9;24;31;26;6;4;100;5;25;44;19;1;5;100;2;15;23;46;11;3;100;18;42;26;10;5;100;6;57;25;5;8;100;3;12;42;16;21;6;100;6;13;34;41;6;100;3;7;18;70;2;100;9;19;24;47;2;100;7;7;3;24;8;6;43;3
112;2023 September;-39;-55;-28;-73;-38;-32;-7;-46;100;1;6;12;42;37;3;100;2;14;26;37;17;4;100;3;13;35;34;14;1;100;3;17;50;23;5;2;100;3;45;49;4;100;79;17;2;1;0;0;100;11;28;28;24;5;5;100;5;21;43;23;1;7;100;3;13;24;46;11;3;100;19;40;26;10;5;100;8;54;25;7;7;100;4;12;40;16;22;5;100;6;16;35;40;3;100;2;6;18;72;2;100;8;17;23;49;2;100;7;8;3;23;8;5;44;3
113;2023 3rd quarter;-39;-54;-28;-73;-35;-30;-6;-49;100;1;6;11;40;40;2;100;2;14;29;35;16;4;100;3;15;32;36;13;1;100;3;17;52;22;4;2;100;2;42;52;4;100;81;16;2;1;0;0;100;11;27;28;25;5;4;100;5;23;45;20;1;6;100;3;13;22;47;11;3;100;19;41;25;10;5;100;7;55;23;7;8;100;3;11;41;16;23;6;100;6;15;34;41;4;100;3;6;18;71;2;100;9;18;23;48;2;100;7;8;2;23;8;5;45;3
114;2023 October;-41;-57;-30;-73;-41;-35;-8;-48;100;0;6;12;39;41;2;100;2;13;25;35;20;5;100;2;14;32;37;13;1;100;2;16;53;21;5;3;100;3;41;51;5;100;80;15;2;1;0;1;100;15;28;24;24;4;5;100;5;26;42;19;2;6;100;3;15;23;48;8;3;100;19;39;27;10;5;100;6;58;23;6;8;100;3;11;42;15;22;5;100;5;13;35;43;4;100;2;7;15;73;3;100;9;19;19;50;2;100;7;7;3;23;7;5;46;4
115;2023 November;-34;-47;-24;-65;-30;-28;-1;-44;100;1;8;13;40;34;2;100;3;15;29;33;15;5;100;4;13;38;34;11;1;100;3;19;53;19;4;2;100;4;42;48;6;100;74;18;5;2;1;0;100;14;28;25;24;5;5;100;5;26;40;19;2;8;100;5;10;24;45;11;4;100;18;39;25;12;7;100;6;57;22;7;8;100;4;7;42;17;24;6;100;5;14;38;39;4;100;3;7;16;72;2;100;8;16;23;51;2;100;7;6;3;24;8;5;44;4
116;2023 December;-30;-43;-21;-65;-21;-22;1;-42;100;1;7;15;42;31;3;100;3;19;30;30;12;6;100;4;16;37;32;10;1;100;2;22;51;19;4;3;100;3;47;46;4;100;70;24;3;2;0;1;100;13;29;24;25;4;5;100;5;26;41;17;2;8;100;2;13;21;46;14;4;100;22;41;23;10;5;100;7;58;23;6;6;100;3;12;40;16;22;6;100;7;15;33;41;4;100;2;7;18;71;2;100;8;19;24;48;2;100;6;7;3;24;7;5;43;4
117;2023 4th quarter;-35;-49;-25;-68;-30;-28;-3;-45;100;1;7;14;41;35;2;100;2;16;28;33;16;5;100;3;14;36;34;12;1;100;2;19;52;20;4;3;100;3;44;48;5;100;75;19;3;2;0;1;100;14;29;24;24;4;5;100;5;26;41;19;2;7;100;3;13;23;46;11;4;100;20;40;25;10;6;100;6;58;23;6;7;100;3;10;42;16;23;6;100;6;14;35;41;4;100;2;7;17;72;2;100;8;18;22;50;2;100;6;7;3;24;7;5;44;4
118;2023;-38;-52;-29;-74;-31;-32;-5;-50;100;1;6;10;39;42;2;100;2;17;27;33;17;4;100;3;14;32;36;14;1;100;2;17;52;21;4;3;100;3;40;53;4;100;82;14;2;1;0;1;100;11;27;29;24;5;4;100;5;23;42;21;2;7;100;3;14;23;47;10;4;100;19;40;25;10;5;100;7;54;24;7;8;100;3;10;40;17;23;6;100;6;15;35;41;4;100;3;6;17;71;2;100;9;18;23;48;2;100;7;7;2;22;8;5;45;3
119;2024 January;-27;-39;-19;-58;-20;-19;2;-39;100;1;10;18;41;27;3;100;3;20;29;31;12;5;100;4;19;33;30;11;2;100;3;23;46;20;4;4;100;4;48;43;4;100;68;24;5;2;1;2;100;15;28;25;24;5;4;100;5;25;41;22;2;5;100;4;12;22;46;11;4;100;21;39;23;11;5;100;9;55;23;4;9;100;3;12;40;18;22;6;100;6;15;35;40;3;100;3;6;18;70;3;100;11;15;24;47;3;100;9;7;2;24;6;4;44;4
120;2024 February;-26;-44;-15;-58;-29;-12;3;-36;100;1;10;19;41;28;2;100;2;16;30;36;11;5;100;3;22;38;27;10;1;100;3;19;55;16;3;4;100;4;51;40;5;100;68;25;4;2;0;1;100;12;30;25;24;4;5;100;5;26;44;20;1;5;100;3;12;20;50;11;4;100;21;39;24;10;6;100;8;59;20;6;8;100;4;11;42;17;19;6;100;6;16;36;39;3;100;3;7;19;68;3;100;8;18;25;48;2;100;8;9;2;23;6;5;44;4
121;2024 March;-21;-33;-12;-40;-26;-9;5;-32;100;1;17;20;37;21;5;100;2;16;33;32;12;5;100;4;22;37;26;9;1;100;2;21;55;16;3;3;100;5;53;37;5;100;62;29;5;3;1;1;100;13;33;20;25;4;5;100;3;25;44;20;1;6;100;2;13;22;48;12;3;100;19;43;23;9;5;100;6;59;22;4;8;100;3;12;43;17;18;5;100;7;15;37;38;3;100;3;6;17;71;3;100;9;19;23;47;2;100;8;9;3;22;8;4;41;4
122;2024 1st quarter;-25;-39;-15;-52;-25;-13;3;-36;100;1;12;19;40;25;3;100;2;17;31;33;12;5;100;4;21;36;28;10;2;100;3;21;52;17;3;4;100;4;51;40;5;100;66;26;4;2;1;1;100;14;30;23;24;4;5;100;4;25;43;21;1;5;100;3;12;22;48;11;4;100;21;40;24;10;5;100;7;58;22;5;8;100;3;12;42;17;20;6;100;6;16;36;39;3;100;3;7;18;70;3;100;9;17;24;48;2;100;8;8;2;23;7;5;43;4
123;2024 April;-22;-35;-14;-42;-28;-11;6;-36;100;1;17;18;36;24;3;100;2;16;31;32;14;4;100;4;22;37;28;9;1;100;3;21;54;15;3;3;100;6;49;41;4;100;67;24;5;3;0;1;100;13;38;21;20;4;4;100;4;25;44;17;2;7;100;3;12;22;50;11;3;100;20;44;21;11;5;100;7;59;20;6;8;100;3;12;41;17;20;6;100;6;17;32;40;4;100;4;5;16;72;2;100;9;19;22;48;2;100;8;9;3;22;8;3;43;4
124;2024 May;-23;-38;-12;-46;-31;-10;4;-30;100;2;14;20;37;24;4;100;2;15;30;35;13;5;100;5;20;38;27;8;2;100;2;19;56;16;2;4;100;6;54;36;5;100;66;25;6;1;0;1;100;14;38;22;19;3;3;100;3;23;47;19;1;6;100;4;11;22;49;10;5;100;21;41;24;10;5;100;6;62;18;5;9;100;4;13;41;18;18;7;100;5;15;37;38;5;100;3;8;18;69;2;100;9;18;23;48;2;100;6;6;2;25;9;4;43;6
125;2024 June;-24;-36;-15;-47;-25;-15;0;-31;100;1;13;22;38;22;3;100;2;17;31;33;11;5;100;3;20;36;29;10;2;100;3;19;53;19;3;3;100;6;51;38;5;100;61;28;7;2;0;1;100;16;39;20;17;4;3;100;6;24;44;18;1;7;100;3;10;21;48;12;5;100;22;41;23;9;6;100;6;58;23;4;9;100;3;13;42;18;18;6;100;6;17;32;41;4;100;4;6;19;68;2;100;9;19;24;45;3;100;7;8;2;24;7;5;41;4
126;2024 2nd quarter;-23;-37;-14;-45;-28;-12;3;-32;100;1;14;20;37;24;4;100;2;16;31;33;13;5;100;4;21;37;28;9;1;100;3;20;55;17;3;3;100;6;51;38;5;100;65;26;6;2;0;1;100;14;38;21;19;4;3;100;4;24;45;18;2;7;100;3;11;21;49;11;4;100;21;42;22;10;5;100;6;60;21;5;8;100;3;13;42;17;19;6;100;6;16;34;40;4;100;4;6;18;70;2;100;9;19;23;47;2;100;7;8;2;24;8;4;42;5
127;2024 July;-24;-39;-14;-47;-30;-11;0;-31;100;1;12;24;38;22;3;100;2;15;31;35;12;5;100;4;20;41;26;8;1;100;3;18;54;18;3;3;100;5;53;36;6;100;60;32;5;3;0;1;100;16;41;19;16;3;4;100;4;22;49;17;1;7;100;2;12;20;49;13;4;100;20;43;22;10;5;100;6;58;21;5;10;100;5;12;44;16;16;7;100;7;17;36;38;3;100;3;7;20;67;3;100;9;18;23;47;3;100;9;8;2;22;8;4;43;4
128;2024 August;-22;-40;-10;-48;-31;-7;4;-29;100;1;12;24;42;19;3;100;3;14;29;37;13;4;100;5;21;40;25;8;2;100;4;19;55;15;3;3;100;6;52;35;6;100;60;30;6;3;0;1;100;17;43;18;15;2;6;100;4;27;44;17;2;7;100;3;10;20;51;13;5;100;22;42;22;9;6;100;6;59;21;4;10;100;3;13;45;16;17;6;100;7;17;36;36;4;100;4;7;18;68;3;100;9;19;23;46;3;100;6;9;2;23;9;3;45;3
129;2024 September;-19;-33;-10;-40;-25;-6;5;-28;100;1;14;26;39;16;4;100;2;17;32;34;10;5;100;4;22;41;26;6;1;100;3;20;55;16;3;4;100;6;54;35;6;100;57;31;8;3;0;1;100;16;44;18;16;2;4;100;3;24;44;20;1;7;100;3;10;19;51;13;4;100;21;44;22;7;6;100;7;62;20;3;8;100;3;13;45;19;14;6;100;7;20;35;35;4;100;4;8;23;63;3;100;10;18;24;45;2;100;8;7;2;22;8;4;44;4
130;2024 3rd quarter;-22;-37;-11;-45;-29;-8;3;-30;100;1;13;25;39;19;3;100;3;15;31;35;12;5;100;4;21;41;26;7;1;100;4;19;55;16;3;3;100;6;53;35;6;100;59;31;6;3;0;1;100;16;43;18;16;2;5;100;4;24;45;18;1;7;100;3;10;19;50;13;4;100;21;43;22;9;6;100;6;60;21;4;9;100;3;13;45;17;16;6;100;7;18;35;36;4;100;3;7;20;66;3;100;9;18;24;46;3;100;8;8;2;22;8;4;44;4
131;2024 October;-26;-40;-17;-47;-33;-16;-4;-31;100;1;11;23;40;20;4;100;2;15;28;35;16;3;100;3;19;40;29;9;1;100;2;18;51;21;4;3;100;6;51;37;6;100;58;31;6;3;0;2;100;18;42;19;13;3;5;100;4;24;44;18;1;8;100;3;13;19;50;11;4;100;20;41;22;11;6;100;8;58;20;3;10;100;4;13;43;14;20;6;100;7;15;35;39;5;100;3;7;20;67;3;100;8;19;23;48;2;100;9;7;3;23;8;4;42;4
132;2024 November;-30;-50;-16;-55;-45;-14;-4;-31;100;0;10;21;44;21;4;100;2;10;26;40;17;5;100;4;19;38;29;9;2;100;2;19;50;21;4;3;100;5;53;36;6;100;59;31;7;2;0;1;100;21;47;16;10;2;4;100;5;25;46;16;1;7;100;3;12;21;48;11;5;100;19;42;25;9;5;100;6;55;22;6;11;100;3;13;41;17;18;7;100;7;15;33;42;3;100;3;6;20;68;3;100;11;17;23;47;2;100;7;8;2;26;9;4;40;4
133;2024 December;-29;-49;-15;-56;-41;-14;-2;-29;100;1;9;22;44;22;3;100;2;13;26;37;18;4;100;3;19;41;28;8;1;100;2;20;51;21;4;3;100;5;55;35;5;100;60;31;6;2;0;1;100;22;50;16;7;1;3;100;5;22;47;18;1;7;100;3;11;21;49;12;4;100;22;42;22;9;6;100;9;56;21;4;10;100;4;12;44;17;17;7;100;7;18;34;37;4;100;4;7;19;68;3;100;9;19;24;46;2;100;8;7;3;26;6;3;44;3
134;2024 4th quarter;-28;-46;-16;-53;-40;-15;-3;-30;100;1;10;22;43;21;4;100;2;13;27;37;17;4;100;3;19;39;28;9;1;100;2;19;51;21;4;3;100;5;53;36;6;100;59;31;6;2;0;1;100;20;46;17;10;2;4;100;5;24;46;17;1;7;100;3;12;20;49;11;4;100;20;41;23;10;5;100;8;56;21;5;10;100;4;13;43;16;18;7;100;7;16;34;39;4;100;3;7;20;68;3;100;9;18;23;47;2;100;8;7;2;25;8;4;42;4
135;2024;-24;-40;-14;-49;-31;-12;2;-32;100;1;12;21;40;22;3;100;2;15;30;35;13;4;100;4;20;38;27;9;1;100;3;20;53;18;3;3;100;5;52;37;5;100;62;28;6;2;0;1;100;16;39;20;17;3;4;100;4;24;45;18;1;7;100;3;12;21;49;12;4;100;21;42;23;9;5;100;7;58;21;5;9;100;3;12;43;17;18;6;100;6;16;35;38;4;100;3;7;19;68;3;100;9;18;24;47;2;100;8;8;2;24;8;4;43;4
136;2025 January;-27;-49;-13;-55;-42;-12;1;-29;100;1;9;22;43;22;3;100;2;13;25;40;16;5;100;3;22;37;30;8;1;100;4;21;48;20;4;3;100;6;55;35;5;100;62;29;7;2;0;1;100;23;49;16;8;2;2;100;4;23;48;17;1;7;100;3;11;22;49;11;4;100;21;46;21;8;5;100;7;55;23;4;10;100;4;13;40;19;18;6;100;7;17;36;37;4;100;3;6;21;68;2;100;10;18;21;49;2;100;7;6;2;26;6;4;44;4
137;2025 February;-33;-55;-19;-59;-50;-15;-6;-35;100;1;7;19;43;25;4;100;2;10;22;43;20;3;100;3;20;35;31;8;2;100;4;16;52;22;4;3;100;5;51;40;4;100;63;29;6;1;0;1;100;23;48;16;7;2;4;100;4;24;48;16;1;6;100;3;11;23;47;12;4;100;20;42;23;10;5;100;8;56;23;4;9;100;4;13;38;19;19;7;100;5;15;38;38;5;100;4;6;20;68;2;100;10;19;23;46;2;100;8;8;2;22;7;5;44;3
138;2025 March;-33;-57;-17;-60;-55;-14;-5;-33;100;1;8;19;43;26;3;100;2;9;20;42;23;4;100;4;19;38;27;10;2;100;3;19;48;22;5;3;100;6;48;39;6;100;64;28;5;1;0;1;100;28;46;13;8;1;4;100;4;19;51;16;2;8;100;4;12;18;49;12;5;100;19;45;22;10;4;100;8;54;22;6;10;100;5;13;39;17;20;6;100;7;16;33;40;4;100;4;6;19;69;3;100;10;16;23;48;3;100;7;9;2;28;6;5;40;4
139;2025 1st quarter;-31;-54;-17;-58;-49;-14;-3;-32;100;1;8;20;43;24;4;100;2;10;22;42;20;4;100;3;21;37;29;9;1;100;4;18;49;21;4;3;100;6;51;38;5;100;63;28;6;1;0;1;100;25;48;15;8;2;3;100;4;22;49;17;1;7;100;3;11;21;48;12;4;100;20;44;22;9;5;100;8;55;23;5;10;100;4;13;39;18;19;6;100;6;16;36;38;4;100;4;6;20;68;2;100;10;18;22;48;2;100;7;8;2;25;7;5;42;4
140;2025 April;-37;-61;-20;-65;-57;-20;-7;-34;100;0;6;18;42;30;4;100;2;8;18;42;25;4;100;4;15;42;28;10;1;100;3;16;53;22;4;2;100;5;51;39;5;100;65;29;5;1;0;1;100;33;43;13;6;2;3;100;4;24;50;14;1;7;100;4;11;23;47;10;4;100;18;42;26;9;5;100;6;60;22;4;9;100;4;13;39;18;20;6;100;6;15;34;40;5;100;3;7;20;69;2;100;9;17;24;47;3;100;7;7;2;22;8;3;46;3
