ID;Geslacht;Leeftijdsklassen;Herkomstgroepering;Perioden;TotaleBevolking_1;Werknemers_2;Zelfstandigen_3;PersonenMetEenUitkeringTotaal_4;PersonenMetEenAOUitkering_5;PersonenMetEenWWUitkering_6;PersonenMetEenBijstandsuitkering_7;PersonenMetEenAndereUitkering_8;PersonenMetPensioen_9;TotaleBevolking_10;Werknemers_11;Zelfstandigen_12;PersonenMetEenUitkeringTotaal_13;PersonenMetEenAOUitkering_14;PersonenMetEenWWUitkering_15;PersonenMetEenBijstandsuitkering_16;PersonenMetEenAndereUitkering_17;PersonenMetPensioen_18
5653;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5654;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5655;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5656;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5657;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5658;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5659;Totaal mannen en vrouwen;9;Turkije, 2e generatie;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5660;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5661;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5662;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5663;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5664;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5665;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5666;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5667;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5668;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5669;Totaal mannen en vrouwen;9;Turkije, 2e generatie 1 ouder buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5670;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5671;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5672;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5673;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5674;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5675;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5676;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5677;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5678;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5679;Totaal mannen en vrouwen;9;Turkije, 2e generatie 2 ouders buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5680;Totaal mannen en vrouwen;9;Marokko;1999, vrijdag 24 september;9.5;2.7;0.2;4.7;1.4;0.2;2.8;0.7;0.0;100.0;28.0;2.0;50.0;15.0;3.0;29.0;8.0;
5681;Totaal mannen en vrouwen;9;Marokko;2000, vrijdag 29 september;9.5;2.8;0.2;4.6;1.5;0.2;2.7;0.7;0.0;100.0;29.0;2.0;49.0;16.0;2.0;28.0;7.0;
5682;Totaal mannen en vrouwen;9;Marokko;2001, vrijdag 28 september;10.2;3.2;0.2;4.8;1.6;0.2;2.8;0.8;0.0;100.0;31.0;2.0;47.0;15.0;2.0;27.0;7.0;
5683;Totaal mannen en vrouwen;9;Marokko;2002, vrijdag 27 september;10.5;3.4;0.2;4.9;1.7;0.2;2.7;0.8;0.0;100.0;33.0;2.0;47.0;16.0;2.0;26.0;7.0;
5684;Totaal mannen en vrouwen;9;Marokko;2003, vrijdag 26 september;11.3;3.7;0.2;5.4;1.8;0.3;3.0;0.8;0.0;100.0;33.0;2.0;47.0;16.0;3.0;26.0;7.0;
5685;Totaal mannen en vrouwen;9;Marokko;2004, vrijdag 24 september;12.1;3.9;0.3;5.8;2.0;0.5;3.2;0.8;0.0;100.0;32.0;2.0;48.0;16.0;4.0;26.0;7.0;
5686;Totaal mannen en vrouwen;9;Marokko;2005, vrijdag 30 september;13.5;4.5;0.3;6.5;2.1;0.6;3.6;1.2;0.0;100.0;33.0;2.0;48.0;15.0;4.0;26.0;9.0;
5687;Totaal mannen en vrouwen;9;Marokko;2006, vrijdag 29 september;14.6;5.1;0.4;6.6;2.0;0.6;3.8;0.9;0.0;100.0;35.0;3.0;45.0;14.0;4.0;26.0;6.0;
5688;Totaal mannen en vrouwen;9;Marokko;2007, vrijdag 28 september;16.0;6.1;0.5;7.3;2.2;0.6;4.0;;0.0;100.0;38.0;3.0;46.0;13.0;3.0;25.0;;
5689;Totaal mannen en vrouwen;9;Marokko;2008, vrijdag 26 september;17.0;6.9;0.7;7.3;2.2;0.5;4.0;;0.0;100.0;41.0;4.0;43.0;13.0;3.0;24.0;;
5690;Totaal mannen en vrouwen;9;Marokko, 1e generatie;1999, vrijdag 24 september;9.5;2.7;0.2;4.7;1.4;0.2;2.8;0.7;0.0;100.0;28.0;2.0;50.0;15.0;3.0;29.0;8.0;
5691;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2000, vrijdag 29 september;9.5;2.8;0.2;4.6;1.5;0.2;2.7;0.7;0.0;100.0;29.0;2.0;49.0;16.0;2.0;28.0;7.0;
5692;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2001, vrijdag 28 september;10.2;3.2;0.2;4.8;1.6;0.2;2.8;0.8;0.0;100.0;31.0;2.0;47.0;15.0;2.0;27.0;7.0;
5693;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2002, vrijdag 27 september;10.5;3.4;0.2;4.9;1.7;0.2;2.7;0.8;0.0;100.0;33.0;2.0;47.0;16.0;2.0;26.0;7.0;
5694;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2003, vrijdag 26 september;11.3;3.7;0.2;5.3;1.8;0.3;3.0;0.8;0.0;100.0;33.0;2.0;47.0;16.0;3.0;26.0;7.0;
5695;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2004, vrijdag 24 september;12.1;3.9;0.3;5.8;2.0;0.5;3.2;0.8;0.0;100.0;32.0;2.0;48.0;16.0;4.0;26.0;7.0;
5696;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2005, vrijdag 30 september;13.5;4.5;0.3;6.5;2.1;0.6;3.6;1.2;0.0;100.0;33.0;2.0;48.0;15.0;4.0;26.0;9.0;
5697;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2006, vrijdag 29 september;14.6;5.1;0.4;6.6;2.0;0.6;3.8;0.9;0.0;100.0;35.0;3.0;45.0;14.0;4.0;26.0;6.0;
5698;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2007, vrijdag 28 september;16.0;6.1;0.5;7.3;2.2;0.6;4.0;;0.0;100.0;38.0;3.0;46.0;13.0;3.0;25.0;;
5699;Totaal mannen en vrouwen;9;Marokko, 1e generatie;2008, vrijdag 26 september;17.0;6.9;0.6;7.3;2.2;0.5;4.0;;0.0;100.0;41.0;4.0;43.0;13.0;3.0;24.0;;
5700;Totaal mannen en vrouwen;9;Marokko, 2e generatie;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5701;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5702;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5703;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5704;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5705;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5706;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5707;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5708;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5709;Totaal mannen en vrouwen;9;Marokko, 2e generatie;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5710;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5711;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5712;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5713;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5714;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5715;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5716;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5717;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5718;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5719;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 1 ouder buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5720;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5721;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5722;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5723;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5724;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5725;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5726;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5727;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;
5728;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5729;Totaal mannen en vrouwen;9;Marokko, 2e generatie, 2 ouders buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;
5730;Totaal mannen en vrouwen;9;Suriname;1999, vrijdag 24 september;19.6;12.7;0.7;6.7;2.6;0.4;3.1;1.2;0.0;100.0;65.0;4.0;34.0;13.0;2.0;16.0;6.0;
5731;Totaal mannen en vrouwen;9;Suriname;2000, vrijdag 29 september;21.1;14.0;0.8;6.8;2.8;0.4;3.1;1.3;0.0;100.0;66.0;4.0;32.0;13.0;2.0;15.0;6.0;
5732;Totaal mannen en vrouwen;9;Suriname;2001, vrijdag 28 september;22.4;15.1;0.9;6.9;2.9;0.4;3.0;1.4;0.0;100.0;67.0;4.0;31.0;13.0;2.0;13.0;6.0;
5733;Totaal mannen en vrouwen;9;Suriname;2002, vrijdag 27 september;23.6;16.0;1.0;7.1;3.1;0.5;3.0;1.4;0.0;100.0;68.0;4.0;30.0;13.0;2.0;13.0;6.0;
5734;Totaal mannen en vrouwen;9;Suriname;2003, vrijdag 26 september;24.4;16.3;1.0;7.4;3.1;0.8;3.1;1.4;0.0;100.0;67.0;4.0;30.0;13.0;3.0;13.0;6.0;
5735;Totaal mannen en vrouwen;9;Suriname;2004, vrijdag 24 september;25.6;16.8;1.0;7.9;3.1;1.1;3.2;1.5;0.0;100.0;66.0;4.0;31.0;12.0;4.0;13.0;6.0;
5736;Totaal mannen en vrouwen;9;Suriname;2005, vrijdag 30 september;26.3;17.3;1.1;8.0;2.9;1.2;3.3;1.7;0.0;100.0;66.0;4.0;30.0;11.0;5.0;13.0;6.0;
5737;Totaal mannen en vrouwen;9;Suriname;2006, vrijdag 29 september;27.0;18.2;1.3;7.9;2.7;1.1;3.3;1.9;0.0;100.0;67.0;5.0;29.0;10.0;4.0;12.0;7.0;
5738;Totaal mannen en vrouwen;9;Suriname;2007, vrijdag 28 september;27.9;19.4;1.4;7.3;2.5;0.8;3.1;;0.0;100.0;70.0;5.0;26.0;9.0;3.0;11.0;;
5739;Totaal mannen en vrouwen;9;Suriname;2008, vrijdag 26 september;28.6;20.2;1.5;6.9;2.5;0.7;2.8;;0.0;100.0;71.0;5.0;24.0;9.0;2.0;10.0;;
5740;Totaal mannen en vrouwen;9;Suriname, 1e generatie;1999, vrijdag 24 september;18.9;12.3;0.7;6.5;2.5;0.4;3.0;1.2;0.0;100.0;65.0;4.0;35.0;13.0;2.0;16.0;6.0;
5741;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2000, vrijdag 29 september;20.4;13.5;0.7;6.7;2.7;0.4;3.0;1.2;0.0;100.0;66.0;4.0;33.0;13.0;2.0;15.0;6.0;
5742;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2001, vrijdag 28 september;21.6;14.6;0.8;6.7;2.8;0.3;2.9;1.3;0.0;100.0;67.0;4.0;31.0;13.0;2.0;14.0;6.0;
5743;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2002, vrijdag 27 september;22.7;15.4;0.9;6.9;3.0;0.5;3.0;1.3;0.0;100.0;68.0;4.0;30.0;13.0;2.0;13.0;6.0;
5744;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2003, vrijdag 26 september;23.5;15.7;0.9;7.2;3.0;0.7;3.0;1.3;0.0;100.0;67.0;4.0;30.0;13.0;3.0;13.0;6.0;
5745;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2004, vrijdag 24 september;24.5;16.1;0.9;7.7;3.0;1.1;3.2;1.5;0.0;100.0;66.0;4.0;31.0;12.0;4.0;13.0;6.0;
5746;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2005, vrijdag 30 september;25.1;16.5;1.0;7.7;2.8;1.2;3.2;1.6;0.0;100.0;66.0;4.0;31.0;11.0;5.0;13.0;6.0;
5747;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2006, vrijdag 29 september;25.7;17.3;1.1;7.6;2.5;1.1;3.2;1.8;0.0;100.0;67.0;4.0;29.0;10.0;4.0;12.0;7.0;
5748;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2007, vrijdag 28 september;26.4;18.5;1.3;7.1;2.4;0.8;3.1;;0.0;100.0;70.0;5.0;27.0;9.0;3.0;12.0;;
5749;Totaal mannen en vrouwen;9;Suriname, 1e generatie;2008, vrijdag 26 september;26.9;19.0;1.4;6.6;2.3;0.7;2.8;;0.0;100.0;71.0;5.0;25.0;9.0;3.0;10.0;;
5750;Totaal mannen en vrouwen;9;Suriname, 2e generatie;1999, vrijdag 24 september;0.7;0.4;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;64.0;10.0;23.0;10.0;;8.0;;
5751;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2000, vrijdag 29 september;0.7;0.5;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;63.0;10.0;25.0;11.0;;8.0;;
5752;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2001, vrijdag 28 september;0.8;0.5;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;66.0;11.0;23.0;11.0;;8.0;;
5753;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2002, vrijdag 27 september;0.9;0.6;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;69.0;11.0;22.0;11.0;;6.0;;
5754;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2003, vrijdag 26 september;0.9;0.6;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;67.0;12.0;22.0;10.0;;6.0;;
5755;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2004, vrijdag 24 september;1.1;0.7;0.1;0.3;0.1;0.0;0.1;0.1;0.0;100.0;66.0;11.0;24.0;11.0;;7.0;5.0;
5756;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2005, vrijdag 30 september;1.2;0.8;0.1;0.3;0.1;0.1;0.1;0.1;0.0;100.0;67.0;11.0;23.0;10.0;5.0;6.0;5.0;
5757;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2006, vrijdag 29 september;1.3;0.9;0.1;0.3;0.1;0.1;0.1;0.1;0.0;100.0;68.0;11.0;22.0;10.0;5.0;6.0;5.0;
5758;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2007, vrijdag 28 september;1.4;1.0;0.2;0.3;0.1;0.0;0.1;;0.0;100.0;69.0;11.0;19.0;9.0;;6.0;;
5759;Totaal mannen en vrouwen;9;Suriname, 2e generatie;2008, vrijdag 26 september;1.7;1.2;0.2;0.3;0.1;0.0;0.1;;0.0;100.0;72.0;11.0;17.0;8.0;;5.0;;
5760;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;1999, vrijdag 24 september;0.6;0.4;0.1;0.1;0.1;0.0;0.0;0.0;0.0;100.0;65.0;9.0;23.0;11.0;;;;
5761;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2000, vrijdag 29 september;0.6;0.4;0.1;0.2;0.1;0.0;0.0;0.0;0.0;100.0;63.0;9.0;25.0;12.0;;;;
5762;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2001, vrijdag 28 september;0.7;0.4;0.1;0.2;0.1;0.0;0.0;0.0;0.0;100.0;66.0;11.0;23.0;12.0;;;;
5763;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2002, vrijdag 27 september;0.7;0.5;0.1;0.2;0.1;0.0;0.0;0.0;0.0;100.0;69.0;11.0;22.0;12.0;;;;
5764;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2003, vrijdag 26 september;0.8;0.5;0.1;0.2;0.1;0.0;0.0;0.0;0.0;100.0;67.0;13.0;22.0;11.0;;;;
5765;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2004, vrijdag 24 september;0.8;0.5;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;65.0;12.0;24.0;11.0;;8.0;;
5766;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2005, vrijdag 30 september;0.9;0.6;0.1;0.2;0.1;0.0;0.1;0.0;0.0;100.0;67.0;12.0;23.0;11.0;;7.0;;
5767;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2006, vrijdag 29 september;1.0;0.7;0.1;0.2;0.1;0.0;0.1;0.1;0.0;100.0;68.0;12.0;23.0;11.0;;6.0;5.0;
5768;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2007, vrijdag 28 september;1.1;0.7;0.1;0.2;0.1;0.0;0.1;;0.0;100.0;68.0;11.0;20.0;10.0;;6.0;;
5769;Totaal mannen en vrouwen;9;Suriname, 2e generatie, 1 ouder buitenl.;2008, vrijdag 26 september;1.2;0.9;0.1;0.2;0.1;0.0;0.1;;0.0;100.0;71.0;11.0;18.0;9.0;;5.0;;
5770;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;63.0;;;;;;;
5771;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;64.0;;;;;;;
5772;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;65.0;;;;;;;
5773;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;69.0;;;;;;;
5774;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;67.0;;;;;;;
5775;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;0.2;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;100.0;69.0;;22.0;;;;;
5776;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;0.3;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;100.0;68.0;;21.0;;;;;
5777;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;0.3;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;100.0;70.0;;21.0;;;;;
5778;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;0.4;0.3;0.0;0.1;0.0;0.0;0.0;;0.0;100.0;74.0;;16.0;;;;;
5779;Totaal mannen en vrouwen;9;Suriname, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;0.4;0.3;0.0;0.1;0.0;0.0;0.0;;0.0;100.0;76.0;;14.0;;;;;
5780;Totaal mannen en vrouwen;9;Antillen;1999, vrijdag 24 september;5.7;3.6;0.2;1.8;0.4;0.1;1.1;0.3;0.0;100.0;64.0;3.0;32.0;7.0;2.0;20.0;5.0;
5781;Totaal mannen en vrouwen;9;Antillen;2000, vrijdag 29 september;6.3;4.1;0.2;1.9;0.4;0.1;1.2;0.3;0.0;100.0;65.0;3.0;31.0;7.0;2.0;20.0;5.0;
5782;Totaal mannen en vrouwen;9;Antillen;2001, vrijdag 28 september;6.8;4.5;0.2;2.0;0.4;0.1;1.3;0.3;0.0;100.0;66.0;3.0;29.0;6.0;2.0;19.0;5.0;
5783;Totaal mannen en vrouwen;9;Antillen;2002, vrijdag 27 september;7.4;4.8;0.2;2.1;0.5;0.2;1.3;0.3;0.0;100.0;66.0;3.0;29.0;7.0;2.0;18.0;5.0;
5784;Totaal mannen en vrouwen;9;Antillen;2003, vrijdag 26 september;7.7;4.9;0.3;2.4;0.5;0.3;1.4;0.3;0.0;100.0;64.0;3.0;31.0;7.0;4.0;19.0;4.0;
