ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
614;HCR1: Langdurige zorg (welzijn);HP73: Particuliere verzekeraars;2023;0
615;HCR1: Langdurige zorg (welzijn);HP79: Ov. instellingen beheer en financ.;2021;17
616;HCR1: Langdurige zorg (welzijn);HP79: Ov. instellingen beheer en financ.;2022;15
617;HCR1: Langdurige zorg (welzijn);HP79: Ov. instellingen beheer en financ.;2023;15
618;HCR1: Langdurige zorg (welzijn);HP8: Overige sectoren;2021;2217
619;HCR1: Langdurige zorg (welzijn);HP8: Overige sectoren;2022;2244
620;HCR1: Langdurige zorg (welzijn);HP8: Overige sectoren;2023;2442
621;HCR1: Langdurige zorg (welzijn);HP81: Huishoudens;2021;1497
622;HCR1: Langdurige zorg (welzijn);HP81: Huishoudens;2022;1553
623;HCR1: Langdurige zorg (welzijn);HP81: Huishoudens;2023;1663
624;HCR1: Langdurige zorg (welzijn);HP82: Gezondheidszorg als nevenactiv.;2021;719
625;HCR1: Langdurige zorg (welzijn);HP82: Gezondheidszorg als nevenactiv.;2022;691
626;HCR1: Langdurige zorg (welzijn);HP82: Gezondheidszorg als nevenactiv.;2023;779
627;HCR1: Langdurige zorg (welzijn);HP9: Buitenland;2021;0
628;HCR1: Langdurige zorg (welzijn);HP9: Buitenland;2022;0
629;HCR1: Langdurige zorg (welzijn);HP9: Buitenland;2023;0
630;HCR11: Langdurige zorg,welzijn,in natura;Totaal aanbieders gezondheidszorg;2021;8825
631;HCR11: Langdurige zorg,welzijn,in natura;Totaal aanbieders gezondheidszorg;2022;9134
632;HCR11: Langdurige zorg,welzijn,in natura;Totaal aanbieders gezondheidszorg;2023;9989
633;HCR11: Langdurige zorg,welzijn,in natura;HP1: Ziekenhuizen;2021;1569
634;HCR11: Langdurige zorg,welzijn,in natura;HP1: Ziekenhuizen;2022;1684
635;HCR11: Langdurige zorg,welzijn,in natura;HP1: Ziekenhuizen;2023;1898
636;HCR11: Langdurige zorg,welzijn,in natura;HP11:Algemene en academ. ziekenhuizen;2021;75
637;HCR11: Langdurige zorg,welzijn,in natura;HP11:Algemene en academ. ziekenhuizen;2022;79
638;HCR11: Langdurige zorg,welzijn,in natura;HP11:Algemene en academ. ziekenhuizen;2023;86
639;HCR11: Langdurige zorg,welzijn,in natura;HP12: Geestelijke gez., verslavingszorg;2021;1494
640;HCR11: Langdurige zorg,welzijn,in natura;HP12: Geestelijke gez., verslavingszorg;2022;1605
641;HCR11: Langdurige zorg,welzijn,in natura;HP12: Geestelijke gez., verslavingszorg;2023;1811
642;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2021;0
643;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2022;1
644;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2023;1
645;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2021;5462
646;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2022;5548
647;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2023;6032
648;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;1929
649;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;1916
650;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;2096
651;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2021;3532
652;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2022;3632
653;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2023;3936
654;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2021;448
655;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2022;563
656;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2023;526
657;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2021;0
658;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2022;0
659;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2023;0
660;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2021;0
661;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2022;0
662;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2023;0
663;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2021;40
664;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2022;39
665;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2023;42
666;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2021;138
667;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2022;155
668;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2023;170
669;HCR11: Langdurige zorg,welzijn,in natura;HP35: Aanbieders van thuiszorg;2021;271
670;HCR11: Langdurige zorg,welzijn,in natura;HP35: Aanbieders van thuiszorg;2022;369
671;HCR11: Langdurige zorg,welzijn,in natura;HP35: Aanbieders van thuiszorg;2023;314
672;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2021;0
673;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2022;0
674;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2023;0
675;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2021;0
676;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2022;0
677;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2023;0
678;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2021;0
679;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2022;0
680;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2023;0
681;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2021;662
682;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2022;694
683;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2023;784
684;HCR11: Langdurige zorg,welzijn,in natura;HP51: Apotheken;2021;0
685;HCR11: Langdurige zorg,welzijn,in natura;HP51: Apotheken;2022;0
686;HCR11: Langdurige zorg,welzijn,in natura;HP51: Apotheken;2023;0
687;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2021;662
688;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2022;694
689;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2023;784
690;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2021;14
691;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2022;2
692;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2023;15
693;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2021;8
694;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2022;8
695;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2023;9
696;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2021;0
697;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2022;0
698;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2023;0
699;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
700;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
701;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
702;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2021;0
703;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2022;0
704;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2023;0
705;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. instellingen beheer en financ.;2021;8
706;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. instellingen beheer en financ.;2022;8
707;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. instellingen beheer en financ.;2023;9
708;HCR11: Langdurige zorg,welzijn,in natura;HP8: Overige sectoren;2021;662
709;HCR11: Langdurige zorg,welzijn,in natura;HP8: Overige sectoren;2022;635
710;HCR11: Langdurige zorg,welzijn,in natura;HP8: Overige sectoren;2023;725
711;HCR11: Langdurige zorg,welzijn,in natura;HP81: Huishoudens;2021;8
712;HCR11: Langdurige zorg,welzijn,in natura;HP81: Huishoudens;2022;0
713;HCR11: Langdurige zorg,welzijn,in natura;HP81: Huishoudens;2023;0
714;HCR11: Langdurige zorg,welzijn,in natura;HP82: Gezondheidszorg als nevenactiv.;2021;654
715;HCR11: Langdurige zorg,welzijn,in natura;HP82: Gezondheidszorg als nevenactiv.;2022;635
716;HCR11: Langdurige zorg,welzijn,in natura;HP82: Gezondheidszorg als nevenactiv.;2023;725
717;HCR11: Langdurige zorg,welzijn,in natura;HP9: Buitenland;2021;0
718;HCR11: Langdurige zorg,welzijn,in natura;HP9: Buitenland;2022;0
719;HCR11: Langdurige zorg,welzijn,in natura;HP9: Buitenland;2023;0
720;HCR12: Langdurige zorg, uitkeringen;Totaal aanbieders gezondheidszorg;2021;1692
721;HCR12: Langdurige zorg, uitkeringen;Totaal aanbieders gezondheidszorg;2022;1724
722;HCR12: Langdurige zorg, uitkeringen;Totaal aanbieders gezondheidszorg;2023;1824
723;HCR12: Langdurige zorg, uitkeringen;HP1: Ziekenhuizen;2021;13
724;HCR12: Langdurige zorg, uitkeringen;HP1: Ziekenhuizen;2022;11
725;HCR12: Langdurige zorg, uitkeringen;HP1: Ziekenhuizen;2023;12
726;HCR12: Langdurige zorg, uitkeringen;HP11:Algemene en academ. ziekenhuizen;2021;0
727;HCR12: Langdurige zorg, uitkeringen;HP11:Algemene en academ. ziekenhuizen;2022;0
728;HCR12: Langdurige zorg, uitkeringen;HP11:Algemene en academ. ziekenhuizen;2023;0
729;HCR12: Langdurige zorg, uitkeringen;HP12: Geestelijke gez., verslavingszorg;2021;13
730;HCR12: Langdurige zorg, uitkeringen;HP12: Geestelijke gez., verslavingszorg;2022;11
731;HCR12: Langdurige zorg, uitkeringen;HP12: Geestelijke gez., verslavingszorg;2023;12
732;HCR12: Langdurige zorg, uitkeringen;HP13: Categorale ziekenhuizen;2021;0
733;HCR12: Langdurige zorg, uitkeringen;HP13: Categorale ziekenhuizen;2022;0
734;HCR12: Langdurige zorg, uitkeringen;HP13: Categorale ziekenhuizen;2023;0
735;HCR12: Langdurige zorg, uitkeringen;HP2: Instellingen langdurige zorg;2021;38
736;HCR12: Langdurige zorg, uitkeringen;HP2: Instellingen langdurige zorg;2022;31
737;HCR12: Langdurige zorg, uitkeringen;HP2: Instellingen langdurige zorg;2023;25
738;HCR12: Langdurige zorg, uitkeringen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;16
739;HCR12: Langdurige zorg, uitkeringen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;14
740;HCR12: Langdurige zorg, uitkeringen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;13
741;HCR12: Langdurige zorg, uitkeringen;HP22-29: Instellingen gehandicaptenzorg;2021;21
742;HCR12: Langdurige zorg, uitkeringen;HP22-29: Instellingen gehandicaptenzorg;2022;17
743;HCR12: Langdurige zorg, uitkeringen;HP22-29: Instellingen gehandicaptenzorg;2023;12
744;HCR12: Langdurige zorg, uitkeringen;HP3: Aanbieders ambulante zorg;2021;75
745;HCR12: Langdurige zorg, uitkeringen;HP3: Aanbieders ambulante zorg;2022;64
746;HCR12: Langdurige zorg, uitkeringen;HP3: Aanbieders ambulante zorg;2023;61
747;HCR12: Langdurige zorg, uitkeringen;HP31: Medische praktijken;2021;0
748;HCR12: Langdurige zorg, uitkeringen;HP31: Medische praktijken;2022;0
749;HCR12: Langdurige zorg, uitkeringen;HP31: Medische praktijken;2023;0
750;HCR12: Langdurige zorg, uitkeringen;HP32: Tandheelkundige praktijken;2021;0
751;HCR12: Langdurige zorg, uitkeringen;HP32: Tandheelkundige praktijken;2022;0
752;HCR12: Langdurige zorg, uitkeringen;HP32: Tandheelkundige praktijken;2023;0
753;HCR12: Langdurige zorg, uitkeringen;HP33: Overige praktijken gezondheidszorg;2021;14
754;HCR12: Langdurige zorg, uitkeringen;HP33: Overige praktijken gezondheidszorg;2022;12
755;HCR12: Langdurige zorg, uitkeringen;HP33: Overige praktijken gezondheidszorg;2023;12
756;HCR12: Langdurige zorg, uitkeringen;HP34: Ambulante zorgcentra;2021;10
757;HCR12: Langdurige zorg, uitkeringen;HP34: Ambulante zorgcentra;2022;9
758;HCR12: Langdurige zorg, uitkeringen;HP34: Ambulante zorgcentra;2023;8
759;HCR12: Langdurige zorg, uitkeringen;HP35: Aanbieders van thuiszorg;2021;51
760;HCR12: Langdurige zorg, uitkeringen;HP35: Aanbieders van thuiszorg;2022;43
761;HCR12: Langdurige zorg, uitkeringen;HP35: Aanbieders van thuiszorg;2023;41
762;HCR12: Langdurige zorg, uitkeringen;HP4: Ondersteunende diensten;2021;0
763;HCR12: Langdurige zorg, uitkeringen;HP4: Ondersteunende diensten;2022;0
764;HCR12: Langdurige zorg, uitkeringen;HP4: Ondersteunende diensten;2023;0
765;HCR12: Langdurige zorg, uitkeringen;HP41: Ambulance, ziekenvervoer;2021;0
766;HCR12: Langdurige zorg, uitkeringen;HP41: Ambulance, ziekenvervoer;2022;0
767;HCR12: Langdurige zorg, uitkeringen;HP41: Ambulance, ziekenvervoer;2023;0
768;HCR12: Langdurige zorg, uitkeringen;HP42-49: Laboratoria en ov ondersteunend;2021;0
769;HCR12: Langdurige zorg, uitkeringen;HP42-49: Laboratoria en ov ondersteunend;2022;0
770;HCR12: Langdurige zorg, uitkeringen;HP42-49: Laboratoria en ov ondersteunend;2023;0
771;HCR12: Langdurige zorg, uitkeringen;HP5: Leveranciers genees-en hulpmiddelen;2021;0
772;HCR12: Langdurige zorg, uitkeringen;HP5: Leveranciers genees-en hulpmiddelen;2022;0
773;HCR12: Langdurige zorg, uitkeringen;HP5: Leveranciers genees-en hulpmiddelen;2023;0
774;HCR12: Langdurige zorg, uitkeringen;HP51: Apotheken;2021;0
775;HCR12: Langdurige zorg, uitkeringen;HP51: Apotheken;2022;0
776;HCR12: Langdurige zorg, uitkeringen;HP51: Apotheken;2023;0
777;HCR12: Langdurige zorg, uitkeringen;HP52-59: Leveranciers hulpmiddelen;2021;0
778;HCR12: Langdurige zorg, uitkeringen;HP52-59: Leveranciers hulpmiddelen;2022;0
779;HCR12: Langdurige zorg, uitkeringen;HP52-59: Leveranciers hulpmiddelen;2023;0
780;HCR12: Langdurige zorg, uitkeringen;HP6: Aanbieders van preventieve zorg;2021;3
781;HCR12: Langdurige zorg, uitkeringen;HP6: Aanbieders van preventieve zorg;2022;2
782;HCR12: Langdurige zorg, uitkeringen;HP6: Aanbieders van preventieve zorg;2023;2
783;HCR12: Langdurige zorg, uitkeringen;HP7: Organisaties beheer en financiering;2021;9
784;HCR12: Langdurige zorg, uitkeringen;HP7: Organisaties beheer en financiering;2022;6
785;HCR12: Langdurige zorg, uitkeringen;HP7: Organisaties beheer en financiering;2023;6
786;HCR12: Langdurige zorg, uitkeringen;HP71: Overheidsbeleid en beheer org.;2021;0
787;HCR12: Langdurige zorg, uitkeringen;HP71: Overheidsbeleid en beheer org.;2022;0
788;HCR12: Langdurige zorg, uitkeringen;HP71: Overheidsbeleid en beheer org.;2023;0
789;HCR12: Langdurige zorg, uitkeringen;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
790;HCR12: Langdurige zorg, uitkeringen;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
791;HCR12: Langdurige zorg, uitkeringen;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
792;HCR12: Langdurige zorg, uitkeringen;HP73: Particuliere verzekeraars;2021;0
793;HCR12: Langdurige zorg, uitkeringen;HP73: Particuliere verzekeraars;2022;0
794;HCR12: Langdurige zorg, uitkeringen;HP73: Particuliere verzekeraars;2023;0
795;HCR12: Langdurige zorg, uitkeringen;HP79: Ov. instellingen beheer en financ.;2021;9
796;HCR12: Langdurige zorg, uitkeringen;HP79: Ov. instellingen beheer en financ.;2022;6
797;HCR12: Langdurige zorg, uitkeringen;HP79: Ov. instellingen beheer en financ.;2023;6
798;HCR12: Langdurige zorg, uitkeringen;HP8: Overige sectoren;2021;1554
799;HCR12: Langdurige zorg, uitkeringen;HP8: Overige sectoren;2022;1609
800;HCR12: Langdurige zorg, uitkeringen;HP8: Overige sectoren;2023;1717
801;HCR12: Langdurige zorg, uitkeringen;HP81: Huishoudens;2021;1489
802;HCR12: Langdurige zorg, uitkeringen;HP81: Huishoudens;2022;1553
803;HCR12: Langdurige zorg, uitkeringen;HP81: Huishoudens;2023;1663
804;HCR12: Langdurige zorg, uitkeringen;HP82: Gezondheidszorg als nevenactiv.;2021;65
805;HCR12: Langdurige zorg, uitkeringen;HP82: Gezondheidszorg als nevenactiv.;2022;57
806;HCR12: Langdurige zorg, uitkeringen;HP82: Gezondheidszorg als nevenactiv.;2023;55
807;HCR12: Langdurige zorg, uitkeringen;HP9: Buitenland;2021;0
808;HCR12: Langdurige zorg, uitkeringen;HP9: Buitenland;2022;0
809;HCR12: Langdurige zorg, uitkeringen;HP9: Buitenland;2023;0
810;HCR2: Gezondheidsbevord., multi sector;Totaal aanbieders gezondheidszorg;2021;0
811;HCR2: Gezondheidsbevord., multi sector;Totaal aanbieders gezondheidszorg;2022;0
812;HCR2: Gezondheidsbevord., multi sector;Totaal aanbieders gezondheidszorg;2023;0
813;HCR2: Gezondheidsbevord., multi sector;HP1: Ziekenhuizen;2021;0
814;HCR2: Gezondheidsbevord., multi sector;HP1: Ziekenhuizen;2022;0
815;HCR2: Gezondheidsbevord., multi sector;HP1: Ziekenhuizen;2023;0
816;HCR2: Gezondheidsbevord., multi sector;HP11:Algemene en academ. ziekenhuizen;2021;0
817;HCR2: Gezondheidsbevord., multi sector;HP11:Algemene en academ. ziekenhuizen;2022;0
818;HCR2: Gezondheidsbevord., multi sector;HP11:Algemene en academ. ziekenhuizen;2023;0
819;HCR2: Gezondheidsbevord., multi sector;HP12: Geestelijke gez., verslavingszorg;2021;0
820;HCR2: Gezondheidsbevord., multi sector;HP12: Geestelijke gez., verslavingszorg;2022;0
821;HCR2: Gezondheidsbevord., multi sector;HP12: Geestelijke gez., verslavingszorg;2023;0
822;HCR2: Gezondheidsbevord., multi sector;HP13: Categorale ziekenhuizen;2021;0
823;HCR2: Gezondheidsbevord., multi sector;HP13: Categorale ziekenhuizen;2022;0
824;HCR2: Gezondheidsbevord., multi sector;HP13: Categorale ziekenhuizen;2023;0
825;HCR2: Gezondheidsbevord., multi sector;HP2: Instellingen langdurige zorg;2021;0
826;HCR2: Gezondheidsbevord., multi sector;HP2: Instellingen langdurige zorg;2022;0
827;HCR2: Gezondheidsbevord., multi sector;HP2: Instellingen langdurige zorg;2023;0
828;HCR2: Gezondheidsbevord., multi sector;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;0
829;HCR2: Gezondheidsbevord., multi sector;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;0
830;HCR2: Gezondheidsbevord., multi sector;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;0
831;HCR2: Gezondheidsbevord., multi sector;HP22-29: Instellingen gehandicaptenzorg;2021;0
832;HCR2: Gezondheidsbevord., multi sector;HP22-29: Instellingen gehandicaptenzorg;2022;0
833;HCR2: Gezondheidsbevord., multi sector;HP22-29: Instellingen gehandicaptenzorg;2023;0
834;HCR2: Gezondheidsbevord., multi sector;HP3: Aanbieders ambulante zorg;2021;0
835;HCR2: Gezondheidsbevord., multi sector;HP3: Aanbieders ambulante zorg;2022;0
836;HCR2: Gezondheidsbevord., multi sector;HP3: Aanbieders ambulante zorg;2023;0
837;HCR2: Gezondheidsbevord., multi sector;HP31: Medische praktijken;2021;0
838;HCR2: Gezondheidsbevord., multi sector;HP31: Medische praktijken;2022;0
839;HCR2: Gezondheidsbevord., multi sector;HP31: Medische praktijken;2023;0
840;HCR2: Gezondheidsbevord., multi sector;HP32: Tandheelkundige praktijken;2021;0
841;HCR2: Gezondheidsbevord., multi sector;HP32: Tandheelkundige praktijken;2022;0
842;HCR2: Gezondheidsbevord., multi sector;HP32: Tandheelkundige praktijken;2023;0
843;HCR2: Gezondheidsbevord., multi sector;HP33: Overige praktijken gezondheidszorg;2021;0
844;HCR2: Gezondheidsbevord., multi sector;HP33: Overige praktijken gezondheidszorg;2022;0
845;HCR2: Gezondheidsbevord., multi sector;HP33: Overige praktijken gezondheidszorg;2023;0
846;HCR2: Gezondheidsbevord., multi sector;HP34: Ambulante zorgcentra;2021;0
847;HCR2: Gezondheidsbevord., multi sector;HP34: Ambulante zorgcentra;2022;0
848;HCR2: Gezondheidsbevord., multi sector;HP34: Ambulante zorgcentra;2023;0
849;HCR2: Gezondheidsbevord., multi sector;HP35: Aanbieders van thuiszorg;2021;0
850;HCR2: Gezondheidsbevord., multi sector;HP35: Aanbieders van thuiszorg;2022;0
851;HCR2: Gezondheidsbevord., multi sector;HP35: Aanbieders van thuiszorg;2023;0
852;HCR2: Gezondheidsbevord., multi sector;HP4: Ondersteunende diensten;2021;0
853;HCR2: Gezondheidsbevord., multi sector;HP4: Ondersteunende diensten;2022;0
854;HCR2: Gezondheidsbevord., multi sector;HP4: Ondersteunende diensten;2023;0
855;HCR2: Gezondheidsbevord., multi sector;HP41: Ambulance, ziekenvervoer;2021;0
856;HCR2: Gezondheidsbevord., multi sector;HP41: Ambulance, ziekenvervoer;2022;0
857;HCR2: Gezondheidsbevord., multi sector;HP41: Ambulance, ziekenvervoer;2023;0
858;HCR2: Gezondheidsbevord., multi sector;HP42-49: Laboratoria en ov ondersteunend;2021;0
859;HCR2: Gezondheidsbevord., multi sector;HP42-49: Laboratoria en ov ondersteunend;2022;0
860;HCR2: Gezondheidsbevord., multi sector;HP42-49: Laboratoria en ov ondersteunend;2023;0
861;HCR2: Gezondheidsbevord., multi sector;HP5: Leveranciers genees-en hulpmiddelen;2021;0
862;HCR2: Gezondheidsbevord., multi sector;HP5: Leveranciers genees-en hulpmiddelen;2022;0
863;HCR2: Gezondheidsbevord., multi sector;HP5: Leveranciers genees-en hulpmiddelen;2023;0
864;HCR2: Gezondheidsbevord., multi sector;HP51: Apotheken;2021;0
865;HCR2: Gezondheidsbevord., multi sector;HP51: Apotheken;2022;0
866;HCR2: Gezondheidsbevord., multi sector;HP51: Apotheken;2023;0
867;HCR2: Gezondheidsbevord., multi sector;HP52-59: Leveranciers hulpmiddelen;2021;0
868;HCR2: Gezondheidsbevord., multi sector;HP52-59: Leveranciers hulpmiddelen;2022;0
869;HCR2: Gezondheidsbevord., multi sector;HP52-59: Leveranciers hulpmiddelen;2023;0
870;HCR2: Gezondheidsbevord., multi sector;HP6: Aanbieders van preventieve zorg;2021;0
871;HCR2: Gezondheidsbevord., multi sector;HP6: Aanbieders van preventieve zorg;2022;0
872;HCR2: Gezondheidsbevord., multi sector;HP6: Aanbieders van preventieve zorg;2023;0
873;HCR2: Gezondheidsbevord., multi sector;HP7: Organisaties beheer en financiering;2021;0
874;HCR2: Gezondheidsbevord., multi sector;HP7: Organisaties beheer en financiering;2022;0
875;HCR2: Gezondheidsbevord., multi sector;HP7: Organisaties beheer en financiering;2023;0
876;HCR2: Gezondheidsbevord., multi sector;HP71: Overheidsbeleid en beheer org.;2021;0
877;HCR2: Gezondheidsbevord., multi sector;HP71: Overheidsbeleid en beheer org.;2022;0
878;HCR2: Gezondheidsbevord., multi sector;HP71: Overheidsbeleid en beheer org.;2023;0
879;HCR2: Gezondheidsbevord., multi sector;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
880;HCR2: Gezondheidsbevord., multi sector;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
881;HCR2: Gezondheidsbevord., multi sector;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
882;HCR2: Gezondheidsbevord., multi sector;HP73: Particuliere verzekeraars;2021;0
883;HCR2: Gezondheidsbevord., multi sector;HP73: Particuliere verzekeraars;2022;0
884;HCR2: Gezondheidsbevord., multi sector;HP73: Particuliere verzekeraars;2023;0
885;HCR2: Gezondheidsbevord., multi sector;HP79: Ov. instellingen beheer en financ.;2021;0
886;HCR2: Gezondheidsbevord., multi sector;HP79: Ov. instellingen beheer en financ.;2022;0
887;HCR2: Gezondheidsbevord., multi sector;HP79: Ov. instellingen beheer en financ.;2023;0
888;HCR2: Gezondheidsbevord., multi sector;HP8: Overige sectoren;2021;0
889;HCR2: Gezondheidsbevord., multi sector;HP8: Overige sectoren;2022;0
890;HCR2: Gezondheidsbevord., multi sector;HP8: Overige sectoren;2023;0
891;HCR2: Gezondheidsbevord., multi sector;HP81: Huishoudens;2021;0
892;HCR2: Gezondheidsbevord., multi sector;HP81: Huishoudens;2022;0
893;HCR2: Gezondheidsbevord., multi sector;HP81: Huishoudens;2023;0
894;HCR2: Gezondheidsbevord., multi sector;HP82: Gezondheidszorg als nevenactiv.;2021;0
895;HCR2: Gezondheidsbevord., multi sector;HP82: Gezondheidszorg als nevenactiv.;2022;0
896;HCR2: Gezondheidsbevord., multi sector;HP82: Gezondheidszorg als nevenactiv.;2023;0
897;HCR2: Gezondheidsbevord., multi sector;HP9: Buitenland;2021;0
898;HCR2: Gezondheidsbevord., multi sector;HP9: Buitenland;2022;0
899;HCR2: Gezondheidsbevord., multi sector;HP9: Buitenland;2023;0
