ID;Bedrijfsomvang;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
737;10 tot 100 werkzame personen;351900;2009 3e kwartaal;109.1;-2.1
738;10 tot 100 werkzame personen;351900;2009 4e kwartaal;128.1;-5.8
739;10 tot 100 werkzame personen;351900;2009;118.6;-1.7
740;10 tot 100 werkzame personen;351900;2010 1e kwartaal;82.4;-24.6
741;10 tot 100 werkzame personen;351900;2010 2e kwartaal;106.4;-16.9
742;10 tot 100 werkzame personen;351900;2010 3e kwartaal;96.0;-12.0
743;10 tot 100 werkzame personen;351900;2010 4e kwartaal;115.2;-10.1
744;10 tot 100 werkzame personen;351900;2010;100.0;-15.7
745;10 tot 100 werkzame personen;351900;2011 1e kwartaal;87.9;6.6
746;10 tot 100 werkzame personen;351900;2011 2e kwartaal;107.7;1.3
747;10 tot 100 werkzame personen;351900;2011 3e kwartaal;93.7;-2.4
748;10 tot 100 werkzame personen;351900;2011 4e kwartaal;112.7;-2.2
749;10 tot 100 werkzame personen;351900;2011;100.5;0.5
750;10 tot 100 werkzame personen;351900;2012 1e kwartaal;78.1;-11.2
751;10 tot 100 werkzame personen;351900;2012 2e kwartaal;95.3;-11.6
752;10 tot 100 werkzame personen;351900;2012 3e kwartaal;86.3;-7.9
753;10 tot 100 werkzame personen;351900;2012 4e kwartaal;101.2;-10.2
754;10 tot 100 werkzame personen;351900;2012;90.2;-10.2
755;10 tot 100 werkzame personen;351900;2013 1e kwartaal;69.3;-11.2
756;10 tot 100 werkzame personen;351900;2013 2e kwartaal;89.6;-6.0
757;10 tot 100 werkzame personen;351900;2013 3e kwartaal;83.3;-3.4
758;10 tot 100 werkzame personen;351900;2013 4e kwartaal;101.5;0.3
759;10 tot 100 werkzame personen;351900;2013;85.9;-4.7
760;10 tot 100 werkzame personen;351900;2014 1e kwartaal;75.5;8.9
761;10 tot 100 werkzame personen;351900;2014 2e kwartaal;87.3;-2.6
762;10 tot 100 werkzame personen;351900;2014 3e kwartaal;81.0;-2.7
763;10 tot 100 werkzame personen;351900;2014 4e kwartaal;104.9;3.4
764;10 tot 100 werkzame personen;351900;2014;87.2;1.4
765;10 tot 100 werkzame personen;351900;2015 1e kwartaal;75.2;-0.4
766;10 tot 100 werkzame personen;351900;2015 2e kwartaal;92.4;6.0
767;10 tot 100 werkzame personen;351900;2015 3e kwartaal;83.8;3.4
768;10 tot 100 werkzame personen;351900;2015 4e kwartaal;105.1;0.2
769;10 tot 100 werkzame personen;351900;2015;89.1;2.2
770;10 tot 100 werkzame personen;351900;2016 1e kwartaal;76.5;1.7
771;10 tot 100 werkzame personen;351900;2016 2e kwartaal;93.1;0.7
772;10 tot 100 werkzame personen;351900;2016 3e kwartaal;90.1;7.5
773;10 tot 100 werkzame personen;351900;2016 4e kwartaal;113.4;7.9
774;10 tot 100 werkzame personen;351900;2016;93.3;4.7
775;10 tot 100 werkzame personen;351900;2017 1e kwartaal;83.3;8.9
776;10 tot 100 werkzame personen;351900;2017 2e kwartaal;102.7;10.2
777;10 tot 100 werkzame personen;351900;2017 3e kwartaal;92.3;2.5
778;10 tot 100 werkzame personen;351900;2017 4e kwartaal;119.2;5.1
779;10 tot 100 werkzame personen;351900;2017;99.3;6.5
780;100 of meer werkzame personen;900063;2005 1e kwartaal;70.9;
781;100 of meer werkzame personen;900063;2005 2e kwartaal;93.9;
782;100 of meer werkzame personen;900063;2005 3e kwartaal;86.3;
783;100 of meer werkzame personen;900063;2005 4e kwartaal;109.7;
784;100 of meer werkzame personen;900063;2005;90.2;
785;100 of meer werkzame personen;900063;2006 1e kwartaal;74.4;5.0
786;100 of meer werkzame personen;900063;2006 2e kwartaal;94.3;0.4
787;100 of meer werkzame personen;900063;2006 3e kwartaal;87.9;1.8
788;100 of meer werkzame personen;900063;2006 4e kwartaal;116.0;5.7
789;100 of meer werkzame personen;900063;2006;93.2;3.3
790;100 of meer werkzame personen;900063;2007 1e kwartaal;86.1;15.7
791;100 of meer werkzame personen;900063;2007 2e kwartaal;103.3;9.5
792;100 of meer werkzame personen;900063;2007 3e kwartaal;94.0;6.9
793;100 of meer werkzame personen;900063;2007 4e kwartaal;125.7;8.3
794;100 of meer werkzame personen;900063;2007;102.3;9.7
795;100 of meer werkzame personen;900063;2008 1e kwartaal;92.9;8.0
796;100 of meer werkzame personen;900063;2008 2e kwartaal;115.5;11.9
797;100 of meer werkzame personen;900063;2008 3e kwartaal;104.5;11.2
798;100 of meer werkzame personen;900063;2008 4e kwartaal;132.0;5.0
799;100 of meer werkzame personen;900063;2008;111.2;8.8
800;100 of meer werkzame personen;900063;2009 1e kwartaal;95.9;3.2
801;100 of meer werkzame personen;900063;2009 2e kwartaal;110.2;-4.6
802;100 of meer werkzame personen;900063;2009 3e kwartaal;99.4;-4.9
803;100 of meer werkzame personen;900063;2009 4e kwartaal;119.1;-9.8
804;100 of meer werkzame personen;900063;2009;106.1;-4.6
805;100 of meer werkzame personen;900063;2010 1e kwartaal;84.1;-12.3
806;100 of meer werkzame personen;900063;2010 2e kwartaal;106.4;-3.5
807;100 of meer werkzame personen;900063;2010 3e kwartaal;94.2;-5.2
808;100 of meer werkzame personen;900063;2010 4e kwartaal;115.3;-3.1
809;100 of meer werkzame personen;900063;2010;100.0;-5.8
810;100 of meer werkzame personen;900063;2011 1e kwartaal;87.6;4.2
811;100 of meer werkzame personen;900063;2011 2e kwartaal;104.7;-1.6
812;100 of meer werkzame personen;900063;2011 3e kwartaal;96.0;1.9
813;100 of meer werkzame personen;900063;2011 4e kwartaal;119.8;3.8
814;100 of meer werkzame personen;900063;2011;102.0;2.0
815;100 of meer werkzame personen;900063;2012 1e kwartaal;83.8;-4.4
816;100 of meer werkzame personen;900063;2012 2e kwartaal;103.7;-0.9
817;100 of meer werkzame personen;900063;2012 3e kwartaal;94.1;-2.0
818;100 of meer werkzame personen;900063;2012 4e kwartaal;115.8;-3.3
819;100 of meer werkzame personen;900063;2012;99.3;-2.6
820;100 of meer werkzame personen;900063;2013 1e kwartaal;78.3;-6.5
821;100 of meer werkzame personen;900063;2013 2e kwartaal;97.3;-6.2
822;100 of meer werkzame personen;900063;2013 3e kwartaal;90.3;-4.0
823;100 of meer werkzame personen;900063;2013 4e kwartaal;110.8;-4.3
824;100 of meer werkzame personen;900063;2013;94.2;-5.2
825;100 of meer werkzame personen;900063;2014 1e kwartaal;77.1;-1.5
826;100 of meer werkzame personen;900063;2014 2e kwartaal;93.0;-4.4
827;100 of meer werkzame personen;900063;2014 3e kwartaal;86.9;-3.8
828;100 of meer werkzame personen;900063;2014 4e kwartaal;114.4;3.3
829;100 of meer werkzame personen;900063;2014;92.9;-1.4
830;100 of meer werkzame personen;900063;2015 1e kwartaal;79.7;3.3
831;100 of meer werkzame personen;900063;2015 2e kwartaal;95.5;2.7
832;100 of meer werkzame personen;900063;2015 3e kwartaal;94.2;8.4
833;100 of meer werkzame personen;900063;2015 4e kwartaal;113.9;-0.5
834;100 of meer werkzame personen;900063;2015;95.8;3.2
835;100 of meer werkzame personen;900063;2016 1e kwartaal;83.7;5.0
836;100 of meer werkzame personen;900063;2016 2e kwartaal;100.8;5.6
837;100 of meer werkzame personen;900063;2016 3e kwartaal;97.1;3.1
838;100 of meer werkzame personen;900063;2016 4e kwartaal;117.0;2.8
839;100 of meer werkzame personen;900063;2016;99.7;4.0
840;100 of meer werkzame personen;900063;2017 1e kwartaal;87.4;4.4
841;100 of meer werkzame personen;900063;2017 2e kwartaal;102.9;2.0
842;100 of meer werkzame personen;900063;2017 3e kwartaal;97.3;0.2
843;100 of meer werkzame personen;900063;2017 4e kwartaal;124.1;6.1
844;100 of meer werkzame personen;900063;2017;102.9;3.3
845;100 of meer werkzame personen;350400;2005 1e kwartaal;78.8;
846;100 of meer werkzame personen;350400;2005 2e kwartaal;105.4;
847;100 of meer werkzame personen;350400;2005 3e kwartaal;90.7;
848;100 of meer werkzame personen;350400;2005 4e kwartaal;116.4;
849;100 of meer werkzame personen;350400;2005;97.8;
850;100 of meer werkzame personen;350400;2006 1e kwartaal;83.7;6.2
851;100 of meer werkzame personen;350400;2006 2e kwartaal;104.9;-0.5
852;100 of meer werkzame personen;350400;2006 3e kwartaal;87.4;-3.7
853;100 of meer werkzame personen;350400;2006 4e kwartaal;121.4;4.4
854;100 of meer werkzame personen;350400;2006;99.3;1.5
855;100 of meer werkzame personen;350400;2007 1e kwartaal;96.8;15.7
856;100 of meer werkzame personen;350400;2007 2e kwartaal;120.7;15.1
857;100 of meer werkzame personen;350400;2007 3e kwartaal;100.8;15.3
858;100 of meer werkzame personen;350400;2007 4e kwartaal;136.9;12.8
859;100 of meer werkzame personen;350400;2007;113.8;14.5
860;100 of meer werkzame personen;350400;2008 1e kwartaal;106.1;9.5
861;100 of meer werkzame personen;350400;2008 2e kwartaal;127.3;5.5
862;100 of meer werkzame personen;350400;2008 3e kwartaal;108.8;8.0
863;100 of meer werkzame personen;350400;2008 4e kwartaal;143.2;4.6
864;100 of meer werkzame personen;350400;2008;121.4;6.7
865;100 of meer werkzame personen;350400;2009 1e kwartaal;106.0;-0.1
866;100 of meer werkzame personen;350400;2009 2e kwartaal;119.9;-5.8
867;100 of meer werkzame personen;350400;2009 3e kwartaal;100.1;-8.0
868;100 of meer werkzame personen;350400;2009 4e kwartaal;119.4;-16.6
869;100 of meer werkzame personen;350400;2009;111.4;-8.2
870;100 of meer werkzame personen;350400;2010 1e kwartaal;87.3;-17.7
871;100 of meer werkzame personen;350400;2010 2e kwartaal;110.9;-7.5
872;100 of meer werkzame personen;350400;2010 3e kwartaal;91.7;-8.5
873;100 of meer werkzame personen;350400;2010 4e kwartaal;110.2;-7.8
874;100 of meer werkzame personen;350400;2010;100.0;-10.2
875;100 of meer werkzame personen;350400;2011 1e kwartaal;88.3;1.2
876;100 of meer werkzame personen;350400;2011 2e kwartaal;100.4;-9.5
877;100 of meer werkzame personen;350400;2011 3e kwartaal;88.1;-3.9
878;100 of meer werkzame personen;350400;2011 4e kwartaal;108.1;-1.9
879;100 of meer werkzame personen;350400;2011;96.2;-3.8
880;100 of meer werkzame personen;350400;2012 1e kwartaal;79.9;-9.6
881;100 of meer werkzame personen;350400;2012 2e kwartaal;96.7;-3.7
882;100 of meer werkzame personen;350400;2012 3e kwartaal;85.2;-3.4
883;100 of meer werkzame personen;350400;2012 4e kwartaal;94.7;-12.4
884;100 of meer werkzame personen;350400;2012;89.1;-7.4
885;100 of meer werkzame personen;350400;2013 1e kwartaal;69.0;-13.6
886;100 of meer werkzame personen;350400;2013 2e kwartaal;82.4;-14.7
887;100 of meer werkzame personen;350400;2013 3e kwartaal;71.8;-15.7
888;100 of meer werkzame personen;350400;2013 4e kwartaal;91.1;-3.9
889;100 of meer werkzame personen;350400;2013;78.6;-11.8
890;100 of meer werkzame personen;350400;2014 1e kwartaal;61.6;-10.8
891;100 of meer werkzame personen;350400;2014 2e kwartaal;73.6;-10.8
892;100 of meer werkzame personen;350400;2014 3e kwartaal;62.9;-12.4
893;100 of meer werkzame personen;350400;2014 4e kwartaal;88.5;-2.8
894;100 of meer werkzame personen;350400;2014;71.6;-8.8
895;100 of meer werkzame personen;350400;2015 1e kwartaal;68.5;11.3
896;100 of meer werkzame personen;350400;2015 2e kwartaal;78.9;7.2
897;100 of meer werkzame personen;350400;2015 3e kwartaal;72.0;14.4
898;100 of meer werkzame personen;350400;2015 4e kwartaal;93.9;6.1
899;100 of meer werkzame personen;350400;2015;78.3;9.3
900;100 of meer werkzame personen;350400;2016 1e kwartaal;70.2;2.5
901;100 of meer werkzame personen;350400;2016 2e kwartaal;84.6;7.2
902;100 of meer werkzame personen;350400;2016 3e kwartaal;77.3;7.5
903;100 of meer werkzame personen;350400;2016 4e kwartaal;102.9;9.5
904;100 of meer werkzame personen;350400;2016;83.8;6.9
905;100 of meer werkzame personen;350400;2017 1e kwartaal;80.9;15.1
906;100 of meer werkzame personen;350400;2017 2e kwartaal;96.9;14.6
907;100 of meer werkzame personen;350400;2017 3e kwartaal;85.8;10.9
908;100 of meer werkzame personen;350400;2017 4e kwartaal;116.4;13.2
909;100 of meer werkzame personen;350400;2017;95.0;13.4
910;100 of meer werkzame personen;350600;2005 1e kwartaal;58.6;
911;100 of meer werkzame personen;350600;2005 2e kwartaal;87.7;
912;100 of meer werkzame personen;350600;2005 3e kwartaal;85.8;
913;100 of meer werkzame personen;350600;2005 4e kwartaal;115.1;
914;100 of meer werkzame personen;350600;2005;86.8;
915;100 of meer werkzame personen;350600;2006 1e kwartaal;61.4;4.9
916;100 of meer werkzame personen;350600;2006 2e kwartaal;92.1;5.0
917;100 of meer werkzame personen;350600;2006 3e kwartaal;95.2;11.0
918;100 of meer werkzame personen;350600;2006 4e kwartaal;130.4;13.3
919;100 of meer werkzame personen;350600;2006;94.8;9.2
920;100 of meer werkzame personen;350600;2007 1e kwartaal;70.1;14.1
921;100 of meer werkzame personen;350600;2007 2e kwartaal;91.7;-0.4
922;100 of meer werkzame personen;350600;2007 3e kwartaal;88.7;-6.8
923;100 of meer werkzame personen;350600;2007 4e kwartaal;125.0;-4.1
924;100 of meer werkzame personen;350600;2007;93.9;-1.0
925;100 of meer werkzame personen;350600;2008 1e kwartaal;73.5;4.9
926;100 of meer werkzame personen;350600;2008 2e kwartaal;105.6;15.2
927;100 of meer werkzame personen;350600;2008 3e kwartaal;99.5;12.1
928;100 of meer werkzame personen;350600;2008 4e kwartaal;128.8;3.0
929;100 of meer werkzame personen;350600;2008;101.9;8.5
930;100 of meer werkzame personen;350600;2009 1e kwartaal;81.8;11.3
931;100 of meer werkzame personen;350600;2009 2e kwartaal;107.0;1.3
932;100 of meer werkzame personen;350600;2009 3e kwartaal;105.6;6.1
933;100 of meer werkzame personen;350600;2009 4e kwartaal;132.7;3.1
934;100 of meer werkzame personen;350600;2009;106.8;4.8
935;100 of meer werkzame personen;350600;2010 1e kwartaal;71.7;-12.4
936;100 of meer werkzame personen;350600;2010 2e kwartaal;102.7;-4.0
937;100 of meer werkzame personen;350600;2010 3e kwartaal;95.9;-9.1
938;100 of meer werkzame personen;350600;2010 4e kwartaal;129.7;-2.3
939;100 of meer werkzame personen;350600;2010;100.0;-6.3
940;100 of meer werkzame personen;350600;2011 1e kwartaal;74.6;4.1
941;100 of meer werkzame personen;350600;2011 2e kwartaal;103.5;0.7
942;100 of meer werkzame personen;350600;2011 3e kwartaal;97.7;1.9
943;100 of meer werkzame personen;350600;2011 4e kwartaal;132.7;2.3
944;100 of meer werkzame personen;350600;2011;102.1;2.1
945;100 of meer werkzame personen;350600;2012 1e kwartaal;77.1;3.4
946;100 of meer werkzame personen;350600;2012 2e kwartaal;111.9;8.1
947;100 of meer werkzame personen;350600;2012 3e kwartaal;103.8;6.2
948;100 of meer werkzame personen;350600;2012 4e kwartaal;143.5;8.2
949;100 of meer werkzame personen;350600;2012;109.1;6.8
950;100 of meer werkzame personen;350600;2013 1e kwartaal;80.5;4.4
951;100 of meer werkzame personen;350600;2013 2e kwartaal;113.3;1.3
952;100 of meer werkzame personen;350600;2013 3e kwartaal;109.0;5.0
953;100 of meer werkzame personen;350600;2013 4e kwartaal;132.7;-7.5
954;100 of meer werkzame personen;350600;2013;108.9;-0.2
955;100 of meer werkzame personen;350600;2014 1e kwartaal;80.0;-0.6
956;100 of meer werkzame personen;350600;2014 2e kwartaal;110.8;-2.2
957;100 of meer werkzame personen;350600;2014 3e kwartaal;106.3;-2.5
958;100 of meer werkzame personen;350600;2014 4e kwartaal;147.6;11.3
959;100 of meer werkzame personen;350600;2014;111.2;2.1
960;100 of meer werkzame personen;350600;2015 1e kwartaal;77.5;-3.1
961;100 of meer werkzame personen;350600;2015 2e kwartaal;106.3;-4.0
962;100 of meer werkzame personen;350600;2015 3e kwartaal;116.2;9.3
963;100 of meer werkzame personen;350600;2015 4e kwartaal;136.8;-7.4
964;100 of meer werkzame personen;350600;2015;109.2;-1.8
965;100 of meer werkzame personen;350600;2016 1e kwartaal;77.2;-0.4
966;100 of meer werkzame personen;350600;2016 2e kwartaal;101.4;-4.6
967;100 of meer werkzame personen;350600;2016 3e kwartaal;103.3;-11.1
968;100 of meer werkzame personen;350600;2016 4e kwartaal;128.0;-6.4
969;100 of meer werkzame personen;350600;2016;102.4;-6.2
970;100 of meer werkzame personen;350600;2017 1e kwartaal;79.1;2.4
971;100 of meer werkzame personen;350600;2017 2e kwartaal;101.1;-0.2
972;100 of meer werkzame personen;350600;2017 3e kwartaal;102.8;-0.4
973;100 of meer werkzame personen;350600;2017 4e kwartaal;130.8;2.2
974;100 of meer werkzame personen;350600;2017;103.5;1.0
975;100 of meer werkzame personen;351900;2005 1e kwartaal;73.2;
976;100 of meer werkzame personen;351900;2005 2e kwartaal;87.3;
977;100 of meer werkzame personen;351900;2005 3e kwartaal;82.2;
978;100 of meer werkzame personen;351900;2005 4e kwartaal;98.2;
979;100 of meer werkzame personen;351900;2005;85.2;
980;100 of meer werkzame personen;351900;2006 1e kwartaal;75.9;3.7
981;100 of meer werkzame personen;351900;2006 2e kwartaal;85.3;-2.4
982;100 of meer werkzame personen;351900;2006 3e kwartaal;82.2;0.0
983;100 of meer werkzame personen;351900;2006 4e kwartaal;98.0;-0.1
984;100 of meer werkzame personen;351900;2006;85.4;0.1
985;100 of meer werkzame personen;351900;2007 1e kwartaal;88.7;16.8
986;100 of meer werkzame personen;351900;2007 2e kwartaal;95.1;11.5
987;100 of meer werkzame personen;351900;2007 3e kwartaal;91.5;11.4
988;100 of meer werkzame personen;351900;2007 4e kwartaal;114.6;16.9
989;100 of meer werkzame personen;351900;2007;97.5;14.2
990;100 of meer werkzame personen;351900;2008 1e kwartaal;95.9;8.2
991;100 of meer werkzame personen;351900;2008 2e kwartaal;111.8;17.6
992;100 of meer werkzame personen;351900;2008 3e kwartaal;104.3;14.0
993;100 of meer werkzame personen;351900;2008 4e kwartaal;123.1;7.4
994;100 of meer werkzame personen;351900;2008;108.8;11.6
995;100 of meer werkzame personen;351900;2009 1e kwartaal;97.6;1.7
996;100 of meer werkzame personen;351900;2009 2e kwartaal;102.8;-8.0
997;100 of meer werkzame personen;351900;2009 3e kwartaal;93.2;-10.7
998;100 of meer werkzame personen;351900;2009 4e kwartaal;106.8;-13.2
999;100 of meer werkzame personen;351900;2009;100.1;-8.0
1000;100 of meer werkzame personen;351900;2010 1e kwartaal;91.6;-6.1
1001;100 of meer werkzame personen;351900;2010 2e kwartaal;104.8;1.9
1002;100 of meer werkzame personen;351900;2010 3e kwartaal;95.3;2.3
1003;100 of meer werkzame personen;351900;2010 4e kwartaal;108.3;1.4
1004;100 of meer werkzame personen;351900;2010;100.0;-0.1
1005;100 of meer werkzame personen;351900;2011 1e kwartaal;98.2;7.2
1006;100 of meer werkzame personen;351900;2011 2e kwartaal;110.1;5.1
1007;100 of meer werkzame personen;351900;2011 3e kwartaal;102.7;7.7
1008;100 of meer werkzame personen;351900;2011 4e kwartaal;120.8;11.5
1009;100 of meer werkzame personen;351900;2011;107.9;7.9
1010;100 of meer werkzame personen;351900;2012 1e kwartaal;93.6;-4.7
1011;100 of meer werkzame personen;351900;2012 2e kwartaal;103.9;-5.6
1012;100 of meer werkzame personen;351900;2012 3e kwartaal;94.9;-7.5
1013;100 of meer werkzame personen;351900;2012 4e kwartaal;113.8;-5.8
1014;100 of meer werkzame personen;351900;2012;101.6;-5.9
1015;100 of meer werkzame personen;351900;2013 1e kwartaal;86.1;-8.0
1016;100 of meer werkzame personen;351900;2013 2e kwartaal;99.0;-4.8
1017;100 of meer werkzame personen;351900;2013 3e kwartaal;93.5;-1.5
1018;100 of meer werkzame personen;351900;2013 4e kwartaal;112.5;-1.1
1019;100 of meer werkzame personen;351900;2013;97.8;-3.7
1020;100 of meer werkzame personen;351900;2014 1e kwartaal;90.9;5.6
1021;100 of meer werkzame personen;351900;2014 2e kwartaal;98.0;-1.0
1022;100 of meer werkzame personen;351900;2014 3e kwartaal;95.1;1.7
1023;100 of meer werkzame personen;351900;2014 4e kwartaal;112.8;0.2
1024;100 of meer werkzame personen;351900;2014;99.2;1.4
1025;100 of meer werkzame personen;351900;2015 1e kwartaal;93.1;2.5
1026;100 of meer werkzame personen;351900;2015 2e kwartaal;103.6;5.7
1027;100 of meer werkzame personen;351900;2015 3e kwartaal;98.3;3.4
1028;100 of meer werkzame personen;351900;2015 4e kwartaal;114.9;1.9
1029;100 of meer werkzame personen;351900;2015;102.5;3.3
1030;100 of meer werkzame personen;351900;2016 1e kwartaal;103.2;10.8
1031;100 of meer werkzame personen;351900;2016 2e kwartaal;117.3;13.3
1032;100 of meer werkzame personen;351900;2016 3e kwartaal;112.3;14.2
1033;100 of meer werkzame personen;351900;2016 4e kwartaal;122.3;6.5
1034;100 of meer werkzame personen;351900;2016;113.8;11.1
1035;100 of meer werkzame personen;351900;2017 1e kwartaal;101.3;-1.9
1036;100 of meer werkzame personen;351900;2017 2e kwartaal;110.6;-5.7
1037;100 of meer werkzame personen;351900;2017 3e kwartaal;104.5;-6.9
1038;100 of meer werkzame personen;351900;2017 4e kwartaal;126.3;3.3
1039;100 of meer werkzame personen;351900;2017;110.7;-2.7
