ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
3799;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2012/'13;1346
3800;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2013/'14;1391
3801;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2014/'15;1309
3802;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2015/'16;1333
3803;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2016/'17;1317
3804;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2017/'18;1174
3805;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2018/'19;1173
3806;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2019/'20;988
3807;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Marokko;2020/'21;902
3808;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2005/'06;1098
3809;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2006/'07;1100
3810;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2007/'08;1129
3811;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2008/'09;1251
3812;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2009/'10;1344
3813;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2010/'11;1344
3814;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2011/'12;1427
3815;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2012/'13;1482
3816;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2013/'14;1565
3817;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2014/'15;1426
3818;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2015/'16;1330
3819;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2016/'17;1309
3820;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2017/'18;1194
3821;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2018/'19;1052
3822;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2019/'20;957
3823;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Suriname;2020/'21;1004
3824;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2005/'06;509
3825;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2006/'07;514
3826;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2007/'08;557
3827;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2008/'09;539
3828;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2009/'10;558
3829;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2010/'11;621
3830;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2011/'12;648
3831;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2012/'13;725
3832;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2013/'14;778
3833;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2014/'15;776
3834;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2015/'16;812
3835;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2016/'17;801
3836;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2017/'18;691
3837;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2018/'19;727
3838;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2019/'20;643
3839;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);(voormalige) Nederlandse Antillen, Aruba;2020/'21;682
3840;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2005/'06;1235
3841;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2006/'07;1332
3842;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2007/'08;1531
3843;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2008/'09;1644
3844;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2009/'10;1770
3845;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2010/'11;1864
3846;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2011/'12;2051
3847;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2012/'13;1969
3848;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2013/'14;2098
3849;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2014/'15;2052
3850;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2015/'16;2096
3851;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2016/'17;2053
3852;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2017/'18;1897
3853;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2018/'19;1855
3854;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2019/'20;1952
3855;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Overige niet-westerse migratieachterg...;2020/'21;2152
3856;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2005/'06;100
3857;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2006/'07;58
3858;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2007/'08;103
3859;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2008/'09;77
3860;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2009/'10;101
3861;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2010/'11;113
3862;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2011/'12;114
3863;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2012/'13;98
3864;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2013/'14;108
3865;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2014/'15;58
3866;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2015/'16;44
3867;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2016/'17;58
3868;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2017/'18;31
3869;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2018/'19;18
3870;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2019/'20;10
3871;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (incl extranei);Onbekende migratieachtergrond;2020/'21;5
3872;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2005/'06;32487
3873;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2006/'07;32943
3874;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2007/'08;33728
3875;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2008/'09;35370
3876;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2009/'10;37549
3877;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2010/'11;37856
3878;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2011/'12;39010
3879;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2012/'13;40242
3880;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2013/'14;40724
3881;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2014/'15;40593
3882;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2015/'16;38066
3883;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2016/'17;37138
3884;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2017/'18;35222
3885;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2018/'19;34545
3886;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2019/'20;33467
3887;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Totaal;2020/'21;33088
3888;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2005/'06;26452
3889;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2006/'07;26683
3890;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2007/'08;26908
3891;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2008/'09;27984
3892;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2009/'10;29755
3893;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2010/'11;29822
3894;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2011/'12;30486
3895;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2012/'13;31616
3896;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2013/'14;31848
3897;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2014/'15;32047
3898;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2015/'16;29551
3899;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2016/'17;28957
3900;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2017/'18;27659
3901;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2018/'19;27372
3902;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2019/'20;26485
3903;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Nederlandse achtergrond;2020/'21;26013
3904;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2005/'06;5968
3905;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2006/'07;6210
3906;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2007/'08;6728
3907;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2008/'09;7324
3908;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2009/'10;7713
3909;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2010/'11;7945
3910;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2011/'12;8431
3911;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2012/'13;8551
3912;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2013/'14;8790
3913;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2014/'15;8503
3914;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2015/'16;8480
3915;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2016/'17;8134
3916;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2017/'18;7535
3917;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2018/'19;7160
3918;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2019/'20;6973
3919;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Met migratieachtergrond;2020/'21;7072
3920;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2005/'06;1809
3921;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2006/'07;1811
3922;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2007/'08;1908
3923;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2008/'09;2131
3924;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2009/'10;2204
3925;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2010/'11;2200
3926;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2011/'12;2274
3927;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2012/'13;2300
3928;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2013/'14;2346
3929;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2014/'15;2195
3930;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2015/'16;2064
3931;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2016/'17;1900
3932;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2017/'18;1838
3933;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2018/'19;1694
3934;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2019/'20;1806
3935;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2020/'21;1761
3936;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2005/'06;4159
3937;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2006/'07;4399
3938;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2007/'08;4820
3939;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2008/'09;5193
3940;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2009/'10;5509
3941;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2010/'11;5745
3942;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2011/'12;6157
3943;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2012/'13;6251
3944;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2013/'14;6444
3945;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2014/'15;6308
3946;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2015/'16;6416
3947;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2016/'17;6234
3948;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2017/'18;5697
3949;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2018/'19;5466
3950;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2019/'20;5167
3951;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2020/'21;5311
3952;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2005/'06;809
3953;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2006/'07;923
3954;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2007/'08;1044
3955;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2008/'09;1173
3956;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2009/'10;1335
3957;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2010/'11;1384
3958;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2011/'12;1473
3959;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2012/'13;1532
3960;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2013/'14;1490
3961;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2014/'15;1440
3962;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2015/'16;1457
3963;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2016/'17;1343
3964;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2017/'18;1254
3965;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2018/'19;1208
3966;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2019/'20;1123
3967;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Turkije;2020/'21;1048
3968;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2005/'06;759
3969;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2006/'07;821
3970;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2007/'08;930
3971;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2008/'09;991
3972;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2009/'10;998
3973;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2010/'11;1056
3974;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2011/'12;1133
3975;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2012/'13;1147
3976;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2013/'14;1193
3977;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2014/'15;1167
3978;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2015/'16;1181
3979;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2016/'17;1147
3980;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2017/'18;1044
3981;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2018/'19;1056
3982;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2019/'20;863
3983;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Marokko;2020/'21;801
3984;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2005/'06;1000
3985;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2006/'07;1003
3986;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2007/'08;1013
3987;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2008/'09;1109
3988;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2009/'10;1164
3989;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2010/'11;1149
3990;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2011/'12;1215
3991;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2012/'13;1265
3992;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2013/'14;1297
3993;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2014/'15;1236
3994;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2015/'16;1192
3995;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2016/'17;1175
3996;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2017/'18;1075
3997;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2018/'19;927
3998;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2019/'20;849
3999;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Suriname;2020/'21;897
4000;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2005/'06;465
4001;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2006/'07;460
4002;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2007/'08;492
4003;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2008/'09;478
4004;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2009/'10;468
4005;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2010/'11;552
4006;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2011/'12;568
4007;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2012/'13;623
4008;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2013/'14;676
4009;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2014/'15;671
4010;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2015/'16;720
4011;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2016/'17;728
4012;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2017/'18;609
4013;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2018/'19;645
4014;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2019/'20;581
4015;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2020/'21;622
4016;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2005/'06;1126
4017;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2006/'07;1192
4018;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2007/'08;1341
4019;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2008/'09;1442
4020;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2009/'10;1544
4021;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2010/'11;1604
4022;Totaal mannen en vrouwen;Mbo niveau 3;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2011/'12;1768
