ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
2191;Kaapverdië;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;30.8;29.2;30.8;16.9;20.0;23.1;69.2;;76.9;18.5;;30.6;29.3;30.9;17.0;20.0;22.9;69.4;;76.9;18.5;
2192;Kaapverdië;18 tot 25 jaar;Mannen;1999;33.3;;35.9;;;;66.7;;76.9;;;33.3;;35.9;;;;66.7;;76.9;;
2193;Kaapverdië;18 tot 25 jaar;Mannen;2000;38.9;27.8;;;;;80.6;;88.9;;;38.9;27.8;;;;;80.6;;88.9;;
2194;Kaapverdië;18 tot 25 jaar;Mannen;2001;30.3;;48.5;;;;78.8;;87.9;;;30.3;;48.5;;;;78.8;;87.9;;
2195;Kaapverdië;18 tot 25 jaar;Mannen;2002;26.1;34.8;21.7;;;37.0;56.5;;82.6;;;26.1;34.8;21.7;;;37.0;56.5;;82.6;;
2196;Kaapverdië;18 tot 25 jaar;Mannen;2003;38.0;30.0;22.0;;;28.0;68.0;;86.0;;;38.0;30.0;22.0;;;28.0;68.0;;86.0;;
2197;Kaapverdië;18 tot 25 jaar;Mannen;2004;31.1;21.3;44.3;;26.2;29.5;63.9;;73.8;21.3;;31.1;21.3;44.3;;26.2;29.5;63.9;;73.8;21.3;
2198;Kaapverdië;18 tot 25 jaar;Mannen;2005;28.1;;35.9;23.4;17.2;32.8;60.9;;82.8;15.6;;28.1;;35.9;23.4;17.2;32.8;60.9;;82.8;15.6;
2199;Kaapverdië;18 tot 25 jaar;Mannen;2006*;27.9;31.1;32.8;18.0;19.7;19.7;72.1;;75.4;19.7;;27.9;31.1;32.8;18.0;19.7;19.7;72.1;;75.4;19.7;
2200;Kaapverdië;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;
2201;Kaapverdië;18 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;
2202;Kaapverdië;18 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;
2203;Kaapverdië;18 tot 25 jaar;Vrouwen;2002;;;;;;;;;100.0;;;;;;;;;;;100.0;;
2204;Kaapverdië;18 tot 25 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;
2205;Kaapverdië;18 tot 25 jaar;Vrouwen;2004;62.5;;;;;62.5;;;100.0;;;62.5;;;;;62.5;;;100.0;;
2206;Kaapverdië;18 tot 25 jaar;Vrouwen;2005;;;;;;;;;100.0;;;;;;;;;;;100.0;;
2207;Kaapverdië;18 tot 25 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;
2208;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;1999;34.1;9.3;15.4;40.1;7.7;38.5;52.2;9.3;94.0;5.5;;32.3;9.7;15.4;41.8;7.7;36.9;53.4;9.7;93.7;5.8;
2209;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2000;23.6;11.8;23.6;47.2;10.1;41.0;47.8;11.2;87.6;9.0;;22.2;11.7;23.6;48.6;10.3;40.5;48.1;11.4;87.5;9.2;
2210;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2001;29.5;14.5;19.7;46.2;8.1;23.7;63.0;13.3;86.7;8.7;;28.1;14.9;20.0;47.6;8.1;22.7;63.5;13.9;86.1;9.0;
2211;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2002;24.1;12.8;27.6;39.9;7.4;33.5;51.2;15.3;90.1;7.9;;22.6;12.9;27.5;41.5;7.4;32.6;51.8;15.7;90.0;7.9;
2212;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2003;21.7;11.1;28.5;44.4;12.6;31.4;54.1;14.5;86.0;10.1;;20.6;11.4;28.3;45.6;13.0;30.3;54.7;15.0;85.6;10.4;
2213;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2004;25.2;11.0;28.0;37.2;11.5;33.5;52.3;14.2;88.1;11.0;;24.2;11.3;27.7;38.2;11.7;31.9;53.5;14.6;87.6;11.6;
2214;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2005;22.6;12.0;34.1;35.5;9.7;35.9;50.7;13.4;88.0;10.6;;21.2;12.5;34.4;37.0;9.4;33.7;52.1;14.1;87.5;11.0;
2215;Kaapverdië;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;18.0;7.8;33.6;42.2;12.3;33.6;54.5;11.9;89.3;7.4;;17.4;7.6;33.6;43.6;12.5;30.9;56.6;12.5;88.8;7.7;
2216;Kaapverdië;25 tot 45 jaar;Mannen;1999;23.6;11.4;15.7;50.0;7.9;29.3;59.3;11.4;92.1;7.1;;23.6;11.4;15.7;50.0;7.9;29.3;59.3;11.4;92.1;7.1;
2217;Kaapverdië;25 tot 45 jaar;Mannen;2000;17.1;11.2;23.7;53.9;11.2;38.8;49.3;11.8;86.8;9.9;;17.1;11.2;23.7;53.9;11.2;38.8;49.3;11.8;86.8;9.9;
2218;Kaapverdië;25 tot 45 jaar;Mannen;2001;23.3;16.4;21.2;52.1;8.2;19.2;65.1;15.8;84.2;10.3;;23.3;16.4;21.2;52.1;8.2;19.2;65.1;15.8;84.2;10.3;
2219;Kaapverdië;25 tot 45 jaar;Mannen;2002;18.0;13.4;27.3;46.5;7.6;29.7;53.5;16.9;89.5;8.1;;18.0;13.4;27.3;46.5;7.6;29.7;53.5;16.9;89.5;8.1;
2220;Kaapverdië;25 tot 45 jaar;Mannen;2003;17.5;12.0;27.9;48.6;14.2;27.3;56.3;16.4;84.7;10.9;;17.5;12.0;27.9;48.6;14.2;27.3;56.3;16.4;84.7;10.9;
2221;Kaapverdië;25 tot 45 jaar;Mannen;2004;21.6;11.9;27.0;41.1;12.4;27.6;56.8;15.7;86.5;13.0;;21.6;11.9;27.0;41.1;12.4;27.6;56.8;15.7;86.5;13.0;
2222;Kaapverdië;25 tot 45 jaar;Mannen;2005;17.3;13.9;35.3;41.0;8.7;27.7;56.1;16.2;86.1;12.1;;17.3;13.9;35.3;41.0;8.7;27.7;56.1;16.2;86.1;12.1;
2223;Kaapverdië;25 tot 45 jaar;Mannen;2006*;15.7;7.1;33.5;47.2;13.2;23.9;61.9;14.2;87.3;8.6;;15.7;7.1;33.5;47.2;13.2;23.9;61.9;14.2;87.3;8.6;
2224;Kaapverdië;25 tot 45 jaar;Vrouwen;1999;69.0;;;;;69.0;28.6;;100.0;;;69.0;;;;;69.0;28.6;;100.0;;
2225;Kaapverdië;25 tot 45 jaar;Vrouwen;2000;61.5;;;;;53.8;38.5;;92.3;;;61.5;;;;;53.8;38.5;;92.3;;
2226;Kaapverdië;25 tot 45 jaar;Vrouwen;2001;63.0;;;;;48.1;51.9;;100.0;;;63.0;;;;;48.1;51.9;;100.0;;
2227;Kaapverdië;25 tot 45 jaar;Vrouwen;2002;58.1;;;;;54.8;38.7;;93.5;;;58.1;;;;;54.8;38.7;;93.5;;
2228;Kaapverdië;25 tot 45 jaar;Vrouwen;2003;54.2;;;;;62.5;;;95.8;;;54.2;;;;;62.5;;;95.8;;
2229;Kaapverdië;25 tot 45 jaar;Vrouwen;2004;45.5;;33.3;;;66.7;;;97.0;;;45.5;;33.3;;;66.7;;;97.0;;
2230;Kaapverdië;25 tot 45 jaar;Vrouwen;2005;43.2;;29.5;;;68.2;29.5;;95.5;;;43.2;;29.5;;;68.2;29.5;;95.5;;
2231;Kaapverdië;25 tot 45 jaar;Vrouwen;2006*;27.7;;34.0;21.3;;74.5;23.4;;97.9;;;27.7;;34.0;21.3;;74.5;23.4;;97.9;;
2232;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;1999;36.4;;;43.2;;50.0;38.6;;93.2;;;39.3;;;41.5;;52.1;37.3;;93.6;;
2233;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2000;;;;57.8;;48.9;40.0;;95.6;;;;;;56.1;;48.4;38.8;;95.7;;
2234;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2001;23.3;;;48.8;;55.8;41.9;;88.4;;;26.2;;;45.2;;54.4;42.5;;88.3;;
2235;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2002;21.2;;16.7;57.6;;57.6;39.4;;100.0;;;24.6;;16.3;54.8;;58.3;38.3;;100.0;;
2236;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2003;16.7;;20.0;51.1;12.2;44.4;48.9;;95.6;;;17.9;;19.3;50.2;12.5;45.2;48.0;;95.7;;
2237;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2004;16.3;;28.3;45.7;;35.9;58.7;;93.5;;;17.6;;27.5;44.9;;36.4;58.4;;93.7;;
2238;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2005;18.4;;30.7;47.4;;37.7;54.4;;92.1;;;19.7;;30.0;46.1;;38.8;53.3;;92.1;;
2239;Kaapverdië;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;19.2;;27.2;44.8;;47.2;46.4;;99.2;;;20.4;;26.9;43.5;;47.4;46.4;;99.2;;
2240;Kaapverdië;45 tot 80 jaar;Mannen;1999;28.9;;;47.4;;44.7;42.1;;92.1;;;28.9;;;47.4;;44.7;42.1;;92.1;;
2241;Kaapverdië;45 tot 80 jaar;Mannen;2000;;;;61.9;;50.0;42.9;;95.2;;;;;;61.9;;50.0;42.9;;95.2;;
2242;Kaapverdië;45 tot 80 jaar;Mannen;2001;;;;60.0;;60.0;40.0;;88.6;;;;;;60.0;;60.0;40.0;;88.6;;
2243;Kaapverdië;45 tot 80 jaar;Mannen;2002;;;17.9;66.1;;55.4;42.9;;100.0;;;;;17.9;66.1;;55.4;42.9;;100.0;;
2244;Kaapverdië;45 tot 80 jaar;Mannen;2003;12.3;;22.2;54.3;;42.0;51.9;;95.1;;;12.3;;22.2;54.3;;42.0;51.9;;95.1;;
2245;Kaapverdië;45 tot 80 jaar;Mannen;2004;;;31.3;48.8;;33.8;60.0;;92.5;;;;;31.3;48.8;;33.8;60.0;;92.5;;
2246;Kaapverdië;45 tot 80 jaar;Mannen;2005;12.1;;34.3;53.5;;32.3;59.6;;91.9;;;12.1;;34.3;53.5;;32.3;59.6;;91.9;;
2247;Kaapverdië;45 tot 80 jaar;Mannen;2006*;11.3;;29.2;52.8;;46.2;46.2;;99.1;;;11.3;;29.2;52.8;;46.2;46.2;;99.1;;
2248;Kaapverdië;45 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;
2249;Kaapverdië;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;
2250;Kaapverdië;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;
2251;Kaapverdië;45 tot 80 jaar;Vrouwen;2002;;;;;;;;;100.0;;;;;;;;;;;100.0;;
2252;Kaapverdië;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;
2253;Kaapverdië;45 tot 80 jaar;Vrouwen;2004;;;;;;;;;100.0;;;;;;;;;;;100.0;;
2254;Kaapverdië;45 tot 80 jaar;Vrouwen;2005;;;;;;73.3;;;93.3;;;;;;;;73.3;;;93.3;;
2255;Kaapverdië;45 tot 80 jaar;Vrouwen;2006*;63.2;;;;;52.6;;;100.0;;;63.2;;;;;52.6;;;100.0;;
2256;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;1999;38.9;13.5;18.8;33.3;9.6;38.9;51.8;9.2;88.1;9.9;;40.7;15.6;20.4;30.7;10.6;38.3;52.5;9.2;85.2;12.2;
2257;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2000;28.5;16.1;24.6;39.7;8.9;41.3;48.5;10.2;86.6;9.5;3.9;30.8;17.8;25.6;36.0;8.7;40.8;49.2;10.0;85.6;10.2;4.2
2258;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2001;32.9;14.0;25.5;37.4;8.0;30.8;58.7;10.5;86.0;10.5;3.5;34.8;13.9;28.8;33.0;8.0;32.1;57.7;10.3;85.2;11.5;3.3
2259;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2002;27.3;13.4;25.1;35.9;8.9;41.2;48.5;10.3;90.8;7.8;;29.4;14.6;25.2;32.4;9.7;43.0;47.8;9.3;90.1;8.6;
2260;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2003;24.8;12.7;25.9;38.5;12.1;35.9;54.1;10.0;88.7;9.0;;26.8;14.3;25.8;34.9;11.9;37.0;54.1;9.0;88.7;9.2;
2261;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2004;27.3;12.0;30.5;31.7;13.0;35.6;54.5;9.8;87.2;11.3;;29.8;13.1;31.5;28.5;13.3;36.3;54.8;8.9;86.0;12.1;
2262;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2005;23.6;11.1;33.9;35.1;10.1;36.8;52.9;10.3;88.0;10.6;;24.0;12.3;35.7;32.9;10.4;36.4;53.3;10.2;86.3;12.3;
2263;Kaapverdië;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;21.2;10.8;31.3;37.5;11.5;36.9;53.9;9.3;90.1;7.5;2.4;23.9;13.9;31.2;32.9;12.1;37.0;54.6;8.5;88.5;9.1;2.4
2264;Kaapverdië;12 tot 80 jaar;Mannen;1999;30.3;15.8;19.9;40.2;10.8;32.0;57.3;10.8;85.9;11.6;;33.0;17.6;21.7;36.1;12.2;32.5;57.1;10.4;83.1;13.7;
2265;Kaapverdië;12 tot 80 jaar;Mannen;2000;22.8;16.2;25.1;45.2;10.0;37.1;52.5;10.4;85.3;10.4;4.2;25.8;18.2;26.2;40.8;9.9;35.6;54.4;10.0;84.2;11.1;4.7
2266;Kaapverdië;12 tot 80 jaar;Mannen;2001;26.6;14.8;26.6;43.5;8.4;27.0;60.8;12.2;84.8;11.0;4.2;29.1;13.9;29.6;38.7;8.5;28.3;60.0;11.7;84.7;11.4;3.9
2267;Kaapverdië;12 tot 80 jaar;Mannen;2002;19.9;14.5;25.9;42.4;9.4;37.7;50.8;11.4;89.6;8.8;;21.9;15.8;26.8;38.1;10.5;39.5;50.2;10.3;88.4;10.0;
2268;Kaapverdië;12 tot 80 jaar;Mannen;2003;20.5;13.7;25.9;42.0;12.8;32.4;56.5;11.0;88.1;9.2;;22.7;15.2;26.0;37.9;12.2;33.6;56.7;9.7;88.6;9.0;
2269;Kaapverdië;12 tot 80 jaar;Mannen;2004;22.8;12.6;32.2;35.4;13.7;30.4;58.5;11.1;85.1;13.5;;25.9;13.1;34.0;31.6;13.9;31.7;58.2;10.1;83.8;14.2;
2270;Kaapverdië;12 tot 80 jaar;Mannen;2005;18.0;11.9;36.2;40.3;9.3;30.1;58.0;11.9;86.4;11.9;;18.8;13.1;38.2;37.2;9.9;30.4;58.0;11.5;84.6;13.7;
2271;Kaapverdië;12 tot 80 jaar;Mannen;2006*;18.0;10.6;31.7;42.3;11.6;30.7;58.5;10.8;88.6;8.5;2.9;22.0;12.9;31.0;37.1;12.5;32.0;58.2;9.8;87.4;9.8;2.8
2272;Kaapverdië;12 tot 80 jaar;Vrouwen;1999;72.6;;;;;66.1;30.6;;96.8;;;74.7;;;;;64.3;31.8;;94.5;;
2273;Kaapverdië;12 tot 80 jaar;Vrouwen;2000;60.9;;21.7;;;65.2;26.1;;93.5;;;60.6;;22.0;;;71.5;18.6;;93.9;;
2274;Kaapverdië;12 tot 80 jaar;Vrouwen;2001;63.3;;20.4;;;49.0;49.0;;91.8;;;63.2;;24.9;;;50.9;46.1;;87.7;;
2275;Kaapverdië;12 tot 80 jaar;Vrouwen;2002;62.9;;21.0;;;58.1;37.1;;96.8;;;65.6;;17.3;;;59.6;36.3;;98.1;;
2276;Kaapverdië;12 tot 80 jaar;Vrouwen;2003;58.1;;25.6;;;62.8;34.9;;93.0;;;61.5;;24.0;;;64.7;32.3;;89.1;;
2277;Kaapverdië;12 tot 80 jaar;Vrouwen;2004;50.8;;21.5;;;63.1;33.8;;98.5;;;52.1;;16.7;;;62.8;35.1;;99.0;;
2278;Kaapverdië;12 tot 80 jaar;Vrouwen;2005;50.7;;22.5;;14.1;69.0;28.2;;95.8;;;53.5;;21.4;;13.6;70.8;26.4;;96.2;;
2279;Kaapverdië;12 tot 80 jaar;Vrouwen;2006*;37.3;;29.3;13.3;;68.0;30.7;;97.3;;;34.6;;32.5;8.8;;65.0;34.1;;94.5;;
2280;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;1999;51.9;24.7;29.9;;16.9;33.8;58.4;;71.4;23.4;;51.4;25.2;30.2;;17.2;33.0;59.0;;70.8;23.9;
2281;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2000;47.6;25.6;31.7;13.4;;37.8;54.9;;79.3;14.6;;47.4;25.9;31.8;13.0;;37.9;54.8;;79.2;14.7;
2282;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2001;47.1;;45.7;;;32.9;58.6;;82.9;14.3;;47.7;;45.8;;;34.1;57.0;;82.5;14.8;
2283;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2002;38.9;24.4;25.6;11.1;15.6;46.7;48.9;;85.6;13.3;;40.2;24.0;26.8;9.7;15.1;47.9;47.7;;85.2;13.9;
2284;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2003;41.5;25.6;25.6;;;37.8;59.8;;87.8;;;41.7;25.3;26.8;;;40.4;57.5;;87.9;;
2285;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2004;42.3;18.6;38.1;;20.6;40.2;55.7;;79.4;16.5;;44.9;18.8;38.9;;18.2;42.2;54.3;;79.2;16.5;
2286;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2005;32.9;14.1;37.6;17.6;16.5;37.6;56.5;;82.4;16.5;;31.9;16.1;42.7;15.3;15.5;38.5;55.1;;79.6;19.4;
2287;Kaapverdië;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;33.3;29.8;31.0;13.1;17.9;31.0;63.1;;78.6;17.9;;35.6;30.2;31.1;9.8;16.0;37.6;57.9;;80.0;17.4;
2288;Kaapverdië;12 tot 25 jaar;Mannen;1999;46.0;27.0;31.7;;20.6;30.2;61.9;;68.3;25.4;;46.1;27.0;31.7;;20.6;30.2;61.9;;68.2;25.4;
2289;Kaapverdië;12 tot 25 jaar;Mannen;2000;44.6;27.7;35.4;;;24.6;66.2;;75.4;16.9;;44.5;27.7;35.1;;;24.5;66.3;;75.5;16.9;
2290;Kaapverdië;12 tot 25 jaar;Mannen;2001;42.9;;48.2;;;26.8;62.5;;83.9;;;43.8;;48.2;;;27.6;61.3;;83.6;;
2291;Kaapverdië;12 tot 25 jaar;Mannen;2002;31.9;29.0;29.0;;17.4;43.5;50.7;;81.2;17.4;;33.3;27.6;30.7;;17.4;45.1;49.3;;80.8;17.9;
2292;Kaapverdië;12 tot 25 jaar;Mannen;2003;37.5;27.8;25.0;;;34.7;62.5;;88.9;;;37.3;27.1;26.0;;;36.9;60.7;;89.8;;
2293;Kaapverdië;12 tot 25 jaar;Mannen;2004;37.7;19.5;45.5;;22.1;33.8;61.0;;74.0;20.8;;41.7;18.3;46.2;;19.5;36.4;59.2;;74.2;20.4;
2294;Kaapverdië;12 tot 25 jaar;Mannen;2005;27.4;16.4;41.1;20.5;16.4;32.9;60.3;;79.5;19.2;;26.7;18.7;45.9;17.8;15.7;32.9;59.6;;76.3;22.5;
2295;Kaapverdië;12 tot 25 jaar;Mannen;2006*;33.3;29.3;30.7;14.7;18.7;26.7;66.7;;77.3;18.7;;38.5;27.6;28.7;11.5;17.7;33.3;61.5;;79.2;17.7;
2296;Kaapverdië;12 tot 25 jaar;Vrouwen;1999;78.6;;;;;;;;85.7;;;77.5;;;;;;;;83.7;;
2297;Kaapverdië;12 tot 25 jaar;Vrouwen;2000;58.8;;;;;88.2;;;94.1;;;58.7;;;;;90.5;;;93.6;;
2298;Kaapverdië;12 tot 25 jaar;Vrouwen;2001;;;;;;;;;78.6;;;;;;;;;;;77.8;;
2299;Kaapverdië;12 tot 25 jaar;Vrouwen;2002;61.9;;;;;57.1;;;100.0;;;63.7;;;;;57.8;;;100.0;;
2300;Kaapverdië;12 tot 25 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;
2301;Kaapverdië;12 tot 25 jaar;Vrouwen;2004;60.0;;;;;65.0;;;100.0;;;58.4;;;;;66.6;;;100.0;;
2302;Kaapverdië;12 tot 25 jaar;Vrouwen;2005;;;;;;;;;100.0;;;;;;;;;;;100.0;;
2303;Kaapverdië;12 tot 25 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;
2304;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;1999;66.6;20.2;40.3;1.8;9.8;37.6;46.2;16.2;70.4;21.8;7.7;66.6;20.2;40.2;1.8;9.8;37.7;46.1;16.2;70.5;21.8;7.7
2305;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2000;63.7;23.2;38.6;2.5;7.4;39.2;43.8;17.0;72.7;20.3;7.0;63.7;23.2;38.5;2.4;7.3;39.3;43.7;16.9;72.8;20.2;7.0
2306;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2001;60.2;23.5;40.0;3.0;7.8;41.2;43.6;15.2;72.2;21.5;6.3;60.2;23.4;39.9;3.0;7.7;41.3;43.6;15.1;72.3;21.4;6.3
2307;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2002;63.7;21.8;39.4;2.0;7.3;41.8;42.9;15.3;72.9;21.2;5.9;63.8;21.7;39.3;1.9;7.2;41.9;42.9;15.2;73.1;21.1;5.8
2308;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2003;62.5;23.7;37.5;2.1;7.9;45.2;45.2;9.7;72.6;21.2;6.2;62.6;23.7;37.3;2.1;7.9;45.4;45.0;9.6;72.7;21.1;6.1
2309;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2004;63.0;23.5;37.6;2.1;9.6;43.0;44.1;12.9;72.8;20.4;6.7;63.0;23.4;37.6;2.1;9.6;43.1;44.1;12.9;72.9;20.4;6.7
2310;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2005;58.4;26.1;38.0;;7.8;42.6;41.4;15.9;75.5;17.9;6.6;58.4;26.0;38.0;;7.7;42.9;41.3;15.8;75.6;17.9;6.5
2311;Marokko;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;65.1;28.5;35.4;;9.5;41.5;42.4;16.1;70.2;20.2;9.5;65.1;28.4;35.4;;9.4;41.7;42.3;16.0;70.4;20.1;9.5
2312;Marokko;12 tot 18 jaar;Mannen;1999;65.6;21.6;41.4;2.0;10.3;33.6;48.7;17.8;68.9;22.6;8.5;65.6;21.6;41.4;2.0;10.3;33.6;48.7;17.8;68.9;22.6;8.5
2313;Marokko;12 tot 18 jaar;Mannen;2000;63.0;24.2;40.7;2.8;7.8;35.9;45.5;18.7;70.2;22.2;7.6;63.0;24.2;40.7;2.8;7.8;35.9;45.5;18.7;70.2;22.2;7.6
2314;Marokko;12 tot 18 jaar;Mannen;2001;59.0;24.6;41.4;3.5;8.9;37.7;45.6;16.6;70.0;23.0;7.0;59.0;24.6;41.4;3.5;8.9;37.7;45.6;16.6;70.0;23.0;7.0
2315;Marokko;12 tot 18 jaar;Mannen;2002;62.4;24.0;41.4;2.3;8.1;39.6;44.1;16.3;69.9;23.3;6.8;62.4;24.0;41.4;2.3;8.1;39.6;44.1;16.3;69.9;23.3;6.8
2316;Marokko;12 tot 18 jaar;Mannen;2003;61.6;25.2;39.5;2.4;8.6;41.7;47.9;10.4;70.0;23.0;7.1;61.6;25.2;39.5;2.4;8.6;41.7;47.9;10.4;70.0;23.0;7.1
2317;Marokko;12 tot 18 jaar;Mannen;2004;62.3;25.1;37.9;2.4;10.5;40.5;45.3;14.2;71.2;21.4;7.4;62.3;25.1;37.9;2.4;10.5;40.5;45.3;14.2;71.2;21.4;7.4
2318;Marokko;12 tot 18 jaar;Mannen;2005;57.6;27.8;38.3;;8.3;39.2;42.7;18.1;74.5;18.1;7.3;57.6;27.8;38.3;;8.3;39.2;42.7;18.1;74.5;18.1;7.3
2319;Marokko;12 tot 18 jaar;Mannen;2006*;66.2;30.0;34.9;;10.5;38.4;44.3;17.3;67.6;22.4;10.0;66.2;30.0;34.9;;10.5;38.4;44.3;17.3;67.6;22.4;10.0
2320;Marokko;12 tot 18 jaar;Vrouwen;1999;74.6;;31.0;;;71.8;25.4;;83.1;15.5;;74.6;;31.0;;;71.8;25.4;;83.1;15.5;
2321;Marokko;12 tot 18 jaar;Vrouwen;2000;69.0;15.5;22.5;;;64.8;31.0;;91.5;;;69.0;15.5;22.5;;;64.8;31.0;;91.5;;
2322;Marokko;12 tot 18 jaar;Vrouwen;2001;67.0;17.0;31.8;;;61.4;31.8;;85.2;12.5;;67.0;17.0;31.8;;;61.4;31.8;;85.2;12.5;
2323;Marokko;12 tot 18 jaar;Vrouwen;2002;72.1;;26.5;;;55.9;35.3;;92.6;;;72.1;;26.5;;;55.9;35.3;;92.6;;
2324;Marokko;12 tot 18 jaar;Vrouwen;2003;69.2;;23.1;;;69.2;26.2;;90.8;;;69.2;;23.1;;;69.2;26.2;;90.8;;
2325;Marokko;12 tot 18 jaar;Vrouwen;2004;68.3;;35.0;;;61.7;35.0;;85.0;;;68.3;;35.0;;;61.7;35.0;;85.0;;
2326;Marokko;12 tot 18 jaar;Vrouwen;2005;63.6;15.2;36.4;;;65.2;33.3;;81.8;16.7;;63.6;15.2;36.4;;;65.2;33.3;;81.8;16.7;
2327;Marokko;12 tot 18 jaar;Vrouwen;2006*;55.0;;40.0;;;70.0;25.0;;95.0;;;55.0;;40.0;;;70.0;25.0;;95.0;;
2328;Marokko;18 tot 25 jaar;Totaal mannen en vrouwen;1999;47.3;21.2;34.2;14.8;20.6;18.9;59.2;21.8;72.3;19.1;8.6;47.0;21.4;34.3;14.9;20.8;18.5;59.5;22.0;72.1;19.2;8.7
2329;Marokko;18 tot 25 jaar;Totaal mannen en vrouwen;2000;44.4;23.0;36.6;14.9;18.9;20.6;58.5;20.9;72.0;20.1;7.8;44.0;23.2;36.8;15.0;19.1;19.9;58.8;21.2;71.7;20.3;7.9
2330;Marokko;18 tot 25 jaar;Totaal mannen en vrouwen;2001;47.1;21.8;33.5;13.3;18.6;21.4;56.4;22.2;73.7;19.7;6.6;46.6;22.1;34.0;13.5;18.9;20.5;56.9;22.6;73.2;20.0;6.8
2331;Marokko;18 tot 25 jaar;Totaal mannen en vrouwen;2002;46.6;22.9;34.8;14.0;19.9;20.4;59.1;20.4;71.7;20.2;8.1;45.9;23.3;35.2;14.2;20.3;19.5;59.5;20.9;71.2;20.6;8.3
2332;Marokko;18 tot 25 jaar;Totaal mannen en vrouwen;2003;47.3;22.1;33.1;14.1;19.7;22.7;58.7;18.6;72.4;20.1;7.5;46.6;22.5;33.6;14.3;20.1;21.7;59.2;19.1;71.8;20.5;7.7
