ID;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
6121;Buitenland totaal;Harderwijk;31 december 2000;0.1;;0.1;;0.1;;0.1;
6122;Buitenland totaal;Harderwijk;30 september 2004;0.1;;0.1;;0.1;;0.1;
6123;Buitenland totaal;Harderwijk;30 september 2005;0.1;;0.1;;0.1;;0.1;
6124;Buitenland totaal;Hardinxveld-Giessendam;31 december 1998;;;;;;;;
6125;Buitenland totaal;Hardinxveld-Giessendam;31 december 2000;;;;;;;;
6126;Buitenland totaal;Hardinxveld-Giessendam;30 september 2004;;;;;;;;
6127;Buitenland totaal;Hardinxveld-Giessendam;30 september 2005;;;;;;;;
6128;Buitenland totaal;Haren;31 december 1998;;;;;;;;
6129;Buitenland totaal;Haren;31 december 2000;;;;;;;;
6130;Buitenland totaal;Haren;30 september 2004;;;;;;;;
6131;Buitenland totaal;Haren;30 september 2005;0.1;;0.1;;0.1;;0.1;
6132;Buitenland totaal;Harenkarspel;31 december 1998;;;;;;;;
6133;Buitenland totaal;Harenkarspel;31 december 2000;0.8;;0.8;;0.8;;0.8;
6134;Buitenland totaal;Harenkarspel;30 september 2004;0.1;;0.1;;0.1;;0.1;
6135;Buitenland totaal;Harenkarspel;30 september 2005;0.1;;0.1;;0.1;;0.1;
6136;Buitenland totaal;Harlingen;31 december 1998;;;;;;;;
6137;Buitenland totaal;Harlingen;31 december 2000;;;;;;;;
6138;Buitenland totaal;Harlingen;30 september 2004;;;;;;;;
6139;Buitenland totaal;Harlingen;30 september 2005;;;;;;;;
6140;Buitenland totaal;Harmelen;31 december 1998;;;;;;;;
6141;Buitenland totaal;Harmelen;31 december 2000;;;;;;;;
6142;Buitenland totaal;Harmelen;30 september 2004;0.0;;;;;;;0.0
6143;Buitenland totaal;Harmelen;30 september 2005;0.0;;;;;;;0.0
6144;Buitenland totaal;Hasselt;31 december 1998;;;;;;;;
6145;Buitenland totaal;Hasselt;31 december 2000;;;;;;;;
6146;Buitenland totaal;Hasselt;30 september 2004;0.0;;;;;;;0.0
6147;Buitenland totaal;Hasselt;30 september 2005;0.0;;;;;;;0.0
6148;Buitenland totaal;Hattem;31 december 1998;0.0;;;;;;;0.0
6149;Buitenland totaal;Hattem;31 december 2000;;;;;;;;
6150;Buitenland totaal;Hattem;30 september 2004;;;;;;;;
6151;Buitenland totaal;Hattem;30 september 2005;;;;;;;;
6152;Buitenland totaal;Hedel;31 december 1998;;;;;;;;
6153;Buitenland totaal;Hedel;31 december 2000;0.0;;;;;;;0.0
6154;Buitenland totaal;Hedel;30 september 2004;0.0;;;;;;;0.0
6155;Buitenland totaal;Hedel;30 september 2005;0.0;;;;;;;0.0
6156;Buitenland totaal;Heel;31 december 1998;;;;;;;;
6157;Buitenland totaal;Heel;31 december 2000;0.2;;0.2;;0.2;;0.2;
6158;Buitenland totaal;Heel;30 september 2004;0.1;;0.1;;0.1;;0.1;
6159;Buitenland totaal;Heel;30 september 2005;0.1;;0.1;;0.1;;0.1;
6160;Buitenland totaal;Heemskerk;31 december 1998;;;;;;;;
6161;Buitenland totaal;Heemskerk;31 december 2000;;;;;;;;
6162;Buitenland totaal;Heemskerk;30 september 2004;0.1;;0.1;;0.1;;0.1;
6163;Buitenland totaal;Heemskerk;30 september 2005;0.1;;0.1;;0.1;;0.1;
6164;Buitenland totaal;Heemstede;31 december 1998;;;;;;;;
6165;Buitenland totaal;Heemstede;31 december 2000;;;;;;;;
6166;Buitenland totaal;Heemstede;30 september 2004;;;;;;;;
6167;Buitenland totaal;Heemstede;30 september 2005;;;;;;;;
6168;Buitenland totaal;Heerde;31 december 1998;;;;;;;;
6169;Buitenland totaal;Heerde;31 december 2000;;;;;;;;
6170;Buitenland totaal;Heerde;30 september 2004;;;;;;;;
6171;Buitenland totaal;Heerde;30 september 2005;;;;;;;;
6172;Buitenland totaal;Heerenveen;31 december 1998;;;;;;;;
6173;Buitenland totaal;Heerenveen;31 december 2000;;;;;;;;
6174;Buitenland totaal;Heerenveen;30 september 2004;0.1;;0.1;;0.1;;0.1;
6175;Buitenland totaal;Heerenveen;30 september 2005;0.1;;0.1;;0.1;;0.1;
6176;Buitenland totaal;Heerewaarden;31 december 1998;;;;;;;;
6177;Buitenland totaal;Heerewaarden;31 december 2000;0.0;;;;;;;0.0
6178;Buitenland totaal;Heerewaarden;30 september 2004;0.0;;;;;;;0.0
6179;Buitenland totaal;Heerewaarden;30 september 2005;0.0;;;;;;;0.0
6180;Buitenland totaal;Heerhugowaard;31 december 1998;;;;;;;;
6181;Buitenland totaal;Heerhugowaard;31 december 2000;0.1;;0.1;;0.1;;0.1;
6182;Buitenland totaal;Heerhugowaard;30 september 2004;0.2;;0.2;;0.2;;0.2;
6183;Buitenland totaal;Heerhugowaard;30 september 2005;0.2;;0.2;;0.2;;0.2;
6184;Buitenland totaal;Heerjansdam;31 december 1998;0.0;;;;;;;0.0
6185;Buitenland totaal;Heerjansdam;31 december 2000;;;;;;;;
6186;Buitenland totaal;Heerjansdam;30 september 2004;0.0;;;;;;;0.0
6187;Buitenland totaal;Heerjansdam;30 september 2005;0.0;;;;;;;0.0
6188;Buitenland totaal;Heerlen (GM);31 december 1998;;;;;;;;
6189;Buitenland totaal;Heerlen (GM);31 december 2000;1.0;;1.0;;1.0;;1.0;
6190;Buitenland totaal;Heerlen (GM);30 september 2004;1.7;;1.7;;1.7;;1.7;
6191;Buitenland totaal;Heerlen (GM);30 september 2005;1.9;;1.9;;1.9;;1.9;
6192;Buitenland totaal;Heeze-Leende;31 december 1998;;;;;;;;
6193;Buitenland totaal;Heeze-Leende;31 december 2000;0.1;;0.1;;0.1;;0.1;
6194;Buitenland totaal;Heeze-Leende;30 september 2004;0.1;;0.1;;0.1;;0.1;
6195;Buitenland totaal;Heeze-Leende;30 september 2005;0.1;;0.1;;0.1;;0.1;
6196;Buitenland totaal;Heiloo;31 december 1998;;;;;;;;
6197;Buitenland totaal;Heiloo;31 december 2000;;;;;;;;
6198;Buitenland totaal;Heiloo;30 september 2004;;;;;;;;
6199;Buitenland totaal;Heiloo;30 september 2005;;;;;;;;
6200;Buitenland totaal;Heino;31 december 1998;0.0;;;;;;;0.0
6201;Buitenland totaal;Heino;31 december 2000;0.0;;;;;;;0.0
6202;Buitenland totaal;Heino;30 september 2004;0.0;;;;;;;0.0
6203;Buitenland totaal;Heino;30 september 2005;0.0;;;;;;;0.0
6204;Buitenland totaal;Helden;31 december 1998;;;;;;;;
6205;Buitenland totaal;Helden;31 december 2000;;;;;;;;
6206;Buitenland totaal;Helden;30 september 2004;0.1;;0.1;;0.1;;0.1;
6207;Buitenland totaal;Helden;30 september 2005;0.2;;0.2;;0.2;;0.2;
6208;Buitenland totaal;Hellendoorn;31 december 1998;0.0;;;;;;;0.0
6209;Buitenland totaal;Hellendoorn;31 december 2000;;;;;;;;
6210;Buitenland totaal;Hellendoorn;30 september 2004;;;;;;;;
6211;Buitenland totaal;Hellendoorn;30 september 2005;0.1;;0.1;;0.1;;0.1;
6212;Buitenland totaal;Hellevoetsluis;31 december 1998;;;;;;;;
6213;Buitenland totaal;Hellevoetsluis;31 december 2000;;;;;;;;
6214;Buitenland totaal;Hellevoetsluis;30 september 2004;0.1;;0.1;;0.1;;0.1;
6215;Buitenland totaal;Hellevoetsluis;30 september 2005;0.1;;0.1;;0.1;;0.1;
6216;Buitenland totaal;Helmond;31 december 1998;;;;;;;;
6217;Buitenland totaal;Helmond;31 december 2000;0.4;;0.4;;0.4;;0.4;
6218;Buitenland totaal;Helmond;30 september 2004;0.8;;0.8;;0.8;;0.8;
6219;Buitenland totaal;Helmond;30 september 2005;0.9;;0.9;;0.9;;0.9;
6220;Buitenland totaal;Hendrik-Ido-Ambacht;31 december 1998;;;;;;;;
6221;Buitenland totaal;Hendrik-Ido-Ambacht;31 december 2000;;;;;;;;
6222;Buitenland totaal;Hendrik-Ido-Ambacht;30 september 2004;;;;;;;;
6223;Buitenland totaal;Hendrik-Ido-Ambacht;30 september 2005;0.1;;0.1;;0.1;;0.1;
6224;Buitenland totaal;Hengelo (Gld.);31 december 1998;0.0;;;;;;;0.0
6225;Buitenland totaal;Hengelo (Gld.);31 december 2000;;;;;;;;
6226;Buitenland totaal;Hengelo (Gld.);30 september 2004;;;;;;;;
6227;Buitenland totaal;Hengelo (Gld.);30 september 2005;0.0;;;;;;;0.0
6228;Buitenland totaal;Hengelo (O.);31 december 1998;;;;;;;;
6229;Buitenland totaal;Hengelo (O.);31 december 2000;0.3;;0.3;;0.3;;0.3;
6230;Buitenland totaal;Hengelo (O.);30 september 2004;0.4;;0.4;;0.4;;0.4;
6231;Buitenland totaal;Hengelo (O.);30 september 2005;0.4;;0.4;;0.4;;0.4;
6232;Buitenland totaal;'s-Hertogenbosch (GM);31 december 1998;;;;;;;;
6233;Buitenland totaal;'s-Hertogenbosch (GM);31 december 2000;0.7;;0.7;;0.7;;0.7;
6234;Buitenland totaal;'s-Hertogenbosch (GM);30 september 2004;0.9;;0.9;;0.9;;0.9;
6235;Buitenland totaal;'s-Hertogenbosch (GM);30 september 2005;0.8;;0.8;;0.8;;0.8;
6236;Buitenland totaal;Heteren;31 december 1998;;;;;;;;
6237;Buitenland totaal;Heteren;31 december 2000;;;;;;;;
6238;Buitenland totaal;Heteren;30 september 2004;0.0;;;;;;;0.0
6239;Buitenland totaal;Heteren;30 september 2005;0.0;;;;;;;0.0
6240;Buitenland totaal;Heumen;31 december 1998;;;;;;;;
6241;Buitenland totaal;Heumen;31 december 2000;;;;;;;;
6242;Buitenland totaal;Heumen;30 september 2004;0.2;;0.2;;0.2;;0.2;
6243;Buitenland totaal;Heumen;30 september 2005;0.4;;0.4;;0.4;;0.4;
6244;Buitenland totaal;Heusden;31 december 1998;;;;;;;;
6245;Buitenland totaal;Heusden;31 december 2000;0.1;;0.1;;0.1;;0.1;
6246;Buitenland totaal;Heusden;30 september 2004;0.1;;0.1;;0.1;;0.1;
6247;Buitenland totaal;Heusden;30 september 2005;0.1;;0.1;;0.1;;0.1;
6248;Buitenland totaal;Heythuysen;31 december 1998;;;;;;;;
6249;Buitenland totaal;Heythuysen;31 december 2000;;;;;;;;
6250;Buitenland totaal;Heythuysen;30 september 2004;0.1;;0.1;;0.1;;0.1;
6251;Buitenland totaal;Heythuysen;30 september 2005;0.1;;0.1;;0.1;;0.1;
6252;Buitenland totaal;Hillegom;31 december 1998;;;;;;;;
6253;Buitenland totaal;Hillegom;31 december 2000;0.4;;0.4;;0.4;;0.4;
6254;Buitenland totaal;Hillegom;30 september 2004;0.2;;0.2;;0.2;;0.2;
6255;Buitenland totaal;Hillegom;30 september 2005;0.2;;0.2;;0.2;;0.2;
6256;Buitenland totaal;Hilvarenbeek;31 december 1998;;;;;;;;
6257;Buitenland totaal;Hilvarenbeek;31 december 2000;;;;;;;;
6258;Buitenland totaal;Hilvarenbeek;30 september 2004;0.2;;0.2;;0.2;;0.2;
6259;Buitenland totaal;Hilvarenbeek;30 september 2005;0.1;;0.1;;0.1;;0.1;
6260;Buitenland totaal;Hilversum;31 december 1998;;;;;;;;
6261;Buitenland totaal;Hilversum;31 december 2000;0.4;;0.4;;0.4;;0.4;
6262;Buitenland totaal;Hilversum;30 september 2004;0.5;;0.5;;0.5;;0.5;
6263;Buitenland totaal;Hilversum;30 september 2005;0.5;;0.5;;0.5;;0.5;
6264;Buitenland totaal;Hoevelaken;31 december 1998;;;;;;;;
6265;Buitenland totaal;Hoevelaken;31 december 2000;0.0;;;;;;;0.0
6266;Buitenland totaal;Hoevelaken;30 september 2004;0.0;;;;;;;0.0
6267;Buitenland totaal;Hoevelaken;30 september 2005;0.0;;;;;;;0.0
6268;Buitenland totaal;Hof van Twente;31 december 1998;0.0;;;;;;;0.0
6269;Buitenland totaal;Hof van Twente;31 december 2000;0.0;;;;;;;0.0
6270;Buitenland totaal;Hof van Twente;30 september 2004;0.1;;0.1;;0.1;;0.1;
6271;Buitenland totaal;Hof van Twente;30 september 2005;0.1;;0.1;;0.1;;0.1;
6272;Buitenland totaal;Holten;31 december 1998;;;;;;;;
6273;Buitenland totaal;Holten;31 december 2000;;;;;;;;
6274;Buitenland totaal;Holten;30 september 2004;0.0;;;;;;;0.0
6275;Buitenland totaal;Holten;30 september 2005;0.0;;;;;;;0.0
6276;Buitenland totaal;Hontenisse;31 december 1998;;;;;;;;
6277;Buitenland totaal;Hontenisse;31 december 2000;;;;;;;;
6278;Buitenland totaal;Hontenisse;30 september 2004;0.0;;;;;;;0.0
6279;Buitenland totaal;Hontenisse;30 september 2005;0.0;;;;;;;0.0
6280;Buitenland totaal;Hoogeveen;31 december 1998;;;;;;;;
6281;Buitenland totaal;Hoogeveen;31 december 2000;;;;;;;;
6282;Buitenland totaal;Hoogeveen;30 september 2004;0.1;;0.1;;0.1;;0.1;
6283;Buitenland totaal;Hoogeveen;30 september 2005;0.1;;0.1;;0.1;;0.1;
6284;Buitenland totaal;Hoogezand-Sappemeer;31 december 1998;;;;;;;;
6285;Buitenland totaal;Hoogezand-Sappemeer;31 december 2000;;;;;;;;
6286;Buitenland totaal;Hoogezand-Sappemeer;30 september 2004;0.1;;0.1;;0.1;;0.1;
6287;Buitenland totaal;Hoogezand-Sappemeer;30 september 2005;0.1;;0.1;;0.1;;0.1;
6288;Buitenland totaal;Hoorn;31 december 1998;;;;;;;;
6289;Buitenland totaal;Hoorn;31 december 2000;0.2;;0.2;;0.2;;0.2;
6290;Buitenland totaal;Hoorn;30 september 2004;0.5;;0.5;;0.5;;0.5;
6291;Buitenland totaal;Hoorn;30 september 2005;0.6;;0.6;;0.6;;0.6;
6292;Buitenland totaal;Horst;31 december 1998;;;;;;;;
6293;Buitenland totaal;Horst;31 december 2000;0.1;;0.1;;0.1;;0.1;
6294;Buitenland totaal;Horst;30 september 2004;0.0;;;;;;;0.0
6295;Buitenland totaal;Horst;30 september 2005;0.0;;;;;;;0.0
6296;Buitenland totaal;Horst aan de Maas;31 december 1998;0.0;;;;;;;0.0
6297;Buitenland totaal;Horst aan de Maas;31 december 2000;0.0;;;;;;;0.0
6298;Buitenland totaal;Horst aan de Maas;30 september 2004;0.8;;0.8;;0.8;;0.8;
6299;Buitenland totaal;Horst aan de Maas;30 september 2005;0.6;;0.6;;0.6;;0.6;
6300;Buitenland totaal;Houten;31 december 1998;;;;;;;;
6301;Buitenland totaal;Houten;31 december 2000;0.1;;0.1;;0.1;;0.1;
6302;Buitenland totaal;Houten;30 september 2004;0.3;;0.3;;0.3;;0.3;
6303;Buitenland totaal;Houten;30 september 2005;0.4;;0.4;;0.4;;0.4;
6304;Buitenland totaal;Huissen;31 december 1998;0.0;;;;;;;0.0
6305;Buitenland totaal;Huissen;31 december 2000;;;;;;;;
6306;Buitenland totaal;Huissen;30 september 2004;0.0;;;;;;;0.0
6307;Buitenland totaal;Huissen;30 september 2005;0.0;;;;;;;0.0
6308;Buitenland totaal;Huizen;31 december 1998;;;;;;;;
6309;Buitenland totaal;Huizen;31 december 2000;;;;;;;;
6310;Buitenland totaal;Huizen;30 september 2004;;;;;;;;
6311;Buitenland totaal;Huizen;30 september 2005;0.1;;0.1;;0.1;;0.1;
6312;Buitenland totaal;Hulst;31 december 1998;;;;;;;;
6313;Buitenland totaal;Hulst;31 december 2000;0.4;;0.4;;0.4;;0.4;
6314;Buitenland totaal;Hulst;30 september 2004;0.8;;0.8;;0.8;;0.8;
6315;Buitenland totaal;Hulst;30 september 2005;0.6;;0.6;;0.6;;0.6;
6316;Buitenland totaal;Hummelo en Keppel;31 december 1998;0.0;;;;;;;0.0
6317;Buitenland totaal;Hummelo en Keppel;31 december 2000;0.0;;;;;;;0.0
6318;Buitenland totaal;Hummelo en Keppel;30 september 2004;;;;;;;;
6319;Buitenland totaal;Hummelo en Keppel;30 september 2005;0.0;;;;;;;0.0
6320;Buitenland totaal;Hunsel;31 december 1998;;;;;;;;
6321;Buitenland totaal;Hunsel;31 december 2000;0.1;;0.1;;0.1;;0.1;
6322;Buitenland totaal;Hunsel;30 september 2004;0.2;;0.2;;0.2;;0.2;
6323;Buitenland totaal;Hunsel;30 september 2005;0.2;;0.2;;0.2;;0.2;
6324;Buitenland totaal;IJsselham;31 december 1998;0.0;;;;;;;0.0
6325;Buitenland totaal;IJsselham;31 december 2000;;;;;;;;
6326;Buitenland totaal;IJsselham;30 september 2004;0.0;;;;;;;0.0
6327;Buitenland totaal;IJsselham;30 september 2005;0.0;;;;;;;0.0
6328;Buitenland totaal;IJsselmuiden;31 december 1998;0.0;;;;;;;0.0
6329;Buitenland totaal;IJsselmuiden;31 december 2000;;;;;;;;
6330;Buitenland totaal;IJsselmuiden;30 september 2004;0.0;;;;;;;0.0
6331;Buitenland totaal;IJsselmuiden;30 september 2005;0.0;;;;;;;0.0
6332;Buitenland totaal;IJsselstein;31 december 1998;;;;;;;;
6333;Buitenland totaal;IJsselstein;31 december 2000;;;;;;;;
6334;Buitenland totaal;IJsselstein;30 september 2004;;;;;;;;
6335;Buitenland totaal;IJsselstein;30 september 2005;;;;;;;;
6336;Buitenland totaal;Jacobswoude;31 december 1998;;;;;;;;
6337;Buitenland totaal;Jacobswoude;31 december 2000;;;;;;;;
6338;Buitenland totaal;Jacobswoude;30 september 2004;;;;;;;;
6339;Buitenland totaal;Jacobswoude;30 september 2005;;;;;;;;
6340;Buitenland totaal;Kampen;31 december 1998;;;;;;;;
6341;Buitenland totaal;Kampen;31 december 2000;;;;;;;;
6342;Buitenland totaal;Kampen;30 september 2004;0.1;;0.1;;0.1;;0.1;
6343;Buitenland totaal;Kampen;30 september 2005;0.1;;0.1;;0.1;;0.1;
6344;Buitenland totaal;Kapelle;31 december 1998;;;;;;;;
6345;Buitenland totaal;Kapelle;31 december 2000;;;;;;;;
6346;Buitenland totaal;Kapelle;30 september 2004;0.3;;0.3;;0.3;;0.3;
6347;Buitenland totaal;Kapelle;30 september 2005;0.2;;0.2;;0.2;;0.2;
6348;Buitenland totaal;Katwijk;31 december 1998;;;;;;;;
6349;Buitenland totaal;Katwijk;31 december 2000;;;;;;;;
6350;Buitenland totaal;Katwijk;30 september 2004;0.1;;0.1;;0.1;;0.1;
6351;Buitenland totaal;Katwijk;30 september 2005;0.1;;0.1;;0.1;;0.1;
6352;Buitenland totaal;Kerkrade;31 december 1998;;;;;;;;
6353;Buitenland totaal;Kerkrade;31 december 2000;0.3;;0.3;;0.3;;0.3;
6354;Buitenland totaal;Kerkrade;30 september 2004;0.6;;0.6;;0.6;;0.6;
6355;Buitenland totaal;Kerkrade;30 september 2005;0.7;;0.7;;0.7;;0.7;
6356;Buitenland totaal;Kerkwijk;31 december 1998;0.0;;;;;;;0.0
6357;Buitenland totaal;Kerkwijk;31 december 2000;0.0;;;;;;;0.0
6358;Buitenland totaal;Kerkwijk;30 september 2004;0.0;;;;;;;0.0
6359;Buitenland totaal;Kerkwijk;30 september 2005;0.0;;;;;;;0.0
6360;Buitenland totaal;Kessel;31 december 1998;;;;;;;;
6361;Buitenland totaal;Kessel;31 december 2000;;;;;;;;
6362;Buitenland totaal;Kessel;30 september 2004;0.1;;0.1;;0.1;;0.1;
6363;Buitenland totaal;Kessel;30 september 2005;;;;;;;;
6364;Buitenland totaal;Kesteren;31 december 1998;;;;;;;;
6365;Buitenland totaal;Kesteren;31 december 2000;;;;;;;;
6366;Buitenland totaal;Kesteren;30 september 2004;0.0;;;;;;;0.0
6367;Buitenland totaal;Kesteren;30 september 2005;0.0;;;;;;;0.0
6368;Buitenland totaal;Kollumerland c.a.;31 december 1998;0.0;;;;;;;0.0
6369;Buitenland totaal;Kollumerland c.a.;31 december 2000;;;;;;;;
6370;Buitenland totaal;Kollumerland c.a.;30 september 2004;;;;;;;;
6371;Buitenland totaal;Kollumerland c.a.;30 september 2005;;;;;;;;
6372;Buitenland totaal;Korendijk;31 december 1998;;;;;;;;
6373;Buitenland totaal;Korendijk;31 december 2000;;;;;;;;
6374;Buitenland totaal;Korendijk;30 september 2004;0.1;;0.1;;0.1;;0.1;
6375;Buitenland totaal;Korendijk;30 september 2005;0.1;;0.1;;0.1;;0.1;
6376;Buitenland totaal;Krimpen aan den IJssel;31 december 1998;;;;;;;;
6377;Buitenland totaal;Krimpen aan den IJssel;31 december 2000;;;;;;;;
6378;Buitenland totaal;Krimpen aan den IJssel;30 september 2004;;;;;;;;
6379;Buitenland totaal;Krimpen aan den IJssel;30 september 2005;;;;;;;;
6380;Buitenland totaal;Laarbeek;31 december 1998;;;;;;;;
6381;Buitenland totaal;Laarbeek;31 december 2000;;;;;;;;
6382;Buitenland totaal;Laarbeek;30 september 2004;0.1;;0.1;;0.1;;0.1;
6383;Buitenland totaal;Laarbeek;30 september 2005;0.1;;0.1;;0.1;;0.1;
6384;Buitenland totaal;Landerd;31 december 1998;;;;;;;;
6385;Buitenland totaal;Landerd;31 december 2000;0.1;;0.1;;0.1;;0.1;
6386;Buitenland totaal;Landerd;30 september 2004;0.8;;0.8;;0.8;;0.8;
6387;Buitenland totaal;Landerd;30 september 2005;0.9;;0.9;;0.9;;0.9;
6388;Buitenland totaal;Landgraaf;31 december 1998;;;;;;;;
6389;Buitenland totaal;Landgraaf;31 december 2000;0.2;;0.2;;0.2;;0.2;
6390;Buitenland totaal;Landgraaf;30 september 2004;0.3;;0.3;;0.3;;0.3;
6391;Buitenland totaal;Landgraaf;30 september 2005;0.2;;0.2;;0.2;;0.2;
6392;Buitenland totaal;Landsmeer;31 december 1998;;;;;;;;
6393;Buitenland totaal;Landsmeer;31 december 2000;;;;;;;;
6394;Buitenland totaal;Landsmeer;30 september 2004;;;;;;;;
6395;Buitenland totaal;Landsmeer;30 september 2005;;;;;;;;
6396;Buitenland totaal;Langedijk;31 december 1998;;;;;;;;
6397;Buitenland totaal;Langedijk;31 december 2000;;;;;;;;
6398;Buitenland totaal;Langedijk;30 september 2004;0.1;;0.1;;0.1;;0.1;
6399;Buitenland totaal;Langedijk;30 september 2005;0.1;;0.1;;0.1;;0.1;
6400;Buitenland totaal;Laren;31 december 1998;;;;;;;;
6401;Buitenland totaal;Laren;31 december 2000;;;;;;;;
6402;Buitenland totaal;Laren;30 september 2004;;;;;;;;
6403;Buitenland totaal;Laren;30 september 2005;;;;;;;;
6404;Buitenland totaal;Leek;31 december 1998;;;;;;;;
6405;Buitenland totaal;Leek;31 december 2000;;;;;;;;
6406;Buitenland totaal;Leek;30 september 2004;;;;;;;;
6407;Buitenland totaal;Leek;30 september 2005;;;;;;;;
6408;Buitenland totaal;Leerdam;31 december 1998;;;;;;;;
6409;Buitenland totaal;Leerdam;31 december 2000;;;;;;;;
6410;Buitenland totaal;Leerdam;30 september 2004;0.1;;0.1;;0.1;;0.1;
6411;Buitenland totaal;Leerdam;30 september 2005;;;;;;;;
6412;Buitenland totaal;Leersum;31 december 1998;;;;;;;;
6413;Buitenland totaal;Leersum;31 december 2000;;;;;;;;
6414;Buitenland totaal;Leersum;30 september 2004;;;;;;;;
6415;Buitenland totaal;Leersum;30 september 2005;;;;;;;;
6416;Buitenland totaal;Leeuwarden (GM);31 december 1998;;;;;;;;
6417;Buitenland totaal;Leeuwarden (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;
6418;Buitenland totaal;Leeuwarden (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;
6419;Buitenland totaal;Leeuwarden (GM);30 september 2005;0.5;;0.5;;0.5;;0.5;
6420;Buitenland totaal;Leeuwarderadeel;31 december 1998;;;;;;;;
6421;Buitenland totaal;Leeuwarderadeel;31 december 2000;;;;;;;;
6422;Buitenland totaal;Leeuwarderadeel;30 september 2004;;;;;;;;
6423;Buitenland totaal;Leeuwarderadeel;30 september 2005;;;;;;;;
6424;Buitenland totaal;Leiden (GM);31 december 1998;;;;;;;;
6425;Buitenland totaal;Leiden (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;
6426;Buitenland totaal;Leiden (GM);30 september 2004;0.7;;0.7;;0.7;;0.7;
6427;Buitenland totaal;Leiden (GM);30 september 2005;1.0;;1.0;;1.0;;1.0;
6428;Buitenland totaal;Leiderdorp;31 december 1998;;;;;;;;
6429;Buitenland totaal;Leiderdorp;31 december 2000;0.1;;0.1;;0.1;;0.1;
6430;Buitenland totaal;Leiderdorp;30 september 2004;0.2;;0.2;;0.2;;0.2;
6431;Buitenland totaal;Leiderdorp;30 september 2005;0.1;;0.1;;0.1;;0.1;
6432;Buitenland totaal;Leidschendam;31 december 1998;;;;;;;;
6433;Buitenland totaal;Leidschendam;31 december 2000;0.1;;0.1;;0.1;;0.1;
6434;Buitenland totaal;Leidschendam;30 september 2004;0.0;;;;;;;0.0
6435;Buitenland totaal;Leidschendam;30 september 2005;0.0;;;;;;;0.0
6436;Buitenland totaal;Leidschendam-Voorburg;31 december 1998;0.0;;;;;;;0.0
6437;Buitenland totaal;Leidschendam-Voorburg;31 december 2000;0.0;;;;;;;0.0
6438;Buitenland totaal;Leidschendam-Voorburg;30 september 2004;0.4;;0.4;;0.4;;0.4;
6439;Buitenland totaal;Leidschendam-Voorburg;30 september 2005;0.5;;0.5;;0.5;;0.5;
6440;Buitenland totaal;Lelystad;31 december 1998;;;;;;;;
6441;Buitenland totaal;Lelystad;31 december 2000;0.1;;0.1;;0.1;;0.1;
6442;Buitenland totaal;Lelystad;30 september 2004;0.2;;0.2;;0.2;;0.2;
6443;Buitenland totaal;Lelystad;30 september 2005;0.2;;0.2;;0.2;;0.2;
6444;Buitenland totaal;Lemsterland;31 december 1998;;;;;;;;
6445;Buitenland totaal;Lemsterland;31 december 2000;;;;;;;;
6446;Buitenland totaal;Lemsterland;30 september 2004;;;;;;;;
6447;Buitenland totaal;Lemsterland;30 september 2005;;;;;;;;
6448;Buitenland totaal;Leusden;31 december 1998;;;;;;;;
6449;Buitenland totaal;Leusden;31 december 2000;;;;;;;;
6450;Buitenland totaal;Leusden;30 september 2004;0.1;;0.1;;0.1;;0.1;
6451;Buitenland totaal;Leusden;30 september 2005;0.1;;0.1;;0.1;;0.1;
6452;Buitenland totaal;Lichtenvoorde;31 december 1998;;;;;;;;
6453;Buitenland totaal;Lichtenvoorde;31 december 2000;;;;;;;;
6454;Buitenland totaal;Lichtenvoorde;30 september 2004;0.1;;0.1;;0.1;;0.1;
6455;Buitenland totaal;Lichtenvoorde;30 september 2005;0.0;;;;;;;0.0
6456;Buitenland totaal;Liemeer;31 december 1998;;;;;;;;
6457;Buitenland totaal;Liemeer;31 december 2000;;;;;;;;
6458;Buitenland totaal;Liemeer;30 september 2004;;;;;;;;
6459;Buitenland totaal;Liemeer;30 september 2005;;;;;;;;
6460;Buitenland totaal;Lienden;31 december 1998;;;;;;;;
6461;Buitenland totaal;Lienden;31 december 2000;0.0;;;;;;;0.0
6462;Buitenland totaal;Lienden;30 september 2004;0.0;;;;;;;0.0
6463;Buitenland totaal;Lienden;30 september 2005;0.0;;;;;;;0.0
6464;Buitenland totaal;De Lier;31 december 1998;;;;;;;;
6465;Buitenland totaal;De Lier;31 december 2000;;;;;;;;
6466;Buitenland totaal;De Lier;30 september 2004;0.0;;;;;;;0.0
6467;Buitenland totaal;De Lier;30 september 2005;0.0;;;;;;;0.0
6468;Buitenland totaal;Lieshout;31 december 1998;0.0;;;;;;;0.0
6469;Buitenland totaal;Lieshout;31 december 2000;0.0;;;;;;;0.0
6470;Buitenland totaal;Lieshout;30 september 2004;0.0;;;;;;;0.0
6471;Buitenland totaal;Lieshout;30 september 2005;0.0;;;;;;;0.0
