ID;Inkomensbestanddelen;KenmerkenVanPersonen;Populatie;Perioden;AantalPersonen_1;Percentage_2;Bedrag_3;GemiddeldBedrag_4;AandeelInBrutoInkomen_5
6245;Inkomsten uit vermogen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;410;16.3;-100.0;-0.2;-0.6
6246;Inkomsten uit vermogen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;425;16.7;-178.0;-0.4;-1.0
6247;Inkomsten uit vermogen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;418;16.1;-315.0;-0.8;-1.7
6248;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1990;625;24.6;774.0;1.2;2.8
6249;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1991;625;24.2;778.0;1.2;2.6
6250;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1992;681;25.9;821.0;1.2;2.6
6251;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1993;670;25.2;794.0;1.2;2.5
6252;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1994;705;26.3;794.0;1.1;2.5
6253;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1995;786;28.9;774.0;1.0;2.3
6254;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1996;810;29.4;747.0;0.9;2.1
6255;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1997;917;32.7;726.0;0.8;2.0
6256;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1998;920;32.4;604.0;0.7;1.6
6257;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;1999;932;32.5;611.0;0.7;1.5
6258;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met inkomen;2000;942;32.3;557.0;0.6;1.3
6259;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;697;32.0;796.0;1.1;2.7
6260;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;694;30.9;817.0;1.2;2.6
6261;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;736;32.0;873.0;1.2;2.7
6262;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;734;31.6;840.0;1.1;2.5
6263;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;753;32.1;863.0;1.1;2.6
6264;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;858;35.9;845.0;1.0;2.5
6265;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;864;35.5;788.0;0.9;2.2
6266;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;977;39.3;743.0;0.8;2.0
6267;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;984;39.0;590.0;0.6;1.5
6268;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;989;38.9;606.0;0.6;1.5
6269;Inkomsten uit vermogen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;985;38.0;570.0;0.6;1.3
6270;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1990;1244;48.9;639.0;0.5;1.3
6271;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1991;1268;49.0;580.0;0.5;1.1
6272;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1992;1335;50.7;671.0;0.5;1.2
6273;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1993;1348;50.8;617.0;0.5;1.1
6274;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1994;1426;53.3;694.0;0.5;1.2
6275;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1995;1567;57.6;610.0;0.4;1.0
6276;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1996;1607;58.3;463.0;0.3;0.8
6277;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1997;1746;62.4;316.0;0.2;0.5
6278;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1998;1763;62.1;-78.0;0.0;-0.1
6279;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;1999;1790;62.4;-64.0;0.0;-0.1
6280;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met inkomen;2000;1788;61.3;-230.0;-0.1;-0.3
6281;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;1210;55.5;388.0;0.3;0.8
6282;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;1233;54.9;427.0;0.3;0.8
6283;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;1294;56.3;506.0;0.4;0.9
6284;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;1306;56.2;463.0;0.4;0.8
6285;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;1370;58.4;528.0;0.4;1.0
6286;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;1489;62.4;391.0;0.3;0.7
6287;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;1535;63.0;279.0;0.2;0.5
6288;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;1662;66.9;175.0;0.1;0.3
6289;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;1673;66.3;-152.0;-0.1;-0.2
6290;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;1692;66.5;-130.0;-0.1;-0.2
6291;Inkomsten uit vermogen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;1695;65.3;-326.0;-0.2;-0.5
6292;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1990;2113;83.1;2621.0;1.2;2.7
6293;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1991;2145;82.9;2602.0;1.2;2.6
6294;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1992;2224;84.5;2990.0;1.3;2.8
6295;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1993;2222;83.7;2790.0;1.3;2.6
6296;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1994;2237;83.6;2273.0;1.0;2.1
6297;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1995;2348;86.3;2231.0;1.0;2.0
6298;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1996;2376;86.2;2204.0;0.9;1.9
6299;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1997;2482;88.6;2008.0;0.8;1.7
6300;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1998;2511;88.4;1601.0;0.6;1.3
6301;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1999;2528;88.1;2110.0;0.8;1.6
6302;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;2000;2518;86.3;2065.0;0.8;1.5
6303;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;1867;85.6;2445.0;1.3;2.8
6304;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;1919;85.4;2506.0;1.3;2.8
6305;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;1993;86.7;2878.0;1.4;3.0
6306;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;1992;85.7;2652.0;1.3;2.7
6307;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;2002;85.4;2166.0;1.1;2.2
6308;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;2100;88.0;2123.0;1.0;2.1
6309;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;2136;87.7;2109.0;1.0;2.0
6310;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;2232;89.8;1958.0;0.9;1.8
6311;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;2261;89.6;1523.0;0.7;1.3
6312;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;2279;89.6;2023.0;0.9;1.7
6313;Inkomsten uit vermogen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;2272;87.5;2057.0;0.9;1.6
6314;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1990;2554;25.1;-692.0;-0.3;-0.4
6315;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1991;2632;25.4;-1246.0;-0.5;-0.6
6316;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1992;2765;26.3;-1235.0;-0.4;-0.6
6317;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1993;2833;26.7;-962.0;-0.3;-0.5
6318;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1994;2910;27.2;-704.0;-0.2;-0.3
6319;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1995;3108;28.6;-1153.0;-0.4;-0.5
6320;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1996;3204;29.0;-1173.0;-0.4;-0.5
6321;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1997;3353;29.9;-1562.0;-0.5;-0.7
6322;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1998;3487;30.7;-2229.0;-0.6;-0.9
6323;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;1999;3588;31.3;-1592.0;-0.4;-0.6
6324;Inkomsten uit eigen woning;Totaal personen;Personen met inkomen;2000;3595;30.8;-1256.0;-0.3;-0.5
6325;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1990;2520;28.9;-703.0;-0.3;-0.4
6326;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1991;2598;28.9;-1249.0;-0.5;-0.7
6327;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1992;2723;29.6;-1234.0;-0.5;-0.6
6328;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1993;2788;30.0;-973.0;-0.3;-0.5
6329;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1994;2860;30.5;-719.0;-0.3;-0.4
6330;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1995;3045;31.9;-1164.0;-0.4;-0.6
6331;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1996;3142;32.3;-1172.0;-0.4;-0.5
6332;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1997;3292;33.1;-1546.0;-0.5;-0.7
6333;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1998;3425;34.0;-2186.0;-0.6;-0.9
6334;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;1999;3516;34.5;-1551.0;-0.4;-0.6
6335;Inkomsten uit eigen woning;Totaal personen;Personen met 52 weken inkomen;2000;3507;33.8;-1193.0;-0.3;-0.5
6336;Inkomsten uit eigen woning;Actief;Personen met inkomen;1990;1959;29.7;-1569.0;-0.8;-1.1
6337;Inkomsten uit eigen woning;Actief;Personen met inkomen;1991;2008;29.7;-2108.0;-1.0;-1.4
6338;Inkomsten uit eigen woning;Actief;Personen met inkomen;1992;2105;30.7;-2253.0;-1.1;-1.5
6339;Inkomsten uit eigen woning;Actief;Personen met inkomen;1993;2154;31.5;-2110.0;-1.0;-1.4
6340;Inkomsten uit eigen woning;Actief;Personen met inkomen;1994;2198;32.2;-2044.0;-0.9;-1.3
6341;Inkomsten uit eigen woning;Actief;Personen met inkomen;1995;2359;33.5;-2495.0;-1.1;-1.5
6342;Inkomsten uit eigen woning;Actief;Personen met inkomen;1996;2454;33.8;-2657.0;-1.1;-1.6
6343;Inkomsten uit eigen woning;Actief;Personen met inkomen;1997;2588;34.7;-3132.0;-1.2;-1.8
6344;Inkomsten uit eigen woning;Actief;Personen met inkomen;1998;2713;35.1;-3855.0;-1.4;-2.1
6345;Inkomsten uit eigen woning;Actief;Personen met inkomen;1999;2807;35.5;-3382.0;-1.2;-1.7
6346;Inkomsten uit eigen woning;Actief;Personen met inkomen;2000;2786;34.6;-3391.0;-1.2;-1.6
6347;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1990;1942;34.6;-1560.0;-0.8;-1.2
6348;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1991;1988;34.2;-2092.0;-1.1;-1.5
6349;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1992;2077;34.9;-2230.0;-1.1;-1.5
6350;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1993;2128;35.6;-2097.0;-1.0;-1.4
6351;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1994;2167;36.2;-2028.0;-0.9;-1.3
6352;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1995;2331;37.7;-2472.0;-1.1;-1.6
6353;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1996;2419;37.9;-2628.0;-1.1;-1.6
6354;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1997;2557;39.0;-3096.0;-1.2;-1.8
6355;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1998;2675;39.5;-3794.0;-1.4;-2.1
6356;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;1999;2762;39.9;-3319.0;-1.2;-1.8
6357;Inkomsten uit eigen woning;Actief;Personen met 52 weken inkomen;2000;2732;38.7;-3293.0;-1.2;-1.6
6358;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1990;249;43.6;-30.0;-0.1;-0.2
6359;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1991;257;43.4;-140.0;-0.5;-0.8
6360;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1992;268;42.5;-141.0;-0.5;-0.8
6361;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1993;273;42.1;-112.0;-0.4;-0.7
6362;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1994;263;39.9;-81.0;-0.3;-0.5
6363;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1995;306;42.7;-139.0;-0.5;-0.7
6364;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1996;306;42.8;-107.0;-0.3;-0.6
6365;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1997;325;43.6;-171.0;-0.5;-0.9
6366;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1998;340;44.2;-223.0;-0.7;-1.1
6367;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;1999;342;44.9;-108.0;-0.3;-0.5
6368;Inkomsten uit eigen woning;Zelfstandige;Personen met inkomen;2000;335;43.6;-149.0;-0.4;-0.6
6369;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1990;249;43.6;-30.0;-0.1;-0.2
6370;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1991;257;43.4;-140.0;-0.5;-0.8
6371;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1992;268;42.5;-141.0;-0.5;-0.8
6372;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1993;273;42.1;-112.0;-0.4;-0.7
6373;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1994;263;39.9;-81.0;-0.3;-0.5
6374;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1995;306;42.7;-139.0;-0.5;-0.7
6375;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1996;306;42.8;-107.0;-0.3;-0.6
6376;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1997;325;43.6;-171.0;-0.5;-0.9
6377;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1998;340;44.2;-223.0;-0.7;-1.1
6378;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;1999;342;44.9;-108.0;-0.3;-0.5
6379;Inkomsten uit eigen woning;Zelfstandige;Personen met 52 weken inkomen;2000;335;43.6;-149.0;-0.4;-0.6
6380;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1990;289;45.2;-281.0;-1.0;-1.8
6381;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1991;287;44.8;-332.0;-1.2;-2.0
6382;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1992;291;45.7;-345.0;-1.2;-2.0
6383;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1993;298;47.2;-342.0;-1.1;-1.9
6384;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1994;297;47.2;-301.0;-1.0;-1.7
6385;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1995;306;49.3;-340.0;-1.1;-1.9
6386;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1996;317;51.3;-396.0;-1.2;-2.2
6387;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1997;317;52.9;-388.0;-1.2;-2.2
6388;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1998;321;53.4;-490.0;-1.5;-2.8
6389;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;1999;326;53.7;-399.0;-1.2;-2.2
6390;Inkomsten uit eigen woning;Ambtenaar;Personen met inkomen;2000;318;51.9;-379.0;-1.2;-2.0
6391;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1990;288;46.2;-281.0;-1.0;-1.8
6392;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1991;285;45.9;-330.0;-1.2;-2.0
6393;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1992;289;46.6;-344.0;-1.2;-2.0
6394;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1993;295;48.0;-341.0;-1.2;-2.0
6395;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1994;295;48.1;-298.0;-1.0;-1.7
6396;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1995;305;50.2;-340.0;-1.1;-1.9
6397;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1996;316;52.2;-396.0;-1.3;-2.2
6398;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1997;317;53.6;-388.0;-1.2;-2.2
6399;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1998;320;54.3;-491.0;-1.5;-2.8
6400;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;1999;325;54.6;-398.0;-1.2;-2.2
6401;Inkomsten uit eigen woning;Ambtenaar;Personen met 52 weken inkomen;2000;316;52.8;-378.0;-1.2;-2.0
6402;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1990;1360;25.9;-1204.0;-0.9;-1.2
6403;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1991;1404;26.1;-1554.0;-1.1;-1.4
6404;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1992;1479;27.2;-1659.0;-1.1;-1.5
6405;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1993;1517;28.1;-1562.0;-1.0;-1.3
6406;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1994;1575;29.3;-1591.0;-1.0;-1.4
6407;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1995;1665;30.5;-1914.0;-1.1;-1.6
6408;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1996;1748;30.8;-2057.0;-1.2;-1.7
6409;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1997;1860;31.7;-2371.0;-1.3;-1.8
6410;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1998;1962;32.2;-2898.0;-1.5;-2.1
6411;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;1999;2046;32.6;-2719.0;-1.3;-1.8
6412;Inkomsten uit eigen woning;Overige werknemer;Personen met inkomen;2000;2048;31.8;-2757.0;-1.3;-1.7
6413;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1990;1345;31.3;-1196.0;-0.9;-1.2
6414;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1991;1387;31.0;-1541.0;-1.1;-1.5
6415;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1992;1455;31.9;-1639.0;-1.1;-1.5
6416;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1993;1495;32.7;-1550.0;-1.0;-1.4
6417;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1994;1548;33.8;-1578.0;-1.0;-1.4
6418;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1995;1641;34.8;-1892.0;-1.2;-1.6
6419;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1996;1717;35.1;-2027.0;-1.2;-1.7
6420;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1997;1830;36.2;-2331.0;-1.3;-1.9
6421;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1998;1927;36.8;-2844.0;-1.5;-2.1
6422;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;1999;2004;37.2;-2657.0;-1.3;-1.9
6423;Inkomsten uit eigen woning;Overige werknemer;Personen met 52 weken inkomen;2000;1996;36.1;-2662.0;-1.3;-1.8
6424;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1990;62;45.8;-54.0;-0.9;-1.1
6425;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1991;60;43.2;-82.0;-1.4;-1.7
6426;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1992;67;43.3;-108.0;-1.6;-2.0
6427;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1993;66;42.8;-94.0;-1.4;-1.7
6428;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1994;63;39.9;-70.0;-1.1;-1.3
6429;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1995;81;33.9;-102.0;-1.3;-1.5
6430;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1996;82;33.9;-98.0;-1.2;-1.4
6431;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1997;87;35.0;-202.0;-2.3;-2.9
6432;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1998;90;36.0;-244.0;-2.7;-3.4
6433;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;1999;92;35.2;-156.0;-1.7;-2.1
6434;Inkomsten uit eigen woning;Overig actief;Personen met inkomen;2000;85;35.2;-105.0;-1.2;-1.4
6435;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1990;61;46.7;-53.0;-0.9;-1.1
6436;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1991;59;44.2;-80.0;-1.4;-1.7
6437;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1992;66;44.4;-107.0;-1.6;-2.0
6438;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1993;65;44.2;-93.0;-1.4;-1.8
6439;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1994;62;45.3;-71.0;-1.1;-1.3
6440;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1995;79;53.7;-102.0;-1.3;-1.6
6441;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1996;80;49.7;-99.0;-1.2;-1.6
6442;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1997;85;49.8;-206.0;-2.4;-3.1
6443;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1998;89;52.4;-237.0;-2.7;-3.5
6444;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;1999;91;52.7;-156.0;-1.7;-2.2
6445;Inkomsten uit eigen woning;Overig actief;Personen met 52 weken inkomen;2000;84;51.1;-104.0;-1.2;-1.5
6446;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1990;595;16.6;876.0;1.5;2.0
6447;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1991;624;17.4;862.0;1.4;1.8
6448;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1992;660;18.0;1017.0;1.5;2.0
6449;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1993;679;18.0;1148.0;1.7;2.2
6450;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1994;712;18.4;1340.0;1.9;2.5
6451;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1995;749;19.5;1342.0;1.8;2.5
6452;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1996;750;19.8;1484.0;2.0;2.7
6453;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1997;765;20.4;1570.0;2.1;2.8
6454;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1998;775;21.3;1626.0;2.1;2.9
6455;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;1999;781;21.9;1789.0;2.3;3.2
6456;Inkomsten uit eigen woning;Niet-actief;Personen met inkomen;2000;809;22.4;2135.0;2.6;3.5
6457;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1990;578;18.6;857.0;1.5;2.1
6458;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1991;610;19.2;843.0;1.4;1.9
6459;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1992;646;19.9;997.0;1.5;2.1
6460;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1993;660;19.9;1124.0;1.7;2.3
6461;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1994;692;20.4;1308.0;1.9;2.6
6462;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1995;715;21.2;1308.0;1.8;2.6
6463;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1996;722;21.5;1456.0;2.0;2.8
6464;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1997;736;21.8;1550.0;2.1;2.9
6465;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1998;750;22.6;1609.0;2.1;3.0
6466;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;1999;754;23.1;1768.0;2.3;3.2
6467;Inkomsten uit eigen woning;Niet-actief;Personen met 52 weken inkomen;2000;775;23.3;2101.0;2.7;3.6
