ID;Geslacht;Migratieachtergrond;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
4565;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2011/'12;1
4566;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2012/'13;2
4567;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2013/'14;3
4568;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2014/'15;2
4569;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2015/'16;1
4570;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2016/'17;2
4571;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2017/'18;3
4572;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2018/'19;5
4573;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2019/'20;6
4574;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2020/'21;5
4575;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2021/'22;4
4576;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2000/'01;1616
4577;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2001/'02;1825
4578;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2002/'03;1975
4579;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2003/'04;2151
4580;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2004/'05;2228
4581;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2005/'06;2249
4582;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2006/'07;2216
4583;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2007/'08;2225
4584;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2008/'09;2306
4585;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2009/'10;2448
4586;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2010/'11;2563
4587;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;2668
4588;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;2582
4589;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;2624
4590;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;2566
4591;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;2634
4592;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;2690
4593;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;2860
4594;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;3108
4595;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;3478
4596;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;3982
4597;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;4360
4598;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2000/'01;1525
4599;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2001/'02;1710
4600;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2002/'03;1866
4601;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2003/'04;2008
4602;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2004/'05;2083
4603;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2005/'06;2110
4604;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2006/'07;2061
4605;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2007/'08;2093
4606;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2008/'09;2198
4607;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2009/'10;2340
4608;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2010/'11;2469
4609;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;2583
4610;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;2512
4611;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;2573
4612;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;2519
4613;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;2589
4614;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;2648
4615;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;2813
4616;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;3056
4617;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;3439
4618;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;3940
4619;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;4298
4620;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2000/'01;91
4621;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2001/'02;115
4622;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2002/'03;109
4623;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2003/'04;142
4624;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2004/'05;144
4625;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2005/'06;138
4626;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2006/'07;155
4627;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2007/'08;130
4628;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2008/'09;108
4629;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2009/'10;108
4630;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2010/'11;94
4631;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;85
4632;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;70
4633;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;51
4634;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;47
4635;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;45
4636;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;42
4637;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;47
4638;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;52
4639;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;39
4640;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;42
4641;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;62
4642;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2000/'01;0
4643;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2001/'02;0
4644;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2002/'03;0
4645;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2003/'04;1
4646;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2004/'05;1
4647;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2005/'06;1
4648;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2006/'07;0
4649;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2007/'08;2
4650;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2008/'09;0
4651;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2009/'10;0
4652;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2010/'11;0
4653;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;0
4654;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;0
4655;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;0
4656;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;0
4657;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;0
4658;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;0
4659;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;0
4660;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;0
4661;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;0
4662;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;0
4663;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;0
4664;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2000/'01;52
4665;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2001/'02;54
4666;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2002/'03;92
4667;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2003/'04;121
4668;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2004/'05;226
4669;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2005/'06;395
4670;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2006/'07;541
4671;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2007/'08;703
4672;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2008/'09;877
4673;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2009/'10;1036
4674;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2010/'11;1188
4675;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;1201
4676;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;1285
4677;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;1384
4678;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;1464
4679;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;1551
4680;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;1638
4681;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;1768
4682;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;1896
4683;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;1975
4684;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;2239
4685;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;2423
4686;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2000/'01;52
4687;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2001/'02;52
4688;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2002/'03;91
4689;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2003/'04;114
4690;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2004/'05;214
4691;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2005/'06;365
4692;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2006/'07;496
4693;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2007/'08;638
4694;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2008/'09;800
4695;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2009/'10;942
4696;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2010/'11;1084
4697;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;1109
4698;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;1206
4699;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;1283
4700;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;1367
4701;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;1462
4702;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;1561
4703;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;1676
4704;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;1785
4705;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;1878
4706;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;2107
4707;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;2277
4708;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2000/'01;0
4709;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2001/'02;2
4710;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2002/'03;1
4711;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2003/'04;7
4712;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2004/'05;12
4713;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2005/'06;29
4714;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2006/'07;43
4715;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2007/'08;62
4716;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2008/'09;72
4717;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2009/'10;92
4718;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2010/'11;104
4719;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;91
4720;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;77
4721;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;98
4722;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;95
4723;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;88
4724;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;75
4725;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;89
4726;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;106
4727;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;91
4728;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;127
4729;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;142
4730;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2000/'01;0
4731;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2001/'02;0
4732;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2002/'03;0
4733;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2003/'04;0
4734;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2004/'05;0
4735;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2005/'06;1
4736;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2006/'07;2
4737;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2007/'08;3
4738;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2008/'09;5
4739;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2009/'10;2
4740;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2010/'11;0
4741;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;1
4742;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;2
4743;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;3
4744;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;2
4745;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;1
4746;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;2
4747;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;3
4748;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;5
4749;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;6
4750;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;5
4751;Totaal mannen en vrouwen;Turkije;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;4
4752;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2000/'01;5570
4753;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2001/'02;6237
4754;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2002/'03;6963
4755;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2003/'04;7822
4756;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2004/'05;8562
4757;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2005/'06;9142
4758;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2006/'07;9711
4759;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2007/'08;10496
4760;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2008/'09;11118
4761;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2009/'10;11992
4762;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2010/'11;12546
4763;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;13050
4764;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;13091
4765;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;13969
4766;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;14244
4767;Totaal mannen en vrouwen;Marokko;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;14194
