ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanZorgVoorIngezetenen_1
4061;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;75
4062;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;91
4063;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;88
4064;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;82
4065;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;95
4066;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;93
4067;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;97
4068;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;91
4069;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2017;93
4070;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2018;97
4071;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2019;111
4072;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2020;116
4073;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;127
4074;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;133
4075;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;1998;8
4076;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;1999;10
4077;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2000;11
4078;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2001;12
4079;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2002;14
4080;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2003;15
4081;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2004;17
4082;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2005;18
4083;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2006;20
4084;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2007;24
4085;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2008;19
4086;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2009;28
4087;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2010;26
4088;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2011;30
4089;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2012;32
4090;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2013;37
4091;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2014;39
4092;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2015;45
4093;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2016;172
4094;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2017;170
4095;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2018;155
4096;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2019;162
4097;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2020;174
4098;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2021;192
4099;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2022;194
4100;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;1998;2733
4101;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;1999;2928
4102;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2000;3181
4103;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2001;3485
4104;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2002;3998
4105;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2003;4424
4106;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2004;4809
4107;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2005;4890
4108;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2006;5262
4109;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2007;5741
4110;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2008;6217
4111;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2009;6521
4112;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2010;6638
4113;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2011;7089
4114;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2012;7113
4115;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2013;7271
4116;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2014;7586
4117;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2015;7729
4118;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2016;8135
4119;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2017;8431
4120;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2018;8770
4121;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2019;9212
4122;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2020;9295
4123;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2021;9731
4124;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2022;10017
4125;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;1998;1282
4126;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;1999;1394
4127;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2000;1492
4128;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2001;1639
4129;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2002;1915
4130;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2003;2157
4131;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2004;2302
4132;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2005;2368
4133;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2006;2616
4134;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2007;2835
4135;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2008;3146
4136;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2009;3352
4137;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2010;3363
4138;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2011;3622
4139;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2012;3556
4140;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2013;3780
4141;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2014;4064
4142;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2015;4014
4143;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2016;4274
4144;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2017;4436
4145;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2018;4700
4146;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2019;5072
4147;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2020;5449
4148;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2021;5578
4149;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2022;5733
4150;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;1998;984
4151;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;1999;1048
4152;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2000;1163
4153;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2001;1286
4154;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2002;1475
4155;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2003;1622
4156;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2004;1831
4157;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2005;1816
4158;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2006;1893
4159;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2007;2049
4160;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2008;2128
4161;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2009;2205
4162;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2010;2300
4163;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2011;2450
4164;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2012;2535
4165;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2013;2391
4166;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2014;2444
4167;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2015;2414
4168;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2016;2532
4169;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2017;2622
4170;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2018;2688
4171;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2019;2722
4172;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2020;2420
4173;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2021;2678
4174;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2022;2746
4175;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;1998;446
4176;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;1999;462
4177;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2000;498
4178;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2001;527
4179;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2002;573
4180;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2003;610
4181;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2004;639
4182;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2005;668
4183;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2006;714
4184;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2007;818
4185;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2008;903
4186;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2009;922
4187;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2010;933
4188;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2011;976
4189;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2012;980
4190;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2013;1058
4191;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2014;1035
4192;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2015;1077
4193;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2016;1099
4194;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2017;1138
4195;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2018;1136
4196;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2019;1133
4197;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2020;1048
4198;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2021;1079
4199;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2022;1124
4200;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;1998;20
4201;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;1999;24
4202;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2000;27
4203;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2001;32
4204;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2002;35
4205;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2003;35
4206;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2004;37
4207;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2005;37
4208;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2006;38
4209;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2007;39
4210;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2008;40
4211;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2009;42
4212;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2010;42
4213;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2011;41
4214;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2012;43
4215;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2013;43
4216;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2014;43
4217;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2015;225
4218;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2016;231
4219;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2017;235
4220;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2018;246
4221;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2019;285
4222;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2020;378
4223;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2021;396
4224;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2022;414
4225;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;1998;0
4226;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;1999;0
4227;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2000;0
4228;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2001;0
4229;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2002;0
4230;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2003;0
4231;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2004;0
4232;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2005;0
4233;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2006;0
4234;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2007;0
4235;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2008;0
4236;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2009;0
4237;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2010;0
4238;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2011;0
4239;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2012;0
4240;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2013;0
4241;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2014;0
4242;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2015;0
4243;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2016;0
4244;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2017;0
4245;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2018;0
4246;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2019;0
4247;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2020;0
4248;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2021;0
4249;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2022;0
4250;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;1998;0
4251;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;1999;0
4252;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2000;0
4253;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2001;0
4254;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2002;0
4255;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2003;0
4256;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2004;0
4257;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2005;0
4258;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2006;0
4259;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2007;0
4260;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2008;0
4261;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2009;0
4262;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2010;0
4263;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2011;0
4264;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2012;0
4265;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2013;0
4266;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2014;0
4267;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2015;0
4268;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2016;0
4269;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2017;0
4270;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2018;0
4271;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2019;0
4272;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2020;0
4273;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2021;0
4274;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2022;0
4275;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;1998;0
4276;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;1999;0
4277;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2000;0
4278;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2001;0
4279;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2002;0
4280;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2003;0
4281;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2004;0
4282;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2005;0
4283;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2006;0
4284;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2007;0
4285;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2008;0
4286;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2009;0
4287;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2010;0
4288;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2011;0
4289;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2012;0
4290;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2013;0
4291;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2014;0
4292;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2015;0
4293;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2016;0
4294;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2017;0
4295;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2018;0
4296;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2019;0
4297;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2020;0
4298;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2021;0
4299;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2022;0
4300;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;1998;0
4301;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;1999;0
4302;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2000;0
4303;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2001;0
4304;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2002;0
4305;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2003;0
4306;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2004;0
4307;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2005;0
4308;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2006;0
4309;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2007;0
4310;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2008;0
4311;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2009;0
4312;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2010;0
4313;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2011;0
4314;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2012;0
4315;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2013;0
4316;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2014;0
4317;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2015;0
4318;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2016;0
4319;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2017;0
4320;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2018;0
4321;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2019;0
4322;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2020;0
4323;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2021;0
4324;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2022;0
4325;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;1998;0
4326;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;1999;0
4327;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2000;0
4328;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2001;0
4329;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2002;0
4330;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2003;0
4331;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2004;0
4332;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2005;0
4333;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2006;0
4334;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2007;0
4335;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2008;0
4336;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2009;0
4337;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2010;0
4338;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2011;0
4339;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2012;0
4340;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2013;0
4341;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2014;0
4342;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2015;0
4343;HC13: Polikl./ambulante geneesk. zorg;HP51: Leveranciers geneesmiddelen;2016;0
