ID;SBI93;Perioden;Productie_1;GemiddeldeDagproductie_2;DagproductieSeizoengecorrigeerd_3;OntwikkelingProductie_4;OntwikkelingGemiddeldeDagproductie_5;OntwikkelingSeizoengecorDagproductie_6;KortetermijnOntwikkelingGemDag_7;KortetermijnOntwikkelingSeizGecor_8;TotaleOmzet_9;OmzetBinnenland_10;OmzetBuitenland_11;TotaleOrderontvangst_12;OrderontvangstBinnenland_13;OrderontvangstBuitenland_14
7486;DI: Bouwmaterialenindustrie;2001 juni;113.9;115.4;;4.0;2.4;;;;113.9;117.2;101.1;;;
7487;DI: Bouwmaterialenindustrie;2001 2e kwartaal;109.2;109.2;99.2;0.6;0.9;-2.7;;;110.3;113.1;99.5;;;
7488;DI: Bouwmaterialenindustrie;2001 juli;88.9;95.3;;5.5;5.7;;;;89.0;88.1;92.5;;;
7489;DI: Bouwmaterialenindustrie;2001 augustus;83.6;77.1;;1.1;-3.1;;;;83.3;80.9;93.0;;;
7490;DI: Bouwmaterialenindustrie;2001 september;104.6;108.5;;-4.5;-1.0;;;;106.0;107.3;101.2;;;
7491;DI: Bouwmaterialenindustrie;2001 3e kwartaal;92.4;93.7;99.8;0.3;0.5;0.6;;;92.8;92.1;95.6;;;
7492;DI: Bouwmaterialenindustrie;2001 oktober;118.2;113.9;;6.1;-0.1;;;;121.0;124.4;108.0;;;
7493;DI: Bouwmaterialenindustrie;2001 november;113.8;111.2;;1.5;0.9;;;;113.8;118.2;96.4;;;
7494;DI: Bouwmaterialenindustrie;2001 december;81.5;86.5;;-11.0;-10.8;;;;80.0;82.7;69.4;;;
7495;DI: Bouwmaterialenindustrie;2001 4e kwartaal;104.5;103.9;100.6;-0.5;-3.0;0.7;;;104.9;108.4;91.3;;;
7496;DI: Bouwmaterialenindustrie;2001;100.4;100.4;100.4;0.4;0.4;0.4;;;100.6;102.0;95.0;;;
7497;DI: Bouwmaterialenindustrie;2002 januari;78.5;76.5;;-5.9;-5.6;;;;80.1;81.1;76.0;;;
7498;DI: Bouwmaterialenindustrie;2002 februari;87.1;88.6;;-7.0;-7.0;;;;89.8;93.0;77.1;;;
7499;DI: Bouwmaterialenindustrie;2002 maart;99.8;102.4;;-8.8;-5.3;;;;104.3;108.6;87.4;;;
7500;DI: Bouwmaterialenindustrie;2002 1e kwartaal;88.5;89.2;96.0;-7.3;-6.0;-4.5;;;91.4;94.2;80.2;;;
7501;DI: Bouwmaterialenindustrie;2002 april;99.3;98.8;;-1.4;-5.7;;;;103.5;108.1;85.5;;;
7502;DI: Bouwmaterialenindustrie;2002 mei;101.3;98.4;;-10.5;-8.5;;;;109.5;115.4;86.6;;;
7503;DI: Bouwmaterialenindustrie;2002 juni;107.9;111.7;;-5.2;-3.2;;;;109.7;116.2;84.2;;;
7504;DI: Bouwmaterialenindustrie;2002 2e kwartaal;102.8;103.0;93.6;-5.9;-5.7;-2.5;;;107.6;113.2;85.4;;;
7505;DI: Bouwmaterialenindustrie;2002 juli;88.2;90.4;;-0.9;-5.2;;;;90.8;92.4;84.9;;;
7506;DI: Bouwmaterialenindustrie;2002 augustus;80.5;76.2;;-3.8;-1.2;;;;81.1;82.0;77.7;;;
7507;DI: Bouwmaterialenindustrie;2002 september;103.7;105.0;;-0.9;-3.3;;;;109.4;114.4;89.8;;;
7508;DI: Bouwmaterialenindustrie;2002 3e kwartaal;90.8;90.5;97.1;-1.8;-3.4;3.7;;;93.8;96.3;84.1;;;
7509;DI: Bouwmaterialenindustrie;2002 oktober;114.6;110.7;;-3.0;-2.8;;;;119.6;124.7;99.3;;;
7510;DI: Bouwmaterialenindustrie;2002 november;105.6;105.4;;-7.2;-5.2;;;;107.2;113.0;84.3;;;
7511;DI: Bouwmaterialenindustrie;2002 december;71.0;73.4;;-12.9;-15.2;;;;70.1;72.2;61.8;;;
7512;DI: Bouwmaterialenindustrie;2002 4e kwartaal;97.1;96.5;92.4;-7.1;-7.1;-4.8;;;99.0;103.3;81.8;;;
7513;DI: Bouwmaterialenindustrie;2002;94.8;94.8;94.8;-5.6;-5.6;-5.6;;;97.9;101.8;82.9;;;
7514;DI: Bouwmaterialenindustrie;2003 januari;74.1;71.7;;-5.6;-6.3;;;;77.3;78.8;71.1;;;
7515;DI: Bouwmaterialenindustrie;2003 februari;78.5;79.8;;-10.0;-10.0;;;;81.4;84.0;71.2;;;
7516;DI: Bouwmaterialenindustrie;2003 maart;94.9;98.4;;-4.9;-3.9;;;;100.8;108.4;70.9;;;
7517;DI: Bouwmaterialenindustrie;2003 1e kwartaal;82.5;83.3;89.6;-6.8;-6.6;-3.0;;;86.5;90.4;71.1;;;
7518;DI: Bouwmaterialenindustrie;2003 april;98.3;96.7;;-0.9;-2.1;;;;104.7;112.4;74.5;;;
7519;DI: Bouwmaterialenindustrie;2003 mei;94.2;92.2;;-7.0;-6.3;;;;103.3;110.1;76.6;;;
7520;DI: Bouwmaterialenindustrie;2003 juni;101.4;106.3;;-6.0;-4.8;;;;104.6;110.6;81.1;;;
7521;DI: Bouwmaterialenindustrie;2003 2e kwartaal;98.0;98.4;89.7;-4.7;-4.4;0.0;;;104.2;111.0;77.4;;;
7522;DI: Bouwmaterialenindustrie;2003 juli;78.7;80.1;;-10.7;-11.3;;;;83.2;84.1;79.5;;;
7523;DI: Bouwmaterialenindustrie;2003 augustus;69.9;69.0;;-13.1;-9.5;;;;70.9;71.2;69.8;;;
7524;DI: Bouwmaterialenindustrie;2003 september;101.1;98.1;;-2.4;-6.6;;;;106.7;111.6;87.3;;;
7525;DI: Bouwmaterialenindustrie;2003 3e kwartaal;83.3;82.4;88.5;-8.3;-9.0;-1.2;;;86.9;89.0;78.9;;;
7526;DI: Bouwmaterialenindustrie;2003 oktober;103.1;98.9;;-10.0;-10.7;;;;107.9;111.8;92.7;;;
7527;DI: Bouwmaterialenindustrie;2003 november;93.9;98.6;;-11.1;-6.4;;;;95.8;99.8;80.5;;;
7528;DI: Bouwmaterialenindustrie;2003 december;75.4;73.9;;6.1;0.7;;;;73.6;75.2;67.5;;;
7529;DI: Bouwmaterialenindustrie;2003 4e kwartaal;90.8;90.4;86.7;-6.5;-6.3;-2.1;;;92.4;95.6;80.2;;;
7530;DI: Bouwmaterialenindustrie;2003;88.6;88.6;88.6;-6.5;-6.5;-6.5;;;92.5;96.5;76.9;;;
7531;DI: Bouwmaterialenindustrie;2004 januari;79.1;80.4;;6.7;12.1;;;;74.2;77.0;63.3;;;
7532;DI: Bouwmaterialenindustrie;2004 februari;85.5;83.9;;8.9;5.2;;;;78.8;81.7;67.6;;;
7533;DI: Bouwmaterialenindustrie;2004 maart;104.5;101.6;;10.2;3.2;;;;101.2;105.7;83.4;;;
7534;DI: Bouwmaterialenindustrie;2004 1e kwartaal;89.7;88.6;95.7;8.7;6.4;10.4;;;84.7;88.1;71.4;;;
7535;DI: Bouwmaterialenindustrie;2004 april;101.5;101.9;;3.2;5.4;;;;99.0;102.9;83.7;;;
7536;DI: Bouwmaterialenindustrie;2004 mei;92.8;99.5;;-1.5;7.9;;;;93.4;98.1;74.7;;;
7537;DI: Bouwmaterialenindustrie;2004 juni;114.7;111.2;;13.1;4.6;;;;110.9;116.7;88.1;;;
7538;DI: Bouwmaterialenindustrie;2004 2e kwartaal;103.0;104.2;95.0;5.1;5.9;-0.8;;;101.1;105.9;82.2;;;
7539;DI: Bouwmaterialenindustrie;2004 juli;89.3;85.6;;13.4;6.8;;;;85.8;88.9;73.9;;;
7540;DI: Bouwmaterialenindustrie;2004 augustus;66.8;70.9;;-4.5;2.8;;;;63.2;61.4;69.9;;;
7541;DI: Bouwmaterialenindustrie;2004 september;105.6;106.7;;4.5;8.8;;;;105.2;108.8;91.0;;;
7542;DI: Bouwmaterialenindustrie;2004 3e kwartaal;87.2;87.7;94.2;4.8;6.5;-0.8;;;84.7;86.4;78.3;;;
7543;DI: Bouwmaterialenindustrie;2004 oktober;103.4;108.3;;0.3;9.6;;;;101.2;104.8;87.5;;;
7544;DI: Bouwmaterialenindustrie;2004 november;108.5;108.0;;15.6;9.5;;;;103.4;107.6;87.1;;;
7545;DI: Bouwmaterialenindustrie;2004 december;93.0;86.7;;23.3;17.4;;;;88.2;90.7;78.2;;;
7546;DI: Bouwmaterialenindustrie;2004 4e kwartaal;101.6;101.0;96.7;11.9;11.7;2.7;;;97.6;101.0;84.3;;;
7547;DI: Bouwmaterialenindustrie;2004;95.4;95.4;95.4;7.6;7.6;7.6;;;92.0;95.4;79.0;;;
7548;DI: Bouwmaterialenindustrie;2005 januari;73.9;76.2;;-6.5;-5.3;;;;70.1;69.0;74.7;;;
7549;DI: Bouwmaterialenindustrie;2005 februari;85.6;87.0;;0.1;3.6;;;;79.7;81.6;72.4;;;
7550;DI: Bouwmaterialenindustrie;2005 maart;91.9;90.5;;-12.1;-10.9;;;;88.0;90.5;78.2;;;
7551;DI: Bouwmaterialenindustrie;2005 1e kwartaal;83.8;84.5;90.9;-6.6;-4.6;-6.0;;;79.3;80.4;75.1;;;
7552;DI: Bouwmaterialenindustrie;2005 april;104.4;102.4;;2.9;0.5;;;;103.1;107.6;85.2;;;
7553;DI: Bouwmaterialenindustrie;2005 mei;98.1;100.1;;5.8;0.7;;;;98.6;103.2;80.3;;;
7554;DI: Bouwmaterialenindustrie;2005 juni;120.1;116.2;;4.7;4.6;;;;116.2;122.0;93.4;;;
7555;DI: Bouwmaterialenindustrie;2005 2e kwartaal;107.5;106.3;97.6;4.4;2.0;7.4;;;106.0;110.9;86.3;;;
7556;DI: Bouwmaterialenindustrie;2005 juli;87.4;85.7;;-2.2;0.2;;;;84.5;87.3;73.6;;;
7557;DI: Bouwmaterialenindustrie;2005 augustus;73.0;74.6;;9.3;5.1;;;;69.3;68.0;74.2;;;
7558;DI: Bouwmaterialenindustrie;2005 september;107.5;107.2;;1.7;0.4;;;;107.4;110.8;94.1;;;
7559;DI: Bouwmaterialenindustrie;2005 3e kwartaal;89.3;89.1;96.4;2.3;1.6;-1.3;;;87.1;88.7;80.6;;;
7560;DI: Bouwmaterialenindustrie;2005 oktober;107.1;112.3;;3.6;3.7;;;;104.2;107.6;90.9;;;
7561;DI: Bouwmaterialenindustrie;2005 november;114.8;111.5;;5.8;3.3;;;;110.0;114.1;93.9;;;
7562;DI: Bouwmaterialenindustrie;2005 december;94.4;94.5;;1.5;9.0;;;;90.7;92.6;83.0;;;
7563;DI: Bouwmaterialenindustrie;2005 4e kwartaal;105.4;106.1;101.1;3.7;5.1;4.9;;;101.6;104.8;89.3;;;
7564;DI: Bouwmaterialenindustrie;2005;96.5;96.5;96.5;1.2;1.2;1.2;;;93.5;96.2;82.8;;;
7565;DI: Bouwmaterialenindustrie;2006 januari;75.9;75.1;;2.7;-1.4;;;;73.5;72.4;77.8;;;
7566;DI: Bouwmaterialenindustrie;2006 februari;89.6;90.7;;4.7;4.3;;;;89.7;92.4;79.3;;;
7567;DI: Bouwmaterialenindustrie;2006 maart;104.9;101.1;;14.1;11.7;;;;107.5;111.0;94.0;;;
7568;DI: Bouwmaterialenindustrie;2006 1e kwartaal;90.1;89.0;95.2;7.6;5.2;-5.9;;;90.2;91.9;83.7;;;
7569;DI: Bouwmaterialenindustrie;2006 april;98.8;102.4;;-5.3;0.0;;;;104.4;109.5;84.1;;;
7570;DI: Bouwmaterialenindustrie;2006 mei;107.6;102.3;;9.7;2.1;;;;116.6;120.8;100.5;;;
7571;DI: Bouwmaterialenindustrie;2006 juni;116.5;116.2;;-3.0;-0.1;;;;119.5;124.3;100.8;;;
7572;DI: Bouwmaterialenindustrie;2006 2e kwartaal;107.6;107.0;98.6;0.1;0.7;3.6;;;113.5;118.2;95.1;;;
7573;DI: Bouwmaterialenindustrie;2006 juli;83.8;88.2;;-4.1;2.9;;;;87.9;88.3;86.6;;;
7574;DI: Bouwmaterialenindustrie;2006 augustus;79.5;76.0;;9.0;2.0;;;;84.6;82.8;91.4;;;
7575;DI: Bouwmaterialenindustrie;2006 september;112.0;113.6;;4.2;6.0;;;;122.8;125.6;111.8;;;
7576;DI: Bouwmaterialenindustrie;2006 3e kwartaal;91.8;92.6;100.1;2.8;3.9;1.5;;;98.4;98.9;96.6;;;
7577;DI: Bouwmaterialenindustrie;2006 oktober;118.2;118.9;;10.3;5.9;;;;128.3;133.5;107.6;;;
7578;DI: Bouwmaterialenindustrie;2006 november;117.8;115.0;;2.6;3.1;;;;124.6;128.4;109.9;;;
7579;DI: Bouwmaterialenindustrie;2006 december;92.5;97.7;;-2.0;3.4;;;;97.0;99.1;88.8;;;
7580;DI: Bouwmaterialenindustrie;2006 4e kwartaal;109.5;110.5;105.2;3.9;4.2;5.2;;;116.6;120.3;102.1;;;
7581;DI: Bouwmaterialenindustrie;2006;99.8;99.8;99.8;3.4;3.4;3.4;;;104.7;107.3;94.4;;;
7582;DI: Bouwmaterialenindustrie;2007 januari;85.0;82.3;;11.9;9.6;;;;89.9;89.4;91.9;;;
7583;DI: Bouwmaterialenindustrie;2007 februari;92.3;93.3;;3.1;2.9;;;;98.4;99.6;93.5;;;
7584;DI: Bouwmaterialenindustrie;2007 maart;104.9;105.1;;0.0;3.9;;;;117.3;119.1;110.4;;;
7585;DI: Bouwmaterialenindustrie;2007 1e kwartaal;94.1;93.6;100.2;4.4;5.2;-4.8;;;101.9;102.7;98.6;;;
7586;DI: Bouwmaterialenindustrie;2007 april;98.6;101.6;;-0.2;-0.8;;;;110.6;114.5;95.1;;;
7587;DI: Bouwmaterialenindustrie;2007 mei;106.5;103.3;;-1.1;1.0;;;;122.7;123.9;117.8;;;
7588;DI: Bouwmaterialenindustrie;2007 juni;112.9;113.0;;-3.0;-2.7;;;;126.7;127.6;123.1;;;
7589;DI: Bouwmaterialenindustrie;2007 2e kwartaal;106.0;106.0;97.8;-1.5;-0.9;-2.3;;;120.0;122.0;112.0;;;
7590;DI: Bouwmaterialenindustrie;2007 juli;88.8;95.8;;6.0;8.6;;;;97.9;96.8;101.9;;;
7591;DI: Bouwmaterialenindustrie;2007 augustus;83.1;75.5;;4.5;-0.7;;;;91.2;86.8;108.4;;;
7592;DI: Bouwmaterialenindustrie;2007 september;99.6;103.4;;-11.1;-9.0;;;;116.8;117.7;113.1;;;
7593;DI: Bouwmaterialenindustrie;2007 3e kwartaal;90.5;91.6;99.0;-1.4;-1.1;1.2;;;102.0;100.4;107.8;;;
7594;DI: Bouwmaterialenindustrie;2007 oktober;116.4;111.9;;-1.5;-5.9;;;;133.7;137.9;117.2;;;
7595;DI: Bouwmaterialenindustrie;2007 november;116.6;114.6;;-1.1;-0.3;;;;129.9;132.5;120.0;;;
7596;DI: Bouwmaterialenindustrie;2007 december;83.1;87.9;;-10.2;-10.0;;;;95.6;96.7;91.4;;;
7597;DI: Bouwmaterialenindustrie;2007 4e kwartaal;105.4;104.8;98.9;-3.8;-5.2;-0.2;;;119.7;122.4;109.5;;;
7598;DI: Bouwmaterialenindustrie;2007;99.0;99.0;99.0;-0.8;-0.8;-0.8;;;110.9;111.9;107.0;;;
7599;DI: Bouwmaterialenindustrie;2008 januari;89.7;87.3;;5.6;6.1;;;;98.2;99.0;95.1;;;
7600;DI: Bouwmaterialenindustrie;2008 februari;101.4;96.7;;9.8;3.6;;;;112.5;114.0;106.3;;;
7601;DI: Bouwmaterialenindustrie;2008 maart;100.5;107.6;;-4.1;2.4;;;;115.5;118.6;103.3;;;
7602;DI: Bouwmaterialenindustrie;2008 1e kwartaal;97.2;97.2;104.3;3.4;3.9;5.5;;;108.7;110.5;101.6;;;
7603;DI: Bouwmaterialenindustrie;2008 april;108.1;103.7;;9.6;2.0;;;;125.0;128.9;109.6;;;
7604;DI: Bouwmaterialenindustrie;2008 mei;103.4;105.8;;-2.9;2.4;;;;122.6;126.5;107.2;;;
7605;DI: Bouwmaterialenindustrie;2008 juni;117.0;118.5;;3.6;4.8;;;;131.2;135.3;115.2;;;
7606;DI: Bouwmaterialenindustrie;2008 2e kwartaal;109.5;109.3;100.2;3.3;3.1;-3.9;;;126.3;130.2;110.7;;;
7607;DI: Bouwmaterialenindustrie;2008 juli;87.2;93.4;;-1.8;-2.5;;;;100.6;98.3;109.4;;;
7608;DI: Bouwmaterialenindustrie;2008 augustus;79.2;75.5;;-4.6;-0.1;;;;90.2;89.2;94.5;;;
7609;DI: Bouwmaterialenindustrie;2008 september;112.2;109.4;;12.6;5.7;;;;135.0;138.4;121.9;;;
7610;DI: Bouwmaterialenindustrie;2008 3e kwartaal;92.9;92.7;100.4;2.6;1.3;0.3;;;108.6;108.6;108.6;;;
7611;DI: Bouwmaterialenindustrie;2008 oktober;114.7;111.5;;-1.5;-0.4;;;;134.6;140.2;112.9;;;
7612;DI: Bouwmaterialenindustrie;2008 november;105.5;111.2;;-9.5;-2.9;;;;117.9;123.1;97.8;;;
7613;DI: Bouwmaterialenindustrie;2008 december;85.0;83.4;;2.3;-5.1;;;;98.2;101.7;84.3;;;
7614;DI: Bouwmaterialenindustrie;2008 4e kwartaal;101.7;102.0;96.4;-3.4;-2.6;-4.0;;;116.9;121.7;98.3;;;
7615;DI: Bouwmaterialenindustrie;2008;100.3;100.3;100.3;1.4;1.4;1.4;;;115.1;117.8;104.8;;;
7616;3600a Verv.meubels,ov.ind,voorber recycl;1995 januari;81.2;79.9;;;;;;;62.1;60.3;67.2;75.9;71.3;98.2
7617;3600a Verv.meubels,ov.ind,voorber recycl;1995 februari;76.2;76.3;;;;;;;62.3;59.0;71.4;74.6;68.0;106.7
7618;3600a Verv.meubels,ov.ind,voorber recycl;1995 maart;89.5;85.4;;;;;;;76.1;73.8;82.5;78.4;76.1;89.5
7619;3600a Verv.meubels,ov.ind,voorber recycl;1995 1e kwartaal;82.3;80.5;81.2;;;;;;66.8;64.4;73.7;76.3;71.8;98.1
7620;3600a Verv.meubels,ov.ind,voorber recycl;1995 april;72.9;75.8;;;;;;;64.0;61.4;71.3;67.6;63.0;90.3
7621;3600a Verv.meubels,ov.ind,voorber recycl;1995 mei;80.6;76.3;;;;;;;69.2;66.2;77.8;73.3;68.3;97.6
7622;3600a Verv.meubels,ov.ind,voorber recycl;1995 juni;79.0;78.9;;;;;;;69.3;67.7;73.7;71.7;68.8;85.3
7623;3600a Verv.meubels,ov.ind,voorber recycl;1995 2e kwartaal;77.5;77.0;77.0;;;-5.1;;;67.5;65.1;74.3;70.9;66.7;91.1
7624;3600a Verv.meubels,ov.ind,voorber recycl;1995 juli;74.6;79.3;;;;;;;53.0;50.8;59.4;57.0;53.3;75.0
7625;3600a Verv.meubels,ov.ind,voorber recycl;1995 augustus;82.6;79.0;;;;;;;54.2;52.2;59.9;60.6;55.1;87.5
7626;3600a Verv.meubels,ov.ind,voorber recycl;1995 september;80.6;82.0;;;;;;;69.8;68.0;74.8;76.1;73.0;90.9
7627;3600a Verv.meubels,ov.ind,voorber recycl;1995 3e kwartaal;79.2;80.1;81.5;;;5.7;;;59.0;57.0;64.7;64.6;60.5;84.5
7628;3600a Verv.meubels,ov.ind,voorber recycl;1995 oktober;84.9;86.0;;;;;;;73.1;73.2;72.7;74.3;73.7;77.2
7629;3600a Verv.meubels,ov.ind,voorber recycl;1995 november;83.9;81.7;;;;;;;73.0;73.4;72.0;82.9;73.6;128.1
7630;3600a Verv.meubels,ov.ind,voorber recycl;1995 december;72.4;77.7;;;;;;;61.3;61.9;59.5;69.0;64.2;92.3
7631;3600a Verv.meubels,ov.ind,voorber recycl;1995 4e kwartaal;80.4;81.8;79.7;;;-2.1;;;69.1;69.5;68.1;75.4;70.5;99.2
7632;3600a Verv.meubels,ov.ind,voorber recycl;1995;79.9;79.9;79.9;;;;;;65.6;64.0;70.2;71.8;67.4;93.2
7633;3600a Verv.meubels,ov.ind,voorber recycl;1996 januari;82.9;81.0;;2.0;1.4;;;;66.3;64.1;72.5;81.0;74.3;113.6
7634;3600a Verv.meubels,ov.ind,voorber recycl;1996 februari;81.9;80.6;;7.5;5.6;;;;69.3;66.3;77.7;72.6;67.8;96.2
7635;3600a Verv.meubels,ov.ind,voorber recycl;1996 maart;85.4;88.4;;-4.7;3.5;;;;75.5;73.3;81.6;77.0;73.2;95.2
7636;3600a Verv.meubels,ov.ind,voorber recycl;1996 1e kwartaal;83.4;83.3;83.6;1.3;3.5;4.9;;;70.4;67.9;77.3;76.9;71.8;101.7
7637;3600a Verv.meubels,ov.ind,voorber recycl;1996 april;78.8;78.8;;8.0;3.9;;;;69.7;68.4;73.3;74.2;72.4;83.3
7638;3600a Verv.meubels,ov.ind,voorber recycl;1996 mei;83.7;81.7;;4.0;7.0;;;;74.3;72.2;80.2;86.8;77.5;131.8
7639;3600a Verv.meubels,ov.ind,voorber recycl;1996 juni;79.6;82.6;;0.8;4.7;;;;74.0;74.0;74.1;82.9;79.2;100.7
7640;3600a Verv.meubels,ov.ind,voorber recycl;1996 2e kwartaal;80.7;81.0;81.2;4.1;5.2;-2.9;;;72.7;71.5;75.9;81.3;76.4;105.3
7641;3600a Verv.meubels,ov.ind,voorber recycl;1996 juli;83.6;81.3;;12.2;2.4;;;;62.2;61.1;65.2;78.1;61.8;157.2
7642;3600a Verv.meubels,ov.ind,voorber recycl;1996 augustus;82.2;82.0;;-0.5;3.8;;;;58.7;60.1;54.7;63.9;62.9;69.0
7643;3600a Verv.meubels,ov.ind,voorber recycl;1996 september;84.2;85.8;;4.5;4.6;;;;77.8;77.6;78.6;79.1;76.9;89.3
7644;3600a Verv.meubels,ov.ind,voorber recycl;1996 3e kwartaal;83.4;83.0;84.4;5.2;3.6;3.9;;;66.2;66.3;66.2;73.7;67.2;105.2
7645;3600a Verv.meubels,ov.ind,voorber recycl;1996 oktober;92.7;88.9;;9.1;3.4;;;;84.5;85.0;82.8;92.4;90.1;103.5
7646;3600a Verv.meubels,ov.ind,voorber recycl;1996 november;84.7;85.9;;0.9;5.2;;;;78.6;78.9;77.9;86.7;78.4;126.6
7647;3600a Verv.meubels,ov.ind,voorber recycl;1996 december;78.9;81.5;;9.0;4.9;;;;68.8;69.6;66.6;75.2;70.0;100.2
7648;3600a Verv.meubels,ov.ind,voorber recycl;1996 4e kwartaal;85.4;85.4;83.5;6.2;4.5;-1.1;;;77.3;77.8;75.8;84.8;79.5;110.1
7649;3600a Verv.meubels,ov.ind,voorber recycl;1996;83.2;83.2;83.2;4.2;4.2;4.2;;;71.6;70.9;73.8;79.2;73.7;105.6
7650;3600a Verv.meubels,ov.ind,voorber recycl;1997 januari;86.6;83.9;;4.5;3.6;;;;69.6;68.0;74.2;73.5;73.5;73.3
7651;3600a Verv.meubels,ov.ind,voorber recycl;1997 februari;83.8;83.6;;2.3;3.7;;;;74.4;73.3;77.6;83.4;82.9;85.5
7652;3600a Verv.meubels,ov.ind,voorber recycl;1997 maart;86.1;93.5;;0.9;5.7;;;;78.2;76.3;83.8;82.8;83.6;78.4
7653;3600a Verv.meubels,ov.ind,voorber recycl;1997 1e kwartaal;85.5;87.0;86.9;2.6;4.4;4.0;;;74.1;72.5;78.5;79.9;80.0;79.1
7654;3600a Verv.meubels,ov.ind,voorber recycl;1997 april;89.1;84.8;;13.1;7.7;;;;83.0;82.1;85.3;88.0;86.3;96.3
7655;3600a Verv.meubels,ov.ind,voorber recycl;1997 mei;84.4;86.0;;0.8;5.3;;;;78.2;78.6;77.1;74.2;74.4;73.3
7656;3600a Verv.meubels,ov.ind,voorber recycl;1997 juni;86.6;86.6;;8.8;4.9;;;;82.1;82.2;82.0;80.8;81.2;78.9
7657;3600a Verv.meubels,ov.ind,voorber recycl;1997 2e kwartaal;86.7;85.8;86.3;7.4;5.9;-0.7;;;81.1;81.0;81.5;81.0;80.6;82.8
7658;3600a Verv.meubels,ov.ind,voorber recycl;1997 juli;88.7;84.8;;6.0;4.4;;;;70.4;69.8;72.1;70.7;70.4;72.0
7659;3600a Verv.meubels,ov.ind,voorber recycl;1997 augustus;81.2;85.2;;-1.1;3.9;;;;59.9;59.6;60.7;62.3;63.2;58.0
7660;3600a Verv.meubels,ov.ind,voorber recycl;1997 september;92.3;90.4;;9.6;5.4;;;;87.3;85.4;92.8;88.1;83.3;111.5
7661;3600a Verv.meubels,ov.ind,voorber recycl;1997 3e kwartaal;87.4;86.8;88.3;4.9;4.6;2.3;;;72.5;71.6;75.2;73.7;72.3;80.5
7662;3600a Verv.meubels,ov.ind,voorber recycl;1997 oktober;97.5;93.4;;5.2;5.0;;;;96.6;96.0;98.1;107.1;103.2;126.3
7663;3600a Verv.meubels,ov.ind,voorber recycl;1997 november;85.5;90.4;;1.0;5.2;;;;84.4;86.7;78.0;88.0;83.8;108.5
7664;3600a Verv.meubels,ov.ind,voorber recycl;1997 december;88.1;87.2;;11.8;7.0;;;;82.0;83.8;76.9;82.3;80.5;91.2
7665;3600a Verv.meubels,ov.ind,voorber recycl;1997 4e kwartaal;90.4;90.3;88.5;5.8;5.7;0.3;;;87.7;88.8;84.3;92.5;89.2;108.7
7666;3600a Verv.meubels,ov.ind,voorber recycl;1997;87.5;87.5;87.5;5.2;5.2;5.2;;;78.8;78.5;79.9;81.8;80.5;87.8
7667;3600a Verv.meubels,ov.ind,voorber recycl;1998 januari;88.3;89.8;;2.0;7.0;;;;76.8;75.8;79.6;90.4;88.5;99.8
7668;3600a Verv.meubels,ov.ind,voorber recycl;1998 februari;89.2;89.3;;6.4;6.8;;;;82.9;80.9;88.4;86.3;85.3;91.2
7669;3600a Verv.meubels,ov.ind,voorber recycl;1998 maart;100.1;100.5;;16.2;7.5;;;;97.8;94.0;108.4;93.9;94.3;91.9
7670;3600a Verv.meubels,ov.ind,voorber recycl;1998 1e kwartaal;92.5;93.2;92.7;8.2;7.1;4.7;;;85.8;83.6;92.1;90.2;89.4;94.3
7671;3600a Verv.meubels,ov.ind,voorber recycl;1998 april;90.3;89.7;;1.4;5.7;;;;89.0;89.4;88.0;90.4;88.5;99.4
7672;3600a Verv.meubels,ov.ind,voorber recycl;1998 mei;88.0;90.1;;4.3;4.8;;;;83.1;80.7;90.1;84.2;81.8;96.0
7673;3600a Verv.meubels,ov.ind,voorber recycl;1998 juni;91.4;92.0;;5.6;6.2;;;;89.8;89.1;91.9;90.3;87.9;102.2
7674;3600a Verv.meubels,ov.ind,voorber recycl;1998 2e kwartaal;89.9;90.6;91.3;3.7;5.6;-1.5;;;87.3;86.4;90.0;88.3;86.1;99.2
7675;3600a Verv.meubels,ov.ind,voorber recycl;1998 juli;95.5;90.8;;7.6;7.0;;;;80.4;80.7;79.6;83.8;81.5;94.5
7676;3600a Verv.meubels,ov.ind,voorber recycl;1998 augustus;81.3;86.1;;0.1;1.0;;;;57.3;55.4;62.8;65.8;66.5;62.0
7677;3600a Verv.meubels,ov.ind,voorber recycl;1998 september;96.1;94.4;;4.1;4.4;;;;91.4;92.6;88.0;89.5;91.0;82.0
7678;3600a Verv.meubels,ov.ind,voorber recycl;1998 3e kwartaal;91.0;90.4;92.0;4.0;4.2;0.9;;;76.4;76.2;76.8;79.7;79.7;79.5
7679;3600a Verv.meubels,ov.ind,voorber recycl;1998 oktober;96.8;97.2;;-0.8;4.1;;;;93.5;94.8;89.9;101.1;96.5;123.5
7680;3600a Verv.meubels,ov.ind,voorber recycl;1998 november;92.7;94.9;;8.4;4.9;;;;90.3;93.6;80.9;96.3;92.6;114.3
7681;3600a Verv.meubels,ov.ind,voorber recycl;1998 december;94.0;88.9;;6.6;2.0;;;;84.5;86.7;78.3;89.7;84.4;115.6
7682;3600a Verv.meubels,ov.ind,voorber recycl;1998 4e kwartaal;94.5;93.7;91.9;4.5;3.7;-0.1;;;89.4;91.7;83.0;95.7;91.2;117.8
7683;3600a Verv.meubels,ov.ind,voorber recycl;1998;92.0;92.0;92.0;5.1;5.1;5.1;;;84.7;84.5;85.5;88.5;86.6;97.7
