ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
1826;2007 maart 29-11;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIII    ;emissie             ;26 maart            ;29 maart            ;32.4;4.0;100.0;;55.0;EUR  ;;55
1827;2007 maart 29-12;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIII    ;emissie             ;26 maart            ;29 maart            ;32.4;3.92;100.0;;880.0;EUR  ;;880
1828;2007 maart 29-13;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XIII    ;emissie             ;26 maart            ;29 maart            ;32.4;3.97;100.0;;1752.0;EUR  ;;1752
1829;2007 maart 30-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;19 maart            ;30 maart            ;8.0;0.0;100.0;;225.0;EUR  ;;225
1830;2007 april 02-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;29 maart            ;2 april             ;9.7;3.9;100.08;;10.0;EUR  ;;10
1831;2007 april 02-02;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;5 maart             ;2 april             ;5.0;0.0;100.0;;8.0;EUR  ;;8
1832;2007 april 03-01;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;12.45;100.0;;7.0;EUR  ;;7
1833;2007 april 03-02;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.17;100.0;;14.0;EUR  ;;14
1834;2007 april 03-03;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.77;100.0;;14.0;EUR  ;;14
1835;2007 april 03-04;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;9.95;100.0;;14.0;EUR  ;;14
1836;2007 april 03-05;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.39;100.0;;18.0;EUR  ;;18
1837;2007 april 03-06;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.3;100.0;;24.0;EUR  ;;24
1838;2007 april 03-07;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.13;100.0;;300.0;EUR  ;;300
1839;2007 april 03-08;"Obligatie; Asset Backed Securities                     ";CHAPEL 2007                             ;emissie             ;30 maart            ;3 april             ;59.3;4.1;100.0;;321.0;EUR  ;;321
1840;2007 april 04-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 april             ;4 april             ;1.0;0.0;;;1190.0;EUR  ;4.045;1190
1841;2007 april 04-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 april             ;4 april             ;0.25;0.0;;;2460.0;EUR  ;3.815;2460
1842;2007 april 04-03;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;2 april             ;4 april             ;5.0;4.13;99.97;;4000.0;EUR  ;4.132;3999
1843;2007 april 04-04;"Obligatie; Overige Obligaties                          ";van Lanschot Bankiers                   ;emissie             ;4 april             ;4 april             ;4.7;0.0;101.0;;5.0;EUR  ;;5
1844;2007 april 11-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;7 maart             ;11 april            ;5.0;0.0;100.0;;20.0;EUR  ;;20
1845;2007 april 12-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;19 maart            ;12 april            ;1.0;11.5;101.0;;25.0;EUR  ;;25
1846;2007 april 12-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;12 maart            ;12 april            ;5.0;0.0;100.0;;50.0;EUR  ;;50
1847;2007 april 12-03;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;12 maart            ;12 april            ;5.0;0.0;100.0;;50.0;EUR  ;;50
1848;2007 april 17-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;13 april            ;17 april            ;10.3;3.88;99.92;;150.0;EUR  ;;150
1849;2007 april 18-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;16 april            ;18 april            ;0.3;0.0;;;1050.0;EUR  ;3.865;1050
1850;2007 april 18-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;16 april            ;18 april            ;0.6;0.0;;;1280.0;EUR  ;4.03;1280
1851;2007 april 19-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;12 maart            ;19 april            ;6.0;0.0;101.0;;350.0;EUR  ;;354
1852;2007 april 20-01;"Obligatie; Asset Backed Securities                     ";Vesteda Residential Funding II          ;emissie             ;18 april            ;20 april            ;10.3;4.11;100.0;;350.0;EUR  ;;350
1853;2007 april 20-02;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;26 maart            ;20 april            ;4.0;0.0;101.0;;25.0;EUR  ;;25
1854;2007 mei 03-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;1 mei               ;3 mei               ;15.0;5.1;100.0;;100.0;EUR  ;;100
1855;2007 mei 04-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;16 april            ;4 mei               ;1.0;10.0;101.0;;25.0;EUR  ;;25
1856;2007 mei 04-02;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;16 april            ;4 mei               ;2.0;10.5;102.0;;25.0;EUR  ;;26
1857;2007 mei 04-03;"Obligatie; Overige Obligaties                          ";BNP Paribas Arbitrage Issuance          ;emissie             ;4 april             ;4 mei               ;6.0;0.0;100.0;;4.0;EUR  ;;4
1858;2007 mei 07-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;4 april             ;7 mei               ;5.0;0.0;101.0;;40.0;EUR  ;;40
1859;2007 mei 09-01;"Obligatie; Overige Obligaties                          ";Rabo Securities                         ;emissie             ;2 april             ;9 mei               ;7.0;0.0;100.0;;20.0;EUR  ;;20
1860;2007 mei 09-02;"Obligatie; Overige Obligaties                          ";Rabo Securities                         ;emissie             ;10 april            ;9 mei               ;5.0;0.0;101.0;;5.0;EUR  ;;5
1861;2007 mei 10-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;8 mei               ;10 mei              ;0.47;0.0;;;1300.0;EUR  ;4.0;1300
1862;2007 mei 10-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;8 mei               ;10 mei              ;0.27;0.0;;;1100.0;EUR  ;3.89;1100
1863;2007 mei 10-03;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;16 april            ;10 mei              ;4.0;0.0;100.0;;12.0;EUR  ;;12
1864;2007 mei 10-04;Aandelen                                               ;Intereffekt India Warrants              ;emissie             ;10 april            ;10 mei              ;;;;2.5;;     ;;34
1865;2007 mei 11-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;8 mei               ;11 mei              ;29.6;4.0;93.39;;2758.0;EUR  ;4.402;2576
1866;2007 mei 11-02;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Highgrade Exp. 2007-1    ;emissie             ;9 mei               ;11 mei              ;9.9;4.25;100.0;;75.0;EUR  ;;75
1867;2007 mei 11-03;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Highgrade Exp. 2007-1    ;emissie             ;9 mei               ;11 mei              ;9.9;4.88;100.0;;75.0;EUR  ;;75
1868;2007 mei 11-04;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Highgrade Exp. 2007-1    ;emissie             ;9 mei               ;11 mei              ;9.9;6.83;100.0;;90.0;EUR  ;;90
1869;2007 mei 11-05;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Highgrade Exp. 2007-1    ;emissie             ;9 mei               ;11 mei              ;9.9;4.43;100.0;;115.0;EUR  ;;115
1870;2007 mei 11-06;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Highgrade Exp. 2007-1    ;emissie             ;9 mei               ;11 mei              ;9.9;4.16;100.0;;445.0;EUR  ;;445
1871;2007 mei 14-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;10 mei              ;14 mei              ;25.0;4.53;100.0;;100.0;EUR  ;4.525;100
1872;2007 mei 14-02;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;11 april            ;14 mei              ;5.0;0.0;100.0;;60.0;EUR  ;;60
1873;2007 mei 18-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;23 april            ;18 mei              ;5.0;0.0;100.0;;20.0;EUR  ;;20
1874;2007 mei 23-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 mei              ;23 mei              ;0.84;0.0;;;1070.0;EUR  ;4.204;1070
1875;2007 mei 23-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 mei              ;23 mei              ;0.84;0.0;;;1990.0;EUR  ;3.965;1990
1876;2007 mei 23-03;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;2 mei               ;23 mei              ;1.0;13.0;101.0;;5.0;EUR  ;;5
1877;2007 mei 23-04;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;2 mei               ;23 mei              ;1.0;10.0;101.0;;5.0;EUR  ;;5
1878;2007 mei 23-05;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;23 april            ;23 mei              ;5.0;0.0;100.0;;20.0;EUR  ;;20
1879;2007 mei 23-06;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;23 april            ;23 mei              ;4.0;0.0;100.0;;30.0;EUR  ;;30
1880;2007 mei 24-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;23 april            ;24 mei              ;5.0;0.0;100.0;;50.0;EUR  ;;50
1881;2007 mei 24-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;2 mei               ;24 mei              ;4.0;0.0;101.0;;30.0;EUR  ;;30
1882;2007 mei 25-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;25 mei              ;25 mei              ;6.8;0.0;100.0;;50.0;EUR  ;;50
1883;2007 mei 29-01;"Obligatie; Euro Obligaties                             ";Koninklijke KPN                         ;emissie             ;24 mei              ;29 mei              ;7.0;4.75;98.57;;650.0;EUR  ;4.997;641
1884;2007 mei 29-02;"Obligatie; Euro Obligaties                             ";Unilever                                ;emissie             ;25 mei              ;29 mei              ;2.0;4.15;100.0;;750.0;EUR  ;;750
1885;2007 mei 31-01;"Obligatie; Euro Obligaties                             ";ING Bank                                ;emissie             ;29 mei              ;31 mei              ;10.0;4.75;99.63;;1750.0;EUR  ;4.798;1743
1886;2007 mei 31-02;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;1 mei               ;31 mei              ;6.0;0.0;100.0;;25.0;EUR  ;;25
1887;2007 mei 31-03;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;1 mei               ;31 mei              ;7.0;0.0;100.0;;25.0;EUR  ;;25
1888;2007 mei 31-04;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;1 mei               ;31 mei              ;6.0;0.0;100.0;;25.0;EUR  ;;25
1889;2007 mei 31-05;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;31 mei              ;31 mei              ;6.0;0.0;100.0;;10.0;EUR  ;;10
1890;2007 juni 01-01;"Obligatie; Asset Backed Securities                     ";CITADEL 2007-1                          ;emissie             ;31 mei              ;1 juni              ;42.1;5.76;100.0;;22.0;EUR  ;;22
1891;2007 juni 01-02;"Obligatie; Asset Backed Securities                     ";CITADEL 2007-1                          ;emissie             ;31 mei              ;1 juni              ;42.1;4.66;100.0;;36.0;EUR  ;;36
1892;2007 juni 01-03;"Obligatie; Asset Backed Securities                     ";CITADEL 2007-1                          ;emissie             ;31 mei              ;1 juni              ;42.1;4.31;100.0;;108.0;EUR  ;;108
1893;2007 juni 01-04;"Obligatie; Asset Backed Securities                     ";CITADEL 2007-1                          ;emissie             ;31 mei              ;1 juni              ;42.1;4.21;100.0;;1300.0;EUR  ;;1300
1894;2007 juni 04-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;30 april            ;4 juni              ;10.0;4.51;100.0;;250.0;EUR  ;;250
1895;2007 juni 05-01;"Obligatie; Reverse Convertible Bonds                   ";ING Bank                                ;emissie             ;10 mei              ;5 juni              ;1.0;9.25;101.0;;3.0;EUR  ;;3
1896;2007 juni 06-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 juni              ;6 juni              ;0.5;0.0;;;1690.0;EUR  ;4.1;1690
1897;2007 juni 06-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 juni              ;6 juni              ;0.25;0.0;;;2460.0;EUR  ;3.98;2460
1898;2007 juni 06-03;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;6 juni              ;6 juni              ;15.0;4.75;99.65;;2000.0;EUR  ;4.783;1993
1899;2007 juni 06-04;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;23 april            ;6 juni              ;7.0;0.0;100.0;;20.0;EUR  ;;20
1900;2007 juni 07-01;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.61;100.0;;6.0;EUR  ;;6
1901;2007 juni 07-02;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.5;100.0;;8.0;EUR  ;;8
1902;2007 juni 07-03;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.38;100.0;;19.0;EUR  ;;19
1903;2007 juni 07-04;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.26;100.0;;19.0;EUR  ;;19
1904;2007 juni 07-05;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.16;100.0;;230.0;EUR  ;;230
1905;2007 juni 07-06;"Obligatie; Asset Backed Securities                     ";Stichting Eleven Cities no.3            ;emissie             ;5 juni              ;7 juni              ;71.0;4.2;100.0;;644.0;EUR  ;;644
1906;2007 juni 07-07;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;21 mei              ;7 juni              ;4.0;0.0;100.0;;25.0;EUR  ;;25
1907;2007 juni 08-01;"Obligatie; Euro Obligaties                             ";Nederlandse Waterschapsbank             ;emissie             ;8 juni              ;8 juni              ;12.5;3.88;92.11;;100.0;EUR  ;4.713;92
1908;2007 juni 08-02;"Obligatie; Asset Backed Securities                     ";Pearl Mortgage Backed Sec. 2            ;emissie             ;6 juni              ;8 juni              ;39.0;4.54;100.0;;8.0;EUR  ;;8
1909;2007 juni 08-03;"Obligatie; Asset Backed Securities                     ";Pearl Mortgage Backed Sec. 2            ;emissie             ;6 juni              ;8 juni              ;39.0;4.17;100.0;;800.0;EUR  ;;800
1910;2007 juni 11-01;"Obligatie; Floating Rate Notes                         ";Schiphol Nederland                      ;emissie             ;7 juni              ;11 juni             ;1.5;4.18;100.0;;50.0;EUR  ;;50
1911;2007 juni 13-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;29 mei              ;13 juni             ;2.0;11.0;102.0;;25.0;EUR  ;;26
1912;2007 juni 14-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;1 mei               ;14 juni             ;5.0;3.0;100.5;;200.0;EUR  ;;201
1913;2007 juni 15-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;12 juni             ;15 juni             ;5.1;5.0;101.97;;1940.0;EUR  ;4.555;1978
1914;2007 juni 15-02;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;21 mei              ;15 juni             ;2.0;0.0;100.0;;25.0;EUR  ;;25
1915;2007 juni 18-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;14 mei              ;18 juni             ;5.0;0.0;100.0;;20.0;EUR  ;;20
1916;2007 juni 19-01;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;15 juni             ;19 juni             ;92.5;4.3;100.0;;7.0;EUR  ;;7
1917;2007 juni 19-02;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;15 juni             ;19 juni             ;92.5;4.15;100.0;;500.0;EUR  ;;500
1918;2007 juni 19-03;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;15 juni             ;19 juni             ;92.5;4.13;100.0;;1493.0;EUR  ;;1493
1919;2007 juni 20-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 juni             ;20 juni             ;0.25;0.0;;;1400.0;EUR  ;4.025;1400
1920;2007 juni 20-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 juni             ;20 juni             ;0.5;0.0;;;2070.0;EUR  ;4.14;2070
1921;2007 juni 20-03;"Obligatie; Asset Backed Securities                     ";Amstel Sec. of Contingent Obl. 2006-1   ;emissie             ;18 juni             ;20 juni             ;8.7;3.85;100.0;;152.0;EUR  ;;152
1922;2007 juni 25-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;29 mei              ;25 juni             ;5.0;0.0;100.0;;5.0;EUR  ;;5
1923;2007 juni 25-02;Aandelen                                               ;Amsterdam Molecular Therapeutics        ;emissie             ;6 juni              ;25 juni             ;;;;10.0;;     ;;51
1924;2007 juni 26-01;Aandelen                                               ;SNS REAAL                               ;emissie             ;14 juni             ;26 juni             ;;;;16.5;;     ;;350
1925;2007 juni 27-01;Aandelen                                               ;Qurius                                  ;emissie             ;11 juni             ;27 juni             ;;;;1.2;;     ;;30
1926;2007 juni 27-02;Aandelen                                               ;Samas                                   ;emissie             ;21 juni             ;27 juni             ;;;;3.75;;     ;;35
1927;2007 juni 28-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;4 juni              ;28 juni             ;10.0;3.0;100.0;;15.0;EUR  ;;15
1928;2007 juni 29-01;"Obligatie; Asset Backed Securities                     ";Skyline 2007                            ;emissie             ;21 juni             ;29 juni             ;36.1;7.7;100.0;;44.0;EUR  ;;44
1929;2007 juni 29-02;"Obligatie; Asset Backed Securities                     ";Skyline 2007                            ;emissie             ;21 juni             ;29 juni             ;36.1;5.01;100.0;;122.0;EUR  ;;122
1930;2007 juni 29-03;"Obligatie; Asset Backed Securities                     ";Skyline 2007                            ;emissie             ;21 juni             ;29 juni             ;36.1;4.58;100.0;;134.0;EUR  ;;134
1931;2007 juni 29-04;"Obligatie; Asset Backed Securities                     ";Skyline 2007                            ;emissie             ;21 juni             ;29 juni             ;36.1;4.45;100.0;;162.0;EUR  ;;162
1932;2007 juni 29-05;"Obligatie; Asset Backed Securities                     ";Skyline 2007                            ;emissie             ;21 juni             ;29 juni             ;36.1;4.36;100.0;;2540.0;EUR  ;;2540
1933;2007 juli 03-01;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;15 juni             ;3 juli              ;10.0;4.75;100.0;;70.0;EUR  ;4.75;70
1934;2007 juli 04-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 juli              ;4 juli              ;0.9;0.0;;;1440.0;EUR  ;4.36;1440
1935;2007 juli 04-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 juli              ;4 juli              ;0.15;0.0;;;1300.0;EUR  ;4.025;1300
1936;2007 juli 04-03;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;18 juni             ;4 juli              ;1.0;11.0;101.0;;5.0;EUR  ;;5
1937;2007 juli 04-04;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;18 juni             ;4 juli              ;1.0;11.0;101.0;;5.0;EUR  ;;5
1938;2007 juli 04-05;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;4 juni              ;4 juli              ;7.0;0.0;100.5;;25.0;EUR  ;;25
1939;2007 juli 04-06;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;4 juni              ;4 juli              ;7.0;0.0;100.5;;25.0;EUR  ;;25
1940;2007 juli 05-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;11 juni             ;5 juli              ;4.0;0.0;101.0;;20.0;EUR  ;;20
1941;2007 juli 05-02;Aandelen                                               ;SNS Opkomende Landenfonds               ;emissie             ;21 mei              ;5 juli              ;;;;25.0;;     ;;625
1942;2007 juli 05-03;Aandelen                                               ;Boussard & Gavaudan Holding             ;emissie             ;25 mei              ;5 juli              ;;;;10.0;;     ;;530
1943;2007 juli 06-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;8 juni              ;6 juli              ;5.0;0.0;100.0;;50.0;EUR  ;;50
1944;2007 juli 06-02;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;6 juli              ;6 juli              ;11.0;0.0;100.0;;51.0;EUR  ;;51
1945;2007 juli 10-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;4 juli              ;10 juli             ;3.0;0.0;100.0;;20.0;EUR  ;;20
1946;2007 juli 11-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;14 juni             ;11 juli             ;2.0;11.5;102.0;;26.0;EUR  ;;26
1947;2007 juli 11-02;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;18 juni             ;11 juli             ;5.0;0.0;100.0;;25.0;EUR  ;;25
1948;2007 juli 11-03;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;18 juni             ;11 juli             ;5.0;0.0;100.0;;25.0;EUR  ;;25
1949;2007 juli 12-01;Aandelen                                               ;LEO Capital Growth SPC                  ;emissie             ;19 juni             ;12 juli             ;;;;101000.0;;     ;;261
1950;2007 juli 13-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;25 juni             ;13 juli             ;3.0;0.0;100.0;;25.0;EUR  ;;25
1951;2007 juli 16-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;10 juli             ;16 juli             ;10.0;4.5;99.22;;6064.0;EUR  ;4.599;6018
1952;2007 juli 16-02;Aandelen                                               ;AMG Advanced Metallurgical Group        ;emissie             ;27 juni             ;16 juli             ;;;;25.0;;     ;;271
1953;2007 juli 17-01;"Obligatie; Eeuwigdurende obligaties                    ";SNS REAAL                               ;emissie             ;13 juli             ;17 juli             ;;6.26;100.0;;350.0;EUR  ;;350
1954;2007 juli 17-02;"Obligatie; Overige Obligaties                          ";Robeco Direct                           ;emissie             ;17 juli             ;17 juli             ;15.0;0.0;100.0;;7.0;EUR  ;;7
1955;2007 juli 18-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;16 juli             ;18 juli             ;0.66;0.0;;;1370.0;EUR  ;4.29;1370
1956;2007 juli 18-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;16 juli             ;18 juli             ;0.2;0.0;;;3390.0;EUR  ;4.105;3390
1957;2007 juli 18-03;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;25 juni             ;18 juli             ;10.0;7.0;100.0;;10.0;EUR  ;;10
1958;2007 juli 18-04;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;18 juli             ;18 juli             ;9.5;4.16;100.07;;40.0;EUR  ;;40
1959;2007 juli 18-05;"Obligatie; Overige Obligaties                          ";Robeco Direct                           ;emissie             ;4 juni              ;18 juli             ;5.0;0.0;100.0;;30.0;EUR  ;;30
1960;2007 juli 18-06;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;18 juni             ;18 juli             ;1.0;0.0;100.0;;50.0;EUR  ;;50
1961;2007 juli 18-07;Aandelen                                               ;Punch Technix                           ;emissie             ;13 juli             ;18 juli             ;;;;6.26;;     ;;80
1962;2007 juli 20-01;Aandelen                                               ;Amsterdam Molecular Therapeutics        ;emissie             ;18 juli             ;20 juli             ;;;;10.0;;     ;;6
1963;2007 juli 24-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;24 juli             ;24 juli             ;5.1;3.0;100.5;;50.0;EUR  ;;50
1964;2007 juli 24-02;Aandelen                                               ;PanEuropean Hotel Acquisition Corp.     ;emissie             ;12 juni             ;24 juli             ;;;;8.0;;     ;;115
1965;2007 juli 25-01;"Obligatie; Asset Backed Securities                     ";St. Holland Homes Oranje II             ;emissie             ;23 juli             ;25 juli             ;32.0;6.69;100.0;;3.0;EUR  ;;3
1966;2007 juli 25-02;"Obligatie; Asset Backed Securities                     ";St. Holland Homes Oranje II             ;emissie             ;23 juli             ;25 juli             ;32.0;6.69;100.0;;577.0;EUR  ;;577
1967;2007 augustus 01-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;2 juli              ;1 aug.              ;5.5;0.0;100.0;;25.0;EUR  ;;25
1968;2007 augustus 01-02;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;2 juli              ;1 aug.              ;5.5;0.0;100.0;;25.0;EUR  ;;25
1969;2007 augustus 01-03;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;2 juli              ;1 aug.              ;4.0;0.0;100.0;;25.0;EUR  ;;25
1970;2007 augustus 01-04;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;2 juli              ;1 aug.              ;5.5;0.0;100.0;;10.0;EUR  ;;10
1971;2007 augustus 01-05;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;9 juli              ;1 aug.              ;2.0;1.2;100.0;;10.0;EUR  ;;10
1972;2007 augustus 02-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Groenbank                      ;emissie             ;2 juli              ;2 aug.              ;8.0;0.0;101.0;;70.0;EUR  ;;71
1973;2007 augustus 02-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;25 juli             ;2 aug.              ;6.0;3.0;101.0;;50.0;EUR  ;;51
1974;2007 augustus 07-01;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;23 juli             ;7 aug.              ;1.0;10.0;101.0;;5.0;EUR  ;;5
1975;2007 augustus 07-02;"Obligatie; Reverse Convertible Bonds                   ";NIBC Bank                               ;emissie             ;23 juli             ;7 aug.              ;1.0;14.0;101.0;;5.0;EUR  ;;5
