ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
4912;Tricht;Geldermalsen                            ;Buurt     ;BU02360301;1;925;260;670;735;190;1.3;1640.0;105;90
4913;Verspreide huizen Tricht;Geldermalsen                            ;Buurt     ;BU02360308;1;160;40;120;125;35;1.2;12.0;10;15
4914;Verspreide huizen Buurmalsen;Geldermalsen                            ;Buurt     ;BU02360309;1;105;30;75;80;25;1.0;42.0;5;15
4915;Geldrop-Mierlo;Geldrop-Mierlo                          ;Gemeente  ;GM1771    ;.;18735;4740;13990;16110;2625;1.1;604.0;1625;3005
4916;Niet nader toe te delen;Geldrop-Mierlo                          ;          ;          ; ;5;0;0;5;0;;;0;0
4917;Wel nader toe te delen;Geldrop-Mierlo                          ;          ;          ; ;18730;4740;13990;16105;2625;;;1625;3005
4918;Wijk 00 Geldrop;Geldrop-Mierlo                          ;Wijk      ;WK177100  ;1;13560;3425;10135;11660;1895;1.1;1030.0;1130;2230
4919;Centrum;Geldrop-Mierlo                          ;Buurt     ;BU17710000;1;1200;300;895;1045;150;0.8;1371.0;100;170
4920;Skandia;Geldrop-Mierlo                          ;Buurt     ;BU17710001;1;1495;365;1130;1285;210;1.2;1512.0;130;220
4921;Akert;Geldrop-Mierlo                          ;Buurt     ;BU17710002;1;920;210;710;800;120;0.9;957.0;80;180
4922;Zesgehuchten;Geldrop-Mierlo                          ;Buurt     ;BU17710003;1;1735;495;1240;1500;235;1.2;1208.0;130;175
4923;Braakhuizen-Noord;Geldrop-Mierlo                          ;Buurt     ;BU17710004;1;2100;445;1660;1800;300;1.2;1043.0;210;435
4924;Braakhuizen-Zuid;Geldrop-Mierlo                          ;Buurt     ;BU17710005;1;1870;415;1450;1595;275;1.1;1571.0;185;385
4925;Coevering;Geldrop-Mierlo                          ;Buurt     ;BU17710006;1;2340;540;1805;2040;300;0.9;1051.0;150;420
4926;Genoenhuis;Geldrop-Mierlo                          ;Buurt     ;BU17710007;1;1830;630;1200;1545;285;1.3;1960.0;140;230
4927;Gijzenrooi;Geldrop-Mierlo                          ;Buurt     ;BU17710009;1;65;25;45;50;15;1.1;26.0;5;15
4928;Wijk 01 Mierlo;Geldrop-Mierlo                          ;Wijk      ;WK177101  ;1;5170;1315;3855;4445;730;1.2;290.0;500;775
4929;Mierlo;Geldrop-Mierlo                          ;Buurt     ;BU17710100;1;4755;1225;3525;4100;655;1.2;1142.0;460;715
4930;Verspreide huizen Mierlo;Geldrop-Mierlo                          ;Buurt     ;BU17710109;1;420;90;330;345;75;1.5;31.0;35;60
4931;Gemert-Bakel;Gemert-Bakel                            ;Gemeente  ;GM1652    ;.;14695;2945;11750;11870;2825;1.2;120.0;1690;2785
4932;Niet nader toe te delen;Gemert-Bakel                            ;          ;          ; ;0;0;0;0;0;;;0;0
4933;Wel nader toe te delen;Gemert-Bakel                            ;          ;          ; ;14695;2945;11750;11870;2825;;;1690;2785
4934;Wijk 00 Gemert;Gemert-Bakel                            ;Wijk      ;WK165200  ;1;7675;1650;6030;6370;1305;1.1;387.0;820;1380
4935;Gemert-Centrum;Gemert-Bakel                            ;Buurt     ;BU16520000;1;1870;390;1480;1570;295;1.0;1196.0;245;370
4936;Gemert-Noord;Gemert-Bakel                            ;Buurt     ;BU16520001;1;1735;375;1360;1495;240;1.1;1813.0;145;335
4937;Gemert-Oost;Gemert-Bakel                            ;Buurt     ;BU16520002;1;3005;645;2360;2475;530;1.2;2491.0;300;470
4938;Industrieterrein Scheiweg;Gemert-Bakel                            ;Buurt     ;BU16520003;1;80;15;70;60;20;;;25;85
4939;Doonheide;Gemert-Bakel                            ;Buurt     ;BU16520004;1;410;120;290;325;85;1.3;992.0;40;35
4940;Verspreide huizen Kampen-Esdonk;Gemert-Bakel                            ;Buurt     ;BU16520007;1;290;70;220;230;60;1.2;44.0;25;55
4941;Verspreide huizen Broekkant;Gemert-Bakel                            ;Buurt     ;BU16520008;1;215;20;190;165;50;1.7;52.0;25;20
4942;Verspreide huizen Rooije Hoef;Gemert-Bakel                            ;Buurt     ;BU16520009;1;75;20;55;50;25;1.0;18.0;20;10
4943;Wijk 01 Handel;Gemert-Bakel                            ;Wijk      ;WK165201  ;1;970;175;795;775;195;1.2;148.0;135;170
4944;Handel;Gemert-Bakel                            ;Buurt     ;BU16520100;1;690;130;560;570;120;1.2;1094.0;95;100
4945;Verspreide huizen Verreheide;Gemert-Bakel                            ;Buurt     ;BU16520108;1;110;25;90;85;25;1.5;42.0;10;20
4946;Verspreide huizen Heereveld;Gemert-Bakel                            ;Buurt     ;BU16520109;1;170;25;145;120;50;1.2;52.0;30;50
4947;Wijk 02 De Mortel;Gemert-Bakel                            ;Wijk      ;WK165202  ;1;755;150;610;555;205;1.3;58.0;120;145
4948;De Mortel;Gemert-Bakel                            ;Buurt     ;BU16520200;1;455;90;365;360;95;1.3;1368.0;80;75
4949;Verspreide huizen Milschot-Tereyken;Gemert-Bakel                            ;Buurt     ;BU16520208;1;100;20;80;70;30;1.9;36.0;5;30
4950;Verspreide huizen Mortelse Peel;Gemert-Bakel                            ;Buurt     ;BU16520209;1;200;35;165;125;75;1.3;20.0;35;40
4951;Wijk 03 Elsendorp;Gemert-Bakel                            ;Wijk      ;WK165203  ;1;565;85;480;415;150;1.2;32.0;80;160
4952;Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520300;1;290;40;250;225;65;1.1;951.0;50;50
4953;Verspreide huizen Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520309;1;270;45;225;190;85;1.2;16.0;35;110
4954;Wijk 04 Bakel;Gemert-Bakel                            ;Wijk      ;WK165204  ;1;2920;555;2365;2390;535;1.2;141.0;325;510
4955;Bakel;Gemert-Bakel                            ;Buurt     ;BU16520400;1;2235;475;1765;1855;380;1.3;978.0;210;340
4956;Verspreide huizen Grotelse Heide en Esp;Gemert-Bakel                            ;Buurt     ;BU16520408;1;405;45;360;325;80;1.0;30.0;70;110
4957;Verspr.h. ten zuidwesten van Bakel;Gemert-Bakel                            ;Buurt     ;BU16520409;1;280;40;240;205;70;1.5;55.0;45;60
4958;Wijk 05 Milheeze;Gemert-Bakel                            ;Wijk      ;WK165205  ;1;1135;210;920;860;275;1.4;59.0;125;285
4959;Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520500;1;730;130;600;585;145;1.3;1123.0;70;165
4960;Verspreide huizen Groote Peel;Gemert-Bakel                            ;Buurt     ;BU16520508;1;185;35;150;120;65;1.7;19.0;30;70
4961;Verspreide huizen Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520509;1;220;45;170;155;65;1.3;26.0;30;50
4962;Wijk 06 De Rips;Gemert-Bakel                            ;Wijk      ;WK165206  ;1;670;120;550;505;165;1.4;26.0;75;135
4963;De Rips;Gemert-Bakel                            ;Buurt     ;BU16520600;1;530;95;430;410;120;1.4;1381.0;65;115
4964;Verspreide huizen Rips;Gemert-Bakel                            ;Buurt     ;BU16520609;1;140;20;120;95;45;1.3;6.0;15;20
4965;Gennep;Gennep                                  ;Gemeente  ;GM0907    ;.;8535;2045;6490;6850;1685;1.2;179.0;750;910
4966;Niet nader toe te delen;Gennep                                  ;          ;          ; ;0;0;0;0;0;;;5;0
4967;Wel nader toe te delen;Gennep                                  ;          ;          ; ;8530;2045;6490;6850;1685;;;750;910
4968;Wijk 00 Milsbeek;Gennep                                  ;Wijk      ;WK090700  ;1;1555;435;1120;1220;335;1.3;186.0;150;160
4969;Milsbeek;Gennep                                  ;Buurt     ;BU09070000;1;1170;340;830;925;245;1.3;1062.0;105;130
4970;Sprokkelveld;Gennep                                  ;Buurt     ;BU09070001;1;230;70;160;175;55;1.4;476.0;20;15
4971;Bloemenstraat-Zwarteweg;Gennep                                  ;Buurt     ;BU09070009;1;155;25;125;120;35;1.3;23.0;25;10
4972;Wijk 01 Ottersum;Gennep                                  ;Wijk      ;WK090701  ;1;1100;275;820;870;225;1.3;93.0;80;125
4973;Ottersum;Gennep                                  ;Buurt     ;BU09070100;1;810;210;600;665;145;1.2;1517.0;55;85
4974;Aaldonk-Violenberg;Gennep                                  ;Buurt     ;BU09070108;1;170;35;135;125;50;1.4;26.0;15;20
4975;Looierheide;Gennep                                  ;Buurt     ;BU09070109;1;115;30;90;85;30;1.7;26.0;5;15
4976;Wijk 02 Ven-Zelderheide;Gennep                                  ;Wijk      ;WK090702  ;1;470;110;365;355;115;1.4;73.0;60;45
4977;Ven-Zelderheide;Gennep                                  ;Buurt     ;BU09070200;1;375;85;290;285;90;1.5;542.0;40;35
4978;Langehorst-Zelder;Gennep                                  ;Buurt     ;BU09070209;1;100;25;75;75;25;1.3;17.0;15;10
4979;Wijk 03 Gennep;Gennep                                  ;Wijk      ;WK090703  ;1;4320;965;3355;3510;810;1.1;639.0;335;475
4980;Oude Stadskern;Gennep                                  ;Buurt     ;BU09070300;1;255;50;205;210;45;0.8;2178.0;15;20
4981;Noord;Gennep                                  ;Buurt     ;BU09070301;1;340;100;245;260;80;1.3;358.0;35;25
4982;Midden;Gennep                                  ;Buurt     ;BU09070302;1;1905;370;1530;1600;305;1.0;1510.0;145;240
4983;Zuid;Gennep                                  ;Buurt     ;BU09070303;1;1800;440;1360;1425;375;1.2;1199.0;140;190
4984;Panoven-Maaskemp;Gennep                                  ;Buurt     ;BU09070309;1;15;0;15;15;5;;;0;0
4985;Wijk 04 Heijen;Gennep                                  ;Wijk      ;WK090704  ;1;1085;260;830;890;195;1.2;76.0;125;105
4986;Heijen;Gennep                                  ;Buurt     ;BU09070400;1;835;215;620;695;145;1.2;547.0;100;75
4987;Heijensebos;Gennep                                  ;Buurt     ;BU09070408;1;60;5;50;40;15;1.0;11.0;5;5
4988;Diekendaal-Nieuwerf;Gennep                                  ;Buurt     ;BU09070409;1;190;35;155;155;35;1.4;25.0;25;30
4989;Giessenlanden;Giessenlanden                           ;Gemeente  ;GM0689    ;.;6990;2195;4790;5925;1065;1.2;110.0;730;1000
4990;Niet nader toe te delen;Giessenlanden                           ;          ;          ; ;0;0;0;0;0;;;0;0
4991;Wel nader toe te delen;Giessenlanden                           ;          ;          ; ;6990;2195;4790;5925;1065;;;730;1000
4992;Wijk 00 Kern Giessenburg;Giessenlanden                           ;Wijk      ;WK068900  ;1;1510;505;1005;1305;210;1.2;996.0;165;180
4993;Giessenburg en Nieuwkerk;Giessenlanden                           ;Buurt     ;BU06890000;1;1255;425;830;1095;165;1.2;1681.0;140;150
4994;Peursum;Giessenlanden                           ;Buurt     ;BU06890001;1;140;45;95;120;20;1.5;296.0;10;15
4995;Giessen en Oude-Bovenkerk;Giessenlanden                           ;Buurt     ;BU06890002;1;115;35;80;90;25;2.1;390.0;15;15
4996;Wijk 01 Giessenburg-West en -Zuid;Giessenlanden                           ;Wijk      ;WK068901  ;1;525;195;335;450;80;1.2;389.0;55;70
4997;Giessen en Oudekerk;Giessenlanden                           ;Buurt     ;BU06890100;1;395;145;250;345;50;1.2;613.0;45;60
4998;Neerpolder en Parallelweg;Giessenlanden                           ;Buurt     ;BU06890101;1;130;45;85;100;30;1.1;184.0;10;10
4999;Wijk 02 Giessenburg-Oost;Giessenlanden                           ;Wijk      ;WK068902  ;1;115;40;75;95;20;1.2;129.0;5;10
5000;Muisbroek;Giessenlanden                           ;Buurt     ;BU06890200;1;65;20;45;55;10;1.3;175.0;5;5
5001;Neder-Slingeland;Giessenlanden                           ;Buurt     ;BU06890201;1;50;15;35;40;15;;;0;5
5002;Wijk 03 Verspreide huizen Giessenburg;Giessenlanden                           ;Wijk      ;WK068903  ;1;125;30;100;105;25;1.9;6.0;15;15
5003;Verspr.h. polder Giessen en Nieuwkerk;Giessenlanden                           ;Buurt     ;BU06890308;1;75;20;55;60;15;;;15;15
5004;Verspr.h. ten noorden van De Giessen;Giessenlanden                           ;Buurt     ;BU06890309;1;55;10;40;45;5;;;0;0
5005;Wijk 04 Arkel;Giessenlanden                           ;Wijk      ;WK068904  ;1;1615;510;1110;1395;225;1.1;209.0;145;325
5006;Arkel;Giessenlanden                           ;Buurt     ;BU06890400;1;1365;440;925;1190;175;1.0;399.0;120;260
5007;Rietveld;Giessenlanden                           ;Buurt     ;BU06890401;1;110;25;85;85;25;1.6;30.0;10;35
5008;Industrieterrein;Giessenlanden                           ;Buurt     ;BU06890402;1;140;45;95;120;25;1.8;246.0;15;25
5009;Wijk 05 Hoogblokland;Giessenlanden                           ;Wijk      ;WK068905  ;1;760;225;535;645;115;1.3;100.0;90;120
5010;Hoogblokland;Giessenlanden                           ;Buurt     ;BU06890500;1;545;180;365;465;80;1.2;584.0;60;90
5011;Verspreide huizen Bazeldijk (ged.);Giessenlanden                           ;Buurt     ;BU06890501;1;130;30;105;110;20;1.6;44.0;20;25
5012;Minkeloos (ged.) Hoge Giessen (ged.);Giessenlanden                           ;Buurt     ;BU06890502;1;65;15;50;50;15;;;5;5
5013;Overige verspreide huizen Hoogblokland;Giessenlanden                           ;Buurt     ;BU06890509;1;15;5;15;15;0;;;5;0
5014;Wijk 06 Hoornaar;Giessenlanden                           ;Wijk      ;WK068906  ;1;835;275;560;710;130;1.2;155.0;90;105
5015;Hoornaar;Giessenlanden                           ;Buurt     ;BU06890600;1;200;65;140;160;40;1.2;119.0;25;25
5016;Lage Giessen;Giessenlanden                           ;Buurt     ;BU06890601;1;80;25;55;65;15;;;10;5
5017;Hoge Giessen (gedeeltelijk);Giessenlanden                           ;Buurt     ;BU06890602;1;110;35;75;85;20;1.1;93.0;10;15
5018;Hoornaar-Nieuw;Giessenlanden                           ;Buurt     ;BU06890603;1;450;155;290;395;55;1.1;1711.0;40;60
5019;Wijk 07 Noordeloos;Giessenlanden                           ;Wijk      ;WK068907  ;1;840;210;625;675;165;1.3;54.0;105;90
5020;Noordeloos;Giessenlanden                           ;Buurt     ;BU06890700;1;715;175;540;575;140;1.3;76.0;95;80
5021;Overslingeland;Giessenlanden                           ;Buurt     ;BU06890701;1;75;25;50;60;15;1.4;31.0;0;10
5022;Minkeloos (gedeeltelijk);Giessenlanden                           ;Buurt     ;BU06890702;1;50;10;40;40;10;;;10;0
5023;Wijk 08 Schelluinen;Giessenlanden                           ;Wijk      ;WK068908  ;1;655;205;450;560;100;1.3;186.0;60;85
5024;Schelluinen;Giessenlanden                           ;Buurt     ;BU06890800;1;655;205;450;560;100;1.3;186.0;60;85
5025;Gilze en Rijen;Gilze en Rijen                          ;Gemeente  ;GM0784    ;.;12490;3400;9095;10640;1855;1.1;191.0;1325;1455
5026;Niet nader toe te delen;Gilze en Rijen                          ;          ;          ; ;0;0;0;0;0;;;0;0
5027;Wel nader toe te delen;Gilze en Rijen                          ;          ;          ; ;12490;3395;9090;10635;1855;;;1325;1455
5028;Wijk 00 Rijen;Gilze en Rijen                          ;Wijk      ;WK078400  ;1;7910;2265;5650;6730;1180;1.1;409.0;780;905
5029;Rijen;Gilze en Rijen                          ;Buurt     ;BU07840000;1;7550;2165;5385;6430;1115;1.1;1890.0;735;880
5030;Bedrijventerrein Haansberg;Gilze en Rijen                          ;Buurt     ;BU07840007;1;245;70;175;205;40;1.4;250.0;25;15
5031;Verspreide huizen Rijen;Gilze en Rijen                          ;Buurt     ;BU07840009;1;120;30;90;95;25;1.6;8.0;15;15
5032;Wijk 01 Gilze;Gilze en Rijen                          ;Wijk      ;WK078401  ;1;3690;930;2760;3190;500;1.2;157.0;440;450
5033;Gilze;Gilze en Rijen                          ;Buurt     ;BU07840100;1;3085;790;2300;2700;385;1.1;1818.0;360;370
5034;Bedrijventerrein Broekakkers;Gilze en Rijen                          ;Buurt     ;BU07840107;1;75;25;50;65;10;;;10;5
5035;Verspreide huizen Gilze;Gilze en Rijen                          ;Buurt     ;BU07840109;1;530;120;410;420;105;1.6;25.0;70;75
5036;Wijk 02 Molenschot;Gilze en Rijen                          ;Wijk      ;WK078402  ;1;710;160;550;575;135;1.3;40.0;75;80
5037;Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840200;1;370;90;275;305;65;1.4;416.0;50;30
5038;Verspreide huizen Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840209;1;340;70;275;270;70;1.3;20.0;30;50
5039;Wijk 03 Hulten;Gilze en Rijen                          ;Wijk      ;WK078403  ;1;175;40;135;145;35;1.5;35.0;30;15
5040;Hulten;Gilze en Rijen                          ;Buurt     ;BU07840300;1;110;25;85;90;20;1.7;409.0;25;10
5041;Verspreide huizen Hulten;Gilze en Rijen                          ;Buurt     ;BU07840309;1;65;15;50;50;15;1.3;14.0;5;5
5042;Goeree-Overflakkee;Goeree-Overflakkee                      ;Gemeente  ;GM1924    ;.;23050;7175;15875;19010;4040;1.1;88.0;2190;2715
5043;Niet nader toe te delen;Goeree-Overflakkee                      ;          ;          ; ;10;5;5;10;5;;;0;0
5044;Wel nader toe te delen;Goeree-Overflakkee                      ;          ;          ; ;23040;7170;15870;19000;4040;;;2190;2715
5045;Wijk 00 Goedereede;Goeree-Overflakkee                      ;Wijk      ;WK192400  ;1;1030;340;690;855;175;1.3;111.0;75;130
5046;Woonkern Goedereede;Goeree-Overflakkee                      ;Buurt     ;BU19240000;1;835;275;560;695;140;1.2;1180.0;65;95
5047;Goedereede-Havenhoofd;Goeree-Overflakkee                      ;Buurt     ;BU19240001;1;180;60;120;150;30;1.6;531.0;10;35
5048;Verspreide huizen Goedereede;Goeree-Overflakkee                      ;Buurt     ;BU19240009;1;20;5;10;15;5;;;0;0
5049;Wijk 01 Ouddorp;Goeree-Overflakkee                      ;Wijk      ;WK192401  ;1;2845;880;1970;2435;410;1.2;75.0;170;420
5050;Woonkern Ouddorp;Goeree-Overflakkee                      ;Buurt     ;BU19240100;1;2035;645;1395;1745;290;1.2;699.0;125;290
5051;Oudeland;Goeree-Overflakkee                      ;Buurt     ;BU19240101;1;110;25;85;90;20;1.4;136.0;5;25
5052;Westnieuwland;Goeree-Overflakkee                      ;Buurt     ;BU19240102;1;40;5;35;35;5;;;0;5
5053;Oudenieuwland;Goeree-Overflakkee                      ;Buurt     ;BU19240103;1;80;25;55;65;15;1.2;47.0;5;15
5054;Horrelshoogten;Goeree-Overflakkee                      ;Buurt     ;BU19240104;1;205;75;130;180;25;1.1;1160.0;10;35
5055;Oostdijk;Goeree-Overflakkee                      ;Buurt     ;BU19240105;1;110;35;70;85;20;1.5;187.0;5;15
5056;Verspreide huizen Ouddorp;Goeree-Overflakkee                      ;Buurt     ;BU19240109;1;265;70;195;230;35;1.2;8.0;20;40
5057;Wijk 02 Stellendam;Goeree-Overflakkee                      ;Wijk      ;WK192402  ;1;1645;570;1075;1385;260;1.1;71.0;150;245
5058;Woonkern Stellendam;Goeree-Overflakkee                      ;Buurt     ;BU19240200;1;1575;540;1035;1340;235;1.1;1354.0;145;225
5059;Verspreide huizen Stellendam;Goeree-Overflakkee                      ;Buurt     ;BU19240209;1;70;25;45;50;20;;;10;15
5060;Wijk 03 Middelharnis;Goeree-Overflakkee                      ;Wijk      ;WK192403  ;1;8240;2575;5665;6840;1400;1.1;136.0;780;850
5061;Middelharnis-Sommelsdijk;Goeree-Overflakkee                      ;Buurt     ;BU19240300;1;2955;980;1980;2455;500;1.1;1803.0;280;240
5062;Middelharnis-nieuwbouw;Goeree-Overflakkee                      ;Buurt     ;BU19240301;1;1550;495;1050;1315;235;1.0;1527.0;135;125
5063;Nieuwe Tonge;Goeree-Overflakkee                      ;Buurt     ;BU19240302;1;1135;290;845;935;200;1.2;691.0;110;175
5064;Stad aan 't Haringvliet;Goeree-Overflakkee                      ;Buurt     ;BU19240303;1;690;185;505;560;130;1.3;597.0;80;115
5065;Sommelsdijk-Zuid nieuwbouw;Goeree-Overflakkee                      ;Buurt     ;BU19240304;1;1310;425;885;1125;185;1.1;2284.0;110;120
5066;Verspreide huizen Middelharnis;Goeree-Overflakkee                      ;Buurt     ;BU19240309;1;600;205;400;450;155;1.4;11.0;65;80
5067;Wijk 04 Ooltgensplaat;Goeree-Overflakkee                      ;Wijk      ;WK192404  ;1;1590;505;1085;1240;345;1.1;53.0;170;205
5068;Ooltgensplaat;Goeree-Overflakkee                      ;Buurt     ;BU19240400;1;1100;365;735;890;215;1.1;1147.0;120;145
5069;Achthuizen (gedeeltelijk);Goeree-Overflakkee                      ;Buurt     ;BU19240401;1;205;60;145;160;40;1.3;302.0;10;20
5070;De Langstraat;Goeree-Overflakkee                      ;Buurt     ;BU19240402;1;110;30;80;75;35;1.5;267.0;20;10
5071;Verspreide huizen;Goeree-Overflakkee                      ;Buurt     ;BU19240409;1;170;50;125;115;55;1.1;6.0;20;25
5072;Wijk 05 Den Bommel;Goeree-Overflakkee                      ;Wijk      ;WK192405  ;1;1180;390;785;945;235;1.2;54.0;145;140
5073;Den Bommel;Goeree-Overflakkee                      ;Buurt     ;BU19240500;1;735;245;490;590;150;1.2;682.0;85;75
5074;Achthuizen (gedeeltelijk);Goeree-Overflakkee                      ;Buurt     ;BU19240501;1;235;75;160;205;30;1.1;1027.0;35;40
5075;Kranendijk;Goeree-Overflakkee                      ;Buurt     ;BU19240502;1;20;5;15;15;5;;;5;5
5076;Zuidzijde;Goeree-Overflakkee                      ;Buurt     ;BU19240503;1;110;40;70;85;25;1.7;254.0;10;10
5077;Verspreide huizen;Goeree-Overflakkee                      ;Buurt     ;BU19240509;1;75;30;45;50;25;1.0;4.0;5;10
5078;Wijk 06 Oude-Tonge;Goeree-Overflakkee                      ;Wijk      ;WK192406  ;1;2325;760;1565;1905;420;1.1;101.0;220;245
5079;Oude-Tonge;Goeree-Overflakkee                      ;Buurt     ;BU19240600;1;1365;455;910;1135;230;1.1;1156.0;115;145
5080;Ebbe en Vloed;Goeree-Overflakkee                      ;Buurt     ;BU19240601;1;630;200;430;520;105;1.1;2290.0;80;55
5081;Verspreide huizen;Goeree-Overflakkee                      ;Buurt     ;BU19240609;1;330;105;230;250;85;1.4;15.0;25;45
5082;Wijk 07 Dirksland;Goeree-Overflakkee                      ;Wijk      ;WK192407  ;1;2470;645;1825;2005;470;1.2;166.0;245;255
5083;Dirksland-Oud;Goeree-Overflakkee                      ;Buurt     ;BU19240700;1;930;210;725;740;195;1.3;1197.0;120;115
5084;Dirksland-Nieuw;Goeree-Overflakkee                      ;Buurt     ;BU19240701;1;1425;405;1020;1180;245;1.1;1232.0;115;130
5085;Verspreide huizen polder Dirksland;Goeree-Overflakkee                      ;Buurt     ;BU19240709;1;115;35;85;85;30;1.2;9.0;5;10
5086;Wijk 08 Melissant;Goeree-Overflakkee                      ;Wijk      ;WK192408  ;1;1130;350;775;935;195;1.2;32.0;150;150
5087;Melissant-Oud;Goeree-Overflakkee                      ;Buurt     ;BU19240800;1;555;170;385;445;105;1.4;645.0;100;85
5088;Melissant-Nieuw;Goeree-Overflakkee                      ;Buurt     ;BU19240801;1;495;155;340;435;65;1.1;1420.0;45;55
5089;Verspreide huizen in De Halspolder;Goeree-Overflakkee                      ;Buurt     ;BU19240806;1;10;5;5;5;5;;;0;0
5090;Verspr. h. in polder Oude Plaat en oost ;Goeree-Overflakkee                      ;Buurt     ;BU19240807;1;20;10;10;10;5;;;0;5
5091;Verspreide huizen-Zuid;Goeree-Overflakkee                      ;Buurt     ;BU19240808;1;25;5;20;15;10;;;5;0
5092;Verspreide huizen-Noord;Goeree-Overflakkee                      ;Buurt     ;BU19240809;1;25;5;20;20;5;;;0;5
5093;Wijk 09 Herkingen;Goeree-Overflakkee                      ;Wijk      ;WK192409  ;1;580;155;430;455;125;1.1;121.0;90;75
5094;Herkingen;Goeree-Overflakkee                      ;Buurt     ;BU19240900;1;565;150;420;450;115;1.2;841.0;90;75
5095;Verspreide huizen-Oost;Goeree-Overflakkee                      ;Buurt     ;BU19240908;1;5;0;5;0;5;;;0;0
5096;Verspreide huizen West;Goeree-Overflakkee                      ;Buurt     ;BU19240909;1;10;5;5;5;5;;;0;0
5097;Goes;Goes                                    ;Gemeente  ;GM0664    ;.;16945;4625;12320;14315;2630;1.0;183.0;1465;1935
5098;Niet nader toe te delen;Goes                                    ;          ;          ; ;5;0;5;5;0;;;0;5
5099;Wel nader toe te delen;Goes                                    ;          ;          ; ;16940;4620;12320;14315;2625;;;1465;1930
5100;Wijk 01 Goes;Goes                                    ;Wijk      ;WK066401  ;1;11815;3255;8560;10090;1730;0.9;992.0;910;1305
5101;Goes-Centrum;Goes                                    ;Buurt     ;BU06640101;1;940;225;715;800;140;0.7;1972.0;60;125
5102;Goes-Oost;Goes                                    ;Buurt     ;BU06640102;1;2460;640;1820;2100;360;0.8;1742.0;185;270
5103;Goes-Zuid;Goes                                    ;Buurt     ;BU06640103;1;1840;475;1360;1655;180;0.8;1585.0;130;190
5104;Goes-West;Goes                                    ;Buurt     ;BU06640104;1;1365;350;1015;1175;185;0.9;1115.0;120;195
5105;Goes-Noordwest;Goes                                    ;Buurt     ;BU06640105;1;2660;570;2090;2295;370;1.0;1551.0;200;405
5106;Goes-Noordoost;Goes                                    ;Buurt     ;BU06640106;1;740;255;480;610;130;1.3;1362.0;55;25
5107;Industrieterrein De Poel;Goes                                    ;Buurt     ;BU06640107;1;30;5;25;15;10;;;0;0
5108;Industrieterrein Haven;Goes                                    ;Buurt     ;BU06640108;1;45;10;35;35;5;;;10;5
5109;Goese Meer;Goes                                    ;Buurt     ;BU06640109;1;590;255;330;445;145;1.5;449.0;40;35
5110;Overzuid;Goes                                    ;Buurt     ;BU06640110;1;1025;425;600;850;180;1.3;1012.0;105;50
5111;Mannee;Goes                                    ;Buurt     ;BU06640111;1;125;40;85;105;20;1.4;351.0;5;5
5112;Wijk 02 Wilhelminadorp;Goes                                    ;Wijk      ;WK066402  ;1;370;95;275;305;65;1.3;35.0;40;35
5113;Wilhelminadorp;Goes                                    ;Buurt     ;BU06640220;2;340;90;250;285;55;1.2;986.0;30;30
5114;Verspreide huizen Wilhelminadorp;Goes                                    ;Buurt     ;BU06640229;2;30;5;25;25;10;;;10;0
5115;Wijk 03 Kloetinge;Goes                                    ;Wijk      ;WK066403  ;1;1615;510;1100;1340;275;1.2;209.0;135;150
5116;Kloetinge;Goes                                    ;Buurt     ;BU06640330;2;840;220;620;705;135;1.1;953.0;75;95
5117;Oostmolenpark;Goes                                    ;Buurt     ;BU06640331;2;720;270;450;590;130;1.3;829.0;50;40
5118;Verspreide huizen in het Oosten;Goes                                    ;Buurt     ;BU06640338;2;30;15;20;25;5;;;5;10
5119;Verspreide huizen in het Zuiden;Goes                                    ;Buurt     ;BU06640339;2;20;5;15;15;5;;;5;0
5120;Wijk 04 Kattendijke;Goes                                    ;Wijk      ;WK066404  ;1;335;85;250;270;65;1.4;68.0;50;35
5121;Kattendijke;Goes                                    ;Buurt     ;BU06640440;2;220;55;165;180;40;1.4;1251.0;30;25
5122;Verspreide huizen Kattendijke;Goes                                    ;Buurt     ;BU06640449;2;115;30;85;85;25;1.5;24.0;25;10
5123;Wijk 05 's-Heer-Arendskerke;Goes                                    ;Wijk      ;WK066405  ;1;715;180;535;585;125;1.3;57.0;85;85
5124;'s-Heer-Arendskerke;Goes                                    ;Buurt     ;BU06640550;2;610;160;455;510;100;1.2;1087.0;70;70
5125;De Schenge;Goes                                    ;Buurt     ;BU06640551;2;65;15;55;45;20;;;10;0
5126;Verspreide huizen in het Westen;Goes                                    ;Buurt     ;BU06640559;2;35;10;25;30;5;;;5;15
