ID;Geslacht;OnderwijsPositieBasisjaar;OnderwijsPositieVolgendSchooljaar;GeboortelandOuders;Herkomstland;Regiokenmerken;Perioden;Leerlingen_1
5870;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2017/'18 naar 2018/'19;90440.0
5871;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2018/'19 naar 2019/'20;91290.0
5872;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2019/'20 naar 2020/'21;92040.0
5873;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2020/'21 naar 2021/'22;93150.0
5874;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2021/'22 naar 2022/'23;94240.0
5875;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;G4     ;2022/'23 naar 2023/'24;96150.0
5876;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;134750.0
5877;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;132650.0
5878;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;140100.0
5879;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;147220.0
5880;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;162550.0
5881;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;168530.0
5882;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;169210.0
5883;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;167340.0
5884;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;166110.0
5885;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;166070.0
5886;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;169870.0
5887;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2021/'22 naar 2022/'23;170190.0
5888;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2022/'23 naar 2023/'24;172360.0
5889;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;530010.0
5890;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;539110.0
5891;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;540820.0
5892;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;544140.0
5893;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;535010.0
5894;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;531300.0
5895;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;525740.0
5896;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;514200.0
5897;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;499550.0
5898;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;481670.0
5899;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;469920.0
5900;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2021/'22 naar 2022/'23;466950.0
5901;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2022/'23 naar 2023/'24;468320.0
5902;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2010/'11 naar 2011/'12;25620.0
5903;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2011/'12 naar 2012/'13;26400.0
5904;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2012/'13 naar 2013/'14;27150.0
5905;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2013/'14 naar 2014/'15;27860.0
5906;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2014/'15 naar 2015/'16;28630.0
5907;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2015/'16 naar 2016/'17;28920.0
5908;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2016/'17 naar 2017/'18;29360.0
5909;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2017/'18 naar 2018/'19;29880.0
5910;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2018/'19 naar 2019/'20;30220.0
5911;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2019/'20 naar 2020/'21;30350.0
5912;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2020/'21 naar 2021/'22;30810.0
5913;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2021/'22 naar 2022/'23;31260.0
5914;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2022/'23 naar 2023/'24;31780.0
5915;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2010/'11 naar 2011/'12;18980.0
5916;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2011/'12 naar 2012/'13;19570.0
5917;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2012/'13 naar 2013/'14;20120.0
5918;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2013/'14 naar 2014/'15;20800.0
5919;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2014/'15 naar 2015/'16;21530.0
5920;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2015/'16 naar 2016/'17;21820.0
5921;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2016/'17 naar 2017/'18;22280.0
5922;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2017/'18 naar 2018/'19;22750.0
5923;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2018/'19 naar 2019/'20;23010.0
5924;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2019/'20 naar 2020/'21;23130.0
5925;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2020/'21 naar 2021/'22;23380.0
5926;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2021/'22 naar 2022/'23;23680.0
5927;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2022/'23 naar 2023/'24;24090.0
5928;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2010/'11 naar 2011/'12;22390.0
5929;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2011/'12 naar 2012/'13;23160.0
5930;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2012/'13 naar 2013/'14;23380.0
5931;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2013/'14 naar 2014/'15;23530.0
5932;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2014/'15 naar 2015/'16;23730.0
5933;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2015/'16 naar 2016/'17;23910.0
5934;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2016/'17 naar 2017/'18;24200.0
5935;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2017/'18 naar 2018/'19;24270.0
5936;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2018/'19 naar 2019/'20;24130.0
5937;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2019/'20 naar 2020/'21;24160.0
5938;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2020/'21 naar 2021/'22;24220.0
5939;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2021/'22 naar 2022/'23;24190.0
5940;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2022/'23 naar 2023/'24;24640.0
5941;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2010/'11 naar 2011/'12;9610.0
5942;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2011/'12 naar 2012/'13;10180.0
5943;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2012/'13 naar 2013/'14;10710.0
5944;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2013/'14 naar 2014/'15;11220.0
5945;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2014/'15 naar 2015/'16;11850.0
5946;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2015/'16 naar 2016/'17;12520.0
5947;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2016/'17 naar 2017/'18;13030.0
5948;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2017/'18 naar 2018/'19;13540.0
5949;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2018/'19 naar 2019/'20;13940.0
5950;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2019/'20 naar 2020/'21;14400.0
5951;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2020/'21 naar 2021/'22;14740.0
5952;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2021/'22 naar 2022/'23;15100.0
5953;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2022/'23 naar 2023/'24;15630.0
5954;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;1530.0
5955;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;1490.0
5956;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;1520.0
5957;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;1410.0
5958;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;1450.0
5959;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;1430.0
5960;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;1350.0
5961;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;1310.0
5962;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;1510.0
5963;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;1880.0
5964;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;2410.0
5965;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2021/'22 naar 2022/'23;2430.0
5966;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2022/'23 naar 2023/'24;3020.0
5967;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2010/'11 naar 2011/'12;575430.0
5968;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2011/'12 naar 2012/'13;581150.0
5969;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2012/'13 naar 2013/'14;588620.0
5970;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2013/'14 naar 2014/'15;596740.0
5971;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2014/'15 naar 2015/'16;600240.0
5972;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2015/'16 naar 2016/'17;599930.0
5973;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2016/'17 naar 2017/'18;592020.0
5974;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2017/'18 naar 2018/'19;577420.0
5975;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2018/'19 naar 2019/'20;560150.0
5976;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2019/'20 naar 2020/'21;541610.0
5977;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2020/'21 naar 2021/'22;531370.0
5978;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2021/'22 naar 2022/'23;525650.0
5979;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Nederland;2022/'23 naar 2023/'24;520680.0
5980;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2010/'11 naar 2011/'12;30880.0
5981;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2011/'12 naar 2012/'13;32080.0
5982;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2012/'13 naar 2013/'14;33050.0
5983;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2013/'14 naar 2014/'15;34130.0
5984;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2014/'15 naar 2015/'16;35320.0
5985;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2015/'16 naar 2016/'17;36290.0
5986;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2016/'17 naar 2017/'18;37270.0
5987;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2017/'18 naar 2018/'19;37810.0
5988;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2018/'19 naar 2019/'20;37980.0
5989;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2019/'20 naar 2020/'21;38320.0
5990;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2020/'21 naar 2021/'22;38810.0
5991;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2021/'22 naar 2022/'23;39150.0
5992;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;G4     ;2022/'23 naar 2023/'24;39550.0
5993;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;97700.0
5994;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;95760.0
5995;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;101470.0
5996;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;106150.0
5997;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;117030.0
5998;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;120840.0
5999;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;119870.0
6000;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;117540.0
6001;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;115660.0
6002;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;114800.0
6003;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;116730.0
6004;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2021/'22 naar 2022/'23;115870.0
6005;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Meer dan 100 000 inwoners;2022/'23 naar 2023/'24;115260.0
6006;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;446320.0
6007;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;452810.0
6008;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;453590.0
6009;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;455990.0
6010;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;447380.0
6011;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;442210.0
6012;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;434310.0
6013;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;421450.0
6014;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;405880.0
6015;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;387910.0
6016;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;375290.0
6017;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2021/'22 naar 2022/'23;370140.0
6018;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal voortgezet onderwijs (vo);Totaal;Nederland;Minder dan 100 000 inwoners;2022/'23 naar 2023/'24;365400.0
