ID;Geslacht;Leeftijd;Onderwijssoort;Opleidingsvorm;Studierichting;Perioden;Ingeschrevenen_1
3495;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2001/'02;47865
3496;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2002/'03;50887
3497;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2003/'04;53232
3498;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2004/'05;53788
3499;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2005/'06;53967
3500;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2006/'07;53767
3501;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2007/'08;54312
3502;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2008/'09;56682
3503;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2009/'10;60358
3504;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2010/'11;62466
3505;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2011/'12;63924
3506;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2012/'13;63016
3507;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2013/'14;64158
3508;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2014/'15;66213
3509;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;345;2015/'16;0
3510;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1990/'91;287
3511;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1991/'92;535
3512;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1992/'93;747
3513;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1993/'94;969
3514;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1994/'95;1123
3515;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1995/'96;1182
3516;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1996/'97;1410
3517;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1997/'98;1408
3518;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1998/'99;1484
3519;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;1999/'00;1472
3520;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2000/'01;1325
3521;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2001/'02;1284
3522;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2002/'03;1347
3523;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2003/'04;1361
3524;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2004/'05;1438
3525;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2005/'06;1497
3526;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2006/'07;1518
3527;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2007/'08;1474
3528;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2008/'09;1483
3529;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2009/'10;1588
3530;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2010/'11;1618
3531;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2011/'12;1678
3532;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2012/'13;1730
3533;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2013/'14;1865
3534;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2014/'15;2002
3535;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34503 Hogere Europese beroepenopleiding;2015/'16;0
3536;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1990/'91;0
3537;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1991/'92;0
3538;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1992/'93;453
3539;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1993/'94;466
3540;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1994/'95;497
3541;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1995/'96;469
3542;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1996/'97;441
3543;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1997/'98;419
3544;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1998/'99;379
3545;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;1999/'00;333
3546;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2000/'01;339
3547;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2001/'02;3842
3548;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2002/'03;5752
3549;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2003/'04;7144
3550;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2004/'05;7922
3551;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2005/'06;7801
3552;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2006/'07;7732
3553;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2007/'08;8065
3554;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2008/'09;8746
3555;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2009/'10;9810
3556;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2010/'11;10642
3557;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2011/'12;11675
3558;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2012/'13;11989
3559;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2013/'14;12250
3560;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2014/'15;12747
3561;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34506 Internationale organisaties;2015/'16;0
3562;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1990/'91;4469
3563;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1991/'92;5063
3564;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1992/'93;5140
3565;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1993/'94;4376
3566;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1994/'95;4072
3567;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1995/'96;3937
3568;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1996/'97;3520
3569;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1997/'98;3494
3570;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1998/'99;3776
3571;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;1999/'00;3924
3572;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2000/'01;4275
3573;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2001/'02;4642
3574;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2002/'03;4919
3575;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2003/'04;5548
3576;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2004/'05;6009
3577;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2005/'06;6338
3578;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2006/'07;6652
3579;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2007/'08;7025
3580;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2008/'09;7624
3581;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2009/'10;8291
3582;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2010/'11;8947
3583;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2011/'12;9162
3584;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2012/'13;9238
3585;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2013/'14;10164
3586;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2014/'15;10350
3587;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34509 Bestuurskunde;2015/'16;0
3588;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1990/'91;3801
3589;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1991/'92;4393
3590;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1992/'93;4701
3591;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1993/'94;7396
3592;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1994/'95;8255
3593;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1995/'96;8950
3594;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1996/'97;9523
3595;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1997/'98;10287
3596;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1998/'99;10956
3597;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;1999/'00;12356
3598;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2000/'01;13762
3599;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2001/'02;15183
3600;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2002/'03;14624
3601;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2003/'04;14194
3602;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2004/'05;13450
3603;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2005/'06;12689
3604;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2006/'07;12214
3605;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2007/'08;11899
3606;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2008/'09;11633
3607;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2009/'10;11755
3608;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2010/'11;11403
3609;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2011/'12;11314
3610;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2012/'13;11041
3611;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2013/'14;10801
3612;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2014/'15;10623
3613;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34512 Juridische bestuurskunde;2015/'16;0
3614;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1990/'91;3926
3615;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1991/'92;4516
3616;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1992/'93;5098
3617;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1993/'94;6226
3618;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1994/'95;6816
3619;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1995/'96;6958
3620;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1996/'97;6921
3621;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1997/'98;7564
3622;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1998/'99;8585
3623;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;1999/'00;9657
3624;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2000/'01;10820
3625;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2001/'02;12073
3626;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2002/'03;13301
3627;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2003/'04;14164
3628;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2004/'05;14838
3629;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2005/'06;15954
3630;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2006/'07;15992
3631;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2007/'08;16610
3632;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2008/'09;17822
3633;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2009/'10;19275
3634;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2010/'11;20255
3635;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2011/'12;20488
3636;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2012/'13;19470
3637;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2013/'14;19238
3638;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2014/'15;20553
3639;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34515 Bedrijfskunde;2015/'16;0
3640;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1990/'91;6011
3641;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1991/'92;6694
3642;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1992/'93;7913
3643;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1993/'94;9780
3644;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1994/'95;10141
3645;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1995/'96;9882
3646;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1996/'97;9416
3647;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1997/'98;9328
3648;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1998/'99;9382
3649;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;1999/'00;10009
3650;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2000/'01;10608
3651;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2001/'02;10841
3652;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2002/'03;10944
3653;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2003/'04;10821
3654;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2004/'05;10131
3655;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2005/'06;9688
3656;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2006/'07;9659
3657;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2007/'08;9239
3658;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2008/'09;9374
3659;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2009/'10;9639
3660;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2010/'11;9601
3661;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2011/'12;9607
3662;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2012/'13;9548
3663;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2013/'14;9840
3664;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2014/'15;9938
3665;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34518 Personeel en arbeid;2015/'16;0
3666;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1990/'91;27319
3667;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1991/'92;27066
3668;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1992/'93;26709
3669;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1993/'94;25666
3670;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1994/'95;25524
3671;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1995/'96;25240
3672;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1996/'97;23778
3673;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1997/'98;23028
3674;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1998/'99;22432
3675;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;1999/'00;22681
3676;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2000/'01;22028
3677;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2001/'02;22364
3678;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2002/'03;22716
3679;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2003/'04;24625
3680;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2004/'05;26693
3681;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2005/'06;28689
3682;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2006/'07;30609
3683;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2007/'08;31865
3684;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2008/'09;33462
3685;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2009/'10;35553
3686;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2010/'11;36651
3687;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2011/'12;36646
3688;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2012/'13;35585
3689;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2013/'14;36376
3690;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2014/'15;36787
3691;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38;2015/'16;0
3692;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1990/'91;27319
3693;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1991/'92;27066
3694;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1992/'93;26709
3695;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1993/'94;25666
3696;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1994/'95;25524
3697;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1995/'96;25240
3698;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1996/'97;23778
3699;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1997/'98;23028
3700;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1998/'99;22432
3701;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;1999/'00;22681
3702;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2000/'01;22028
3703;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2001/'02;22364
3704;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2002/'03;22716
3705;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2003/'04;24625
3706;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2004/'05;26693
3707;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2005/'06;28689
3708;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2006/'07;30609
3709;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2007/'08;31865
3710;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2008/'09;33462
3711;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2009/'10;35553
3712;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2010/'11;36651
3713;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2011/'12;36646
3714;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2012/'13;35585
3715;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2013/'14;36376
3716;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2014/'15;36787
3717;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;380;2015/'16;0
3718;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38003 Nederlands recht ;1990/'91;26203
3719;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38003 Nederlands recht ;1991/'92;25966
3720;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38003 Nederlands recht ;1992/'93;25588
3721;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;38003 Nederlands recht ;1993/'94;24343
