ID;Geslacht;Nationaliteit;Perioden;InternationaleStudenten_1
3766;Totaal mannen en vrouwen;Tunesisch;2011/'12;10.0
3767;Totaal mannen en vrouwen;Tunesisch;2012/'13;0.0
3768;Totaal mannen en vrouwen;Tunesisch;2013/'14;0.0
3769;Totaal mannen en vrouwen;Tunesisch;2014/'15;10.0
3770;Totaal mannen en vrouwen;Tunesisch;2015/'16;10.0
3771;Totaal mannen en vrouwen;Tunesisch;2016/'17;10.0
3772;Totaal mannen en vrouwen;Tunesisch;2017/'18;20.0
3773;Totaal mannen en vrouwen;Tunesisch;2018/'19;20.0
3774;Totaal mannen en vrouwen;Tunesisch;2019/'20;30.0
3775;Totaal mannen en vrouwen;Tunesisch;2020/'21;30.0
3776;Totaal mannen en vrouwen;Tunesisch;2021/'22;40.0
3777;Totaal mannen en vrouwen;Tunesisch;2022/'23;40.0
3778;Totaal mannen en vrouwen;Tunesisch;2023/'24;40.0
3779;Totaal mannen en vrouwen;Tunesisch;2024/'25;40.0
3780;Totaal mannen en vrouwen;Turkmeens;2005/'06;10.0
3781;Totaal mannen en vrouwen;Turkmeens;2006/'07;0.0
3782;Totaal mannen en vrouwen;Turkmeens;2007/'08;10.0
3783;Totaal mannen en vrouwen;Turkmeens;2008/'09;0.0
3784;Totaal mannen en vrouwen;Turkmeens;2009/'10;0.0
3785;Totaal mannen en vrouwen;Turkmeens;2010/'11;0.0
3786;Totaal mannen en vrouwen;Turkmeens;2011/'12;0.0
3787;Totaal mannen en vrouwen;Turkmeens;2012/'13;0.0
3788;Totaal mannen en vrouwen;Turkmeens;2013/'14;0.0
3789;Totaal mannen en vrouwen;Turkmeens;2014/'15;0.0
3790;Totaal mannen en vrouwen;Turkmeens;2015/'16;0.0
3791;Totaal mannen en vrouwen;Turkmeens;2016/'17;10.0
3792;Totaal mannen en vrouwen;Turkmeens;2017/'18;0.0
3793;Totaal mannen en vrouwen;Turkmeens;2018/'19;0.0
3794;Totaal mannen en vrouwen;Turkmeens;2019/'20;0.0
3795;Totaal mannen en vrouwen;Turkmeens;2020/'21;0.0
3796;Totaal mannen en vrouwen;Turkmeens;2021/'22;10.0
3797;Totaal mannen en vrouwen;Turkmeens;2022/'23;10.0
3798;Totaal mannen en vrouwen;Turkmeens;2023/'24;10.0
3799;Totaal mannen en vrouwen;Turkmeens;2024/'25;10.0
3800;Totaal mannen en vrouwen;Turks;2005/'06;460.0
3801;Totaal mannen en vrouwen;Turks;2006/'07;450.0
3802;Totaal mannen en vrouwen;Turks;2007/'08;460.0
3803;Totaal mannen en vrouwen;Turks;2008/'09;480.0
3804;Totaal mannen en vrouwen;Turks;2009/'10;550.0
3805;Totaal mannen en vrouwen;Turks;2010/'11;540.0
3806;Totaal mannen en vrouwen;Turks;2011/'12;460.0
3807;Totaal mannen en vrouwen;Turks;2012/'13;370.0
3808;Totaal mannen en vrouwen;Turks;2013/'14;330.0
3809;Totaal mannen en vrouwen;Turks;2014/'15;320.0
3810;Totaal mannen en vrouwen;Turks;2015/'16;390.0
3811;Totaal mannen en vrouwen;Turks;2016/'17;490.0
3812;Totaal mannen en vrouwen;Turks;2017/'18;650.0
3813;Totaal mannen en vrouwen;Turks;2018/'19;890.0
3814;Totaal mannen en vrouwen;Turks;2019/'20;1160.0
3815;Totaal mannen en vrouwen;Turks;2020/'21;1440.0
3816;Totaal mannen en vrouwen;Turks;2021/'22;1850.0
3817;Totaal mannen en vrouwen;Turks;2022/'23;2290.0
3818;Totaal mannen en vrouwen;Turks;2023/'24;2810.0
3819;Totaal mannen en vrouwen;Turks;2024/'25;3400.0
3820;Totaal mannen en vrouwen;Tuvaluaans;2005/'06;0.0
3821;Totaal mannen en vrouwen;Tuvaluaans;2006/'07;0.0
3822;Totaal mannen en vrouwen;Tuvaluaans;2007/'08;0.0
3823;Totaal mannen en vrouwen;Tuvaluaans;2008/'09;0.0
3824;Totaal mannen en vrouwen;Tuvaluaans;2009/'10;0.0
3825;Totaal mannen en vrouwen;Tuvaluaans;2010/'11;0.0
3826;Totaal mannen en vrouwen;Tuvaluaans;2011/'12;0.0
3827;Totaal mannen en vrouwen;Tuvaluaans;2012/'13;0.0
3828;Totaal mannen en vrouwen;Tuvaluaans;2013/'14;0.0
3829;Totaal mannen en vrouwen;Tuvaluaans;2014/'15;0.0
3830;Totaal mannen en vrouwen;Tuvaluaans;2015/'16;0.0
3831;Totaal mannen en vrouwen;Tuvaluaans;2016/'17;0.0
3832;Totaal mannen en vrouwen;Tuvaluaans;2017/'18;0.0
3833;Totaal mannen en vrouwen;Tuvaluaans;2018/'19;0.0
3834;Totaal mannen en vrouwen;Tuvaluaans;2019/'20;0.0
3835;Totaal mannen en vrouwen;Tuvaluaans;2020/'21;0.0
3836;Totaal mannen en vrouwen;Tuvaluaans;2021/'22;0.0
3837;Totaal mannen en vrouwen;Tuvaluaans;2022/'23;0.0
3838;Totaal mannen en vrouwen;Tuvaluaans;2023/'24;0.0
3839;Totaal mannen en vrouwen;Tuvaluaans;2024/'25;0.0
3840;Totaal mannen en vrouwen;Ugandees;2005/'06;40.0
3841;Totaal mannen en vrouwen;Ugandees;2006/'07;50.0
3842;Totaal mannen en vrouwen;Ugandees;2007/'08;40.0
3843;Totaal mannen en vrouwen;Ugandees;2008/'09;40.0
3844;Totaal mannen en vrouwen;Ugandees;2009/'10;50.0
3845;Totaal mannen en vrouwen;Ugandees;2010/'11;40.0
3846;Totaal mannen en vrouwen;Ugandees;2011/'12;20.0
3847;Totaal mannen en vrouwen;Ugandees;2012/'13;20.0
3848;Totaal mannen en vrouwen;Ugandees;2013/'14;30.0
3849;Totaal mannen en vrouwen;Ugandees;2014/'15;20.0
3850;Totaal mannen en vrouwen;Ugandees;2015/'16;30.0
3851;Totaal mannen en vrouwen;Ugandees;2016/'17;40.0
3852;Totaal mannen en vrouwen;Ugandees;2017/'18;50.0
3853;Totaal mannen en vrouwen;Ugandees;2018/'19;50.0
3854;Totaal mannen en vrouwen;Ugandees;2019/'20;50.0
3855;Totaal mannen en vrouwen;Ugandees;2020/'21;50.0
3856;Totaal mannen en vrouwen;Ugandees;2021/'22;50.0
3857;Totaal mannen en vrouwen;Ugandees;2022/'23;40.0
3858;Totaal mannen en vrouwen;Ugandees;2023/'24;40.0
3859;Totaal mannen en vrouwen;Ugandees;2024/'25;60.0
3860;Totaal mannen en vrouwen;Uruguayaans;2005/'06;0.0
3861;Totaal mannen en vrouwen;Uruguayaans;2006/'07;0.0
3862;Totaal mannen en vrouwen;Uruguayaans;2007/'08;0.0
3863;Totaal mannen en vrouwen;Uruguayaans;2008/'09;0.0
3864;Totaal mannen en vrouwen;Uruguayaans;2009/'10;0.0
3865;Totaal mannen en vrouwen;Uruguayaans;2010/'11;0.0
3866;Totaal mannen en vrouwen;Uruguayaans;2011/'12;0.0
3867;Totaal mannen en vrouwen;Uruguayaans;2012/'13;0.0
3868;Totaal mannen en vrouwen;Uruguayaans;2013/'14;0.0
3869;Totaal mannen en vrouwen;Uruguayaans;2014/'15;0.0
3870;Totaal mannen en vrouwen;Uruguayaans;2015/'16;0.0
3871;Totaal mannen en vrouwen;Uruguayaans;2016/'17;0.0
3872;Totaal mannen en vrouwen;Uruguayaans;2017/'18;10.0
3873;Totaal mannen en vrouwen;Uruguayaans;2018/'19;0.0
3874;Totaal mannen en vrouwen;Uruguayaans;2019/'20;10.0
3875;Totaal mannen en vrouwen;Uruguayaans;2020/'21;10.0
3876;Totaal mannen en vrouwen;Uruguayaans;2021/'22;10.0
3877;Totaal mannen en vrouwen;Uruguayaans;2022/'23;0.0
3878;Totaal mannen en vrouwen;Uruguayaans;2023/'24;10.0
3879;Totaal mannen en vrouwen;Uruguayaans;2024/'25;10.0
3880;Totaal mannen en vrouwen;Vanuatuaans;2005/'06;0.0
3881;Totaal mannen en vrouwen;Vanuatuaans;2006/'07;0.0
3882;Totaal mannen en vrouwen;Vanuatuaans;2007/'08;0.0
3883;Totaal mannen en vrouwen;Vanuatuaans;2008/'09;0.0
3884;Totaal mannen en vrouwen;Vanuatuaans;2009/'10;0.0
3885;Totaal mannen en vrouwen;Vanuatuaans;2010/'11;0.0
3886;Totaal mannen en vrouwen;Vanuatuaans;2011/'12;0.0
3887;Totaal mannen en vrouwen;Vanuatuaans;2012/'13;0.0
3888;Totaal mannen en vrouwen;Vanuatuaans;2013/'14;0.0
3889;Totaal mannen en vrouwen;Vanuatuaans;2014/'15;0.0
3890;Totaal mannen en vrouwen;Vanuatuaans;2015/'16;0.0
3891;Totaal mannen en vrouwen;Vanuatuaans;2016/'17;0.0
3892;Totaal mannen en vrouwen;Vanuatuaans;2017/'18;0.0
3893;Totaal mannen en vrouwen;Vanuatuaans;2018/'19;0.0
3894;Totaal mannen en vrouwen;Vanuatuaans;2019/'20;0.0
3895;Totaal mannen en vrouwen;Vanuatuaans;2020/'21;0.0
3896;Totaal mannen en vrouwen;Vanuatuaans;2021/'22;0.0
3897;Totaal mannen en vrouwen;Vanuatuaans;2022/'23;0.0
3898;Totaal mannen en vrouwen;Vanuatuaans;2023/'24;0.0
3899;Totaal mannen en vrouwen;Vanuatuaans;2024/'25;0.0
3900;Totaal mannen en vrouwen;Vaticaans;2005/'06;0.0
3901;Totaal mannen en vrouwen;Vaticaans;2006/'07;0.0
3902;Totaal mannen en vrouwen;Vaticaans;2007/'08;0.0
3903;Totaal mannen en vrouwen;Vaticaans;2008/'09;0.0
3904;Totaal mannen en vrouwen;Vaticaans;2009/'10;0.0
3905;Totaal mannen en vrouwen;Vaticaans;2010/'11;0.0
3906;Totaal mannen en vrouwen;Vaticaans;2011/'12;0.0
3907;Totaal mannen en vrouwen;Vaticaans;2012/'13;0.0
3908;Totaal mannen en vrouwen;Vaticaans;2013/'14;0.0
3909;Totaal mannen en vrouwen;Vaticaans;2014/'15;0.0
3910;Totaal mannen en vrouwen;Vaticaans;2015/'16;0.0
3911;Totaal mannen en vrouwen;Vaticaans;2016/'17;0.0
3912;Totaal mannen en vrouwen;Vaticaans;2017/'18;0.0
3913;Totaal mannen en vrouwen;Vaticaans;2018/'19;0.0
3914;Totaal mannen en vrouwen;Vaticaans;2019/'20;0.0
3915;Totaal mannen en vrouwen;Vaticaans;2020/'21;0.0
3916;Totaal mannen en vrouwen;Vaticaans;2021/'22;0.0
3917;Totaal mannen en vrouwen;Vaticaans;2022/'23;0.0
3918;Totaal mannen en vrouwen;Vaticaans;2023/'24;0.0
3919;Totaal mannen en vrouwen;Vaticaans;2024/'25;0.0
3920;Totaal mannen en vrouwen;Venezolaans;2005/'06;30.0
3921;Totaal mannen en vrouwen;Venezolaans;2006/'07;20.0
3922;Totaal mannen en vrouwen;Venezolaans;2007/'08;20.0
3923;Totaal mannen en vrouwen;Venezolaans;2008/'09;10.0
3924;Totaal mannen en vrouwen;Venezolaans;2009/'10;20.0
3925;Totaal mannen en vrouwen;Venezolaans;2010/'11;20.0
3926;Totaal mannen en vrouwen;Venezolaans;2011/'12;30.0
3927;Totaal mannen en vrouwen;Venezolaans;2012/'13;30.0
3928;Totaal mannen en vrouwen;Venezolaans;2013/'14;30.0
3929;Totaal mannen en vrouwen;Venezolaans;2014/'15;30.0
3930;Totaal mannen en vrouwen;Venezolaans;2015/'16;20.0
3931;Totaal mannen en vrouwen;Venezolaans;2016/'17;30.0
3932;Totaal mannen en vrouwen;Venezolaans;2017/'18;40.0
3933;Totaal mannen en vrouwen;Venezolaans;2018/'19;40.0
3934;Totaal mannen en vrouwen;Venezolaans;2019/'20;50.0
3935;Totaal mannen en vrouwen;Venezolaans;2020/'21;50.0
3936;Totaal mannen en vrouwen;Venezolaans;2021/'22;40.0
3937;Totaal mannen en vrouwen;Venezolaans;2022/'23;50.0
3938;Totaal mannen en vrouwen;Venezolaans;2023/'24;50.0
3939;Totaal mannen en vrouwen;Venezolaans;2024/'25;40.0
3940;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2005/'06;0.0
3941;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2006/'07;0.0
3942;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2007/'08;0.0
3943;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2008/'09;0.0
3944;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2009/'10;0.0
3945;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2010/'11;0.0
3946;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2011/'12;0.0
3947;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2012/'13;0.0
3948;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2013/'14;0.0
3949;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2014/'15;0.0
3950;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2015/'16;0.0
3951;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2016/'17;0.0
3952;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2017/'18;0.0
3953;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2018/'19;0.0
3954;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2019/'20;10.0
3955;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2020/'21;10.0
3956;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2021/'22;10.0
3957;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2022/'23;10.0
3958;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2023/'24;10.0
3959;Totaal mannen en vrouwen;Burger Verenigde Arabische Emiraten;2024/'25;10.0
3960;Totaal mannen en vrouwen;Vietnamees;2005/'06;440.0
3961;Totaal mannen en vrouwen;Vietnamees;2006/'07;350.0
3962;Totaal mannen en vrouwen;Vietnamees;2007/'08;280.0
3963;Totaal mannen en vrouwen;Vietnamees;2008/'09;270.0
3964;Totaal mannen en vrouwen;Vietnamees;2009/'10;270.0
3965;Totaal mannen en vrouwen;Vietnamees;2010/'11;270.0
3966;Totaal mannen en vrouwen;Vietnamees;2011/'12;270.0
3967;Totaal mannen en vrouwen;Vietnamees;2012/'13;260.0
3968;Totaal mannen en vrouwen;Vietnamees;2013/'14;280.0
3969;Totaal mannen en vrouwen;Vietnamees;2014/'15;290.0
3970;Totaal mannen en vrouwen;Vietnamees;2015/'16;380.0
3971;Totaal mannen en vrouwen;Vietnamees;2016/'17;500.0
3972;Totaal mannen en vrouwen;Vietnamees;2017/'18;750.0
3973;Totaal mannen en vrouwen;Vietnamees;2018/'19;960.0
3974;Totaal mannen en vrouwen;Vietnamees;2019/'20;1200.0
3975;Totaal mannen en vrouwen;Vietnamees;2020/'21;1240.0
3976;Totaal mannen en vrouwen;Vietnamees;2021/'22;1210.0
3977;Totaal mannen en vrouwen;Vietnamees;2022/'23;1290.0
3978;Totaal mannen en vrouwen;Vietnamees;2023/'24;1410.0
3979;Totaal mannen en vrouwen;Vietnamees;2024/'25;1490.0
3980;Totaal mannen en vrouwen;Zambiaans;2005/'06;10.0
3981;Totaal mannen en vrouwen;Zambiaans;2006/'07;10.0
3982;Totaal mannen en vrouwen;Zambiaans;2007/'08;20.0
3983;Totaal mannen en vrouwen;Zambiaans;2008/'09;10.0
3984;Totaal mannen en vrouwen;Zambiaans;2009/'10;20.0
3985;Totaal mannen en vrouwen;Zambiaans;2010/'11;20.0
3986;Totaal mannen en vrouwen;Zambiaans;2011/'12;20.0
3987;Totaal mannen en vrouwen;Zambiaans;2012/'13;10.0
3988;Totaal mannen en vrouwen;Zambiaans;2013/'14;10.0
3989;Totaal mannen en vrouwen;Zambiaans;2014/'15;10.0
3990;Totaal mannen en vrouwen;Zambiaans;2015/'16;20.0
3991;Totaal mannen en vrouwen;Zambiaans;2016/'17;20.0
3992;Totaal mannen en vrouwen;Zambiaans;2017/'18;10.0
3993;Totaal mannen en vrouwen;Zambiaans;2018/'19;20.0
3994;Totaal mannen en vrouwen;Zambiaans;2019/'20;30.0
3995;Totaal mannen en vrouwen;Zambiaans;2020/'21;20.0
3996;Totaal mannen en vrouwen;Zambiaans;2021/'22;20.0
3997;Totaal mannen en vrouwen;Zambiaans;2022/'23;20.0
3998;Totaal mannen en vrouwen;Zambiaans;2023/'24;20.0
3999;Totaal mannen en vrouwen;Zambiaans;2024/'25;20.0
4000;Totaal mannen en vrouwen;Zimbabwaans;2005/'06;20.0
4001;Totaal mannen en vrouwen;Zimbabwaans;2006/'07;20.0
4002;Totaal mannen en vrouwen;Zimbabwaans;2007/'08;30.0
4003;Totaal mannen en vrouwen;Zimbabwaans;2008/'09;60.0
4004;Totaal mannen en vrouwen;Zimbabwaans;2009/'10;90.0
4005;Totaal mannen en vrouwen;Zimbabwaans;2010/'11;90.0
4006;Totaal mannen en vrouwen;Zimbabwaans;2011/'12;60.0
4007;Totaal mannen en vrouwen;Zimbabwaans;2012/'13;70.0
4008;Totaal mannen en vrouwen;Zimbabwaans;2013/'14;40.0
4009;Totaal mannen en vrouwen;Zimbabwaans;2014/'15;30.0
4010;Totaal mannen en vrouwen;Zimbabwaans;2015/'16;40.0
4011;Totaal mannen en vrouwen;Zimbabwaans;2016/'17;50.0
4012;Totaal mannen en vrouwen;Zimbabwaans;2017/'18;80.0
4013;Totaal mannen en vrouwen;Zimbabwaans;2018/'19;100.0
4014;Totaal mannen en vrouwen;Zimbabwaans;2019/'20;120.0
4015;Totaal mannen en vrouwen;Zimbabwaans;2020/'21;150.0
4016;Totaal mannen en vrouwen;Zimbabwaans;2021/'22;150.0
4017;Totaal mannen en vrouwen;Zimbabwaans;2022/'23;170.0
4018;Totaal mannen en vrouwen;Zimbabwaans;2023/'24;170.0
4019;Totaal mannen en vrouwen;Zimbabwaans;2024/'25;170.0
4020;Totaal mannen en vrouwen;Zuid-Afrikaans;2005/'06;80.0
4021;Totaal mannen en vrouwen;Zuid-Afrikaans;2006/'07;80.0
4022;Totaal mannen en vrouwen;Zuid-Afrikaans;2007/'08;80.0
4023;Totaal mannen en vrouwen;Zuid-Afrikaans;2008/'09;90.0
4024;Totaal mannen en vrouwen;Zuid-Afrikaans;2009/'10;80.0
4025;Totaal mannen en vrouwen;Zuid-Afrikaans;2010/'11;80.0
4026;Totaal mannen en vrouwen;Zuid-Afrikaans;2011/'12;90.0
4027;Totaal mannen en vrouwen;Zuid-Afrikaans;2012/'13;90.0
4028;Totaal mannen en vrouwen;Zuid-Afrikaans;2013/'14;100.0
4029;Totaal mannen en vrouwen;Zuid-Afrikaans;2014/'15;110.0
4030;Totaal mannen en vrouwen;Zuid-Afrikaans;2015/'16;120.0
4031;Totaal mannen en vrouwen;Zuid-Afrikaans;2016/'17;140.0
4032;Totaal mannen en vrouwen;Zuid-Afrikaans;2017/'18;160.0
4033;Totaal mannen en vrouwen;Zuid-Afrikaans;2018/'19;200.0
4034;Totaal mannen en vrouwen;Zuid-Afrikaans;2019/'20;240.0
4035;Totaal mannen en vrouwen;Zuid-Afrikaans;2020/'21;280.0
4036;Totaal mannen en vrouwen;Zuid-Afrikaans;2021/'22;360.0
4037;Totaal mannen en vrouwen;Zuid-Afrikaans;2022/'23;400.0
4038;Totaal mannen en vrouwen;Zuid-Afrikaans;2023/'24;390.0
4039;Totaal mannen en vrouwen;Zuid-Afrikaans;2024/'25;410.0
4040;Totaal mannen en vrouwen;Zuid-Koreaans;2005/'06;270.0
4041;Totaal mannen en vrouwen;Zuid-Koreaans;2006/'07;270.0
4042;Totaal mannen en vrouwen;Zuid-Koreaans;2007/'08;270.0
4043;Totaal mannen en vrouwen;Zuid-Koreaans;2008/'09;280.0
4044;Totaal mannen en vrouwen;Zuid-Koreaans;2009/'10;270.0
4045;Totaal mannen en vrouwen;Zuid-Koreaans;2010/'11;270.0
4046;Totaal mannen en vrouwen;Zuid-Koreaans;2011/'12;260.0
4047;Totaal mannen en vrouwen;Zuid-Koreaans;2012/'13;260.0
4048;Totaal mannen en vrouwen;Zuid-Koreaans;2013/'14;290.0
4049;Totaal mannen en vrouwen;Zuid-Koreaans;2014/'15;310.0
4050;Totaal mannen en vrouwen;Zuid-Koreaans;2015/'16;420.0
4051;Totaal mannen en vrouwen;Zuid-Koreaans;2016/'17;590.0
4052;Totaal mannen en vrouwen;Zuid-Koreaans;2017/'18;750.0
4053;Totaal mannen en vrouwen;Zuid-Koreaans;2018/'19;940.0
4054;Totaal mannen en vrouwen;Zuid-Koreaans;2019/'20;1050.0
4055;Totaal mannen en vrouwen;Zuid-Koreaans;2020/'21;1060.0
4056;Totaal mannen en vrouwen;Zuid-Koreaans;2021/'22;1030.0
4057;Totaal mannen en vrouwen;Zuid-Koreaans;2022/'23;1080.0
4058;Totaal mannen en vrouwen;Zuid-Koreaans;2023/'24;1050.0
4059;Totaal mannen en vrouwen;Zuid-Koreaans;2024/'25;1020.0
4060;Totaal mannen en vrouwen;Zuid-Soedanees;2005/'06;
4061;Totaal mannen en vrouwen;Zuid-Soedanees;2006/'07;
4062;Totaal mannen en vrouwen;Zuid-Soedanees;2007/'08;
4063;Totaal mannen en vrouwen;Zuid-Soedanees;2008/'09;
4064;Totaal mannen en vrouwen;Zuid-Soedanees;2009/'10;
4065;Totaal mannen en vrouwen;Zuid-Soedanees;2010/'11;
4066;Totaal mannen en vrouwen;Zuid-Soedanees;2011/'12;
4067;Totaal mannen en vrouwen;Zuid-Soedanees;2012/'13;0.0
4068;Totaal mannen en vrouwen;Zuid-Soedanees;2013/'14;0.0
4069;Totaal mannen en vrouwen;Zuid-Soedanees;2014/'15;0.0
4070;Totaal mannen en vrouwen;Zuid-Soedanees;2015/'16;0.0
4071;Totaal mannen en vrouwen;Zuid-Soedanees;2016/'17;0.0
4072;Totaal mannen en vrouwen;Zuid-Soedanees;2017/'18;0.0
4073;Totaal mannen en vrouwen;Zuid-Soedanees;2018/'19;0.0
4074;Totaal mannen en vrouwen;Zuid-Soedanees;2019/'20;0.0
4075;Totaal mannen en vrouwen;Zuid-Soedanees;2020/'21;0.0
4076;Totaal mannen en vrouwen;Zuid-Soedanees;2021/'22;0.0
4077;Totaal mannen en vrouwen;Zuid-Soedanees;2022/'23;0.0
4078;Totaal mannen en vrouwen;Zuid-Soedanees;2023/'24;10.0
4079;Totaal mannen en vrouwen;Zuid-Soedanees;2024/'25;10.0
4080;Totaal mannen en vrouwen;Zweeds;2005/'06;170.0
4081;Totaal mannen en vrouwen;Zweeds;2006/'07;170.0
4082;Totaal mannen en vrouwen;Zweeds;2007/'08;190.0
4083;Totaal mannen en vrouwen;Zweeds;2008/'09;220.0
4084;Totaal mannen en vrouwen;Zweeds;2009/'10;230.0
4085;Totaal mannen en vrouwen;Zweeds;2010/'11;260.0
4086;Totaal mannen en vrouwen;Zweeds;2011/'12;280.0
4087;Totaal mannen en vrouwen;Zweeds;2012/'13;300.0
4088;Totaal mannen en vrouwen;Zweeds;2013/'14;310.0
4089;Totaal mannen en vrouwen;Zweeds;2014/'15;360.0
4090;Totaal mannen en vrouwen;Zweeds;2015/'16;390.0
4091;Totaal mannen en vrouwen;Zweeds;2016/'17;430.0
4092;Totaal mannen en vrouwen;Zweeds;2017/'18;500.0
4093;Totaal mannen en vrouwen;Zweeds;2018/'19;600.0
4094;Totaal mannen en vrouwen;Zweeds;2019/'20;650.0
4095;Totaal mannen en vrouwen;Zweeds;2020/'21;760.0
4096;Totaal mannen en vrouwen;Zweeds;2021/'22;890.0
4097;Totaal mannen en vrouwen;Zweeds;2022/'23;890.0
4098;Totaal mannen en vrouwen;Zweeds;2023/'24;900.0
4099;Totaal mannen en vrouwen;Zweeds;2024/'25;930.0
4100;Totaal mannen en vrouwen;Zwitsers;2005/'06;130.0
4101;Totaal mannen en vrouwen;Zwitsers;2006/'07;140.0
4102;Totaal mannen en vrouwen;Zwitsers;2007/'08;160.0
4103;Totaal mannen en vrouwen;Zwitsers;2008/'09;130.0
4104;Totaal mannen en vrouwen;Zwitsers;2009/'10;170.0
4105;Totaal mannen en vrouwen;Zwitsers;2010/'11;210.0
4106;Totaal mannen en vrouwen;Zwitsers;2011/'12;240.0
4107;Totaal mannen en vrouwen;Zwitsers;2012/'13;250.0
4108;Totaal mannen en vrouwen;Zwitsers;2013/'14;270.0
4109;Totaal mannen en vrouwen;Zwitsers;2014/'15;280.0
4110;Totaal mannen en vrouwen;Zwitsers;2015/'16;310.0
4111;Totaal mannen en vrouwen;Zwitsers;2016/'17;360.0
4112;Totaal mannen en vrouwen;Zwitsers;2017/'18;440.0
4113;Totaal mannen en vrouwen;Zwitsers;2018/'19;530.0
4114;Totaal mannen en vrouwen;Zwitsers;2019/'20;600.0
4115;Totaal mannen en vrouwen;Zwitsers;2020/'21;710.0
4116;Totaal mannen en vrouwen;Zwitsers;2021/'22;840.0
4117;Totaal mannen en vrouwen;Zwitsers;2022/'23;840.0
4118;Totaal mannen en vrouwen;Zwitsers;2023/'24;840.0
4119;Totaal mannen en vrouwen;Zwitsers;2024/'25;830.0
4120;Mannen;Totaal niet-Nederlandse nationaliteit;2005/'06;14970.0
4121;Mannen;Totaal niet-Nederlandse nationaliteit;2006/'07;15130.0
4122;Mannen;Totaal niet-Nederlandse nationaliteit;2007/'08;16300.0
4123;Mannen;Totaal niet-Nederlandse nationaliteit;2008/'09;17810.0
4124;Mannen;Totaal niet-Nederlandse nationaliteit;2009/'10;19900.0
4125;Mannen;Totaal niet-Nederlandse nationaliteit;2010/'11;21580.0
4126;Mannen;Totaal niet-Nederlandse nationaliteit;2011/'12;23200.0
4127;Mannen;Totaal niet-Nederlandse nationaliteit;2012/'13;24410.0
4128;Mannen;Totaal niet-Nederlandse nationaliteit;2013/'14;25630.0
4129;Mannen;Totaal niet-Nederlandse nationaliteit;2014/'15;26680.0
4130;Mannen;Totaal niet-Nederlandse nationaliteit;2015/'16;28910.0
4131;Mannen;Totaal niet-Nederlandse nationaliteit;2016/'17;31660.0
4132;Mannen;Totaal niet-Nederlandse nationaliteit;2017/'18;35390.0
4133;Mannen;Totaal niet-Nederlandse nationaliteit;2018/'19;39320.0
4134;Mannen;Totaal niet-Nederlandse nationaliteit;2019/'20;42860.0
4135;Mannen;Totaal niet-Nederlandse nationaliteit;2020/'21;46890.0
4136;Mannen;Totaal niet-Nederlandse nationaliteit;2021/'22;51500.0
4137;Mannen;Totaal niet-Nederlandse nationaliteit;2022/'23;55060.0
4138;Mannen;Totaal niet-Nederlandse nationaliteit;2023/'24;57470.0
4139;Mannen;Totaal niet-Nederlandse nationaliteit;2024/'25;58870.0
4140;Mannen;Staatloos / onbekend;2005/'06;590.0
4141;Mannen;Staatloos / onbekend;2006/'07;450.0
4142;Mannen;Staatloos / onbekend;2007/'08;370.0
4143;Mannen;Staatloos / onbekend;2008/'09;330.0
4144;Mannen;Staatloos / onbekend;2009/'10;310.0
4145;Mannen;Staatloos / onbekend;2010/'11;350.0
4146;Mannen;Staatloos / onbekend;2011/'12;340.0
4147;Mannen;Staatloos / onbekend;2012/'13;310.0
4148;Mannen;Staatloos / onbekend;2013/'14;310.0
4149;Mannen;Staatloos / onbekend;2014/'15;240.0
4150;Mannen;Staatloos / onbekend;2015/'16;250.0
4151;Mannen;Staatloos / onbekend;2016/'17;260.0
4152;Mannen;Staatloos / onbekend;2017/'18;300.0
4153;Mannen;Staatloos / onbekend;2018/'19;290.0
4154;Mannen;Staatloos / onbekend;2019/'20;190.0
4155;Mannen;Staatloos / onbekend;2020/'21;170.0
4156;Mannen;Staatloos / onbekend;2021/'22;140.0
4157;Mannen;Staatloos / onbekend;2022/'23;110.0
4158;Mannen;Staatloos / onbekend;2023/'24;90.0
4159;Mannen;Staatloos / onbekend;2024/'25;50.0
4160;Mannen;Afrika;2005/'06;1090.0
4161;Mannen;Afrika;2006/'07;960.0
